commodity,year,country,quantity,value,kept,located
Paper — Unenumerated,1893,Norway,202655,163685,1,1
Paper — Unenumerated,1893,Other Foreign Countries,675,3330,1,0
Paper — Unenumerated,1893,Russia,98225,69791,1,1
Paper — Unenumerated,1893,Sweden,206624,167125,1,1
Paper — Unenumerated,1893,United States Of America,26669,46213,1,1
Paper — Unenumerated,1894,Austrian Territories,8704,12986,1,1
Paper — Unenumerated,1894,Belgium,140772,210996,1,1
Paper — Unenumerated,1894,Denmark,12300,12742,1,1
Paper — Unenumerated,1894,France,22443,68298,1,1
Paper — Unenumerated,1894,Germany,411339,439599,1,1
Paper — Unenumerated,1894,Holland,300014,309222,1,1
Paper — Unenumerated,1894,Norway,208138,163031,1,1
Paper — Unenumerated,1894,Other Foreign Countries,954,4324,1,0
Paper — Unenumerated,1894,Russia,107358,73351,1,1
Paper — Unenumerated,1894,Sweden,287775,233024,1,1
Paper — Unenumerated,1894,United States Of America,55585,74767,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,Australia,48075,67056,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,Belgium,4384,11701,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,Bengal And Burmah,6294,11638,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,Bombay,3527,6757,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,British Possessions In South Africa,8167,13177,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,Canada,1777,5121,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,Channel Islands,2588,5769,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,France,6757,19030,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,Germany,4100,10722,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,Holland,1869,5678,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,Other Countries,19660,35132,1,0
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,Russia,894,4347,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,United States Of America,3487,11882,0,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Maché)",1880,United States Of America (Atlantic),3487,11882,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,Argentine Republic,2466,4694,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,Australia,30351,55335,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,Belgium,5256,22803,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,Bengal And Burmah,1996,5416,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,Bombay,4209,8622,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,British Possessions In South Africa,3738,7828,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,British West India Islands,2499,4808,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,Canada,2859,9074,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,France,5834,40969,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,Germany,3568,12950,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,Holland,2374,7090,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,Madras,579,1263,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,Other Countries,9518,25563,1,0
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,United States Of America,8754,23201,0,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,United States Of America (Atlantic),7602,20932,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1874,United States Of America (Pacific),1152,2269,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1881,Argentine Republic,7388,9127,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1881,Australasia,61043,80606,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1881,Belgium,6113,16014,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1881,Bengal And Burmah,3176,5833,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1881,British Possessions In South Africa,12254,18760,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1881,Canada,2243,5330,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1881,Channel Islands,2640,5994,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1881,France,9752,23313,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1881,Germany,4697,12958,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1881,Holland,2778,8002,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1881,Other Countries,14772,31520,1,0
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1884,Argentine Republic,6283,8113,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1884,Belgium,5122,11300,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1884,British Possessions In South Africa,9341,11809,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1884,France,5052,16238,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1884,Holland,2410,5529,1,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1884,United States Of America,4841,14668,0,1
"Paper — Unenumerated, And Articles Of Paper (Except Papier Mâché)",1884,United States Of America (Atlantic),4841,14668,1,1
Paper — Wood Pulp Boards,1895,Austrian Territories,2894,1100,1,1
Paper — Wood Pulp Boards,1895,Belgium,5,2,1,1
Paper — Wood Pulp Boards,1895,Denmark,3261,1529,1,1
Paper — Wood Pulp Boards,1895,Germany,30716,14787,1,1
Paper — Wood Pulp Boards,1895,Holland,6562,3185,1,1
Paper — Wood Pulp Boards,1895,Norway,26083,12823,1,1
Paper — Wood Pulp Boards,1895,Russia,59412,29252,1,1
Paper — Wood Pulp Boards,1895,Sweden,39665,19958,1,1
Paper — Wood Pulp Boards,1895,United States Of America,2950,1276,1,1
Paper — Wood Pulp Boards,1896,Austrian Territories,4255,1850,1,1
Paper — Wood Pulp Boards,1896,Belgium,1845,1348,1,1
Paper — Wood Pulp Boards,1896,Denmark,8916,4546,1,1
Paper — Wood Pulp Boards,1896,Germany,43644,20616,1,1
Paper — Wood Pulp Boards,1896,Holland,7011,3582,1,1
Paper — Wood Pulp Boards,1896,Norway,20668,9465,1,1
Paper — Wood Pulp Boards,1896,Russia,45173,19075,1,1
Paper — Wood Pulp Boards,1896,Sweden,37527,17527,1,1
Paper — Wood Pulp Boards,1896,United States Of America,6253,3571,1,1
Paper — Wood Pulp Boards,1897,Austrian Territories,2768,1575,1,1
Paper — Wood Pulp Boards,1897,Belgium,206,106,1,1
Paper — Wood Pulp Boards,1897,Canada,445,240,1,1
Paper — Wood Pulp Boards,1897,Denmark,4813,2002,1,1
Paper — Wood Pulp Boards,1897,Germany,25230,27732,1,1
Paper — Wood Pulp Boards,1897,Holland,3021,1711,1,1
Paper — Wood Pulp Boards,1897,Norway,21316,9572,1,1
Paper — Wood Pulp Boards,1897,Other Foreign Countries,350,175,1,0
Paper — Wood Pulp Boards,1897,Russia,55725,26571,1,1
Paper — Wood Pulp Boards,1897,Russia (Northern Ports),55725,26571,1,1
Paper — Wood Pulp Boards,1897,Sweden,59527,39222,1,1
Paper — Wood Pulp Boards,1897,United States Of America,49924,24876,1,1
Paper — Wood Pulp Boards,1897,United States Of America (Atlantic),49924,24576,0,1
Paper — Wood Pulp Boards,1898,Austrian Territories,4090,2602,1,1
Paper — Wood Pulp Boards,1898,Belgium,315,145,1,1
Paper — Wood Pulp Boards,1898,Canada,22103,9702,1,1
Paper — Wood Pulp Boards,1898,Denmark,2433,1236,1,1
Paper — Wood Pulp Boards,1898,Germany,37215,19425,1,1
Paper — Wood Pulp Boards,1898,Holland,13747,6126,1,1
Paper — Wood Pulp Boards,1898,Norway,23256,10687,1,1
Paper — Wood Pulp Boards,1898,Other Foreign Countries,50,45,1,0
Paper — Wood Pulp Boards,1898,Russia,44327,20347,1,1
Paper — Wood Pulp Boards,1898,Sweden,58550,28307,1,1
Paper — Wood Pulp Boards,1898,United States Of America,51784,27413,1,1
Paper — Wood Pulp Boards,1899,Austrian Territories,2208,1859,1,1
Paper — Wood Pulp Boards,1899,Belgium,513,405,1,1
Paper — Wood Pulp Boards,1899,Canada,46244,21772,1,1
Paper — Wood Pulp Boards,1899,Germany,39408,20037,1,1
Paper — Wood Pulp Boards,1899,Holland,10296,4749,1,1
Paper — Wood Pulp Boards,1899,Norway,17702,8215,1,1
Paper — Wood Pulp Boards,1899,Other Foreign Countries,1000,350,1,0
Paper — Wood Pulp Boards,1899,Russia,91800,41302,1,1
Paper — Wood Pulp Boards,1899,Sweden,80308,43261,1,1
Paper — Wood Pulp Boards,1899,United States Of America,41052,20032,1,1
"Paper — Writing Or Printing, And Envelopes",1878,Australia,0,0,1,1
"Paper — Writing Or Printing, And Envelopes",1878,Bengal And Burmah,27420,0,1,1
"Paper — Writing Or Printing, And Envelopes",1878,Bombay,24849,0,1,1
"Paper — Writing Or Printing, And Envelopes",1878,British Possessions In South Africa,0,0,1,1
"Paper — Writing Or Printing, And Envelopes",1878,Canada,9619,0,1,1
"Paper — Writing Or Printing, And Envelopes",1878,Ceylon,3414,0,1,1
"Paper — Writing Or Printing, And Envelopes",1878,Japan,0,0,1,1
"Paper — Writing Or Printing, And Envelopes",1878,Madras,19354,0,1,1
"Paper — Writing Or Printing, And Envelopes",1878,Other Countries,17391,0,1,0
"Paper — Writing Or Printing, And Envelopes",1880,Australia,0,376128,1,1
"Paper — Writing Or Printing, And Envelopes",1880,Bengal And Burmah,59774,145061,1,1
"Paper — Writing Or Printing, And Envelopes",1880,Bombay,21990,56234,1,1
"Paper — Writing Or Printing, And Envelopes",1880,British Possessions In South Africa,0,43365,1,1
"Paper — Writing Or Printing, And Envelopes",1880,Canada,18000,54893,1,1
"Paper — Writing Or Printing, And Envelopes",1880,Ceylon,6732,20440,1,1
"Paper — Writing Or Printing, And Envelopes",1880,France,0,39755,1,1
"Paper — Writing Or Printing, And Envelopes",1880,Madras,7832,19742,1,1
"Paper — Writing Or Printing, And Envelopes",1880,Other Countries,24377,85007,1,0
"Paper — Writing Or Printing, And Envelopes",1880,United States Of America,0,15647,0,1
"Paper — Writing Or Printing, And Envelopes",1880,United States Of America (Atlantic),0,15647,1,1
"Paper — Writing Or Printing, And Envelopes",1881,Argentine Republic,0,13723,1,1
"Paper — Writing Or Printing, And Envelopes",1881,Australasia,219298,478254,1,1
"Paper — Writing Or Printing, And Envelopes",1881,Bengal And Burmah,52764,126005,1,1
"Paper — Writing Or Printing, And Envelopes",1881,British Possessions In South Africa,0,42001,1,1
"Paper — Writing Or Printing, And Envelopes",1881,Canada,18526,55299,1,1
"Paper — Writing Or Printing, And Envelopes",1881,Madras,14127,32712,1,1
"Paper — Writing Or Printing, And Envelopes",1881,Other Countries,29040,92187,1,0
"Paper — Writing Or Printing, And Envelopes",1884,Argentine Republic,0,30954,1,1
"Paper — Writing Or Printing, And Envelopes",1884,Australasia,280024,545830,1,1
"Paper — Writing Or Printing, And Envelopes",1884,Belgium,0,13926,1,1
"Paper — Writing Or Printing, And Envelopes",1884,Bengal And Burmah,33963,71834,1,1
"Paper — Writing Or Printing, And Envelopes",1884,Bombay,29767,64227,1,1
"Paper — Writing Or Printing, And Envelopes",1884,British Possessions In South Africa,0,33041,1,1
"Paper — Writing Or Printing, And Envelopes",1884,British West India Islands,14700,13411,1,1
"Paper — Writing Or Printing, And Envelopes",1884,Canada,14871,44511,1,1
"Paper — Writing Or Printing, And Envelopes",1884,Ceylon,4668,10919,1,1
"Paper — Writing Or Printing, And Envelopes",1884,France,0,101833,1,1
"Paper — Writing Or Printing, And Envelopes",1884,Germany,0,14188,1,1
"Paper — Writing Or Printing, And Envelopes",1884,Madras,10532,25651,1,1
"Paper — Writing Or Printing, And Envelopes",1884,Other Countries,31500,93454,1,0
"Paper — Writing Or Printing, And Envelopes",1884,Sweden And Norway,0,11870,1,1
"Paper — Writing Or Printing, And Envelopes",1884,United States Of America,0,31722,0,1
"Paper — Writing Or Printing, And Envelopes",1884,United States Of America (Atlantic),0,31722,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Argentine Republic,0,25827,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Australasia,322772,493871,0,1
"Paper — Writing Or Printing, And Envelopes",1887,Belgium,0,19920,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Bengal And Burmah,21199,44015,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Bombay,38036,68668,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Brazil,0,4222,1,1
"Paper — Writing Or Printing, And Envelopes",1887,British Possessions In South Africa,0,45679,1,1
"Paper — Writing Or Printing, And Envelopes",1887,British West India Islands,5437,12733,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Canada,22537,50788,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Ceylon,5107,11342,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Chile,0,7236,1,1
"Paper — Writing Or Printing, And Envelopes",1887,China,0,7204,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Egypt,0,7136,1,1
"Paper — Writing Or Printing, And Envelopes",1887,France,0,79874,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Germany,0,11054,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Holland,0,7206,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Hong Kong,0,5494,0,1
"Paper — Writing Or Printing, And Envelopes",1887,Japan,0,27226,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Madras,12639,26658,1,1
"Paper — Writing Or Printing, And Envelopes",1887,New South Wales,0,152611,1,1
"Paper — Writing Or Printing, And Envelopes",1887,New Zealand,0,83918,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Other British Possessions,0,10411,1,0
"Paper — Writing Or Printing, And Envelopes",1887,Other Colonies,0,15716,1,0
"Paper — Writing Or Printing, And Envelopes",1887,Peru,0,5839,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Queensland,0,39915,1,1
"Paper — Writing Or Printing, And Envelopes",1887,South Australia,0,33252,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Spain,0,5260,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Straits Settlements,0,6847,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Sweden And Norway,0,11338,1,1
"Paper — Writing Or Printing, And Envelopes",1887,United States Of America,0,21028,1,1
"Paper — Writing Or Printing, And Envelopes",1887,United States Of America (Atlantic),0,1940,0,1
"Paper — Writing Or Printing, And Envelopes",1887,Uruguay,0,27025,1,1
"Paper — Writing Or Printing, And Envelopes",1887,Victoria,0,184175,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1872,Algeria,28068,198753,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1872,Egypt,1419,9968,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1872,Malta,5749,35521,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1872,Morocco,1580,12187,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1872,Other Countries,1885,16624,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1872,Spain,55909,468199,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1872,Tripoli And Tunis,10011,62144,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1873,Algeria,25516,208657,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1873,Malta,7262,55843,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1873,Mexico,229,6912,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1873,Other Countries,1915,15184,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1873,Spain,2927,474792,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1873,Tripoli And Tunis,13791,92254,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1874,Algeria,37615,281480,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1874,Malta,7183,48483,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1874,Other Countries,1464,10862,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1874,Spain,51242,507720,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1874,Tripoli And Tunis,18670,123838,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1875,Algeria,36580,281504,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1875,Malta,3423,18793,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1875,Other Countries,1826,12629,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1875,Spain,56474,531942,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1875,Tripoli And Tunis,43597,268417,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1876,Algeria,35100,274079,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1876,Malta,3669,21399,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1876,Other Countries,1915,13105,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1876,Spain,45499,455336,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1876,Tripoli And Tunis,44708,282530,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1877,Algeria,49200,369476,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1877,Malta,5744,35179,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1877,Other Countries,1769,13058,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1877,Spain,43394,429647,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1877,Tripoli And Tunis,75771,438877,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1878,Algeria,39941,265570,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1878,Other Countries,2194,14189,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1878,Spain,37892,323067,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1878,Tripoli And Tunis,60478,329474,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1879,Algeria,46636,307488,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1879,Other Countries,2334,14313,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1879,Spain,44091,357531,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1879,Tripoli And Tunis,68910,376284,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1880,Algeria,60612,421313,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1880,Other Countries,3064,19191,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1880,Spain,51413,451713,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1880,Tripoli And Tunis,76110,477023,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1881,Algeria,66752,433186,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1881,Other Countries,1991,11577,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1881,Spain,40415,358694,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1881,Tripoli And Tunis,83335,482454,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1882,Algeria,71843,492093,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1882,Other Countries,3797,21440,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1882,Spain,46077,389413,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1882,Tripoli,49672,311996,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1882,Tunis,9460,66163,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1883,Algeria,92872,608173,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1883,Egypt,346,1733,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1883,France,30,180,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1883,Holland,401,1403,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1883,Italy,180,1026,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1883,Morocco,213,1169,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1883,Other Countries,20,134,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1883,Portugal,408,4420,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1883,Spain,41402,358167,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1883,Tripoli,30037,293995,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1883,Tunis,17853,115997,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1884,Algeria,88357,515232,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1884,Other Countries,1033,5733,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1884,Spain,40159,314927,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1884,Tripoli,33930,172282,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1884,Tunis,20526,117374,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1885,Algeria,75734,418880,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1885,Other Foreign Countries,1164,6742,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1885,Spain,43934,320837,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1885,Tripoli,62149,307081,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1885,Tunis,18151,95875,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1886,Algeria,72057,362001,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1886,Malta,280,1120,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1886,Other Foreign Countries,1179,8422,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1886,Spain,51778,313847,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1886,Tripoli,55994,246275,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1886,Tunis,13863,67598,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1887,Algeria,75565,356602,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1887,British West Africa,1,6,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1887,Germany,1280,5260,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1887,Other Foreign Countries,1267,6183,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1887,Spain,57220,327949,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1887,Tripoli,50973,207016,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1887,Tunis,13810,59033,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1888,Algeria,88098,449781,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1888,British West Africa,1,6,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1888,Other Foreign Countries,921,4892,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1888,Spain,64859,390012,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1888,Tripoli,69626,310214,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1888,Tunis,25336,115419,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1889,Algeria,72702,357357,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1889,Other Foreign Countries,187,1347,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1889,Spain,67893,408490,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1889,Tripoli,51612,217526,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1889,Tunis,24862,105546,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1890,Algeria,78006,361572,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1890,Other Foreign Countries,402,1709,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1890,Spain,68104,393407,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1890,Tripoli,46586,189464,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1890,Tunis,23930,99570,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1891,Algeria,78615,363360,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1891,Other Foreign Countries,212,1145,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1891,Spain,63202,374878,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1891,Tripoli,54099,225690,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1891,Tunis,16538,68865,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1892,Algeria,80236,363948,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1892,Other Foreign Countries,148,617,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1892,Spain,59883,358725,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1892,Tripoli,50987,213948,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1892,Tunis,21713,92663,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1893,Algeria,67660,290009,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1893,Other Foreign Countries,102,589,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1893,Spain,56297,318236,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1893,Tripoli,43556,183721,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1893,Tunis,17835,77876,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1894,Algeria,73562,310822,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1894,Other Foreign Countries,55,430,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1894,Spain,57177,300541,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1894,Tripoli,39787,152953,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1894,Tunis,14379,54519,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1895,Algeria,68979,285493,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1895,British Possessions,13,90,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1895,Other Foreign Countries,159,1255,1,0
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1895,Spain,60629,296540,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1895,Tripoli,44968,159787,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1895,Tunis,11660,48071,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1896,Algeria,70251,282973,1,1
"Paper-Making Materials — Esparto, And Other Vegetable Fibres",1896,Malta,10,80,1,1
