volume,flow,duty,article_group,article,country_raw,unit,year,quantity,value
as_1872,export,,TOTAL,,France,Cwts,1872,5161,21429
as_1872,export,,TOTAL,,"Portugal, Azores, and Madeira",Cwts,1872,2878,12437
as_1872,export,,TOTAL,,Bengal and Burmah,Cwts,1872,2119,6584
as_1872,export,,TOTAL,,Italy,Cwts,1872,18641,80411
as_1872,export,,TOTAL,,Australia,Cwts,1872,14959,54658
as_1872,export,,TOTAL,,Austrian Territories,Cwts,1872,4224,17691
as_1872,export,,TOTAL,,British North America,Cwts,1872,40756,98815
as_1872,export,,TOTAL,,China,Cwts,1872,2341,9443
as_1872,export,,TOTAL,,Japan,Cwts,1872,1137,4686
as_1872,export,,TOTAL,,Guiana,Cwts,1872,8984,26710
as_1872,export,,TOTAL,,Other Countries,Cwts,1872,15978,44695
as_1872,export,,TOTAL,,Pacific,Cwts,1872,2466,9971
as_1872,export,,TOTAL,,Peru,,1872,2105,8972
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,Chili,,1872,4485,19259
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,Brazil,,1872,3412,14151
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,Holland,Cwts,1872,21482,10672
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,Madras,Cwts,1872,5101,18437
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,Belgium,Cwts,1872,124847,79568
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,Bengal and Burmah,Cwts,1872,24633,96033
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,France,Cwts,1872,363662,235903
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,Straits Settlements,Cwts,1872,5606,22627
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,Channel Islands,Cwts,1872,22730,14881
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,Hong Kong,Cwts,1872,16947,68235
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,Other Countries,Cwts,1872,256,227
as_1872,export,,"CORN, GRAIN, MEAL, AND FLOUR",,Australia,Cwts,1872,10136,42280
as_1872,export,,TOTAL,,British North America,,1872,12588,52184
as_1872,export,,TOTAL,,Other Countries,,1872,13017,56143
as_1872,export,,TOTAL,,To all Countries,Cwts,1872,13001,10009
as_1872,export,,TOTAL,,Hull,,1872,500,
as_1872,export,,TOTAL,,Received from Hull,,1872,5648,
as_1872,export,,TOTAL,,Hull,,1872,800,
as_1872,export,,TOTAL,,Received from Goole,,1872,2012,
as_1872,export,,TOTAL,,Eggs,Gl,1872,100,
as_1872,export,,TOTAL,,Eggs,Gl,1872,100,
as_1872,export,,TOTAL,,Eggs,Gt,1872,100,
as_1873,export,,OF STRAW (CONT D ),,Argentine Republic,Dozens,1873,4742,5119
as_1873,export,,OF STRAW (CONT D ),,Australia,Dozens,1873,87766,65051
as_1873,export,,OF STRAW (CONT D ),,British North America,Dozens,1873,5966,4961
as_1873,export,,OF STRAW (CONT D ),,Other Countries,Dozens,1873,23053,28096
as_1873,export,,OF STRAW (CONT D ),,Total,Dozens,1873,215947,210046
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Unenumerated,Holland,,1873,32486,
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Unenumerated,Belgium,,1873,17310,
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Unenumerated,Spain and Canaries,,1873,6209,
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Unenumerated,British Possessions in South Africa,,1873,11955,
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Unenumerated,Madras,,1873,1185,
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Unenumerated,Bengal and Burmah,,1873,4019,
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Unenumerated,Australia,,1873,24601,
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Unenumerated,Other Countries,,1873,16803,
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Unenumerated,Total,,1873,,152598
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Of Other Sorts,France,Dozens,1873,3222,4710
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Of Other Sorts,Japan,Dozens,1873,2901,4288
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Of Other Sorts,British Possessions in South Africa,Dozens,1873,1170,2333
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Of Other Sorts,Australia,Dozens,1873,9560,18183
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Of Other Sorts,British North America,Dozens,1873,5062,7219
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Of Other Sorts,Other Countries,Dozens,1873,9027,15515
as_1873,export,,IMPLEMENTS AND TOOLS (CONT D ),Of Other Sorts,Total,Dozens,1873,36229,63362
as_1873,export,,ORE,,All Countries,Tons,1873,1693,2305
as_1873,export,,ORE,,Russia,Tons,1873,4266,27256
as_1873,export,,ORE,,Germany,Tons,1873,8408,61954
as_1873,export,,ORE,,Holland,Tons,1873,5766,37098
as_1873,export,,ORE,,Belgium,Tons,1873,1771,12239
as_1873,export,,ORE,,Italy,Tons,1873,4594,32335
as_1873,export,,ORE,,Pacific,Tons,1873,651,4355
as_1873,export,,ORE,,Canada,Tons,1873,2055,14338
as_1873,export,,ORE,,Other Countries,Tons,1873,2922,13934
as_1873,export,,ORE,,Total,Tons,1873,60339,399522
as_1873,export,,DRESSED (BRITISH),,Holland,Cwts,1873,955,2108
as_1873,export,,DRESSED (BRITISH),,Belgium,Cwts,1873,5042,7550
as_1873,export,,DRESSED (BRITISH),,France,Cwts,1873,3716,6915
as_1873,export,,DRESSED (BRITISH),,Channel Islands,Cwts,1873,1658,2713
as_1873,export,,DRESSED (BRITISH),,Other Countries,Cwts,1873,1736,3949
as_1873,export,,DRESSED (BRITISH),,Total,Cwts,1873,13100,23235
as_1873,export,,PIG,,Russia,Tons,1873,35669,218396
as_1873,export,,PIG,,Sweden and Norway,Tons,1873,22769,139928
as_1873,export,,PIG,,Denmark,Tons,1873,10622,63963
as_1873,export,,PIG,,Germany,Tons,1873,258515,1506104
as_1873,export,,PIG,,Holland,Tons,1873,335744,2226646
as_1873,export,,PIG,,Belgium,Tons,1873,147165,852906
as_1873,export,,PIG,,France,Tons,1873,89167,513827
as_1873,export,,PIG,,Spain,Tons,1873,13995,78787
as_1873,export,,PIG,,Italy,Tons,1873,18593,111243
as_1873,export,,PIG,,Austrian Territories,Tons,1873,45601,296787
as_1873,export,,PIG,,Pacific,Tons,1873,5519,35213
as_1873,export,,PIG,,Australia,Tons,1873,8093,51517
as_1873,export,,PIG,,British North America,Tons,1873,25830,169866
as_1873,export,,PIG,,Other Countries,Tons,1873,216232,101720
as_1873,export,,PIG,,Total,Tons,1873,1130525,7024978
as_1873,export,,"HIDES, RAW",,Russia,Cwts,1873,3045,10252
as_1873,export,,"HIDES, RAW",,Sweden and Norway,Cwts,1873,5274,15335
as_1873,export,,"HIDES, RAW",,Germany,Cwts,1873,13817,32774
as_1873,export,,"HIDES, RAW",,Holland,Cwts,1873,7624,18535
as_1873,export,,"HIDES, RAW",,Belgium,Cwts,1873,5174,15829
as_1873,export,,"HIDES, RAW",,France,Cwts,1873,6786,20221
as_1873,export,,"HIDES, RAW",,Other Countries,Cwts,1873,2875,7110
as_1873,export,,"HIDES, RAW",,Total,Cwts,1873,45249,122001
as_1873,export,,PUDDLED,,Russia,Tons,1873,3532,25180
as_1873,export,,PUDDLED,,Norway,Tons,1873,961,7548
as_1873,export,,PUDDLED,,Germany,Tons,1873,2188,17334
as_1873,export,,PUDDLED,,Austrian Territories,Tons,1873,1210,10076
as_1873,export,,PUDDLED,,Canada,Tons,1873,3470,31378
as_1873,export,,PUDDLED,,Other Countries,Tons,1873,179,1543
as_1873,export,,PUDDLED,,Total,Tons,1873,11540,93059
as_1873,export,,HORS,,Australia,,1873,7577,46759
as_1873,export,,HORS,,Other Countries,,1873,3028,20241
as_1873,export,,HORS,,Total,,1873,33892,187093
as_1873,export,,AGRICULTURAL,,Germany,,1873,19407,
as_1873,export,,AGRICULTURAL,,Holland,,1873,58526,
as_1873,export,,AGRICULTURAL,,Belgium,,1873,36334,
as_1873,export,,AGRICULTURAL,,France,,1873,15259,
as_1873,export,,AGRICULTURAL,,Peru,,1873,7155,
as_1873,export,,AGRICULTURAL,,Chili,,1873,13138,
as_1873,export,,AGRICULTURAL,,Brazil,,1873,15204,
as_1873,export,,AGRICULTURAL,,British Possessions in South Africa,,1873,22620,
as_1873,export,,AGRICULTURAL,,Australia,,1873,65886,
as_1873,export,,AGRICULTURAL,,Other Countries,,1873,60460,
as_1873,export,,AGRICULTURAL,,Total,,1873,,348182
as_1873,export,,TOTAL VALUE - - - - -,,Direct,,1873,156205,
as_1873,export,,TOTAL VALUE - - - - -,,Received from Hull,,1873,1400,
as_1873,export,,TOTAL VALUE - - - - -,,Direct,,1873,52912,
as_1873,export,,TOTAL VALUE - - - - -,,Received from Hull,,1873,50,
as_1873,export,,TOTAL VALUE - - - - -,,Direct,,1873,2821556,
as_1873,export,,TOTAL VALUE - - - - -,,Hull,,1873,1980,
as_1873,export,,TOTAL VALUE - - - - -,,Direct,,1873,2923943,
as_1873,export,,TOTAL VALUE - - - - -,,Direct,,1873,5909616,
as_1873,export,,TOTAL,,Eggs,Gt,1873,100,
as_1874,import,,TOTAL VALUE - - - - -,,Direct,,1874,72783,
as_1874,import,,TOTAL VALUE - - - - -,,Received from Grimsby,,1874,2000,
as_1874,import,,TOTAL VALUE - - - - -,,Direct,,1874,167821,
as_1874,import,,TOTAL VALUE - - - - -,,Received from Grimsby,,1874,30,
as_1874,import,,TOTAL VALUE - - - - -,,Direct,,1874,525948,
as_1874,import,,TOTAL VALUE - - - - -,,Received from Grimsby,,1874,63,
as_1874,import,,TOTAL VALUE - - - - -,,Hartlepool,,1874,40,
as_1874,import,,TOTAL VALUE - - - - -,,Direct,,1874,41388,
as_1874,import,,TOTAL VALUE - - - - -,,Received from Hull,,1874,50,
as_1874,import,,TOTAL VALUE - - - - -,,Direct,,1874,1066,
as_1874,import,,TOTAL VALUE - - - - -,,Received from London,,1874,2603980,
as_1874,import,,TOTAL VALUE - - - - -,,Direct,,1874,10743356,
as_1874,import,,TOTAL VALUE - - - - -,,Received from Southampton,,1874,292640,
as_1874,import,,TOTAL VALUE - - - - -,,Direct,,1874,3713064,
as_1874,import,,TOTAL VALUE - - - - -,,Received from Grimsby,,1874,500,
as_1874,import,,TOTAL VALUE - - - - -,,Hull,,1874,51228,
as_1874,import,,TOTAL VALUE - - - - -,,Direct,,1874,3227944,
as_1874,import,,TOTAL VALUE - - - - -,,Received from Grimsby,,1874,7394,
as_1874,import,,TOTAL VALUE - - - - -,,Hull,,1874,1112,
as_1874,import,,TOTAL VALUE - - - - -,,Direct,,1874,1797584,
as_1874,import,,TOTAL VALUE - - - - -,,Received from Southampton,,1874,25098,
as_1874,import,,TOTAL VALUE - - - - -,,Liverpool,,1874,200,
as_1874,import,,TOTAL VALUE - - - - -,,Direct,,1874,4959672,
as_1874,import,,TOTAL VALUE - - - - -,,Received from Goole,,1874,560,
as_1874,import,,TOTAL VALUE - - - - -,,Southampton,,1874,137538,
as_1874,import,,TOTAL VALUE - - - - -,,Grimsby,,1874,201193,
as_1874,import,,TOTAL VALUE - - - - -,,Hull,,1874,86260,
as_1874,import,,TOTAL VALUE - - - - -,,Direct,,1874,247120,
as_1874,import,,TOTAL OF BRITISH AND FOREIGN PRODUCE,,Eggs,Gt,1874,100,
as_1874,import,,TOTAL OF BRITISH AND FOREIGN PRODUCE,,Eggs,Gt,1874,100,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Direct,,1875,71373,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Received from Hull,,1875,50,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Direct,,1875,336445,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Received from Grimsby,,1875,1691,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Hull,,1875,72,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Direct,,1875,35053,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Received from Hull,,1875,216,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Direct,,1875,4471,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Received from London,,1875,4394810,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Grimsby,,1875,80,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Direct,,1875,8147637,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Received from Grimsby,,1875,3175,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Hull,,1875,24852,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Direct,,1875,1690094,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Received from Grimsby,,1875,4396,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Hull,,1875,298,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,London,,1875,10000,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Direct,,1875,5139632,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Received from Goole,,1875,40,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Southampton,,1875,101355,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Grimsby,,1875,132669,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Hull,,1875,100447,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,Hartlepool,,1875,300,
as_1875,import,,"HOUSE FRAMES, FITTINGS, AND JOINERS' WORK",Manufactured,London,,1875,25199,
as_1875,import,,TOTAL OF BRITISH AND FOREIGN PRODUCE,,Eggs,Gl,1875,100,
as_1875,import,,TOTAL,,Eggs,Gt,1875,100,
as_1876,export,,COPPER (CONT D ),Unenumerated,Russia,Cwts,1876,24524,110843
as_1876,export,,COPPER (CONT D ),Unenumerated,Sweden and Norway,Cwts,1876,9004,42302
as_1876,export,,COPPER (CONT D ),Unenumerated,Germany,Cwts,1876,10639,54638
as_1876,export,,COPPER (CONT D ),Unenumerated,Holland,Cwts,1876,5172,25214
as_1876,export,,COPPER (CONT D ),Unenumerated,"Portugal, Azores, and Madeira",Cwts,1876,4501,20655
as_1876,export,,COPPER (CONT D ),Unenumerated,Spain and Canaries,Cwts,1876,4294,20288
as_1876,export,,COPPER (CONT D ),Unenumerated,Italy,Cwts,1876,12235,57707
as_1876,export,,COPPER (CONT D ),Unenumerated,Greece,Cwts,1876,3855,17781
as_1876,export,,COPPER (CONT D ),Unenumerated,Turkey Proper,Cwts,1876,16679,77739
as_1876,export,,COPPER (CONT D ),Unenumerated,Egypt,Cwts,1876,6920,30897
as_1876,export,,COPPER (CONT D ),Unenumerated,Foreign West Indies,Cwts,1876,4518,20911
as_1876,export,,COPPER (CONT D ),Unenumerated,Brazil,Cwts,1876,10792,50315
as_1876,export,,COPPER (CONT D ),Unenumerated,Madras,Cwts,1876,1942,8828
as_1876,export,,COPPER (CONT D ),Unenumerated,Bengal and Burmah,Cwts,1876,27178,117286
as_1876,export,,COPPER (CONT D ),Unenumerated,Australia,Cwts,1876,3723,20006
as_1876,export,,COPPER (CONT D ),Unenumerated,Other Countries,Cwts,1876,20158,99360
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Sweden and Norway,Cwts,1876,2844,10753
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Russia,Cwts,1876,7426,30709
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Germany,Cwts,1876,2722,9193
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Germany,Cwts,1876,40619,167852
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Peru,Cwts,1876,4518,9431
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Holland,Cwts,1876,38779,157591
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Chili,Cwts,1876,2946,7276
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Belgium,Cwts,1876,28002,115867
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Brazil,Cwts,1876,5466,14359
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,France,Cwts,1876,103091,426017
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,British Possessions in South Africa,Cwts,1876,4241,12164
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Other Countries,Cwts,1876,12846,51064
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Madras,Cwts,1876,653,2107
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Bengal and Burmah,Cwts,1876,1453,5517
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Australia,Cwts,1876,15533,55212
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,British North America,Cwts,1876,21361,52807
as_1876,export,,"CORDAGE, CABLES, AND ROPES OF HEMP OR LIKE MATERIAL",,Other Countries,Cwts,1876,23182,57021
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",,To all Countries,Cwts,1876,51,917
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Wheat,Germany,Cwts,1876,63332,24209
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Wheat,Holland,Cwts,1876,65226,33386
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Wheat,Belgium,Cwts,1876,102768,54506
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Wheat,France,Cwts,1876,215521,113072
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Wheat,Other Countries,Cwts,1876,13992,17669
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Barley,Sweden and Norway,Cwts,1876,22666,89290
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Barley,To all Countries,Cwts,1876,18897,13492
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Barley,Germany,Cwts,1876,23146,88296
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Holland,Cwts,1876,9720,37846
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Belgium,Quarters,1876,1292,4395
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,France,Cwts,1876,8217,33946
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,"Portugal, Azores, and Madeira",Quarters,1876,584,2025
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Italy,Cwts,1876,20452,75789
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,British Possessions in South Africa,Quarters,1876,2158,6719
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Java,Cwts,1876,4642,18961
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Australia,Quarters,1876,59409,100861
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Other Countries,Quarters,1876,1522,5277
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Pacific,Cwts,1876,239,819
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Madras,Cwts,1876,17042,58702
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Bengal and Burmah,Cwts,1876,37375,134289
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Straits Settlements,Cwts,1876,5405,20359
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Hong Kong,Cwts,1876,19702,72345
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Australia,Cwts,1876,7305,27515
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,British North America,Cwts,1876,12470,46788
as_1876,export,,"CORN, GRAIN, MEAL, AND FLOUR",Malt,Other Countries,Cwts,1876,34789,134583
as_1876,export,,TOTAL VALUE,,Direct,,1876,71114,
as_1876,export,,TOTAL VALUE,,Received from Goole,,1876,508,
as_1876,export,,TOTAL VALUE,,Hull,,1876,2934,
as_1876,export,,TOTAL VALUE,,Direct,,1876,199982,
as_1876,export,,TOTAL VALUE,,Received from Hull,,1876,80,
as_1876,export,,TOTAL VALUE,,Direct,,1876,358342,
as_1876,export,,TOTAL VALUE,,Received from Grimsby,,1876,100,
as_1876,export,,TOTAL VALUE,,Direct,,1876,23951,
as_1876,export,,TOTAL VALUE,,Received from Grimsby,,1876,50,
as_1876,export,,TOTAL VALUE,,Hull,,1876,80,
as_1876,export,,TOTAL VALUE,,Direct,,1876,183734,
as_1876,export,,TOTAL VALUE,,Received from London,,1876,1584499,
as_1876,export,,TOTAL VALUE,,Direct,,1876,3793594,
as_1876,export,,TOTAL VALUE,,Received from Hull,,1876,11711,
as_1876,export,,TOTAL VALUE,,Direct,,1876,2388774,
as_1876,export,,TOTAL VALUE,,Received from Grimsby,,1876,1772,
as_1876,export,,TOTAL VALUE,,Hull,,1876,8126,
as_1876,export,,TOTAL VALUE,,Direct,,1876,4591825,
as_1876,export,,TOTAL VALUE,,Received from Goole,,1876,502,
as_1876,export,,TOTAL VALUE,,Southampton,,1876,40251,
as_1876,export,,TOTAL VALUE,,Grimsby,,1876,157924,
as_1876,export,,TOTAL VALUE,,Hull,,1876,78602,
as_1876,export,,TOTAL VALUE,,London,,1876,3000,
as_1876,export,,TOTAL VALUE,,Eggs,Gl,1876,100,
as_1876,export,,TOTAL,,Eggs,Gt,1876,100,
as_1876,export,,TOTAL,,Eggs,Gl,1876,100,
as_1877,import,,ABSTRACT TABLES,,Value thereof,,1877,13,
as_1877,import,,ABSTRACT TABLES,,Total Value thereof,,1877,22,
as_1877,import,,ABSTRACT TABLES,,Total Value thereof,,1877,26,
as_1877,import,,ABSTRACT TABLES,,From and to Each Country. Value thereof,,1877,35,
as_1877,import,,TOTAL OF BRITISH AND FOREIGN PRODUCE,,Eggs,Gl,1877,100,
as_1878,import,,TOTAL,,Direct,,1878,253685,
as_1878,import,,TOTAL,,Received from Hull,,1878,600,
as_1878,import,,TOTAL,,London,,1878,4100,
as_1878,import,,TOTAL,,Direct,,1878,495931,
as_1878,import,,TOTAL,,Received from Grimsby,,1878,80,
as_1878,import,,TOTAL,,Hull,,1878,900,
as_1878,import,,TOTAL,,Direct,,1878,90746,
as_1878,import,,TOTAL,,Received from Grimsby,,1878,1990,
as_1878,import,,TOTAL,,Hull,,1878,296,
as_1878,import,,TOTAL,,Direct,,1878,160950,
as_1878,import,,TOTAL,,Received from London,,1878,137883,
as_1878,import,,TOTAL,,Grimsby,,1878,3800,
as_1878,import,,TOTAL,,Direct,,1878,2884790,
as_1878,import,,TOTAL,,Received from Hull,,1878,17527,
as_1878,import,,TOTAL,,Direct,,1878,613643,
as_1878,import,,TOTAL,,Received from Grimsby,,1878,11654,
as_1878,import,,TOTAL,,Hull,,1878,11407,
as_1878,import,,TOTAL,,Direct,,1878,4732313,
as_1878,import,,TOTAL,,Received from Southampton,,1878,181622,
as_1878,import,,TOTAL,,Grimsby,,1878,161922,
as_1878,import,,TOTAL,,Hull,,1878,51366,
as_1878,import,,TOTAL,,London,,1878,650,
as_1878,import,,TOTAL OF BRITISH AND FOREIGN PRODUCE,,Eggs,Gt,1878,100,
