commodity,country,year,unit,quantity,value,grade
wood-staves,united states of america,1894,loads,25562,161973,A
wood-staves,united states of america,1895,loads,25271,147398,A
wood-staves,west africa not distinguished,1880,tons,1733,14872,A
wood-staves,west coast of africa foreign,1875,,0,981,C
wood-unenumerated,argentine republic,1890,tons,606,3380,A
wood-unenumerated,argentine republic,1891,tons,6395,46781,C
wood-unenumerated,argentine republic,1895,tons,600,3600,C
wood-unenumerated,australasia,1886,loads,806,4677,C
wood-unenumerated,australasia,1886,tons,1676,10794,C
wood-unenumerated,australasia,1888,tons,442,3038,A
wood-unenumerated,australasia,1890,tons,3363,20017,A
wood-unenumerated,australasia,1891,tons,4216,24859,C
wood-unenumerated,australasia,1893,tons,17596,127748,C
wood-unenumerated,australasia,1894,tons,35314,210770,A
wood-unenumerated,australasia,1895,tons,154348,734824,C
wood-unenumerated,australasia,1896,tons,90190,434193,C
wood-unenumerated,australasia,1897,tons,129591,642778,A
wood-unenumerated,australasia,1898,tons,114302,548822,A
wood-unenumerated,australasia,1899,tons,152416,680572,A
wood-unenumerated,austrian territories,1888,tons,183,1596,A
wood-unenumerated,austrian territories,1890,tons,208,2154,A
wood-unenumerated,belgium,1895,tons,145,2010,C
wood-unenumerated,bengal,1896,tons,1166,8673,A
wood-unenumerated,brazil,1873,tons,2472,33794,C
wood-unenumerated,brazil,1874,tons,0,462,C
wood-unenumerated,brazil,1881,,0,1109,C
wood-unenumerated,brazil,1886,tons,406,3273,C
wood-unenumerated,brazil,1888,tons,189,1884,A
wood-unenumerated,brazil,1890,tons,992,9680,A
wood-unenumerated,brazil,1891,tons,640,4162,A
wood-unenumerated,brazil,1893,tons,1320,10652,C
wood-unenumerated,british ea indies,1890,tons,1544,14102,A
wood-unenumerated,british east indies,1886,loads,108,724,C
wood-unenumerated,british east indies,1886,tons,1183,14610,C
wood-unenumerated,british east indies,1888,tons,543,5356,A
wood-unenumerated,british east indies,1891,tons,2445,19198,A
wood-unenumerated,british east indies,1893,tons,3164,27281,C
wood-unenumerated,british east indies,1894,tons,0,3050,B
wood-unenumerated,british east indies,1895,tons,0,4453,A
wood-unenumerated,british east indies,1896,tons,0,8230,B
wood-unenumerated,british east indies,1897,tons,0,6336,B
wood-unenumerated,british east indies,1898,tons,6434,40541,C
wood-unenumerated,british east indies,1899,tons,4489,38481,C
wood-unenumerated,british guiana,1873,loads,1267,12595,C
wood-unenumerated,british guiana,1874,loads,5237,55947,C
wood-unenumerated,british guiana,1885,loads,7934,47432,C
wood-unenumerated,british guiana,1886,loads,6255,36423,C
wood-unenumerated,british honduras,1873,tons,705,6871,C
wood-unenumerated,british honduras,1874,tons,0,902,C
wood-unenumerated,british india bengal and burmah,1873,loads,5062,69446,C
wood-unenumerated,british india bengal and burmah,1874,loads,4955,66628,C
wood-unenumerated,british west india islands,1873,tons,836,5954,C
wood-unenumerated,british west india islands,1874,loads,1623,22290,C
wood-unenumerated,british west india islands,1896,tons,1712,11964,A
wood-unenumerated,british west indies,1881,,0,3810,C
wood-unenumerated,british west indies,1886,tons,1517,10505,C
wood-unenumerated,british west indies,1888,tons,1017,5912,A
wood-unenumerated,british west indies,1890,tons,2532,15742,A
wood-unenumerated,canada,1873,loads,61599,309619,C
wood-unenumerated,canada,1874,loads,85110,398169,C
wood-unenumerated,canada,1881,,0,3633,C
wood-unenumerated,canada,1885,loads,55884,210338,C
wood-unenumerated,canada,1886,loads,28953,104434,C
wood-unenumerated,canada,1886,tons,4230,27439,C
wood-unenumerated,canada,1888,tons,3771,24757,C
wood-unenumerated,canada,1890,tons,2957,18443,A
wood-unenumerated,canada,1891,tons,5333,31482,C
wood-unenumerated,canada,1893,tons,17506,145657,C
wood-unenumerated,canada,1894,tons,0,19209,C
wood-unenumerated,canada,1895,tons,0,18885,A
wood-unenumerated,canada,1896,tons,5747,85108,C
wood-unenumerated,canada,1897,tons,0,42769,B
wood-unenumerated,cape of good hope,1895,tons,440,3734,C
wood-unenumerated,cape of good hope,1896,tons,971,8318,A
wood-unenumerated,central america,1873,tons,1940,21545,C
wood-unenumerated,central america,1874,tons,0,2357,C
wood-unenumerated,central america,1881,,0,1392,C
wood-unenumerated,central america,1886,tons,585,5516,C
wood-unenumerated,central america,1890,tons,337,1891,A
wood-unenumerated,central america,1891,tons,1051,5420,A
wood-unenumerated,ceylon,1896,tons,447,4881,A
wood-unenumerated,china,1893,tons,215,1917,C
wood-unenumerated,costa rica,1893,tons,747,9343,C
wood-unenumerated,dutch guiana,1873,tons,629,4938,C
wood-unenumerated,dutch guiana,1874,tons,0,390,C
wood-unenumerated,france,1873,tons,904,36293,C
wood-unenumerated,france,1874,loads,3735,11147,C
wood-unenumerated,france,1876,,0,27681,C
wood-unenumerated,france,1881,,0,2819,C
wood-unenumerated,france,1886,loads,374,1795,C
wood-unenumerated,france,1886,tons,851,18632,C
wood-unenumerated,france,1888,tons,2120,34297,A
wood-unenumerated,france,1890,tons,3260,36841,A
wood-unenumerated,france,1891,tons,2527,41925,A
wood-unenumerated,france,1893,tons,1814,22201,C
wood-unenumerated,france,1894,tons,2069,23864,A
wood-unenumerated,france,1895,tons,1579,19488,C
wood-unenumerated,french possessions in western africa,1894,tons,595,5292,A
wood-unenumerated,germany,1873,loads,2857,12203,C
wood-unenumerated,germany,1874,loads,6250,18302,C
wood-unenumerated,germany,1881,,0,1852,C
wood-unenumerated,germany,1885,loads,5283,11398,C
wood-unenumerated,germany,1886,loads,3742,8838,C
wood-unenumerated,germany,1886,tons,1369,11817,C
wood-unenumerated,germany,1888,tons,1494,11364,A
wood-unenumerated,germany,1890,tons,2886,23186,A
wood-unenumerated,germany,1891,tons,2241,20073,A
wood-unenumerated,germany,1893,tons,1149,13640,C
wood-unenumerated,germany,1894,tons,1479,14732,A
wood-unenumerated,germany,1895,tons,867,12128,C
wood-unenumerated,hayti,1895,tons,1558,11740,C
wood-unenumerated,hayti and st domingo,1873,tons,910,8746,C
wood-unenumerated,hayti and st domingo,1874,tons,0,880,C
wood-unenumerated,hayti and st domingo,1881,,0,1793,C
wood-unenumerated,hayti and st domingo,1886,tons,2129,17305,C
wood-unenumerated,hayti and st domingo,1888,tons,1776,10097,A
wood-unenumerated,hayti and st domingo,1890,tons,1633,10183,A
wood-unenumerated,hayti and st domingo,1891,tons,3342,19547,A
wood-unenumerated,hayti and st domingo,1893,tons,2620,13161,C
wood-unenumerated,hayti and st domingo,1894,tons,2958,14557,A
wood-unenumerated,holland,1873,loads,14710,87075,C
wood-unenumerated,holland,1874,loads,13069,69185,C
wood-unenumerated,holland,1878,,0,7279,C
wood-unenumerated,holland,1886,tons,302,5457,C
wood-unenumerated,holland,1888,tons,296,3628,A
wood-unenumerated,holland,1890,tons,837,6318,A
wood-unenumerated,holland,1891,tons,755,4558,A
wood-unenumerated,holland,1895,tons,351,2388,C
wood-unenumerated,hong kong,1893,tons,0,202,B
wood-unenumerated,hong kong,1894,tons,0,710,B
wood-unenumerated,hong kong,1895,tons,0,1648,C
wood-unenumerated,hong kong,1896,tons,0,1389,C
wood-unenumerated,hong kong,1897,tons,0,1870,B
wood-unenumerated,italy,1873,tons,2277,17769,C
wood-unenumerated,italy,1874,tons,0,2763,C
wood-unenumerated,italy,1881,,0,2433,C
wood-unenumerated,italy,1886,tons,956,6728,C
wood-unenumerated,italy,1888,tons,577,4447,A
wood-unenumerated,italy,1890,tons,881,6559,A
wood-unenumerated,italy,1891,tons,386,3900,A
wood-unenumerated,italy,1893,tons,475,3538,C
wood-unenumerated,italy,1894,tons,298,3208,A
wood-unenumerated,italy,1895,tons,264,2442,C
wood-unenumerated,madagascar,1890,tons,846,7582,A
wood-unenumerated,madagascar,1891,tons,966,5594,A
wood-unenumerated,mauritius,1886,tons,307,3436,C
wood-unenumerated,mexico,1873,tons,1848,20901,C
wood-unenumerated,mexico,1874,tons,0,2278,C
wood-unenumerated,mexico,1886,tons,1234,10658,C
wood-unenumerated,mexico,1890,tons,204,1881,A
wood-unenumerated,mexico,1891,tons,1249,10970,A
wood-unenumerated,mexico,1894,tons,889,6165,A
wood-unenumerated,mexico,1895,tons,299,2359,C
wood-unenumerated,new granada,1874,tons,0,536,C
wood-unenumerated,new south wales,1896,tons,8055,32427,A
wood-unenumerated,nicaragua,1893,tons,370,2491,C
wood-unenumerated,niger protectorate,1893,tons,250,1685,C
wood-unenumerated,niger protectorate,1894,tons,0,0,A
wood-unenumerated,niger protectorate,1895,tons,667,4303,C
wood-unenumerated,niger protectorate,1896,tons,1015,6895,A
wood-unenumerated,norway,1873,loads,7103,16033,C
wood-unenumerated,norway,1874,loads,6158,16396,C
wood-unenumerated,norway,1885,loads,5591,8358,C
wood-unenumerated,norway,1886,loads,4420,6790,C
wood-unenumerated,norway,1891,tons,690,2480,A
wood-unenumerated,other british possessions,1885,loads,17,105,C
wood-unenumerated,other british possessions,1886,tons,326,3256,C
wood-unenumerated,other british possessions,1888,tons,133,1036,A
wood-unenumerated,other british possessions,1890,tons,446,4136,A
wood-unenumerated,other british possessions,1893,tons,0,852,B
wood-unenumerated,other british possessions,1894,tons,0,1088,B
wood-unenumerated,other british possessions,1895,tons,0,300,A
wood-unenumerated,other british possessions,1896,tons,1319,9184,C
wood-unenumerated,other british possessions,1897,tons,0,515,C
wood-unenumerated,other countries,1873,loads,3457,35391,C
wood-unenumerated,other countries,1874,loads,3706,29728,C
wood-unenumerated,other countries,1876,,0,8684,C
wood-unenumerated,other countries,1878,,0,5568,C
wood-unenumerated,other countries,1881,,0,7039,C
wood-unenumerated,other foreign countries,1885,loads,615,3091,C
wood-unenumerated,other foreign countries,1886,loads,94,406,C
wood-unenumerated,other foreign countries,1886,tons,1193,7224,C
wood-unenumerated,other foreign countries,1888,tons,415,3178,A
wood-unenumerated,other foreign countries,1890,tons,640,3627,A
wood-unenumerated,other foreign countries,1891,tons,786,5458,A
wood-unenumerated,other foreign countries,1893,tons,1539,9792,C
wood-unenumerated,other foreign countries,1894,tons,1298,8595,A
wood-unenumerated,other foreign countries,1895,tons,673,4550,C
wood-unenumerated,philippine islands,1886,tons,770,4700,C
wood-unenumerated,republic of colombia,1895,tons,648,4936,C
wood-unenumerated,russia,1873,loads,8349,21208,C
wood-unenumerated,russia,1874,loads,9573,29337,C
wood-unenumerated,russia,1885,loads,13524,28353,C
wood-unenumerated,russia,1886,loads,9912,17322,C
wood-unenumerated,russia,1886,tons,2867,30442,C
wood-unenumerated,russia,1888,tons,3713,43003,A
wood-unenumerated,russia,1890,tons,4603,47966,A
wood-unenumerated,russia,1891,tons,3457,33886,A
wood-unenumerated,russia,1893,tons,2726,674184,C
wood-unenumerated,russia,1894,tons,1759,662831,B
wood-unenumerated,russia,1895,tons,475,744475,C
wood-unenumerated,russia,1896,tons,0,930153,B
wood-unenumerated,russia,1897,tons,0,1003805,B
wood-unenumerated,russia,1898,tons,16923,180816,C
wood-unenumerated,russia,1899,tons,9680,110672,C
wood-unenumerated,spanish west india islands,1874,tons,0,716,C
wood-unenumerated,spanish west india islands,1886,tons,1459,10113,C
wood-unenumerated,spanish west india islands,1888,tons,1807,9933,A
wood-unenumerated,spanish west india islands,1890,tons,1296,9653,A
wood-unenumerated,spanish west india islands,1891,tons,1711,13664,A
wood-unenumerated,spanish west india islands,1893,tons,1608,12175,C
wood-unenumerated,spanish west india islands,1894,tons,1703,13256,A
wood-unenumerated,spanish west india islands,1895,tons,986,6045,C
wood-unenumerated,straits settlements,1896,tons,763,3721,A
wood-unenumerated,sweden,1873,loads,10487,22064,C
wood-unenumerated,sweden,1874,loads,3793,10272,C
wood-unenumerated,sweden,1885,loads,6351,11160,C
wood-unenumerated,sweden,1886,loads,1607,2788,C
wood-unenumerated,turkey,1873,tons,3356,33334,C
wood-unenumerated,turkey,1874,tons,0,4955,C
wood-unenumerated,turkey,1881,,0,4877,C
wood-unenumerated,turkey,1886,tons,1664,13356,C
wood-unenumerated,turkey,1888,tons,2831,20321,C
wood-unenumerated,turkey,1890,tons,1017,8132,A
wood-unenumerated,turkey,1891,tons,478,3999,A
wood-unenumerated,turkey,1893,tons,980,10579,C
wood-unenumerated,turkey,1894,tons,1422,14245,A
wood-unenumerated,turkey,1895,tons,2667,33125,C
wood-unenumerated,united states of america,1873,loads,6670,29894,C
wood-unenumerated,united states of america,1874,loads,5701,23353,C
wood-unenumerated,united states of america,1881,,0,19867,C
wood-unenumerated,united states of america,1885,loads,1572,7720,C
wood-unenumerated,united states of america,1886,loads,2140,8286,C
wood-unenumerated,united states of america,1886,tons,23251,172351,C
wood-unenumerated,united states of america,1888,tons,40676,285703,A
wood-unenumerated,united states of america,1890,tons,48426,362535,A
wood-unenumerated,united states of america,1891,tons,50967,364876,C
wood-unenumerated,united states of america,1893,tons,131086,998425,C
wood-unenumerated,united states of america,1894,tons,191308,1358435,C
wood-unenumerated,united states of america,1895,tons,227698,1661870,C
wood-unenumerated,united states of america,1896,tons,183410,1366436,C
wood-unenumerated,united states of america,1897,tons,313374,2266953,C
wood-unenumerated,united states of america,1898,tons,162688,1172678,A
wood-unenumerated,united states of america,1899,tons,87056,603804,A
wood-unenumerated,united states of colombia,1890,tons,783,5169,C
wood-unenumerated,venezuela,1886,tons,715,3304,C
wood-unenumerated,venezuela,1888,tons,443,2204,A
wood-unenumerated,venezuela,1890,tons,938,5419,A
wood-unenumerated,venezuela,1891,tons,913,4575,A
wood-unenumerated,venezuela,1893,tons,1472,6645,C
wood-unenumerated,venezuela,1894,tons,2125,9129,A
wood-unenumerated,venezuela,1895,tons,703,3025,C
wood-unenumerated,victoria,1896,tons,344,1833,A
wood-unenumerated,west australia,1896,tons,23556,98431,A
wood-unenumerated,west coast of africa foreign,1873,tons,1258,12733,C
wood-unenumerated,west coast of africa foreign,1874,tons,0,1142,C
wood-unenumerated,west coast of africa not particularly designated,1886,tons,1677,16646,C
wood-unenumerated,west coast of africa not particularly designated,1888,tons,1586,11868,A
wood-unenumerated,west coast of africa not particularly designated,1890,tons,1284,9265,A
wood-unenumerated,western africa,1895,tons,688,5954,C
wood-unenumerated,western coast of africa,1893,tons,997,8068,C
wood-unenumerated,western coast of africa,1894,tons,2706,21952,C
wood-unenumerated,western coast of africa,1895,tons,5384,41091,C
wood-unenumerated,western coast of africa,1896,tons,5798,38006,A
wood-unenumerated,western coast of africa,1897,tons,6819,49295,C
wood-unenumerated,western coast of africa,1898,tons,3390,27158,A
wood-unenumerated,western coast of africa,1899,tons,2242,17433,C
wood-unenumerated,western coast of africa not particularly designated,1891,tons,729,4325,A
wood-unenumerated,western coast of africa not particularly designated,1893,tons,300,2406,C
