commodity,country,year,unit,quantity,value,grade
wood-sawn-fir,holland,1883,loads,15788,73332,A
wood-sawn-fir,holland,1887,loads,817,2558,A
wood-sawn-fir,holland,1893,loads,5015,12101,C
wood-sawn-fir,holland,1894,loads,5035,12451,C
wood-sawn-fir,holland,1895,loads,5257,13049,C
wood-sawn-fir,holland,1896,loads,4388,12468,C
wood-sawn-fir,holland,1897,loads,6555,14413,C
wood-sawn-fir,holland,1898,loads,428,2124,C
wood-sawn-fir,holland,1899,loads,295,1305,A
wood-sawn-fir,new zealand,1895,loads,2070,12679,A
wood-sawn-fir,new zealand,1896,,6824,41669,A
wood-sawn-fir,norway,1875,,0,292362,C
wood-sawn-fir,norway,1876,,0,398510,C
wood-sawn-fir,norway,1877,loads,411256,1166711,C
wood-sawn-fir,norway,1878,from sweden,0,329574,C
wood-sawn-fir,norway,1879,loads,257203,626302,A
wood-sawn-fir,norway,1881,loads,329276,865742,A
wood-sawn-fir,norway,1883,loads,382237,964601,A
wood-sawn-fir,norway,1885,loads,356596,812655,A
wood-sawn-fir,norway,1886,loads,338988,758848,A
wood-sawn-fir,norway,1887,loads,353910,770433,A
wood-sawn-fir,norway,1889,loads,415009,1048312,A
wood-sawn-fir,norway,1890,loads,388358,929455,A
wood-sawn-fir,norway,1891,loads,373591,831007,A
wood-sawn-fir,norway,1893,loads,449183,954045,A
wood-sawn-fir,norway,1894,loads,1368960,3076602,A
wood-sawn-fir,norway,1895,loads,1724380,3883816,C
wood-sawn-fir,norway,1896,,500171,1188015,A
wood-sawn-fir,norway,1896,loads,1500513,3564045,A
wood-sawn-fir,norway,1897,loads,1588289,4074495,C
wood-sawn-fir,norway,1898,loads,1000162,2493058,C
wood-sawn-fir,norway,1899,loads,507699,1333233,C
wood-sawn-fir,on the atlantic,1893,loads,20894,79168,C
wood-sawn-fir,on the atlantic,1894,loads,48172,195494,C
wood-sawn-fir,on the atlantic,1895,loads,88176,348501,C
wood-sawn-fir,on the atlantic,1896,loads,105669,449325,C
wood-sawn-fir,on the atlantic,1897,loads,122466,510747,C
wood-sawn-fir,on the atlantic,1898,loads,82650,354254,C
wood-sawn-fir,on the atlantic,1899,loads,58207,273575,C
wood-sawn-fir,on the pacific,1893,loads,110,130,C
wood-sawn-fir,on the pacific,1894,loads,213,500,C
wood-sawn-fir,on the pacific,1895,loads,435,801,C
wood-sawn-fir,on the pacific,1896,loads,60,18,C
wood-sawn-fir,on the pacific,1897,loads,14796,57042,C
wood-sawn-fir,on the pacific,1898,loads,1366,5469,C
wood-sawn-fir,other british possessions,1885,loads,23,35,A
wood-sawn-fir,other british possessions,1886,loads,31,57,A
wood-sawn-fir,other british possessions,1887,loads,348,985,A
wood-sawn-fir,other british possessions,1893,loads,399,4021,C
wood-sawn-fir,other british possessions,1894,loads,51,106,C
wood-sawn-fir,other british possessions,1895,loads,1959,5031,C
wood-sawn-fir,other british possessions,1896,,219,1224,A
wood-sawn-fir,other british possessions,1896,loads,1437,6480,C
wood-sawn-fir,other british possessions,1897,loads,2256,4954,C
wood-sawn-fir,other british possessions,1898,loads,548,3262,C
wood-sawn-fir,other british possessions,1899,loads,336,1533,C
wood-sawn-fir,other countries,1875,,0,3610,C
wood-sawn-fir,other countries,1876,,0,6922,C
wood-sawn-fir,other countries,1877,loads,3788,10844,C
wood-sawn-fir,other countries,1878,from sweden,0,4682,C
wood-sawn-fir,other countries,1879,loads,1676,4740,A
wood-sawn-fir,other countries,1881,loads,2406,5918,A
wood-sawn-fir,other countries,1883,loads,107,133,A
wood-sawn-fir,other foreign countries,1885,loads,1102,2522,A
wood-sawn-fir,other foreign countries,1886,loads,945,1682,A
wood-sawn-fir,other foreign countries,1887,loads,522,1213,A
wood-sawn-fir,other foreign countries,1889,loads,2005,3804,A
wood-sawn-fir,other foreign countries,1890,loads,2848,5097,A
wood-sawn-fir,other foreign countries,1891,loads,377,1092,A
wood-sawn-fir,other foreign countries,1893,loads,287,1832,C
wood-sawn-fir,other foreign countries,1894,loads,6244,14357,C
wood-sawn-fir,other foreign countries,1895,loads,3588,7763,C
wood-sawn-fir,other foreign countries,1896,,1211,3747,A
wood-sawn-fir,other foreign countries,1896,loads,2049,6783,C
wood-sawn-fir,other foreign countries,1897,loads,1617,4437,C
wood-sawn-fir,other foreign countries,1898,loads,3122,6154,C
wood-sawn-fir,other foreign countries,1899,loads,1249,4682,C
wood-sawn-fir,roumania,1897,loads,3000,6000,A
wood-sawn-fir,roumania,1898,loads,30,40,A
wood-sawn-fir,russia,1875,,0,773568,C
wood-sawn-fir,russia,1876,,0,902373,C
wood-sawn-fir,russia,1877,loads,1026853,3153904,C
wood-sawn-fir,russia,1878,from sweden,0,798138,C
wood-sawn-fir,russia,1879,loads,625675,1404398,A
wood-sawn-fir,russia,1881,loads,822864,2102018,A
wood-sawn-fir,russia,1883,loads,972610,2330787,C
wood-sawn-fir,russia,1885,loads,1094471,2438773,A
wood-sawn-fir,russia,1886,loads,986617,2041342,A
wood-sawn-fir,russia,1887,loads,1011546,2007861,A
wood-sawn-fir,russia,1889,loads,1425257,3302100,A
wood-sawn-fir,russia,1890,loads,1153437,2500818,A
wood-sawn-fir,russia,1891,loads,1186373,2382524,A
wood-sawn-fir,russia,1893,loads,1268459,2639205,C
wood-sawn-fir,russia,1894,loads,4572828,9512616,A
wood-sawn-fir,russia,1895,loads,5869780,11581576,C
wood-sawn-fir,russia,1896,,1658355,3464637,A
wood-sawn-fir,russia,1896,loads,4970065,10393911,C
wood-sawn-fir,russia,1897,loads,5209239,10983081,C
wood-sawn-fir,russia,1898,loads,3256404,7469428,C
wood-sawn-fir,russia,1899,loads,1702443,4051279,A
wood-sawn-fir,spain,1883,loads,122,205,C
wood-sawn-fir,sweden,1875,,0,799865,C
wood-sawn-fir,sweden,1876,,0,1054489,C
wood-sawn-fir,sweden,1877,loads,1185845,3589510,C
wood-sawn-fir,sweden,1878,from sweden,0,930319,C
wood-sawn-fir,sweden,1879,loads,944661,1986431,A
wood-sawn-fir,sweden,1881,loads,908475,2325633,A
wood-sawn-fir,sweden,1883,loads,1128124,2651904,A
wood-sawn-fir,sweden,1885,loads,1188712,2608536,A
wood-sawn-fir,sweden,1886,loads,1028649,2089190,A
wood-sawn-fir,sweden,1887,loads,1104613,2192321,A
wood-sawn-fir,sweden,1889,loads,1538917,3685116,A
wood-sawn-fir,sweden,1890,loads,1448234,3264402,A
wood-sawn-fir,sweden,1891,loads,1421799,2872977,A
wood-sawn-fir,sweden,1893,loads,1466358,2963446,C
wood-sawn-fir,sweden,1894,loads,4812105,9734940,C
wood-sawn-fir,sweden,1895,loads,6137068,12100432,A
wood-sawn-fir,sweden,1896,,1832613,3787367,A
wood-sawn-fir,sweden,1896,loads,5497839,11362101,A
wood-sawn-fir,sweden,1897,loads,5902998,13409361,C
wood-sawn-fir,sweden,1898,loads,3792992,8663384,C
wood-sawn-fir,sweden,1899,loads,1887939,4399248,C
wood-sawn-fir,unenumerated,1878,from sweden,0,0,C
wood-sawn-fir,unenumerated,1883,loads,0,276,C
wood-sawn-fir,united states of america,1875,,0,118535,C
wood-sawn-fir,united states of america,1876,,0,217633,C
wood-sawn-fir,united states of america,1877,loads,262099,840687,C
wood-sawn-fir,united states of america,1878,from sweden,0,171584,C
wood-sawn-fir,united states of america,1879,loads,123312,350284,A
wood-sawn-fir,united states of america,1881,loads,216592,694060,A
wood-sawn-fir,united states of america,1883,loads,222797,704090,C
wood-sawn-fir,united states of america,1885,loads,225751,648958,A
wood-sawn-fir,united states of america,1886,loads,219443,566987,A
wood-sawn-fir,united states of america,1887,loads,185615,475002,A
wood-sawn-fir,united states of america,1889,loads,353611,1110220,A
wood-sawn-fir,united states of america,1890,loads,289400,852335,A
wood-sawn-fir,united states of america,1891,loads,287931,772716,A
wood-sawn-fir,united states of america,1893,loads,9372,40587,C
wood-sawn-fir,united states of america,1894,loads,439779,1154973,C
wood-sawn-fir,united states of america,1895,loads,329708,856484,C
wood-sawn-fir,united states of america,1896,,386003,968994,A
wood-sawn-fir,united states of america,1896,loads,38040,113268,C
wood-sawn-fir,united states of america,1897,loads,29738,88425,C
wood-sawn-fir,united states of america,1898,loads,24911,62482,C
wood-sawn-fir,united states of america,1899,loads,13374,37504,C
wood-sawn-fir,uruguay,1890,loads,1500,7600,A
wood-sawn-unenumerated,austrian territories,1877,loads,999,10451,A
wood-sawn-unenumerated,austrian territories,1896,unenumerated,645,6539,C
wood-sawn-unenumerated,brazil,1875,tons,1350,19645,A
wood-sawn-unenumerated,british east indies,1887,loads,185,1067,A
wood-sawn-unenumerated,british east indies,1888,,262,909,A
wood-sawn-unenumerated,british east indies,1889,loads,263,1083,A
wood-sawn-unenumerated,british guiana,1885,loads,491,3342,A
wood-sawn-unenumerated,british honduras,1875,tons,657,5432,A
wood-sawn-unenumerated,british india bengal and burmah,1876,,0,6121,C
wood-sawn-unenumerated,british india bengal and burmah,1877,loads,4831,51805,A
wood-sawn-unenumerated,british west indies,1875,tons,1902,14059,A
wood-sawn-unenumerated,canada,1875,tons,2394,15905,A
wood-sawn-unenumerated,canada,1876,,0,6658,C
wood-sawn-unenumerated,canada,1877,loads,12244,38459,A
wood-sawn-unenumerated,canada,1879,loads,9239,23806,B
wood-sawn-unenumerated,canada,1881,loads,11779,33838,A
wood-sawn-unenumerated,canada,1885,loads,15107,46270,A
wood-sawn-unenumerated,canada,1886,loads,15664,45055,A
wood-sawn-unenumerated,canada,1887,loads,15907,43240,A
wood-sawn-unenumerated,canada,1888,,13325,53562,A
wood-sawn-unenumerated,canada,1889,loads,35386,109421,A
wood-sawn-unenumerated,canada,1890,loads,30998,93557,A
wood-sawn-unenumerated,canada,1891,loads,25477,68926,A
wood-sawn-unenumerated,canada,1893,loads,53454,136614,A
wood-sawn-unenumerated,canada,1894,loads,32139,83521,A
wood-sawn-unenumerated,canada,1895,loads,39279,108488,A
wood-sawn-unenumerated,canada,1896,unenumerated,49602,134720,C
wood-sawn-unenumerated,central america,1875,tons,897,7598,A
wood-sawn-unenumerated,denmark,1888,,23128,23952,C
wood-sawn-unenumerated,france,1875,tons,871,45618,A
wood-sawn-unenumerated,france,1885,loads,2954,13721,A
wood-sawn-unenumerated,france,1886,loads,3811,17915,A
wood-sawn-unenumerated,france,1887,loads,4834,20358,A
wood-sawn-unenumerated,france,1888,,14897,65995,C
wood-sawn-unenumerated,france,1889,loads,3755,14437,A
wood-sawn-unenumerated,france,1890,loads,6348,21506,A
wood-sawn-unenumerated,france,1891,loads,8856,32888,A
wood-sawn-unenumerated,france,1893,loads,9372,40887,C
wood-sawn-unenumerated,france,1894,loads,9674,42229,A
wood-sawn-unenumerated,france,1895,loads,10209,40638,A
wood-sawn-unenumerated,france,1896,unenumerated,12650,37756,C
wood-sawn-unenumerated,germany,1876,,0,9217,C
wood-sawn-unenumerated,germany,1877,loads,8431,32295,A
wood-sawn-unenumerated,germany,1879,loads,5360,13924,B
wood-sawn-unenumerated,germany,1881,loads,4052,12932,A
wood-sawn-unenumerated,germany,1885,loads,3477,9023,A
wood-sawn-unenumerated,germany,1886,loads,6973,14957,A
wood-sawn-unenumerated,germany,1887,loads,4321,9770,A
wood-sawn-unenumerated,germany,1888,,1336,1463,C
wood-sawn-unenumerated,germany,1889,loads,7553,17011,A
wood-sawn-unenumerated,germany,1890,loads,5867,14873,A
wood-sawn-unenumerated,germany,1891,loads,5690,14234,A
wood-sawn-unenumerated,germany,1893,loads,5015,12101,A
wood-sawn-unenumerated,germany,1894,loads,4865,11772,A
wood-sawn-unenumerated,germany,1895,loads,5171,12028,A
wood-sawn-unenumerated,germany,1896,unenumerated,3472,8674,A
wood-sawn-unenumerated,hayti and st domingo,1875,tons,2408,20956,A
wood-sawn-unenumerated,holland,1876,,0,16485,C
wood-sawn-unenumerated,holland,1877,loads,15524,84708,A
wood-sawn-unenumerated,holland,1879,loads,14674,68745,B
wood-sawn-unenumerated,holland,1881,loads,15637,69659,A
wood-sawn-unenumerated,holland,1885,loads,13516,65428,A
wood-sawn-unenumerated,holland,1886,loads,12478,56124,A
wood-sawn-unenumerated,holland,1887,loads,13084,57713,A
wood-sawn-unenumerated,holland,1888,,5059,9147,C
wood-sawn-unenumerated,holland,1889,loads,12379,52853,A
wood-sawn-unenumerated,holland,1890,loads,11894,52600,A
wood-sawn-unenumerated,holland,1891,loads,11013,50647,A
wood-sawn-unenumerated,holland,1893,loads,8509,40272,A
wood-sawn-unenumerated,holland,1894,loads,7951,37263,A
wood-sawn-unenumerated,holland,1895,loads,8152,35405,A
wood-sawn-unenumerated,holland,1896,unenumerated,7809,36806,A
wood-sawn-unenumerated,italy,1875,tons,2250,15028,A
wood-sawn-unenumerated,mexico,1875,tons,1992,19613,A
wood-sawn-unenumerated,norway,1876,,0,65972,C
wood-sawn-unenumerated,norway,1877,loads,50701,58704,A
wood-sawn-unenumerated,norway,1879,loads,47023,45940,B
wood-sawn-unenumerated,norway,1881,loads,38571,44501,A
wood-sawn-unenumerated,norway,1885,loads,27462,28437,A
wood-sawn-unenumerated,norway,1886,loads,26071,28160,A
wood-sawn-unenumerated,norway,1887,loads,26221,24474,A
wood-sawn-unenumerated,norway,1888,,99001,117563,C
wood-sawn-unenumerated,norway,1889,loads,28293,33843,A
wood-sawn-unenumerated,norway,1890,loads,20034,19828,A
wood-sawn-unenumerated,norway,1891,loads,12903,13596,A
wood-sawn-unenumerated,norway,1893,loads,3589,5874,A
wood-sawn-unenumerated,norway,1894,loads,4359,6558,A
wood-sawn-unenumerated,norway,1895,loads,2391,3834,A
wood-sawn-unenumerated,norway,1896,unenumerated,1049,2768,A
wood-sawn-unenumerated,other british possessions,1885,loads,182,803,A
wood-sawn-unenumerated,other british possessions,1886,loads,265,833,A
wood-sawn-unenumerated,other british possessions,1887,loads,68,339,A
wood-sawn-unenumerated,other british possessions,1888,,8,21,A
wood-sawn-unenumerated,other british possessions,1889,loads,7,38,A
wood-sawn-unenumerated,other british possessions,1890,loads,268,979,A
wood-sawn-unenumerated,other british possessions,1891,loads,735,2377,A
wood-sawn-unenumerated,other british possessions,1893,loads,644,3413,A
wood-sawn-unenumerated,other british possessions,1894,loads,20,19,A
wood-sawn-unenumerated,other british possessions,1896,unenumerated,421,2066,A
wood-sawn-unenumerated,other countries,1875,tons,3757,37102,A
wood-sawn-unenumerated,other countries,1876,,0,11163,C
wood-sawn-unenumerated,other countries,1877,loads,3083,10683,A
wood-sawn-unenumerated,other countries,1879,loads,2199,13939,B
wood-sawn-unenumerated,other countries,1881,loads,2181,5457,A
wood-sawn-unenumerated,other foreign countries,1885,loads,141,381,A
wood-sawn-unenumerated,other foreign countries,1886,loads,225,675,A
wood-sawn-unenumerated,other foreign countries,1887,loads,1409,2082,A
wood-sawn-unenumerated,other foreign countries,1888,,20104,83111,C
wood-sawn-unenumerated,other foreign countries,1889,loads,122,558,A
wood-sawn-unenumerated,other foreign countries,1890,loads,173,420,A
wood-sawn-unenumerated,other foreign countries,1891,loads,690,1049,A
wood-sawn-unenumerated,other foreign countries,1893,loads,287,1332,A
wood-sawn-unenumerated,other foreign countries,1894,loads,139,501,A
wood-sawn-unenumerated,other foreign countries,1895,loads,242,743,A
wood-sawn-unenumerated,other foreign countries,1896,unenumerated,653,2261,A
wood-sawn-unenumerated,russia,1875,tons,4744,53177,A
wood-sawn-unenumerated,russia,1876,,0,103275,C
wood-sawn-unenumerated,russia,1877,loads,146759,256149,A
wood-sawn-unenumerated,russia,1879,loads,97968,129458,B
wood-sawn-unenumerated,russia,1881,loads,106831,156591,A
wood-sawn-unenumerated,russia,1885,loads,95490,115022,A
wood-sawn-unenumerated,russia,1886,loads,48950,59656,A
wood-sawn-unenumerated,russia,1887,loads,45523,54969,A
wood-sawn-unenumerated,russia,1889,loads,51116,84230,A
wood-sawn-unenumerated,russia,1890,loads,48785,66087,A
wood-sawn-unenumerated,russia,1891,loads,31652,47054,A
wood-sawn-unenumerated,russia,1893,loads,33361,58615,A
wood-sawn-unenumerated,russia,1894,loads,33406,53074,A
wood-sawn-unenumerated,russia,1895,loads,25374,44978,A
wood-sawn-unenumerated,russia,1896,unenumerated,35509,65393,A
wood-sawn-unenumerated,sweden,1876,,0,132868,C
wood-sawn-unenumerated,sweden,1877,loads,121666,166425,A
wood-sawn-unenumerated,sweden,1879,loads,156091,165661,B
wood-sawn-unenumerated,sweden,1881,loads,145944,170785,A
wood-sawn-unenumerated,sweden,1885,loads,142362,149349,A
wood-sawn-unenumerated,sweden,1886,loads,100697,104684,A
wood-sawn-unenumerated,sweden,1887,loads,100685,107466,A
wood-sawn-unenumerated,sweden,1888,,40548,57393,C
wood-sawn-unenumerated,sweden,1889,loads,122072,154912,A
wood-sawn-unenumerated,sweden,1890,loads,114661,128008,A
wood-sawn-unenumerated,sweden,1891,loads,45452,58495,A
wood-sawn-unenumerated,sweden,1893,loads,15488,28553,A
wood-sawn-unenumerated,sweden,1894,loads,14919,29027,A
wood-sawn-unenumerated,sweden,1895,loads,15205,27855,A
wood-sawn-unenumerated,sweden,1896,unenumerated,11184,24272,A
wood-sawn-unenumerated,turkey,1875,tons,3896,39735,A
wood-sawn-unenumerated,united states of america,1875,tons,8761,80730,A
wood-sawn-unenumerated,united states of america,1876,,0,6658,C
wood-sawn-unenumerated,united states of america,1877,loads,9876,62764,A
wood-sawn-unenumerated,united states of america,1879,loads,8827,46524,B
wood-sawn-unenumerated,united states of america,1881,loads,12676,67220,A
wood-sawn-unenumerated,united states of america,1885,loads,11940,55726,A
wood-sawn-unenumerated,united states of america,1886,loads,15883,61387,A
wood-sawn-unenumerated,united states of america,1887,loads,19569,79456,A
wood-sawn-unenumerated,united states of america,1888,,4202,15611,C
wood-sawn-unenumerated,united states of america,1889,loads,26515,111265,A
wood-sawn-unenumerated,united states of america,1890,loads,19024,80538,A
wood-sawn-unenumerated,united states of america,1891,loads,20103,86639,C
wood-sawn-unenumerated,united states of america,1893,loads,21004,79298,A
wood-sawn-unenumerated,united states of america,1894,loads,24191,97952,A
wood-sawn-unenumerated,united states of america,1895,loads,29537,116464,A
wood-sawn-unenumerated,united states of america,1896,unenumerated,35243,149791,A
wood-sawn-unenumerated,west coast of africa foreign,1875,tons,981,10758,A
wood-staves,,1880,loads,0,5099,C
wood-staves,australasia,1888,,141841,577551,C
wood-staves,australia,1880,tons,1194,9652,A
wood-staves,austrian territories,1873,loads,13636,150514,A
wood-staves,austrian territories,1874,loads,9725,109117,B
wood-staves,austrian territories,1875,,0,7927,C
wood-staves,austrian territories,1876,,0,10238,C
wood-staves,austrian territories,1877,loads,8348,98684,A
wood-staves,austrian territories,1878,,0,1477,C
wood-staves,austrian territories,1879,loads,1081,10411,C
wood-staves,austrian territories,1881,loads,5358,41629,A
wood-staves,austrian territories,1883,loads,3222,19863,A
wood-staves,austrian territories,1885,loads,3383,30419,A
wood-staves,austrian territories,1886,loads,2999,21144,A
wood-staves,austrian territories,1887,loads,2192,17681,A
wood-staves,austrian territories,1888,,1281,5312,C
wood-staves,austrian territories,1889,loads,477,4736,A
wood-staves,austrian territories,1890,loads,1374,14112,A
wood-staves,austrian territories,1891,loads,1937,10618,C
wood-staves,austrian territories,1893,loads,539,4689,A
wood-staves,austrian territories,1894,loads,410,3442,A
wood-staves,austrian territories,1895,loads,463,3699,A
wood-staves,brazil,1872,tons,1512,23296,A
wood-staves,brazil,1875,,0,1350,C
wood-staves,brazil,1880,tons,1135,16979,A
wood-staves,british east indies,1886,loads,2793,15767,C
wood-staves,british east indies,1891,loads,1,5,A
wood-staves,british honduras,1872,tons,580,5977,A
wood-staves,british honduras,1875,,0,11739,C
wood-staves,british west india islands,1872,tons,698,7504,A
wood-staves,british west indies,1875,,0,1902,C
wood-staves,british west indies,1880,tons,2898,22734,A
wood-staves,canada,1872,tons,2672,18556,A
wood-staves,canada,1873,loads,21561,178680,A
wood-staves,canada,1874,loads,18980,134866,B
wood-staves,canada,1875,,0,14440,C
wood-staves,canada,1876,,0,19504,C
wood-staves,canada,1877,loads,18508,129171,A
wood-staves,canada,1878,,0,9750,C
wood-staves,canada,1879,loads,8655,48869,C
wood-staves,canada,1880,tons,4328,33046,A
wood-staves,canada,1881,loads,5556,39148,A
wood-staves,canada,1883,loads,8830,62098,A
wood-staves,canada,1885,loads,3994,22747,A
wood-staves,canada,1887,loads,5440,26257,A
wood-staves,canada,1888,,62,620,C
wood-staves,canada,1889,loads,2321,10265,A
wood-staves,canada,1890,loads,1550,7476,A
wood-staves,canada,1891,loads,2170,8316,A
wood-staves,canada,1893,loads,564,1853,A
wood-staves,canada,1894,loads,552,1752,A
wood-staves,canada,1895,loads,2221,4991,A
wood-staves,central america,1872,tons,1405,14957,A
wood-staves,central america,1875,,0,9843,C
wood-staves,central america,1880,tons,1107,8464,A
wood-staves,dutch guiana,1872,tons,667,7104,A
wood-staves,france,1872,loads,0,1244,C
wood-staves,france,1872,tons,804,40693,A
wood-staves,france,1875,,0,1633,C
wood-staves,france,1880,tons,2294,47296,A
wood-staves,france,1883,loads,92,294,A
wood-staves,france,1888,,30887,254667,C
wood-staves,france,1889,loads,1595,5333,A
wood-staves,france,1890,loads,1343,5899,A
wood-staves,france,1891,loads,916,4115,A
wood-staves,france,1893,loads,918,4182,A
wood-staves,france,1894,loads,697,3398,A
wood-staves,france,1895,loads,882,4488,A
wood-staves,germany,1873,loads,29399,345672,A
wood-staves,germany,1874,loads,32653,382438,B
wood-staves,germany,1875,,0,24057,C
wood-staves,germany,1876,,0,34718,C
wood-staves,germany,1877,loads,27137,256619,A
wood-staves,germany,1878,,0,14081,C
wood-staves,germany,1879,loads,22352,185801,C
wood-staves,germany,1880,tons,1219,11849,A
wood-staves,germany,1881,loads,23983,216970,A
wood-staves,germany,1883,loads,24656,225364,A
wood-staves,germany,1885,loads,21427,198555,A
wood-staves,germany,1886,loads,25279,218668,A
wood-staves,germany,1887,loads,28123,246982,A
wood-staves,germany,1888,,32630,62926,C
wood-staves,germany,1889,loads,32606,273676,A
wood-staves,germany,1890,loads,26415,250272,A
wood-staves,germany,1891,loads,26497,256683,A
wood-staves,germany,1893,loads,18084,168385,A
wood-staves,germany,1894,loads,18604,181037,A
wood-staves,germany,1895,loads,20021,195524,A
wood-staves,gibraltar,1883,loads,100,500,A
wood-staves,hayti and st domingo,1872,tons,2240,20802,A
wood-staves,hayti and st domingo,1875,,0,5459,C
wood-staves,holland,1883,loads,94,327,A
wood-staves,holland,1891,loads,370,2137,A
wood-staves,holland,1893,loads,775,3952,A
wood-staves,holland,1894,loads,869,4499,A
wood-staves,holland,1895,loads,999,5010,A
wood-staves,italy,1872,tons,4167,35503,A
wood-staves,italy,1875,,0,2250,C
wood-staves,italy,1880,tons,1769,12054,A
wood-staves,mexico,1872,tons,2634,31224,A
wood-staves,mexico,1875,,0,49290,C
wood-staves,new granada,1875,,0,1054,C
wood-staves,norway,1873,loads,4374,19803,A
wood-staves,norway,1874,loads,35044,114706,C
wood-staves,norway,1875,,0,28607,C
wood-staves,norway,1876,,0,29385,C
wood-staves,norway,1877,loads,28847,72873,A
wood-staves,norway,1878,,0,26672,C
wood-staves,norway,1879,loads,20576,46601,C
wood-staves,norway,1881,loads,35419,89209,A
wood-staves,norway,1883,loads,41818,97861,A
wood-staves,norway,1885,loads,31601,68132,A
wood-staves,norway,1886,loads,35696,70131,A
wood-staves,norway,1887,loads,36710,70153,A
wood-staves,norway,1888,,24557,41224,C
wood-staves,norway,1889,loads,36867,84203,A
wood-staves,norway,1890,loads,33712,78954,A
wood-staves,norway,1891,loads,26277,56905,A
wood-staves,norway,1893,loads,24718,52994,A
wood-staves,norway,1894,loads,25164,55332,A
wood-staves,norway,1895,loads,27756,68192,A
wood-staves,other british possessions,1885,loads,26,255,A
wood-staves,other british possessions,1890,loads,47,233,A
wood-staves,other british possessions,1894,loads,4,30,A
wood-staves,other countries,1872,tons,3156,31893,A
wood-staves,other countries,1873,loads,2630,17690,A
wood-staves,other countries,1874,loads,1456,4286,B
wood-staves,other countries,1875,,0,5971,C
wood-staves,other countries,1876,,0,1122,C
wood-staves,other countries,1877,loads,625,3524,A
wood-staves,other countries,1878,,0,615,C
wood-staves,other countries,1879,loads,190,756,C
wood-staves,other countries,1880,tons,3780,36543,A
wood-staves,other countries,1881,loads,33,242,A
wood-staves,other countries,1883,loads,8,25,A
wood-staves,other foreign countries,1885,loads,126,941,A
wood-staves,other foreign countries,1886,loads,75,515,A
wood-staves,other foreign countries,1887,loads,754,2779,A
wood-staves,other foreign countries,1888,,21446,139152,C
wood-staves,other foreign countries,1889,loads,691,2307,A
wood-staves,other foreign countries,1890,loads,454,2490,A
wood-staves,other foreign countries,1891,loads,56,323,A
wood-staves,other foreign countries,1893,loads,381,2117,A
wood-staves,other foreign countries,1894,loads,37,157,A
wood-staves,other foreign countries,1895,loads,761,2311,A
wood-staves,russia,1872,tons,6740,56660,A
wood-staves,russia,1873,loads,2234,15431,A
wood-staves,russia,1874,loads,9364,75169,C
wood-staves,russia,1875,,0,11327,C
wood-staves,russia,1876,,0,10901,C
wood-staves,russia,1877,loads,10501,43754,A
wood-staves,russia,1878,,0,9640,C
wood-staves,russia,1879,loads,10554,21820,C
wood-staves,russia,1880,loads,16592,0,C
wood-staves,russia,1881,loads,16931,49373,A
wood-staves,russia,1883,loads,19786,51748,A
wood-staves,russia,1885,loads,27887,63828,A
wood-staves,russia,1886,loads,24414,46692,A
wood-staves,russia,1887,loads,31511,64300,A
wood-staves,russia,1889,loads,43096,93264,A
wood-staves,russia,1890,loads,45152,103374,A
wood-staves,russia,1891,loads,34440,82507,A
wood-staves,russia,1893,loads,37862,81046,A
wood-staves,russia,1894,loads,46811,107354,A
wood-staves,russia,1895,loads,53582,143249,A
wood-staves,spanish west india islands,1875,,0,4141,C
wood-staves,spanish west india islands,1880,tons,2288,19929,A
wood-staves,sweden,1874,loads,12575,44134,B
wood-staves,sweden,1875,,0,5060,C
wood-staves,sweden,1876,,0,11978,C
wood-staves,sweden,1877,loads,10695,30189,A
wood-staves,sweden,1878,,0,11479,C
wood-staves,sweden,1879,loads,9823,19606,C
wood-staves,sweden,1881,loads,13677,29144,A
wood-staves,sweden,1883,loads,20975,45589,A
wood-staves,sweden,1885,loads,16812,32163,A
wood-staves,sweden,1886,loads,19257,33170,A
wood-staves,sweden,1887,loads,13157,22380,A
wood-staves,sweden,1888,,28965,61045,C
wood-staves,sweden,1889,loads,26977,55994,A
wood-staves,sweden,1890,loads,24125,50085,A
wood-staves,sweden,1891,loads,20246,36050,C
wood-staves,sweden,1893,loads,23319,37853,A
wood-staves,sweden,1894,loads,13425,22823,A
wood-staves,sweden,1895,loads,12795,19753,A
wood-staves,turkey,1872,tons,3582,31051,A
wood-staves,turkey,1875,,0,3896,C
wood-staves,turkey,1880,tons,2712,34689,A
wood-staves,united states of america,1872,tons,6231,65910,A
wood-staves,united states of america,1873,loads,12161,128293,A
wood-staves,united states of america,1874,loads,7157,70639,B
wood-staves,united states of america,1875,,0,19210,C
wood-staves,united states of america,1876,,0,11070,C
wood-staves,united states of america,1877,loads,12208,104114,A
wood-staves,united states of america,1878,,0,14352,C
wood-staves,united states of america,1879,loads,11711,74185,C
wood-staves,united states of america,1880,tons,11389,96607,A
wood-staves,united states of america,1881,loads,17731,121073,A
wood-staves,united states of america,1883,loads,21871,137447,A
wood-staves,united states of america,1885,loads,19593,122195,A
wood-staves,united states of america,1886,loads,20204,123030,A
wood-staves,united states of america,1887,loads,19691,114433,A
wood-staves,united states of america,1888,,1259,10971,C
wood-staves,united states of america,1889,loads,25456,164320,A
wood-staves,united states of america,1890,loads,21831,156348,A
wood-staves,united states of america,1891,loads,17978,121728,A
wood-staves,united states of america,1893,loads,24548,155740,A
