fiscal_year,regime,country,section,rows,qty_imp,val_imp,qty_efc,val_efc,duty
1884,C,Few Brunswick,DUTIABLE,4,0,12338,0,12324,3081.0
1884,C,France,DUTIABLE,548,2924898,1632084,3074774,1651380,643751.91
1884,C,France,FREE,60,263707,117906,263707,118497,0.0
1884,C,French West Indies,DUTIABLE,5,429,201,429,578,169.94
1884,C,French West Indies,FREE,2,15414406,13455,15414406,13455,0.0
1884,C,Germany,DUTIABLE,502,17760962,1946484,15742252,1848840,553761.94
1884,C,Germany,FREE,75,289756,126165,296597,127511,0.0
1884,C,Great Britain,DUTIABLE,2687,95642626,32577064,94232721,32637614,7911203.77
1884,C,Great Britain,FREE,661,330339684,10520804,330341458,10599416,240.0
1884,C,Greece,DUTIABLE,9,3737065,148506,3904552,160565,31625.13
1884,C,Greece,FREE,1,0,150,0,150,0.0
1884,C,Haiti,DUTIABLE,1,163,5,163,5,2.73
1884,C,Holland,DUTIABLE,59,891138,251361,819778,261037,493807.39
1884,C,Holland,FREE,11,317420,55038,320973,57440,0.0
1884,C,Italy,DUTIABLE,49,147366,80941,144521,67359,32178.75
1884,C,Italy,FREE,4,3892000,7989,3892000,7989,0.0
1884,C,Japan,DUTIABLE,7,3750,628,3750,628,205.1
1884,C,Japan,FREE,6,5299783,936075,5299783,936075,0.0
1884,C,Manitoba,DUTIABLE,1,24,0,63,24,4.8
1884,C,Mauritius,DUTIABLE,2,2558993,73727,1541203,44590,19968.27
1884,C,Mexico,DUTIABLE,4,3348,6283,6057,7783,4758.8
1884,C,Mexico,FREE,1,3282,1633,0,0,0.0
1884,C,Mutton,DUTIABLE,1,0,0,12,0,0.0
1884,C,New Brunswick,DUTIABLE,1,436,0,1584,268,53.6
1884,C,New Zealand,DUTIABLE,1,0,16,0,16,3.2
1884,C,Newfoundland,DUTIABLE,48,56310,10827,72759,10209,3826.5
1884,C,Newfoundland,FREE,27,209935,770236,209935,770236,0.0
1884,C,Norway,DUTIABLE,7,923,2748,923,2748,561.55
1884,C,Norway,FREE,1,15,42,15,42,0.0
1884,C,Norway and Sweden,DUTIABLE,4,9600,21978,9600,24229,4240.44
1884,C,Nova Scotia,DUTIABLE,1,110,0,255,110,22.0
1884,C,Oranges and lemons,DUTIABLE,1,0,47429,47429,47429,9485.8
1884,C,P. N. Island,DUTIABLE,1,54,6,54,6,0.3
1884,C,Persia,DUTIABLE,2,17910,947,13520,678,141.6
1884,C,Portugal,DUTIABLE,51,19993,42495,36270,59678,34226.4
1884,C,Portugal,FREE,2,582400,8288,582400,8288,0.0
1884,C,Russia,DUTIABLE,6,91,410,91,410,121.85
1884,C,Russia,FREE,2,0,3880,0,3880,0.0
1884,C,"Salt, coarse (not from Great Britain or British possessions, or for Sea or Gulf fisheries) and all fine salt",DUTIABLE,2,0,128,0,128,32.0
1884,C,Sandwich Islands,DUTIABLE,2,0,20,8408,1590,241.5
1884,C,Sandwich Is’ds,FREE,1,194412,17036,194412,17036,0.0
1884,C,Society Islands,DUTIABLE,1,3000,54,3000,54,15.0
1884,C,South Africa,DUTIABLE,1,0,2141,0,2141,321.15
1884,C,Spain,DUTIABLE,90,5229333,364802,5658711,477226,178653.23
1884,C,Spain,FREE,3,3215040,7686,3215040,7686,0.0
1884,C,Spanish Possessions in Africa,DUTIABLE,1,0,0,45,54,39.6
1884,C,Spanish Possessions in Pacific Ocean,DUTIABLE,5,4764476,143716,4764149,143835,68162.62
1884,C,Spanish Possessions in Pacific Ocean,FREE,1,0,800,0,800,0.0
1884,C,Spanish West Indies,DUTIABLE,59,38644102,1629979,36777329,1590199,698502.7
1884,C,Spanish West Indies,FREE,7,507237,28781,453122,18936,0.0
1884,C,Spirits and strong wa-,DUTIABLE,1,239,115,15,10,2.5
1884,C,St. Pierre,DUTIABLE,20,2505,762,2505,762,275.0
1884,C,St. Pierre,FREE,9,37054,4159,37054,4159,0.0
1884,C,Sugar imported direct,DUTIABLE,1,0,146,0,146,29.2
1884,C,Sweden,DUTIABLE,1,84,1031,84,1031,180.42
1884,C,Sweden,FREE,1,0,50,0,50,0.0
1884,C,Switzerland,DUTIABLE,50,62867,236281,57371,238028,56963.92
1884,C,Switzerland,FREE,2,54763,4322,54763,4322,0.0
1884,C,Turkey,DUTIABLE,19,2081657,116287,2017691,125072,21309.35
1884,C,Turkey,FREE,1,848,3590,848,3590,0.0
1884,C,United States,DUTIABLE,3691,105251863,41908061,79425552,33978330,7076103.11
1884,C,United States,FREE,1137,97726359,14647347,87382359,14695702,0.0
1884,C,Venezuela,FREE,1,80070,9547,80070,9547,0.0
1885,C,?,DUTIABLE,34,1441423,392535,1444650,404649,76411.14
1885,C,?,FREE,8,25642,1516,25642,1516,0.0
1885,C,Africa,DUTIABLE,5,131,5082,66,5044,793.24
1885,C,"All other hats, caps and bonnets, N.E.S",DUTIABLE,1,0,40246,0,40248,10061.5
1885,C,Australia,DUTIABLE,3,960,1010,960,1010,188.1
1885,C,Australia,FREE,2,60,1221,50,1221,0.0
1885,C,Austria,DUTIABLE,79,540251,93800,401479,94867,22584.24
1885,C,Austria,FREE,4,420,344,420,344,0.0
1885,C,Belgium,DUTIABLE,155,11581829,418029,10682378,392296,121164.58
1885,C,Belgium,FREE,31,458664,82711,458664,82711,0.0
1885,C,Belguim,DUTIABLE,3,105726,3500,105726,3500,175.0
1885,C,Brazil,DUTIABLE,11,45955907,972408,47107797,1060259,528731.02
1885,C,Brazil,FREE,3,959248,86019,959248,86019,0.0
1885,C,British Africa,DUTIABLE,1,65,26,0,0,0.0
1885,C,British Africa,FREE,1,1194144,149875,1194144,149875,0.0
1885,C,British Columbia,DUTIABLE,3,7089,0,11020,10755,2528.11
1885,C,British East Indies,DUTIABLE,16,20245358,210699,20245525,211141,37330.7
1885,C,British East Indies,FREE,6,9882,12450,33320,12450,0.0
1885,C,British Guiana,DUTIABLE,22,1936347,119883,3130744,158463,122958.47
1885,C,British Guiana,FREE,5,443,2052,443,2118,0.0
1885,C,British West Indies,DUTIABLE,99,43109574,1651865,31924061,1337047,519340.32
1885,C,British West Indies,FREE,21,27399617,121349,27331907,105377,0.0
1885,C,"Carboys, demi-",DUTIABLE,2,0,4338,0,4335,1084.6
1885,C,Central America,DUTIABLE,2,149409,4902,96729,3115,1947.57
1885,C,Central America,FREE,1,14076,1463,14076,1463,0.0
1885,C,Chile,DUTIABLE,1,1,300,1,300,105.0
1885,C,Chile,FREE,1,0,2500,0,2500,0.0
1885,C,China,DUTIABLE,144,35076255,1150897,32995051,1091918,446563.95
1885,C,China,FREE,12,2509648,530272,2509618,530272,0.0
1885,C,Danish West Indies,DUTIABLE,7,1517,791,1062,553,138.62
1885,C,Danish West Indies,FREE,3,1097740,4975,1097740,4975,0.0
1885,C,Denmark,DUTIABLE,3,26,607,11,667,174.4
1885,C,Dutch East Indies,DUTIABLE,3,1981712,53915,1981712,53915,28695.47
1885,C,Dutch East Indies,FREE,3,27667,4982,26600,4194,0.0
1885,C,Dutch W. Indies,DUTIABLE,6,18257,1383,16506,1029,715.74
1885,C,Dutch W. Indies,FREE,2,844600,1679,844600,1679,0.0
1885,C,France,DUTIABLE,541,2980006,1558008,3111277,1709945,650286.17
1885,C,France,FREE,61,338639,208603,338639,332480,0.0
1885,C,French West Indies,DUTIABLE,8,259242,6521,257332,6682,3054.19
1885,C,French West Indies,FREE,2,8566055,13129,8566055,13129,0.0
1885,C,Germany,DUTIABLE,497,22665883,1920612,19782303,1867868,567113.82
1885,C,Germany,FREE,61,469229,247252,479968,248944,0.0
1885,C,Great Britain,DUTIABLE,2760,89617689,29560421,90316110,29341985,7464417.34
1885,C,Great Britain,FREE,690,268900878,10635936,268963419,10666771,0.0
1885,C,Greece,DUTIABLE,8,3037433,107058,2442982,92679,18564.21
1885,C,Greece,FREE,1,0,54,0,54,0.0
1885,C,Holland,DUTIABLE,93,1820082,284468,1725687,265475,521288.2
1885,C,Holland,FREE,15,535720,74334,528205,72210,0.0
1885,C,"Hoop iron, not ex-",FREE,2,20,323,20,323,0.0
1885,C,Italy,DUTIABLE,85,479103,90235,293377,82056,33502.51
1885,C,Italy,FREE,12,2037413,26239,2037413,26239,0.0
1885,C,Japan,DUTIABLE,52,2659,12834,2659,12463,3589.9
1885,C,Japan,FREE,7,4891183,863034,4891183,863034,0.0
1885,C,Madeira,DUTIABLE,1,0,0,24,60,29.76
1885,C,Manitoba,DUTIABLE,3,7420,0,8708,15306,2637.67
1885,C,Mauritius,DUTIABLE,3,2390273,60485,3408063,89622,43268.31
1885,C,Mexico,DUTIABLE,3,1196,2433,1775,3635,1966.6
1885,C,Mexico,FREE,1,34653,3793,34653,3793,0.0
1885,C,New Brauswick,DUTIABLE,3,2864,5057,2864,5057,1264.25
1885,C,New Brunswick,DUTIABLE,3,17321,0,20623,23474,5576.28
1885,C,New Zealand,FREE,1,0,800,0,800,0.0
1885,C,Newfoundland,DUTIABLE,42,64441,2898,65814,3772,1209.86
1885,C,Newfoundland,FREE,29,99086,345109,99086,345109,0.0
1885,C,"No 14, D.S., in color",DUTIABLE,1,15,2,15,2,0.8
1885,C,Norway,DUTIABLE,12,3583,3318,3383,3075,584.38
1885,C,Norway,FREE,1,0,500,0,500,0.0
1885,C,Norway and Sweden,DUTIABLE,3,15525,37275,12089,29119,5096.73
1885,C,Nova Scotia,DUTIABLE,2,18152,0,22919,21864,5718.5
1885,C,Ontario,DUTIABLE,3,9299,0,10640,8960,2589.99
1885,C,P. E. Island,DUTIABLE,2,2992,0,3264,4234,1005.82
1885,C,P. R. Island,DUTIABLE,2,0,4,0,4,1.2
1885,C,Persia,DUTIABLE,1,0,0,4390,239,47.8
1885,C,Pork— Great Britain (via Hudson's Bay.),DUTIABLE,1,22800,2303,22800,2303,228.0
1885,C,Portugal,DUTIABLE,42,28594,57769,26160,53948,26915.57
1885,C,Portugal,FREE,4,1656560,2721,1656560,2721,0.0
1885,C,Portuguese Possessions in Africa,DUTIABLE,1,23,27,23,27,18.68
1885,C,Quebec,DUTIABLE,5,83914,0,105118,87050,25037.14
1885,C,Russia,DUTIABLE,5,522,2434,522,2434,337.2
1885,C,Russia,FREE,2,0,6974,0,6974,0.0
1885,C,Sandwich Islands,DUTIABLE,1,5600,672,5600,672,100.8
1885,C,Sandwich Islands,FREE,1,0,150,0,150,0.0
1885,C,Spain,DUTIABLE,84,3537545,282339,3691522,325850,142965.19
1885,C,Spain,FREE,6,3767314,6500,3767314,6508,0.0
1885,C,Spanish Possessions in Pacific Ocean,DUTIABLE,3,11115068,292214,9481780,254979,122387.51
1885,C,Spanish West Indies,DUTIABLE,49,52442918,1669112,50611776,1688987,804128.12
1885,C,Spanish West Indies,FREE,6,682631,4262,676891,3521,0.0
1885,C,St. Pierre,DUTIABLE,26,149191,28113,6489,1779,725.94
1885,C,St. Pierre,FREE,10,1298,2767,1298,2767,0.0
1885,C,Sugar imported direct,DUTIABLE,1,0,114,0,84,17.05
1885,C,Sweden,DUTIABLE,1,0,100,0,100,44.63
1885,C,Sweden,FREE,1,0,81,0,81,0.0
1885,C,Switzerland,DUTIABLE,54,58672,219010,48226,216000,51832.54
1885,C,Switzerland,FREE,4,53,1859,53,1859,0.0
1885,C,"Tubing, wrought",DUTIABLE,2,0,1344,0,1344,403.2
1885,C,Turkey,DUTIABLE,19,2568990,137307,2995292,161330,27693.75
1885,C,Turkey,FREE,1,1040,7479,1040,7479,0.0
1885,C,United States,DUTIABLE,3630,103610493,36745106,77037945,30669518,6537516.32
1885,C,United States,FREE,1134,99853795,16489792,99624526,16581061,9641.0
1885,C,Venezuela,FREE,1,174579,19171,174579,19171,0.0
1885,C,"Wire rods, rolled",DUTIABLE,2,5776,11278,5776,11278,1409.91
1887,C,?,DUTIABLE,36,239474,131087,231395,123687,23229.16
1887,C,Africa,DUTIABLE,1,55,42,62,43,28.4
1887,C,Argentine Republic,DUTIABLE,1,25,18,25,18,14.65
1887,C,Australia,DUTIABLE,4,316,1065,316,1065,199.9
1887,C,Australia,FREE,4,660307,111476,660307,111476,0.0
1887,C,Austria,DUTIABLE,100,292792,105463,222918,103373,27674.5
1887,C,Austria,FREE,1,0,40,0,40,0.0
1887,C,B. Africa,DUTIABLE,2,42,65,56,71,82.16
1887,C,B. Africa,FREE,2,15120,5739,15120,5739,0.0
1887,C,Belgium,DUTIABLE,193,16366446,527779,17141111,557089,163947.01
1887,C,Belgium,FREE,35,390308,126534,390307,126634,0.0
1887,C,Belgum,DUTIABLE,1,0,50,0,50,15.0
1887,C,Brazil,DUTIABLE,33,58466356,1164289,48738021,975214,696619.03
1887,C,Brazil,FREE,5,341971,50394,341971,50443,0.0
1887,C,Briti-b Columbia,DUTIABLE,1,22,1229,22,1229,481.5
1887,C,British Africa,DUTIABLE,2,48,12,48,12,3.8
1887,C,British Africa,FREE,2,2363633,254579,2363633,254579,0.0
1887,C,British Columbia,DUTIABLE,3,2052,0,898,653,490.12
1887,C,British East Indies,DUTIABLE,13,10192079,104906,10192079,104903,18898.95
1887,C,British East Indies,FREE,4,27173,3885,27173,3885,0.0
1887,C,British Guiana,DUTIABLE,39,5150191,185232,3564768,139032,148354.8
1887,C,British Guiana,FREE,2,4946,8964,4946,8964,0.0
1887,C,British West Indies,DUTIABLE,113,10640193,690634,10184608,665482,227926.56
1887,C,British West Indies,FREE,26,15498706,63718,15446519,53371,0.0
1887,C,Central America,DUTIABLE,1,0,0,44100,1157,902.13
1887,C,China,DUTIABLE,146,8561218,564431,9734531,634302,207366.46
1887,C,China,FREE,14,2846620,557555,2846620,557555,0.0
1887,C,"Cotton, manufactures of:— Bed comforters or quilts of cotton, &c",DUTIABLE,6,698,962,698,962,262.0
1887,C,D. East Indies,DUTIABLE,2,1741730,44695,154130,4186,2209.17
1887,C,Danish West Indies,DUTIABLE,4,40,94,129,119,229.42
1887,C,Danish West Indies,FREE,5,1672,2774,1672,2774,0.0
1887,C,Denmark,DUTIABLE,3,0,2789,0,2789,516.0
1887,C,Denmark,FREE,1,0,488,0,488,0.0
1887,C,Dutch East Indies,DUTIABLE,16,7615281,156310,9086569,194268,128247.41
1887,C,Dutch W. Indies,DUTIABLE,1,0,0,0,12,2.4
1887,C,Dutch W. Indies,FREE,1,0,47,0,47,0.0
1887,C,Egypt,DUTIABLE,2,0,70,284,581,467.5
1887,C,Egypt,FREE,1,0,200,0,200,0.0
1887,C,"Floor tiles and tiles for fire places, encaustic and other tiles, N. E. S",DUTIABLE,1,0,6746,0,6746,2060.85
1887,C,France,DUTIABLE,618,3535183,1840872,3404619,1711164,695475.69
1887,C,France,FREE,78,664812,347598,664812,348984,0.0
1887,C,French West Indies,DUTIABLE,2,402,12,402,12,8.68
1887,C,French West Indies,FREE,1,37168870,46727,37168870,46727,0.0
1887,C,Germany,DUTIABLE,670,53394787,3349917,41942454,3023902,1171060.71
1887,C,Germany,FREE,63,873137,204379,834203,195271,0.0
1887,C,Great Britain,DUTIABLE,2848,94857778,35993289,94629438,35852248,9231924.66
1887,C,Great Britain,FREE,663,255953094,9172303,255955315,9177633,0.0
1887,C,Greece,DUTIABLE,14,3835631,142304,3307434,124505,33727.59
1887,C,Holland,DUTIABLE,65,556983,219923,615959,218051,623544.06
1887,C,Holland,FREE,12,409345,100136,372896,77012,0.0
1887,C,Italy,DUTIABLE,71,334093,173592,263629,92845,31404.53
1887,C,Italy,FREE,8,8704771,27044,8704771,27044,0.0
1887,C,Japan,DUTIABLE,133,71002,47769,94823,47645,13658.31
1887,C,Japan,FREE,10,8397052,1506485,8396758,1506462,0.0
1887,C,Malta,DUTIABLE,1,134,184,134,184,197.6
1887,C,Manitoba,DUTIABLE,2,143,0,102,153,71.3
1887,C,Mauritius,DUTIABLE,8,4156659,101023,5966377,144281,90786.04
1887,C,Mexico,DUTIABLE,1,147,300,147,300,236.4
1887,C,Mexico,FREE,3,67251,8115,67251,8115,0.0
1887,C,New Brunswick,DUTIABLE,2,303,0,172,303,129.4
1887,C,New Zealand,FREE,1,0,750,0,750,0.0
1887,C,Newfoundland,DUTIABLE,35,14186,3548,14381,3710,1547.37
1887,C,Newfoundland,FREE,59,8593231,349869,8593231,349869,0.0
1887,C,Norway,DUTIABLE,15,3586,3223,3136,2477,512.02
1887,C,Norway,FREE,2,0,129,0,129,0.0
1887,C,Norway and Sweden,DUTIABLE,2,7846,16270,7846,16270,2847.25
1887,C,Norway and Sweden,FREE,1,0,15,0,15,0.0
1887,C,Nova Scotia,DUTIABLE,2,476,0,164,438,153.0
1887,C,Ontario,DUTIABLE,2,535,0,3712,526,893.8
1887,C,"Oysters, prepared or",DUTIABLE,1,0,561,0,561,140.25
1887,C,P. E. Island,DUTIABLE,1,27,0,10,27,9.4
1887,C,Peru,FREE,1,65677,10508,65677,10508,0.0
1887,C,Portugal,DUTIABLE,47,41733,68797,34688,57746,33329.81
1887,C,Portugal,FREE,2,206000,394,206000,394,0.0
1887,C,"Printed, lithograph-",DUTIABLE,2,0,8230,0,8230,2511.27
1887,C,Quebec,DUTIABLE,4,597,0,1565,219,217.7
1887,C,Roofing tiles,DUTIABLE,1,0,207,0,207,41.4
1887,C,Russia,DUTIABLE,3,1412,4553,1412,4553,628.83
1887,C,Russia,FREE,1,29645,2762,29645,2762,0.0
1887,C,S. West Indies,DUTIABLE,6,366212,7880,366212,7795,5168.06
1887,C,Sandwich Islands,DUTIABLE,2,0,23,0,23,5.0
1887,C,Sandwich Islands,FREE,1,0,300,0,300,0.0
1887,C,Siam,DUTIABLE,1,4589792,55172,4589792,55172,9655.1
1887,C,Spain,DUTIABLE,109,5976772,451936,5600213,406073,176469.17
1887,C,Spain,FREE,3,2791600,3196,2791600,3196,0.0
1887,C,Spanish Possessions in Pacific Ocean,DUTIABLE,15,17206786,433327,18163696,454935,243320.22
1887,C,Spanish West Indies,DUTIABLE,75,42665947,1392432,32981479,1154417,737675.31
1887,C,Spanish West Indies,FREE,7,111424,20155,61686,10644,0.0
1887,C,Spanish possessions in Pacific Ocean,DUTIABLE,13,20654521,526612,16510521,434226,233434.5
1887,C,St. Pierre,DUTIABLE,52,84788,95242,64456,13509,3390.28
1887,C,St. Pierre,FREE,18,3471,3100,3471,3100,0.0
1887,C,"Sugar, melado, concentrated melado",DUTIABLE,2,13539,409,13539,409,277.58
1887,C,Sweden,DUTIABLE,2,0,382,0,811,221.85
1887,C,Switzerland,DUTIABLE,81,43174,129180,33538,126423,36216.4
1887,C,Switzerland,FREE,4,0,568,0,568,0.0
1887,C,Turkey,DUTIABLE,19,2364273,135736,2506569,159985,31262.37
1887,C,Turkey,FREE,2,490,3456,490,3456,0.0
1887,C,U. S. Colombia,FREE,1,6654,1341,6654,1341,0.0
1887,C,United States,DUTIABLE,4035,107337400,36951334,82467190,31007975,7154044.67
1887,C,United States,FREE,1051,75502350,14368247,75206275,14520015,0.0
1889,C,?,DUTIABLE,15,38979,46424,39271,47008,15825.04
1889,C,?,FREE,1,0,0,0,701,0.0
1889,C,"Additional duties collected under Sec. 8, of 49 Vic., Cap. 32",DUTIABLE,4,0,0,0,0,7952.63
1889,C,Africa,DUTIABLE,1,0,8,0,8,1.6
1889,C,Africa,FREE,1,1500000,2190,1500000,2190,0.0
1889,C,"Amount collected at the Port of Penetanguishene, for which no detailed statements have been received",DUTIABLE,2,0,0,0,0,794.24
1889,C,Argentine Republic,FREE,2,0,250,0,250,0.0
1889,C,Australia,DUTIABLE,1,15,41,15,41,9.0
1889,C,Australia,FREE,4,1512963,229423,1512963,229423,0.0
1889,C,Austria,,1,50,10,50,10,5.0
1889,C,Austria,DUTIABLE,125,641237,168570,602266,166952,49758.88
1889,C,Austria,FREE,5,359450,51667,359450,51667,0.0
1889,C,B. Africa,DUTIABLE,1,663272,14128,663272,14128,9949.08
1889,C,B. Africa,FREE,1,951480,95354,951480,95354,0.0
1889,C,B. W. Ind es,DUTIABLE,1,3,6,3,6,1.5
1889,C,B. West Indies,DUTIABLE,5,2132190,63186,2303849,67182,43193.36
1889,C,Belgium,DUTIABLE,211,12758489,423752,12846277,405936,122093.19
1889,C,Belgium,FREE,39,194295,113670,194295,124003,0.0
1889,C,Belguim,DUTIABLE,1,54,63,54,63,5.4
1889,C,Bolivia,DUTIABLE,3,0,93,0,93,29.15
1889,C,Br. Guiana,FREE,1,27,135,27,135,0.0
1889,C,Brazil,DUTIABLE,24,48631146,1159896,45622417,1073650,687079.23
1889,C,Brazil,FREE,4,376516,57409,376516,57409,0.0
1889,C,Brit. E. Indies,DUTIABLE,1,0,418,0,418,83.6
1889,C,British Africa,DUTIABLE,1,980,21,980,21,0.0
1889,C,British East Indies,DUTIABLE,15,13089017,132229,13093595,131762,22938.25
1889,C,British East Indies,FREE,4,40417,8549,40417,8549,0.0
1889,C,British Guiana,DUTIABLE,34,3431311,135761,3515016,127302,153740.39
1889,C,British Guiana,FREE,6,2151,1083,2151,1327,0.0
1889,C,"British Possessions, all other",DUTIABLE,1,38,25,38,25,67.38
1889,C,British West Indies,DUTIABLE,118,11282134,927976,14077425,933962,327071.33
1889,C,British West Indies,FREE,24,12570647,71171,12570647,72419,0.0
1889,C,"British possessions, all other",DUTIABLE,2,100,70,100,70,48.55
1889,C,C. A. States,FREE,1,26000,4306,26000,4306,0.0
1889,C,China,DUTIABLE,208,2426579,298335,2391521,351346,133577.41
1889,C,China,FREE,22,2057116,410281,2057116,410281,0.0
1889,C,Danish West Indies,DUTIABLE,2,38314,9994,5164,1534,242.7
1889,C,Danish West Indies,FREE,1,12,90,12,90,0.0
1889,C,Denmark,DUTIABLE,7,75,1950,40,1947,566.89
1889,C,Denmark,FREE,2,0,1047,0,1047,0.0
1889,C,Dutch East Indies,DUTIABLE,11,1835963,47635,4396568,82405,61739.84
1889,C,Dutch East Indies,FREE,1,2636,514,2636,514,0.0
1889,C,Dutch W. Indies,DUTIABLE,4,742,158,860,198,232.7
1889,C,Dutch W. Indies,FREE,1,474674,648,474674,648,0.0
1889,C,E. Guiana,DUTIABLE,1,278376,68151,216210,53379,0.0
1889,C,Fr. West Indies,DUTIABLE,1,2940,132,2940,132,69.0
1889,C,France,DUTIABLE,697,4583067,1881729,4626357,1884427,844536.41
1889,C,France,FREE,91,700651,204842,700651,204859,0.0
1889,C,French West Indies,DUTIABLE,7,184595,6058,184595,6058,2662.79
1889,C,French West Indies,FREE,2,9061285,11660,9061285,11660,0.0
1889,C,Germany,DUTIABLE,781,45431501,3605701,41884418,3438422,1265438.46
1889,C,Germany,FREE,94,786117,246755,793346,249453,0.0
1889,C,Great Britain,,11,72280,31420,74308,32208,8273.0
1889,C,Great Britain,DUTIABLE,3059,108336169,31966752,108825242,32038042,9401644.17
1889,C,Great Britain,FREE,692,196961952,10096293,196977311,10097359,363.0
1889,C,Greece,DUTIABLE,9,4615872,169324,4067563,150847,41459.13
1889,C,Haiti,FREE,1,8500,1484,8500,1484,0.0
1889,C,Holland,DUTIABLE,60,488981,269591,442028,263319,756778.09
1889,C,Holland,FREE,14,617626,329541,676073,343543,0.0
1889,C,Italy,DUTIABLE,86,417023,137213,359709,108125,32443.2
1889,C,Italy,FREE,12,2261543,17987,2261543,17987,0.0
1889,C,Japan,DUTIABLE,167,3055279,88996,2819714,82072,23995.58
1889,C,Japan,FREE,21,6907460,1108969,6907460,1108969,0.0
1889,C,Mexico,DUTIABLE,1,106,108,77,77,173.25
1889,C,Mexico,FREE,3,2534,772,34,362,0.0
1889,C,N. Scotia,DUTIABLE,3,156717,5050,156717,5050,783.6
1889,C,Newfoundland,,1,30,18,30,18,3.0
1889,C,Newfoundland,DUTIABLE,38,39649,4223,31562,3131,1003.42
1889,C,Newfoundland,FREE,65,19872870,484734,19872870,484734,0.0
1889,C,Norway,DUTIABLE,20,10727,6683,10795,6934,1598.47
1889,C,Norway,FREE,4,224126,4051,224126,4051,0.0
1889,C,Norway and Sweden,FREE,1,0,116,0,116,0.0
1889,C,Persia,DUTIABLE,2,5461,198,10927,367,112.27
1889,C,Peru,DUTIABLE,1,33600,1286,25900,1001,359.1
1889,C,Portugal,DUTIABLE,58,45760,70614,42721,66797,36904.32
1889,C,Portugal,FREE,4,4294760,5288,4294760,5288,0.0
1889,C,Portuguese Possessions in Africa,DUTIABLE,1,40,130,40,130,57.4
1889,C,Portuguese possessions in Africa,DUTIABLE,1,0,219,0,219,76.65
1889,C,Roumania,FREE,1,0,100,0,100,0.0
1889,C,Russia,DUTIABLE,6,365,11828,365,11828,1698.58
1889,C,Russia,FREE,1,0,61,0,61,0.0
1889,C,Sandwich Islds,DUTIABLE,1,750,15,750,15,3.75
1889,C,Sandwich Isl’d,DUTIABLE,1,8000,36,8000,36,12.8
1889,C,Siam,DUTIABLE,1,4504397,40175,2665982,20926,3662.05
1889,C,Siam,FREE,1,2,239,2,239,0.0
1889,C,Sp. West Indies,DUTIABLE,5,585474,15493,939002,24678,16793.42
1889,C,Spain,DUTIABLE,116,5142824,390525,5231370,391839,185967.58
1889,C,Spain,FREE,9,5114550,15497,5114550,15497,0.0
1889,C,Spanish Possessions in Pacific Ocean,FREE,1,404,65,0,0,0.0
1889,C,Spanish West Indies,DUTIABLE,84,49992241,1800292,66557046,2168963,1337462.72
1889,C,Spanish West Indies,FREE,11,171496,40866,72214,14152,0.0
1889,C,Spanish possessions in Pacific Ocean,DUTIABLE,25,33644888,686812,45010411,906266,624686.96
1889,C,St. Pierre,DUTIABLE,33,2401990,87379,3384,1406,1075.72
1889,C,St. Pierre,FREE,6,2086,1736,2086,1736,0.0
1889,C,Sweden,DUTIABLE,6,4508,8270,4508,8270,1777.45
1889,C,Sweden,FREE,1,179,3192,179,3192,0.0
1889,C,Switzerland,DUTIABLE,75,39045,169044,44909,166740,38653.87
1889,C,Switzerland,FREE,1,0,150,0,150,0.0
1889,C,Turkey,DUTIABLE,15,2257327,131590,2093140,115865,32443.72
1889,C,Turkey,FREE,1,951,3702,951,3702,0.0
1889,C,U. S. Colombia,DUTIABLE,2,4825,188,4825,188,30.0
1889,C,U. S. Colombia,FREE,1,25514,5039,25514,5039,0.0
1889,C,U.S. Colombia,DUTIABLE,1,140,70,140,70,14.0
1889,C,United Sates,DUTIABLE,7,2618,5959,2618,5959,340.28
1889,C,United States,,9,55099,14136,54775,14963,5640.5
1889,C,United States,DUTIABLE,4210,125181261,34883898,96327750,29046894,7303039.09
1889,C,United States,FREE,1224,95766934,21647593,95679449,21677550,476.0
1889,C,Venezuela,FREE,1,427747,75216,427747,75216,0.0
1889,C,do do not testing over 75 degrees— Spanish possessions in Pacific Ocean,DUTIABLE,1,0,0,3113,48,36.32
