article_group,article,country,unit,flow,year,quantity,value,source,q_tier,v_tier,q_rank,v_rank
SUGAR,"Staves, of all Dimensions",Canada,,import,1894,542.0,1072.0,infonly,B,B,2,2
SUGAR,"Staves, of all Dimensions",Other British Possessions,,import,1894,24.0,110.0,infonly,B,B,2,2
ZINC,of other Sorts,Denmark,Barrels,import,1894,1884.0,5073.0,infonly,B,C,2,3
ZINC,of other Sorts,Germany,Barrels,import,1894,17513.0,36840.0,infonly,B,C,2,3
ZINC,of other Sorts,Holland,Barrels,import,1894,18020.0,43669.0,infonly,B,C,2,3
ZINC,of other Sorts,Belgium,Barrels,import,1894,3565.0,7482.0,infonly,B,C,2,3
ZINC,of other Sorts,Other Foreign Countries,Barrels,import,1894,508.0,1801.0,infonly,B,C,2,3
ZINC,of other Sorts,Channel Islands,Barrels,import,1894,77.0,150.0,infonly,B,C,2,3
ZINC,of other Sorts,Other British Possessions,Barrels,import,1894,23.0,85.0,infonly,B,C,2,3
ZINC,of other Sorts,Denmark,Barrels,import,1896,1407.0,4409.0,infonly,B,B,2,2
ZINC,of other Sorts,Germany,Barrels,import,1896,15014.0,33676.0,infonly,B,B,2,2
ZINC,of other Sorts,Holland,Barrels,import,1896,24066.0,57310.0,infonly,B,B,2,2
ZINC,of other Sorts,Belgium,Barrels,import,1896,2490.0,6004.0,infonly,B,B,2,2
ZINC,of other Sorts,Other Foreign Countries,Barrels,import,1896,379.0,1516.0,infonly,B,B,2,2
ZINC,of other Sorts,Channel Islands,Barrels,import,1896,98.0,235.0,infonly,B,B,2,2
ZINC,of other Sorts,Other British Possessions,Barrels,import,1896,59.0,146.0,infonly,B,B,2,2
ZINC,of other Sorts,Denmark,Barrels,import,1897,1681.0,5181.0,infonly,B,B,2,2
ZINC,of other Sorts,Germany,Barrels,import,1897,13501.0,33803.0,infonly,B,B,2,2
ZINC,of other Sorts,Holland,Barrels,import,1897,25656.0,59566.0,infonly,B,B,2,2
ZINC,of other Sorts,Belgium,Barrels,import,1897,2872.0,5850.0,infonly,B,B,2,2
ZINC,of other Sorts,Other Foreign Countries,Barrels,import,1897,810.0,2215.0,infonly,B,B,2,2
ZINC,of other Sorts,Channel Islands,Barrels,import,1897,107.0,207.0,infonly,B,B,2,2
ZINC,of other Sorts,Other British Possessions,Barrels,import,1897,32.0,114.0,infonly,B,B,2,2
COTTON MANUFACTURES,"Piece Goods, other than Muslins",Germany,Yards,import,1899,1362537.0,27127.0,infonly,B,C,2,3
COTTON MANUFACTURES,"Piece Goods, other than Muslins",France,Yards,import,1899,1797300.0,48070.0,infonly,B,C,2,3
COTTON MANUFACTURES,"Piece Goods, other than Muslins",United States of America,Yards,import,1899,18141801.0,227333.0,infonly,B,C,2,3
COTTON MANUFACTURES,"Piece Goods, other than Muslins",Canada,Yards,import,1899,826820.0,7625.0,infonly,B,C,2,3
COTTON MANUFACTURES,"Piece Goods, other than Muslins",Other British Possessions,Yards,import,1899,40400.0,579.0,infonly,B,C,2,3
FRUIT,Oranges,Germany,Bushels,import,1899,28590.0,10084.0,infonly,B,C,2,3
FRUIT,Oranges,France,Bushels,import,1899,24412.0,12071.0,infonly,B,C,2,3
FRUIT,Oranges,Portugal,Bushels,import,1899,121165.0,27642.0,infonly,B,C,2,3
FRUIT,Oranges,Azores,Bushels,import,1899,26011.0,4783.0,infonly,B,C,2,3
FRUIT,Oranges,Spain,Bushels,import,1899,7639555.0,1019035.0,infonly,B,C,2,3
FRUIT,Oranges,Canary Islands,Bushels,import,1899,10037.0,4442.0,infonly,B,C,2,3
FRUIT,Oranges,Italy,Bushels,import,1899,339489.0,80778.0,infonly,B,C,2,3
FRUIT,Oranges,"Turkey, Asiatic",Bushels,import,1899,253601.0,96088.0,infonly,B,C,2,3
FRUIT,Oranges,Egypt,Bushels,import,1899,76500.0,24210.0,infonly,B,C,2,3
FRUIT,Oranges,United States of America,Bushels,import,1899,7144.0,2071.0,infonly,B,C,2,3
FRUIT,Oranges,Brazil,Bushels,import,1899,4120.0,1274.0,infonly,B,C,2,3
FRUIT,Oranges,Other Foreign Countries,Bushels,import,1899,5340.0,1051.0,infonly,B,C,2,3
FRUIT,Oranges,Malta,Bushels,import,1899,4530.0,1505.0,infonly,B,C,2,3
FRUIT,Oranges,Australasia,Bushels,import,1899,17630.0,7705.0,infonly,B,C,2,3
IRON,"Pig, and puddled",Sweden,Tons,import,1898,60750.0,291548.0,infonly,B,B,2,2
IRON,"Bar, angle, bolt, and rod",Russia,Tons,import,1898,286.0,2230.0,infonly,B,B,2,2
IRON,"Bar, angle, bolt, and rod",Sweden,Tons,import,1897,55799.0,464195.0,infonly,B,C,2,3
IRON,"Manufactures of Iron or Steel: Girders, Beams, and Pillars",Holland,Tons,import,1899,12365.0,80718.0,infonly,B,B,2,2
IRON,"Manufactures of Iron or Steel: Girders, Beams, and Pillars",Belgium,Tons,import,1899,74471.0,492305.0,infonly,B,B,2,2
IRON,"Manufactures of Iron or Steel: Girders, Beams, and Pillars",United States of America,Tons,import,1899,8200.0,54904.0,infonly,B,B,2,2
IRON,"Manufactures of Iron or Steel: Girders, Beams, and Pillars",Other Foreign Countries,Tons,import,1899,371.0,3905.0,infonly,B,B,2,2
IRON,Manufactures of Iron or Steel: Tyres and axles,United States of America,Cwts,import,1895,1028.0,1634.0,infonly,B,C,2,3
IRON,Manufactures of Iron or Steel: Tyres and axles,United States of America,Cwts,import,1896,783.0,902.0,infonly,B,B,2,2
IRON,Manufactures of Iron or Steel: Tyres and axles,Germany,Cwts,import,1898,606.0,244.0,infonly,B,B,2,2
IRON,Manufactures of Iron or Steel: Tyres and axles,Holland,Cwts,import,1898,980.0,725.0,infonly,B,B,2,2
IRON,Manufactures of Iron or Steel: Tyres and axles,Belgium,Cwts,import,1898,32148.0,25197.0,infonly,B,B,2,2
IRON,Manufactures of Iron or Steel: Tyres and axles,United States of America,Cwts,import,1898,8818.0,11172.0,infonly,B,B,2,2
IRON,Manufactures of Iron or Steel: Tyres and axles,Other Foreign Countries,Cwts,import,1898,278.0,225.0,infonly,B,B,2,2
WOOLLEN YARN,Stuffs,Germany,Yards,import,1899,752757.0,69180.0,infonly,B,B,2,2
WOOLLEN YARN,Stuffs,Holland,Yards,import,1899,1591981.0,148550.0,infonly,B,B,2,2
WOOLLEN YARN,Stuffs,Belgium,Yards,import,1899,606459.0,57697.0,infonly,B,B,2,2
WOOLLEN YARN,Stuffs,France,Yards,import,1899,68227503.0,4673437.0,infonly,B,B,2,2
WOOLLEN YARN,Stuffs,United States of America,Yards,import,1899,18330.0,968.0,infonly,B,B,2,2
WOOLLEN YARN,Stuffs,Other Foreign Countries,Yards,import,1899,1200.0,29.0,infonly,B,B,2,2
"CARDS, PLAYING",Plums (French) and Prunelloes,France,Cwts,import,1899,16322.0,49555.0,infonly,B,B,2,2
"CARDS, PLAYING",Plums (French) and Prunelloes,Other Foreign Countries,Cwts,import,1899,776.0,1207.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,Norway,Proof Gallons,import,1899,641.0,60.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,Denmark,Proof Gallons,import,1899,23058.0,1505.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,Germany,Proof Gallons,import,1899,82375.0,11008.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,Holland,Proof Gallons,import,1899,24230.0,13204.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,France,Proof Gallons,import,1899,2250021.0,1090577.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,Spain,Proof Gallons,import,1899,46741.0,15586.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,Greece,Proof Gallons,import,1899,352.0,36.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,Cyprus,Proof Gallons,import,1899,409.0,73.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,Egypt,Proof Gallons,import,1899,7096.0,875.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,United States of America,Proof Gallons,import,1899,8388.0,1295.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,Other Foreign Countries,Proof Gallons,import,1899,2370.0,769.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,South Australia,Proof Gallons,import,1899,360.0,312.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,Victoria,Proof Gallons,import,1899,8383.0,2615.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,New South Wales,Proof Gallons,import,1899,150.0,152.0,infonly,B,B,2,2
"CARDS, PLAYING",Brandy,Other British Possessions,Proof Gallons,import,1899,1430.0,830.0,infonly,B,B,2,2
TOBACCO,Cavendish or Negrohead,Denmark,Lbs,import,1899,40.0,3.0,infonly,B,C,2,3
TOBACCO,Cavendish or Negrohead,Germany,Lbs,import,1899,805.0,25.0,infonly,B,C,2,3
TOBACCO,Cavendish or Negrohead,Holland,Lbs,import,1899,880.0,35.0,infonly,B,C,2,3
TOBACCO,Cavendish or Negrohead,United States of America,Lbs,import,1899,1238677.0,66221.0,infonly,B,C,2,3
TOBACCO,Cavendish or Negrohead,Other Foreign Countries,Lbs,import,1899,1047.0,60.0,infonly,B,C,2,3
TOBACCO,Cavendish or Negrohead,Australasia,Lbs,import,1899,506.0,32.0,infonly,B,C,2,3
TOBACCO,Cavendish or Negrohead,Canada,Lbs,import,1899,2417.0,244.0,infonly,B,C,2,3
TOBACCO,Cavendish or Negrohead,Other British Possessions,Lbs,import,1899,2150.0,128.0,infonly,B,C,2,3
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa : Straits Settlements,Tons,import,1872,1404.0,18266.0,subentry,B,B,2,2
CAOUTCHOUC,,West Coast of Africa (Foreign) : Portuguese Possessions,Cwts,import,1874,3027.0,25792.0,subentry,B,C,2,3
CAOUTCHOUC,,West Coast of Africa (Foreign) : Not particularly designated,Cwts,import,1874,13297.0,90937.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Portuguese Possessions,Tons,import,1874,720.0,11194.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Not particularly designated,Tons,import,1874,6002.0,86465.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Islands in the Pacific,Tons,import,1874,2462.0,39840.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Sierra Leone,Tons,import,1874,871.0,10266.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Australia,Tons,import,1874,189.0,2426.0,subentry,B,B,2,2
SEEDS,"Unenumerated, commonly used for expressing     Oil therefrom",British India : Bombay and Scinde,Quarters,import,1874,1053.0,3158.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Not particularly designated,Tons,import,1875,10084.0,135204.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Islands in the Pacific,Tons,import,1875,3429.0,49678.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : British West Africa,Tons,import,1875,2744.0,34561.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : The Gold Coast,Tons,import,1875,13732.0,200503.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Australia,Tons,import,1875,2788.0,39929.0,subentry,B,B,2,2
OIL,Palm,West Coast of Africa (Foreign) : Fer. ando Po,Cwts,import,1875,6822.0,11019.0,subentry,B,B,2,2
OIL,Palm,West Coast of Africa (Foreign) : Portuguese Possessions,Cwts,import,1875,4307.0,6978.0,subentry,B,B,2,2
OIL,Palm,West Coast of Africa (Foreign) : Not particularly designated,Cwts,import,1875,735736.0,1225831.0,subentry,B,C,2,3
OIL,Palm,West Coast of Africa (Foreign) : British West Africa,Cwts,import,1875,21638.0,34134.0,subentry,B,B,2,2
OIL,Palm,West Coast of Africa (Foreign) : The Gold Coast,Cwts,import,1875,123166.0,207897.0,subentry,B,B,2,2
OIL,Palm,West Coast of Africa (Foreign) : Other Countries,Cwts,import,1875,12893.0,22437.0,subentry,B,B,2,2
SUGAR,Unrefined of all Kinds,British India : Madras,Cwts,import,1875,379437.0,281617.0,subentry,B,B,2,2
CORN AND GRAIN,Barley,Russia : Northern Ports,Cwts,import,1876,6797.0,2775.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Portuguese Possessions,Tons,import,1876,218.0,3245.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Not particularly designated,Tons,import,1876,9497.0,131470.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Islands in the Pacific except Fiji,Tons,import,1876,2872.0,56096.0,subentry,B,C,2,3
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : British West Africa,Tons,import,1876,1940.0,24027.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : The Gold Coast,Tons,import,1876,12181.0,174945.0,subentry,B,B,2,2
NUTS AND KERNELS,Commonly used for expressing Oil therefrom,West Coast of Africa (Foreign) : Australia,Tons,import,1876,2853.0,52633.0,subentry,B,B,2,2
SEEDS,"Unenumerated, commonly used for expressing Oil therefrom",India : French Possessions,Quarters,import,1876,3000.0,6300.0,subentry,B,B,2,2
SEEDS,"Unenumerated, commonly used for expressing Oil therefrom",British India : Bombay and Scinde,Quarters,import,1876,6896.0,15527.0,subentry,B,B,2,2
SUGAR,Unrefined of all Kinds,British India : Madras,Cwts,import,1876,345655.0,324214.0,subentry,B,B,2,2
HORNS,Tips and Pieces of Horn and Hoofs,British India : Bombay and Scinde,Tons,import,1877,1098.0,47730.0,subentry,B,B,2,2
SUGAR,Unrefined of all Kinds,British India : Madras,Cwts,import,1877,332874.0,292213.0,subentry,B,B,2,2
CAOUTCHOUC,,British India : Bengal and Burmah,Cwts,import,1878,9260.0,63834.0,subentry,B,B,2,2
RICE,,British India : Bombay and Scinde,Cwts,import,1878,128216.0,75104.0,subentry,B,B,2,2
SUGAR,Unrefined of all Kinds,British India : Madras,Cwts,import,1878,234955.0,186091.0,subentry,B,B,2,2
TAR,"TEETH, Elephants', Sea Cow, and Sea Horse",East Coast of Africa : Native States,,import,1878,1115.0,60921.0,subentry,B,B,2,2
SILK,Knubs or Husks and Waste,British India : Bengal and Burmah,Cwts,import,1879,3427.0,29165.0,subentry,B,B,2,2
SUGAR,Unrefined of all Kinds,British India : Madras,Cwts,import,1879,150484.0,112411.0,subentry,B,B,2,2
OIL,Coco-nut,British India : Bombay and Scinde,,import,1880,6310.0,11226.0,subentry,B,B,2,2
"SKINS, FURS, AND PELTS","Goat, Undressed",British India : Bombay and Scinde,Number,import,1881,55714.0,6298.0,subentry,B,B,2,2
WOOL,Sheep and Lambs',British India : Bombay and Scinde,,import,1881,22188089.0,831515.0,subentry,B,B,2,2
SUGAR,Of all Kinds,British India : Madras,Cwts,import,1882,894524.0,646017.0,subentry,B,B,2,2
TIN,"In Blocks, Ingots, Bars, or Slabs",British India : Bombay and Seinde,Cwts,import,1882,5503.0,29500.0,subentry,B,B,2,2
COTTON MANUFACTURES,Other than Muslins,British India : Bombay,Yards,import,1883,800.0,20.0,subentry,B,B,2,2
COTTON MANUFACTURES,Other than Muslins,British India : Bengal,Yards,import,1883,18865.0,806.0,subentry,B,B,2,2
"FLAX, DRESSED OR UNDRESSED",Tow or Codilla of,British India : Bombay,Cwts,import,1883,116.0,104.0,subentry,B,C,2,3
GUM,Arabic,India : French Possessions,,import,1883,227.0,420.0,subentry,B,B,2,2
HATS OR BONNETS,Of other Materials,British India : Bengal,Number,import,1883,15971.0,907.0,subentry,B,B,2,2
"HEMP, DRESSED OR UNDRESSED",,British India : Bombay,Cwts,import,1883,26301.0,25701.0,subentry,B,B,2,2
"HEMP, DRESSED OR UNDRESSED",,Australasia : West Australia,Cwts,import,1883,744.0,1117.0,subentry,B,B,2,2
"HEMP, DRESSED OR UNDRESSED",,Australasia : New Zealand,Cwts,import,1883,13936.0,16256.0,subentry,B,C,2,3
JUTE,,British India : Bombay,,import,1883,1093.0,552.0,subentry,B,B,2,2
RICE,,British India : Bombay,,import,1883,28438.0,11709.0,subentry,B,B,2,2
WOOL,Sheep or Lambs,"Australasia : Islands in the Pacific, (except Fiji)",Lbs,import,1883,26992.0,983.0,subentry,B,B,2,2
CORN AND GRAIN,Beans,Australasia : New Zealand,Cwts,import,1884,38568.0,15125.0,subentry,B,B,2,2
GUM,Kowrie,Australasia : Victoria,Cwts,import,1884,31.0,208.0,subentry,B,B,2,2
GUM,Kowrie,Australasia : New South Wales,Cwts,import,1884,20.0,42.0,subentry,B,B,2,2
GUM,Kowrie,Australasia : New Zealand,Cwts,import,1884,62138.0,181878.0,subentry,B,B,2,2
GUM,Kowrie,Australasia : Other Countries,Cwts,import,1884,189.0,565.0,subentry,B,B,2,2
GUM,"Lac, Seed, Shell, Stick, and Dye",British India : Bombay and Scinde,Cwts,import,1884,1236.0,3483.0,subentry,B,B,2,2
GUM,"Lac, Seed, Shell, Stick, and Dye",British India : Madras,Cwts,import,1884,88.0,313.0,subentry,B,B,2,2
GUM,"Lac, Seed, Shell, Stick, and Dye",British India : Bengal and Burmah,Cwts,import,1884,106588.0,444016.0,subentry,B,B,2,2
GUM,"Lac, Seed, Shell, Stick, and Dye",British India : Straits Settlements,Cwts,import,1884,3921.0,10569.0,subentry,B,B,2,2
"HEMP, DRESSED OR UNDRESSED",,Australasia : New Zealand,Cwts,import,1884,16442.0,17254.0,subentry,B,B,2,2
WOOL,Sheep or Lambs',"Australasia : Islands in the Pacific, (except Fiji)",Lbs,import,1884,155362.0,7474.0,subentry,B,B,2,2
CAOUTCHOUC,,West Africa : Portuguese,,import,1885,2559.0,24465.0,subentry,B,B,2,2
CAOUTCHOUC,,West Africa : Not particularly desig- nated,,import,1885,15830.0,143297.0,subentry,B,B,2,2
CAOUTCHOUC,,East Coast of Africa : Portuguese,,import,1885,797.0,7600.0,subentry,B,B,2,2
CAOUTCHOUC,,East Coast of Africa : Native,,import,1885,4337.0,30756.0,subentry,B,B,2,2
CAOUTCHOUC,,East Coast of Africa : West Africa Settlements,,import,1885,6979.0,62384.0,subentry,B,B,2,2
CAOUTCHOUC,,East Coast of Africa : The Gold Coast (including Lagos),,import,1885,4636.0,35471.0,subentry,B,B,2,2
CAOUTCHOUC,,British East Indies : Bombay and Scinde,,import,1885,6122.0,51974.0,subentry,B,B,2,2
CAOUTCHOUC,,British East Indies : Bengal,,import,1885,5748.0,53899.0,subentry,B,B,2,2
CAOUTCHOUC,,British East Indies : Burmah,,import,1885,403.0,4001.0,subentry,B,B,2,2
CAOUTCHOUC,,British East Indies : Ceylon,,import,1885,20.0,94.0,subentry,B,B,2,2
CORN AND GRAIN,Barley,British East Indies : Bombay and Scinde,Cwts,import,1885,20329.0,5893.0,subentry,B,B,2,2
MEAL AND FLOUR,Wheat Meal or Flour,United States of America : On the Atlantic,Cwts,import,1885,10172849.0,5896409.0,subentry,B,B,2,2
MEAL AND FLOUR,Wheat Meal or Flour,United States of America : On the Pacific,Cwts,import,1885,1559054.0,929989.0,subentry,B,B,2,2
MEAL AND FLOUR,Wheat Meal or Flour,United States of America : Other Foreign Countries,Cwts,import,1885,23098.0,13262.0,subentry,B,B,2,2
MEAL AND FLOUR,Wheat Meal or Flour,British East Indies : Bombay and Scinde,Cwts,import,1885,4007.0,2386.0,subentry,B,B,2,2
COTTON,Yarn,British East Indies : Bombay and Scinde,Lbs,import,1885,4480.0,224.0,subentry,B,B,2,2
DRUGS,Opium,British East Indies : Bombay and Scinde,Lbs,import,1885,5786.0,3980.0,subentry,B,B,2,2
DRUGS,Opium,British East Indies : Other British Possessions,Lbs,import,1885,309.0,203.0,subentry,B,B,2,2
"DYE STUFFS, AND SUBSTANCES USED IN TANNING",Indigo,British East Indies : Bombay and Scinde,,import,1885,134.0,1818.0,subentry,B,B,2,2
"DYE STUFFS, AND SUBSTANCES USED IN TANNING",Indigo,British East Indies : Madras,,import,1885,17648.0,308007.0,subentry,B,B,2,2
"DYE STUFFS, AND SUBSTANCES USED IN TANNING",Indigo,British East Indies : Bengal,,import,1885,64629.0,1523743.0,subentry,B,B,2,2
"DYE STUFFS, AND SUBSTANCES USED IN TANNING",Indigo,British East Indies : Ceylon,,import,1885,1561.0,19124.0,subentry,B,B,2,2
"DYE STUFFS, AND SUBSTANCES USED IN TANNING",Indigo,British East Indies : Other British Possessions,,import,1885,7.0,94.0,subentry,B,C,2,3
"DYE STUFFS, AND SUBSTANCES USED IN TANNING","Madder, Madder Root, Garancine, and Munjeet",British East Indies : Bombay and Scinde,,import,1885,23.0,33.0,subentry,B,B,2,2
"DYE STUFFS, AND SUBSTANCES USED IN TANNING","Madder, Madder Root, Garancine, and Munjeet",British East Indies : Madras,,import,1885,164553.0,77422.0,subentry,B,B,2,2
"DYE STUFFS, AND SUBSTANCES USED IN TANNING","Madder, Madder Root, Garancine, and Munjeet",British East Indies : Bengal,,import,1885,16212.0,7922.0,subentry,B,B,2,2
"DYE STUFFS, AND SUBSTANCES USED IN TANNING","Madder, Madder Root, Garancine, and Munjeet",British East Indies : Ceylon,,import,1885,391.0,226.0,subentry,B,B,2,2
GUM,Kowrie,Australasia : New South Wales,Cwts,import,1885,19.0,73.0,subentry,B,C,2,3
GUM,Kowrie,Australasia : New Zealand,Cwts,import,1885,80956.0,253929.0,subentry,B,C,2,3
GUM,Kowrie,Australasia : Other British Possessions,Cwts,import,1885,1.0,2.0,subentry,B,C,2,3
GUTTA PERCHA,,British East Indies : Bombay and Scinde,Cwts,import,1885,21.0,137.0,subentry,B,B,2,2
GUTTA PERCHA,,British East Indies : Bengal,Cwts,import,1885,3.0,25.0,subentry,B,B,2,2
GUTTA PERCHA,,British East Indies : Straits Settlements,Cwts,import,1885,50810.0,323518.0,subentry,B,B,2,2
GUTTA PERCHA,,British East Indies : British Guiana,Cwts,import,1885,1149.0,9100.0,subentry,B,B,2,2
GUTTA PERCHA,,British East Indies : Other British Possessions,Cwts,import,1885,3.0,15.0,subentry,B,B,2,2
GUTTA PERCHA,Manufactures of,British East Indies : Madras,Cwts,import,1885,1.0,3.0,subentry,B,B,2,2
IVORY,,West Africa : Portuguese,,import,1885,145.0,6676.0,subentry,B,B,2,2
IVORY,,West Africa : Not distinguished,,import,1885,2418.0,117824.0,subentry,B,B,2,2
IVORY,,East Coast of Africa : Portuguese,,import,1885,47.0,2492.0,subentry,B,B,2,2
IVORY,,East Coast of Africa : Native,,import,1885,770.0,53262.0,subentry,B,B,2,2
IVORY,,East Coast of Africa : South Africa,,import,1885,240.0,10217.0,subentry,B,B,2,2
IVORY,Vegetable,Australasia : New South Wales,Cwts,import,1885,140.0,112.0,subentry,B,B,2,2
LIQUORICE,,British East Indies : Bombay and Scinde,,import,1885,8.0,32.0,subentry,B,B,2,2
LIQUORICE,,Australasia : New South Wales,,import,1885,1.0,3.0,subentry,B,B,2,2
FISH,"Train, or Blubber",Whale Fisheries : Northern,Tuns,import,1885,956.0,17658.0,subentry,B,C,2,3
FISH,Castor,British East Indies : Madras,Cwts,import,1885,5720.0,7838.0,subentry,B,C,2,3
FISH,Castor,British East Indies : Bengal,Cwts,import,1885,102318.0,148307.0,subentry,B,B,2,2
FISH,Coco-nut,British East Indies : Bombay and Scinde,Cwts,import,1885,2630.0,4709.0,subentry,B,B,2,2
FISH,Coco-nut,British East Indies : Madras,Cwts,import,1885,79295.0,123010.0,subentry,B,B,2,2
FISH,Coco-nut,British East Indies : Ceylon,Cwts,import,1885,87438.0,125347.0,subentry,B,B,2,2
FISH,,West Africa : French,,import,1885,8798.0,12161.0,subentry,B,B,2,2
FISH,,West Africa : Portuguese,,import,1885,745.0,977.0,subentry,B,B,2,2
FISH,,West Africa : Not designated,,import,1885,486113.0,649147.0,subentry,B,B,2,2
FISH,,West Africa : West Africa Settlements,,import,1885,14602.0,18551.0,subentry,B,B,2,2
FISH,,West Africa : The Gold Coast (including     Lagos),,import,1885,357810.0,486385.0,subentry,B,B,2,2
"POULTRY AND GAME (ALIVE OR DEAD), INCLUDING RABBITS",RICH,British East Indies : Bombay and Scinde,Cwts,import,1885,9228.0,4685.0,subentry,B,B,2,2
"POULTRY AND GAME (ALIVE OR DEAD), INCLUDING RABBITS",RICH,British East Indies : Madras,Cwts,import,1885,11538.0,4101.0,subentry,B,B,2,2
"POULTRY AND GAME (ALIVE OR DEAD), INCLUDING RABBITS",RICH,British East Indies : Bengal,Cwts,import,1885,934832.0,410592.0,subentry,B,B,2,2
"POULTRY AND GAME (ALIVE OR DEAD), INCLUDING RABBITS",RICH,British East Indies : Straits Settlements,Cwts,import,1885,11967.0,4007.0,subentry,B,B,2,2
"POULTRY AND GAME (ALIVE OR DEAD), INCLUDING RABBITS",RICH,British East Indies : Other British Possessions,Cwts,import,1885,1606.0,596.0,subentry,B,B,2,2
ROSIN,SAGO and SAGO FLOUR,British East Indies : Straits Settlements,Cwts,import,1885,362035.0,181474.0,subentry,B,B,2,2
SALTPETRE (NITRATE OF POTASH),,British East Indies : Bombay and Scinde,Cwts,import,1885,378.0,217.0,subentry,B,B,2,2
SALTPETRE (NITRATE OF POTASH),,British East Indies : Bengal,Cwts,import,1885,225277.0,175700.0,subentry,B,B,2,2
COTTON,Rape,British East Indies : Bombay and Scinde,Quarters,import,1885,25040.0,47776.0,subentry,B,B,2,2
COTTON,Rape,British East Indies : Madras,Quarters,import,1885,16107.0,30120.0,subentry,B,B,2,2
COTTON,Rape,British East Indies : Bengal,Quarters,import,1885,319063.0,603201.0,subentry,B,B,2,2
COTTON,Flax or Linseed,British East Indies : Bombay and Scinde,,import,1885,527075.0,1167250.0,subentry,B,C,2,3
COTTON,Flax or Linseed,British East Indies : Bengal,,import,1885,1031641.0,2161343.0,subentry,B,B,2,2
COTTON,Flax or Linseed,British East Indies : British West India Islands,,import,1885,3780.0,8000.0,subentry,B,B,2,2
COTTON,Flax or Linseed,British East Indies : Other British Possessions,,import,1885,598.0,1295.0,subentry,B,B,2,2
SPICES,"Cane, and other sorts",British East Indies : Madras,Cwts,import,1885,764895.0,398555.0,subentry,B,B,2,2
SPICES,"Cane, and other sorts",British East Indies : Bengal,Cwts,import,1885,3468.0,2400.0,subentry,B,B,2,2
SPICES,"Cane, and other sorts",British East Indies : Straits Settlements,Cwts,import,1885,81024.0,44585.0,subentry,B,B,2,2
SPICES,"Cane, and other sorts",British East Indies : Ceylon,Cwts,import,1885,225.0,112.0,subentry,B,B,2,2
SPICES,"Cane, and other sorts",British East Indies : Hong Kong,Cwts,import,1885,14679.0,5644.0,subentry,B,B,2,2
SPICES,"Cane, and other sorts : Total of",British East Indies : Madras,Cwts,import,1885,764895.0,398555.0,subentry,B,B,2,2
SPICES,"Cane, and other sorts : Total of",British East Indies : Bengal,Cwts,import,1885,3468.0,2400.0,subentry,B,B,2,2
SPICES,"Cane, and other sorts : Total of",British East Indies : Straits Settlements,Cwts,import,1885,81024.0,44585.0,subentry,B,B,2,2
SPICES,"Cane, and other sorts : Total of",British East Indies : Ceylon,Cwts,import,1885,225.0,112.0,subentry,B,B,2,2
