gbp,verdict,measure,group,article,year,unit,winner,tier,favours,origin_sum,n_origins,origin_ratio,spread_pct,n_readings,candidates,commodity
34259126,,value,corn grain and meal,wheat,1882,GBP,34259126,B,,0,0,0.0,8.76,6,"34,259,126 [5: as_1882/ch,as_1883/ch,as_1884/ch,as_1886/ch,as_1886/inf] | 31,259,126 [1: as_1885/ch]",
34170221,,value,corn grain and meal,total,1870,GBP,34170221,B,,0,0,0.0,88.73,9,"34,170,221 [6: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf] | 303,257,493 [2: as_1872/ch,as_1873/ch] | 303,257,193 [1: as_1874/ch]",
34125554,,value,,cotton raw,1898,GBP,34125554,A,,0,0,0.0,44.31,8,"34,125,554 [6: as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1901/ch,tn_1901/inf] | 19,004,896 [2: as_1898/inf,tn_1899/inf]",
33885137,,value,corn grain and meal,wheat,1877,GBP,33885137,B,,0,0,0.0,0.0,6,"33,885,437 [4: as_1877/ch,as_1878/ch,as_1879/ch,as_1881/ch] | 33,885,137 [2: as_1880/ch,as_1880/inf]",
33519549,origins-confirm-winner,quantity,cotton,raw,1878,,11967679,A,,11967679,16,1.0,0.08,8,"11,967,679 [7: as_1878/ch,as_1878/inf,as_1879/ch,as_1880/ch,as_1881/ch,as_1881/inf,as_1882/ch] | 11,957,679 [1: as_1882/inf]",Cotton — Raw
33519549,,value,,cotton raw,1878,GBP,33519549,B,,0,0,0.0,0.03,8,"33,519,549 [5: as_1878/ch,as_1879/ch,as_1879/inf,as_1880/inf,as_1881/ch] | 33,510,549 [2: as_1882/ch,as_1882/inf] | 33,519,519 [1: as_1880/ch]",
32944311,,value,,cotton raw,1894,GBP,32944341,B,,0,0,0.0,51.54,11,"32,944,341 [7: as_1894/ch,as_1895/ch,as_1896/ch,as_1896/inf,as_1898/ch,tn_1895/ch,tn_1899/ch] | 32,941,341 [2: as_1894/inf,tn_1895/inf] | 15,965,326 [2: as_1898/inf,tn_1899/inf]",
32944311,origins-confirm-winner,quantity,,cotton raw,1894,Cuts.,15965326,B,,15832152,25,0.9917,0.06,4,"15,965,326 [3: as_1896/ch,as_1898/ch,tn_1899/ch] | 15,955,326 [1: as_1896/inf]",Cotton — Raw
32944311,origins-confirm-winner,quantity,cotton,raw,1894,Lbs.,15965326,B,,15832152,25,0.9917,0.0,4,"15,965,326 [3: as_1894/ch,as_1895/ch,tn_1895/ch] | 15,965,826 [1: tn_1895/inf]",Cotton — Raw
32195172,,value,,cotton raw,1897,GBP,32195172,A,,0,0,0.0,52.18,8,"32,195,172 [6: as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1901/ch,tn_1901/inf] | 15,394,289 [2: as_1898/inf,tn_1899/inf]",
32195172,,quantity,,cotton raw,1897,Ccts.,15394289,B,,27718288,26,1.8006,0.0,6,"15,394,289 [5: as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch,tn_1901/inf] | 15,394,239 [1: tn_1901/ch]",Cotton — Raw
31531535,origins-confirm-winner,quantity,corn grain and meal,wheat,1881,Cwts.,57147933,A,,57147933,11,1.0,14.89,9,"57,147,933 [8: as_1881/ch,as_1881/inf,as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf] | 67,147,933 [1: as_1885/ch]",Corn And Grain — Wheat
31531535,,value,corn grain and meal,wheat,1881,GBP,31531535,B,,0,0,0.0,0.0,5,"31,531,535 [4: as_1882/ch,as_1883/ch,as_1884/ch,as_1885/ch] | 31,531,335 [1: as_1881/ch]",
30654912,,value,,cotton raw,1893,GBP,30684942,B,,0,0,0.0,0.0,8,"30,684,942 [5: as_1894/ch,as_1895/ch,as_1896/ch,as_1896/inf,tn_1895/ch] | 30,684,912 [3: as_1893/ch,as_1894/inf,tn_1895/inf]",
30654912,,value,cotton,raw,1893,GBP,30654912,C,,0,0,0.0,0.1,2,"30,654,912 [1: as_1897/ch] | 30,684,912 [1: as_1897/inf]",
30621711,origins-confirm-winner,quantity,corn grain and meal,wheat,1880,Cwts.,55261924,A,,55261924,11,1.0,0.0,10,"55,261,924 [9: as_1880/ch,as_1880/inf,as_1881/ch,as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf] | 55,261,921 [1: as_1881/inf]",Corn And Grain — Wheat
30429428,,value,,cotton raw,1895,GBP,30429428,A,,0,0,0.0,48.45,9,"30,429,428 [7: as_1895/ch,as_1896/ch,as_1896/inf,as_1898/ch,as_1899/ch,as_1899/inf,tn_1899/ch] | 15,687,881 [2: as_1898/inf,tn_1899/inf]",
29448204,,value,corn grain and meal,wheat,1891,GBP,29448204,A,,0,0,0.0,0.0,9,"29,448,204 [6: as_1891/ch,as_1891/inf,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 29,448,201 [2: as_1892/ch,as_1895/ch] | 29,448,261 [1: as_1893/ch]",
28679221,,value,spices,pepper,1888,GBP,28679221,B,,0,0,0.0,96.8,8,"917,800 [6: as_1888/ch,as_1889/ch,as_1889/inf,as_1890/ch,as_1891/ch,as_1892/ch] | 28,679,221 [2: as_1888/ch,as_1888/inf]",
28538746,origins-confirm-winner,quantity,corn grain and meal,wheat,1873,Cuts.,43863098,A,,43863098,17,1.0,0.68,10,"43,863,098 [9: as_1873/ch,as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf] | 43,563,098 [1: as_1874/inf]",Corn And Grain — Wheat
27433444,origins-confirm-winner,quantity,corn grain and meal,wheat,1878,Cwts.,49906484,A,,49906424,15,1.0,0.0,9,"49,906,484 [8: as_1878/ch,as_1878/inf,as_1879/ch,as_1880/ch,as_1880/inf,as_1881/ch,as_1882/ch,as_1882/inf] | 49,906,184 [1: as_1881/inf]",Corn And Grain — Wheat
27433444,,value,corn grain and meal,wheat,1878,GBP,27433444,B,,0,0,0.0,1.09,6,"27,433,444 [5: as_1878/ch,as_1879/ch,as_1880/ch,as_1880/inf,as_1882/ch] | 27,133,444 [1: as_1881/ch]",
26930764,,quantity,wool,sheep and lambs,1890,Lbs,629236269,B,,1171540985,36,1.8618,0.0,5,"629,236,209 [3: as_1891/ch,as_1891/inf,as_1892/ch] | 629,236,269 [2: as_1890/ch,as_1890/inf]",Wool — Sheep Or Lambs'
26930764,,value,wool,sheep and lambs,1890,GBP,26930764,B,,0,0,0.0,3.37,9,"26,930,764 [5: as_1890/ch,as_1891/ch,as_1892/ch,as_1893/ch,as_1893/inf] | 26,939,764 [2: as_1894/ch,tn_1895/ch] | 26,030,764 [2: as_1894/inf,tn_1895/inf]",
26194310,origins-confirm-winner,quantity,wool,sheep and lambs,1880,Lbs,460960907,A,,460960907,19,1.0,13.02,8,"460,960,907 [5: as_1881/ch,as_1881/inf,as_1883/ch,as_1884/ch,as_1884/inf] | 400,960,907 [3: as_1880/ch,as_1882/ch,as_1882/inf]",Wool — Sheep Or Lambs'
26169185,,value,corn grain and meal,wheat,1872,GBP,26169185,B,,0,0,0.0,3.82,5,"26,169,185 [3: as_1872/ch,as_1875/ch,as_1876/ch] | 26,169,183 [1: as_1873/ch] | 25,169,185 [1: as_1874/ch]",
26042283,,value,wool,sheep and lambs,1884,GBP,26042283,A,,0,0,0.0,94.98,10,"26,042,283 [6: as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1887/inf,as_1888/ch] | 26,012,283 [1: as_1884/ch] | 26,012,293 [1: as_1884/inf] | 513,637,800 [1: as_1888/ch] | 518,637,800 [1: as_1888/inf]",
26025960,,quantity,wool,sheep or lambs wool,1895,Lbs.,770955203,B,,0,0,0.0,99.79,5,"770,955,203 [2: as_1897/ch,as_1899/ch] | 779,955,203 [2: as_1898/ch,tn_1899/ch] | 1,630,266 [1: as_1897/inf]",AMBIGUOUS
26025960,,value,wood,sheep or lambs wool,1895,GBP,26025960,B,,0,0,0.0,96.62,4,"26,025,960 [2: as_1898/ch,tn_1899/ch] | 770,955,203 [2: as_1898/inf,tn_1899/inf]",
26025960,,value,wool,sheep or lambs wool,1895,GBP,26025960,C,,0,0,0.0,96.62,2,"26,025,960 [1: as_1899/ch] | 770,955,203 [1: as_1899/inf]",
25842311,origins-confirm-winner,quantity,wool,sheep and lambs,1881,Lbs,447521441,A,,444735393,17,0.9938,6.7,9,"447,521,441 [7: as_1881/ch,as_1882/ch,as_1882/inf,as_1883/ch,as_1884/ch,as_1884/inf,as_1885/ch] | 417,521,441 [2: as_1881/inf,as_1885/inf]",Wool — Sheep Or Lambs'
25842311,,value,wool,sheep and lambs,1881,GBP,25842311,A,,0,0,0.0,1.16,9,"25,842,311 [7: as_1881/ch,as_1882/ch,as_1882/inf,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch] | 25,542,311 [1: as_1883/ch] | 25,812,311 [1: as_1885/inf]",
25758928,,value,wool,goats wool mohair,1895,GBP,25758928,B,,0,0,0.0,94.65,4,"25,758,928 [3: as_1898/inf,as_1899/inf,tn_1899/inf] | 1,378,992 [1: as_1899/ch]",
25236932,,value,corn grain and meal,wheat,1874,GBP,25236932,B,,0,0,0.0,0.0,5,"25,236,932 [4: as_1875/ch,as_1876/ch,as_1877/ch,as_1878/ch] | 25,236,032 [1: as_1874/ch]",
24958346,,value,wood,sheep or lambs wool,1896,GBP,24958346,B,,0,0,0.0,96.5,4,"24,958,346 [2: as_1898/ch,tn_1899/ch] | 713,575,173 [2: as_1898/inf,tn_1899/inf]",
24958346,,value,wool,sheep or lambs wool,1896,GBP,24958346,B,,0,0,0.0,96.5,4,"24,958,346 [3: as_1899/ch,tn_1901/ch,tn_1901/inf] | 713,575,173 [1: as_1899/inf]",
24865638,,value,wool,sheep and lambs,1883,GBP,24865638,A,,0,0,0.0,12.06,9,"24,865,638 [7: as_1883/ch,as_1883/inf,as_1884/ch,as_1885/ch,as_1886/ch,as_1887/ch,as_1887/inf] | 21,865,638 [2: as_1884/inf,as_1885/inf]",
24865638,,quantity,wool,sheep and lambs,1883,Lbs.,494428802,B,,842386914,42,1.7038,0.61,7,"494,428,802 [6: as_1883/ch,as_1884/ch,as_1884/inf,as_1885/ch,as_1886/ch,as_1887/ch] | 491,428,802 [1: as_1885/inf]",Wool — Sheep Or Lambs'
24857902,,value,corn grain and meal,wheat,1892,GBP,24857902,A,,0,0,0.0,1.21,9,"24,857,902 [8: as_1892/ch,as_1894/ch,as_1894/inf,as_1895/ch,as_1896/ch,as_1896/inf,tn_1895/ch,tn_1895/inf] | 24,557,902 [1: as_1893/ch]",
24791169,,value,wood,sheep or lambs wool,1894,GBP,24791169,B,,0,0,0.0,96.46,4,"24,791,169 [2: as_1898/ch,tn_1899/ch] | 700,550,262 [2: as_1898/inf,tn_1899/inf]",
24791160,,quantity,wool,sheep or lambs wool,1894,Lbs.,799559262,B,,1390407293,42,1.739,99.77,4,"799,559,262 [2: as_1898/ch,tn_1899/ch] | 700,550,262 [1: as_1897/ch] | 1,869,766 [1: as_1897/inf]",Wool — Sheep Or Lambs'
24745493,origins-confirm-winner,quantity,wool,sheep and lambs,1882,Lbs,484930324,B,,484930324,20,1.0,2.45,8,"484,930,324 [4: as_1883/ch,as_1884/ch,as_1884/inf,as_1886/ch] | 484,030,324 [1: as_1882/ch] | 494,030,321 [1: as_1882/inf] | 481,930,324 [1: as_1885/ch] | 481,930,321 [1: as_1885/inf]",Wool — Sheep Or Lambs'
24745493,,value,wool,sheep and lambs,1882,GBP,24745493,A,,0,0,0.0,0.0,9,"24,745,493 [8: as_1882/ch,as_1882/inf,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1886/ch] | 24,745,193 [1: as_1885/inf]",
24438898,,value,wool,sheep and lambs,1893,GBP,24438898,A,,0,0,0.0,0.02,8,"24,438,898 [6: as_1893/ch,as_1893/inf,as_1894/inf,as_1895/ch,as_1895/inf,tn_1895/inf] | 24,433,898 [2: as_1894/ch,tn_1895/ch]",
24438898,,quantity,wool,sheep or lambs wool,1893,Lbs.,672763274,C,,0,0,0.0,99.7,2,"672,763,274 [1: as_1897/ch] | 1,986,986 [1: as_1897/inf]",AMBIGUOUS
24436871,,value,wood,sheep or lambs wool,1897,GBP,24436871,B,,0,0,0.0,96.68,4,"24,436,871 [2: as_1898/ch,tn_1899/ch] | 735,627,420 [2: as_1898/inf,tn_1899/inf]",
24436871,,value,wool,sheep or lambs wool,1897,GBP,24436871,B,,0,0,0.0,96.68,4,"24,436,871 [3: as_1899/ch,tn_1901/ch,tn_1901/inf] | 735,627,420 [1: as_1899/inf]",
24238759,,value,wool,sheep and lambs,1887,GBP,24238759,B,,0,0,0.0,95.77,9,"24,238,759 [6: as_1887/ch,as_1887/inf,as_1888/ch,as_1889/inf,as_1890/ch,as_1891/ch] | 573,180,904 [2: as_1888/ch,as_1888/inf] | 24,233,759 [1: as_1889/ch]",
24238759,,quantity,wool,sheep and lambs,1887,Lbs.,573180904,A,,1059285959,36,1.8481,35.57,7,"573,180,904 [5: as_1887/ch,as_1889/ch,as_1889/inf,as_1891/ch,as_1891/inf] | 579,180,904 [1: as_1890/ch] | 373,180,904 [1: as_1890/inf]",Wool — Sheep Or Lambs'
24203137,origins-confirm-winner,quantity,wool,sheep and lambs,1877,Lbs.,406369953,A,,406376933,23,1.0,0.0,9,"406,369,953 [8: as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf,as_1879/ch,as_1879/inf,as_1881/ch,as_1881/inf] | 406,369,955 [1: as_1880/ch]",Wool — Sheep Or Lambs'
23750513,,quantity,corn grain and meal,other kinds of corn and grain,1876,Cwts.,67336243,A,,0,0,0.0,14.85,9,"67,336,243 [8: as_1876/ch,as_1876/inf,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf,as_1880/ch,as_1880/inf] | 57,336,243 [1: as_1879/ch]",Corn And Grain — Other Kinds Of Corn And Grain
23714771,,value,wool,sheep or lambs wool,1899,GBP,23714771,B,,0,0,0.0,96.43,4,"23,714,771 [3: as_1899/ch,tn_1901/ch,tn_1901/inf] | 663,351,817 [1: as_1899/inf]",
23586901,,quantity,wool,sheep or lambs wool,1898,Lbs.,694701454,B,,1346271884,47,1.9379,0.76,5,"694,701,454 [3: as_1899/ch,tn_1901/ch,tn_1901/inf] | 689,446,139 [2: as_1898/ch,tn_1899/ch]",Wool — Sheep Or Lambs'
23586901,,value,wool,sheep or lambs wool,1898,GBP,23586901,B,,0,0,0.0,96.6,4,"23,586,901 [3: as_1899/ch,tn_1901/ch,tn_1901/inf] | 694,701,454 [1: as_1899/inf]",
23583844,,value,corn grain and meal,wheat,1890,GBP,23583844,B,,0,0,0.0,0.21,9,"23,583,844 [5: as_1890/ch,as_1891/ch,as_1891/inf,as_1892/ch,as_1893/ch] | 23,533,844 [2: as_1894/ch,tn_1895/ch] | 23,583,544 [2: as_1894/inf,tn_1895/inf]",
23437188,,value,wood,sheep or lambs wool,1898,GBP,23437188,B,,0,0,0.0,96.6,4,"23,437,188 [2: as_1898/ch,tn_1899/ch] | 689,446,139 [2: as_1898/inf,tn_1899/inf]",
23363503,,value,corn grain meal and flour,wheat,1897,GBP,23363503,C,,0,0,0.0,0.0,2,"23,363,503 [1: as_1897/ch] | 23,363,303 [1: as_1897/inf]",
23318883,,quantity,corn grain and meal,wheat,1871,Cuts.,39389803,A,,0,0,0.0,0.0,8,"39,389,803 [7: as_1872/ch,as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf] | 39,389,503 [1: as_1874/inf]",Corn And Grain — Wheat
23318883,,value,corn grain and meal,wheat,1871,GBP,23318883,B,,0,0,0.0,0.0,4,"23,318,883 [3: as_1872/ch,as_1873/ch,as_1875/ch] | 23,318,583 [1: as_1874/ch]",
23214554,,value,wool,sheep and lambs,1876,GBP,23214554,B,,0,0,0.0,0.13,7,"23,244,554 [3: as_1877/ch,as_1878/ch,as_1879/ch] | 23,214,554 [2: as_1876/ch,as_1876/inf] | 23,241,554 [2: as_1880/ch,as_1880/inf]",
23178011,origins-confirm-winner,quantity,corn grain and meal,wheat,1876,Cwts.,44454657,A,,44554637,18,1.0022,0.68,9,"44,454,657 [7: as_1876/ch,as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf,as_1879/ch,as_1880/ch] | 44,154,657 [1: as_1876/inf] | 44,151,657 [1: as_1880/inf]",Corn And Grain — Wheat
22880450,,value,wool,goats wool mohair,1897,GBP,22880450,B,,0,0,0.0,93.95,4,"22,880,450 [3: as_1898/inf,as_1899/inf,tn_1899/inf] | 1,383,154 [1: as_1899/ch]",
22786563,,value,wool,sheep and lambs,1878,GBP,22786563,B,,0,0,0.0,0.35,7,"22,786,563 [5: as_1878/ch,as_1879/ch,as_1880/ch,as_1880/inf,as_1881/ch] | 22,706,563 [2: as_1882/ch,as_1882/inf]",
22693787,,value,corn grain and meal,other kinds of corn and grain,1877,GBP,22693787,B,,0,0,0.0,0.0,6,"22,693,787 [5: as_1877/ch,as_1878/ch,as_1879/ch,as_1880/ch,as_1880/inf] | 22,693,757 [1: as_1881/ch]",
22388028,,value,wool,sheep and lambs,1886,GBP,22388028,A,,0,0,0.0,96.22,9,"22,388,028 [7: as_1886/ch,as_1887/ch,as_1887/inf,as_1888/ch,as_1889/ch,as_1889/inf,as_1890/ch] | 592,544,221 [2: as_1888/ch,as_1888/inf]",
22388028,,quantity,wool,sheep and lambs,1886,Lbs.,592544221,B,,1092553784,33,1.8438,33.75,6,"592,544,221 [5: as_1886/ch,as_1887/ch,as_1889/ch,as_1889/inf,as_1890/ch] | 392,544,221 [1: as_1890/inf]",Wool — Sheep Or Lambs'
21678989,,value,corn grain meal and flour,wheat,1896,GBP,21678989,C,,0,0,0.0,0.0,2,"21,678,989 [1: as_1897/ch] | 21,678,959 [1: as_1897/inf]",
21381441,origins-confirm-winner,quantity,sugar,raw,1877,Cwts.,16620944,A,,16619954,31,0.9999,0.0,9,"16,620,944 [8: as_1877/ch,as_1877/inf,as_1878/ch,as_1878/inf,as_1879/ch,as_1879/inf,as_1880/ch,as_1881/ch] | 16,620,914 [1: as_1881/inf]","Sugar — Unrefined, Total"
21337918,origins-confirm-winner,quantity,corn grain and meal,wheat,1887,Ccts.,55802518,B,,55799518,24,0.9999,0.0,7,"55,802,518 [6: as_1887/ch,as_1888/ch,as_1889/ch,as_1890/inf,as_1891/ch,as_1891/inf] | 55,802,618 [1: as_1889/inf]",Corn And Grain — Wheat
21305074,,quantity,corn grain and meal,other kinds of corn and grain,1878,Cwts.,72689753,A,,0,0,0.0,0.04,9,"72,689,753 [8: as_1878/ch,as_1878/inf,as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf,as_1882/ch,as_1882/inf] | 72,659,753 [1: as_1879/ch]",Corn And Grain — Other Kinds Of Corn And Grain
21305074,,value,corn grain and meal,other kinds of corn and grain,1878,GBP,21305074,B,,0,0,0.0,12.35,6,"24,305,074 [3: as_1878/ch,as_1879/ch,as_1881/ch] | 21,305,074 [2: as_1880/ch,as_1880/inf] | 21,303,074 [1: as_1882/ch]",
21214014,,value,corn grain and meal,other kinds of corn and grain,1892,GBP,21214014,A,,0,0,0.0,0.0,9,"21,214,014 [5: as_1893/ch,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 21,214,044 [4: as_1892/ch,as_1895/ch,as_1896/ch,as_1896/inf]",
21190169,,value,corn grain and meal,other kinds of corn and grain,1894,GBP,21190169,A,,0,0,0.0,0.01,7,"21,190,169 [6: as_1894/ch,as_1894/inf,as_1896/ch,as_1896/inf,tn_1895/ch,tn_1895/inf] | 21,193,169 [1: as_1895/ch]",
21070028,,value,corn grain and meal,wheat,1893,GBP,21070028,B,,0,0,0.0,0.0,8,"21,070,028 [6: as_1893/ch,as_1894/inf,as_1895/ch,as_1896/ch,as_1896/inf,tn_1895/inf] | 21,070,928 [2: as_1894/ch,tn_1895/ch]",
20952520,,quantity,wool,sheep and lambs,1885,Lbs.,501130837,A,,931525539,31,1.8588,0.0,6,"501,130,837 [5: as_1885/ch,as_1885/inf,as_1886/ch,as_1889/ch,as_1889/inf] | 501,130,337 [1: as_1887/ch]",Wool — Sheep Or Lambs'
20952520,,value,wool,sheep and lambs,1885,GBP,20952520,A,,0,0,0.0,95.82,10,"20,952,520 [8: as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1887/inf,as_1888/ch,as_1889/ch,as_1889/inf] | 501,130,837 [2: as_1888/ch,as_1888/inf]",
20938366,,quantity,corn grain and meal,other kinds of corn and grain,1872,Cuts.,55637572,A,,0,0,0.0,0.0,10,"55,637,572 [9: as_1872/inf,as_1873/ch,as_1873/inf,as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 55,637,672 [1: as_1872/ch]",Corn And Grain — Other Kinds Of Corn And Grain
20645058,,value,corn grain and meal,other kinds of corn and grain,1875,GBP,20645058,B,,0,0,0.0,0.0,5,"20,645,058 [4: as_1875/ch,as_1876/ch,as_1877/ch,as_1879/ch] | 20,645,055 [1: as_1878/ch]",
20611560,,value,wool,goats wool mohair,1898,GBP,20611560,B,,0,0,0.0,93.02,4,"20,611,560 [2: as_1898/inf,tn_1899/inf] | 1,480,398 [1: as_1899/ch] | 21,198,515 [1: as_1899/inf]",
20611560,,quantity,wool,goats wool mohair,1898,„,20611569,B,,0,0,0.0,2.77,3,"20,611,569 [2: as_1898/ch,tn_1899/ch] | 21,198,515 [1: as_1899/ch]","Wool — Goats' Wool, Mohair"
20561202,,value,corn grain and meal,other kinds of corn and grain,1890,GBP,20561202,A,,0,0,0.0,73.88,9,"20,561,202 [8: as_1891/ch,as_1891/inf,as_1892/ch,as_1893/ch,as_1894/ch,as_1894/inf,tn_1895/ch,tn_1895/inf] | 78,710,478 [1: as_1890/ch]",
20561202,,quantity,corn grain and meal,other kinds of corn and grain,1890,Cuts.,78710478,A,,0,0,0.0,0.0,10,"78,710,478 [7: as_1890/inf,as_1891/ch,as_1891/inf,as_1892/ch,as_1892/inf,as_1893/ch,as_1893/inf] | 78,710,473 [3: as_1894/ch,tn_1895/ch,tn_1895/inf]",Corn And Grain — Other Kinds Of Corn And Grain
20558584,,value,wool,sheep and lambs,1874,GBP,20558584,B,,0,0,0.0,1.45,8,"20,558,584 [6: as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1877/ch,as_1878/ch] | 20,358,584 [1: as_1874/ch] | 20,658,584 [1: as_1876/inf]",
20473237,,value,sugar,unrefined,1883,GBP,20473237,A,,0,0,0.0,0.0,9,"20,473,237 [7: as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf,as_1886/ch,as_1887/ch,as_1887/inf] | 20,473,287 [2: as_1883/ch,as_1883/inf]",
20251865,,quantity,sugar,raw,1881,Cwts,15651383,C,,0,0,0.0,16.08,2,"15,651,383 [1: as_1881/ch] | 18,651,383 [1: as_1881/inf]",
20251865,origins-confirm-winner,quantity,sugar,unrefined,1881,Cuts,18651383,A,,18651383,24,1.0,0.11,8,"18,651,383 [6: as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf] | 18,631,383 [2: as_1882/ch,as_1882/inf]","Sugar — Unrefined, Total"
20251865,,value,sugar,unrefined,1881,GBP,20251865,A,,0,0,0.0,0.1,8,"20,251,865 [7: as_1882/ch,as_1883/ch,as_1883/inf,as_1884/ch,as_1884/inf,as_1885/ch,as_1885/inf] | 20,231,865 [1: as_1882/inf]",
20080122,,value,corn grain and meal,other kinds of corn and grain,1874,GBP,20080122,B,,0,0,0.0,4.15,5,"20,080,122 [4: as_1875/ch,as_1876/ch,as_1877/ch,as_1878/ch] | 20,950,122 [1: as_1874/ch]",
19974302,,value,corn grain and meal,other kinds of corn and grain,1881,GBP,19974302,B,,0,0,0.0,4.51,5,"19,974,302 [4: as_1881/ch,as_1883/ch,as_1884/ch,as_1885/ch] | 19,074,302 [1: as_1882/ch]",
19904626,,value,corn grain and meal,other kinds of corn and grain,1889,GBP,19904626,B,,0,0,0.0,73.67,6,"19,904,626 [4: as_1889/ch,as_1891/ch,as_1892/ch,as_1893/ch] | 19,901,626 [1: as_1891/inf] | 75,583,207 [1: as_1890/ch]",
19901794,,value,corn grain and meal,wheat,1884,GBP,19901794,B,,0,0,0.0,0.0,7,"19,901,794 [6: as_1884/ch,as_1885/ch,as_1886/ch,as_1886/inf,as_1887/ch,as_1888/ch] | 19,901,791 [1: as_1888/inf]",
19637817,,value,,linen yarn,1889,GBP,19637817,C,,0,0,0.0,96.08,2,"19,637,817 [1: as_1892/ch] | 769,398 [1: as_1891/inf]",
19539961,,value,corn grain and meal,other kinds of corn and grain,1888,GBP,19539961,A,,0,0,0.0,72.98,7,"19,539,961 [6: as_1888/ch,as_1888/inf,as_1889/ch,as_1891/ch,as_1891/inf,as_1892/ch] | 72,328,364 [1: as_1890/ch]",
19515758,,quantity,corn grain and meal,wheat,1869,Cuts.,37695828,B,,0,0,0.0,0.0,4,"37,695,828 [3: as_1872/ch,as_1873/ch,as_1873/inf] | 37,695,823 [1: as_1872/inf]",AMBIGUOUS
19515758,,value,corn grain and meal,wheat,1869,GBP,19515758,C,,0,0,0.0,0.0,2,"19,515,758 [1: as_1872/ch] | 19,515,738 [1: as_1873/ch]",
19130076,,value,,linen yarn,1891,GBP,19130076,C,,0,0,0.0,96.03,2,"19,130,076 [1: as_1892/ch] | 758,749 [1: as_1891/inf]",
18983876,origins-confirm-winner,quantity,wool,sheep and lambs,1873,Lbs.,313496742,A,,313493742,24,1.0,1.57,9,"313,496,742 [8: as_1873/inf,as_1874/ch,as_1874/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1877/ch,as_1877/inf] | 318,496,742 [1: as_1873/ch]",Wool — Sheep Or Lambs'
18983876,,value,wool,sheep and lambs,1873,GBP,18983876,A,,0,0,0.0,0.03,9,"18,983,876 [8: as_1873/ch,as_1873/inf,as_1874/ch,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf,as_1877/ch] | 18,989,876 [1: as_1874/inf]",
18470987,,value,,all other articles,1878,GBP,18470987,A,,0,0,0.0,96.06,10,"14,546,909 [5: as_1880/ch,as_1880/inf,as_1881/ch,as_1881/inf,as_1882/ch] | 18,470,987 [4: as_1878/ch,as_1878/inf,as_1879/ch,as_1879/inf] | 368,770,742 [1: as_1882/inf]",
18458448,,value,corn grain and meal,other kinds of corn and grain,1882,GBP,18458448,B,,0,0,0.0,37.92,6,"18,458,448 [4: as_1882/ch,as_1883/ch,as_1886/ch,as_1886/inf] | 11,458,448 [2: as_1884/ch,as_1885/ch]",
18192514,,value,,linen yarn,1888,GBP,18192514,B,,0,0,0.0,96.07,3,"18,192,514 [2: as_1888/ch,as_1892/ch] | 714,668 [1: as_1891/inf]",
18044898,,value,sugar,raw,1872,GBP,18044898,A,,0,0,0.0,0.02,10,"18,044,898 [7: as_1872/ch,as_1872/inf,as_1873/inf,as_1875/ch,as_1875/inf,as_1876/ch,as_1876/inf] | 18,041,898 [2: as_1874/ch,as_1874/inf] | 18,044,896 [1: as_1873/ch]",
17929283,origins-confirm-winner,quantity,sugar,raw,1879,Cwts,17734223,B,,17734223,26,1.0,0.02,5,"17,734,223 [4: as_1879/ch,as_1880/ch,as_1881/ch,as_1881/inf] | 17,731,223 [1: as_1879/inf]","Sugar — Unrefined, Total"
17909630,origins-confirm-winner,quantity,corn grain and meal,wheat,1886,Cuts.,47435806,A,,47435806,20,1.0,0.11,7,"47,435,806 [6: as_1886/ch,as_1886/inf,as_1887/ch,as_1888/ch,as_1889/ch,as_1889/inf] | 47,485,806 [1: as_1890/inf]",Corn And Grain — Wheat
