volume,year,article_group,article,unit,row_seq,country,cell,printed_subtotal,ratio
as_1881,1881,"MANURE, Unenumerated",,,1980,Spain and Canaries,243100.0,37025.0,6.57
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,524,Straits Settlements,1012220.0,154266.0,6.56
as_1897,1895,"ARMS, AMMUNITION, &c.",South Africa,,2892,Cape of Good Hope,437757.0,66821.0,6.55
as_1897,1897,IMPLEMENTS AND TOOLS,South Africa,Implements and Tools,25993,Honduras,6569.0,1005.0,6.54
as_1885,1885,WOOL,Sheep and Lambs' (British),,3343,Russia,14551.0,2237.0,6.5
as_1897,1893,CHEESE,East Africa,,10329,Northern Ports,111247.0,17118.0,6.5
as_1882,1882,LEATHER,"Tanned, Unwrought",,1685,Germany,321285.0,49595.0,6.48
as_1898,1898,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,,6608,The Gold Coast,2832.0,437.0,6.48
as_1897,1893,"FISH, FRESH and CURED",Herrings,Barrels,21517,Germany,837598.0,129479.0,6.47
tn_1871,1870,PICTURES,"PLATTING of STRAW, &c.",,4210,France,8625.0,1335.0,6.46
as_1899,1899,IMPLEMENTS AND TOOLS,Bedsteads,,30665,Australasia : New Zealand,16461.0,2555.0,6.44
as_1898,1895,ALKALI,,Cwts,32,Holland,24662.0,3843.0,6.42
as_1883,1883,Meal and Flour,COTTON TWIST and YARN,,578,Madras,615412.0,95936.0,6.41
as_1897,1896,"HARDWARES AND CUTLERY, Un- enumerated",South Africa,,24612,Cape of Good Hope,71564.0,11177.0,6.4
as_1897,1895,"COAL, CINDERS, &c.",South Africa,,11757,Cape of Good Hope,122284.0,19161.0,6.38
as_1887,1887,SUGAR,"Molasses, Treacle, Syrup, and Glucose",,3695,Belgium,21263.0,3345.0,6.36
as_1879,1879,"COALS, CINDERS, &c.",Coals,,426,"Portugal, Azores, and Madeira",131470.0,20800.0,6.32
as_1874,1874,CEMENT,,Cwts,371,British West India Islands and British Guiana,73200.0,11616.0,6.3
as_1880,1880,COPPER,"Unwrought, in Ingots, Cakes, or Slabs",Cwts,564,Germany,188579.0,30243.0,6.24
tn_1871,1870,APPAREL and SLOPS,,,111,British North America,813624.0,131010.0,6.21
as_1892,1892,"CARRIAGES, &c.","Railway Waggon, Trucks, &c., and parts thereof for Ballast, Minerals, or Merchandise",,1083,Spain,24952.0,4043.0,6.17
as_1880,1880,COTTON MANUFACTURES,Hosiery of Other Sorts,,874,Foreign West Indies,217292.0,35330.0,6.15
as_1897,1896,ALKALI,,Cwts,84,Roumania,7671.0,1248.0,6.15
as_1898,1896,ALKALI,,Cwts,83,Roumania,7671.0,1248.0,6.15
as_1882,1882,COTTON MANUFACTURES,Hosiery of Other Sorts,,829,United States: Atlantic,257633.0,41981.0,6.14
as_1897,1896,"FISH, FRESH and CURED",Herrings,Barrels,21520,Germany,793964.0,129576.0,6.13
tn_1871,1870,MEAL and FLOUR,"Handkerchiefs and Shawls, Printed or Dyed",,1334,New Granada,37328.0,6092.0,6.13
as_1881,1881,"Oil, other than Essential or Medicinal",Seed,,2030,Germany,485339.0,79594.0,6.1
as_1897,1895,ALKALI,,Cwts,13,Sweden,23200.0,3813.0,6.08
as_1898,1895,ALKALI,,Cwts,12,Sweden,23300.0,3843.0,6.06
tn_1871,1870,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures",Thread for Sewing,,3501,United States : N. Atlantic Ports,151159.0,25024.0,6.04
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,492,Egypt,929802.0,154266.0,6.03
as_1873,1873,APPAREL and SLOPS,,,55,British North America,1419720.0,236367.0,6.01
as_1879,1879,CORN and GRAIN,Oats,,558,British West India Islands and British Guiana,4510.0,751.0,6.01
as_1874,1874,"ARMS, AMMUNITION, and MILITARY STORES",Percussion Caps,,97,British India: Bombay and Scinde Madras,1923.0,322.0,5.97
as_1898,1898,WOOD AND TIMBER,"Worsted Tissues, Coatings, Broad, mixed with other Materials",Yards,47967,British East Indies,29100.0,4871.0,5.97
as_1898,1898,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,,7017,British East Indies : Bombay,2605.0,437.0,5.96
as_1891,1891,"CARRIAGES, &c.","Railway Waggons, Trucks, &c., and parts thereof for Ballast, Minerals, or Merchandise",,578,Brazil,177872.0,29943.0,5.94
tn_1871,1870,"STATIONERY, other than Paper","Slate, by Tale",,5002,Holland,46539.0,7846.0,5.93
as_1898,1898,CARRIAGES,East Africa,,8908,Australasia : New South Wales,48584.0,8234.0,5.9
as_1883,1883,IRON,factory,,1242,United States: Atlantic Pacific,135184.0,23007.0,5.88
tn_1871,1870,"LINEN and JUTE YARN : 
                    Linen Yarn, of all Sorts",,Lbs,3364,Italy : Genoa,49616.0,8433.0,5.88
as_1888,1888,"IRON,","Steel, Cast in Ingots and Blooms",Tons,2534,United States of America : Atlantic,128960.0,21986.0,5.87
as_1879,1879,TELEGRAPHIC WIRES AND APPARATUS,,,2128,United States: Atlantic,350000.0,59965.0,5.84
as_1897,1895,ALKALI,,Cwts,28,Germany,22249.0,3813.0,5.84
as_1897,1897,"HARDWARES AND CUTLERY, Un- enumerated",South Africa,,24613,Cape of Good Hope,61156.0,10473.0,5.84
as_1874,1874,BRASS,"Manufactures of, not being Ordnance",,264,Germany,220115.0,37913.0,5.81
tn_1871,1870,MEAL and FLOUR,COTTON TWIST and YARN (British),,1188,Holland,3800823.0,653946.0,5.81
as_1898,1898,CHEMICAL PRODUCTS AND PREPARATIONS not specially enumerated,,,10133,Russia : Northern Ports,88117.0,15222.0,5.79
as_1897,1893,"SILK MANUFACTURES, WHOLLY OF SILK",Broad Stuffs of Silk or Satin,Yards,40557,France,120044.0,20759.0,5.78
as_1897,1895,ALKALI,,Cwts,33,Holland,21992.0,3813.0,5.77
as_1897,1897,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,,39048,Cape of Good Hope,122542.0,21222.0,5.77
as_1898,1897,ALKALI,,Cwts,74,Greece,8927.0,1550.0,5.76
as_1881,1881,"MANURE, Unenumerated",,,1987,Other Countries,212051.0,37025.0,5.73
as_1897,1897,"ANIMALS, Living","Bulls, Oxen, Cows, and Calves",Number,1013,Cape of Good Hope,3102.0,543.0,5.71
as_1879,1879,"CLAY, unmanufactured",Manufactures thereof,,405,United States: Atlantic,9840.0,1730.0,5.69
as_1887,1887,SUGAR,"Molasses, Treacle, Syrup, and Glucose",,3693,Germany,18973.0,3345.0,5.67
tn_1871,1870,MEAL and FLOUR,Thread for Sewing,,1476,Russia,314008.0,55618.0,5.65
as_1897,1894,CHEESE,East Africa,,10355,Germany,215682.0,38236.0,5.64
as_1880,1880,"ILLDWARRES and CUTLERY, Unenumerated",,,1140,Australia,410974.0,73087.0,5.62
as_1881,1881,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,902,France,16391.0,2917.0,5.62
as_1897,1894,IMPLEMENTS AND TOOLS,South Africa,Implements and Tools,25900,Mauritius and Dependencies,1384.0,247.0,5.6
tn_1871,1870,EARTHEN and CHINA WARE,FISHING TACKLE,,1790,Other Countries,63344.0,11308.0,5.6
as_1897,1897,CHEESE,East Africa,,10358,Germany,271829.0,49039.0,5.54
as_1879,1879,TELEGRAPHIC WIRES AND APPARATUS,,,2125,China (exclusive of Hong Kong),331800.0,59965.0,5.53
as_1894,1894,SKINS and FURS,"Foreign, Dressed in the United   Kingdom",No,5305,United States of America,485890.0,87837.0,5.53
as_1899,1899,IMPLEMENTS AND TOOLS,Bedsteads,,30663,Australasia : Queensland,14141.0,2555.0,5.53
as_1872,1872,SKINS and FURS,"Foreign, Dressed in the United Kingdom",,2346,Canada,19792.0,3591.0,5.51
as_1885,1885,WOOL,"Foreign, dressed in the United Kingdom",,3355,Sweden and Norway,45318.0,8230.0,5.51
as_1887,1887,SUGAR,"Molasses, Treacle, Syrup, and Glucose",,3696,France,18418.0,3345.0,5.51
as_1897,1897,LEAD,"Wrought, Boots and Shoes",Doz. Pts,33038,Brazil,11173.0,2043.0,5.47
as_1872,1872,CEMENT,,Cwts,352,Russia,47319.0,8685.0,5.45
as_1897,1895,CHEESE,East Africa,,10356,Germany,212457.0,38975.0,5.45
tn_1871,1870,COPPER,Mixed or Yellow Metal for Sheathing,Cwts,1000,Egypt,16681.0,3077.0,5.42
as_1885,1885,WOOLLEN and WORSTED MANUFACTURES,Woollen Yarn (Carded),,3377,Germany,79236.0,14656.0,5.41
as_1888,1888,"ELECTRIC LIGHTING APPARATUS, OR PARTS THEREOF (EXCEPT STEAM ENGINES)",,,1516,Other British Possessions,33455.0,6197.0,5.4
as_1873,1873,COTTON YARN and TWIST,,,644,Italy,1288341.0,239977.0,5.37
as_1885,1885,GLASS,"Plate, Rough or Silvered (in-     cluding Looking Glasses or     Mirrors)",,1237,Other Foreign Countries,79368.0,14790.0,5.37
as_1898,1898,CARRIAGES,East Africa,,8856,British East Indies : Bombay,44256.0,8234.0,5.37
as_1878,1878,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, of Wool mixed with other Materials",,2384,France,1329547.0,248684.0,5.35
as_1879,1879,"COALS, CINDERS, &c.",Coals,,432,Turkey,111320.0,20800.0,5.35
as_1887,1887,IRON,"Old and Scrap, for Re-Manu-     facture",Tons,1824,United States of America : Atlantic,437117.0,81687.0,5.35
as_1897,1897,"FISH, FRESH and CURED",Herrings,Barrels,21521,Germany,681500.0,129223.0,5.27
as_1898,1896,ALKALI,,Cwts,18,Norway,6566.0,1248.0,5.26
as_1879,1879,"CLAY, unmanufactured",Manufactures thereof,,401,Holland,9080.0,1730.0,5.25
as_1897,1896,CHEESE,East Africa,,10357,Germany,257225.0,49010.0,5.25
as_1872,1872,MACHINERY and Mill Work,Not being Steam Engines ; Other descrip- tions,,1811,France,587735.0,112123.0,5.24
as_1875,1875,COTTON MANUFACTURES,"Piece Goods, Plain",,566,Brazil,1349838.0,258222.0,5.23
as_1897,1895,IMPLEMENTS AND TOOLS,South Africa,Implements and Tools,26001,Falkland Islands,1903.0,364.0,5.23
as_1898,1897,ALKALI,,Cwts,84,Roumania,8104.0,1550.0,5.23
as_1898,1898,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",Railway Waggons,8507,British East Indies : Ceylon,7433.0,1425.0,5.22
as_1897,1896,ALKALI,,Cwts,19,Norway,6506.0,1248.0,5.21
as_1872,1872,MACHINERY and Mill Work,Not being Steam Engines ; Other descrip- tions,,1808,Germany,583293.0,112123.0,5.2
as_1872,1872,CEMENT,,Cwts,356,France,45114.0,8685.0,5.19
as_1897,1893,"FURNITURE (Household), Cabinet and Upholstery Wares",West Africa,,22192,Cape of Good Hope,115315.0,22222.0,5.19
as_1898,1898,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",Railway Waggons,8487,British East Indies : Madras,7379.0,1425.0,5.18
as_1897,1893,CHEESE,East Africa,,10364,Belgium,88444.0,17118.0,5.17
as_1898,1898,"ARMS, AMMUNITION, &c.",,,3010,Canada,11741.0,2271.0,5.17
as_1898,1898,ALKALI,,Cwts,35,Holland,24665.0,4780.0,5.16
as_1890,1890,SILK MANUFACTURES,Lace,,4092,United States of America,177071.0,34405.0,5.15
as_1895,1895,SKINS and FURS,"British: Sheep and Lambs', Undressed, without the Wool",No,5361,Belgium,6072.0,1179.0,5.15
as_1897,1894,"FURNITURE (Household), Cabinet and Upholstery Wares",West Africa,,22193,Cape of Good Hope,114541.0,22222.0,5.15
as_1880,1880,COPPER,"Unwrought, in Ingots, Cakes, or Slabs",Cwts,565,Holland,155553.0,30243.0,5.14
as_1898,1898,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",,46228,Canada,10210.0,1995.0,5.12
as_1874,1874,LEATHER,"Tanned, Unwrought",Cwt,1468,United States: Atlantic Pacific,6738330.0,1319363.0,5.11
as_1878,1878,ZINC or SPELTER.,Manufactured,,2553,British North America,1128598.0,221093.0,5.1
as_1898,1898,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,,6431,Portuguese Possessions,2225.0,437.0,5.09
as_1872,1872,LINEN AND JUTE MANUFACTURES,LUCIFER and VESTA MATCHES,,1751,Other Countries,100575.0,19791.0,5.08
as_1872,1872,EARTHEN and CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",,862,United States: Atlantic,774281.0,152636.0,5.07
as_1878,1878,WOOL,"Other Sorts, including Foreign, dressed in the United Kingdom, and Flocks and Ragwool",,2277,Russia,69628.0,13799.0,5.05
as_1884,1884,PAPER,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,2318,Bombay and Scinde,124377.0,24616.0,5.05
as_1876,1876,COTTON MANUFACTURES,Lace and Patent Net,,607,Pacific,319670.0,63788.0,5.01
as_1878,1878,WOOLLEN and WORSTED YARN,Worsted Yarn (Combed),,2293,France,197140.0,39543.0,4.99
as_1899,1897,Slates,"Grindstones, Millstones, and Other Sorts of Stone",Tons,44091,United States of America,42551.0,8528.0,4.99
as_1874,1874,"ARMS, AMMUNITION, and MILITARY STORES",Percussion Caps,,103,British West India Islands and British Guiana,1603.0,322.0,4.98
as_1897,1895,ALKALI,,Cwts,8,Russia : Southern Ports,18967.0,3813.0,4.97
as_1898,1895,"TELEGRAPHIC WIRES, AND APPARATUS",East Africa,,43745,Australasia : West Australia,15763.0,3180.0,4.96
as_1897,1897,"FURNITURE (Household), Cabinet and Upholstery Wares",West Africa,,22196,Cape of Good Hope,109935.0,22222.0,4.95
as_1878,1878,COTTON MANUFACTURES,"Piece Goods, Plain",,634,Brazil,916761.0,185638.0,4.94
as_1890,1890,LINEN YARN,,,3015,Germany,228278.0,46346.0,4.93
as_1898,1897,ALKALI,,Cwts,94,Turkey : Asiatic,7643.0,1550.0,4.93
as_1885,1885,DYE STUFF,Other Sorts: Unenumerated,,1110,United States of America : Atlantic,79873.0,16299.0,4.9
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,487,Italy,753686.0,154266.0,4.89
as_1878,1878,COTTON MANUFACTURES,"Piece Goods, Plain",,614,Egypt,905505.0,185638.0,4.88
as_1877,1877,COTTON MANUFACTURES,"Piece Goods, Plain",,604,Straits Settlements,3247811.0,666221.0,4.87
as_1882,1882,COTTON MANUFACTURES,Thread for Sewing,Lbs,874,British West India Islands and British Guiana,437400.0,90247.0,4.85
as_1898,1898,CHEMICAL PRODUCTS AND PREPARATIONS not specially enumerated,,,10168,Belgium,73794.0,15222.0,4.85
as_1899,1895,SKINS AND FURS,"British, Unenumerated",Skins and Furs,42824,Canada,5351.0,1111.0,4.82
tn_1871,1870,MEAL and FLOUR,"Handkerchiefs and Shawls, Printed or Dyed",,1337,Brazil,29145.0,6092.0,4.78
as_1878,1878,WOOLLEN and WORSTED MANUFACTURES,"Broad Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",,2318,Germany,798534.0,167799.0,4.76
as_1879,1879,"COALS, CINDERS, &c.",Coals,,424,Belgium,98880.0,20800.0,4.75
as_1879,1879,"HABERDASHERY and MILLINERY, including Em- broidery and Needlework","HABERDASHERY and MILITARY, including Em- broidery and Needle-work'd)",,941,British Possessions in South Africa,394932.0,83263.0,4.74
as_1897,1894,EARTHEN AND CHINA WARE,South Africa,,20803,British East Indies,29789.0,6282.0,4.74
as_1879,1879,"MANURE, Unenumerated",,,1648,France,121300.0,25716.0,4.72
as_1886,1886,"MEDICINES, comprising Drugs and Medicinal Preparations","METALS, Unenumerated and Manufactures thereof",,2609,United States of America,474305.0,100796.0,4.71
as_1897,1897,"COAL, CINDERS, &c.",Coal and Culm continued,Tons,11688,Brazil,528469.0,112222.0,4.71
as_1898,1895,ALKALI,,Cwts,7,Russia : Southern Ports,18067.0,3843.0,4.7
as_1872,1872,CEMENT,,Cwts,359,United States: Atlantic Pacific,40554.0,8685.0,4.67
as_1897,1895,ALKALI,,Cwts,38,Belgium,17754.0,3813.0,4.66
as_1875,1875,COTTON MANUFACTURES,"Piece Goods, Plain",,548,Egypt,1197521.0,258222.0,4.64
as_1878,1878,WOOL,Sheep and Lambs' (British),,2274,France,113086.0,24503.0,4.62
as_1898,1895,ALKALI,,Cwts,37,Belgium,17754.0,3843.0,4.62
as_1881,1881,PLATED and GILT WARES,,,2232,British North America,76497.0,16659.0,4.59
as_1882,1882,LEATHER,"Tanned, Unwrought",,1687,Belgium,226899.0,49595.0,4.58
as_1897,1896,ALKALI,,Cwts,69,Austrian Territories,5679.0,1248.0,4.55
as_1897,1893,CHEESE,South Africa,,10833,Belgium,47430.0,10417.0,4.55
as_1898,1896,ALKALI,,Cwts,68,Austrian Territories,5679.0,1248.0,4.55
as_1880,1880,HATS,Of Straw,,1173,Australia,108292.0,23865.0,4.54
as_1880,1880,COTTON MANUFACTURES,Thread for Sewing,,910,Brazil,165539.0,36548.0,4.53
as_1897,1894,"COAL, CINDERS, &c.",Coal and Culm continued,Tons,11685,Brazil,522471.0,115420.0,4.53
as_1897,1894,IMPLEMENTS AND TOOLS,Unenumerated,,25708,Russia : Northern Ports,110803.0,24448.0,4.53
as_1898,1898,ALKALI,,Cwts,45,France,21630.0,4780.0,4.53
tn_1901,1900,"CLOCKS, WATCHES, and parts thereof","Products of Coal, Peat, or Shale,     (including Naphtha, Paraffine,     Paraffine Oil, Petroleum, Pitch,     and Tar)",Products of Coal,12730,British West Africa : Cape of Good Hope,713760.0,157749.0,4.52
as_1899,1897,Slates,"Grindstones, Millstones, and Other Sorts of Stone",Tons,44131,Canada,7963.0,1771.0,4.5
as_1897,1897,IMPLEMENTS AND TOOLS,South Africa,Implements and Tools,25938,British East Indies : Hong Kong,4516.0,1005.0,4.49
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,504,Foreign West Indies,690832.0,154266.0,4.48
as_1888,1888,LINEN MANUFACTURES,Thread for Sewing,Lbs,2887,United States of America,292338.0,65202.0,4.48
as_1897,1894,CHEESE,South Africa,,10834,Belgium,45912.0,10256.0,4.48
as_1872,1872,CEMENT,,Cwts,366,British West India Islands and British Guiana,38794.0,8685.0,4.47
as_1898,1898,ALKALI,,Cwts,40,Belgium,21361.0,4780.0,4.47
tn_1871,1870,MEAL and FLOUR,"Handkerchiefs and Shawls, Printed or Dyed",,1333,Mexico,27205.0,6092.0,4.47
as_1878,1878,COTTON MANUFACTURES,"Piece Goods, Plain",,645,Straits Settlements,827129.0,185638.0,4.46
as_1873,1873,COTTON YARN and TWIST,,,647,Turkey Proper,1067620.0,239977.0,4.45
as_1898,1898,ALKALI,,Cwts,15,Sweden,21294.0,4780.0,4.45
as_1874,1874,CEMENT,,Cwts,360,United States: Atlantic Pacific,51563.0,11616.0,4.44
as_1897,1896,ALKALI,,Cwts,74,Greece,5533.0,1248.0,4.43
as_1898,1896,ALKALI,,Cwts,73,Greece,5533.0,1248.0,4.43
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,484,France,681199.0,154266.0,4.42
as_1880,1880,COTTON MANUFACTURES,"Piece Goods, Plain",,700,"Portugal, Azores, and Madeira",658586.0,149080.0,4.42
as_1895,1895,SKINS and FURS,"British: Sheep and Lambs', Undressed, without the Wool",No,5360,Germany,5208.0,1179.0,4.42
as_1897,1893,"HARDWARES AND CUTLERY, Un- enumerated",South Africa,,24609,Cape of Good Hope,61075.0,13884.0,4.4
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,485,"Portugal, Azores, and Madeira",676345.0,154266.0,4.38
as_1881,1881,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,903,United States: Atlantic,12732.0,2917.0,4.36
as_1897,1897,ALKALI,,Cwts,65,Italy,6743.0,1550.0,4.35
as_1897,1897,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Provisions,39682,Gibraltar,18174.0,4175.0,4.35
as_1894,1894,POTATOES,RAGS (except Woollen) and other Materials for making Paper,Tons,5003,France,31972.0,7365.0,4.34
as_1878,1878,WOOLLEN and WORSTED MANUFACTURES,"Broad Cloths, Coatings, Duffels, &c., Plain, all Wool",,2300,France,3083300.0,713900.0,4.32
tn_1871,1870,"LINEN and JUTE YARN : 
                    Linen Yarn, of all Sorts",,Lbs,3361,Belgium,36392.0,8433.0,4.32
as_1880,1880,COTTON MANUFACTURES,Thread for Sewing,,891,Russia,156646.0,36548.0,4.29
as_1881,1881,COTTON MANUFACTURES,Lace and Patent Net,,776,France,216611.0,50507.0,4.29
as_1897,1897,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,,39118,Australasia : New South Wales,91113.0,21222.0,4.29
tn_1871,1870,FLAX,Dressed and Undressed (Foreign),,1805,Spain and Canaries,4939.0,1152.0,4.29
as_1879,1879,TELEGRAPHIC WIRES AND APPARATUS,,,2132,Australia,256924.0,59965.0,4.28
as_1881,1881,"MANURE, Unenumerated",,,1983,Foreign West Indies,158511.0,37025.0,4.28
as_1883,1883,IRON,factory,,1240,Italy,98261.0,23007.0,4.27
tn_1871,1870,QUICKSILVER,,Lbs,4288,United States: N. Atlantic Ports,35317.0,8263.0,4.27
as_1897,1896,COPPER,South Africa,,13538,British East Indies : Bombay,159465.0,37414.0,4.26
as_1891,1891,SILK,"Thrown, Twist or Yarn",Lbs,4117,France,67374.0,15867.0,4.25
as_1881,1881,HATS,Of Straw,,1192,Australasia,109431.0,25785.0,4.24
as_1897,1896,"COAL, CINDERS, &c.",Coal and Culm continued,Tons,11687,Brazil,514123.0,121222.0,4.24
as_1883,1883,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,,2208,British North America,386768.0,91379.0,4.23
as_1881,1881,COTTON MANUFACTURES,Lace and Patent Net,,775,Belgium,212451.0,50507.0,4.21
tn_1871,1870,GLASS,"Window and German Sheet, including Shades and Cylinders, Plain (British)",,1930,United States: N. Atlantic Ports,28117.0,6682.0,4.21
as_1885,1885,"METALS, Unenumerated and Manufactures thereof",,,2586,United States of America,387465.0,92388.0,4.19
as_1897,1896,WOOLLEN AND WORSTED MANUFACTURES,Shawls,Number,48466,Portugal,49117.0,11753.0,4.18
as_1879,1879,"HABERDASHERY and MILLINERY, including Em- broidery and Needlework","HARDWARES and CUTLERY, Unenumerated",Cwts,988,British North America,449726.0,108443.0,4.15
as_1880,1880,COTTON MANUFACTURES,"Piece Goods, Plain",,737,Madras,618853.0,149080.0,4.15
as_1885,1885,WOOL,"Foreign, dressed in the United Kingdom",,3362,United States of America:       Atlantic,34142.0,8230.0,4.15
as_1879,1879,TELEGRAPHIC WIRES AND APPARATUS,,,2133,Other Countries,247791.0,59965.0,4.13
tn_1871,1870,MEAL and FLOUR,"Handkerchiefs and Shawls, Printed or Dyed",,1320,"Portugal, Azores, and Madeira",25157.0,6092.0,4.13
as_1873,1873,SILK MANUFACTURES,Unenumerated,,2298,France,109360.0,26616.0,4.11
as_1880,1880,HATS,Of Straw,,1167,France,97887.0,23865.0,4.1
as_1891,1891,Iron,Cast in Ingots and Blooms,Tons,2782,United States of America : Atlantic,38757.0,9460.0,4.1
as_1880,1880,COTTON MANUFACTURES,Stockings and Socks,,854,Chili,102766.0,25108.0,4.09
as_1881,1881,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,904,Brazil,11934.0,2917.0,4.09
as_1898,1897,ALKALI,,Cwts,104,Egypt,6335.0,1550.0,4.09
tn_1871,1870,MEAL and FLOUR,Mixed Goods,,1382,United States: N. Atlantic Ports,60161.0,14695.0,4.09
as_1890,1890,"IRON,","Steel, Cast in Ingots and Blooms",Tons,2757,United States of America,32442.0,7951.0,4.08
as_1883,1883,Meal and Flour,COTTON TWIST and YARN,,581,Hong Kong,390846.0,95936.0,4.07
as_1897,1897,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,,39489,Other Foreign Countries,2122.0,522.0,4.07
as_1897,1894,"HARDWARES AND CUTLERY, Un- enumerated",South Africa,,24610,Cape of Good Hope,55357.0,13639.0,4.06
as_1887,1887,IMPLEMENTS and Tools,Agricultural,,1761,British East Indies,23288.0,5751.0,4.05
as_1897,1896,IMPLEMENTS AND TOOLS,South Africa,Implements and Tools,25987,British West India Islands,1392.0,344.0,4.05
as_1899,1895,"ARMS, AMMUNITION, &c.",West Africa,,2797,Cape of Good Hope,437757.0,108083.0,4.05
as_1898,1895,"ARMS, AMMUNITION, &c.",West Africa,,2894,Cape of Good Hope,437757.0,108683.0,4.03
as_1872,1872,MACHINERY and Mill Work,Not being Steam Engines ; Other descrip- tions,,1820,United States: Atlantic Pacific,449394.0,112123.0,4.01
as_1897,1895,ALKALI,,Cwts,43,France,15292.0,3813.0,4.01
as_1893,1893,SKINS and FURS,"Foreign, Dressed in the United Kingdom",No,5158,United States of America,516701.0,129134.0,4.0
tn_1871,1870,MEAL and FLOUR,Piece Goods: Of Other Countries (Foreign),Pieces,1517,China,40128.0,10020.0,4.0
as_1898,1894,ALKALI,,Cwts,6,Russia : Southern Ports,22944.0,5778.0,3.97
as_1898,1895,ALKALI,,Cwts,42,France,15262.0,3843.0,3.97
as_1897,1893,ALKALI,,Cwts,11,Sweden,23256.0,5873.0,3.96
as_1897,1894,ALKALI,,Cwts,32,Holland,22881.0,5778.0,3.96
as_1898,1894,ALKALI,,Cwts,31,Holland,22881.0,5778.0,3.96
as_1880,1880,COTTON MANUFACTURES,"Piece Goods, Plain",,742,Australia,589550.0,149080.0,3.95
as_1872,1872,MACHINERY and Mill Work,"Steam Engines or Parts of Steam Engines, Locomotive",,1754,Russia,149019.0,37831.0,3.94
as_1898,1898,"ANIMALS, Living",Stallions,,682,Germany,22495.0,5725.0,3.93
as_1883,1883,Meal and Flour,COTTON TWIST and YARN,,565,Roumania,375926.0,95936.0,3.92
as_1882,1882,WOOLLEN and WORSTED MANUFACTURES,Blankets,,2760,Straits Settlements,138549.0,35548.0,3.9
as_1878,1878,COTTON MANUFACTURES,"Piece Goods, Plain",,648,Australia,722339.0,185638.0,3.89
tn_1871,1870,HIDES,"Tanned, Tawed, Curried, or in any other way Dressed (Foreign)",,2405,Hamburg,20329.0,5237.0,3.88
as_1898,1897,ALKALI,,Cwts,19,Norway,5983.0,1550.0,3.86
as_1879,1879,TELEGRAPHIC WIRES AND APPARATUS,,,2131,Straits Settlements,231056.0,59965.0,3.85
as_1897,1894,ALKALI,,Cwts,7,Russia : Southern Ports,22244.0,5778.0,3.85
as_1885,1885,WOOLLEN and WORSTED MANUFACTURES,Woollen Yarn (Carded),,3379,Belgium,56092.0,14656.0,3.83
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,527,Australia,589603.0,154266.0,3.82
as_1897,1897,ALKALI,,Cwts,20,Norway,5923.0,1550.0,3.82
as_1897,1897,"SPIRITS, British and Irish",South Africa,,42196,Cape of Good Hope,146124.0,38310.0,3.81
as_1899,1896,Gold,Silver,Oz. Troy,40799,France,56804.0,14906.0,3.81
as_1878,1878,SUGAR,Refined and Candy,,2079,Italy,191324.0,50408.0,3.8
as_1878,1878,SUGAR,Refined and Candy,,2104,Italy,191324.0,50408.0,3.8
as_1878,1878,SUGAR,Refined and Candy,,2129,Italy,191324.0,50408.0,3.8
as_1897,1897,WOOLLEN AND WORSTED MANUFACTURES,Shawls,Number,48467,Portugal,49297.0,12997.0,3.79
tn_1871,1870,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures",Not made up,,3527,Hamburg,192796.0,50915.0,3.79
as_1878,1878,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, of Wool mixed with other Materials",,2393,United States: Atlantic,939466.0,248684.0,3.78
as_1880,1880,"ILLDWARRES and CUTLERY, Unenumerated",,,1129,Brazil,274999.0,73087.0,3.76
