volume,year,article_group,article,unit,row_seq,country,cell,printed_subtotal,ratio
as_1873,1873,SILK MANUFACTURES,Lace,,2289,France,57246.0,22202.0,2.58
as_1897,1897,ALKALI,,Cwts,30,Germany,3994.0,1550.0,2.58
as_1899,1897,Slates,"Grindstones, Millstones, and Other Sorts of Stone",Tons,44126,Australasia,4575.0,1771.0,2.58
as_1876,1876,LEATHER,"Tanned, Unwrought",,1269,Germany,384849.0,149911.0,2.57
tn_1871,1870,FLAX,Dressed and Undressed (Foreign),,1801,Russia,2962.0,1152.0,2.57
as_1878,1878,COTTON MANUFACTURES,"Piece Goods, Plain",,603,Germany,475676.0,185638.0,2.56
as_1880,1880,COTTON MANUFACTURES,"Piece Goods, Plain",,727,Chili,381910.0,149080.0,2.56
as_1897,1893,WOOLLEN AND WORSTED MANUFACTURES,Shawls,Number,48463,Portugal,37398.0,14598.0,2.56
as_1879,1879,TOBACCO and SNUFF Manufactured in the United Kingdom,Other Kinds of Manufactured Tobacco,,2153,British India: Bombay and Scinde     Bengal and Burmah,3860.0,1513.0,2.55
as_1883,1883,Meal and Flour,COTTON TWIST and YARN,,553,Russia,244303.0,95936.0,2.55
as_1892,1892,SKINS and FURS,"Foreign, Dressed in the United   Kingdom",No,5349,United States of America : Atlantic,346399.0,136041.0,2.55
as_1893,1893,Iron,"Cast, and Manufactures thereof,     unenumerated",Tons,3250,Brazil,121689.0,47710.0,2.55
as_1899,1896,CHEMICAL PRODUCTS AND PREPARATIONS not specially enumerated,West Africa,Tons,10647,British East Indies : Bombay,57692.0,22631.0,2.55
as_1880,1880,COTTON MANUFACTURES,"Piece Goods, Plain",,730,Argentine Republic,378376.0,149080.0,2.54
tn_1871,1870,GLASS,Looking-glasses and Mirrors in Frames,,1925,British North America,6864.0,2702.0,2.54
as_1884,1884,PAPER,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,2321,Hong Kong,62077.0,24616.0,2.52
as_1897,1893,IMPLEMENTS AND TOOLS,Unenumerated,,25732,Germany,54651.0,21715.0,2.52
as_1872,1872,MACHINERY and Mill Work,Not being Steam Engines ; Other descrip- tions,,1810,Belgium,281876.0,112123.0,2.51
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,501,Japan,387030.0,154266.0,2.51
as_1880,1880,HATS,Of Other Sorts,,1181,Australia,21004.0,8359.0,2.51
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,511,Chili,386301.0,154266.0,2.5
as_1889,1889,"IRON,","Steel, Cast in Ingots and Blooms",Tons,2707,United States of America : Pacific,17557.0,7020.0,2.5
as_1897,1897,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,,39133,Australasia : New Zealand,53121.0,21222.0,2.5
as_1898,1898,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,,7056,Australasia : West Australia,1094.0,437.0,2.5
as_1880,1880,COTTON MANUFACTURES,"Piece Goods, Plain",,699,France,371270.0,149080.0,2.49
as_1880,1880,"ILLDWARRES and CUTLERY, Unenumerated",,,1104,Germany,182118.0,73087.0,2.49
as_1880,1880,"ILLDWARRES and CUTLERY, Unenumerated",,,1119,United States: Atlantic,182275.0,73087.0,2.49
as_1886,1886,"MEDICINES, comprising Drugs and Medicinal Preparations","METALS, Unenumerated and Manufactures thereof",,2606,United States of America : Atlantic,251078.0,100796.0,2.49
as_1891,1891,Iron,Cast in Ingots and Blooms,Tons,2783,United States of America : Pacific,23550.0,9460.0,2.49
tn_1871,1870,EARTHEN and CHINA WARE,Other Kinds (British),,1763,France,7516.0,3016.0,2.49
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,525,Ceylon,382604.0,154266.0,2.48
as_1887,1887,BLEACHING MATERIALS,,,341,Russia,48368.0,19537.0,2.48
as_1880,1880,COTTON MANUFACTURES,Thread for Sewing,,895,Holland,90340.0,36548.0,2.47
as_1897,1893,CHEESE,East Africa,,10389,Spain,42283.0,17118.0,2.47
as_1874,1874,"ARMS, AMMUNITION, and MILITARY STORES",Percussion Caps,,89,Belgium,793.0,322.0,2.46
as_1878,1878,IRON,"Steel, Bar, of all Kinds",Tons,1389,United States: Atlantic,163425.0,66470.0,2.46
as_1880,1880,COPPER,"Unwrought, in Ingots, Cakes, or Slabs",Cwts,571,Other Countries,74498.0,30243.0,2.46
as_1893,1893,"ARMS, AMMUNITION, AND MILITARY STORES",Other Fire-arms and Parts of Fire-arms,,355,United States of America,7742.0,3143.0,2.46
as_1897,1897,IMPLEMENTS AND TOOLS,South Africa,Implements and Tools,26003,Falkland Islands,2469.0,1005.0,2.46
as_1872,1872,CEMENT,,Cwts,362,Channel Islands,21268.0,8685.0,2.45
as_1889,1889,IRON,"Old and Scrap, for Re-Manufacture",,2185,United States of America,303279.0,123896.0,2.45
as_1897,1893,ALKALI,,Cwts,46,Portugal,14375.0,5873.0,2.45
as_1880,1880,COTTON MANUFACTURES,"Piece Goods, Plain",,715,Philippine Islands,363133.0,149080.0,2.44
as_1882,1882,WOOLLEN and WORSTED MANUFACTURES,"Coatings, Duffs, &c., all Wool",Yards,2608,United States : Atlantic,347360.0,142414.0,2.44
as_1878,1878,WOOL,"Other Sorts, including Foreign, dressed in the United Kingdom, and Flocks and Ragwool",,2280,Belgium,33546.0,13799.0,2.43
as_1880,1880,COPPER,"Mixed or Yellow Metal, for Sheathing",Cwts,587,United States: Atlantic,55352.0,22735.0,2.43
as_1880,1880,COTTON MANUFACTURES,"Piece Goods, Plain",,702,Italy,362360.0,149080.0,2.43
as_1893,1893,POTATOES,RAGS (except Woollen) and other Materials for making Paper,Tons,4846,France,18017.0,7415.0,2.43
as_1877,1877,"PICKLES, VINEGAR, and SAUCES",,,1663,British North America,204199.0,84211.0,2.42
as_1880,1880,COTTON MANUFACTURES,"Piece Goods, Plain",,696,Germany,361403.0,149080.0,2.42
as_1882,1882,LINEN MANUFACTURES,"Checked, Printed, or Dyed, and Damasks and Diapers",,1740,France,101795.0,42069.0,2.42
as_1875,1875,COTTON MANUFACTURES,"Piece Goods, Plain",,559,Foreign West Indies,623013.0,258222.0,2.41
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,481,Germany,371860.0,154266.0,2.41
as_1880,1880,COPPER,"Unwrought, in Ingots, Cakes, or Slabs",Cwts,566,Belgium,73017.0,30243.0,2.41
as_1897,1897,IMPLEMENTS AND TOOLS,South Africa,Implements and Tools,25968,Australasia : Tasmania,2426.0,1005.0,2.41
as_1898,1898,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,,7037,British East Indies : Straits Settlements,1053.0,437.0,2.41
as_1898,1898,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",Railway Waggons,8453,West Africa : Sierra Leone,3434.0,1425.0,2.41
as_1876,1876,COTTON MANUFACTURES,"Piece Goods, Plain",,482,Holland,369758.0,154266.0,2.4
as_1878,1878,WOOLLEN and WORSTED MANUFACTURES,"Broad Cloths, Coatings, Duffels, &c., Plain, all Wool",,2297,Germany,1712900.0,713900.0,2.4
as_1879,1879,"CLAY, unmanufactured",Manufactures thereof,,404,Spain and Canaries,4160.0,1730.0,2.4
as_1882,1882,WOOLLEN and WORSTED MANUFACTURES,"Coatings, Duffs, &c., all Wool",Yards,2599,Germany,341604.0,142414.0,2.4
as_1898,1898,CARRIAGES,East Africa,,8913,Australasia : Queensland,19751.0,8234.0,2.4
as_1885,1885,WOOLLEN and WORSTED MANUFACTURES,"Coatings, &c.",,3510,United States of America : Atlantic,742796.0,311171.0,2.39
as_1874,1874,LINEN and JUTE YARN,Jute Yarn,Lbs,1532,United States: Atlantic Pacific,34169.0,14379.0,2.38
as_1880,1880,COPPER,"Mixed or Yellow Metal, for Sheathing",Cwts,582,Italy,54046.0,22735.0,2.38
as_1880,1880,"ILLDWARRES and CUTLERY, Unenumerated",,,1107,France,174161.0,73087.0,2.38
as_1882,1882,COTTON MANUFACTURES,Thread for Sewing,Lbs,863,United States of Colombia,214380.0,90247.0,2.38
as_1881,1881,HEMP,British Dressed,,1207,United States: Atlantic,1970.0,830.0,2.37
as_1898,1898,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",Railway Waggons,8477,West Africa : East Africa (British),3374.0,1425.0,2.37
as_1873,1873,COTTON YARN and TWIST,,,655,Madras,565977.0,239977.0,2.36
as_1879,1879,UMBRELLAS and PARASOLS,,,2173,British North America,59168.0,25089.0,2.36
as_1881,1881,"MUSICAL INSTRUMENTS, and Parts thereof",,,2025,British North America,71727.0,30371.0,2.36
as_1888,1888,PLATED and GILT WARES,"SALTPETRE, British Prepared",,3708,Brazil,12762.0,5402.0,2.36
as_1897,1896,"CAOUTCHOU, MANUFACTURES OF",South Africa,,8237,British East Indies : Victoria,65253.0,27610.0,2.36
as_1873,1873,SILK MANUFACTURES,Lace,,2291,Australia,52106.0,22202.0,2.35
as_1878,1878,COTTON MANUFACTURES,"Piece Goods, Plain",,636,Argentine Republic,435890.0,185638.0,2.35
as_1883,1883,Meal and Flour,Oatmeal,,549,United States: Atlantic,10840.0,4616.0,2.35
as_1888,1888,SKINS and FURS,"Foreign, Dressed in the United Kingdom",,3871,France,80380.0,34262.0,2.35
as_1898,1898,CHEMICAL PRODUCTS AND PREPARATIONS not specially enumerated,,,10313,United States of America : On the Atlantic,35755.0,15222.0,2.35
as_1878,1878,CAOUTCHouc MANUFACTURES,,,289,France,116950.0,50039.0,2.34
as_1880,1880,COPPER,"Mixed or Yellow Metal, for Sheathing",Cwts,577,Sweden and Norway,53172.0,22735.0,2.34
as_1880,1880,COPPER,"Unwrought, in Ingots, Cakes, or Slabs",Cwts,569,United States: Atlantic,70674.0,30243.0,2.34
as_1898,1895,HATS,West Africa,Dozens,24763,Spanish West India Islands,20917.0,8937.0,2.34
as_1899,1895,HATS,West Africa,Dozens,24762,Cuba and Porto Rico,20917.0,8937.0,2.34
as_1874,1874,CEMENT,,Cwts,355,Denmark,27038.0,11616.0,2.33
as_1878,1878,TOBACCO and SNUFF Manufactured in the United Kingdom,Other Kinds of Manufactured Tobacco,,2171,British Possessions in South Africa,15895.0,6813.0,2.33
as_1878,1878,TOBACCO and SNUFF Manufactured in the United Kingdom,Other Kinds of Manufactured Tobacco,,2196,British Possessions in South Africa,15895.0,6813.0,2.33
as_1878,1878,TOBACCO and SNUFF Manufactured in the United Kingdom,Other Kinds of Manufactured Tobacco,,2221,British Possessions in South Africa,15895.0,6813.0,2.33
as_1882,1882,COTTON MANUFACTURES,Hosiery of Other Sorts,,842,British West India Islands and British Guiana,97798.0,41981.0,2.33
as_1886,1886,"ELECTRIC LIGHTING APPARATUS, OR PARTS THEREOF (EXCEPT STEAM ENGINES)",,,1230,Australasia,7704.0,3301.0,2.33
as_1890,1890,PLATE,RAGS (except Woollen) and other Materials for making Paper,Tons,3932,Germany,12422.0,5340.0,2.33
as_1898,1894,"ARMS, AMMUNITION, &c.",West Africa,,2893,Cape of Good Hope,262406.0,112739.0,2.33
as_1898,1898,LEAD,"Not being Steam Engines, Agricultural : Sewing Machines",,35488,Cape of Good Hope,15436.0,6637.0,2.33
as_1887,1887,IMPLEMENTS and Tools,Agricultural,,1757,Argentine Republic,51042.0,22027.0,2.32
as_1897,1893,"CAOUTCHOU, MANUFACTURES OF",South Africa,,8234,British East Indies : Victoria,51665.0,22275.0,2.32
as_1897,1893,CHEESE,South Africa,,10798,Northern Ports,24167.0,10417.0,2.32
as_1897,1893,CHEESE,South Africa,,10823,Germany,24169.0,10417.0,2.32
as_1878,1878,COTTON MANUFACTURES,"Piece Goods, Plain",,606,France,429561.0,185638.0,2.31
as_1888,1888,LINEN MANUFACTURES,Thread for Sewing,Lbs,2885,United States of America : Atlantic,150539.0,65202.0,2.31
as_1898,1897,WOOD AND TIMBER,Waste,Lbs,45406,Germany,2462751.0,1067115.0,2.31
tn_1871,1870,MEAL and FLOUR,Mixed Goods,,1389,Brazil,33892.0,14695.0,2.31
as_1879,1879,"CLAY, unmanufactured",Manufactures thereof,,399,Sweden and Norway,3980.0,1730.0,2.3
as_1882,1882,LEATHER,"Tanned, Unwrought",,1686,Holland,114303.0,49595.0,2.3
as_1887,1887,IRON,"Old and Scrap, for Re-Manu-     facture",Tons,1822,Italy,187475.0,81687.0,2.3
as_1898,1898,"ANIMALS, Living",Stallions,Number,1031,Canada,1221.0,532.0,2.3
as_1873,1873,COTTON YARN and TWIST,,,643,France,550441.0,239977.0,2.29
as_1883,1883,Meal and Flour,COTTON TWIST and YARN,,554,Sweden and Norway,219436.0,95936.0,2.29
as_1897,1896,CHEESE,South Africa,,10836,Belgium,51675.0,22531.0,2.29
as_1898,1898,"SPIRITS, British and Irish",West Africa,,42656,Cape of Good Hope,121513.0,53153.0,2.29
as_1876,1876,COTTON MANUFACTURES,Lace and Patent Net,,601,Holland,145408.0,63788.0,2.28
as_1898,1894,ALKALI,,Cwts,66,Austrian Territories,13159.0,5778.0,2.28
as_1873,1873,COTTON YARN and TWIST,,,658,Hong Kong,545059.0,239977.0,2.27
as_1897,1894,ALKALI,,Cwts,67,Austrian Territories,13139.0,5778.0,2.27
tn_1871,1870,MEAL and FLOUR,Mixed Goods,,1374,Italy: Genoa,33401.0,14695.0,2.27
tn_1871,1870,QUICKSILVER,,Lbs,4285,France,18773.0,8263.0,2.27
tn_1871,1870,"STATIONERY, other than Paper","Slate, by Tale",,5006,Channel Islands,17818.0,7846.0,2.27
as_1879,1879,"COALS, CINDERS, &c.",Coals,,436,United States: Atlantic,46915.0,20800.0,2.26
as_1884,1884,BLEACHING MATERIALS,,,249,Belgium,46199.0,20443.0,2.26
as_1899,1899,Gold,Silver,Oz. Troy,40802,France,63465.0,28061.0,2.26
as_1878,1878,CAOUTCHouc MANUFACTURES,,,286,Germany,112521.0,50039.0,2.25
as_1898,1898,ALKALI,,Cwts,60,Spain,10763.0,4780.0,2.25
as_1879,1879,"TIN, Unwrought",,,2142,United States: Atlantic,124050.0,55297.0,2.24
as_1897,1893,"SILK MANUFACTURES, WHOLLY OF SILK","British, Sheep and Lambs', Undressed, without the Wool",Number,41187,United States of America,700231.0,313117.0,2.24
as_1874,1874,CEMENT,,Cwts,363,Argentine Republic,25957.0,11616.0,2.23
as_1875,1875,COTTON MANUFACTURES,"Piece Goods, Plain",,581,Australia,575686.0,258222.0,2.23
as_1880,1880,COPPER,"Mixed or Yellow Metal, for Sheathing",Cwts,581,France,50554.0,22735.0,2.22
tn_1871,1870,PICTURES,"PLATE, Gold and Silver",,4166,Foreign West Indies,8690.0,3919.0,2.22
as_1873,1873,"CORDAGE, CABLES, and ROPES of HEMP or like MATERIAL",,,601,British North America,80946.0,36579.0,2.21
as_1897,1895,ALKALI,,Cwts,73,Greece,8441.0,3813.0,2.21
as_1897,1895,"CAOUTCHOU, MANUFACTURES OF",South Africa,,8236,British East Indies : Victoria,65587.0,29623.0,2.21
as_1897,1894,"COAL, CINDERS, &c.",East Africa,,11782,British East Indies : Bombay,387772.0,175124.0,2.21
as_1877,1877,COTTON MANUFACTURES,"Piece Goods, Plain",,609,British West India Islands and British Guiana,1463054.0,666221.0,2.2
as_1895,1895,SKINS and FURS,"Foreign, Dressed in the United Kingdom",No,5381,France,119034.0,54064.0,2.2
as_1897,1896,"COAL, CINDERS, &c.",Coal and Culm continued,Tons,11697,Argentine Republic,266228.0,121222.0,2.2
as_1898,1895,ALKALI,,Cwts,72,Greece,8441.0,3843.0,2.2
as_1898,1897,"TOBACCO AND SNUFF, MANUFACTURED IN THE UNITED KINGDOM","Cavendish or Negrohead, Manufactured in Bond from Unmanufactured Tobacco",Lbs,44212,Belgium,3911.0,1775.0,2.2
as_1882,1882,LEATHER,"Tanned, Unwrought",,1696,British North America,108699.0,49595.0,2.19
as_1884,1884,"Bags and Sacks, Empty",,,175,Russia,126149.0,57662.0,2.19
as_1873,1873,SKINS and FURS,SOAP,,2371,British West India Islands and British Guiana,59005.0,27051.0,2.18
as_1883,1883,Meal and Flour,COTTON TWIST and YARN,,562,Austrian Territories,208826.0,95936.0,2.18
as_1877,1877,PLATED and GILT WARES,,,1691,Other Countries,71793.0,33046.0,2.17
as_1879,1879,CORN and GRAIN,Malt,,553,British Possessions in South Africa,5237.0,2415.0,2.17
as_1897,1896,IMPLEMENTS AND TOOLS,South Africa,,30506,Natal,46610.0,21525.0,2.17
as_1897,1897,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,,39113,Australasia : Victoria,46129.0,21222.0,2.17
as_1898,1898,ALKALI,,Cwts,25,Denmark,10354.0,4780.0,2.17
as_1885,1885,"OIL, other than Essential or Medicinal","OIL and FLOOR CLOTH, including India Rubber Cloth",,2664,Spain,112146.0,51997.0,2.16
as_1897,1894,ALKALI,,Cwts,47,Portugal,12477.0,5778.0,2.16
as_1897,1897,"ARMS, AMMUNITION, &c.",South Africa,,2894,Cape of Good Hope,121957.0,56489.0,2.16
as_1897,1897,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,,38487,South Africa : Cape of Good Hope,22141.0,10232.0,2.16
as_1898,1894,ALKALI,,Cwts,46,Portugal,12477.0,5778.0,2.16
tn_1871,1870,MEAL and FLOUR,"Handkerchiefs and Shawls, Printed or Dyed",,1335,Peru,13129.0,6092.0,2.16
as_1877,1877,PAINTERS' COLOURS and MATERIALS,"Unenumerated, and Articles of Paper (except Papier Mâché)",,1632,Australia,67383.0,31310.0,2.15
as_1881,1881,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,901,Holland,6257.0,2917.0,2.15
as_1883,1883,BLEACHING MATERIALS,,,242,Germany,36489.0,17008.0,2.15
as_1885,1885,WOOL,Flocks and Ragwool,,3369,Sweden and Norway,42005.0,19570.0,2.15
as_1897,1894,CHEESE,East Africa,,10365,Belgium,82220.0,38236.0,2.15
as_1875,1875,COTTON MANUFACTURES,"Piece Goods, Plain",,553,Java,551421.0,258222.0,2.14
as_1883,1883,BLEACHING MATERIALS,,,244,Belgium,36347.0,17008.0,2.14
as_1897,1897,LEAD,Pig,Tons,32598,Japan,2824.0,1317.0,2.14
tn_1871,1870,"LINEN AND JUTE MANUFACTURES: 
                    » JUTE MANUFACTURES: 
                    » Bags, empty, for packing Merchandise",,,3576,Australia,21468.0,10017.0,2.14
tn_1871,1870,MEAL and FLOUR,Piece Goods: Of Other Countries (Foreign),Pieces,1518,Japan,21479.0,10020.0,2.14
as_1879,1879,COPPER,"Mixed or Yellow Metal, for Sheathing",,493,British India: Bombay and Scinde,138360.0,65011.0,2.13
as_1899,1899,"COAL, CINDERS, &c.",West Africa,,11434,Cape of Good Hope,304544.0,143073.0,2.13
as_1877,1877,"ARMS, AMMUNITION, and MILITARY STORES",Rifles,No,128,British Possessions in South Africa,30943.0,14576.0,2.12
as_1879,1879,"HABERDASHERY and MILLINERY, including Em- broidery and Needlework","HARDWARES and CUTLERY, Unenumerated",Cwts,978,Brazil,230390.0,108443.0,2.12
as_1897,1894,"COAL, CINDERS, &c.",Coal and Culm continued,Tons,11695,Argentine Republic,244329.0,115420.0,2.12
as_1897,1897,IMPLEMENTS AND TOOLS,South Africa,Implements and Tools,25903,Mauritius and Dependencies,2127.0,1005.0,2.12
as_1880,1880,HATS,Of Straw,,1174,Canada,50368.0,23865.0,2.11
as_1884,1884,"CHEMICAL PRODUCTS or Preparations, not specially enumerated",,,424,British North America,118693.0,56279.0,2.11
as_1873,1873,COTTON YARN and TWIST,,,649,Egypt,503127.0,239977.0,2.1
as_1898,1894,Gold,Silver,Oz. Troy,39973,Chile,13172.0,6258.0,2.1
as_1898,1897,Gold,Silver,Oz. Troy,39976,Chile,13121.0,6246.0,2.1
as_1872,1872,MACHINERY and Mill Work,"Steam Engines or Parts of Steam Engines, Locomotive",,1758,Belgium,78886.0,37831.0,2.09
as_1874,1874,CEMENT,,Cwts,354,Sweden and Norway,24320.0,11616.0,2.09
as_1881,1881,"MANURE, Unenumerated",,,1979,France,77451.0,37025.0,2.09
as_1897,1893,ALKALI,,Cwts,41,France,12294.0,5873.0,2.09
as_1898,1898,"SPIRITS, British and Irish",West Africa,,43103,Cape of Good Hope,111254.0,53153.0,2.09
tn_1871,1870,COPPER,Mixed or Yellow Metal for Sheathing,Cwts,1004,all Countries,3687.0,1765.0,2.09
as_1899,1898,Gold,Silver,Oz. Troy,40786,Germany,16593.0,7977.0,2.08
as_1879,1879,COPPER,"Unwrought, in Ingots, Cakes, or Slabs",,469,Holland,118530.0,57233.0,2.07
as_1881,1881,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,900,Germany,6035.0,2917.0,2.07
as_1898,1898,"ANIMALS, Living",Stallions,Number,1004,Natal,1099.0,532.0,2.07
tn_1871,1870,MEAL and FLOUR,"Handkerchiefs and Shawls, Printed or Dyed",,1331,S. Atlantic Ports,12629.0,6092.0,2.07
tn_1871,1870,MEAL and FLOUR,Thread for Sewing,,1483,France,115112.0,55618.0,2.07
as_1872,1872,SKINS and FURS,SOAP,,2370,British West India Islands and British Guiana,69092.0,33612.0,2.06
as_1874,1874,BRASS,"Manufactures of, not being Ordnance",,265,Holland,78155.0,37913.0,2.06
as_1897,1893,"SILK MANUFACTURES, WHOLLY OF SILK","British, Unenumerated",Skins and Furs,41254,Canada,3925.0,1905.0,2.06
tn_1871,1870,MEAL and FLOUR,"Handkerchiefs and Shawls, Printed or Dyed",,1336,Chili,12571.0,6092.0,2.06
as_1873,1873,SILK MANUFACTURES,Broad Stuffs,,2314,United States: Atlantic,65563.0,31996.0,2.05
as_1879,1879,COPPER,Unenumerated (Coal),,516,British India: Bombay and Scinde,181050.0,88474.0,2.05
as_1897,1895,"COAL, CINDERS, &c.",Coal and Culm continued,Tons,11696,Argentine Republic,249229.0,121441.0,2.05
as_1897,1894,IMPLEMENTS AND TOOLS,Unenumerated,,25733,Germany,50192.0,24448.0,2.05
as_1898,1897,Gold,Silver,Oz. Troy,39961,China,12816.0,6246.0,2.05
tn_1871,1870,MEAL and FLOUR,Piece Goods: Of Other Countries (Foreign),Pieces,1523,British West India Islands and British Guiana,20538.0,10020.0,2.05
as_1874,1874,LINEN and JUTE YARN,Jute Yarn,Lbs,1529,Holland,29402.0,14379.0,2.04
as_1881,1881,HATS,Of Straw,,1193,British North America,52656.0,25785.0,2.04
as_1888,1888,"ELECTRIC LIGHTING APPARATUS, OR PARTS THEREOF (EXCEPT STEAM ENGINES)",,,1505,Spain,28101.0,13805.0,2.04
as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Provisions,39721,British East Indies : Bombay,59499.0,29235.0,2.04
as_1881,1881,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,899,Denmark,5931.0,2917.0,2.03
as_1881,1881,IRON,Galvanized (other than Wire or Manufactures of Wire),,1471,British Possessions in South Africa,202458.0,99573.0,2.03
as_1885,1885,BLEACHING MATERIALS,,Cwts,323,Germany,41708.0,20529.0,2.03
as_1897,1897,CHEESE,South Africa,,10842,France,43565.0,21450.0,2.03
as_1899,1895,WOOD AND TIMBER,Ore,Articles,50975,France,109596.0,53938.0,2.03
as_1878,1878,COTTON MANUFACTURES,"Piece Goods, Plain",,624,United States : Atlantic,374996.0,185638.0,2.02
as_1879,1879,"MANURE, Unenumerated",,,1650,Foreign West Indies,51928.0,25716.0,2.02
as_1883,1883,CORN and GRAIN,Oats,,542,British West India Islands and British Guiana,6406.0,3174.0,2.02
as_1898,1894,ALKALI,,Cwts,91,Turkey : Asiatic,11691.0,5778.0,2.02
as_1898,1895,"ARMS, AMMUNITION, &c.",,,3007,Canada,11152.0,5522.0,2.02
as_1878,1878,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, of Wool mixed with other Materials",,2381,Germany,499057.0,248684.0,2.01
as_1886,1886,"PRINTS, ENGRAVINGS, DRAWINGS, &c.",,,2935,United States of America,113685.0,56498.0,2.01
as_1897,1894,ALKALI,,Cwts,92,Turkey : Asiatic,11601.0,5778.0,2.01
as_1897,1895,CHEESE,South Africa,,10835,Belgium,46756.0,23304.0,2.01
as_1875,1875,COTTON MANUFACTURES,"Piece Goods, Plain",,538,Holland,515352.0,258222.0,2.0
as_1879,1879,"COALS, CINDERS, &c.",Coals,,435,Java,41510.0,20800.0,2.0
as_1885,1885,WOOL,Flocks and Ragwool,,3372,Belgium,39099.0,19570.0,2.0
as_1897,1895,EARTHEN AND CHINA WARE,South Africa,,20789,Cape of Good Hope,16942.0,8452.0,2.0
as_1897,1896,IMPLEMENTS AND TOOLS,South Africa,,30566,Australasia : New South Wales,43134.0,21525.0,2.0
as_1898,1898,"BRASS, AND MANUFACTURES OF, not being Ordnance",East Africa,,6633,Zanzibar and Pemba,24.0,12.0,2.0
as_1898,1895,Gold,Silver,Oz. Troy,39974,Chile,14527.0,7254.0,2.0
as_1899,1897,Gold,Silver,Oz. Troy,40800,France,59933.0,30030.0,2.0
as_1899,1899,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work",West Africa,,23741,Cape of Good Hope,265014.0,132238.0,2.0
as_1898,1895,ALKALI,,Cwts,17,Norway,7629.0,3843.0,1.99
as_1874,1874,CEMENT,,Cwts,369,Australia,22961.0,11616.0,1.98
as_1880,1880,COTTON MANUFACTURES,Hosiery of Other Sorts,,887,British West India Islands and British Guiana,70099.0,35330.0,1.98
as_1880,1880,"ILLDWARRES and CUTLERY, Unenumerated",,,1136,Bengal and Burmah,144892.0,73087.0,1.98
as_1873,1873,COTTON YARN and TWIST,,,654,British India: Bombay and Scinde,472244.0,239977.0,1.97
as_1878,1878,COTTON MANUFACTURES,"Piece Goods, Plain",,643,Madras,366112.0,185638.0,1.97
as_1881,1881,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,905,Australasia,5740.0,2917.0,1.97
as_1887,1887,BLEACHING MATERIALS,,,345,Belgium,38492.0,19537.0,1.97
as_1873,1873,"CARRIAGES, CARTS, &c.",Railway Carriages for Passengers,No,331,New Zealand,32400.0,16499.0,1.96
as_1879,1879,"TIN, Unwrought",,,2139,France,108390.0,55297.0,1.96
as_1891,1891,"CARRIAGES, &c.","Railway Waggons, Trucks, &c., and parts thereof for Ballast, Minerals, or Merchandise",,573,Mexico,58642.0,29943.0,1.96
as_1894,1894,POTATOES,RAGS (except Woollen) and other Materials for making Paper,Tons,5002,Belgium,14454.0,7365.0,1.96
as_1885,1885,"OIL, other than Essential or Medicinal",Seed,,2625,Austrian Territories,80988.0,41431.0,1.95
as_1898,1894,ALKALI,,Cwts,21,Denmark,11263.0,5778.0,1.95
as_1873,1873,APPAREL and SLOPS,,,52,British Possessions in South Africa,458114.0,236367.0,1.94
as_1878,1878,"TIN, Unwrought",,,2156,France,102730.0,52913.0,1.94
as_1878,1878,"TIN, Unwrought",,,2181,France,102730.0,52913.0,1.94
as_1878,1878,"TIN, Unwrought",,,2206,France,102730.0,52913.0,1.94
as_1880,1880,COTTON MANUFACTURES,"Piece Goods, Plain",,698,Belgium,289629.0,149080.0,1.94
as_1897,1894,ALKALI,,Cwts,22,Denmark (including Iceland and Greenland),11203.0,5778.0,1.94
as_1897,1895,"COAL, CINDERS, &c.",East Africa,,11783,British East Indies : Bombay,348776.0,180012.0,1.94
as_1897,1893,COTTON MANUFACTURES,South Africa,,17744,Cape of Good Hope,175621.0,90534.0,1.94
as_1881,1881,"MANURE, Unenumerated",,,1984,Channel Islands,71516.0,37025.0,1.93
as_1899,1897,HATS,West Africa,Dozens,24734,Belgium,16055.0,8317.0,1.93
tn_1871,1870,PICTURES,"PLATE, Gold and Silver",,4161,Spain and the Canaries,7565.0,3919.0,1.93
as_1881,1881,HEMP,British Dressed,,1208,Channel Islands,1595.0,830.0,1.92
