commodity,gbp,bucket,partner,partner_gbp,partner_bucket,unit,holds,shared_tokens,origin_years_shared,own_origin_years,own_anchor_years,merged_checked_years,ratio_median,ratio_range,pct_near_1,anchor_conflicts,verdict
"Crude, In Cakes",1986946,KEEP,"Zinc — Crude, In Cakes",27101832,REVIEW,Ton,anchor,cakes crude,0,1877-1884,1892-1900,11,1.004,0.98-1.01,1.0,0,CONFIRMS
"Fish — Fresh (Not Of British Taking), Other Sorts",1957487,REVIEW,"Fish — Fresh, Other Sorts",726617,DUPE-FAM,Cwt,anchor,fish fresh,0,1890-1896,1899-1900,2,0.999,1.0-1.0,1.0,0,CONFIRMS
"Coals, Culm, And Cinders — Confectionery (Not Otherwise Enumerated)",1865304,KEEP,Confectionery,6036573,KEEP,Cwt,anchor,confectionery,0,1875-1879,none,4,1.0,1.0-1.0,1.0,0,CONFIRMS
Fish — Sardines,1858970,REVIEW,Other Sorts Of Shell Fish,50174,EMPTY,Cwt,anchor,fish,0,1889-1894,none,1,1.009,1.01-1.01,1.0,0,CONFIRMS
"Copper — Old, Fit Only To Be Re-Manufactured",1737994,NAME-ART?,Pyrites Of Iron Or Copper,27886702,KEEP,Ton,anchor,copper,17,1876-1895,none,17,1.004,0.97-1.01,1.0,0,CONFIRMS
"Beef — Books, Bound Or Unbound, Including Maps And Charts",1572844,REVIEW,Books,1715939,KEEP,Cwt,anchor,books,0,1888-1895,none,6,1.0,1.0-1.0,1.0,0,CONFIRMS
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Other Farinaceous Substances, Unenumerated - Value £",0,EMPTY,Cwt,anchor,substances,0,1895-1899,none,1,1.081,1.08-1.08,1.0,0,CONFIRMS
"Nitre, Cubic (Nitrate Of Soda) — Palm",1519701,KEEP,Palm,1713829,EMPTY,Cwt,anchor,palm,0,1880-1880,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
"Skins, Furs, And Pelts — Goat And Kid, Undressed",1486079,KEEP,"Skins And Furs — Goat, Undressed",839302,REVIEW,Number,anchor,furs goat skins undressed,0,1872-1879,none,2,1.0,1.0-1.0,1.0,0,CONFIRMS
Toys — Valonia,1481178,KEEP,Valonia,1154874,KEEP,Ton,anchor,valonia,0,1872-1881,none,3,1.0,1.0-1.0,1.0,0,CONFIRMS
Beef — Applicable To Manufacturing Purposes,1455497,REVIEW,Bones For Manufacturing Purposes,77478,EMPTY,Ton,anchor,manufacturing purposes,0,1872-1899,none,5,0.969,0.83-1.0,0.8,0,CONFIRMS
"Perfumery, And Articles Used In The Manufacture Thereof",1414281,KEEP,"Perfumery, And Articles Used In The Manufacture Thereof, Except Perfumed Spirits",1024063,KEEP,Lb,origins,articles manufacture perfumery thereof used,0,1880-1891,1893-1897,5,1.0,0.67-1.03,0.8,0,CONFIRMS
"Stationery, Other Than Paper — Rough, Hewn Or Manufactured: (Other Than Works Of Art)",1359042,DUPE-FAM,"Stones, Marble, And Slate : Rough, Hewn Or Manufactured : (Other Than Works Of Art)",8639675,KEEP,Ton,anchor,art hewn manufactured rough than works,0,1889-1893,none,2,1.001,1.0-1.0,1.0,0,CONFIRMS
"Stationery, Other Than Paper — Rough, Hewn Or Manufactured: (Other Than Works Of Art)",1359042,DUPE-FAM,"Stones, Rough, Hewn, Or Manufactured (Other Thanworks Of Art)",0,EMPTY,Ton,anchor,art hewn manufactured rough,0,1889-1893,none,1,1.001,1.0-1.0,1.0,0,CONFIRMS
Pyrites Of Iron Or Copper Or Sulphur Ore,1351152,KEEP,"Pyrites Of Iron, Copper, Or Sulphur",1295272,KEEP,Ton,anchor,copper iron pyrites sulphur,0,1872-1872,1866-1870,1,1.006,1.01-1.01,1.0,0,CONFIRMS
Pyrites Of Iron Or Copper Or Sulphur Ore,1351152,KEEP,Pyrites Of Iron Or Copper,27886702,KEEP,Ton,anchor,copper iron pyrites,0,1872-1872,1866-1870,1,1.006,1.01-1.01,1.0,0,CONFIRMS
Bark — Valonia,1240120,DUPE-FAM,Valonia,1154874,KEEP,Ton,anchor,valonia,0,1895-1898,none,4,1.0,1.0-1.0,1.0,0,CONFIRMS
"Cocoa — Cocoa Or Chocolate, Ground, Prepared Orin Any Way Manufactured",1218527,DUPE-FAM,Cocoa,22773760,KEEP,Lb,anchor,cocoa,2,1880-1881,none,2,1.042,1.04-1.04,1.0,0,CONFIRMS
Animals — Swine,1177604,FOLD?,"Animals, Living — Sheep And Lambs",50188907,KEEP,Number,anchor,animals,6,1872-1879,none,6,1.073,1.02-1.15,0.83,0,CONFIRMS
Animals — Swine,1177604,FOLD?,"Animals, Living — Swine",845785,KEEP,Number,anchor,animals swine,0,1872-1879,none,2,1.0,1.0-1.0,1.0,0,CONFIRMS
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,"Sugar — Other Sorts, Including Candy",183657273,REVIEW,Cwt,anchor,including sugar,5,1883-1895,none,1,1.025,1.02-1.02,1.0,0,CONFIRMS
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,Sugar — Refined : Total Of,229517482,KEEP,Cwt,anchor,sugar,4,1883-1895,none,5,1.008,0.01-1.01,0.8,0,CONFIRMS
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,"Sugar — Unrefined, Total",365153956,REVIEW,Cwt,anchor,sugar,5,1883-1895,none,5,1.007,1.0-1.38,0.8,0,CONFIRMS
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,Sugar — In Lumps And Loaves,37361636,REVIEW,Cwt,anchor,sugar,4,1883-1895,none,1,1.097,1.1-1.1,1.0,0,CONFIRMS
Succades (Including All Fruits And Vegetables Preserved In Sugar),1162401,REVIEW,Sugar — Unrefined : Beetroot,95882826,REVIEW,Cwt,anchor,sugar,5,1883-1895,none,1,1.036,1.04-1.04,1.0,0,CONFIRMS
"Cards, Playing — Brandy",1138897,REVIEW,Brandy,1261800,EMPTY,Proof Gallon,anchor,brandy,0,1899-1899,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
"Copper, Ore Of — Opium",1097105,DUPE-FAM,Opium,403170,EMPTY,Lb,anchor,opium,0,1894-1898,none,5,1.0,0.99-1.0,1.0,0,CONFIRMS
"Wine — Red, In Bottles : Still",1088296,REVIEW,Wine — Total Of All Kinds,597496362,KEEP,Gallon,anchor,wine,5,1889-1895,none,5,1.04,1.03-1.06,1.0,0,CONFIRMS
"Horns, Tips And Pieces Of Horns And Hoofs — Steel, Unwrought",1079818,DUPE-FAM,Steel — Unwrought,128380,EMPTY,Ton,anchor,steel unwrought,0,1893-1898,none,6,1.015,0.98-1.63,0.83,0,CONFIRMS
Metal — Condensed Or Preserved,1079235,DUPE-FAM,"Preserved, Otherwise Than By Salting",23130049,KEEP,Cwt,anchor,preserved,0,1894-1894,none,1,0.955,0.96-0.96,1.0,0,CONFIRMS
Iron — Old Broken Iron And Steel,1076635,KEEP,Pyrites Of Iron Or Copper,27886702,KEEP,Ton,anchor,iron,11,1872-1884,none,13,1.025,0.04-1.06,0.85,0,CONFIRMS
"Animals Living — Horses, Mares, Geldings, Colts, And Foals",1050112,KEEP,"Animals, Living — Sheep And Lambs",50188907,KEEP,Number,anchor,animals living,5,1883-1887,none,5,1.011,0.05-1.02,0.8,0,CONFIRMS
"Animals Living — Horses, Mares, Geldings, Colts, And Foals",1050112,KEEP,"Animals, Living — Horses",233770,KEEP,Number,anchor,animals horses living,0,1883-1887,none,5,1.0,1.0-1.0,1.0,0,CONFIRMS
Glass — Dry,1035549,REVIEW,"Glass — Window And German Sheet, Including Shades And Cylinders",10413119,KEEP,Cwt,anchor,glass,5,1894-1898,none,5,1.064,1.05-1.1,0.8,0,CONFIRMS
"Glass — Ore Of, Or Ore Of Which The Greater Part In Value Is Gold",1029710,REVIEW,"Manganese, Ore Of",6196715,KEEP,Ton,anchor,ore,5,1894-1898,none,5,1.068,1.01-1.18,0.6,0,CONFIRMS
"Brass, Bronze, And Metal, Bronzed Or Lacquered, Manufactures Of, Unenumerated",1013441,REVIEW,Brass And Bronze Manufactures,106836,EMPTY,Cwt,anchor,brass bronze,0,1882-1896,none,2,1.0,1.0-1.0,1.0,0,CONFIRMS
"Brass, Bronze, And Metal, Bronzed Or Lacquered, Manufactures Of, Unenumerated",1013441,REVIEW,"Brass, Bronze, And Metal Bronzed Or Lacquered, }Manufactures Of",170981,EMPTY,Cwt,anchor,brass bronze bronzed lacquered metal,0,1882-1896,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
"Gold — Ore Of, Or Ore Of Which The Greater Part In Value Is Gold",1001673,REVIEW,"Manganese, Ore Of",6196715,KEEP,Ton,anchor,ore,20,1872-1898,none,21,1.002,0.04-1.17,0.81,0,CONFIRMS
"Brass, Bronze, And Metal Bronzed Or Lacquered, Manufactures Of, Not Otherwise Enumerated",996198,REVIEW,Brass And Bronze Manufactures,106836,EMPTY,Cwt,anchor,brass bronze,0,1895-1899,none,2,1.0,1.0-1.0,1.0,0,CONFIRMS
"Brass, Bronze, And Metal Bronzed Or Lacquered, Manufactures Of, Not Otherwise Enumerated",996198,REVIEW,"Brass, Bronze, And Metal Bronzed Or Lacquered, }Manufactures Of",170981,EMPTY,Cwt,anchor,brass bronze bronzed lacquered metal,0,1895-1899,none,5,1.0,0.87-1.0,0.8,0,CONFIRMS
"Animals, Living — Stallions : Geldings",949468,DUPE-FAM,"Animals, Living — Oxen And Bulls",146079436,KEEP,Number,anchor,animals living,4,1889-1893,none,1,1.026,1.03-1.03,1.0,0,CONFIRMS
"Wine — White, In Bottles—Still",938741,REVIEW,Wine — Total Of All Kinds,597496362,KEEP,Gallon,anchor,wine,6,1889-1895,none,6,1.042,1.01-1.06,1.0,0,CONFIRMS
Tobacco — Other Manufactured Tobacco,911536,REVIEW,Tobacco — Unmanufactured,68464531,KEEP,Lb,anchor,tobacco,11,1882-1892,none,11,1.005,1.0-1.02,1.0,0,CONFIRMS
"Nitre, Cubic (Nitrate Of Soda) — Olive",907308,KEEP,Olive,1559183,EMPTY,Ton,anchor,olive,0,1880-1880,none,1,1.035,1.03-1.03,1.0,0,CONFIRMS
"Cards, Playing — Geneva",891908,REVIEW,Geneva,61252,EMPTY,Proof Gallon,anchor,geneva,0,1872-1899,none,5,1.0,0.99-1.0,1.0,0,CONFIRMS
Woollen Yarn — Unenumerated,848738,REVIEW,"Woollen Yarn — For Fancy Purposes, Including Berlin Wool And Zephyr Yarn",1978757,REVIEW,Lb,anchor,woollen yarn,7,1873-1899,none,5,1.044,0.55-1.06,0.8,0,CONFIRMS
Woollen Yarn — Unenumerated,848738,REVIEW,Linen Yarn,15966406,KEEP,Lb,anchor,yarn,22,1873-1899,none,22,1.004,0.91-40.44,0.91,0,CONFIRMS
Woollen Yarn — Unenumerated,848738,REVIEW,Yarn And Waste Of,725135,KEEP,Lb,anchor,yarn,5,1873-1899,none,3,1.018,1.01-1.02,1.0,0,CONFIRMS
Woollen Yarn — Unenumerated,848738,REVIEW,Woollen Yarn — For Fancy Purposes,4455638,KEEP,Lb,anchor,woollen yarn,18,1873-1899,none,5,1.027,0.04-1.06,0.6,0,CONFIRMS
Lates — Ginger,844974,DUPE-FAM,Ginger,175435,EMPTY,Cwt,anchor,ginger,0,1894-1898,none,5,0.988,0.89-1.0,0.8,0,CONFIRMS
"Skins And Furs — Goat, Undressed",839302,REVIEW,"Skins, Furs, And Pelts — Goat And Kid, Undressed",1486079,KEEP,Number,origins,furs goat skins undressed,0,1896-1896,1878-1900,2,1.0,1.0-1.0,1.0,0,CONFIRMS
"Skins And Furs — Goat, Undressed",839302,REVIEW,"Skins, Furs, And Pelts — Goat, Undressed",11334935,KEEP,Number,origins,furs goat skins undressed,0,1896-1896,1878-1900,11,1.0,0.98-1.0,1.0,0,CONFIRMS
Glass — Unenumerated,833701,REVIEW,"Glass — Window And German Sheet, Including Shades And Cylinders",10413119,KEEP,Cwt,anchor,glass,5,1893-1897,1866-1870,4,1.035,1.03-1.04,1.0,0,CONFIRMS
Cheese — Maize Or Indian Cornmeal,832483,DUPE-FAM,Maize Or Indian Corn,299219833,KEEP,Cwt,anchor,indian maize,2,1898-1899,none,2,1.03,1.03-1.03,1.0,0,CONFIRMS
Cheese — Maize Or Indian Cornmeal,832483,DUPE-FAM,Maize Or Indian Corn Meal,581472,REVIEW,Cwt,anchor,indian maize,0,1898-1899,none,2,0.997,0.99-1.0,1.0,0,CONFIRMS
Oil Seed Cake — Opium,829222,KEEP,Opium,403170,EMPTY,Lb,anchor,opium,0,1876-1878,none,2,1.0,0.95-1.0,1.0,0,CONFIRMS
"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",823474,NAME-ART?,"Manganese, Ore Of",6196715,KEEP,Ton,anchor,ore,7,1890-1898,none,7,1.036,0.99-1.2,0.71,0,CONFIRMS
"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",823474,NAME-ART?,Pyrites Of Iron Or Copper,27886702,KEEP,Ton,anchor,copper,5,1890-1898,none,7,1.002,0.01-1.01,0.71,0,CONFIRMS
"Copper, Ore Of — Old, Fit Only To Be Re-Manufactured",823474,NAME-ART?,Iron — Ore Of (Including Chrome),30615633,REVIEW,Ton,anchor,ore,4,1890-1898,none,4,1.005,0.97-1.01,1.0,0,CONFIRMS
"Fruit — Dried, Not Otherwise Described",823392,KEEP,Fruit — Oranges And Lemons,31479506,KEEP,Bushel,anchor,fruit,7,1872-1879,none,7,1.074,0.91-1.09,1.0,0,CONFIRMS
"Flax, Dressed Or Undressed — Apples, Raw",783906,KEEP,Apples — Raw,6709080,KEEP,Bushel,anchor,apples,0,1882-1882,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
"Iron — Old Broken, And Old Cast Iron And Steel",759882,KEEP,Iron — Ore Of,34512624,KEEP,Ton,anchor,iron,9,1885-1899,none,12,1.003,0.0-1.01,0.75,0,CONFIRMS
"Iron — Old Broken, And Old Cast Iron And Steel",759882,KEEP,Pyrites Of Iron Or Copper,27886702,KEEP,Ton,anchor,iron,12,1885-1899,none,15,1.02,0.0-1.04,0.8,0,CONFIRMS
"Iron — Old Broken, And Old Cast Iron And Steel",759882,KEEP,Iron — Ore Of (Including Chrome),30615633,REVIEW,Ton,anchor,iron,5,1885-1899,none,5,1.007,0.97-1.01,1.0,0,CONFIRMS
"Metal — Old (Other Than Iron Or Copper), Fit Only For Re-Manufacture",746485,KEEP,Pyrites Of Iron Or Copper,27886702,KEEP,Ton,anchor,copper iron,7,1872-1881,none,9,1.001,0.01-1.0,0.78,0,CONFIRMS
"Metal — Old (Other Than Iron Or Copper), Fit Only For Re-Manufacture",746485,KEEP,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,than,6,1872-1881,none,6,1.031,1.02-1.04,1.0,0,CONFIRMS
"Metal — Old (Other Than Iron Or Copper), Fit Only For Re-Manufacture",746485,KEEP,Iron — In Bars,8704506,KEEP,Ton,anchor,iron,7,1872-1881,none,9,1.01,0.04-1.02,0.78,0,CONFIRMS
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Sumach",710762,REVIEW,Sumach,255606,DUPE-FAM,Ton,anchor,sumach,0,1895-1899,none,5,1.0,1.0-1.02,1.0,0,CONFIRMS
Bark — Sumach,710530,DUPE-FAM,Sumach,255606,DUPE-FAM,Ton,anchor,sumach,1,1889-1898,none,5,1.0,1.0-2.05,0.8,0,CONFIRMS
Succades (Including Fruits And Vegetables Pre- Served In Sugar),692288,REVIEW,Sugar — Refined : Total Of,229517482,KEEP,Cwt,anchor,sugar,6,1875-1880,none,6,1.009,1.01-1.01,1.0,0,CONFIRMS
Succades (Including Fruits And Vegetables Pre- Served In Sugar),692288,REVIEW,"Sugar — Unrefined, Total",365153956,REVIEW,Cwt,anchor,sugar,6,1875-1880,none,6,1.002,1.0-1.0,1.0,0,CONFIRMS
Succades (Including Fruits And Vegetables Pre- Served In Sugar),692288,REVIEW,Sugar — Molasses,5182584,KEEP,Cwt,anchor,sugar,6,1875-1880,none,6,1.055,1.03-1.15,0.67,0,CONFIRMS
Wood And Timber — Furniture And Hardwoods : Mahogany,683643,DUPE-FAM,Mahogany,0,EMPTY,Ton,anchor,mahogany,0,1887-1888,none,2,1.0,1.0-1.0,1.0,0,CONFIRMS
Confectionery (Not Containing Any Article Liable To Duty),625193,FOLD?,Confectionery (Free And Dutiable),72197,EMPTY,Cwt,anchor,confectionery,0,1894-1899,none,3,1.036,0.95-1.05,1.0,0,CONFIRMS
Wood And Timber — Furniture Woods And Hardwoods : Unenumerated,608112,KEEP,Furniture Woods And Hardwoods — Unenumerated,450066,EMPTY,Ton,anchor,furniture hardwoods woods,0,1889-1889,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
"Feathers And Down — For Beds, In Beds Or Otherwise",595772,REVIEW,Feathers — For Beds,1866041,KEEP,Cwt,anchor,beds feathers,1,1882-1898,none,5,0.91,0.79-1.0,0.6,0,CONFIRMS
"Feathers And Down — For Beds, In Beds Or Otherwise",595772,REVIEW,Feathers And Down — For Beds,356314,REVIEW,Cwt,anchor,beds down feathers,1,1882-1898,none,6,1.0,0.89-1.91,0.67,0,CONFIRMS
"Feathers And Down — For Beds, In Beds Or Otherwise",595772,REVIEW,"Feathers And Down, In Beds Or For Beds",87425,EMPTY,Cwt,anchor,beds down feathers,0,1882-1898,none,3,1.0,0.93-1.28,0.67,0,CONFIRMS
"Feathers And Down — For Beds, In Beds Or Otherwise",595772,REVIEW,For Beds,0,EMPTY,Cwt,anchor,beds,0,1882-1898,none,1,1.002,1.0-1.0,1.0,0,CONFIRMS
"Beads Of All Sorts — Brass, Bronze, And Metal Bronzed Or Lacquered, Manufactures Of, Unenumerated",591901,KEEP,Brass And Bronze Manufactures,106836,EMPTY,Cwt,anchor,brass bronze,0,1888-1894,none,2,1.0,1.0-1.0,1.0,0,CONFIRMS
"Beads Of All Sorts — Brass, Bronze, And Metal Bronzed Or Lacquered, Manufactures Of, Unenumerated",591901,KEEP,"Brass, Bronze, And Metal Bronzed Or Lacquered, }Manufactures Of",170981,EMPTY,Cwt,anchor,brass bronze bronzed lacquered metal,0,1888-1894,none,2,1.0,1.0-1.0,1.0,0,CONFIRMS
Bones (Except Whalefins) — Applicable To Manufacturing Pur- Poses,584878,REVIEW,Bones For Manufacturing Purposes,77478,EMPTY,Ton,anchor,bones manufacturing,0,1883-1896,none,2,1.0,1.0-1.0,1.0,0,CONFIRMS
Bones (Except Whalefins) — Applicable To Manufacturing Pur- Poses,584878,REVIEW,"Bones, Applicable To Manufacturing Purposes",68566,EMPTY,Ton,anchor,applicable bones manufacturing,0,1883-1896,none,2,1.0,1.0-1.0,1.0,0,CONFIRMS
Paper,578837,REVIEW,Paper — Unprinted,15366708,DUPE-FAM,Cwt,anchor,paper,1,1872-1898,none,1,1.091,1.09-1.09,1.0,0,CONFIRMS
"Copper, Ore Of — Sumach",577411,DUPE-FAM,Pyrites Of Iron Or Copper,27886702,KEEP,Ton,anchor,copper,3,1894-1897,none,4,1.026,0.02-1.03,0.75,0,CONFIRMS
"Copper, Ore Of — Sumach",577411,DUPE-FAM,Iron — Ore Of (Including Chrome),30615633,REVIEW,Ton,anchor,ore,3,1894-1897,none,3,1.007,1.01-1.01,1.0,0,CONFIRMS
"Copper, Ore Of — Sumach",577411,DUPE-FAM,Sumach,255606,DUPE-FAM,Ton,anchor,sumach,0,1894-1897,none,4,1.005,0.98-1.03,1.0,0,CONFIRMS
"Animals, Living — Stallions",566902,KEEP,"Animals, Living — Oxen And Bulls",146079436,KEEP,Number,anchor,animals living,12,1888-1899,none,5,1.001,1.0-1.43,0.8,0,CONFIRMS
"Animals, Living — Stallions",566902,KEEP,"Animals, Living — Sheep And Lambs",50188907,KEEP,Number,anchor,animals living,12,1888-1899,none,12,1.003,1.0-1.01,1.0,0,CONFIRMS
"Animals, Living — Stallions",566902,KEEP,"Horses (Including Ponies), Viz., Stallions",30778,EMPTY,Number,anchor,stallions,0,1888-1899,none,7,0.982,0.94-1.07,1.0,0,CONFIRMS
"Corn And Grain — Meal, Not Otherwise Enumerated",560377,REVIEW,"Meal, Unenumerated",1112669,KEEP,Cwt,anchor,meal,0,1883-1896,none,2,1.083,1.0-1.08,1.0,0,CONFIRMS
Fruit — Plums (French) And Prunelles,554391,REVIEW,Fruit — Figs And Fig Cake,3536988,KEEP,Cwt,anchor,fruit,7,1879-1899,none,1,1.098,1.1-1.1,1.0,0,CONFIRMS
Fruit — Plums (French) And Prunelles,554391,REVIEW,Fruit — Raisins,40226566,KEEP,Cwt,anchor,fruit,8,1879-1899,none,3,1.029,1.01-1.05,1.0,0,CONFIRMS
Fruit — Plums (French) And Prunelles,554391,REVIEW,Fruit — Currants,38785786,KEEP,Cwt,anchor,fruit,8,1879-1899,none,3,1.014,1.01-1.03,1.0,0,CONFIRMS
Fruit — Plums (French) And Prunelles,554391,REVIEW,Fruit — Figs,986263,KEEP,Cwt,anchor,fruit,1,1879-1899,none,1,1.069,1.07-1.07,1.0,0,CONFIRMS
Fruit — Plums (French) And Prunelles,554391,REVIEW,"Plums, French, And Pruneloes",619064,REVIEW,Cwt,anchor,french plums,2,1879-1899,none,6,1.0,0.98-2.0,0.67,0,CONFIRMS
Sugar — Other Sorts,546121,DUPE-FAM,Sugar — Refined : Total Of,229517482,KEEP,Cwt,anchor,sugar,1,1889-1889,none,1,1.01,1.01-1.01,1.0,0,CONFIRMS
Sugar — Other Sorts,546121,DUPE-FAM,"Sugar — Unrefined, Total",365153956,REVIEW,Cwt,anchor,sugar,1,1889-1889,none,1,1.005,1.01-1.01,1.0,0,CONFIRMS
"Rags And Other Materials For Making Paper — Woollen: Applicable To Other Uses Than Manure, Torn Up Or Not",534299,KEEP,"Rags, And Other Materials For Making Paper — Rags, Woollen, Applicable To Other Uses Than Manure",4130429,KEEP,Ton,anchor,applicable making manure materials paper rags than uses woollen,0,1872-1872,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
"Fruit — Plums, Dried Or Preserved",527076,FOLD?,Fruit — Raisins,40226566,KEEP,Cwt,anchor,fruit,16,1883-1899,none,11,1.024,1.0-1.04,1.0,0,CONFIRMS
"Fruit — Plums, Dried Or Preserved",527076,FOLD?,"Yeast, Dried",8155790,KEEP,Cwt,anchor,dried,3,1883-1899,none,4,1.006,0.07-1.01,0.75,0,CONFIRMS
"Fruit — Plums, Dried Or Preserved",527076,FOLD?,Fruit — Currants,38785786,KEEP,Cwt,anchor,fruit,16,1883-1899,none,11,1.014,1.0-1.03,1.0,0,CONFIRMS
"Fruit — Plums, Dried Or Preserved",527076,FOLD?,Dried Or Preserved,12749,EMPTY,Cwt,anchor,dried preserved,0,1883-1899,none,7,1.0,0.33-1.0,0.86,0,CONFIRMS
Drugs — Valonia,526361,KEEP,Valonia,1154874,KEEP,Ton,anchor,valonia,0,1882-1882,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
Tin — Valonia,520054,KEEP,Valonia,1154874,KEEP,Ton,anchor,valonia,0,1880-1880,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
"Nitre, Cubic (Nitrate Of Soda) — Seed",517812,KEEP,Oil Seed Cake,29784684,KEEP,Ton,anchor,seed,1,1880-1880,none,1,1.044,1.04-1.04,1.0,0,CONFIRMS
"Nitre, Cubic (Nitrate Of Soda) — Seed",517812,KEEP,"Seed, Of All Kinds",629654,EMPTY,Ton,anchor,seed,0,1880-1880,none,1,0.998,1.0-1.0,1.0,0,CONFIRMS
"Wood And Timber — Furniture, Hardwoods, And Veneers",494110,DUPE-FAM,Furniture And Hardwoods — Mahogany,1099136,REVIEW,Ton,anchor,furniture hardwoods,0,1883-1883,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
Cotton Manufactures — Cutch,483388,REVIEW,Cotton,65842509,KEEP,Ton,anchor,cotton,4,1872-1879,none,4,1.029,1.02-1.03,1.0,0,CONFIRMS
Onions — Opium,481720,KEEP,Opium,403170,EMPTY,Lb,anchor,opium,0,1879-1879,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
Onions,450676,FOLD?,Onions — Raw,13673548,KEEP,Bushel,anchor,onions,0,1879-1879,none,1,0.983,0.98-0.98,1.0,0,CONFIRMS
Cotton Manufactures — Piece Goods Of India And China,429700,KEEP,Manufactures Of India And China,28643,EMPTY,Pieces,anchor,china india,0,1872-1881,none,10,1.0,0.81-1.0,0.9,0,CONFIRMS
Fish (Including Turtle) — Sardines,426739,DUPE-FAM,"Sugar — Other Sorts, Including Candy",183657273,REVIEW,Cwt,anchor,including,1,1895-1895,none,1,1.015,1.02-1.02,1.0,0,CONFIRMS
Fish (Including Turtle) — Sardines,426739,DUPE-FAM,Other Sorts Of Shell Fish,50174,EMPTY,Cwt,anchor,fish,0,1895-1895,none,1,0.999,1.0-1.0,1.0,0,CONFIRMS
Bark — Other Sorts Of Fresh Fish,424327,DUPE-FAM,"Fish — Fresh, Other Sorts",726617,DUPE-FAM,Cwt,anchor,fish fresh,0,1893-1893,none,1,1.002,1.0-1.0,1.0,0,CONFIRMS
Cocoa — Rum,423390,REVIEW,Rum,344446,EMPTY,Proof Gallon,anchor,rum,0,1893-1893,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
"Plumbago — Quicksilver, Metallic",415293,KEEP,Quicksilver,8351442,KEEP,Lb,anchor,quicksilver,0,1873-1873,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
Furniture And Hardwoods — Mahogany : Unenumerated,407562,FOLD?,Furniture And Hardwoods — Unenumerated,720592,KEEP,Ton,anchor,furniture hardwoods,0,1886-1886,none,1,0.999,1.0-1.0,1.0,0,CONFIRMS
Furniture And Hardwoods — Mahogany : Unenumerated,407562,FOLD?,Mahogany,0,EMPTY,Ton,anchor,mahogany,0,1886-1886,none,1,1.04,1.04-1.04,1.0,0,CONFIRMS
Furniture And Hardwoods — Mahogany : Unenumerated,407562,FOLD?,Furniture Woods And Hardwoods — Unenumerated,450066,EMPTY,Ton,anchor,furniture hardwoods,0,1886-1886,none,1,0.999,1.0-1.0,1.0,0,CONFIRMS
Wood And Timber — Furniture And Hardwoods,402935,REVIEW,Furniture And Hardwoods — Unenumerated,720592,KEEP,Ton,anchor,furniture hardwoods,0,1886-1886,none,1,0.961,0.96-0.96,1.0,0,CONFIRMS
Wood And Timber — Furniture And Hardwoods,402935,REVIEW,Furniture Woods And Hardwoods — Unenumerated,450066,EMPTY,Ton,anchor,furniture hardwoods,0,1886-1886,none,1,0.961,0.96-0.96,1.0,0,CONFIRMS
"Onions — Raw · Oil, Unenumerated",401982,KEEP,Oil Seed Cake,29784684,KEEP,Ton,anchor,oil,2,1882-1885,none,2,1.074,1.05-1.07,1.0,0,CONFIRMS
Conk — Unmanufactured,389725,KEEP,Unmanufactured,0,EMPTY,Ton,anchor,unmanufactured,0,1882-1892,none,1,1.0,1.0-1.0,1.0,0,CONFIRMS
Garden,389614,KEEP,"Garden, Unenumerated",1449672,KEEP,Lb,origins,garden,0,1886-1890,1892-1896,5,0.999,0.96-1.01,1.0,0,CONFIRMS
"Iron — Manufactures : Girders, Beams And Pillars",386361,DUPE-FAM,Iron — Ore Of,34512624,KEEP,Ton,anchor,iron,1,1888-1888,none,1,1.019,1.02-1.02,1.0,0,CONFIRMS
Cotton — Shumach,370527,DUPE-FAM,Cotton,65842509,KEEP,Ton,anchor,cotton,2,1877-1880,none,2,1.051,1.05-1.05,1.0,0,CONFIRMS
"Lead — Manufactures, Unenumerated",337972,NAME-ART?,Lead — Dressed,21773170,KEEP,Cwt,anchor,lead,7,1872-1899,none,6,1.025,0.99-1.03,1.0,0,CONFIRMS
