reldiff,volume,group,article,year,country_sum,t1_value,tier,n_cells
0.01453,as_1898,"VARNISH, not containing Spirit",,1897,36567.0,37106.0,A,8
0.01574,as_1898,"CLOCKS, AND PARTS THEREOF",,1897,545848.0,537391.0,A,9
0.01648,as_1899,"STATIONERY, other than PAPER, including Ink",,1898,243727.0,247811.0,A,10
0.01766,as_1873,"CHEMICAL MANUFACTURES and PRODUCTS, Unenumerated",,1873,918141.0,934646.0,A,11
0.01896,as_1899,"PLANTS, SHRUBS, TREES, AND FLOWER ROOTS",,1898,428338.0,436615.0,A,16
0.01983,as_1899,"PLANTS, SHRUBS, TREES, AND FLOWER ROOTS",,1895,371844.0,364615.0,A,17
0.01988,as_1898,TOYS,,1895,1017480.0,997647.0,A,10
0.02321,as_1880,PAINTERS' COLOURS AND PIGMENTS,,1880,803071.0,822157.0,A,6
0.02332,as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",1895,632018.0,647109.0,A,16
0.02447,as_1899,"PLANTS, SHRUBS, TREES, AND FLOWER ROOTS",,1896,389280.0,399046.0,A,16
0.02633,as_1880,"CHEMICAL MANUFACTURES and PRODUCTS, Unenumerated",,1880,1109335.0,1139335.0,A,10
0.02913,as_1875,"CHEMICAL MANUFACTURES and PRODUCTS, Unenumerated",,1875,1022737.0,1053426.0,A,10
0.02998,as_1899,"PLANTS, SHRUBS, TREES, AND FLOWER ROOTS",,1897,409821.0,422488.0,A,16
0.03116,as_1895,"ART. WORKS of, other than PICTURES",,1895,74591.0,76990.0,B,9
0.03811,as_1899,TOYS,,1895,1035667.0,997647.0,A,6
0.04270,as_1896,PLATED and GILT WARE,,1896,18585.0,19414.0,A,7
0.04296,as_1898,PLATED AND GILT WARE,,1896,18580.0,19414.0,A,7
0.04378,as_1898,PLATED AND GILT WARE,,1897,9108.0,9525.0,A,7
0.04476,as_1894,PLATED and GILT WARE,,1894,10969.0,11483.0,A,7
0.04476,as_1898,PLATED AND GILT WARE,,1894,10969.0,11483.0,A,7
0.04514,as_1898,"VEGETABLES, raw, unenumerated",,1894,1041156.0,1090370.0,A,22
0.04579,as_1893,PLATED and GILT WARE,,1893,14172.0,14852.0,B,7
0.04654,as_1881,MUSICAL INSTRUMENTS,,1881,696335.0,730323.0,A,5
0.05200,as_1898,"VEGETABLES, raw, unenumerated",,1896,1217950.0,1284753.0,A,21
0.05548,as_1898,"CLOCKS, AND PARTS THEREOF",,1898,511801.0,541864.0,A,9
0.05589,as_1889,MUSICAL INSTRUMENTS,,1889,944687.0,894687.0,A,13
0.06128,as_1893,"POULTRY and GAME, alive or dead",,1893,543481.0,578959.0,A,12
0.06188,as_1876,PAINTERS' COLOURS AND PIGMENTS,,1876,688129.0,733522.0,A,7
0.06219,as_1884,EMBROIDERY and NEEDLEWORK,,1884,53439.0,56983.0,A,7
0.06463,as_1874,PAINTERS COLOURS AND PIGMENTS,,1874,551604.0,589716.0,A,6
0.06467,as_1897,POTATOES,,1894,963472.0,1030091.0,A,37
0.06532,as_1898,"VEGETABLES, raw, unenumerated",,1897,1361545.0,1456701.0,A,20
0.06865,as_1898,"VEGETABLES, raw, unenumerated",,1898,1565399.0,1680786.0,A,22
0.07550,as_1898,"VEGETABLES, raw, unenumerated",,1895,1180830.0,1277266.0,A,22
0.07659,as_1897,POTATOES,,1893,976419.0,906952.0,A,36
0.08127,as_1882,EMBROIDERY and NEEDLEWORK,,1882,92152.0,85226.0,A,5
0.08216,as_1899,"VEGETABLES, raw, unenumerated",,1898,1542694.0,1680786.0,A,16
0.08280,as_1895,PLATED and GILT WARE,,1895,11133.0,12138.0,A,5
0.08280,as_1898,PLATED AND GILT WARE,,1895,11133.0,12138.0,A,7
0.08317,as_1899,MUSICAL INSTRUMENTS,,1895,1079045.0,996193.0,A,11
0.08375,as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",1898,736096.0,803380.0,B,15
0.08429,as_1899,"VEGETABLES, raw, unenumerated",,1899,1597511.0,1744558.0,B,16
0.08443,as_1897,POTATOES,,1897,1098989.0,1200328.0,A,37
0.08446,as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",1896,628613.0,686603.0,B,15
0.08837,as_1883,LINEN,MANUFACTURES,1883,313336.0,343709.0,B,14
0.08912,as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",1897,690889.0,758489.0,B,15
0.09126,as_1898,"WATCHES, and parts thereof",,1896,896999.0,987079.0,A,8
0.09135,as_1899,"WATCHES, and parts thereof",,1896,896909.0,987079.0,A,8
0.11268,as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",1899,802856.0,904807.0,B,15
0.11365,as_1876,HAIR,Manufactures of Goats' Hair or Wool,1876,130871.0,147651.0,A,3
0.11681,as_1897,POTATOES,,1895,1033269.0,1169922.0,A,38
0.12075,as_1898,"WATCHES, and parts thereof",,1895,928143.0,828143.0,A,7
0.12307,as_1899,"VEGETABLES, raw, unenumerated",,1895,1120079.0,1277266.0,A,17
0.12347,as_1899,MUSICAL INSTRUMENTS,,1896,1026775.0,1171412.0,A,10
0.13180,as_1892,"POULTRY and GAME, alive or dead",,1892,660326.0,583430.0,B,21
0.13239,as_1899,MUSICAL INSTRUMENTS,,1897,1026760.0,1183439.0,A,10
0.13948,as_1899,PLATED AND GILT WARE,,1895,10445.0,12138.0,A,5
0.14545,as_1899,Horse,,1899,294722.0,257298.0,A,25
0.14658,as_1899,MUSICAL INSTRUMENTS,,1898,1041610.0,1220512.0,A,10
0.14930,as_1892,LINEN,Manufactures,1892,382269.0,332610.0,C,10
0.15235,as_1898,PLATED AND GILT WARE,,1898,11289.0,13318.0,A,7
0.16062,as_1898,"CLOCKS, AND PARTS THEREOF",,1896,471060.0,561198.0,A,9
0.16099,as_1899,TOYS,,1896,882425.0,1051741.0,A,5
0.16139,as_1899,TOYS,,1897,896431.0,1068953.0,A,5
0.17057,as_1899,MUSICAL INSTRUMENTS,,1899,1062294.0,1280758.0,A,10
0.17843,as_1886,"VEGETABLES, Raw : Unenumerated",,1886,444199.0,540670.0,A,13
0.17846,as_1899,Horse,,1897,296986.0,252012.0,A,22
0.18117,as_1888,"CLOCKS, and PARTS THEREOF",,1888,384401.0,469450.0,B,9
0.18237,as_1899,TOYS,,1898,899777.0,1100476.0,A,5
0.18569,as_1880,TAR,,1880,73772.0,90594.0,A,1
0.19091,as_1899,"SKINS, AND FURS","Manufactures of Skins and Furs, including Rugs",1895,599146.0,740518.0,A,6
0.19122,as_1899,TOYS,,1899,958572.0,1185201.0,B,5
0.19768,as_1881,TAR,,1881,96985.0,120881.0,A,1
0.20347,as_1878,HAIR,Manufactures of Goats' Hair or Wool,1878,60978.0,76555.0,A,3
0.20605,as_1879,HAIR,Manufactures of Goats' Hair or Wool,1879,64549.0,81301.0,A,4
0.20842,as_1893,LEATHER MANUFACTURES,Unenumerated,1893,288903.0,239075.0,C,9
0.21318,as_1895,"PRECIOUS STONES, unset",,1895,19669.0,24998.0,A,7
0.22152,as_1897,PLATED AND GILT WARE,,1897,7415.0,9525.0,A,7
0.22169,as_1899,Horse,,1898,260955.0,213602.0,A,25
0.25276,as_1875,HAIR,Manufactures of Goats' Hair or Wool,1875,51054.0,68323.0,A,3
0.25501,as_1875,TOYS,,1875,492149.0,392149.0,A,6
0.25784,as_1899,Horse,,1896,247242.0,196561.0,A,25
0.27391,as_1899,Horse,,1895,287894.0,225992.0,A,25
0.27742,as_1897,POTATOES,,1896,1159863.0,907975.0,A,38
0.28493,as_1898,MATCHES,,1894,272530.0,381126.0,A,5
0.29436,as_1898,MATCHES,,1898,259530.0,367796.0,A,5
0.29614,as_1897,MATCHES,,1894,268259.0,381126.0,A,4
0.29866,as_1898,MATCHES,,1897,245811.0,350486.0,A,4
0.29951,as_1897,MATCHES,,1897,245511.0,350486.0,A,4
0.30068,as_1897,MATCHES,,1893,253546.0,362560.0,A,6
0.30090,as_1893,FARINACEOUS SUBSTANCES,,1893,906816.0,1297113.0,B,23
0.30592,as_1875,WOOLLEN MANUFACTURES,Unenumerated,1875,2990331.0,4308357.0,A,9
0.30656,as_1891,PAINTERS' COLOURS AND PIGMENTS,,1891,678621.0,978624.0,A,16
0.30720,as_1899,FARINACEOUS SUBSTANCES AND MANUFACTURES THEREOF,,1896,862092.0,1244352.0,B,21
0.31281,as_1873,HAIR,Manufactures of Goats' Hair or Wool,1873,32717.0,47610.0,A,4
0.31464,as_1899,FARINACEOUS SUBSTANCES AND MANUFACTURES THEREOF,,1897,852197.0,1243421.0,B,22
0.31852,as_1899,FARINACEOUS SUBSTANCES AND MANUFACTURES THEREOF,,1899,1166027.0,1711018.0,B,22
0.32022,as_1899,FARINACEOUS SUBSTANCES AND MANUFACTURES THEREOF,,1895,775209.0,1140390.0,A,22
0.32537,as_1897,MATCHES,,1895,244823.0,362900.0,A,4
0.32537,as_1898,MATCHES,,1895,244823.0,362900.0,A,4
0.33614,as_1878,WOOLLEN MANUFACTURES,Unenumerated,1878,3939835.0,5934748.0,B,10
0.33904,as_1898,MATCHES,,1896,234943.0,355457.0,A,5
0.33982,as_1899,EXTRACTS (other than for Tanning or Dyeing),,1895,11089.0,16797.0,B,6
0.34082,as_1899,FARINACEOUS SUBSTANCES AND MANUFACTURES THEREOF,,1898,951144.0,1442926.0,B,21
0.36539,as_1877,WOOLLEN MANUFACTURES,Unenumerated,1877,3322771.0,5235948.0,A,10
0.36633,as_1892,-FARINACEOUS SUBSTANCES,,1892,736187.0,1161788.0,B,20
0.36911,as_1897,MATCHES,,1896,224254.0,355457.0,A,5
0.37585,as_1897,Horse,,1893,100543.0,161088.0,A,23
0.37898,as_1873,WOOLLEN MANUFACTURES,Unenumerated,1873,2388867.0,3846662.0,A,6
0.39562,as_1897,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",1893,303486.0,502145.0,C,18
0.39816,as_1897,Horse,,1895,136011.0,225992.0,A,24
0.40069,as_1897,EGGS,Unenumerated,1893,2322698.0,3875647.0,A,27
0.40688,as_1897,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",1896,407241.0,686603.0,B,20
0.41370,as_1873,COTTON,Raw,1873,32073403.0,54704847.0,B,4
0.42377,as_1897,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",1895,372884.0,647109.0,A,19
0.42471,as_1876,OIL,Palm,1876,879824.0,1529360.0,A,1
0.42667,as_1897,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",1894,321049.0,559969.0,A,19
0.42748,as_1897,Horse,,1896,112536.0,196561.0,A,23
0.43773,as_1892,SEEDS,"Unenumerated, other sorts",1892,336509.0,234056.0,B,26
0.44074,as_1898,POTATOES,,1896,507790.0,907975.0,A,20
0.44790,as_1897,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",1897,418762.0,758489.0,B,20
0.45234,as_1899,EXTRACTS (other than for Tanning or Dyeing),,1897,10589.0,19335.0,B,6
0.45354,as_1897,PLATED AND GILT WARE,,1896,28219.0,19414.0,A,7
0.46158,as_1897,EGGS,Unenumerated,1894,2038628.0,3786329.0,A,23
0.51516,as_1899,EXTRACTS (other than for Tanning or Dyeing),,1896,9677.0,19959.0,B,6
0.51538,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",,1893,303146.0,625532.0,A,9
0.52147,as_1880,WOOLLEN MANUFACTURES,Unenumerated,1880,3646265.0,7619778.0,B,8
0.52243,as_1898,POTATOES,,1894,491945.0,1030091.0,A,25
0.52605,as_1897,EGGS,Unenumerated,1896,1983337.0,4184656.0,A,24
0.53069,as_1897,EGGS,Unenumerated,1895,1878868.0,4003446.0,A,23
0.53493,as_1879,WOOLLEN MANUFACTURES,Unenumerated,1879,2621928.0,5637675.0,A,9
0.53789,as_1898,POTATOES,,1897,554687.0,1200328.0,A,20
0.54316,as_1897,EGGS,Unenumerated,1897,1990349.0,4356807.0,A,24
0.55219,as_1899,PLATED AND GILT WARE,,1899,5981.0,13356.0,B,4
0.55998,as_1897,Horse,,1894,53273.0,121069.0,A,22
0.56037,as_1899,PLATED AND GILT WARE,,1898,5855.0,13318.0,A,4
0.56457,as_1897,PLATED AND GILT WARE,,1894,17966.0,11483.0,A,7
0.57737,as_1872,WOOLLEN MANUFACTURES,Unenumerated,1872,1706856.0,4038666.0,A,7
0.60066,as_1878,EMBROIDERY and NEEDLEWORK,Unenumerated,1878,32917.0,82428.0,A,5
0.60186,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",,1894,246679.0,619572.0,A,8
0.61092,as_1899,PLATED AND GILT WARE,,1897,3706.0,9525.0,A,4
0.61717,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",,1895,262842.0,686575.0,A,8
0.62401,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",,1897,340192.0,904788.0,B,8
0.62470,as_1897,PLATED AND GILT WARE,,1893,24130.0,14852.0,B,7
0.62679,as_1897,PLATED AND GILT WARE,,1895,19746.0,12138.0,A,7
0.63140,as_1899,PLATED AND GILT WARE,,1896,7156.0,19414.0,A,4
0.64677,as_1874,Horse,Unenumerated,1874,292766.0,177782.0,B,10
0.67068,as_1876,EMBROIDERY and NEEDLEWORK,Unenumerated,1876,35067.0,106483.0,A,3
0.67106,as_1874,"FLOWERS, ARTIFICIAL",,1874,147051.0,447051.0,A,5
0.68689,as_1881,WOOLLEN YARN,Unenumerated,1881,2298754.0,1362715.0,A,9
0.69148,as_1897,Horse,,1897,77752.0,252012.0,A,20
0.69503,as_1882,SILK MANUFACTURES,Unenumerated,1882,3407961.0,11174573.0,A,7
0.69553,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",,1896,257201.0,844749.0,A,8
0.70654,as_1895,"ORE, unenumerated",Unenumerated,1895,873911.0,2977952.0,B,18
0.70866,as_1897,WOOLLEN YARN,Unenumerated,1895,3444261.0,2015773.0,B,14
0.71051,as_1898,POTATOES,,1898,554067.0,1913912.0,A,20
0.71388,as_1875,FEATHERS,For BEDS,1875,36102.0,126177.0,A,1
0.71475,as_1899,"SKINS, AND FURS","Manufactures of Skins and Furs, including Rugs",1899,191591.0,671660.0,B,4
0.72610,as_1899,"SKINS, AND FURS","Manufactures of Skins and Furs, including Rugs",1897,212881.0,777230.0,B,4
0.74039,as_1899,"SKINS, AND FURS","Manufactures of Skins and Furs, including Rugs",1898,190019.0,731928.0,B,4
0.74985,as_1884,SILK MANUFACTURES,Unenumerated,1884,2747614.0,10984073.0,B,11
0.74989,as_1872,EMBROIDERY and NEEDLEWORK,Unenumerated,1872,21784.0,87097.0,A,6
0.75811,as_1877,EMBROIDERY and NEEDLEWORK,Unenumerated,1877,20466.0,84609.0,A,4
0.76577,as_1885,SILK MANUFACTURES,Unenumerated,1885,2405212.0,10268690.0,B,15
0.77220,as_1898,Tobacco,,1898,67653.0,296988.0,C,1
0.78601,as_1899,"SKINS, AND FURS","Manufactures of Skins and Furs, including Rugs",1896,165784.0,774726.0,B,4
0.80028,as_1897,EGGS,,1896,835740.0,4184656.0,A,9
0.80752,as_1897,EGGS,,1897,838584.0,4356807.0,A,9
0.80755,as_1873,EMBROIDERY and NEEDLEWORK,Unenumerated,1873,16824.0,87419.0,A,5
0.82322,as_1874,WOOLLEN YARN,Unenumerated,1874,2965257.0,1626383.0,A,12
0.82335,as_1896,NUTS AND KERNELS,"Other Sorts, unenumerated (not Fruit)",1896,124956.0,707370.0,B,12
0.82428,as_1877,Horse,Unenumerated,1877,287506.0,157600.0,A,9
0.82522,as_1874,EMBROIDERY and NEEDLEWORK,Unenumerated,1874,15080.0,86279.0,A,6
0.82673,as_1897,EGGS,,1895,693681.0,4003446.0,A,9
0.82718,as_1886,VEGETABLES. Raw : Unenumerated,,1886,93441.0,540670.0,A,4
0.83070,as_1897,NUTS AND KERNELS,"Other sorts, unenumerated (not used as fruit)",1896,119761.0,707370.0,B,18
0.83351,as_1898,NUTS AND KERNELS,"Other sorts, unenumerated (not used as fruit)",1896,117771.0,707370.0,B,12
0.84009,as_1899,SHELLS of all kinds,,1896,76491.0,478341.0,A,8
0.84216,as_1897,SHELLS of all kinds,,1896,75502.0,478341.0,A,8
0.84216,as_1898,SHELLS of all kinds,,1896,75501.0,478341.0,A,8
0.84694,as_1897,SLATES,,1895,10973.0,71689.0,B,16
0.84883,as_1899,SHELLS of all kinds,,1897,88516.0,585553.0,A,8
0.84970,as_1898,SHELLS of all kinds,,1897,88006.0,585553.0,A,8
0.85068,as_1897,SHELLS of all kinds,,1897,87434.0,585553.0,A,8
0.85553,as_1899,SLATES,,1895,10357.0,71689.0,B,14
0.85878,as_1899,SHELLS of all kinds,,1898,82438.0,583763.0,A,8
0.87245,as_1892,HAIR MANUFACTURES,Not being Goats' Hair or Wool,1892,16976.0,133090.0,A,12
0.87257,as_1898,ZINC,"Crude, in cakes",1895,119010.0,933894.0,B,20
0.87410,as_1898,SHELLS of all kinds,,1898,73498.0,583763.0,A,8
0.87644,as_1897,EGGS,,1893,478888.0,3875647.0,A,10
0.87953,as_1897,SHELLS of all kinds,,1893,64473.0,535165.0,A,8
0.88334,as_1897,EGGS,,1894,441714.0,3786329.0,A,9
0.88511,as_1897,WOOLLEN YARN,Unenumerated,1894,3281984.0,1741006.0,B,16
0.88596,as_1897,METAL,"Leaf, not Gold",1896,1921.0,16845.0,B,1
0.89862,as_1885,Fish,Unenumerated,1885,202205.0,1994614.0,A,10
0.89922,as_1897,WOOLLEN YARN,Unenumerated,1893,3300237.0,1737684.0,B,19
0.90097,as_1898,ZINC,"Crude, in cakes",1894,81190.0,819841.0,A,22
0.90133,as_1894,SHELLS of all kinds,,1894,44826.0,454311.0,A,8
0.90193,as_1897,SHELLS of all kinds,,1894,44556.0,454311.0,A,8
0.90457,as_1898,SHELLS of all kinds,,1894,43356.0,454311.0,A,8
0.90933,as_1885,"SHELLS, of all KINDS",,1885,22652.0,249832.0,B,4
0.91242,as_1897,SHELLS of all kinds,,1895,34266.0,391272.0,A,8
0.91257,as_1899,SHELLS of all kinds,,1895,34209.0,391272.0,A,8
0.91259,as_1898,SHELLS of all kinds,,1895,34200.0,391272.0,A,8
0.91378,as_1895,HAIR MANUFACTURES,Not being Goats' Hair or Wool,1895,11942.0,138514.0,B,6
0.93575,as_1899,SHELLS of all kinds,,1899,32737.0,509540.0,B,7
0.93724,as_1897,SLATES,,1896,11821.0,188356.0,B,15
0.94051,as_1899,SLATES,,1896,11205.0,188356.0,B,12
0.94969,as_1894,HAIR MANUFACTURES,Not being Goats' Hair or Wool,1894,7185.0,142814.0,A,5
0.95281,as_1898,POTATOES,,1895,55204.0,1169922.0,A,20
0.95926,as_1897,SLATES,,1897,12537.0,307732.0,B,16
0.96052,as_1899,SLATES,,1897,12149.0,307732.0,B,12
0.96159,as_1899,"WATCHES, and parts thereof",Parts thereof,1895,31810.0,828143.0,A,3
0.96361,as_1899,SLATES,,1898,11979.0,329201.0,B,13
0.96587,as_1893,HAIR MANUFACTURES,Not being Goats' Hair or Wool,1893,4889.0,143243.0,A,3
0.96779,as_1899,SLATES,,1899,10890.0,338144.0,B,13
0.96939,as_1899,FISH (including Turtle),Shell Fish of all sorts,1899,1542.0,50379.0,C,3
0.97007,as_1883,Eggs,,1883,81774.0,2732055.0,A,7
0.97064,as_1891,HAIR MANUFACTURES,Not being Goats' Hair or Wool,1891,3875.0,131987.0,A,3
0.97538,as_1899,EXTRACTS (other than for Tanning or Dyeing),,1898,11127.0,451928.0,A,5
0.97598,as_1888,HAIR MANUFACTURES,Not being Goats' Hair or Wool,1888,3001.0,124961.0,A,3
0.97705,as_1886,HAIR MANUFACTURES,Not being Goats' Hair or Wool,1886,2289.0,99743.0,A,3
0.97907,as_1876,WOOLLEN YARN,Unenumerated,1876,36365.0,1737248.0,A,3
0.98080,as_1887,HAIR MANUFACTURES,Not being Goats' Hair or Wool,1887,1715.0,89336.0,A,3
0.98132,as_1899,EXTRACTS (other than for Tanning or Dyeing),,1899,8802.0,471105.0,A,5
0.98451,as_1889,HAIR MANUFACTURES,Not being Goats' Hair or Wool,1889,2200.0,142031.0,A,3
0.98517,as_1890,HAIR MANUFACTURES,Not being Goats' Hair or Wool,1890,2117.0,142774.0,A,3
0.98683,as_1877,WoolLEN YARN,Unenumerated,1877,23105.0,1753718.0,C,3
0.98719,as_1873,WOOLLEN YARN,Unenumerated,1873,20221.0,1579114.0,A,3
0.98781,as_1875,WOOLLEN YARN,Unenumerated,1875,18181.0,1491117.0,A,3
0.98806,as_1879,WOOLLEN YARN,Unenumerated,1879,16931.0,1418052.0,B,3
0.99101,as_1898,ZINC,Ore of,1898,1979.0,220141.0,A,1
0.99188,as_1878,WOOLLEN YARN,Unenumerated,1878,12847.0,1582706.0,C,3
0.99196,as_1885,NUTS and KERNELS,"Other Sorts, unenumerated (not Fruit)",1885,3625.0,450920.0,A,3
0.99228,as_1880,WOOLLEN YARN,Unenumerated,1880,14345.0,1857404.0,B,4
0.99474,as_1883,HAIR,Not being Goats' Hair or Wool,1883,5535.0,1051982.0,B,5
0.99547,as_1884,HAIR,Not being Goats' Hair or Wool,1884,5893.0,1299930.0,A,4
0.99584,as_1899,NUTS AND KERNELS,"Other sorts, unenumerated (not used as fruit)",1896,2944.0,707370.0,B,6
0.99687,as_1886,LINEN,Manufactures,1886,968.0,308990.0,B,4
0.99913,as_1898,OIL-SEED CAKE,Linseed Cake,1894,1081.0,1236100.0,B,2
0.99995,as_1899,GUTTA PERCHA,,1896,19.0,401490.0,A,1
0.99998,as_1899,"ORE, unenumerated",,1898,6.0,295325.0,A,2
1.00000,as_1894,OIL SEED-CAKE,Linseed Cake,1894,5.0,1236100.0,B,1
1.00000,as_1897,HEMP,Dressed or Undressed,1894,5.0,1834927.0,C,1
1.00000,as_1877,COFFEE,,1877,15.0,7768928.0,A,1
1.00000,as_1874,COFFEE,,1874,9.0,7064788.0,A,1
1.00000,as_1880,COFFEE,,1880,4.0,6861130.0,A,1
1.00000,as_1881,COFFEE,,1881,1.0,4761369.0,A,1
1.00000,as_1893,SHELLS of all kinds,,1893,1070330.0,535165.0,A,30
1.18004,as_1897,WOOD AND TIMBER,"Unenumerated (not being ash,     beech, birch, elm, oak, or     wainscot)",1894,651792.0,298981.0,B,22
1.46140,as_1897,METAL,"Leaf, not Gold",1897,30605.0,12434.0,B,1
1.63198,as_1899,Seeds,,1899,2313962.0,879171.0,A,3
1.80749,as_1898,Seeds,,1898,1936980.0,689934.0,A,2
2.02944,as_1897,WOOD AND TIMBER,"Unenumerated (not being ash,     beech, birch, elm, oak, or     wainscot)",1895,755703.0,249453.0,B,22
2.34471,as_1897,WOOD AND TIMBER,"Unenumerated (not being ash,     beech, birch, elm, oak, or     wainscot)",1896,988510.0,295544.0,B,22
2.55210,as_1899,WOOL,Cloths,1898,3459932.0,974052.0,A,24
2.70948,as_1897,WOOD AND TIMBER,"Unenumerated (not being ash,     beech, birch, elm, oak, or     wainscot)",1897,1141913.0,307836.0,B,22
2.76653,as_1897,TOYS,,1897,4026241.0,1068953.0,A,41
2.89624,as_1897,TOYS,,1894,3757786.0,964465.0,A,43
2.93293,as_1897,METAL,"Leaf, not Gold",1893,55238.0,14045.0,B,2
3.06260,as_1897,TOYS,,1895,4053036.0,997647.0,A,41
3.09848,as_1897,TOYS,,1896,4310538.0,1051741.0,A,42
3.25602,as_1897,TOYS,,1893,3763326.0,884235.0,A,46
3.45149,as_1899,WOOL,Cloths,1899,3663921.0,823077.0,A,24
3.59922,as_1898,DYE WOODS,Logwood,1894,2236912.0,486368.0,B,47
3.81504,as_1898,DYE WOODS,Logwood,1896,2488372.0,516792.0,B,48
3.98997,as_1898,DYE WOODS,Logwood,1895,2029589.0,406734.0,C,47
5.74105,as_1899,Manures,,1899,1496804.0,222043.0,B,6
9.19635,as_1898,PAPER,Hangings,1894,349480.0,34275.0,B,22
18.41751,as_1898,OIL-SEED CAKE,Of other sorts,1894,830778.0,42785.0,C,19
36.03126,as_1898,OIL-SEED CAKE,Of other sorts,1895,864791.0,23353.0,C,20
37.60910,as_1898,OIL-SEED CAKE,Of other sorts,1897,1069665.0,27705.0,C,21
42.08129,as_1898,OIL-SEED CAKE,Of other sorts,1896,989965.0,22979.0,C,21
46.56050,as_1898,METAL,"Leaf, not Gold",1895,864317.0,18173.0,B,11
60.19210,as_1898,METAL,"Leaf, not Gold",1896,1030781.0,16845.0,B,12
62.61627,as_1898,METAL,"Leaf, not Gold",1894,980772.0,15417.0,B,12
89.56643,as_1898,METAL,"Leaf, not Gold",1897,1126103.0,12434.0,B,12
