pair_id	fiscal_year	volume	md_path	family	stmt_no	l_idx	l_offset	l_rows	l_inherited	r_idx	r_offset	r_rows	r_inherited	row_delta
0	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	summary_17	17	80	349688	47	0	81	355726	37	0	-10
1	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	249	1096793	40	0	250	1101026	39	0	-1
2	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	251	1106677	47	0	252	1110890	41	0	-6
3	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	253	1116023	40	0	254	1119791	37	0	-3
4	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	255	1125391	51	0	256	1130066	49	0	-2
5	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	257	1136191	43	0	258	1140830	41	0	-2
6	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	259	1147388	44	0	260	1151531	41	0	-3
7	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	261	1157617	55	0	262	1162661	41	0	-14
8	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	263	1167966	48	0	264	1172720	42	0	-6
9	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	265	1179209	38	0	266	1183573	37	0	-1
10	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	267	1188250	35	0	268	1192867	34	0	-1
11	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	269	1197515	45	0	270	1202556	43	0	-2
12	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	271	1208751	50	0	272	1213178	44	0	-6
13	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	273	1218753	50	0	274	1222971	45	0	-5
14	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	275	1229726	49	0	276	1234326	44	0	-5
15	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	277	1240847	43	0	278	1245303	43	0	0
16	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	279	1252050	48	0	280	1257038	41	0	-7
17	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	281	1263129	45	0	282	1267878	39	0	-6
18	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	283	1272819	49	0	284	1277369	43	0	-6
19	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	285	1282695	46	0	286	1286865	44	0	-2
20	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	287	1292956	49	0	288	1297714	40	0	-9
21	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	87	289	1302768	47	0	290	1306963	14	0	-33
22	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	291	1310466	51	0	292	1315070	41	0	-10
23	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	293	1320827	47	0	294	1325172	42	0	-5
24	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	295	1331447	48	0	296	1335993	46	0	-2
25	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	297	1342529	43	0	298	1346142	43	0	0
26	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	299	1351438	45	0	300	1355720	37	0	-8
27	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	87	301	1360854	13	0	302	1364016	45	0	32
28	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	303	1370193	45	0	304	1374348	12	0	-33
29	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	305	1377896	45	0	306	1382342	41	0	-4
30	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	307	1388027	48	0	308	1392550	44	0	-4
31	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	309	1398797	47	0	310	1403124	41	0	-6
32	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	311	1408947	49	0	312	1413001	14	0	-35
33	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	313	1416686	45	0	314	1420999	13	0	-32
34	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	315	1424672	44	0	316	1428946	41	0	-3
35	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	317	1434993	47	0	318	1439366	44	0	-3
36	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	319	1445718	49	0	320	1450733	45	0	-4
37	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	321	1457352	47	0	322	1461272	44	0	-3
38	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	323	1467953	48	0	324	1472689	43	0	-5
39	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	325	1478785	45	0	326	1483374	44	0	-1
40	1898	statcan_plato_may_1898	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_plato_may/CS4-4-1898-eng/CS4-4-1898-eng.md	imports_37	37	327	1489270	43	0	328	1493270	41	0	-2
