pair_id	fiscal_year	volume	md_path	family	stmt_no	l_idx	l_offset	l_rows	l_inherited	r_idx	r_offset	r_rows	r_inherited	row_delta
0	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	261	1209011	32	0	262	1213516	29	0	-3
1	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	263	1218693	35	0	264	1223329	35	0	0
2	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	265	1228896	40	0	266	1233986	40	0	0
3	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	267	1240370	33	0	268	1244862	32	0	-1
4	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	269	1250055	29	0	270	1254451	27	0	-2
5	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	271	1258977	32	0	272	1263644	31	0	-1
6	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	273	1267965	37	0	274	1272566	38	0	1
7	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	275	1277694	57	0	276	1284613	50	0	-7
8	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	277	1292397	43	0	278	1298392	43	0	0
9	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	279	1305361	35	0	280	1310191	33	0	-2
10	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	281	1315539	36	0	282	1320180	34	0	-2
11	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	283	1325628	47	0	284	1331084	40	0	-7
12	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	285	1337517	42	0	286	1342765	43	0	1
13	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	287	1349571	28	0	288	1353903	27	0	-1
14	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	289	1358403	32	0	290	1363002	30	0	-2
15	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	291	1367135	41	0	292	1372531	42	0	1
16	1905	statcan_nibi_w2_1905	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2/statcan_CS4-4_1905_w2.md	imports_37	1	293	1379656	37	0	294	1384394	38	0	1
