year,country,article_group,article,unit,value,quantity,value_inf,engines_agree,section,tier,volume,own_year,row_seq
1870,British North America,AGRICULTURAL IMPLEMENTS,Unenumerated,,2656.0,,,0,within5,D,tn_1871,1,22
1870,British North America,ALKALI,Bicarbonate of Soda,Cwts,6995.0,14198.0,6995.0,1,exact01,A,tn_1871,1,71
1870,Canada,ALKALI,"Caustic Soda, Soda Ash, and Refined Alkali",Cwts,25675.0,54996.0,28675.0,0,gross,D,tn_1871,1,44
1870,Canada,ALKALI,Crystals of Soda,Cwts,5799.0,28188.0,,0,exact01,B,tn_1871,1,60
1870,Canada,ALUM,,Cwts,2062.0,5804.0,,0,exact01,B,tn_1871,1,87
1870,British North America,APPAREL and SLOPS,,,813624.0,,2501.0,0,gross,D,tn_1871,1,111
1870,British North America,"ARMS, AMMUNITION, and MILITARY STORES",Gunpowder,Lbs,12641.0,512535.0,12641.0,1,exact01,A,tn_1871,1,213
1870,British North America,"ARMS, AMMUNITION, and MILITARY STORES",Muskets,No,2607.0,2317.0,2607.0,1,exact01,A,tn_1871,1,137
1870,British North America,"ARMS, AMMUNITION, and MILITARY STORES",Percussion Caps,Mille,1143.0,7916.0,,0,exact01,B,tn_1871,1,236
1870,British North America,BEER and ALE,,Barrels,32078.0,7930.0,,0,exact01,B,tn_1871,1,342
1870,Canada,BLEACHING MATERIALS,,BLEACHING MATERIALS :,3976.0,9691.0,,0,gross,D,tn_1871,1,379
1870,British North America,BORAX (Refined in the United Kingdom),,Cwts,1973.0,586.0,,0,exact01,B,tn_1871,1,400
1870,Canada,BRASS,Tubing,Cwts,1360.0,366.0,1360.0,1,exact01,A,tn_1871,1,432
1870,Canada,BRASS,"Wire of all Sorts, and Manufactures of Wire",Cwts,1153.0,2509.0,1153.0,1,mod,D,tn_1871,1,416
1870,British North America,BRASS,"Wrought, of all other Sorts, not being Ordnance, and not otherwise described",Cwts,1627.0,698.0,,0,mod,D,tn_1871,1,455
1870,British North America,BRICKS,,Mille,3137.0,1372.0,,0,within5,D,tn_1871,1,478
1870,British North America,BRIMSTONE,,,1445.0,2744.0,2501.0,0,gross,D,tn_1871,1,489
1870,British North America,BROOMS and BRUSHES,,,1462.0,,2501.0,0,mod,D,tn_1871,1,503
1870,British North America,BUTTER (British),,,24923.0,4778.0,2501.0,0,mod,D,tn_1871,1,513
1870,British North America,"CANDLES, Stearine (British)",,Lbs,3998.0,106205.0,,0,exact01,B,tn_1871,1,542
1870,British North America,CAOUTCHouc MANUFACTURES,,,26782.0,,2501.0,0,exact01,D,tn_1871,1,602
1870,British North America,CEMENT,CHEESE (British),Cwts,2501.0,528.0,,0,exact01,B,tn_1871,1,693
1870,British North America,CEMENT,"CLAY, of all Sorts",Tons,1391.0,1101.0,,0,exact01,B,tn_1871,1,719
1870,British North America,CEMENT,Clocks,No,605.0,504.0,,0,exact01,B,tn_1871,1,731
1870,British North America,COFFEE,,,15896.0,587979.0,2501.0,0,exact01,D,tn_1871,1,880
1870,British North America,COFFEE,CONFECTIONERY (British),,3538.0,92639.0,,0,gross,D,tn_1871,1,897
1870,British North America,COPPER,COPPERAS,Cwts,1596.0,4095.0,,0,within5,D,tn_1871,1,1040
1870,British North America,COPPER,Cables and Ropes of Hemp or like Material,Cwts,80789.0,37101.0,,0,exact01,B,tn_1871,1,1061
1870,British North America,COPPER,Mixed or Yellow Metal for Sheathing,Cwts,33176.0,9973.0,33176.0,1,exact01,A,tn_1871,1,990
1870,British North America,COPPER,TWINE,Cwts,14515.0,3065.0,,0,within5,D,tn_1871,1,1085
1870,British North America,EARTHEN and CHINA WARE,All Sorts (Foreign),Cwts,4169.0,819.0,,0,exact01,B,tn_1871,1,1781
1870,British North America,EARTHEN and CHINA WARE,"Earthenware, Common, other than Red Pottery or Brown Stone Ware",Packages,78795.0,10539.0,,0,none,X,tn_1871,1,1697
1870,British North America,EARTHEN and CHINA WARE,FISHING TACKLE,,2596.0,,,0,gross,D,tn_1871,1,1789
1870,British North America,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,Packages,1953.0,421.0,,0,exact01,B,tn_1871,1,1652
1870,British North America,FLAX,Dressed and Undressed (Foreign),,8956.0,3475.0,,0,gross,D,tn_1871,1,1807
1870,British North America,FRUIT,Currants (Foreign),Cwts,20624.0,18198.0,20624.0,1,exact01,A,tn_1871,1,1832
1870,British North America,FRUIT,Figs (Foreign),Cwts,2408.0,1695.0,2408.0,1,exact01,A,tn_1871,1,1842
1870,British North America,FRUIT,Raisins (Foreign),Cwts,5603.0,3418.0,5603.0,1,exact01,A,tn_1871,1,1860
1870,British North America,FURNITURE (HOUSEHOLD),Of Wood and Cabinet Wares,,8631.0,,8651.0,0,exact01,D,tn_1871,1,1880
1870,Canada,GLASS,Beads (British),,454.0,96.0,,0,gross,D,tn_1871,1,2024
1870,British North America,GLASS,Common Bottles,,12523.0,29066.0,,0,exact01,B,tn_1871,1,1965
1870,British North America,GLASS,"Flint, Cut, Ornamented, or Coloured",,2128.0,368.0,,0,gross,D,tn_1871,1,1991
1870,British North America,GLASS,"Flint, Plain, including Bottles and Phials of Flint Glass",,11824.0,5889.0,,0,gross,D,tn_1871,1,2014
1870,British North America,GLASS,Looking-glasses and Mirrors in Frames,,1004.0,33769.0,,0,gross,D,tn_1871,1,1925
1870,British North America,GLASS,"Plate, Polished, Silvered and Ornamented",Square Feet,10899.0,99687.0,,0,mod,D,tn_1871,1,1915
1870,British North America,GLASS,"Window and German Sheet, including Shades and Cylinders, Plain (British)",,10771.0,8833.0,,0,gross,D,tn_1871,1,1941
1870,British North America,"GREASE, not otherwise described",GUANO,,6200.0,500.0,,0,exact01,B,tn_1871,1,2082
1870,British North America,GUM,Arabic,,4300.0,1170.0,,0,exact01,B,tn_1871,1,2101
1870,British North America,GUM,Cutlery (Ordinary),,32242.0,2307.0,32242.0,1,mod,D,tn_1871,1,2281
1870,British North America,GUM,Haberdashery not specifically described,,732122.0,,,0,within5,D,tn_1871,1,2180
1870,British North America,GUM,"Hardwares, not specifically described",Cwts,192883.0,47026.0,,0,within5,D,tn_1871,1,2261
1870,British North America,GUM,"Millinery, of all Sorts, not specifically described",,137608.0,,,0,exact01,B,tn_1871,1,2207
1870,British North America,HATS,Other Kinds,,525.0,992.0,525.0,1,mod,D,tn_1871,1,2327
1870,British North America,HATS,of Felt,,17207.0,24704.0,,0,mod,D,tn_1871,1,2298
1870,British North America,HATS,of Silk (Plush or Shag),,2481.0,587.0,2481.0,1,mod,D,tn_1871,1,2307
1870,British North America,HATS,of Straw,,5514.0,6942.0,5514.0,1,mod,D,tn_1871,1,2318
1870,British North America,HEMP,Dressed and Undressed (Foreign),,11273.0,5665.0,,0,within5,D,tn_1871,1,2348
1870,British North America,HIDES,Hors (British),,1447.0,236.0,,0,exact01,B,tn_1871,1,2423
1870,British North America,HIDES,INDIGO,Cwts,12429.0,362.0,12429.0,1,exact01,A,tn_1871,1,2461
1870,British North America,INSTRUMENTS and APPARATUS,,,2190.0,,2501.0,0,within5,D,tn_1871,1,2482
1870,British North America,IRON,"Agricultural Implements, composed wholly of Iron, and not falling under the description of Machinery",,1220.0,81.0,,0,none,X,tn_1871,1,2932
1870,British North America,IRON,Anchors and Grapnels,,10099.0,610.0,10099.0,1,exact01,A,tn_1871,1,2839
1870,British North America,IRON,Bar,Tons,285270.0,38097.0,285270.0,1,within5,C,tn_1871,1,2548
1870,British North America,IRON,"Bars, Unwrought (Foreign)",,5760.0,610.0,,0,exact01,B,tn_1871,1,2559
1870,British North America,IRON,Bolt and Rod,,5970.0,772.0,,0,exact01,B,tn_1871,1,2587
1870,British North America,IRON,"Castings; and Articles of Cast Iron, not specifically described (including Cast Tubes and Pipes)",Tons,14471.0,1864.0,14471.0,1,gross,D,tn_1871,1,2670
1870,British North America,IRON,Chains and Cables,,42238.0,3264.0,42238.0,1,exact01,A,tn_1871,1,2863
1870,British North America,IRON,Galvanized (other than Wire or Manufactures of Wire),Tons,17119.0,690.0,,0,exact01,B,tn_1871,1,2748
1870,British North America,IRON,Hollow-ware,Tons,5821.0,236.0,,0,exact01,B,tn_1871,1,2686
1870,British North America,IRON,Hoops,Tons,30463.0,3394.0,,0,within5,D,tn_1871,1,2778
1870,British North America,IRON,"LAMPS, CHANDELIERS, and GAS-FITTINGS",,1748.0,,,0,within5,D,tn_1871,1,3139
1870,British North America,IRON,"Lighthouses, Bridge-work, Parts of Vessels, and other Structures of Iron",,15608.0,781.0,,0,exact01,B,tn_1871,1,2962
1870,British North America,IRON,Manufactures of Steel or Steel and Iron combined (including Needles),Tons,23207.0,473.0,23207.0,1,exact01,A,tn_1871,1,3059
1870,British North America,IRON,Manufactures of Wire,,12281.0,569.0,12281.0,1,exact01,A,tn_1871,1,2822
1870,British North America,IRON,"Nails, Screws, and Rivets",,34980.0,1813.0,,0,within5,D,tn_1871,1,2917
1870,British North America,IRON,"Old, for Re-manufacture",Tons,10368.0,2613.0,10368.0,1,mod,D,tn_1871,1,2500
1870,British North America,IRON,Other Sorts,,15594.0,,12527.0,0,exact01,D,tn_1871,1,3109
1870,British North America,IRON,"Other Sorts of Wrought Iron, not being Ordnance, nor otherwise specifically described",,42398.0,2411.0,,0,within5,D,tn_1871,1,2994
1870,British North America,IRON,Pig and Puddled,Tons,131199.0,45015.0,,0,exact01,B,tn_1871,1,2517
1870,British North America,IRON,RAILROAD—Other Kinds,,26072.0,2220.0,,0,exact01,B,tn_1871,1,2646
1870,British North America,IRON,RAILROAD—Rails and Tie Rods,,318096.0,33866.0,,0,exact01,B,tn_1871,1,2610
1870,British North America,IRON,Sheets and Boiler Plates,Tons,77401.0,7882.0,,0,exact01,B,tn_1871,1,2719
1870,British North America,IRON,"Steel, Bar, of all Kinds",Tons,61465.0,2421.0,61465.0,1,exact01,A,tn_1871,1,3031
1870,British North America,IRON,"Steel, Sheets",Tons,10174.0,436.0,10174.0,1,exact01,A,tn_1871,1,3041
1870,Canada,IRON,"Steel, cast in Ingots",Tons,705.0,51.0,705.0,1,gross,D,tn_1871,1,3008
1870,British North America,IRON,"Tubes and Pipes, Wrought",,21751.0,1325.0,21751.0,1,within5,C,tn_1871,1,2891
1870,British North America,IRON,Wire of Iron or Steel (except Telegraphic Wire),Tons,23563.0,1250.0,,0,exact01,B,tn_1871,1,2801
1870,Canada,LEAD,Litharge of,,3465.0,3301.0,,0,exact01,B,tn_1871,1,3229
1870,Canada,LEAD,Pig,Tons,4554.0,236.0,,0,within5,D,tn_1871,1,3164
1870,British North America,LEAD,Piping and Tubing,Tons,2876.0,136.0,,0,exact01,B,tn_1871,1,3199
1870,Canada,LEAD,Red,,2286.0,2197.0,,0,exact01,B,tn_1871,1,3253
1870,British North America,LEAD,Rolled-and Sheet,Tons,7033.0,319.0,,0,exact01,B,tn_1871,1,3184
1870,British North America,LEAD,Shot,Tons,6194.0,269.0,,0,exact01,B,tn_1871,1,3217
1870,British North America,LEAD,White,,20713.0,15855.0,9298.0,0,exact01,D,tn_1871,1,3267
1870,British North America,LEATHER,Other Sorts not specifically described,,18044.0,21303.0,,0,mod,D,tn_1871,1,3339
1870,Canada,LEATHER,"Tanned, Unwrought",,42012.0,1946.0,,0,within5,D,tn_1871,1,3287
1870,British North America,LEATHER,"Wrought, Boots and Shoes",,60646.0,236978.0,,0,within5,D,tn_1871,1,3306
1870,British North America,LEATHER,"Wrought, Gloves",,15442.0,159919.0,,0,exact01,B,tn_1871,1,3317
1870,British North America,"LINEN AND JUTE MANUFACTURES: 
                    » JUTE MANUFACTURES: 
                    » Bags, empty, for packing Merchandise",,,6455.0,16831.0,2501.0,0,mod,D,tn_1871,1,3573
1870,British North America,"LINEN AND JUTE MANUFACTURES: 
                    » JUTE MANUFACTURES: 
                    » Bags, empty, for packing Merchandise",,,8.0,4.0,2501.0,0,gross,D,tn_1871,1,3577
1870,British North America,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures","Bags, empty, for packing Merchandise",,4415.0,11139.0,,0,gross,D,tn_1871,1,3521
1870,British North America,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures",Not made up,,14591.0,658126.0,,0,gross,D,tn_1871,1,3546
1870,British North America,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures","Plain, Mixed and Unmixed, with other Materials",Yards,141461.0,5059767.0,,0,gross,D,tn_1871,1,3406
1870,British North America,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures","Plain, Mixed and Unmixed, with other Materials",Yards,4746.0,149999.0,,0,mod,D,tn_1871,1,3444
1870,British North America,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures",Sail Cloth,,28307.0,513610.0,,0,gross,D,tn_1871,1,3467
1870,Canada,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures",Tapes and Small Wares,,567.0,,567.0,1,exact01,A,tn_1871,1,3489
1870,British North America,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures","Tarpaulins, Tilts, &c.",,463.0,,463.0,1,within5,C,tn_1871,1,3477
1870,British North America,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures",Thread for Sewing,,21416.0,205143.0,,0,gross,D,tn_1871,1,3505
1870,British North America,"MACHINERY and MILL WORK: 
                    » Steam Engines or Parts of Steam Engines, Locomotive","MATS and MATTING, not being India-rubber Matting",,15347.0,,5885.0,0,mod,D,tn_1871,1,3723
1870,British North America,"MACHINERY and MILL WORK: 
                    » Steam Engines or Parts of Steam Engines, Locomotive",Not being Steam Engines; Other descriptions,,20079.0,,20079.0,1,exact01,A,tn_1871,1,3687
1870,British North America,"MACHINERY and MILL WORK: 
                    » Steam Engines or Parts of Steam Engines, Locomotive","Steam Engines or Parts of Steam Engines, Locomotive",,44767.0,,,0,gross,D,tn_1871,1,3594
1870,British North America,MEAL and FLOUR,,,461088.0,24169555.0,2501.0,0,gross,D,tn_1871,1,1213
1870,British North America,MEAL and FLOUR,CREAM OF TARTAR,Cwts,607.0,164.0,,0,exact01,B,tn_1871,1,1547
1870,British North America,MEAL and FLOUR,Counterpanes and Bed Quilts,,9084.0,,1859.0,0,exact01,D,tn_1871,1,1473
1870,British North America,MEAL and FLOUR,"Fustians, &c., Plain and Coloured",,5082.0,56557.0,5082.0,1,gross,D,tn_1871,1,1368
1870,Canada,MEAL and FLOUR,Gloves,,5326.0,,,0,exact01,B,tn_1871,1,1439
1870,British North America,MEAL and FLOUR,"Heavy Cottons, Printed",Yards,330223.0,15541615.0,330223.0,1,exact01,A,tn_1871,1,1264
1870,British North America,MEAL and FLOUR,Lace and Patent Net,,9403.0,,9403.0,1,mod,D,tn_1871,1,1417
1870,British North America,MEAL and FLOUR,"Light Cottons, Printed",,26572.0,888312.0,,0,gross,D,tn_1871,1,1315
1870,British North America,MEAL and FLOUR,Mixed Goods,,49308.0,1662900.0,49305.0,1,gross,D,tn_1871,1,1394
1870,British North America,MEAL and FLOUR,Stockings and Socks,,12003.0,,,0,exact01,B,tn_1871,1,1432
1870,British North America,MEAL and FLOUR,Thread for Sewing,,14164.0,104675.0,,0,gross,D,tn_1871,1,1504
1870,British North America,MUSICAL INSTRUMENTS,Other Sorts,,3112.0,,12527.0,0,exact01,D,tn_1871,1,3762
1870,British North America,MUSICAL INSTRUMENTS,Pianofortes,No,3321.0,90.0,3321.0,1,exact01,A,tn_1871,1,3742
1870,British North America,Medicines,,,6940.0,,2501.0,0,gross,D,tn_1871,1,1582
1870,British North America,Medicines,Epsom and Glauber Salts and Salt Cake,Cwts,526.0,1722.0,,0,exact01,B,tn_1871,1,1593
1870,Canada,Medicines,"Unenumerated, used in dyeing and other processes subservient to Manufactures and the Arts",,9890.0,,,0,within5,D,tn_1871,1,1613
1870,British North America,Oil,"Chemical, Essential, or Perfumed (Foreign)",Lbs,1349.0,2788.0,1349.0,1,exact01,A,tn_1871,1,3853
1870,British North America,Oil,Floor Cloth: (Including India-rubber Floor Cloth),Square Yards,8877.0,73671.0,,0,exact01,B,tn_1871,1,3918
1870,British North America,Oil,"Oil Cloth: Japanned, Enamelled, &c.",Square Yards,4861.0,70961.0,,0,exact01,B,tn_1871,1,3904
1870,British North America,Oil,Olive,Tuns,8738.0,171.0,8738.0,1,exact01,A,tn_1871,1,3829
1870,British North America,Oil,Seed Oil (British),Gallons,66447.0,475869.0,,0,exact01,B,tn_1871,1,3873
1870,British North America,PAPER,"Brown, or other for Packing",Cwts,1480.0,919.0,,0,mod,D,tn_1871,1,4018
1870,Canada,PAPER,Cardboard and Cards (except Playing Cards),Cwts,497.0,128.0,,0,exact01,B,tn_1871,1,4035
1870,British North America,PAPER,Hangings,Cwts,23716.0,9969.0,,0,exact01,B,tn_1871,1,4005
1870,British North America,PAPER,PERFUMERY of all Sorts,,4889.0,,,0,exact01,B,tn_1871,1,4090
1870,Canada,PAPER,Pasteboard and Millboard,Cwts,2312.0,2409.0,,0,exact01,B,tn_1871,1,4026
1870,British North America,PAPER,Unenumerated (British),Cwts,3691.0,992.0,2281.0,0,exact01,D,tn_1871,1,4051
1870,British North America,PAPER,Writing or Printing (British),Cwts,43078.0,9883.0,,0,none,X,tn_1871,1,3988
1870,British North America,"PETROLEUM, Unrefined",PICKLES and SAUCES,,32722.0,,,0,within5,D,tn_1871,1,4138
1870,British North America,PICTURES,,No,1781.0,228.0,605.0,0,within5,D,tn_1871,1,4154
1870,British North America,PICTURES,"PLATE, Gold and Silver",,1855.0,9485.0,1855.0,1,gross,D,tn_1871,1,4183
1870,British North America,PICTURES,PLATED WARES,,11343.0,,11343.0,1,within5,C,tn_1871,1,4206
1870,British North America,PICTURES,PRINTING TYPES and MATERIALS,,6272.0,,6272.0,1,exact01,A,tn_1871,1,4251
1870,British North America,PICTURES,PRINTS and DRAWINGS,,902.0,,902.0,1,none,X,tn_1871,1,4234
1870,British North America,PICTURES,PROVISIONS (Unenumerated),,6963.0,,,0,exact01,B,tn_1871,1,4277
1870,Canada,QUICKSILVER,"RAGS, LINEN and COTTON (British)",Tons,4457.0,332.0,,0,within5,D,tn_1871,1,4303
1870,British North America,QUICKSILVER,"RICE, Not rough nor in the Husk",Cwts,20744.0,39202.0,,0,within5,D,tn_1871,1,4348
1870,British North America,QUICKSILVER,SADDLERY and HARNESS,,7987.0,,,0,gross,D,tn_1871,1,4376
1870,British North America,SAPFLOWER,SALT (Rock and White),Tons,41974.0,101211.0,,0,exact01,B,tn_1871,1,4400
1870,British North America,SAPFLOWER,SALTPETRE (British),Cwts,1334.0,953.0,1334.0,1,exact01,A,tn_1871,1,4413
1870,British North America,SAPFLOWER,SALTPETRE (Foreign),Cwts,3454.0,2657.0,3454.0,1,exact01,A,tn_1871,1,4421
1870,British North America,SEEDS,,Cwts,1950.0,564.0,,0,exact01,B,tn_1871,1,4431
1870,British North America,SEEDS,Grass (British),Cwts,4500.0,2551.0,,0,gross,D,tn_1871,1,4452
1870,British North America,SEEDS,"SHEATHING, ROOFING, and BOILER FELT",,895.0,867.0,,0,gross,D,tn_1871,1,4483
1870,British North America,SILK MANUFACTURES,Broad Piece Goods,Yards,54972.0,211688.0,29064.0,0,exact01,D,tn_1871,1,4564
1870,British North America,SILK MANUFACTURES,Broad Piece Goods (Mixed),Yards,7021.0,51328.0,7021.0,1,gross,D,tn_1871,1,4662
1870,British North America,SILK MANUFACTURES,Broad Stuffs,Lbs,3256.0,1252.0,,0,within5,D,tn_1871,1,4729
1870,British North America,SILK MANUFACTURES,Fancy Silks and Satin,Yards,2007.0,5419.0,2007.0,1,exact01,A,tn_1871,1,4568
1870,British North America,SILK MANUFACTURES,Hosiery: Other Kinds,,1881.0,,1881.0,1,exact01,A,tn_1871,1,4615
1870,British North America,SILK MANUFACTURES,Lace,Yards,2332.0,29102.0,2332.0,1,exact01,A,tn_1871,1,4624
1870,British North America,SILK MANUFACTURES,Ribbons,,2636.0,1184.0,,0,exact01,B,tn_1871,1,4734
1870,British North America,SILK MANUFACTURES,"Ribbons, Silk and Satin",Lbs,22488.0,16888.0,22488.0,1,exact01,A,tn_1871,1,4604
1870,British North America,SILK MANUFACTURES,Sewing Silk,Lbs,1882.0,1211.0,1882.0,1,exact01,A,tn_1871,1,4646
1870,British North America,SILK MANUFACTURES,"Small Wares, Fringes, Trimmings, Laces, &c.",,5219.0,,5219.0,1,mod,D,tn_1871,1,4635
1870,British North America,SILK MANUFACTURES,Unenumerated,,72.0,,,0,exact01,B,tn_1871,1,4717
1870,British North America,SILK MANUFACTURES,Unenumerated,,1960.0,,,0,exact01,B,tn_1871,1,4746
1870,Canada,SILK MANUFACTURES,Velvet,Yards,4107.0,9988.0,4107.0,1,exact01,A,tn_1871,1,4575
1870,British North America,SKINS AND FURS,Of all other Sorts (Foreign) : British dressed,,14519.0,,14549.0,0,within5,D,tn_1871,1,4822
1870,British North America,SKINS AND FURS,SOAP,Cwts,11895.0,9348.0,11895.0,1,within5,C,tn_1871,1,4848
1870,British North America,SPICES,Pepper,Lbs,5515.0,252128.0,5515.0,1,exact01,A,tn_1871,1,4888
1870,British North America,"SPIRITS, BRITISH and IRISH",,Gallons,25180.0,191086.0,,0,exact01,B,tn_1871,1,4901
1870,British North America,"SPIRITS, BRITISH and IRISH",Brandy,,5181.0,92576.0,,0,mod,D,tn_1871,1,4916
1870,British North America,"SPIRITS, BRITISH and IRISH",Rum,,7203.0,321978.0,,0,within5,D,tn_1871,1,4935
1870,British North America,"SPIRITS, BRITISH and IRISH",STARCH,,1631.0,1100.0,1631.0,1,exact01,A,tn_1871,1,4961
1870,British North America,"STATIONERY, other than Paper",,,40053.0,,40053.0,1,mod,D,tn_1871,1,4992
1870,British North America,"STATIONERY, other than Paper",Of all other Sorts,,4312.0,,,0,within5,D,tn_1871,1,5036
1870,British North America,"STATIONERY, other than Paper","SUGAR, REFINED and CANDY (British)",Cwts,145318.0,88970.0,,0,exact01,B,tn_1871,1,5057
1870,British North America,"STATIONERY, other than Paper","SUGAR, REFINED and CANDY (Foreign)",Cwts,1744.0,1084.0,,0,exact01,B,tn_1871,1,5070
1870,British North America,"STATIONERY, other than Paper","SUGAR, UNREFINED",Cwts,437.0,412.0,,0,exact01,B,tn_1871,1,5084
1870,British North America,"STATIONERY, other than Paper","SUGAR, UNREFINED",Cwts,983.0,855.0,,0,exact01,B,tn_1871,1,5094
1870,British North America,"STATIONERY, other than Paper","SUGAR, UNREFINED",Cwts,11973.0,11874.0,,0,exact01,B,tn_1871,1,5113
1870,British North America,"STATIONERY, other than Paper","Total of Sugar, Unrefined",Cwts,13393.0,13141.0,,0,exact01,B,tn_1871,1,5126
1870,British North America,TEA,,Lbs,464829.0,6467182.0,,0,exact01,B,tn_1871,1,5177
1870,British North America,TIN,Plates,Cwts,74900.0,59759.0,,0,exact01,B,tn_1871,1,5248
1870,British North America,TIN,"Tin and Tinned Wares, Unenumerated",Cwts,2543.0,702.0,,0,within5,D,tn_1871,1,5257
1870,British North America,TIN,Unwrought (British),Cwts,11581.0,1780.0,,0,exact01,B,tn_1871,1,5209
1870,British North America,Tobacco,Cigars,Lbs,5494.0,13387.0,,0,exact01,B,tn_1871,1,5296
1870,British North America,Tobacco,"Manufactured, and Cigars (British)",Lbs,1121.0,2627.0,,0,mod,D,tn_1871,1,5269
1870,British North America,WINE,Red,,6086.0,25184.0,,0,none,X,tn_1871,1,5330
1870,British North America,WINE,"Red and White, Mixed",,2.0,8.0,2.0,1,none,X,tn_1871,1,5367
1870,British North America,WINE,Total of Wine,,15386.0,56186.0,,0,none,X,tn_1871,1,5394
1870,British North America,WINE,White,,9298.0,30994.0,9298.0,1,none,X,tn_1871,1,5357
1870,British North America,WOOL,Sheep and Lambs (Foreign),Lbs,34210.0,670795.0,34210.0,1,exact01,A,tn_1871,1,5480
1870,British North America,WOOLLEN and WORSTED YARN,"Baizes of Wool, Unmixed or Mixed with other Materials",Yards,5326.0,7573.0,534.0,0,mod,D,tn_1871,1,5744
1870,British North America,WOOLLEN and WORSTED YARN,"Blankets of Wool, Unmixed or Mixed with other Materials",Yards,705085.0,571213.0,50082.0,0,exact01,D,tn_1871,1,5765
1870,British North America,WOOLLEN and WORSTED YARN,"Broad Cloths: Coatings, Duffs, &c., all Wool",Yards,8603.0,7208.0,,0,exact01,B,tn_1871,1,5565
1870,British North America,WOOLLEN and WORSTED YARN,"Broad Cloths: Plain, all Wool",Yards,750302.0,686438.0,,0,exact01,B,tn_1871,1,5553
1870,British North America,WOOLLEN and WORSTED YARN,"Broad Cloths: Plain, of Wool Mixed with other Materials",Yards,284036.0,308355.0,,0,exact01,B,tn_1871,1,5615
1870,British North America,WOOLLEN and WORSTED YARN,"Druggets or Felted Carpeting of Wool, Unmixed or Mixed with other Materials",Yards,14920.0,16379.0,,0,exact01,B,tn_1871,1,5814
1870,British North America,WOOLLEN and WORSTED YARN,"Flannels of Wool, Unmixed or Mixed with other Materials",""" To Russia",665952.0,1970337.0,,0,within5,D,tn_1871,1,5781
1870,British North America,WOOLLEN and WORSTED YARN,"Hosiery, Woollen and Worsted: Stockings and Socks, all Wool",Dozen Pairs,6158.0,11037.0,,0,exact01,B,tn_1871,1,5823
1870,British North America,WOOLLEN and WORSTED YARN,"Hosiery: Under Clothing, Shirts, Drawers, &c., all Wool",Dozen,2498.0,1314.0,,0,within5,D,tn_1871,1,5837
1870,British North America,WOOLLEN and WORSTED YARN,"Narrow Cloths: Plain, all Wool",Yards,93437.0,677994.0,107927.0,0,gross,D,tn_1871,1,5622
1870,British North America,WOOLLEN and WORSTED YARN,"Narrow Cloths: Plain, of Wool Mixed with other Materials",,94023.0,490732.0,,0,within5,D,tn_1871,1,5656
1870,British North America,WOOLLEN and WORSTED YARN,"Worsted Stuffs (Combed, not Milled), all Wool",,12863.0,253818.0,,0,within5,D,tn_1871,1,5685
1870,British North America,WOOLLEN and WORSTED YARN,"Worsted Stuffs (Combed, not Milled), of Wool Mixed with other Materials",,11573.0,296809.0,,0,exact01,B,tn_1871,1,5731
1870,British North America,Watches,,No,1013.0,192.0,605.0,0,exact01,D,tn_1871,1,746
1870,British North America,Watches,COAL TAR,Cwts,1175.0,8786.0,1175.0,1,within5,C,tn_1871,1,824
1870,British North America,Watches,COALS,Tons,102154.0,224955.0,102154.0,1,exact01,A,tn_1871,1,783
1870,British North America,ZINC or SPELTER,Rolled (Foreign),Tons,1534.0,67.0,,0,within5,D,tn_1871,1,5917
1872,British North America,ALKALI,,Jwts,75222.0,117031.0,,0,within5,D,as_1872,1,15
1872,British North America,APPAREL and SLOPS,,,268289.0,,268289.0,1,exact01,A,as_1872,1,55
1872,British North America,"ARMS, AMMUNITION, and MILITARY STORES",Fowling Pieces,No,3893.0,1522.0,3893.0,1,exact01,A,as_1872,1,138
1872,British North America,"ARMS, AMMUNITION, and MILITARY STORES",Gunpowder,Lbs,13551.0,516445.0,13551.0,1,exact01,A,as_1872,1,77
1872,British North America,"ARMS, AMMUNITION, and MILITARY STORES","Ordnance Stores, and Ammunition, Unenumerated",,12375.0,,12375.0,1,gross,D,as_1872,1,102
1872,British North America,"ARMS, AMMUNITION, and MILITARY STORES",Percussion Caps,No,1569.0,33372000.0,1569.0,1,gross,D,as_1872,1,89
1872,British North America,"ARMS, AMMUNITION, and MILITARY STORES",Rifles,No,12573.0,3895.0,12573.0,1,exact01,A,as_1872,1,127
1872,British North America,"BAGS and SACKS, Empty",,Dozens,22124.0,56311.0,,0,exact01,B,as_1872,1,169
1872,British North America,BEER and ALE,,Barrels,54700.0,11997.0,,0,within5,D,as_1872,1,198
1872,British North America,BISCUIT and BREAD,REACHING MATERIALS,Cwts,12615.0,18155.0,,0,exact01,B,as_1872,1,234
1872,British North America,BRASS,"Manufactures of, not being Ordnance",Cwts,6730.0,1266.0,6730.0,1,exact01,A,as_1872,1,277
