pair_id	fiscal_year	volume	md_path	family	stmt_no	l_idx	l_offset	l_rows	l_inherited	r_idx	r_offset	r_rows	r_inherited	row_delta
0	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	236	1139958	37	0	237	1144982	35	0	-2
1	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	238	1149748	35	0	239	1154450	36	0	1
2	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	240	1160221	43	0	241	1165703	44	0	1
3	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	242	1171338	32	0	243	1175702	33	0	1
4	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	244	1181030	29	0	245	1185370	32	0	3
5	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	246	1190050	32	0	247	1194795	30	0	-2
6	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	248	1199021	37	0	249	1203892	40	0	3
7	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	250	1210267	47	0	251	1216148	47	0	0
8	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	252	1222331	47	0	253	1228492	42	0	-5
9	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	254	1234353	29	0	255	1238767	33	0	4
10	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	258	1254773	45	0	259	1260231	47	0	2
11	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	260	1267674	42	0	261	1272853	41	0	-1
12	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	262	1279313	27	0	263	1283640	27	0	0
13	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	264	1288148	34	0	265	1292712	33	0	-1
14	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	266	1297970	38	0	267	1302555	36	0	-2
15	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	268	1308244	39	0	269	1313232	36	0	-3
16	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	270	1318971	39	0	271	1324515	39	0	0
17	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	272	1330823	39	0	273	1336294	38	0	-1
18	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	274	1342343	40	0	275	1347690	39	0	-1
19	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	276	1353919	42	0	277	1359331	40	0	-2
20	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	278	1365846	39	0	279	1371341	39	0	0
21	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	280	1377687	47	0	281	1383455	47	0	0
22	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	282	1390771	45	0	283	1396305	44	0	-1
23	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	284	1402056	41	0	285	1407975	44	0	3
24	1904	statcan_nibi_w2_1904	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2/statcan_CS4-4_1904_w2.md	imports_37	1	286	1415013	44	0	287	1420664	44	0	0
