fiscal_year,volume,pair_id,row_seq,era,labels,align_status,key,tot_imp_qty,tot_imp_value,gt_qty,gt_value,gt_duty,pt_qty,pt_value,pt_duty,sx_qty,sx_value,sx_duty,efc_qty,efc_value,efc_duty,closes
1908,statcan_nibi_w2_1908,3,0,SX,"Blacking, shoe and shoemakers' ink, shoe, harness and leather dressing, N.O.P. .... > Great Britain...",joined_weak,position,,10376,,173,47.57,10365,1554.75,,,,,10538,1602.32,,0
1908,statcan_nibi_w2_1908,3,1,SX,"Blacking, shoe and shoemakers' ink, shoe, harness and leather dressing, N.O.P. .... > France...",joined_weak,position,,158,,158,43.45,,,,,,,158,43.45,,0
1908,statcan_nibi_w2_1908,3,2,SX,"Blacking, shoe and shoemakers' ink, shoe, harness and leather dressing, N.O.P. .... > United States...",joined_weak,position,,84920,,84865,23338.6,,,,,,,84865,23338.6,,0
1908,statcan_nibi_w2_1908,3,3,SX,"Blacking, shoe and shoemakers' ink, shoe, harness and leather dressing, N.O.P. .... > Total...",joined_weak,position,,95454,,85196,23429.62,10365,1554.75,,,,,95561,24984.37,,0
1908,statcan_nibi_w2_1908,3,4,SX,"Blinds of wood, metal or other material, not textile or paper. > Japan...",joined_weak,position,,1141,,1167,350.1,,,,,,,1167,350.1,,0
1908,statcan_nibi_w2_1908,3,5,SX,"Blinds of wood, metal or other material, not textile or paper. > United States...",joined_weak,position,,2486,,2486,745.5,,,,,,,2486,745.8,,0
1908,statcan_nibi_w2_1908,3,6,SX,"Blinds of wood, metal or other material, not textile or paper. > Total...",joined_weak,position,,3627,,3653,1095.9,,,,,,,3653,1095.3,,0
1908,statcan_nibi_w2_1908,3,8,SX,"Blueing, laundry blueing.. > United States...",joined_weak,position,,3459,,3459,778.38,,,,,,,3459,778.38,,0
1908,statcan_nibi_w2_1908,3,9,SX,"Blueing, laundry blueing.. > Total...",joined_weak,position,,27619,,3459,778.38,25254,3788.1,,,,,28713,4566.48,,0
1908,statcan_nibi_w2_1908,3,15,SX,"Books, printed, periodicals and pamphlets, or parts thereof, N.O.P. .... > Great Britain...",joined_weak,position,,322356,,8920,892.0,307072,15353.6,,5911,788.13,,321903,17033.73,,0
1908,statcan_nibi_w2_1908,3,16,SX,"Books, printed, periodicals and pamphlets, or parts thereof, N.O.P. .... > Hong Kong...",joined_weak,position,,8,,8,0.8,,,,,,,8,0.8,,0
1908,statcan_nibi_w2_1908,3,17,SX,"Books, printed, periodicals and pamphlets, or parts thereof, N.O.P. .... > Belgium...",joined_weak,position,,2613,,2613,261.3,,,,,,,2613,261.3,,0
1908,statcan_nibi_w2_1908,3,18,SX,"Books, printed, periodicals and pamphlets, or parts thereof, N.O.P. .... > China...",joined_weak,position,,2,,2,0.2,,,,,,,2,0.2,,0
1908,statcan_nibi_w2_1908,3,19,SX,"Books, printed, periodicals and pamphlets, or parts thereof, N.O.P. .... > France...",joined_weak,position,,52351,,51750,5175.0,,,,23,3.07,,51773,5178.07,,0
1908,statcan_nibi_w2_1908,3,21,SX,"Books, printed, periodicals and pamphlets, or parts thereof, N.O.P. .... > Greece...",joined_weak,position,,84,,84,8.4,,,,,,,84,8.4,,0
1908,statcan_nibi_w2_1908,3,22,SX,"Books, printed, periodicals and pamphlets, or parts thereof, N.O.P. .... > Italy...",joined_weak,position,,87,,87,8.7,,,,,,,87,8.7,,0
1908,statcan_nibi_w2_1908,3,23,SX,United States...,joined_weak,position,,819391,,808619,80861.9,,,,888,118.4,,809507,80980.3,,0
