flow,measure,group,article,year,values
export_uk,quantity,,"Meat: Beef, Mutton, Pork, Bacon, and {Hams",1896,"122,417"
export_uk,quantity,,"Meat: Beef, Pork, Bacon, and Hams - Cuts.",1891,"96,097"
export_uk,quantity,,"Meat: Beef, Pork, Bacon, and Hams - Cuts.",1892,"83,724"
export_uk,quantity,,"Meat: Beef, Pork, Bacon, and Hams - Cuts.",1893,"78,187"
export_uk,quantity,,"Meat: Beef, Pork, Bacon, and Hams - Cuts.",1894,"99,410"
export_uk,quantity,,"Meat: Beef, Pork, Bacon, and Hams - Cuts.",1895,"116,445"
export_uk,quantity,,"Meat: Beef, Pork, Bacon, and Hams - Cwts.  Medicines, Drugs, and Medicinal Preparations",1887,"73,350,869,083"
export_uk,quantity,,"Meat: Beef, Pork, Bacon, and Hams - Cwts.  Medicines, Drugs, and Medicinal Preparations",1888,"70,760,932,154"
export_uk,quantity,,"Meat: Beef, Pork, Bacon, and Hams - Cwts.  Medicines, Drugs, and Medicinal Preparations",1889,"88,664,971,415"
export_uk,quantity,,"Medicines, Drugs, and Medicinal Prepa-rations",1884,"893,184"
export_uk,quantity,,"Medicines, Drugs, and Medicinal Prepa-rations",1889,"971,415"
export_uk,quantity,,"Metals, and Manufactures thereof, un-enumerated",1891,"700,033"
export_uk,quantity,,"Metals, and Manufactures thereof, un-enumerated",1892,"649,685"
export_uk,quantity,,"Metals, and Manufactures thereof, un-enumerated",1893,"537,141"
export_uk,quantity,,"Metals, and Manufactures thereof, un-enumerated",1894,"476,940"
export_uk,quantity,,"Metals, and Manufactures thereof, un-enumerated",1895,"458,235"
export_uk,quantity,,"Metals, and Manufactures thereof, unenumerated",1891,"700,033"
export_uk,quantity,,"Metals, and Manufactures thereof, unenumerated",1892,"649,685"
export_uk,quantity,,"Metals, and Manufactures thereof, unenumerated",1893,"537,141"
export_uk,quantity,,"Metals, and Manufactures thereof, unenumerated",1894,"476,940"
export_uk,quantity,,"Metals, and Manufactures thereof, unenumerated",1895,"458,238"
export_uk,quantity,,"Metals:Iron: Old, for re-manufacture - Tons",1883,"97,475"
export_uk,quantity,,"Metals:Iron: Old, for re-manufacture - Tons",1884,"68,141"
export_uk,quantity,,"Metals:Iron: Old, for re-manufacture - Tons",1888,"144,972"
export_uk,quantity,,"Metals:Iron: Old, for re-manufacture - Tons",1889,"146,719"
export_uk,quantity,,"Methylic Alcohol, not purified so as to be potable",1893,"5,928"
export_uk,quantity,,"Methylic Alcohol, not purified so as to be potable",1900,"16,652"
export_uk,quantity,,Mica and Talc,1900,"1,394"
export_uk,quantity,,"Milk, Condensed",1900,"209,447"
export_uk,quantity,,Mixed with other materials,1893,"89,407,800"
export_uk,quantity,,"Molasses, Treacle, Syrup, andGlucose",1893,"391,076"
export_uk,quantity,,"Molasses, Treacle, Syrup, andGlucose",1894,"365,041"
export_uk,quantity,,"Molasses, Treacle, Syrup, andGlucose",1897,"305,602|305,692"
export_uk,quantity,,"Molasses, Treacle, Syrup, andGlucose",1898,"264,971"
export_uk,quantity,,"Molasses, Treacle, Syrup, andGlucose",1899,"240,750"
export_uk,quantity,,"Narrow, all Wool",1893,"1,047,400"
export_uk,quantity,,"Narrow, all Wool",1900,"565,100"
export_uk,quantity,,Noils,1889,"20,428,500"
export_uk,quantity,,Noils,1890,"10,234,700"
export_uk,quantity,,Noils,1900,"7,897,400"
export_uk,quantity,,Oatmeal,1893,"46,419"
export_uk,quantity,,Oats,1893,"244,211"
export_uk,quantity,,"Of Mixed Materials, Cotton predominating",1900,"83,100"
export_uk,quantity,,"Of Mixed Materials, Cottonpredominating",1893,"20,200"
export_uk,quantity,,"Of Mixed Materials, Cottonpredominating",1900,"83,100"
export_uk,quantity,,Of mixed Materials (Cotton predomining),1877,"13,283,535"
export_uk,quantity,,Of mixed Materials (Cotton predomining),1878,"12,200,500"
export_uk,quantity,,Of mixed Materials (Cotton predomining),1879,"14,481,400"
export_uk,quantity,,Of mixed Materials (Cotton predomining),1880,"20,330,900"
export_uk,quantity,,Of mixed Materials (Cotton predomining),1881,"29,637,200"
export_uk,quantity,,Of other Sorts,1866,"307,085"
export_uk,quantity,,Of other Sorts,1867,"343,533"
export_uk,quantity,,Of other Sorts,1868,"228,850|434,547"
export_uk,quantity,,Of other Sorts,1895,"313,601|655,517"
export_uk,quantity,,"Oil and Floor Cloth, including India-rubber Cloth",1893,"17,536,690"
export_uk,quantity,,"Oil and Floor Cloth, including India-rubber Cloth",1894,"20,185,709"
export_uk,quantity,,"Oil and Floor Cloth, including India-rubber Cloth",1898,"23,693,100"
export_uk,quantity,,"Oil and Floor Cloth, including India-rubber Cloth",1899,"26,867,500"
export_uk,quantity,,"Old and Scrap, for re-manufacture Tons",1893,"118,522"
export_uk,quantity,,Oleo-margarine,1898,"16,173"
export_uk,quantity,,Oleo-margarine,1899,"16,055"
export_uk,quantity,,"Other Manufactures, unenu-merated",1892,"222,088"
export_uk,quantity,,"Other Manufactures, unenu-merated",1893,"194,316"
export_uk,quantity,,"Other Manufactures, unenu-merated",1894,"178,907"
export_uk,quantity,,"Other Manufactures, unenu-merated",1895,"224,836"
export_uk,quantity,,"Other Manufactures, unenu-merated",1896,"242,887"
export_uk,quantity,,"Other Manufactures, unenumerated",1900,"224,819"
export_uk,quantity,,Other kinds of manufacturedTobacco,1893,"82,635"
export_uk,quantity,,Other kinds of manufacturedTobacco,1894,"52,174"
export_uk,quantity,,Other kinds of manufacturedTobacco,1898,"150,484"
export_uk,quantity,,Other kinds of manufacturedTobacco,1899,"167,933"
export_uk,quantity,,Paints & Colours and Materials,1870,"877,268"
export_uk,quantity,,Paints & Colours and Materials,1871,"1,019,213"
export_uk,quantity,,Paints & Colours and Materials,1872,"1,108,161"
export_uk,quantity,,Paints & Colours and Materials,1873,"1,012,829"
export_uk,quantity,,Paints & Colours and Materials,1874,"1,161,234"
export_uk,quantity,,"Paints, Colours and Materials",1870,"877,268"
export_uk,quantity,,"Paints, Colours and Materials",1871,"1,019,243"
export_uk,quantity,,"Paints, Colours and Materials",1872,"1,108,161"
export_uk,quantity,,"Paints, Colours and Materials",1873,"1,012,820"
export_uk,quantity,,"Paints, Colours and Materials",1874,"1,161,234"
export_uk,quantity,,Paper : Hangings Cwts. Of other Sorts,1892,"58,098,873,653"
export_uk,quantity,,Paper : Hangings Cwts. Of other Sorts,1893,"56,956,852,801"
export_uk,quantity,,Paper : Hangings Cwts. Of other Sorts,1894,"57,606,841,074"
export_uk,quantity,,Paper : Hangings Cwts. Of other Sorts,1895,"64,316,842,526"
export_uk,quantity,,Paper Hangings Cwts.  Of other Sorts,1887,"55,175,765,920"
export_uk,quantity,,Paper Hangings Cwts.  Of other Sorts,1889,"60,546,928,837"
export_uk,quantity,,Paper Hangings Cwts.  Of other Sorts,1890,"61,058,904,997"
export_uk,quantity,,Pease,1893,"33,681"
export_uk,quantity,,Pease,1900,"31,090"
export_uk,quantity,,Pecse,1895,"12,725"
export_uk,quantity,,Pecse,1900,"31,090"
export_uk,quantity,,Pictures : Oil and Water-colour - Number,1898,"9,082"
export_uk,quantity,,Pictures : Oil and Water-colour - Number,1899,"8,774"
export_uk,quantity,,"Piece Goods, White or Plain",1868,"2,030,859,372"
export_uk,quantity,,"Piece Goods, White or Plain",1874,"2,586,709,681|2,586,709,684"
export_uk,quantity,,"Piece Goods, White or Plain",1875,"2,549,145,807"
export_uk,quantity,,"Piece Goods, White or Plain",1877,"2,699,282,118"
export_uk,quantity,,"Piece Goods, White or Plain",1878,"2,539,166,400|2,639,166,400"
export_uk,quantity,,"Piece Goods, White or Plain",1882,"2,959,882,600|2,959,882,500"
export_uk,quantity,,"Piece Goods, White or Plain",1883,"3,136,150,200"
export_uk,quantity,,"Piece Goods, White or Plain",1892,"156,254,800"
export_uk,quantity,,"Piece Goods, White or Plain",1893,"139,682,300"
export_uk,quantity,,"Piece Goods, White or Plain",1894,"135,157,200"
export_uk,quantity,,"Piece Goods, White or Plain",1895,"178,865,500"
export_uk,quantity,,"Piece Goods, White or Plain",1896,"150,849,300"
export_uk,quantity,,Pig and Puddled,1896,"1,060,165"
export_uk,quantity,,Pilchards,1893,"21,148"
export_uk,quantity,,Pilchards,1900,"19,304"
export_uk,quantity,,"Plain, Unbleached or Bleached Yards",1900,"141,563,300"
export_uk,quantity,,"Plate, Rough or Silvered",1893,"1,684,500"
export_uk,quantity,,"Plate, Rough or Silvered",1894,"1,336,609"
export_uk,quantity,,"Plate, Rough or Silvered",1895,"1,446,000"
export_uk,quantity,,"Plate, Rough or Silvered",1896,"1,804,000"
export_uk,quantity,,"Plate, Rough or Silvered",1897,"1,520,500"
export_uk,quantity,,"Plate, Rough or Silvered - Square feet",1900,"2,163,800"
export_uk,quantity,,"Plate, viz. : Gold Ozs. Troy  Silver",1895,"1,294,847"
export_uk,quantity,,"Plate, viz. : Gold Ozs. Troy  Silver",1896,"14,131,692"
export_uk,quantity,,"Plate, viz. : Gold Ozs. Troy  Silver",1899,"344,137,936"
export_uk,quantity,,Plated and Gilt Ware,1879,"145,354"
export_uk,quantity,,Plated and Gilt Ware,1880,"166,906"
export_uk,quantity,,Plated and Gilt Ware,1881,"196,249"
export_uk,quantity,,Plated and Gilt Ware,1882,"265,442"
export_uk,quantity,,Plated and Gilt Ware,1883,"261,210"
export_uk,quantity,,Plated and Gilt Ware,1886,"252,055"
export_uk,quantity,,Plated and Gilt Ware,1887,"258,511"
export_uk,quantity,,Plated and Gilt Ware,1888,"296,918"
export_uk,quantity,,Plated and Gilt Ware,1889,"306,193"
export_uk,quantity,,Plated and Gilt Ware,1890,"316,137"
export_uk,quantity,,Potatoes,1898,"194,200"
export_uk,quantity,,Potatoes,1899,"323,100"
export_uk,quantity,,"Provisions, not otherwise described",1870,"455,606"
export_uk,quantity,,"Provisions, unenumerated (see also Meat)",1878,"921,985|876,812"
export_uk,quantity,,"Rags (except Woollen), and other Materials for making Paper - Tons",1898,"57,696"
export_uk,quantity,,"Rags (except Woollen), and other Materials for making Paper - Tons",1899,"64,993"
export_uk,quantity,,"Railroad, of all Sorts",1896,"747,662"
export_uk,quantity,,"Railroad, viz :  Rails (Iron or Steel)",1893,"461,709"
export_uk,quantity,,"Railroad, viz :  Rails (Iron or Steel)",1894,"331,850"
export_uk,quantity,,"Railroad, viz :  Rails (Iron or Steel)",1895,"374,313"
export_uk,quantity,,"Railroad, viz :  Rails (Iron or Steel)",1896,"581,249"
export_uk,quantity,,"Railroad, viz :  Rails (Iron or Steel)",1897,"579,083"
export_uk,quantity,,Rails (Iron or Steel),1893,"461,709"
export_uk,quantity,,"Railway Waggons, Trucks, &c.",1881,"2,324"
export_uk,quantity,,"Railway Waggons, Trucks, &c., and  parts thereof",1887,"619,051"
export_uk,quantity,,"Railway Waggons, Trucks, &c., and parts thereof",1892,"602,077"
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Lbuds",1895,597
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Lbuds",1896,763
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Lbuds",1897,"1,299"
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Lbuds",1898,745
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Lbuds",1899,"1,768"
export_uk,quantity,,"Rough, Hewn, Sawn, or Split - Loads",1900,"1,275"
export_uk,quantity,,Rugs,1900,"857,900"
export_uk,quantity,,"Rugs, Coverlets, or",1893,"1,477,348"
export_uk,quantity,,"Rugs, Coverlets, or",1894,"1,523,810"
export_uk,quantity,,"Rugs, Coverlets, or",1895,"1,897,508"
export_uk,quantity,,"Rugs, Coverlets, or",1896,"2,149,600"
export_uk,quantity,,"Rugs, Coverlets, or",1897,"1,922,900"
export_uk,quantity,,"Rugs, Coverlets, or Wrappers",1899,"1,898,000"
export_uk,quantity,,"Rugs, Coverlets, or Wrappers",1900,"1,711,800"
export_uk,quantity,,Rye,1893,193
export_uk,quantity,,Rye,1900,185
export_uk,quantity,,Salmon,1893,"4,016"
export_uk,quantity,,"Salt, Rock and White",1893,"636,155"
export_uk,quantity,,"Salt, Rock and White",1899,"628,445"
export_uk,quantity,,"Salt-petre, British prepared",1893,"35,326"
export_uk,quantity,,"Salt-petre, British prepared",1894,"35,850"
export_uk,quantity,,"Salt-petre, British prepared",1895,"37,936"
export_uk,quantity,,"Salt-petre, British prepared",1896,"20,522"
export_uk,quantity,,"Salt-petre, British prepared",1897,"23,004"
export_uk,quantity,,"Saltpetre, British prepared",1893,"35,326"
export_uk,quantity,,"Saltpetre, British prepared",1899,"25,264"
export_uk,quantity,,Seeds of all sorts,1899,"241,483"
export_uk,quantity,,Shawls,1893,"1,477,348"
export_uk,quantity,,Shawls,1899,"765,000|1,808,000"
export_uk,quantity,,Shawls,1900,"709,000"
export_uk,quantity,,"Sheep and Lambs', British, raw or undressed",1900,"24,928,800"
export_uk,quantity,,"Sheep and Lambs', British, raw orundressed",1893,"16,049,900"
export_uk,quantity,,"Sheep and Lambs', British, raw orundressed",1894,"12,984,900"
export_uk,quantity,,"Sheep and Lambs', British, raw orundressed",1895,"21,607,290"
export_uk,quantity,,"Sheep and Lambs', British, raw orundressed",1896,"18,638,500"
export_uk,quantity,,"Sheep and Lambs', British, raw orundressed",1897,"40,087,800"
export_uk,quantity,,"Sheep and Lambs', raw or undressed - Lbs.",1889,"21,768,409"
export_uk,quantity,,"Sheep and Lambs', raw or undressed Lbs.",1896,"18,038,500"
export_uk,quantity,,Silk Manufactures:  Broad Piece Goods,1892,"5,951,823"
export_uk,quantity,,Silk Manufactures:  Broad Piece Goods,1893,"6,036,402"
export_uk,quantity,,Silk Manufactures:  Broad Piece Goods,1894,"5,535,111"
export_uk,quantity,,Silk Manufactures:  Broad Piece Goods,1895,"6,830,300"
export_uk,quantity,,Silk Manufactures:  Broad Piece Goods,1896,"7,610,500"
export_uk,quantity,,Silk Manufactures:Broad Piece Goods,1883,"7,687,992"
export_uk,quantity,,Silk Manufactures:Broad Piece Goods,1884,"6,809,560"
export_uk,quantity,,Silk Manufactures:Broad Piece Goods,1888,"8,544,703"
export_uk,quantity,,Silk Manufactures:Broad Piece Goods,1889,"9,618,671"
export_uk,quantity,,Spirits Perfumed in Bond,1900,"21,631"
export_uk,quantity,,"Spirits, British and Irish - Proof Gallons",1887,"3,106,279"
export_uk,quantity,,"Spirits, British and Irish - Proof Gallons",1893,"3,407,282"
export_uk,quantity,,"Spirits, British and Irish - Proof Gallons",1894,"3,859,295"
export_uk,quantity,,"Spirits, British and Irish - Proof Gallons",1895,"4,153,280"
export_uk,quantity,,"Spirits, British and Irish - Proof Gallons",1896,"4,678,862"
export_uk,quantity,,"Steel, Ingots, Bars, and Sheets",1866,"34,413"
export_uk,quantity,,Stockings and Socks,1897,"605,900|775,900"
export_uk,quantity,,Stockings and Socks,1898,"580,500"
export_uk,quantity,,Stockings and Socks,1899,"596,100"
export_uk,quantity,,Stockings and Socks - Dozen Pairs,1894,"554,607"
export_uk,quantity,,Stockings and Socks - Dozen Pairs,1895,"812,723"
export_uk,quantity,,Stockings and Socks - Dozen Pairs,1899,"596,100"
export_uk,quantity,,Stockings and Socks - Dozen Pairs,1900,"681,700"
export_uk,quantity,,Straw,1893,"723,027"
export_uk,quantity,,Straw,1900,"599,623"
export_uk,quantity,,"Sugar, Refined",1896,"993,698"
export_uk,quantity,,Sulphate of,1893,"27,096"
export_uk,quantity,,Sulphate of Ammonia,1893,"114,786"
export_uk,quantity,,Taco and Patent Net,1885,"2,376,837"
export_uk,quantity,,Taco and Patent Net,1886,"2,363,639"
export_uk,quantity,,Taco and Patent Net,1887,"2,251,471"
export_uk,quantity,,Taco and Patent Net,1888,"1,923,386"
export_uk,quantity,,Taco and Patent Net,1889,"1,913,547"
export_uk,quantity,,Thread for Sewing or Stitching,1893,"17,244,500"
export_uk,quantity,,Tin Plates and Sheets,1893,"379,172"
export_uk,quantity,,Tin: Unwrought,1868,"81,213|80,831"
export_uk,quantity,,Tinned Plates,1896,"266,963"
export_uk,quantity,,"Tobacco and Snuff manufactured in the United Kingdom, viz. :Cigars",1894,"1,499"
export_uk,quantity,,"Tobacco and Snuff manufactured in the United Kingdom, viz. :Cigars",1895,"1,940"
export_uk,quantity,,"Tobacco and Snuff manufactured in the United Kingdom, viz. :Cigars",1898,"4,420|4,429"
export_uk,quantity,,"Tobacco and Snuff manufactured in the United Kingdom, viz. :Cigars",1899,"9,943"
export_uk,quantity,,"Tobacco and Snuff manufactured in the United Kingdom, viz. :Cigars",1900,"9,146"
export_uk,quantity,,Total,1866,"2,575,698,138"
export_uk,quantity,,Total,1867,"2,832,013,707"
export_uk,quantity,,Total,1868,"2,977,106,551"
export_uk,quantity,,Total,1869,"2,868,630,125"
export_uk,quantity,,Total,1870,"3,266,998,366"
export_uk,quantity,,Total of Piece Goods,1868,"2,977,106,551"
export_uk,quantity,,Total of Piece Goods,1883,"4,538,885,500"
export_uk,quantity,,Total of Piece Goods,1884,"2,452,556"
export_uk,quantity,,Total of Piece Goods,1885,"2,376,837"
export_uk,quantity,,Total of Piece Goods,1886,"2,363,683"
export_uk,quantity,,Total of Piece Goods,1887,"4,901,912,000|2,261,471"
export_uk,quantity,,Total of Piece Goods,1892,"4,873,105,800|171,302,500"
export_uk,quantity,,Total of Piece Goods,1893,"4,652,217,400|158,335,300"
export_uk,quantity,,Total of all Kinds,1869,"2,568,827"
export_uk,quantity,,"Unwrought in Ingots, Cakes or Slabs and precipitate",1900,"360,726"
export_uk,quantity,,"Unwrought in Ingots, Cakes or Slabs and precipitate . . .",1894,"290,717"
export_uk,quantity,,"Unwrought in Ingots, Cakes orSlabs and precipitate",1893,"506,884"
export_uk,quantity,,"Unwrought in Ingots, Cakes orSlabs and precipitate",1900,"360,726"
export_uk,quantity,,Wascie,1893,"2,733,000"
export_uk,quantity,,Wascie,1894,"2,078,800"
export_uk,quantity,,Wascie,1895,"3,491,900"
export_uk,quantity,,Wascie,1896,"3,032,100"
export_uk,quantity,,Wascie,1897,"3,157,800"
export_uk,quantity,,Waste,1889,"2,397,600"
export_uk,quantity,,Waste,1900,"1,593,100"
export_uk,quantity,,Wheatmeal or Flour,1893,"240,952"
export_uk,quantity,,"Wholly of Cotton, Unbleached,Grey",1893,"1,944,188,100"
