pair_id	fiscal_year	volume	md_path	family	stmt_no	l_idx	l_offset	l_rows	l_inherited	r_idx	r_offset	r_rows	r_inherited	row_delta
0	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	241	1149047	30	0	242	1152781	29	0	-1
1	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	243	1157617	42	0	244	1161518	42	0	0
2	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	245	1167753	44	0	246	1172039	40	0	-4
3	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	247	1177753	36	0	248	1181589	33	0	-3
4	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	249	1186506	7	0	250	1190070	40	0	33
5	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	251	1196280	36	0	252	1199952	36	0	0
6	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	253	1205259	48	0	254	1209528	45	0	-3
7	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	255	1215332	36	0	256	1219287	34	0	-2
8	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	257	1224520	35	0	258	1228224	31	0	-4
9	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	259	1233168	35	0	260	1236877	34	0	-1
10	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	261	1241724	43	0	262	1245943	40	0	-3
11	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	263	1252196	42	0	264	1256118	39	0	-3
12	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	265	1261777	31	0	266	1265419	28	0	-3
13	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	267	1270051	31	0	268	1273734	31	0	0
14	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	269	1278349	40	0	270	1282319	41	0	1
15	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	271	1288601	31	0	272	1292500	16	0	-15
16	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	273	1296091	35	0	274	1300191	35	0	0
17	1903	statcan_nibi_w2_1903	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2/statcan_CS4-4_1903_w2.md	imports_37	1	275	1305396	41	0	276	1309509	41	0	0
