volume,label,raw,parsed_as,col,of,last_column
as_1897,„ Holland - - - - -,"27,22",2722,10,10,1
as_1897,„ Portugal - - - - -,"9,13",913,10,10,1
as_1897,„ Spain - - - - -,"4,32",432,8,8,1
as_1897,On the Atlantic - - - - -,"19,68",1968,10,10,1
as_1897,""" Madeira - - - - -","2,29",229,4,4,1
as_1897,""" Spain - - - - -","17,81",1781,10,10,1
as_1897,Total to Foreign Countries - - - - -,"37,85",3785,10,10,1
as_1897,""" Australasia - - - - -","2,25",225,4,4,1
as_1897,To Russia - - - - -,"1,95",195,4,4,1
as_1897,""" Germany - - - - -","2,23",223,6,6,1
as_1897,""" Holland - - - - -","11,29",1129,6,6,1
as_1897,""" Belgium - - - - -","12,13",1213,6,6,1
as_1897,""" France - - - - -","1,11",111,4,4,1
as_1897,On the Atlantic - - - - -,"22,54",2254,7,7,1
as_1897,Total to Foreign Countries - - - - -,"37,10",3710,10,10,1
as_1897,To Malta and Gozo - - - - -,"1,22",122,4,4,1
as_1897,""" Cape of Good Hope - - - - -","1,13",113,2,2,1
as_1897,Total to British Possessions - - - - -,"4,74",474,5,5,1
as_1897,TOTAL - - - - -,"51,84",5184,10,10,1
as_1897,""" Germany - - - - -","18,14",1814,10,10,1
as_1897,""" Holland - - - - -","14,20",1420,9,9,1
as_1897,""" France - - - - -","9,44",944,5,5,1
as_1897,""" Spain - - - - -","1,49",149,2,2,1
as_1897,""" United States of America - - - - -","22,77",2277,10,10,1
as_1897,""" Other British Possessions - - - - -","3,36",336,4,4,1
as_1897,Total to British Possessions - - - - -,"4,03",403,5,5,1
as_1897,""" Australasia - - - - -","1,24",124,10,10,1
as_1897,To Germany - - - - -,"59,28",5928,1,10,0
as_1897,TOTAL,"1,32",132,9,9,1
as_1897,""" Chile - - - - -","2,54",254,2,2,1
as_1897,Total to Foreign Countries - - - - -,"291,22",29122,10,10,1
as_1897,To Australasia - - - - -,"12,42",1242,10,10,1
as_1897,""" Canada - - - - -","4,12",412,10,10,1
as_1897,Total to British Possessions - - - - -,"16,52",1652,10,10,1
as_1897,TOTAL - - - - -,"46,55",4655,10,10,1
as_1897,Portuguese Possessions - - - - -,"2,56",256,8,8,1
as_1897,To Cape of Good Hope - - - - -,"2,22",222,10,10,1
as_1897,""" Natal - - - - -","6,08",608,10,10,1
as_1897,""" British East Indies - - - - -","2,22",222,10,10,1
as_1897,""" Germany - - - - -","64,25",6425,10,10,1
as_1897,""" Holland - - - - -","11,54",1154,10,10,1
as_1897,""" Belgium - - - - -","5,53",553,10,10,1
as_1897,""" France - - - - -","7,03",703,10,10,1
as_1897,""" Italy - - - - -","2,45",245,10,10,1
as_1897,Portuguese Possessions - - - - -,"1,54",154,4,4,1
as_1897,""" United States of America - - - - -","6,02",602,10,10,1
as_1897,""" Other Foreign Countries - - - - -","2,27",227,10,10,1
as_1897,To Channel Islands - - - - -,"1,29",129,10,10,1
as_1897,""" Cape of Good Hope - - - - -","1,27",127,10,10,1
as_1897,""" British East Indies - - - - -","3,24",324,10,10,1
as_1897,West Australia - - - - -,"1,56",156,10,10,1
as_1897,Victoria - - - - -,"1,27",127,8,8,1
as_1897,New South Wales - - - - -,"16,31",1631,10,10,1
as_1897,Queensland - - - - -,"2,12",212,10,10,1
as_1897,""" Australasia - - - - -","1,62",162,9,9,1
as_1897,""" Australasia - - - - -","12,35",1235,10,10,1
as_1897,Total to British Possessions - - - - -,"23,29",2329,10,10,1
as_1897,TOTAL - - - - -,"23,48",2348,10,10,1
as_1897,„ Canada - - - - -,"369,68",36968,2,9,0
as_1897,„ Other Foreign Countries,"1,77",177,6,6,1
as_1897,Total to Foreign Countries,"3,29",329,10,10,1
as_1897,To Russia,"3,58",358,10,10,1
as_1897,„ Sweden,"2,28",228,10,10,1
as_1897,„ Norway,"1,59",159,10,10,1
as_1897,„ Denmark,"2,14",214,10,10,1
as_1897,„ Germany,"5,28",528,10,10,1
as_1897,„ Holland,"6,93",693,10,10,1
as_1897,„ Belgium,"3,71",371,10,10,1
as_1897,„ France,"6,29",629,10,10,1
as_1897,„ East Coast of Africa: Portuguese Possessions,"3,12",312,8,8,1
as_1897,„ Java,"1,23",123,8,8,1
as_1897,„ China,"1,82",182,10,10,1
as_1897,„ Japan,"2,03",203,9,9,1
as_1897,„ United States of America,"3,25",325,10,10,1
as_1897,„ Costa Rica,"1,09",109,6,6,1
as_1897,„ Chile,"4,36",436,10,10,1
as_1897,„ Brazil,"2,49",249,10,10,1
as_1897,„ Other Foreign Countries,"3,19",319,10,10,1
as_1897,Total to Foreign Countries,"55,17",5517,10,10,1
as_1897,"Total of Wine, White, in Bottles, Sparkling","1,27,500",127500,4,10,0
as_1897,"Total of Wine, White, in Bottles, Sparkling","1,03,511",103511,5,10,0
as_1897,"Total of Wine, White, in Bottles, Sparkling","1,59,657",159657,6,10,0
as_1897,"Total of Wine, White, in Bottles, Sparkling","1,54,235",154235,7,10,0
as_1897,"Total of Wine, White, in Bottles, Sparkling","1,21,343",121343,8,10,0
as_1897,"Total of Wine, White, in Bottles, Sparkling","1,05,135",105135,9,10,0
as_1897,"Total of Wine, White, in Bottles, Sparkling","1,21,24",12124,10,10,1
as_1897,"Total of Sparkling Wine, in Bottles","1,21,661",121661,1,10,0
as_1897,"Total of Sparkling Wine, in Bottles","1,05,429",105429,2,10,0
as_1897,"Total of Sparkling Wine, in Bottles","121,24",12124,10,10,1
as_1897,"Total of Wine, in Bottles","1,57,768",157768,1,10,0
as_1897,"Total of Wine, in Bottles","1,41,853",141853,2,10,0
as_1897,"Total of Wine, in Bottles","3,62,776",362776,6,10,0
as_1897,"Total of Wine, in Bottles","1,58,351",158351,7,10,0
as_1897,"Total of Wine, in Bottles","2,46,538",246538,8,10,0
as_1897,"Total of Wine, in Bottles","2,09,446",209446,9,10,0
as_1897,"Total of Wine, in Bottles","1,52,48",15248,10,10,1
as_1897,To Russia,"5,74",574,10,10,1
as_1897,Sweden,"1,22",122,9,9,1
as_1897,Norway,"2,13",213,10,10,1
as_1897,Denmark,"1,45",145,10,10,1
as_1897,Germany,"1,25",125,10,10,1
as_1897,Holland,"2,24",224,10,10,1
as_1897,Belgium,"1,22",122,10,10,1
as_1897,France,"1,15",115,10,10,1
as_1897,Egypt,"1,73",173,10,10,1
as_1897,East Coast of Africa: Portuguese Possessions,"1,22",122,9,9,1
as_1897,China,"2,23",223,10,10,1
as_1897,Japan,"1,47",147,9,9,1
as_1897,United States of America,"1,72",172,10,10,1
as_1897,Mexico,"1,32",132,8,8,1
as_1897,Republic of Colombia,"1,22",122,10,10,1
as_1897,Chile,"4,23",423,10,10,1
as_1897,Other Foreign Countries,"7,49",749,10,10,1
as_1897,Total to Foreign Countries,"92,73",9273,10,10,1
as_1897,„ Germany . . . . .,"21,47",2147,10,10,1
as_1897,„ Holland . . . . .,"17,23",1723,10,10,1
as_1897,„ Belgium . . . . .,"17,18",1718,10,10,1
as_1897,"Copper, Unwrought, part Wrought, } Tons","61,82",6182,2,3,0
as_1897,Refined and Candy,"2,30",230,2,3,0
as_1897,""" "" Unenumerated","5,5",55,3,3,1
as_1897,All other Furs,"1,04,127",104127,1,2,0
as_1897,All other Furs,"5,25",525,2,2,1
as_1897,Pepper,"45,8",458,1,1,1
as_1897,"Cottons, Entered by the Yard . . . . . Yards","1,62",162,9,9,1
as_1897,"Machinery and Mill Work . . . . . ""","1,16",116,1,1,1
as_1897,All Other Articles . . . . . Value,"2,25",225,2,2,1
as_1897,TOTAL . . . . .,"6,23",623,5,5,1
as_1897,TOTAL . . . . .,"11,94",1194,5,5,1
as_1897,TOTAL OF BRITISH AND FOREIGN } EXPORTS . . . . .,"371,23",37123,5,5,1
as_1897,""" Other Kinds of Corn and Grain . . . . . ""","2,1032",21032,5,8,0
as_1897,"Arms, Ammunition, and Military Stores . . . . . ""","2,28",228,5,5,1
as_1897,"Candles, of all Sorts . . . . . Lbs.","1,31,300",131300,5,10,0
as_1897,"Metal, Unenumerated, Old, fit only to be re-manufactured . .","2,72",272,2,2,1
as_1897,Wine . . . . . Gallons,"1,28",128,7,7,1
as_1897,"Wool, Sheep or Lambs . . . . . Lbs.","2,82",282,4,4,1
as_1897,Apparel and Haberdashery . . . . . Value,"12,25",1225,4,4,1
as_1897,Beer and Ale . . . . . Barrels,"63,13",6313,10,10,1
as_1897,Biscuit and Bread . . . . . Cuts.,"3,03",303,10,10,1
as_1897,Cottons entered by the Yard . . . . . Yards,"65,34",6534,10,10,1
as_1897,"Machinery and Mill Work . . . . . ""","29,27",2927,5,5,1
as_1897,Parcel Post . . . . . Number of Parcels,"3,22",322,2,2,1
as_1897,"Hardware and Cutlery, Unenumerated - Cuts.","1,23",123,3,3,1
as_1897,"Medicines, Drugs, and Medicinal Pre- parations - - - - - ""","1,29",129,2,2,1
as_1897,"Metals: Copper, Unwrought, part } Wrought, and Old Copper - ","3,15",315,1,6,0
as_1897,Parcel Post (Goods Free of Duty) - - - - - { Number of Parce,"624,73",62473,1,10,0
as_1897,"Leas, Entered by the Yard . . . . . Yards","9,2131",92131,6,10,0
as_1897,Resin . . . . . Cicts.,"1,68",168,10,10,1
as_1897,"Sugar, Refined and Candy . . . . . Cicts.","1,53",153,4,4,1
as_1897,Tar . . . . . Barrels,"2,16",216,10,10,1
as_1897,Toys . . . . . Value,"2,24",224,5,5,1
as_1897,Wine . . . . . Gallons,"27,11",2711,10,10,1
as_1897,"Wood, Sawn . . . . . Loads","1,42",142,5,5,1
as_1897,Woollen Manufactures . . . . . Value,"2,73",273,5,5,1
as_1897,"All Other Articles . . . . . ""","47,59",4759,5,5,1
as_1897,"TOTAL . . . . . ""","172,53",17253,5,5,1
as_1897,"TOTAL OF BRITISH AND FOREIGN EXPORTS . . . . . ""","12,555,23",1255523,5,5,1
as_1897,Silk Manufactures . . . . . Value,"3,17",317,5,5,1
as_1897,Skins and Furs: } Number,"1,211,69",121169,1,10,0
as_1897,Wood: Furniture Woods and Hardwoods (except Mahogany) . . . ,"2,09",209,5,5,1
as_1897,"Cocoa, Raw . . . . . Lbs.","3,4788",34788,4,10,0
as_1897,Manure - - - - - Tons,"1,7709",17709,6,10,0
as_1897,"Cork, Manufactured . . . . . Cts.","1,91",191,5,7,0
as_1898,"Methylic Alcohol, not purified so as to be potable - - - - -","4,51",451,3,5,0
as_1898,Yarmouth - - - - -,"17,03",1703,3,5,0
as_1898,„ Italy - - - - -,"34,25",3425,2,2,1
as_1898,„ Germany - - - - -,"4,75",475,4,4,1
as_1898,„ Spain - - - - -,"1,168,32",116832,10,10,1
as_1898,„ United States of America - - - - -,"222,40",22240,10,10,1
as_1898,„ Peru - - - - -,"72,36",7236,7,7,1
as_1898,„ Chile - - - - -,"122,19",12219,9,9,1
as_1898,„ Argentine Republic - - - - -,"5,75",575,5,5,1
as_1898,Total from Foreign Countries - - - - -,"1,734,22",173422,10,10,1
as_1898,Tunis - - - - -,"1,12",112,6,6,1
as_1898,From Germany,"29,29",2929,10,10,1
as_1898,From Holland,"48,93",4893,10,10,1
as_1898,From United States of America,"172,86",17286,10,10,1
as_1898,From Other Foreign Countries,"1,27",127,10,10,1
as_1898,Total from Foreign Countries,"343,55",34355,10,10,1
as_1898,Bengal,"22,24",2224,10,10,1
as_1898,From Canada,"50,26",5026,10,10,1
as_1898,Total from British Possessions,"34,22",3422,10,10,1
as_1898,TOTAL,"68,78",6878,10,10,1
as_1898,Northern Ports,"14,4",144,10,10,1
as_1898,Southern Ports,"21,7",217,10,10,1
as_1898,From Germany,"2,38",238,10,10,1
as_1898,From Portugal,"6,25",625,10,10,1
as_1898,""" Cyprus","6,32",632,10,10,1
as_1898,From Egypt,"16,52",1652,10,10,1
as_1898,From Morocco,"5,57",557,10,10,1
as_1898,From Other Foreign Countries,"2,68",268,10,10,1
as_1898,Total from Foreign Countries,"68,58",6858,10,10,1
as_1898,Total from British Possessions,"1,62",162,10,10,1
as_1898,TOTAL,"69,95",6995,10,10,1
as_1898,""" Holland - - - - -","1,56",156,9,9,1
as_1898,""" France - - - - -","11,26",1126,10,10,1
as_1898,Bombay - - - - -,"32,90",3290,10,10,1
as_1898,""" Belgium - - - - -","7,65",765,10,10,1
as_1898,From Germany - - - - -,"45,45",4545,10,10,1
as_1898,""" Holland - - - - -","104,57",10457,10,10,1
as_1898,""" Belgium - - - - -","329,35",32935,10,10,1
as_1898,""" France - - - - -","31,22",3122,10,10,1
as_1898,""" United States of America - - - - -","233,25",23325,10,10,1
as_1898,""" Other Foreign Countries - - - - -","7,05",705,9,9,1
as_1898,Total from Foreign Countries - - - - -,"795,73",79573,10,10,1
as_1898,Bombay - - - - -,"1,52",152,8,8,1
as_1898,Madras - - - - -,"29,62",2962,10,10,1
as_1898,Ceylon - - - - -,"1,27",127,4,4,1
as_1898,Canada - - - - -,"5,24",524,9,9,1
as_1898,Total from British Possessions - - - - -,"51,27",5127,10,10,1
as_1898,TOTAL - - - - -,"550,00",55000,10,10,1
as_1898,""" Holland - - - - -","181,27",18127,5,5,1
as_1898,""" Belgium - - - - -","197,62",19762,5,5,1
as_1898,""" France - - - - -","2,08",208,5,5,1
as_1898,""" Other Foreign Countries - - - - -","25,24",2524,5,5,1
as_1898,Total from Foreign Countries - - - - -,"1,42",142,1,1,1
as_1898,Total from British Possessions - - - - -,"410,29",41029,5,5,1
as_1898,TOTAL - - - - -,"410,29",41029,5,5,1
as_1898,From Germany,"1,36",136,2,5,0
as_1898,” Holland,"6,7",67,3,6,0
as_1898,From Holland - - - - -,"3,71",371,10,10,1
as_1898,„ Italy - - - - -,"12,72",1272,10,10,1
as_1898,Total from Foreign Countries - - - - -,"14,52",1452,10,10,1
as_1898,„ Greece - - - - -,"17,74",1774,10,10,1
as_1898,„ „ Asiatic - - - - -,"24,24",2424,10,10,1
as_1898,„ Norway - - - - -,"262,25",26225,10,10,1
as_1898,„ Denmark - - - - -,"92,26",9226,10,10,1
as_1898,„ Germany - - - - -,"5,34",534,10,10,1
as_1898,„ Holland - - - - -,"5,44",544,10,10,1
as_1898,„ Belgium - - - - -,"2,64",264,10,10,1
as_1898,„ France - - - - -,"19,22",1922,10,10,1
as_1898,„ Portugal - - - - -,"2,52",252,5,5,1
as_1898,„ Spain - - - - -,"1,54",154,9,9,1
as_1898,„ Italy - - - - -,"22,39",2239,10,10,1
as_1898,On the Atlantic - - - - -,"94,22",9422,10,10,1
as_1898,On the Pacific - - - - -,"415,73",41573,10,10,1
as_1898,Total from Foreign Countries - - - - -,"950,24",95024,10,10,1
as_1898,On the Atlantic - - - - -,"215,23",21523,10,10,1
as_1898,„ Newfoundland - - - - -,"120,25",12025,10,10,1
as_1898,„ Other British Possessions - - - - -,"1,42",142,4,4,1
as_1898,Total from British Possessions - - - - -,"920,69",92069,10,10,1
as_1898,TOTAL - - - - -,"1,973,15",197315,10,10,1
as_1898,From Russia - - - - -,"1,734,17",173417,10,10,1
as_1898,„ Germany - - - - -,"16,29",1629,8,8,1
as_1898,„ Holland - - - - -,"116,52",11652,10,10,1
as_1898,„ Belgium - - - - -,"791,44",79144,10,10,1
as_1898,„ France - - - - -,"7,63",763,5,5,1
as_1898,Total from Foreign Countries - - - - -,"2,657,24",265724,10,10,1
as_1898,From Channel Islands - - - - -,"8,76",876,10,10,1
as_1898,South Australia - - - - -,"1,57",157,5,5,1
as_1898,Victoria - - - - -,"1,03",103,9,9,1
as_1898,Tasmania - - - - -,"71,29",7129,10,10,1
as_1898,Canada - - - - -,"448,51",44851,10,10,1
as_1898,Other British Possessions - - - - -,"1,75",175,2,2,1
as_1898,Total from British Possessions - - - - -,"533,51",53351,10,10,1
as_1898,TOTAL - - - - -,"1,108,95",110895,10,10,1
as_1898,From Germany - - - - -,"17,25",1725,10,10,1
as_1898,Holland - - - - -,"20,54",2054,10,10,1
as_1898,Belgium - - - - -,"16,76",1676,10,10,1
as_1898,France - - - - -,"176,22",17622,10,10,1
as_1898,TOTAL - - - - -,"230,23",23023,10,10,1
as_1898,Belgium - - - - -,"24,25",2425,10,10,1
as_1898,France - - - - -,"16,12",1612,6,6,1
as_1898,Portugal - - - - -,"9,53",953,10,10,1
as_1898,Spain - - - - -,"375,13",37513,10,10,1
as_1898,Total from Foreign Countries - - - - -,"473,22",47322,10,10,1
as_1898,From Channel Islands - - - - -,"63,97",6397,10,10,1
as_1898,Total from British Possessions - - - - -,"70,29",7029,10,10,1
as_1898,TOTAL - - - - -,"549,51",54951,10,10,1
as_1898,From Germany - - - - -,"4,91",491,8,8,1
as_1898,Spain - - - - -,"50,44",5044,10,10,1
as_1898,Italy - - - - -,"373,13",37313,10,10,1
as_1898,Total from Foreign Countries - - - - -,"438,86",43886,10,10,1
as_1898,TOTAL - - - - -,"439,25",43925,10,10,1
as_1898,From Germany - - - - -,"1,55",155,3,3,1
as_1898,Holland - - - - -,"3,22",322,5,5,1
as_1898,Belgium - - - - -,"7,32",732,5,5,1
as_1898,France - - - - -,"134,24",13424,5,5,1
as_1898,Spain - - - - -,"149,40",14940,5,5,1
as_1898,Italy - - - - -,"29,93",2993,5,5,1
as_1898,"Turkey, European - - - - -","7,54",754,3,3,1
as_1898,"Turkey, Asiatic - - - - -","12,70",1270,5,5,1
as_1898,United States of America - - - - -,"6,71",671,5,5,1
as_1898,Chile - - - - -,"11,63",1163,3,3,1
as_1898,Brazil - - - - -,"77,35",7735,5,5,1
as_1898,Other Foreign Countries - - - - -,"2,99",299,5,5,1
as_1898,Total from Foreign Countries - - - - -,"496,53",49653,5,5,1
as_1898,From Germany,"17,36",1736,10,10,1
as_1898,""" Holland","71,56",7156,10,10,1
as_1898,""" Belgium","4,39",439,10,10,1
as_1898,""" France","118,79",11879,10,10,1
as_1898,""" Portugal","6,29",629,10,10,1
as_1898,""" Azores","68,67",6867,10,10,1
as_1898,""" Madeira","30,69",3069,10,10,1
as_1898,""" Spain","143,32",14332,10,10,1
as_1898,""" Italy","1,55",155,6,6,1
as_1898,""" United States of America","2,15",215,10,10,1
as_1898,From Channel Islands,"24,85",2485,10,10,1
as_1898,""" British West India Islands","1,12",112,10,10,1
as_1898,""" Other British Possessions","1,31",131,8,8,1
as_1898,""" Italy","1,24",124,7,7,1
as_1898,""" Turkey, Asiatic","131,57",13157,10,10,1
as_1898,""" Egypt","3,33",333,10,10,1
as_1898,""" Morocco","2,33",233,9,9,1
as_1898,""" Persia","2,25",225,10,10,1
as_1898,""" United States of America","54,18",5418,10,10,1
as_1898,""" Other Foreign Countries","5,65",565,2,2,1
as_1898,Total from Foreign Countries,"221,37",22137,10,10,1
as_1898,From Gibraltar,"10,81",1081,9,9,1
as_1898,Bombay,"9,45",945,10,10,1
as_1898,""" Canada","1,49",149,7,7,1
as_1898,Total from British Possessions,"22,28",2228,10,10,1
as_1898,TOTAL,"244,69",24469,10,10,1
as_1898,„ Natal - - - - -,"1,19",119,2,2,1
as_1898,„ British East Indies - - - - -,"10,19",1019,2,2,1
as_1898,West Australia - - - - -,"15,20",1520,5,5,1
as_1898,South Australia - - - - -,"70,5",705,3,3,1
as_1898,Victoria - - - - -,"9,22",922,4,4,1
as_1898,New South Wales - - - - -,"165,18",16518,5,5,1
as_1898,Other British Possessions - - - - -,"2,52",252,1,1,1
as_1898,Total from British Possessions - - - - -,"27,52",2752,6,6,1
as_1898,TOTAL - - - - -,"27,52",2752,8,8,1
as_1898,From Germany - - - - -,"2,22",222,8,8,1
as_1898,„ France - - - - -,"31,73",3173,10,10,1
as_1898,„ Austrian Territories - - - - -,"11,22",1122,10,10,1
as_1898,„ „ Asiatic - - - - -,"4,87",487,10,10,1
as_1898,„ Egypt - - - - -,"12,22",1222,10,10,1
as_1898,„ Persia - - - - -,"12,12",1212,10,10,1
as_1898,„ Other Foreign Countries - - - - -,"2,55",255,6,6,1
as_1898,Total from Foreign Countries - - - - -,"5,72",572,10,10,1
as_1898,Niger Protectorate - - - - -,"1,52",152,7,7,1
as_1898,„ Aden and Dependencies - - - - -,"9,23",923,10,10,1
as_1898,Bombay - - - - -,"22,73",2273,10,10,1
as_1898,Madras - - - - -,"1,57",157,1,1,1
as_1898,South Australia - - - - -,"2,11",211,6,6,1
as_1898,Total from British Possessions - - - - -,"31,62",3162,10,10,1
as_1898,TOTAL - - - - -,"129,15",12915,10,10,1
as_1898,Other British Possessions - - - - -,"1,73",173,2,2,1
as_1898,Total from British Possessions - - - - -,"21,27",2127,10,10,1
as_1898,TOTAL - - - - -,"213,52",21352,10,10,1
as_1898,Northern Ports - - - - -,"36,32",3632,5,5,1
as_1898,Holland - - - - -,"1,61",161,5,5,1
as_1898,Belgium - - - - -,"1,92",192,5,5,1
as_1898,France - - - - -,"1,22",122,5,5,1
as_1898,China - - - - -,"6,26",626,5,5,1
as_1898,United States of America - - - - -,"6,32",632,5,5,1
as_1898,Uruguay - - - - -,"1,27",127,2,2,1
as_1898,Total from Foreign Countries - - - - -,"23,58",2358,5,5,1
as_1898,Total from British Possessions - - - - -,"1,35",135,5,5,1
as_1898,TOTAL - - - - -,"24,93",2493,5,5,1
as_1898,From Germany - - - - -,"7,86",786,5,5,1
as_1898,Belgium - - - - -,"5,23",523,4,4,1
as_1898,Other Foreign Countries - - - - -,"1,93",193,2,2,1
as_1898,Total from Foreign Countries - - - - -,"13,75",1375,5,5,1
as_1898,TOTAL - - - - -,"13,75",1375,5,5,1
as_1898,„ Uruguay - - - - -,"2,24",224,2,2,1
as_1898,„ Argentine Republic - - - - -,"4,12",412,7,7,1
as_1898,„ Other Foreign Countries - - - - -,"5,76",576,5,5,1
as_1898,Total from Foreign Countries - - -,"379,23",37923,10,10,1
as_1898,Sierra Leone - - - - -,"1,22",122,9,9,1
as_1898,„ Cape of Good Hope - - - - -,"432,52",43252,10,10,1
as_1898,„ Natal - - - - -,"202,92",20292,10,10,1
as_1898,„ Aden and Dependencies - - - - -,"1,51",151,7,7,1
as_1898,Bombay - - - - -,"33,55",3355,10,10,1
as_1898,Madras - - - - -,"14,22",1422,10,10,1
as_1898,Bengal - - - - -,"245,73",24573,10,10,1
as_1898,Burmah - - - - -,"25,05",2505,10,10,1
as_1898,Straits Settlements - - - - -,"94,11",9411,10,10,1
as_1898,New South Wales - - - - -,"24,77",2477,10,10,1
as_1898,„ British West India Islands - - - - -,"1,19",119,4,4,1
as_1898,Total from British Possessions - - -,"1,024,32",102432,10,10,1
as_1898,TOTAL - - - - -,"1,451,26",145126,10,10,1
as_1898,Total from Foreign Countries,"37,63",3763,10,10,1
as_1898,TOTAL,"37,63",3763,10,10,1
as_1898,From Germany,"13,63",1363,2,2,1
as_1898,Holland,"12,79",1279,2,2,1
as_1898,Belgium,"13,25",1325,2,2,1
as_1898,France,"27,31",2731,2,2,1
as_1898,United States of America,"543,65",54365,2,2,1
as_1898,Other Foreign Countries,"1,23",123,2,2,1
as_1898,Total from Foreign Countries,"611,23",61123,2,2,1
as_1898,Total from British Possessions,"1,49",149,2,2,1
as_1898,TOTAL,"612,64",61264,2,2,1
as_1898,From Russia,"2,73",273,2,2,1
as_1898,Sweden,"47,63",4763,2,2,1
as_1898,Denmark,"27,39",2739,2,2,1
as_1898,Germany,"213,23",21323,2,2,1
as_1898,Holland,"82,41",8241,2,2,1
as_1898,Belgium,"120,23",12023,2,2,1
as_1898,France,"191,22",19122,2,2,1
as_1898,United States of America,"2,017,26",201726,2,2,1
as_1898,Other Foreign Countries,"6,06",606,2,2,1
as_1898,Total from Foreign Countries,"2,708,63",270863,2,2,1
as_1898,From Canada,"34,27",3427,2,2,1
as_1898,Other British Possessions,"2,59",259,2,2,1
as_1898,Total from British Possessions,"37,23",3723,2,2,1
as_1898,TOTAL,"2,745,55",274555,2,2,1
as_1898,From Russia,"3,20",320,10,10,1
as_1898,Sweden,"180,09",18009,10,10,1
as_1898,Norway,"62,30",6230,10,10,1
as_1898,Denmark,"4,31",431,10,10,1
as_1898,Germany,"482,04",48204,10,10,1
as_1898,Holland,"896,25",89625,10,10,1
as_1898,Belgium,"593,61",59361,10,10,1
as_1898,France,"60,09",6009,10,10,1
as_1898,Italy,"3,31",331,9,9,1
as_1898,United States of America,"632,62",63262,10,10,1
as_1898,Other Foreign Countries,"1,58",158,10,10,1
as_1898,Total from Foreign Countries,"2,950,63",295063,10,10,1
as_1898,Canada,"47,14",4714,10,10,1
as_1898,Total from British Possessions,"48,44",4844,10,10,1
as_1898,TOTAL,"2,999,06",299906,10,10,1
as_1898,Portuguese Possessions - - - - -,"1,32",132,5,5,1
as_1898,German Possessions - - - - -,"4,25",425,3,3,1
as_1898,Liberia * - - - - -,"2,24",224,2,2,1
as_1898,„ Philippine and Ladrone Islands - - - - -,"15,62",1562,9,9,1
as_1898,„ China - - - - -,"1,17",117,2,2,1
as_1898,„ Islands in the Pacific - - - - -,"17,73",1773,10,10,1
as_1898,„ United States of America - - - - -,"2,36",236,5,5,1
as_1898,„ Other Foreign Countries - - - - -,"1,42",142,4,4,1
as_1898,Total from Foreign Countries - - - - -,"73,53",7353,10,10,1
as_1898,Gambia - - - - -,"12,23",1223,5,5,1
as_1898,Sierra Leone - - - - -,"47,25",4725,10,10,1
as_1898,The Gold Coast - - - - -,"3,43",343,7,7,1
as_1898,Lagos - - - - -,"172,23",17223,10,10,1
as_1898,Niger Protectorate - - - - -,"72,52",7252,10,10,1
as_1898,Bombay - - - - -,"3,33",333,4,4,1
as_1898,Madras - - - - -,"37,65",3765,8,8,1
as_1898,Straits Settlements - - - - -,"14,73",1473,8,8,1
as_1898,Ceylon - - - - -,"57,65",5765,7,7,1
as_1898,New South Wales - - - - -,"99,15",9915,10,10,1
as_1898,Queensland - - - - -,"2,45",245,2,2,1
as_1898,New Zealand - - - - -,"3,89",389,8,8,1
as_1898,„ Other British Possessions - - - - -,"1,20",120,1,1,1
as_1898,Total from British Possessions - - - - -,"623,47",62347,10,10,1
as_1898,TOTAL - - - - -,"694,93",69493,10,10,1
as_1898,""" France . . . . .","1,25",125,6,6,1
as_1898,Total from Foreign Countries . . . . .,"9,2,614",92614,1,5,0
as_1898,„ Germany . . . . .,"37,23",3723,8,8,1
as_1898,„ Holland . . . . .,"63,96",6396,8,8,1
as_1898,„ Belgium . . . . .,"83,58",8358,8,8,1
as_1898,„ France . . . . .,"51,24",5124,8,8,1
as_1898,„ Japan . . . . .,"13,68",1368,8,8,1
as_1898,„ United States of America . . . . .,"31,93",3193,8,8,1
as_1898,„ Other Foreign Countries . . . . .,"1,04",104,1,1,1
as_1898,Total from Foreign Countries . . . . .,"299,20",29920,8,8,1
as_1898,Total from British Possessions . . . . .,"1,95",195,3,3,1
as_1898,TOTAL . . . . .,"301,27",30127,8,8,1
as_1898,„ Sweden . . . . .,"5,06",506,10,10,1
as_1898,„ Germany . . . . .,"55,06",5506,10,10,1
as_1898,„ Holland . . . . .,"463,00",46300,10,10,1
as_1898,„ Belgium . . . . .,"6,03",603,10,10,1
as_1898,„ Austrian Territories . . . . .,"10,18",1018,10,10,1
as_1898,„ United States of America . . . . .,"55,53",5553,9,9,1
as_1898,Total from Foreign Countries . . . . .,"602,23",60223,10,10,1
as_1898,TOTAL . . . . .,"602,32",60232,10,10,1
as_1898,„ Norway - - - - -,"2,72",272,5,5,1
as_1898,„ Denmark - - - - -,"4,72",472,5,5,1
as_1898,„ Germany - - - - -,"17,22",1722,5,5,1
as_1898,„ Holland - - - - -,"41,77",4177,5,5,1
as_1898,„ Belgium - - - - -,"127,22",12722,5,5,1
as_1898,„ France - - - - -,"217,72",21772,5,5,1
as_1898,„ United States of America - - - - -,"33,92",3392,5,5,1
as_1898,Total from Foreign Countries - - - - -,"615,71",61571,5,5,1
as_1898,From Australasia - - - - -,"8,72",872,4,4,1
as_1898,„ Canada - - - - -,"12,52",1252,3,3,1
as_1898,Total from British Possessions - - - - -,"21,72",2172,5,5,1
