flow,volume,year,group,article,nseg,rows,extra_value,canada,primary,closed,why
reexport,as_1897,1897,BUTTER,MARGARINE (including all kinds of Artificial or Imitation Butter),3,43,26911,607,0,1,"refs disagree: as_1892=BUTTONS AND STUDS, n/+CANDLES OF ALL SORTS/ || only a weak answer (block article absent from the reference): as_1892 || as_1896: gap has 2 headings for 2 segments: COFFEE/None | COLLODION/None || as_1888: gap has 2 headings for 2 segments: BUTTONS and STUDS, not of Metal/None | CARDS, PLAYING/None || as_1884: block group absent from reference || as_1880: gap has 2 headings for 2 segments: BUTTONS AND STUDS, not of Metal/None | CANDLES/None || as_1876: gap has 2 headings for 2 segments: BUTTONS AND STUDS, not of Metal/None | CANDLES/None"
reexport,as_1897,1897,COPPER,Part wrought,2,18,12114,0,0,0,"as_1896: gap has 2 headings for 1 segments: COPPER/Manufactures, unenumerated | CORDAGE, TWINE, AND CABLE-YARN/None || as_1892: gap has 2 headings for 1 segments: COPPER/Manufactures, unenumerated | CORDAGE, TWINE, AND CABLE YARN/None || as_1888: gap has 2 headings for 1 segments: COPPER/Manufactures, unenumerated, in-   cluding Copper Coin | CORDAGE, TWINE, and CABLE YARN/None || as_1884: gap has 2 headings for 1 segments: COPPER/Manufactures, Unenumerated | CORDAGE, TWINE, AND CABLE YARN/None || as_1880: gap has 3 headings for 1 segments: COPPER/Manufactures, Unenumerated | CORDAGE, TWINE, AND CABLE YARN/None | CONK/None || as_1876: gap has 2 headings for 1 segments: COPPER/Manufactures, Unenumerated | CORDAGE, TWINE, AND CABLE YARN/None"
reexport,as_1897,1897,"CORN; Grain, Meal, and Flour",Barley,2,21,6606,0,0,1,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1897,1897,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Sumach,9,88,287375,13821,0,0,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: gap has 0 headings for 8 segments:  || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1897,1897,GLASS,"Manufactures, unenumerated",4,54,38226,458,0,0,"as_1896: gap has 2 headings for 3 segments: GOLD/None | GUM/None || as_1892: gap has 2 headings for 3 segments: GOLD/None | GUM/None || as_1888: gap has 2 headings for 3 segments: GOLD/None | GUM/None || as_1884: gap has 2 headings for 3 segments: GOLD, viz./None | GUM/None || as_1880: gap has 2 headings for 3 segments: GOLD, LEAVES OF/None | GUM/None || as_1876: gap has 2 headings for 3 segments: GOLD, LEAVES OF/None | GUM/None"
reexport,as_1897,1897,Horse,,5,70,206818,0,0,0,"as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: gap has 8 headings for 4 segments: Horse/Unenumerated | Horse/Manufactures, other than Goats' Hair | Horse/Manufactures of Goats' Hair or Wool | HATS OR BONNETS/None | HEMP/None | HIDES/None | Horns/None | Horns AND HOOPS/None || as_1876: block group absent from reference"
reexport,as_1897,1897,"HAIR: Cow, Ox, Bull, or Elk",Dressed or Undressed,8,107,1705335,16150,0,0,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1897,1897,IRON: Ore of (including Chrome),"Bar, Angle, Bolt, and Rod",5,63,88664,231,0,1,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1897,1897,IRON,"Manufactures of Iron or Steel, Unenumerated",3,73,183529,0,0,1,"refs disagree: as_1884=GLASS/+IVORY/ || only a weak answer (block article absent from the reference): as_1884 || as_1896: gap has 3 headings for 2 segments: IRINGLASS/None | IVORY/None | JUICE OF LIMES, LEMONS, &c./None || as_1892: gap has 4 headings for 2 segments: IRON/Manufactures of, Unenumerated | IRON/Manufactures of. Unenumerated | ISINGLASS/None | IVORY/None || as_1888: gap has 3 headings for 2 segments: ISINGLASS/None | IVORY/None | JUICE OF LIMES AND LEMONS/None || as_1880: gap has 2 headings for 2 segments: ISINGLASS/None | JUICE OF LIMES AND LEMONS/None || as_1876: block group absent from reference"
reexport,as_1897,1897,JUTE,"Manufactures of, including Piece Goods, Sacks, and Bags",3,65,479023,23234,0,1,as_1896: gap has 0 headings for 2 segments:  || as_1892: gap has 0 headings for 2 segments:  || as_1888: gap has 0 headings for 2 segments:  || as_1884: gap has 0 headings for 2 segments:  || as_1880: gap has 0 headings for 2 segments:  || as_1876: block group absent from reference
reexport,as_1897,1897,LINEN,Bones for Manure (whether burnt or not),2,13,8679,0,0,0,"refs disagree: as_1884=LIQUORICE/ || only a weak answer (block article absent from the reference): as_1884 || as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: gap has 3 headings for 1 segments: LIQUORICE/None | MALT/None | MANGANESE, ORE OF/None || as_1880: gap has 3 headings for 1 segments: LIQUORICE/None | MADDER/None | MANGANESE ORE/None || as_1876: block group absent from reference"
reexport,as_1897,1897,MANURES,,2,11,3151,0,0,1,as_1896: gap has 0 headings for 1 segments:  || as_1892: gap has 0 headings for 1 segments:  || as_1888: gap has 0 headings for 1 segments:  || as_1884: gap has 0 headings for 1 segments:  || as_1880: gap has 3 headings for 1 segments: MAPS and CHARTS/None | MEAT/None | METAL/None || as_1876: gap has 3 headings for 1 segments: MAPS AND CHARTS/None | MEAT/None | METAL/None
reexport,as_1897,1897,"METAL: Leaf, not Gold","Unenumerated, Unwrought",4,71,553323,873,0,0,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1897,1897,MUSICAL INSTRUMENTS,,8,102,585838,4590,0,1,"as_1896: gap has 4 headings for 7 segments: MUTTON, Fresh/None | NUTS AND KERNELS/None | Fish/None | OIL/None || as_1892: gap has 4 headings for 7 segments: MUTTON, Fresh/None | NITRE, CUBIC/None | NUTS AND KERNELS/None | Fish/None || as_1888: gap has 9 headings for 7 segments: MUTTON, Fresh/None | NAPHTHA, wood not potable/None | NITRE, Cubic (Nitrate of Soda)/None | NUTS AND KERNELS/None | Fish/None | OIL-SEED CAKE/None | ONIONS, Raw/None | ORE, Unenumerated/None | PAINTERS' COLOURS AND PIGMENTS, Unenumerated/None || as_1884: gap has 9 headings for 7 segments: MUTTON, Fresh/None | NAPHTHA, wood not potable/None | NITRE, Cubic/None | NUTS AND KERNELS/None | OIL, FISH/None | OIL-SEED CAKE/None | UNIONS/None | ORE, Unenumerated/None | PAINTERS' COLOURS AND PIGMENTS, Unenumerated/None || as_1880: gap has 5 headings for 7 segments: MYRABOLANS/None | NAPHTHA (Crude)/None | NITRE, Cubic/None | NUTS AND KERNELS/None | OIL/None || as_1876: gap has 5 headings for 7 segments: MYRABOLAMS/None | NAPHTHA (Crude)/None | NITRIC, Cubic/None | NUTS AND KERNELS/None | OIL/None"
reexport,as_1897,1897,OIL,Unenumerated,7,81,256456,8159,0,1,"as_1896: gap has 4 headings for 6 segments: OIL-SEED CAKE/None | OLEO-MARGARINE/None | ONIONS, Raw/None | ORE, Unenumerated/None || as_1892: gap has 4 headings for 6 segments: OIL-SEED CAKE/None | OLEO-MARGARINE/None | ONIONS, Raw/None | ORE, Unenumerated/None || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: gap has 4 headings for 6 segments: OIL SEED CAKE/None | ONIONS/None | OPTUM/None | PAINTERS' COLOURS AND PIGMENTS, Unenumerated/None || as_1876: gap has 3 headings for 6 segments: OIL SEED CAKE/None | ONIONS/None | PAINTERS' COLOURS AND PIGMENTS, Unenumerated/None"
reexport,as_1897,1897,PAPER,Unprinted,3,47,26276,296,0,0,"as_1896: gap has 3 headings for 2 segments: PAPER/Printed or Coated | PAPER/Strawboard and Millboard | PAPER/Woodpulp, boards || as_1892: gap has 0 headings for 2 segments:  || as_1888: gap has 0 headings for 2 segments:  || as_1884: gap has 0 headings for 2 segments:  || as_1880: gap has 0 headings for 2 segments:  || as_1876: gap has 0 headings for 2 segments: "
reexport,as_1897,1897,PARAFFINE,,9,105,238955,1019,0,1,"as_1896: gap has 1 headings for 8 segments: PARAFFINE/PERFUMERY, and Articles used in the manufacture thereof || as_1892: gap has 0 headings for 8 segments:  || as_1888: gap has 0 headings for 8 segments:  || as_1884: gap has 0 headings for 8 segments:  || as_1880: gap has 0 headings for 8 segments:  || as_1876: gap has 0 headings for 8 segments: "
reexport,as_1897,1897,PARAFFINE,Wrought or Unwrought,2,16,32668,0,0,0,"refs disagree: as_1896=PETROLEUM/ vs as_1892=PERFUMERY, and Artic/ vs as_1888=PERFUMERY, and Artic/ vs as_1884=PERFUMERY/ vs as_1880=PERFUMERY/ vs as_1876=PERFUMERY/"
reexport,as_1897,1897,"SAUCES or CONDIMENTS, Unenumerated",,3,39,60039,0,0,1,as_1896: gap has 0 headings for 2 segments:  || as_1892: gap has 0 headings for 2 segments:  || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1897,1897,"SAUCES or CONDIMENTS, Unenumerated",Rape,4,42,351900,54,0,1,refs disagree: as_1892=SEEDS/+Cotton/+SILK/ || only a weak answer (block article absent from the reference): as_1892 || as_1896: gap has 4 headings for 3 segments: SEEDS/None | Cotton/None | SHELLS of all Kinds/None | SILK/None || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1897,1897,SILK,"Manufactures:—Broadstuffs, Silk and Satin",3,72,286539,54506,0,1,"as_1896: gap has 0 headings for 2 segments:  || as_1892: gap has 0 headings for 2 segments:  || as_1888: gap has 0 headings for 2 segments:  || as_1884: gap has 1 headings for 2 segments: SILK/Velvet, Plain or Figured || as_1880: gap has 0 headings for 2 segments:  || as_1876: gap has 0 headings for 2 segments: "
reexport,as_1897,1897,SILK,"Manufactures of Silk, or of Silk mixed with other Materials, unenumerated",7,86,2586533,18771,0,1,as_1896: gap has 0 headings for 6 segments:  || as_1892: gap has 0 headings for 6 segments:  || as_1888: gap has 0 headings for 6 segments:  || as_1884: gap has 0 headings for 6 segments:  || as_1880: gap has 0 headings for 6 segments:  || as_1876: gap has 0 headings for 6 segments: 
reexport,as_1897,1897,SILK,Cinnamon,3,60,325613,9859,0,1,as_1896: gap has 0 headings for 2 segments:  || as_1892: gap has 0 headings for 2 segments:  || as_1888: gap has 0 headings for 2 segments:  || as_1884: gap has 0 headings for 2 segments:  || as_1880: gap has 0 headings for 2 segments:  || as_1876: gap has 0 headings for 2 segments: 
reexport,as_1897,1897,SPONGE,,8,132,965962,14241,0,1,"as_1896: gap has 4 headings for 7 segments: STATIONERY, other than Paper/None | STONES, Marble and Slate, Rough Hewn, or Manufactured (other than Works of Art)/None | STRAW-PLATTING for making Hats or Bonnets/None | SUGAR, Unrefined/None || as_1892: gap has 3 headings for 7 segments: STATIONERY, other than Paper/None | STRAW-PLATTING for making Hats or Bonnets/None | SUCCADES/None || as_1888: gap has 7 headings for 7 segments: STATIONERY, other than Paper/None | STONES. Marble and Slate, Rough Hewn, or Manufactured (other than Works of Art)/None | STRAW for Agricultural Purposes/None | STRAW PLATTING for making Hats or Bonnets/None | SUCCADES (including all Fruits and Vegetables preserved in Sugar)/None | SUGAR. Refined, or rendered by any process equal thereto, in Lumps and Leaves/None | TIN/None || as_1884: gap has 4 headings for 7 segments: STATIONERY, other than Paper/None | STONES, Marble and Slate, Rough, Hewn, or Manufactured/None | SUGAR, (including Fruits and Vegetables preserved in Sugar)/None | SUGAR, Refined, in Lumps and Loaves/None || as_1880: block group absent from reference || as_1876: block group absent from reference"
reexport,as_1897,1897,WOOD and TIMBER,Unenumerated,4,70,274369,17576,0,0,"as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: gap has 7 headings for 3 segments: FURNITURE and HARDWOODS/Unenumerated | FURNITURE and HARDWOODS/House Frames, Fittings, Joiners'   and Cabinet Work | WOOL/None | WOOLLEN YARN/None | WOOLLEN MANUFACTURES/None | YEAST/None | ZINC, Ore of/None || as_1884: gap has 5 headings for 3 segments: FURNITURE AND HARDWOODS/Unenumerated | FURNITURE AND HARDWOODS/House Frames, Fittings, and   Joiners' Work | WOOL/None | WOOLLEN YARN/None | WOOLLEN MANUFACTURES/None || as_1880: gap has 4 headings for 3 segments: FURNITURE AND HARDWOODS/Unenumerated | FURNITURE AND HARDWOODS/House Frames Fittings, and Joiners' Work | WOOL/None | WOOLLEN MANUFACTURES/None || as_1876: gap has 5 headings for 3 segments: FURNITURE AND HARDWOODS/Unenumerated | WOOL/None | WOOLLEN YARN/None | WOOLLEN MANUFACTURES/None | YEAST, DRIED/None"
reexport,as_1897,1897,CHICORY,"Roasted and Ground, Mixed",7,125,2307496,14480,0,1,"as_1896: gap has 11 headings for 6 segments: CHICORY/Roasted or Ground, in Bond | CHICORY AND COFFEE, Roasted and Ground/None | CHINA or PORCELAIN and EARTHEN-WARE/None | CHLORAL HYDRATE/None | CHLOROFORM/None | CIDER AND PERRY/None | CLOCKS, and Parts thereof/None | COALS, CULM, AND CINDERS/None | COCOA/None | Butter/None | COFFEE/None || as_1892: gap has 8 headings for 6 segments: CHICORY/Roasted or Ground, in Bond | CHINA or PORCELAIN or EARTHENWARE/None | CHLORAL HYDRATE/None | CHLOROFORM/None | CLOCKS and Parts thereof/None | COALS, CULM, AND CINDERS/None | COCOA/None | COFFEE/None || as_1888: gap has 8 headings for 6 segments: CHICORY/Roasted or Ground, in Bond | CHICORY/CHINA or PORCELAIN and EARTHEN- WARE | CHLORAL HYDRATE/None | CHLOROFORM/None | CLOCKS, and Parts thereof/None | COALS, CULM, AND CINDERS/None | COCOA/None | COFFEE/None || as_1884: gap has 7 headings for 6 segments: CHICORY/Roasted or Ground in Bond | CHINA OR PORCELAIN AND EARTHENWARE/None | CHLORAL HYDRATE/None | CHLOROFORM/None | CLOCKS/None | COCOA/None | COFFEE/None || as_1880: gap has 8 headings for 6 segments: CHICORY/Roasted or Ground in Bond | CHINA OR PORCELAIN WARE/None | CHLORAL HYDRATE/None | CHLOROFORM/None | CLOCKS/None | COCHINEAL (including Granilla and Dust)/None | COCOA/None | COFFEE/None || as_1876: gap has 8 headings for 6 segments: CHICORY/Roasted or Ground in Bond | CHINA OR PORCELAIN WARE/None | CHLORAL HYDRATE/None | CHLOROFORM/None | CLOCKS/None | COCHINEAL (including Granilla and Dust)/None | Cocoa/None | COFFEE/None"
reexport,as_1897,1897,FRUIT,Currants,4,70,44643,54,0,1,"as_1896: gap has 8 headings for 3 segments: FRUIT/Figs and Fig Cake | FRUIT/Grapes, Raw | FRUIT/Lemons | FRUIT/Nuts, used as Fruit | FRUIT/Oranges | FRUIT/Pears, Raw | FRUIT/Plums (French) and Prunelloes | FRUIT/Plums, Dried or Preserved || as_1892: gap has 7 headings for 3 segments: Fruit/Figs and Fig Cake | Fruit/Grapes, Raw | Fruit/Nuts, used as Fruit | Fruit/Oranges and Lemons | Fruit/Pears, Raw | Fruit/Plums, French and Pruneloes | Fruit/Plums, Dried or Preserved || as_1888: gap has 5 headings for 3 segments: FRUIT/Figs and Fig Cake | FRUIT/Nuts, used as Fruit | FRUIT/Oranges and Lemons | FRUIT/Plums (French) and Prunelloces | FRUIT/Plums, Dried or Preserved || as_1884: gap has 5 headings for 3 segments: Fruit/Figs and Fig Cake | Fruit/Nuts, used as Fruit | Fruit/Oranges and Lemons | Fruit/Plums (French) and Pruneloes | Fruit/Plums, Dried or Preserved || as_1880: gap has 5 headings for 3 segments: FRUIT/Figs and Fig Cake | FRUIT/Nuts, principally used as Fruit | FRUIT/Oranges and Lemons | FRUIT/Plums (French) and Pruneloes | FRUIT/Plums, Dried or Preserved || as_1876: gap has 5 headings for 3 segments: FRUIT/Figs and Fig Cake | FRUIT/Nuts, principally used as Fruit | FRUIT/Oranges and Lemons | FRUIT/Plums (French) and Prunelles | FRUIT/Plums, Dried or Preserved"
reexport,as_1897,1897,SPIRITS,Rum,2,66,37666,640,0,1,"as_1896: block group absent from reference || as_1892: gap has 7 headings for 1 segments: SPONGE/None | STATIONERY, other than Paper/None | STRAW-PLATTING for making Hats or Bonnets/None | SUCCADES/None | SUGAR/None | TALLOW and STEARINE/None | TAR/None || as_1888: gap has 9 headings for 1 segments: SPONGE/None | STATIONERY, other than Paper/None | STONES. Marble and Slate, Rough Hewn, or Manufactured (other than Works of Art)/None | STRAW for Agricultural Purposes/None | STRAW PLATTING for making Hats or Bonnets/None | SUCCADES (including all Fruits and Vegetables preserved in Sugar)/None | SUGAR. Refined, or rendered by any process equal thereto, in Lumps and Leaves/None | TIN/None | TAR/None || as_1884: block group absent from reference || as_1880: gap has 10 headings for 1 segments: SPIRITS/Other Sorts, not Sweetened | SPIRITS/Various Sorts, mixed in Bond | SPIRITS/Rum Shrub | SPIRITS/Perfumed, and Cologne Water | SPIRITS/Perfumed, in Bond | Sweetened or Mixed, Unenumerated/None | STONES, Marble and Slate, Rough, Hewn, or Manufactured/None | SUGAR/None | TALLOW AND STEARINE/None | TAR/None || as_1876: gap has 9 headings for 1 segments: Spirits/Perfumed, and Cologne Water | Spirits/Perfumed, in Bond | Spirits/Spirits, Sweetened or Mixed, Unenumerated | STATIONERY, other than Paper/None | STONES, Marble and Slate, Rough, Hewn, or Manufactured/None | SUGAR (including Fruits and Vegetables pre- served in Sugar)/None | SUGAR/None | TALLOW AND STEARINE/None | TAR/None"
reexport,as_1897,1897,"SPIRITS, Unenumerated",Perfumed in Bond,2,66,460394,71036,0,1,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1897,1897,TOTAL,,2,65,34718,0,0,1,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1897,1897,TOBACCO,Negrohead,8,161,278238,4234,0,1,"as_1896: gap has 9 headings for 7 segments: TOBACCO/Manufactured, Snuff | TOBACCO/Manufactured, other Sorts | Toys/None | VARNISH/None | VEGETABLES, Raw, Unenumerated/None | WATCHES, and Parts thereof/None | WAX/None | WHALEBONE (Whalefins)/None | WINE, Red/None || as_1892: gap has 11 headings for 7 segments: TOBACCO/Manufactured, Snuff | TOBACCO/Manufactured, other Sorts | TOBACCO/Cavendish, manufactured, in Bond | Toys/None | VARNISH/None | VEGETABLES, Raw, Unenumerated/None | VINEGAR/None | WATCHES, and Parts thereof/None | WAX/None | WHALEBONE (Whalefins)/None | WINE, Red/None || as_1888: gap has 19 headings for 7 segments: TOBACCO/Manufactured, Snuff | TOBACCO/Manufactured, other Sorts | TOBACCO/Cavendish, manufactured, in Bond | Toys/None | VARNISH/None | VEGETABLES, Raw, Unenumerated/None | VINEGAR/None | WATCHES, and Parts thereof/None | WAX/None | WHALEBONE (Whalefins)/None | WINE/None | WOOD AND TIMBER/None | FURNITURE and HARDWOODS/None | WOOL/None | WOOLLEN YARN/None | WOOLLEN MANUFACTURES/None | YEAST/None | ZINC, Ore of/None | ZINC/None || as_1884: gap has 15 headings for 7 segments: TOBACCO/Manufactured, Snuff | TOBACCO/Manufactured, Other Sorts | TOBACCO/Cavendish, Manufactured in Bond | Toys/None | VARNISH/None | VINEGAR/None | WATCHES/None | WINE/None | WHALEFINS/None | WINE/None | WOOD AND TIMBER/None | FURNITURE AND HARDWOODS/None | WOOL/None | WOOLLEN YARN/None | WOOLLEN MANUFACTURES/None || as_1880: gap has 13 headings for 7 segments: TOBACCO/Snuff | TOBACCO/Other Sorts | TOBACCO/Manufactured, in Bond | TOYS/None | VARNISH/None | VINEGAR/None | WATCHES/None | WINE/None | WOOD AND TIMBER/None | FURNITURE AND HARDWOODS/None | WOOL/None | WOOLLEN MANUFACTURES/None | ZINC/None || as_1876: gap has 18 headings for 7 segments: TOBACCO/Manufactured, Cavendish or Negrohead : Snuff | TOBACCO/Other Sorts | TOBACCO/Manufactured, in Bond | Toys/None | VARNISH/None | VEGETABLES, Unenumerated/None | WATCHES/None | WAX/None | WHALEFINS/None | WINE/None | WOOD AND TIMBER/None | FURNITURE AND HARDWOODS/None | WOOL/None | WOOLLEN YARN/None | WOOLLEN MANUFACTURES/None | YEAST, DRIED/None | ZINC/None | GOODS, UNENUMERATED/None"
reexport,as_1897,1897,"WINE, White","White, in Bottles, Sparkling Saumur",6,127,266989,2915,0,1,"as_1896: gap has 11 headings for 5 segments: WINE, White/in Bottles, Sparkling Burgundy | WINE, White/in Bottles, Sparkling Hock | WINE, White/in Bottles, Sparkling Moselle | WINE, White/in Bottles, Sparkling, other Sorts | WINE, White/Total in Bottles, Sparkling | WINE, White/Total in Bottles, Still and Sparkling | WINE, White/Total of, in Casks and Bottles | WINE, White/Red and White, in Casks, Mixed in Bond | WINE, White/Total of Wine in Casks | WINE, White/Total of Wine in Bottles, Still and Sparkling | WINE, White/Total of Wine of all kinds in Casks and Bottles || as_1892: gap has 9 headings for 5 segments: WINE, White/in Bottles, Sparkling Burgundy | WINE, White/in Bottles, Sparkling Hock | WINE, White/in Bottles, Sparkling Moselle | WINE, White/in Bottles, Sparkling, other Sorts | WINE, White/Total in Bottles, Sparkling | WINE, White/Total in Bottles, Still and Sparkling | WINE, White/Total of, in Casks and Bottles | WINE, White/Red and White, in Casks, Mixed, in Bond | WINE, White/Total of Wine in Casks || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference"
reexport,as_1898,1894,"ARMS: Swords, Cutlasses, Matchets, and Bayonets","Muskets, Rifles, Carbines, Fowling-pieces, or Guns of any other sort unenumerated, and parts thereof, and Pistols",3,36,52018,871,0,1,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1898,1894,"BEEF, SALTED",Fresh,3,21,12175,0,0,0,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1898,1894,BUTTER,MARGARINE (including all kinds of Artificial or Imitation Butter),3,45,30265,383,0,1,"refs disagree: as_1892=BUTTONS AND STUDS, n/+CANDLES OF ALL SORTS/ || only a weak answer (block article absent from the reference): as_1892 || as_1896: gap has 2 headings for 2 segments: COFFEE/None | COLLODION/None || as_1888: gap has 2 headings for 2 segments: BUTTONS and STUDS, not of Metal/None | CARDS, PLAYING/None || as_1884: block group absent from reference || as_1880: gap has 2 headings for 2 segments: BUTTONS AND STUDS, not of Metal/None | CANDLES/None || as_1876: gap has 2 headings for 2 segments: BUTTONS AND STUDS, not of Metal/None | CANDLES/None"
reexport,as_1898,1894,COPPER,Part wrought,2,23,7415,0,0,0,"as_1896: gap has 2 headings for 1 segments: COPPER/Manufactures, unenumerated | CORDAGE, TWINE, AND CABLE-YARN/None || as_1892: gap has 2 headings for 1 segments: COPPER/Manufactures, unenumerated | CORDAGE, TWINE, AND CABLE YARN/None || as_1888: gap has 2 headings for 1 segments: COPPER/Manufactures, unenumerated, in-   cluding Copper Coin | CORDAGE, TWINE, and CABLE YARN/None || as_1884: gap has 2 headings for 1 segments: COPPER/Manufactures, Unenumerated | CORDAGE, TWINE, AND CABLE YARN/None || as_1880: gap has 3 headings for 1 segments: COPPER/Manufactures, Unenumerated | CORDAGE, TWINE, AND CABLE YARN/None | CONK/None || as_1876: gap has 2 headings for 1 segments: COPPER/Manufactures, Unenumerated | CORDAGE, TWINE, AND CABLE YARN/None"
reexport,as_1898,1894,"CORN ; Grain, Meal, and Flour",Wheat,4,49,51430,0,0,1,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1898,1894,EGGS,,4,49,224479,26092,0,0,as_1896: gap has 0 headings for 3 segments:  || as_1892: gap has 0 headings for 3 segments:  || as_1888: gap has 0 headings for 3 segments:  || as_1884: gap has 0 headings for 3 segments:  || as_1880: block group absent from reference || as_1876: block group absent from reference
reexport,as_1898,1894,GLASS,"Manufactures, unenumerated",4,55,306891,518,0,0,"as_1896: gap has 2 headings for 3 segments: GOLD/None | GUM/None || as_1892: gap has 2 headings for 3 segments: GOLD/None | GUM/None || as_1888: gap has 2 headings for 3 segments: GOLD/None | GUM/None || as_1884: gap has 2 headings for 3 segments: GOLD, viz./None | GUM/None || as_1880: gap has 2 headings for 3 segments: GOLD, LEAVES OF/None | GUM/None || as_1876: gap has 2 headings for 3 segments: GOLD, LEAVES OF/None | GUM/None"
reexport,as_1898,1894,HEMP,Dressed or Undressed,8,111,1284437,12078,0,0,"as_1896: gap has 6 headings for 7 segments: HEMP/Tow, or Codilla of | HEMP/Unenumerated Vegetable Substances applicable to the same uses as Flax and Hemp | HIDES, Raw, and Pieces thereof/None | Honey/None | HOPS/None | HORNS AND HOOFS/None || as_1892: gap has 6 headings for 7 segments: HEMP/Tow, or Codilla of | HEMP/Unenumerated Vegetable Substances applicable to the same uses as Flax or Hemp | HIDES, Raw. and Pieces thereof/None | HONEY/None | HOPS/None | HORNS AND HOOFS/None || as_1888: block group absent from reference || as_1884: gap has 5 headings for 7 segments: HEMP/Tow, or Codilla of | HEMP/Unenumerated Vegetable Substances, applicable to the same uses as Flax or Hemp | HIDES, Raw and Pieces thereof, viz./None | HOPS/None | HORNS AND HOOFS/None || as_1880: gap has 5 headings for 7 segments: HEMP/Rough or Undressed | HEMP/Tow, or Codilla of | HIDES/None | Horns/None | Horns AND HOOPS/None || as_1876: gap has 4 headings for 7 segments: HIDES/None | LIQUORICE/None | MADDER/None | MANGANESE ORE/None"
reexport,as_1898,1894,IRON,"Manufactures of Iron or Steel, Unenumerated",3,75,255937,0,0,1,"refs disagree: as_1884=GLASS/+IVORY/ || only a weak answer (block article absent from the reference): as_1884 || as_1896: gap has 3 headings for 2 segments: IRINGLASS/None | IVORY/None | JUICE OF LIMES, LEMONS, &c./None || as_1892: gap has 4 headings for 2 segments: IRON/Manufactures of, Unenumerated | IRON/Manufactures of. Unenumerated | ISINGLASS/None | IVORY/None || as_1888: gap has 3 headings for 2 segments: ISINGLASS/None | IVORY/None | JUICE OF LIMES AND LEMONS/None || as_1880: gap has 2 headings for 2 segments: ISINGLASS/None | JUICE OF LIMES AND LEMONS/None || as_1876: block group absent from reference"
reexport,as_1898,1894,LINEN,"Manufactures, including Manu-     factures of Linen mixed with     Cotton",3,33,32700,749,0,0,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: gap has 0 headings for 2 segments:  || as_1884: gap has 0 headings for 2 segments:  || as_1880: gap has 0 headings for 2 segments:  || as_1876: block group absent from reference
reexport,as_1898,1894,LINEN,Bones for Manure (whether burnt or not),2,12,7837,0,0,0,"refs disagree: as_1884=LIQUORICE/ || only a weak answer (block article absent from the reference): as_1884 || as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: gap has 3 headings for 1 segments: LIQUORICE/None | MALT/None | MANGANESE, ORE OF/None || as_1880: gap has 3 headings for 1 segments: LIQUORICE/None | MADDER/None | MANGANESE ORE/None || as_1876: block group absent from reference"
reexport,as_1898,1894,Other sorts,"Unenumerated, Unwrought",5,89,250604,761,0,1,as_1896: block group absent from reference || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
