flow,volume,year,group,article,nseg,rows,extra_value,canada,primary,closed,why
export_uk,as_1897,1894,Iron,"Iron, Wrought and Manufactures     thereof, Unenumerated",2,96,62504,3255,0,1,"as_1896: gap has 2 headings for 1 segments: Iron/Cast, in Ingots or Blooms | Iron/Sheets || as_1892: gap has 2 headings for 1 segments: Iron/Cast in Ingots or Blooms | Iron/Bar. of all kinds || as_1888: gap has 11 headings for 1 segments: IRON,/ | IRON,/India | IRON,/Steel, Cast in Ingots and Blooms | IRON,/Steel, Bar, of all kinds | IRON/Steel, Bar, of all kinds | IRON/Steel Sheets | IRON/Manufactures of Steel, or of Steel   and Iron combined | IRON/Manufactures of Steel, or of Steel and Iron combined | JUTE YARN/None | IRON/Piece Goods | IRON/Unenumerated || as_1884: gap has 7 headings for 1 segments: IRON/ | IRON/Steel, Cast in Ingots or Blooms | IRON/Steel, Bar, of all Kinds | IRON/Steel, Sheets | IRON/Manufactures of Steel, or of Steel and Iron combined | IRON/Manufactures, Piece Goods | JUTE MANUFACTURES/None || as_1880: gap has 4 headings for 1 segments: IRON/Steel, cast in Ingots | IRON/Steel, Bar, of all Kinds | IRON/Steel, Sheets | IRON/Manufactures of Steel, or of Steel and Iron combined || as_1876: gap has 5 headings for 1 segments: Iron/Steel, cast in Ingots | Iron/Steel, Bar, of all Kinds | IRON/Steel, Sheets | IRON/Manufactures of Steel, or of Steel and Iron combined | IRON/Rolled and Sheet, Piping and Tubing"
export_uk,as_1897,1894,LINEN MANUFACTURES,Thread for Sewing,3,75,461793,35504,0,0,"as_1896: gap has 2 headings for 2 segments: LINEN MANUFACTURES/Manufactures, Unenumerated | LUCIFERS and VESTA MATCHES/None || as_1892: gap has 2 headings for 2 segments: LINEN MANUFACTURES/Manufactures. Unenumerated | LUCIFERS AND VESTA MATCHES/None || as_1888: gap has 2 headings for 2 segments: LINEN MANUFACTURES/Manufactures, Unenumerated | LUCIFERS AND VESTA MATCHES/None || as_1884: gap has 7 headings for 2 segments: LINEN MANUFACTURES/Manufactures, Unenumerated | LUCIFERS and VESTA MATCHES/None | MACHINERY and MILL WORK/None | MANURE (including Sulphate of Ammonia and other Chemical Manures)/None | MEAT: viz., Beef, Pork, Bacon and Hams/None | MEDICINES/None | METALS, and Manufactures thereof: Unenumerated/None || as_1880: block group absent from reference || as_1876: block group absent from reference"
export_uk,as_1897,1894,"MACHINERY and MILL WORK, or parts thereof",Other Descriptions,8,276,5659670,52626,0,1,"as_1896: gap has 12 headings for 7 segments: MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Agricultural | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Sewing Machines | MACHINERY and MILL WORK, or parts thereof/Mining | MACHINERY and MILL WORK, or parts thereof/Textile | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines : Other Descriptions | MANURE/None | MARGARINE and all Artificial Butters/None | MEAT : viz., Beef, Mutton, Pork, Bacon and Hams/None | MEDICINES, comprising Drugs and Medicinal Preparations/None | METALS, Unenumerated, and Manufactures thereof/None | METHYLIC ALCOHOL, not purified so as to be potable/None | MICA and TALC/None || as_1892: gap has 9 headings for 7 segments: MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Agricultural | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Sewing Machines | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines :     Sewing Machines | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines : Other     descriptions | MANURE (including Sulphate of Ammonia and other Chemical Manures)/None | MARGARINE and all Artificial Butters/None | MEDICINES, comprising Drugs and Medicinal Preparations/None | METALS, Unenumerated and Manufactures thereof/None | METHYLIC ALCOHOL, not purified so as to be potable/None || as_1888: gap has 8 headings for 7 segments: MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Agricultural | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Sewing Machines | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Other descriptions | MANURE (including Sulphate of Ammonia and other Chemical Manures)/None | MARGARINE and all Artificial Butters/None | MEAT : viz., Beef, Pork, Bacon and Hams/None | MEDICINES, comprising Drugs and Medicinal Preparations/None | METALS, Unenumerated and Manufactures thereof/None || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference"
export_uk,as_1897,1894,"OIL, OTHER THAN ESSENTIAL, OR MEDICINAL","Seed, Linseed",5,163,1477379,36248,0,1,"as_1896: gap has 1 headings for 4 segments: Cotton/None || as_1892: gap has 4 headings for 4 segments: Cotton/None | OIL, other than Essential or Medicinal/Other Seed Oils | OIL, other than Essential or Medicinal/Other Sorts, Unenumerated | OIL, other than Essential or Medicinal/OIL and FLOOR CLOTH, including India-Rubber Cloth || as_1888: gap has 2 headings for 4 segments: OIL, other than Essential or Medicinal/Other Sorts, Unenumerated | OIL, other than Essential or Medicinal/OIL and FLOOR CLOTH, including India Rubber Cloth || as_1884: gap has 4 headings for 4 segments: OIL, other than Essential or Medicinal/Other Sorts, Unenumerated | OIL, other than Essential or Medicinal/OIL and FLOOR CLOTH, including India Rubber Cloth | PAINTERS' COLOURS and MATERIALS/None | PAPER/None || as_1880: gap has 4 headings for 4 segments: Oil, other than Essential or Medicinal/Other Sorts, Unenumerated | Oil, other than Essential or Medicinal/Oil and FLOOR CLOTH, including India Rubber Cloth | PAINTERS' COLOURS and MATERIALS/None | PAPER/None || as_1876: gap has 4 headings for 4 segments: OIL, other than Essential or Medicinal/Other Sorts, Unenumerated | OIL, other than Essential or Medicinal/OIL and FLUOR CLOTH, including India Rubber Cloth | PAINTERS' COLOURS and MATERIALS/None | PAPER/None"
export_uk,as_1897,1894,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",,3,124,797140,37754,0,1,as_1896: block group absent from reference || as_1892: gap has 1 headings for 2 segments: PAPER/None || as_1888: gap has 1 headings for 2 segments: PAPER/None || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference
export_uk,as_1897,1894,PAPER,"Unenumerated, and Articles of Paper (except Papier Maché)",14,368,3537931,143946,0,1,"as_1896: gap has 14 headings for 13 segments: PERFUMERY OF ALL SORTS/None | PICKLES, VINEGAR, SAUCES, CONDI- MENTS, PRESERVED FRUITS, and CONFECTIONERY/None | PICTURES/None | Gold/None | PLATE/None | PLATED and GILT WARES/None | POTATOES/None | PRINTS, ENGRAVINGS, DRAWINGS, &c./None | PROVISIONS, UNENUMERATED/None | RAGS (except Woollen) and other Materials for making Paper/None | SADDLERY and HARNESS/None | SALT (Rock and White)/None | SALTPETRE, British Prepared/None | SEEDS, of all Sorts/None || as_1892: gap has 12 headings for 13 segments: PERFUMERY OF ALL SORTS/None | PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY/None | PICTURES/None | Gold/None | POTATOES/None | PROVISIONS, Unenumerated/None | RAGS (except Woollen) and other Materials for making Paper/None | SADDLERY and HARNESS/None | SADDLERY and HARNESS'd)/None | SALT (Rock and White)/None | SALTPETRE, British Prepared/None | SEEDS, of all sorts/None || as_1888: gap has 12 headings for 13 segments: PERFUMERY OF ALL SORTS/None | PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY/None | PICTURES/None | Gold/None | PLATED and GILT WARES/None | PRINTS, ENGRAVINGS, DRAWINGS, &c./None | PROVISIONS, UNENUMERATED/None | RAGS (except Woollen) and other Materials for making Paper/None | SADDLERY and HARNESS/None | SALT (Rock and White)/None | SALTPETRE, British Prepared/None | SEEDS, of all Sorts/None || as_1884: gap has 12 headings for 13 segments: PERFUMERY, of all Sorts/None | PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY/None | PICTURES/None | Gold/None | PLATED and GILT WARES/None | PRINTS, ENGRAVINGS, DRAWINGS, &c./None | PROVISIONS, Unenumerated/None | RAGS (except Woollen) and other Materials for making Paper/None | SADDLERY and HARNESS/None | SALT (Rock and White)/None | SALTPETRE, British Prepared/None | SEEDS, of all Sorts/None || as_1880: gap has 13 headings for 13 segments: PERFUMERY, of all Sorts/None | PICKLES, VINEGAR, and SAUCES/None | PICTURES/None | PLATE, GOLD/None | PLATED and GILT WARES/None | PLUMBAGO/None | PRINTS, ENGRAVINGS, DRAWINGS, &c./None | PROVISIONS, UNENUMERATED/None | RAGS (except Woollen) and other Materials for making Paper/None | SADDLERY and HANESS/None | SALT (Rock and White)/None | SALTPETRE, British Prepared/None | SEEDS, of all Sorts/None || as_1876: gap has 11 headings for 13 segments: PERFUMERY, of all Sorts/None | PICKLES, VINEGAR, and SAUCES/None | PICTURES/None | PLATE, GOLD/None | PLATED and GIFT WARES/None | PLUMBAGO/None | PROVISIONS, UNENUMERATED/None | PLUMBAGO/None | SALT (Rock and White)/None | SALTPETRE, British Prepared/None | SEEDS, of all Sorts/None"
export_uk,as_1897,1894,Slates,,4,80,943115,33329,0,1,"as_1896: gap has 2 headings for 3 segments: Slates/Grindstones, Millstones, and other sorts of Stones | SUGAR/None || as_1892: block group absent from reference || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference"
export_uk,as_1897,1894,"TELEGRAPHIC WIRES, AND APPARATUS",Other Kinds of Manufactured Tobacco,2,47,373522,10392,0,1,"as_1896: gap has 4 headings for 1 segments: TIN, Unwrought/None | TOBACCO and SNUFF, Manufactured in the United Kingdom/None | UMBRELLAS and PARASOLS/None | WINE, British Made/None || as_1892: gap has 4 headings for 1 segments: TIN, Unwrought/None | TOBACCO and SNUFF, Manufactured in the United Kingdom/None | UMBRELLAS and PARASOLS/None | WINE, British Made/None || as_1888: gap has 3 headings for 1 segments: TIN, Unwrought/None | UMBRELLAS AND PARASOLS/None | WINE, British Made/None || as_1884: gap has 4 headings for 1 segments: TIN, Unwrought/None | TOBACCO and SNUFF Manufactured in the United Kingdom/None | UMBRELLAS and PARASOLS/None | WINE, British Made/None || as_1880: gap has 5 headings for 1 segments: TIN, Unwrought/None | TOBACCO and SNUFF Manufactured in the United Kingdom/None | TURPENTINE, OIL or SPIRIT of, and TURPENTINE SUBSTITUTE/None | UMBRELLAS and PARASOLS/None | WINE, BRITISH MADE/None || as_1876: gap has 5 headings for 1 segments: TIN, unwrought/None | TOBACCO and SNUFF Manufactured in the United Kingdom/None | TURPENTINE, OIL or SPIRIT of, and TURPENTINE SUBSTITUTE/None | UMBRELLAS and PARASOLS/None | WINE, BRITISH MADE/None"
export_uk,as_1897,1894,WOOD AND TIMBER,"Manufactured, Unenumerated",5,105,1429541,19741,0,1,as_1896: gap has 0 headings for 4 segments:  || as_1892: gap has 0 headings for 4 segments:  || as_1888: gap has 0 headings for 4 segments:  || as_1884: gap has 0 headings for 4 segments:  || as_1880: gap has 0 headings for 4 segments:  || as_1876: gap has 0 headings for 4 segments: 
export_uk,as_1897,1894,WOOLLEN AND WORSTED MANUFACTURES,"Worsted Stuffs, Dress Goods, Linings, Lastings, &c., Mixed with other Materials—cont.",2,36,6269,0,0,1,"as_1896: gap has 0 headings for 1 segments:  || as_1892: gap has 0 headings for 1 segments:  || as_1888: gap has 9 headings for 1 segments: WOOLLEN AND WORSTED MANUFACTURES/Stuffs | WOOLLEN AND WORSTED MANUFACTURES/Coatings, &c. | WOOLLEN AND WORSTED MANUFACTURES/Flannels | WOOLLEN AND WORSTED MANUFACTURES/Carpets, not being Rugs | WOOLLEN AND WORSTED MANUFACTURES/Blankets | WOOLLEN AND WORSTED MANUFACTURES/Shawls | WOOLLEN AND WORSTED MANUFACTURES/Rugs, Coverlets, or Wrappers | WOOLLEN AND WORSTED MANUFACTURES/Hosiery | WOOLLEN AND WORSTED MANUFACTURES/Small Wares, and Manufactures of Wool or Worsted, unenumerated || as_1884: gap has 9 headings for 1 segments: WOOLLEN and WORSTED MANUFACTURES/Coatings, &c. | WOOLLEN and WORSTED MANUFACTURES/Flannels | WOOLLEN and WORSTED MANUFACTURES/Carpets, not being Rugs | WOOLLEN and WORSTED MANUFACTURES/Blankets | WOOLLEN and WORSTED MANUFACTURES/Shawls | WOOLLEN and WORSTED MANUFACTURES/Rugs, Coverlets, or Wrappers | WOOLLEN and WORSTED MANUFACTURES/Hosiery | WOOLLEN and WORSTED MANUFACTURES/Small Wares, and Manufactures of Wool or Worsted, unenumerated | WOOLLEN and WORSTED MANUFACTURES/Sorts Unenumerated || as_1880: gap has 0 headings for 1 segments:  || as_1876: gap has 0 headings for 1 segments: "
export_uk,as_1897,1895,"ARMS, AMMUNITION, &c.",,7,156,245370,4121,0,1,"as_1896: gap has 9 headings for 6 segments: ARMS, AMMUNITION, AND MILITARY STORES/Percussion Caps | ARMS, AMMUNITION, AND MILITARY STORES/Ammunition, Unenumerated | ARMS, AMMUNITION, AND MILITARY STORES/Cannon, Mortars, and Machine Guns | ARMS, AMMUNITION, AND MILITARY STORES/Torpedoes and parts thereof | ARMS, AMMUNITION, AND MILITARY STORES/Muskets, Rifles, and Fowling Pieces | ARMS, AMMUNITION, AND MILITARY STORES/Revolvers | ARMS, AMMUNITION, AND MILITARY STORES/Other Fire-arms and Parts of Fire-arms | ARMS, AMMUNITION, AND MILITARY STORES/Swords, Cutlasses, Bayonets, and Arms of other Sorts, not being Fire-arms | ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described || as_1892: gap has 9 headings for 6 segments: ARMS, AMMUNITION, AND MILITARY STORES/Percussion Caps | ARMS, AMMUNITION, AND MILITARY STORES/Ammunition, Unenumerated | ARMS, AMMUNITION, AND MILITARY STORES/Cannon, Mortars, and Machine Guns | ARMS, AMMUNITION, AND MILITARY STORES/Torpedoes and parts thereof | ARMS, AMMUNITION, AND MILITARY STORES/Muskets, Rifles, and Fowling Pieces | ARMS, AMMUNITION, AND MILITARY STORES/Revolvers | ARMS, AMMUNITION, AND MILITARY STORES/Other Fire-arms and Parts of Fire-arms | ARMS, AMMUNITION, AND MILITARY STORES/Swords, Cutlasses, Bayonets and Arms of other Sorts, not being Fire-arms | ARMS, AMMUNITION, AND MILITARY STORES/, Ordnance Stores, not otherwise described || as_1888: gap has 9 headings for 6 segments: ARMS, AMMUNITION, and MILITARY STORES/Percussion Caps | ARMS, AMMUNITION, and MILITARY STORES/F. Ammunition, Unenumerated | ARMS, AMMUNITION, and MILITARY STORES/Cannon and Mortars | ARMS, AMMUNITION, AND MILITARY STORES/Cannon and Mortars | ARMS, AMMUNITION, AND MILITARY STORES/Muskets, Rifles, and Fowling Pieces | ARMS, AMMUNITION, AND MILITARY STORES/Revolvers | ARMS, AMMUNITION, AND MILITARY STORES/Other Fire-arms and Parts of Fire-arms | ARMS, AMMUNITION, AND MILITARY STORES/Swords, Cutlasses, Bayonets, and Arms of other Sorts, not being Fire-arms | ARMS, AMMUNITION, AND MILITARY STORES/Ordnance Stores, not otherwise described || as_1884: gap has 8 headings for 6 segments: ARMS, AMMUNITION, and MILITARY STORES/Percussion Caps | ARMS, AMMUNITION, and MILITARY STORES/Ammunition, Unenumerated | ARMS, AMMUNITION, and MILITARY STORES/Cannon and Mortars | ARMS, AMMUNITION, and MILITARY STORES/Muskets, Rifles and Fowling Pieces | ARMS, AMMUNITION, and MILITARY STORES/Revolvers | ARMS, AMMUNITION, and MILITARY STORES/Other Fire-arms and Parts of Fire-arms | ARMS, AMMUNITION, and MILITARY STORES/Swords, Cutlasses, Bayonets, and Arms of other Sorts, not being Fire-arms | ARMS, AMMUNITION, and MILITARY STORES/Ordnance Stores, not otherwise described || as_1880: gap has 10 headings for 6 segments: ARMS, AMMUNITION, and MILITARY STORES/Percussion Caps | ARMS, AMMUNITION, and MILITARY STORES/Ordnance Stores and Ammunition, Unenumerated | ARMS, AMMUNITION, and MILITARY STORES/Cannon and Mortars | ARMS, AMMUNITION, and MILITARY STORES/Muskets | ARMS, AMMUNITION, and MILITARY STORES/Rifles | ARMS, AMMUNITION, and MILITARY STORES/Fowling Pieces | ARMS, AMMUNITION, and MILITARY STORES/Revolvers | ARMS, AMMUNITION, and MILITARY STORES/Other Fire-arms | ARMS, AMMUNITION, and MILITARY STORES/Parts of Fire-arms | ARMS, AMMUNITION, and MILITARY STORES/Swords, Cutlasses, Bayonets, and Arms of other Sorts, not being Fire-arms || as_1876: gap has 10 headings for 6 segments: ARMS, AMMUNITION, and MILITARY STORES/Percussion Caps | ARMS, AMMUNITION, and MILITARY STORES/Ordnance Stores, and Ammunition, Unenumerated | ARMS, AMMUNITION, and MILITARY STORES/Cannon and Mortars | ARMS, AMMUNITION, and MILITARY STORES/Muskets | ARMS, AMMUNITION, and MILITARY STORES/Rifles | ARMS, AMMUNITION, and MILITARY STORES/Fowling Pieces | ARMS, AMMUNITION, and MILITARY STORES/Revolvers | ARMS, AMMUNITION, and MILITARY STORES/Other Fire-arms | ARMS, AMMUNITION, and MILITARY STORES/Parts of Fire-arms | ARMS, AMMUNITION, and MILITARY STORES/Swords, Cutlasses, Bayonets, and Arms of other Sorts, not being Fire-arms"
export_uk,as_1897,1895,"CORDAGE, CABLES, ROPES, AND TWINE, of Hemp or like Material",,5,171,218334,895,0,1,as_1896: gap has 0 headings for 4 segments:  || as_1892: gap has 0 headings for 4 segments:  || as_1888: gap has 0 headings for 4 segments:  || as_1884: gap has 0 headings for 4 segments:  || as_1880: block group absent from reference || as_1876: block group absent from reference
export_uk,as_1897,1895,COTTON MANUFACTURES,Dutch,3,194,13118265,38140,0,0,"as_1896: gap has 7 headings for 2 segments: COTTON MANUFACTURES/Piece Goods, Printed | COTTON MANUFACTURES/Piece Goods, Dyed or Manu-   factured of Dyed Yarn | COTTON MANUFACTURES/Piece Goods of Mixed Materials,   Cotton predominating | COTTON MANUFACTURES/Lace and Patent Net | COTTON MANUFACTURES/Stockings and Socks | COTTON MANUFACTURES/HOSIERY of other sorts | COTTON MANUFACTURES/Thread for Sewing || as_1892: gap has 8 headings for 2 segments: COTTON MANUFACTURES/Piece Goods, Printed | COTTON MANUFACTURES/Piece Goods, Dyed or Manufactured of Dyed Yarn | COTTON MANUFACTURES/Piece Goods, Dyed or Manu-   factured of Dyed Yarn | COTTON MANUFACTURES/Cotton predominating | COTTON MANUFACTURES/Lace and Patent Net | COTTON MANUFACTURES/Stockings and Socks | COTTON MANUFACTURES/HOSIERY of other sorts | COTTON MANUFACTURES/Thread for Sewing || as_1888: gap has 7 headings for 2 segments: COTTON MANUFACTURES/Piece Goods, Printed and Dyed | COTTON MANUFACTURES/Cotton predominating | COTTON MANUFACTURES/Laco and Patent Net | COTTON MANUFACTURES/Stockings and Socks | COTTON MANUFACTURES/HOSIERY of other sorts | COTTON MANUFACTURES/Thread for Sewing | COTTON MANUFACTURES/Other Manufactures, unenum-     rated || as_1884: gap has 8 headings for 2 segments: COTTON MANUFACTURES/United States | COTTON MANUFACTURES/Piece Goods, Printed | COTTON MANUFACTURES/Piece Goods of Mixed Materials, Cotton predominating | COTTON MANUFACTURES/Lace and Patent Net | COTTON MANUFACTURES/Stockings and Socks | COTTON MANUFACTURES/Hosiery of Other Sorts | COTTON MANUFACTURES/Hosiery of other sorts | COTTON MANUFACTURES/Thread for Sewing || as_1880: gap has 6 headings for 2 segments: COTTON MANUFACTURES/Piece Goods, Printed | COTTON MANUFACTURES/Piece Goods of Mixed Materials, Cotton predominating | COTTON MANUFACTURES/Lace and Patent Net | COTTON MANUFACTURES/Stockings and Socks | COTTON MANUFACTURES/Hosiery of Other Sorts | COTTON MANUFACTURES/Thread for Sewing || as_1876: gap has 6 headings for 2 segments: COTTON MANUFACTURES/Piece Goods, Printed | COTTON MANUFACTURES/Piece Goods of Mixed Materials, Cotton predominating | COTTON MANUFACTURES/Lace and Patent Net | COTTON MANUFACTURES/Stockings and Socks | COTTON MANUFACTURES/Hosiery of Other Sorts | COTTON MANUFACTURES/Thread for Sewing"
export_uk,as_1897,1895,"HARDWARES AND CUTLERY, Un- enumerated",Felt,2,130,394663,42030,0,1,as_1896: gap has 0 headings for 1 segments:  || as_1892: gap has 0 headings for 1 segments:  || as_1888: gap has 0 headings for 1 segments:  || as_1884: gap has 0 headings for 1 segments:  || as_1880: block group absent from reference || as_1876: gap has 0 headings for 1 segments: 
export_uk,as_1897,1895,"HARDWARES AND CUTLERY, Un- enumerated",Unenumerated,3,69,391848,8926,0,1,"as_1896: gap has 3 headings for 2 segments: HATS/None | HIDES, Raw/None | Hops/None || as_1892: gap has 3 headings for 2 segments: HATS/None | HIDES, RAW/None | HOPS/None || as_1888: gap has 3 headings for 2 segments: HATS/None | HIDES, RAW/None | HOPS/None || as_1884: gap has 3 headings for 2 segments: HATS/None | HIDES, RAW/None | HORS/None || as_1880: block group absent from reference || as_1876: gap has 4 headings for 2 segments: HATS/None | HEMP/None | HIDES, RAW/None | HORS/None"
export_uk,as_1897,1895,IMPLEMENTS AND TOOLS,Dutch,2,92,1096740,0,0,0,"refs disagree: as_1892=IRON AND STEEL/Bar. of all kinds vs as_1876=LEATHER/Tanned, Unwrought || as_1896: gap has 4 headings for 1 segments: Iron/Railroad—Chairs and Sleepers | Iron/Railroad—Unenumerated | Iron/Wire of Iron and Steel (except Telegraphic Wire), and Manu- factures thereof | Iron/Sheets and Boiler Plates || as_1888: gap has 0 headings for 1 segments:  || as_1884: gap has 0 headings for 1 segments:  || as_1880: gap has 0 headings for 1 segments: "
export_uk,as_1897,1895,IMPLEMENTS AND TOOLS,Unenumerated,3,146,334699,9995,0,1,"as_1896: gap has 1 headings for 2 segments: INSTRUMENTS AND APPARATUS/None || as_1892: gap has 1 headings for 2 segments: INSTRUMENTS AND APPARATUS/None || as_1888: gap has 1 headings for 2 segments: INSTRUMENTS and APPARATUS/None || as_1884: gap has 1 headings for 2 segments: IMPLEMENTS and Tools/INSTRUMENTS and APPARATUS ; Surgical, Anatomical, and Scientific || as_1880: gap has 0 headings for 2 segments:  || as_1876: gap has 0 headings for 2 segments: "
export_uk,as_1897,1895,Iron,Railroad — Rails (Iron and Steel),5,230,1675652,81350,0,0,"as_1896: gap has 4 headings for 4 segments: Iron/Railroad—Chairs and Sleepers | Iron/Railroad—Unenumerated | Iron/Wire of Iron and Steel (except Telegraphic Wire), and Manu- factures thereof | Iron/Sheets and Boiler Plates || as_1892: gap has 0 headings for 4 segments:  || as_1888: gap has 0 headings for 4 segments:  || as_1884: gap has 0 headings for 4 segments:  || as_1880: gap has 0 headings for 4 segments:  || as_1876: gap has 0 headings for 4 segments: "
export_uk,as_1897,1895,Iron,"Iron, Wrought and Manufactures     thereof, Unenumerated",2,96,69317,7883,0,1,"as_1896: gap has 2 headings for 1 segments: Iron/Cast, in Ingots or Blooms | Iron/Sheets || as_1892: gap has 2 headings for 1 segments: Iron/Cast in Ingots or Blooms | Iron/Bar. of all kinds || as_1888: gap has 11 headings for 1 segments: IRON,/ | IRON,/India | IRON,/Steel, Cast in Ingots and Blooms | IRON,/Steel, Bar, of all kinds | IRON/Steel, Bar, of all kinds | IRON/Steel Sheets | IRON/Manufactures of Steel, or of Steel   and Iron combined | IRON/Manufactures of Steel, or of Steel and Iron combined | JUTE YARN/None | IRON/Piece Goods | IRON/Unenumerated || as_1884: gap has 7 headings for 1 segments: IRON/ | IRON/Steel, Cast in Ingots or Blooms | IRON/Steel, Bar, of all Kinds | IRON/Steel, Sheets | IRON/Manufactures of Steel, or of Steel and Iron combined | IRON/Manufactures, Piece Goods | JUTE MANUFACTURES/None || as_1880: gap has 4 headings for 1 segments: IRON/Steel, cast in Ingots | IRON/Steel, Bar, of all Kinds | IRON/Steel, Sheets | IRON/Manufactures of Steel, or of Steel and Iron combined || as_1876: gap has 5 headings for 1 segments: Iron/Steel, cast in Ingots | Iron/Steel, Bar, of all Kinds | IRON/Steel, Sheets | IRON/Manufactures of Steel, or of Steel and Iron combined | IRON/Rolled and Sheet, Piping and Tubing"
export_uk,as_1897,1895,IRON AND STEEL,"Steel Bar, of all kinds",2,99,708996,30694,0,1,"as_1896: gap has 0 headings for 1 segments:  || as_1892: gap has 2 headings for 1 segments: IRON AND STEEL/Sheets | IRON AND STEEL/Manufactures of Steel, or Steel and Iron combined || as_1888: block group absent from reference || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference"
export_uk,as_1897,1895,LINEN MANUFACTURES,Thread for Sewing,3,75,514608,58170,0,0,"as_1896: gap has 2 headings for 2 segments: LINEN MANUFACTURES/Manufactures, Unenumerated | LUCIFERS and VESTA MATCHES/None || as_1892: gap has 2 headings for 2 segments: LINEN MANUFACTURES/Manufactures. Unenumerated | LUCIFERS AND VESTA MATCHES/None || as_1888: gap has 2 headings for 2 segments: LINEN MANUFACTURES/Manufactures, Unenumerated | LUCIFERS AND VESTA MATCHES/None || as_1884: gap has 7 headings for 2 segments: LINEN MANUFACTURES/Manufactures, Unenumerated | LUCIFERS and VESTA MATCHES/None | MACHINERY and MILL WORK/None | MANURE (including Sulphate of Ammonia and other Chemical Manures)/None | MEAT: viz., Beef, Pork, Bacon and Hams/None | MEDICINES/None | METALS, and Manufactures thereof: Unenumerated/None || as_1880: block group absent from reference || as_1876: block group absent from reference"
export_uk,as_1897,1895,"MACHINERY and MILL WORK, or parts thereof",Other Descriptions,8,283,5643451,53256,0,1,"as_1896: gap has 12 headings for 7 segments: MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Agricultural | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Sewing Machines | MACHINERY and MILL WORK, or parts thereof/Mining | MACHINERY and MILL WORK, or parts thereof/Textile | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines : Other Descriptions | MANURE/None | MARGARINE and all Artificial Butters/None | MEAT : viz., Beef, Mutton, Pork, Bacon and Hams/None | MEDICINES, comprising Drugs and Medicinal Preparations/None | METALS, Unenumerated, and Manufactures thereof/None | METHYLIC ALCOHOL, not purified so as to be potable/None | MICA and TALC/None || as_1892: gap has 9 headings for 7 segments: MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Agricultural | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Sewing Machines | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines :     Sewing Machines | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines : Other     descriptions | MANURE (including Sulphate of Ammonia and other Chemical Manures)/None | MARGARINE and all Artificial Butters/None | MEDICINES, comprising Drugs and Medicinal Preparations/None | METALS, Unenumerated and Manufactures thereof/None | METHYLIC ALCOHOL, not purified so as to be potable/None || as_1888: gap has 8 headings for 7 segments: MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Agricultural | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Sewing Machines | MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines: Other descriptions | MANURE (including Sulphate of Ammonia and other Chemical Manures)/None | MARGARINE and all Artificial Butters/None | MEAT : viz., Beef, Pork, Bacon and Hams/None | MEDICINES, comprising Drugs and Medicinal Preparations/None | METALS, Unenumerated and Manufactures thereof/None || as_1884: block group absent from reference || as_1880: block group absent from reference || as_1876: block group absent from reference"
