fiscal_year,volume,pair_id,row_seq,era,labels,align_status,key,tot_imp_qty,tot_imp_value,gt_qty,gt_value,gt_duty,pt_qty,pt_value,pt_duty,sx_qty,sx_value,sx_duty,efc_qty,efc_value,efc_duty,closes
1901,statcan_nibi_w2_1901,1,13,GP,Hogs..... > Great Britain.....,left_only,,200,20,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,1,16,GP,Great Britain.....,left_only,,66,17190,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,1,17,GP,France.....,left_only,,14,2100,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,1,18,GP,Germany.....,joined_weak,position,12,1113,,,,,,,,,,,,,0
1901,statcan_nibi_w2_1901,1,25,GP,7 Sheep..... > Great Britain.....,left_only,,288,9339,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,2,6,GP,,right_only,,,,,57,19.95,,,,,,,1.1,3.5,2,-2
1901,statcan_nibi_w2_1901,2,8,GP,,right_only,,,,,67,23.45,,,,,,,5.67,23.45,,-1
1901,statcan_nibi_w2_1901,2,9,GP,3 Baking powders. .... > Great Britain.....,joined_weak,position,,598,,28,6.48,940,157,37.6,,,,1048,185,44.08,2
1901,statcan_nibi_w2_1901,2,11,GP,3 Baking powders. .... > United States.....,joined_weak,position,,377070,110132,101416,20803.99,,,,,,,346732,101416,20803.99,2
1901,statcan_nibi_w2_1901,2,12,GP,3 Baking powders. .... > Total.....,joined_weak,position,,377762,110246,101446,20816.11,940,157,37.6,,,,347874,101603,20853.71,2
1901,statcan_nibi_w2_1901,3,22,GP,,right_only,,,,,17981,4495.25,,,,,,,,17981,4495.25,2
1901,statcan_nibi_w2_1901,3,28,GP,"7 Blueing, laundry blueing, all kinds..... > Great Britain.....",joined_weak,position,195633,17562,1524,163,40.75,,18259,3043.24,,,,,18422,3083.99,2
1901,statcan_nibi_w2_1901,3,34,GP,Newfoundland.....,joined_weak,position,2,95,2,95,23.75,,,,,,,2.95,23.75,,-1
1901,statcan_nibi_w2_1901,4,0,GP,DUTIABLE GOODS—Con.,left_only,,,8,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,4,7,GP,,right_only,,,,,26,5.2,,,,,,,,26,5.2,2
1901,statcan_nibi_w2_1901,4,35,GP,,right_only,,,,,11,3.85,,,,,,,,11,3.85,2
1901,statcan_nibi_w2_1901,4,38,GP,"6 Posters, advertising bills and folders.... > Great Britain.....",joined_weak,position,908,264,512,154,76.8,,122,49.0,,,,,276,125.8,2
1901,statcan_nibi_w2_1901,5,12,GP,Great Britain. ....,joined_weak,position,41366,10476,15697,3509,2354.55,,7008,2646.53,,,,,10607,,-1
1901,statcan_nibi_w2_1901,6,36,GP,6 Pumps ..... > Great Britain.....,left_only,,,3,63,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,6,37,GP,United States.....,left_only,,,1656,7105,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,6,38,GP,Total .....,joined_weak,position,,1659,7168,7188,2156.4,3,63,12.6,,,,3.63,12.6,6,-2
1901,statcan_nibi_w2_1901,6,40,GP,,right_only,,,,,7188,2156.4,3.63,12.6,1686,,,,7251,2169.0,,-1
1901,statcan_nibi_w2_1901,7,0,GP,"Wire, plain..... > Great Britain.....",left_only,,1918,376,8,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,1,GP,United States. . .,joined_weak,position,127217,21913,126705,,,1910,,,,,,,,,0
1901,statcan_nibi_w2_1901,7,3,GP,"2 Wire cloth, &c., N.E.S..... > Great Britain.....",left_only,,,15940,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,4,GP,France.....,left_only,,,4307,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,7,GP,"3 Manufactures of, N.O.P..... > Great Britain.....",left_only,,,30635,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,8,GP,B. E. Indies.....,left_only,,,13,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,9,GP,Newfoundland.....,left_only,,,8,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,10,GP,Austria-Hungary...,left_only,,,1101,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,11,GP,China.....,left_only,,,351,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,12,GP,Cuba.....,left_only,,,133,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,13,GP,Egypt.....,left_only,,,143,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,14,GP,France.....,left_only,,,11881,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,15,GP,Germany.....,left_only,,,7023,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,16,GP,Italy.....,left_only,,,54,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,17,GP,Japan.....,left_only,,,913,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,18,GP,Spain.....,left_only,,,122,,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,23,GP,Arrowroot..... > Great Britain.....,left_only,,18329,978,1741,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,24,GP,Australia.....,left_only,,2130,103,1570,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,25,GP,B. W. Indies.....,left_only,,5711,316,4775,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,26,GP,United States.....,left_only,,3260,197,3335,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,28,GP,"5 Biscuits of all kinds, not sweetened..... > Great Britain.....",left_only,,27821,1799,221,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,29,GP,Newfoundland.....,left_only,,2313,90,2313,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,30,GP,China.....,left_only,,1343,43,1343,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,31,GP,Japan.....,left_only,,2842,135,2842,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,32,GP,United States.....,joined_weak,position,220267,11641,207923,,,27173,1690,281.71,,,,,,,0
1901,statcan_nibi_w2_1901,7,34,GP,"6 Biscuits of all kinds, sweetened..... > Great Britain.....",left_only,,64297,8609,911,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,35,GP,Belgium.....,left_only,,48,15,48,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,36,GP,China.....,left_only,,13811,454,13651,,,,,,,,,,,,
1901,statcan_nibi_w2_1901,7,37,GP,France.....,left_only,,5208,471,1577,,,,,,,,,,,,
