volume,article_group,article,seq_start,seq_end,obs_source,target_sig,selected,admitted,drop_null_qty,drop_subtotal,drop_bad_subentry,drop_no_sig,drop_consensus_holds_triple,drop_already_added
as_1897,NUTS AND KERNELS,Palm,15032,15032,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15037,15037,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15042,15042,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15050,15050,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15055,15055,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15061,15061,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15069,15069,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15079,15079,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15084,15084,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15094,15094,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15099,15099,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15033,15033,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15070,15070,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15080,15080,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15085,15085,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15090,15090,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15100,15100,ch,oil+palm,1,1,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",,0,0,ch,card+playing,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",Roasted or Ground,0,0,ch,card+ground+playing+roasted,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",COFFEE: „ Raw,0,0,ch,card+coffee+playing+raw,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",COFFEE: „ RAW,0,0,ch,card+coffee+playing+raw,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",Raw,0,0,ch,card+playing+raw,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",Raw or Kiln dried,0,0,ch,card+dried+kiln+playing+raw,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING","Red, Total of",0,0,ch,card+playing+red+total,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING","Red, in Bottles : Sparkling : Burgundy",0,0,ch,bottle+burgundy+card+playing+red+sparkling,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING","Red, in Bottles : Sparkling : Other Sorts",0,0,ch,bottle+card+playing+red+sparkling,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",Saumur : Burgundy,0,0,ch,burgundy+card+playing+saumur,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",Saumur : Hock,0,0,ch,card+hock+playing+saumur,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",Saumur : Moselle,0,0,ch,card+moselle+playing+saumur,0,0,0,0,0,0,0,0
as_1898,COCOA,,0,0,ch,cocoa,0,0,0,0,0,0,0,0
as_1898,CHLOROFORM,COCO A,0,0,ch,chloroform+coco,0,0,0,0,0,0,0,0
as_1898,CHICORY,,0,0,ch,chicory,0,0,0,0,0,0,0,0
as_1898,CHICORY,Raw or Kiln dried,0,0,ch,chicory+dried+kiln+raw,0,0,0,0,0,0,0,0
as_1898,CHICORY,Roasted or Ground,0,0,ch,chicory+ground+roasted,0,0,0,0,0,0,0,0
as_1898,CHICORY,"Cocoa or Chocolate, ground, prepared or   in any way manufactured",0,0,ch,any+chicory+chocolate+cocoa+ground+manufactured+prepared+way,0,0,0,0,0,0,0,0
as_1898,CHICORY,"Cocoa or Chocolate, ground, prepared or in any way manufactured",0,0,ch,any+chicory+chocolate+cocoa+ground+manufactured+prepared+way,0,0,0,0,0,0,0,0
as_1898,CHICORY,"Cocoa or Chocolate, in the manufacture of which Spirit has been used",0,0,ch,been+chicory+chocolate+cocoa+has+manufacture+spirit+which,0,0,0,0,0,0,0,0
as_1897,"CARDS, PLAYING",,25749,25777,ch,card+playing,29,29,0,0,0,0,0,0
as_1899,"CARDS, PLAYING",,25355,25383,ch,card+playing,29,5,0,0,0,0,6,18
as_1891,COCOA,,36,51,ch,cocoa,16,16,0,0,0,0,0,0
as_1891,COCOA,,53,54,ch,cocoa,2,2,0,0,0,0,0,0
as_1891,COCOA,,55,55,ch,cocoa,1,1,0,0,0,0,0,0
as_1891,COCOA,,56,56,ch,cocoa,1,1,0,0,0,0,0,0
as_1891,COCOA,,57,57,ch,cocoa,1,1,0,0,0,0,0,0
as_1892,COCOA,,33,44,ch,cocoa,12,12,0,0,0,0,0,0
as_1892,COCOA,,46,47,ch,cocoa,2,2,0,0,0,0,0,0
as_1892,COCOA,,48,48,ch,cocoa,1,1,0,0,0,0,0,0
as_1892,COCOA,,49,49,ch,cocoa,1,1,0,0,0,0,0,0
as_1892,COCOA,,50,50,ch,cocoa,1,1,0,0,0,0,0,0
as_1893,COCOA,,39,49,ch,cocoa,11,11,0,0,0,0,0,0
as_1893,COCOA,,51,52,ch,cocoa,2,2,0,0,0,0,0,0
as_1893,COCOA,,53,54,ch,cocoa,2,2,0,0,0,0,0,0
as_1893,COCOA,,55,55,ch,cocoa,1,1,0,0,0,0,0,0
as_1893,COCOA,,56,56,ch,cocoa,1,1,0,0,0,0,0,0
as_1896,COCOA,,42,52,ch,cocoa,11,11,0,0,0,0,0,0
as_1896,COCOA,,54,56,ch,cocoa,3,3,0,0,0,0,0,0
as_1896,COCOA,,57,57,ch,cocoa,1,1,0,0,0,0,0,0
as_1896,COCOA,,58,58,ch,cocoa,1,1,0,0,0,0,0,0
as_1896,COCOA,,59,59,ch,cocoa,1,1,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",Other Sorts,0,0,ch,card+playing,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",Other sorts,0,0,ch,card+playing,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",Plums (French) and Prunellocs,0,0,ch,fruit+plum+prunelloe,0,0,0,0,0,0,0,0
as_1899,"CARDS, PLAYING",Plums (French) and Prunelloes,0,0,ch,fruit+plum+prunelloe,0,0,0,0,0,0,0,0
as_1897,LEAD,Gloves,0,0,ch,glove+lead,0,0,0,0,0,0,0,0
as_1897,LEATHER,Gloves,0,0,ch,glove+leather,0,0,0,0,0,0,0,0
as_1897,LEATHER MANUFACTURES,Gloves,0,0,ch,glove+leather+manufacture,0,0,0,0,0,0,0,0
as_1897,IRON,Gloves,0,0,ch,glove+iron,0,0,0,0,0,0,0,0
as_1898,LEATHER MANUFACTURES,.. Gloves,0,0,ch,glove+leather+manufacture,0,0,0,0,0,0,0,0
as_1888,SPIRITS,Brandy,0,0,ch,brandy+spirit,0,0,0,0,0,0,0,0
as_1888,SPIRITS,Not tested for ascertaining strength,0,0,ch,ascertaining+spirit+strength+tested,0,0,0,0,0,0,0,0
as_1888,SPIRITS,Rum,0,0,ch,rum+spirit,0,0,0,0,0,0,0,0
as_1888,SPIRITS,Perfumed,0,0,ch,perfumed+spirit,0,0,0,0,0,0,0,0
as_1888,SPIRITS,British Indies,0,0,ch,british+indie+spirit,0,0,0,0,0,0,0,0
as_1897,SPIRITS,Rum,0,0,ch,rum+spirit,0,0,0,0,0,0,0,0
as_1897,"CARDS, PLAYING",Rum,0,0,ch,card+playing+rum,0,0,0,0,0,0,0,0
as_1897,FRUIT,Rum,0,0,ch,fruit+rum,0,0,0,0,0,0,0,0
as_1875,SUGAR,Refined and Candy,0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1877,SUGAR,Refined and Candy,0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1877,SUGAR,"Refined, and Candy",0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1878,SUGAR,"Refined, and Candy",0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1880,SUGAR,Refined and Candy,0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1881,SUGAR,Refined and Candy,0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1883,SUGAR,Refined and Candy,0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1884,SUGAR,Refined and Candy,0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1885,SUGAR,Refined and Candy,0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1886,SUGAR,.. Refined and Candy,0,0,ch,candy+refined+sugar,0,0,0,0,0,0,0,0
as_1887,SUGAR,Cane and Other Sorts,2725,2745,inf,cane+sugar,21,20,0,1,0,0,0,0
as_1887,SUGAR,"Cane, and Other Sorts",2718,2724,inf,cane+sugar,7,7,0,0,0,0,0,0
as_1887,SUGAR,"Unrefined : Beetroot : Cane, and Other Sorts",0,0,ch,cane+sugar,0,0,0,0,0,0,0,0
as_1888,"SUGAR, Refined","Unrefined : Cane, and Other Sorts",3377,3396,ch,cane+sugar+unrefined,20,20,0,0,0,0,0,0
as_1891,SUGAR,"Unrefined: Cane, and Other Sorts",3373,3390,ch,cane+sugar+unrefined,18,18,0,0,0,0,0,0
as_1891,SUGAR,"Unrefined: Cane, and Other Sorts",3392,3398,ch,cane+sugar+unrefined,7,7,0,0,0,0,0,0
as_1891,SUGAR,"Unrefined: Cane, and Other Sorts",3399,3399,ch,cane+sugar+unrefined,1,1,0,0,0,0,0,0
as_1891,SUGAR,"Unrefined: Cane, and Other Sorts",3400,3400,ch,cane+sugar+unrefined,1,1,0,0,0,0,0,0
as_1891,SUGAR,"Unrefined : Cane, and Other Sorts",0,0,ch,cane+sugar+unrefined,0,0,0,0,0,0,0,0
as_1890,SUGAR,"Unrefined: Cane, and Other Sorts",3425,3450,ch,cane+sugar+unrefined,26,25,0,1,0,0,0,0
as_1890,SUGAR,"Unrefined : Cane, and Other Sorts",0,0,ch,cane+sugar+unrefined,0,0,0,0,0,0,0,0
as_1883,SUGAR,Unrefined; Beetroot,0,0,ch,beetroot+sugar+unrefined,0,0,0,0,0,0,0,0
as_1883,SUGAR,East Coast of Africa,2865,2887,inf,cane+sugar,23,23,0,0,0,0,0,0
as_1883,SUGAR,East Coast of Africa : Total of,0,0,ch,africa+coast+east+sugar+total,0,0,0,0,0,0,0,0
as_1883,SUGAR,East Coast of Africa,2861,2863,inf,cane+sugar,3,3,0,0,0,0,0,0
as_1880,SUGAR,"Cane, and other Sorts",0,0,ch,cane+sugar,0,0,0,0,0,0,0,0
as_1880,SUGAR,"Unrefined, Beetroot",0,0,ch,beetroot+sugar+unrefined,0,0,0,0,0,0,0,0
as_1881,SUGAR,"Cane, and other Sorts",0,0,ch,cane+sugar,0,0,0,0,0,0,0,0
as_1881,SUGAR,"Unrefined, Beetroot",0,0,ch,beetroot+sugar+unrefined,0,0,0,0,0,0,0,0
as_1873,SUGAR,2nd Class,263,285,ch,sugar+unrefined,23,23,0,0,0,0,0,0
as_1873,UNREFINED,2nd Class,0,0,ch,2nd+clas+unrefined,0,0,0,0,0,0,0,0
as_1873,UNREFINED,1st Class,0,0,ch,1st+clas+unrefined,0,0,0,0,0,0,0,0
as_1873,SUGAR—,3rd Class,0,0,ch,3rd+clas+sugar,0,0,0,0,0,0,0,0
as_1873,SUGAR—,4th Class,0,0,ch,4th+clas+sugar,0,0,0,0,0,0,0,0
as_1873,SUGAR,1st Class,0,0,ch,1st+clas+sugar,0,0,0,0,0,0,0,0
as_1873,SUGAR,2nd Class,0,0,ch,2nd+clas+sugar,0,0,0,0,0,0,0,0
as_1873,SUGAR—,Total Unrefined of all Kinds,0,0,ch,sugar+total+unrefined,0,0,0,0,0,0,0,0
as_1873,SUGAR,Total Unrefined of all Kinds—(Contd),0,0,ch,sugar+total+unrefined,0,0,0,0,0,0,0,0
as_1894,NUTS AND KERNELS,India,2353,2364,ch,commonly+expressing+kernel+nuts+oil+therefrom,12,11,0,1,0,0,0,0
as_1894,NUTS AND KERNELS,East Coast of Africa,2365,2376,ch,commonly+expressing+kernel+nuts+oil+therefrom,12,10,0,2,0,0,0,0
as_1886,NUTS AND KERNELS,India,2101,2107,ch,commonly+expressing+kernel+nuts+oil+therefrom,7,6,0,1,0,0,0,0
as_1886,NUTS AND KERNELS,Commonly used for expressing oil therefrom,2108,2108,ch,commonly+expressing+kernel+nuts+oil+therefrom,1,1,0,0,0,0,0,0
as_1891,NUTS AND KERNELS,West Africa,2265,2274,ch,commonly+expressing+kernel+nuts+oil+therefrom,10,10,0,0,0,0,0,0
as_1897,BACON,,982,986,ch,,5,0,0,5,0,0,0,0
as_1897,DYE WOODS,Logwood,5849,5912,ch,dye+logwood+wood,64,49,0,15,0,0,0,0
as_1898,OIL-SEED CAKE,Of other sorts,15565,15647,ch,cake+oil+seed,83,49,0,15,0,0,13,6
as_1898,PAPER,Hangings,16072,16081,ch,hanging+paper,10,7,0,3,0,0,0,0
as_1897,POTATOES,,17479,17552,ch,potatoe,74,59,0,15,0,0,0,0
as_1897,PORK,POTATOES,0,0,ch,pork+potatoe,0,0,0,0,0,0,0,0
as_1897,COLLODIUM,,26380,26403,ch,collodium,24,12,0,12,0,0,0,0
as_1897,COLLODION,,0,0,ch,collodion,0,0,0,0,0,0,0,0
as_1897,COFFEE,COLLODION,0,0,ch,coffee+collodion,0,0,0,0,0,0,0,0
as_1897,COFFEE,COLLODIEN,0,0,ch,coffee+collodien,0,0,0,0,0,0,0,0
as_1897,"CARDS, PLAYING",COLLODION,0,0,ch,card+collodion+playing,0,0,0,0,0,0,0,0
as_1898,METAL,"Leaf, not Gold",13733,13761,ch,gold+leaf+metal,29,18,0,11,0,0,0,0
as_1898,BEEF,"Leaf, not Gold",0,0,ch,beef+gold+leaf,0,0,0,0,0,0,0,0
as_1893,SALTPETRE (Nitrate of Potash),,2958,2966,ch,saltpetre,9,3,0,2,0,0,0,4
as_1894,SALTPETRE (Nitrate of Potash),,2993,3001,ch,saltpetre,9,3,0,2,0,0,0,4
as_1895,SALTPETRE (Nitrate of Potash),,2897,2905,ch,saltpetre,9,5,0,3,0,0,0,1
as_1896,SALTPETRE (Nitrate of Potash),,2961,2970,ch,saltpetre,10,6,0,3,0,0,0,1
as_1899,SALTPETRE (Nitrate of Potash),,17831,17863,ch,saltpetre,33,19,0,5,0,0,4,5
as_1899,SALTPETRE (Nitrate of Potash),,17865,17873,ch,saltpetre,9,4,0,4,0,0,1,0
as_1897,SALTPETRE (Nitrate of Potash),Rape,18476,18549,ch,rape,74,64,0,10,0,0,0,0
as_1899,Cotton,Tares and Lentils,18404,18478,ch,lentil+tare,75,60,0,15,0,0,0,0
as_1899,Cotton,Tares and Lentils,18479,18603,ch,expressing+oil+therefrom,125,110,0,15,0,0,0,0
as_1898,COTTON,"Unenumerated, for expressing Oil therefrom",0,0,ch,expressing+oil+therefrom,0,0,0,0,0,0,0,0
as_1876,WINE,Total of all Kinds,253,269,ch,total+wine,17,16,0,1,0,0,0,0
as_1877,WINE,Total of all Kinds,226,242,ch,total+wine,17,16,0,1,0,0,0,0
as_1881,WINE,Total of all Kinds,178,194,ch,total+wine,17,16,0,1,0,0,0,0
as_1882,WINE,Total of all Kinds,144,160,ch,total+wine,17,16,0,1,0,0,0,0
as_1899,WOOD AND TIMBER,"Sawn or Split, planed or dressed,     Fir",22853,22954,ch,dressed+fir+planed+sawn+split+timber+wood,102,45,0,15,0,0,42,0
as_1898,WOOD AND TIMBER,"Sawn or Split, planed or dressed, Fir",0,0,ch,dressed+fir+planed+sawn+split+timber+wood,0,0,0,0,0,0,0,0
as_1897,COTTON,Raw,0,0,ch,cotton+raw,0,0,0,0,0,0,0,0
as_1883,Meal and Flour,Wheat Meal or Flour,626,641,ch,flour+meal+wheat,16,16,0,0,0,0,0,0
as_1885,Meal and Flour,Wheat Meal or Flour,671,679,ch,flour+meal+wheat,9,9,0,0,0,0,0,0
as_1885,Meal and Flour,Wheat Meal or Flour,681,686,ch,flour+meal+wheat,6,4,0,2,0,0,0,0
as_1886,Meal and Flour,Wheat Meal or Flour,664,669,ch,flour+meal+wheat,6,6,0,0,0,0,0,0
as_1886,Meal and Flour,Wheat Meal or Flour,670,670,ch,flour+meal+wheat,1,1,0,0,0,0,0,0
as_1886,Meal and Flour,Wheat Meal or Flour,671,671,ch,flour+meal+wheat,1,1,0,0,0,0,0,0
as_1886,Meal and Flour,Wheat Meal or Flour,672,672,ch,flour+meal+wheat,1,1,0,0,0,0,0,0
as_1886,Meal and Flour,Wheat Meal or Flour,673,678,ch,flour+meal+wheat,6,5,0,1,0,0,0,0
as_1887,Meal and Flour,Wheat Meal or Flour,659,666,ch,flour+meal+wheat,8,8,0,0,0,0,0,0
as_1887,Meal and Flour,Wheat Meal or Flour,667,667,ch,flour+meal+wheat,1,1,0,0,0,0,0,0
as_1887,Meal and Flour,Wheat Meal or Flour,668,668,ch,flour+meal+wheat,1,1,0,0,0,0,0,0
as_1887,Meal and Flour,Wheat Meal or Flour,669,669,ch,flour+meal+wheat,1,1,0,0,0,0,0,0
as_1887,Meal and Flour,Wheat Meal or Flour,670,676,ch,flour+meal+wheat,7,5,0,2,0,0,0,0
as_1889,Meal and Flour,Wheat Meal or Flour,675,685,ch,flour+meal+wheat,11,11,0,0,0,0,0,0
as_1889,Meal and Flour,Wheat Meal or Flour,687,691,ch,flour+meal+wheat,5,3,0,2,0,0,0,0
as_1883,"CORN, GRAIN, MEAL, AND FLOUR",Wheat Meal or Flour,0,0,ch,flour+meal+wheat,0,0,0,0,0,0,0,0
as_1885,"CORN, GRAIN, MEAL, and FLOUR",Wheat Meal or Flour,0,0,ch,flour+meal+wheat,0,0,0,0,0,0,0,0
as_1889,Corn and Grain,Wheat Meal or Flour,0,0,ch,flour+meal+wheat,0,0,0,0,0,0,0,0
as_1897,CORDAGE,Oats,0,0,ch,corn+grain+oats,0,0,0,0,0,0,0,0
as_1895,"CORN, GRAIN, MEAL, AND FLOUR",Oats,0,0,ch,corn+grain+oats,0,0,0,0,0,0,0,0
as_1895,"CORN, GRAIN, MEAL AND FLOUR",Oats,0,0,ch,corn+grain+oats,0,0,0,0,0,0,0,0
as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",Oats,0,0,ch,corn+grain+oats,0,0,0,0,0,0,0,0
as_1899,CHEESE,Oats,0,0,ch,corn+grain+oats,0,0,0,0,0,0,0,0
as_1873,"TEETH, Elephants, Sea Cow, and Sea Horse",,1503,1505,inf,cow+elephant+horse+sea+teeth,3,3,0,0,0,0,0,0
as_1873,"TEETH, Elephants, Sea Cow, and Sea Horse","West Coast of Africa, Foreign",1506,1514,inf,cow+elephant+horse+sea+teeth,9,8,0,1,0,0,0,0
as_1873,TAR,"TEETH, Elephants, Sea Cow, and Sea Horse",0,0,ch,cow+elephant+horse+sea+teeth,0,0,0,0,0,0,0,0
as_1873,TEETH,"Elephants', Sea Cow, and Sea Horse",0,0,ch,cow+elephant+horse+sea+teeth,0,0,0,0,0,0,0,0
as_1874,"TEETH, Elephants, Sea Cow, and Sea Horse",,1538,1542,inf,cow+elephant+horse+sea+teeth,5,5,0,0,0,0,0,0
as_1874,"TEETH, Elephants, Sea Cow, and Sea Horse","West Coast of Africa, Foreign",1543,1551,inf,cow+elephant+horse+sea+teeth,9,8,0,1,0,0,0,0
as_1874,TAR,"TEETH, Elephants, Sea Cow, and Sea Horse",0,0,ch,cow+elephant+horse+sea+teeth,0,0,0,0,0,0,0,0
as_1874,TEETH,"Elephants', Sea Cow, and Sea Horse",0,0,ch,cow+elephant+horse+sea+teeth,0,0,0,0,0,0,0,0
as_1875,"TEETH, Elephants', Sea Cow, and Sea Horse",,1558,1561,inf,cow+elephant+horse+sea+teeth,4,4,0,0,0,0,0,0
as_1875,"TEETH, Elephants', Sea Cow, and Sea Horse","West Coast of Africa, Foreign",1562,1572,inf,cow+elephant+horse+sea+teeth,11,10,0,1,0,0,0,0
as_1875,TAR,"TEETH, Elephants', Sea Cow, and Sea Horse",0,0,ch,cow+elephant+horse+sea+teeth,0,0,0,0,0,0,0,0
as_1875,TEETH,"Elephants', Sea Cow, and Sea Horse",0,0,ch,cow+elephant+horse+sea+teeth,0,0,0,0,0,0,0,0
as_1878,TAR,"TEETH, Elephants', Sea Cow, and Sea Horse",1712,1722,ch,cow+elephant+horse+sea+teeth,11,11,0,0,0,0,0,0
as_1878,TAR,"TEETH, Elephants', Sea Cow, and Sea Horse",1723,1723,ch,cow+elephant+horse+sea+teeth,1,1,0,0,0,0,0,0
as_1878,"TEETH, Elephants', Sea Cow, and Sea Horse",,0,0,ch,cow+elephant+horse+sea+teeth,0,0,0,0,0,0,0,0
as_1878,"TEETH, Elephants', Sea Cow, and Sea Horse","West Coast of Africa, Foreign",0,0,ch,cow+elephant+horse+sea+teeth,0,0,0,0,0,0,0,0
as_1878,TEETH,"Elephants', Sea Cow, and Sea Horse",0,0,ch,cow+elephant+horse+sea+teeth,0,0,0,0,0,0,0,0
as_1880,"TEETH, Elephants', Sea Cow, and Sea Horse",,1551,1563,inf,cow+elephant+horse+sea+teeth,13,12,0,1,0,0,0,0
as_1880,TAR,"TEETH, Elephants', Sea Cow, and Sea Horse",0,0,ch,cow+elephant+horse+sea+teeth,0,0,0,0,0,0,0,0
as_1880,TEETH,"Elephants, Sea Cow, and Sea Horse",0,0,ch,cow+elephant+horse+sea+teeth,0,0,0,0,0,0,0,0
as_1881,TAR,"TEETH, Elephants', Sea Cow, and Sea Horse",1583,1583,ch,cow+elephant+horse+sea+teeth,1,1,0,0,0,0,0,0
as_1881,TAR,"TEETH, Elephants', Sea Cow, and Sea Horse",1585,1590,ch,cow+elephant+horse+sea+teeth,6,6,0,0,0,0,0,0
as_1899,IVORY,"Teeth, Elephants', Sea-cow, Sea-horse, or Sea-morse",11505,11566,ch,cow+elephant+horse+morse+sea+teeth,62,62,0,0,0,0,0,0
as_1899,IVORY,Eastern Coast of Africa,11567,11670,ch,cow+elephant+horse+morse+sea+teeth,104,89,0,15,0,0,0,0
as_1897,IVORY,"Teeth, Elephants', Sea-cow, Sea-horse, or Sea-morse",11413,11470,ch,cow+elephant+horse+morse+sea+teeth,58,22,0,0,0,0,0,36
as_1897,IVORY,Eastern Coast of Africa,11471,11570,ch,cow+elephant+horse+morse+sea+teeth,100,42,0,10,0,0,0,48
as_1893,IVORY,"Teeth, Elephants', Sea Cow, Sea Horse, or Sea Morse",0,0,ch,cow+elephant+horse+morse+sea+teeth,0,0,0,0,0,0,0,0
as_1893,IVORY,"Teeth, Elephants'. Sea Cow, Sea   Horse, or Sea Morse",0,0,ch,cow+elephant+horse+morse+sea+teeth,0,0,0,0,0,0,0,0
as_1890,Corn and Grain,Wheat,551,576,ch,corn+grain+wheat,26,23,0,3,0,0,0,0
as_1890,Corn and Grain,Wheat,551,551,ch,corn+grain+wheat,1,1,0,0,0,0,0,0
as_1890,Corn and Grain,Wheat,570,570,ch,corn+grain+wheat,1,1,0,0,0,0,0,0
as_1890,Corn and Grain,Wheat,571,571,ch,corn+grain+wheat,1,1,0,0,0,0,0,0
as_1890,Corn and Grain,Wheat,572,572,ch,corn+grain+wheat,1,1,0,0,0,0,0,0
as_1890,COPPER,Wheat,0,0,ch,corn+grain+wheat,0,0,0,0,0,0,0,0
as_1880,COFFEE,,29,33,ch,coffee,5,5,0,0,0,0,0,0
as_1880,COFFEE,,34,34,ch,coffee,1,1,0,0,0,0,0,0
as_1880,COFFEE,,35,54,ch,coffee,20,19,0,1,0,0,0,0
as_1880,COCOA,COFFEE,0,0,ch,coffee,0,0,0,0,0,0,0,0
as_1899,COFFEE,Raw,25770,25918,ch,coffee+raw,149,56,0,5,0,0,88,0
as_1897,COFFEE,,0,0,ch,coffee+raw,0,0,0,0,0,0,0,0
as_1897,"CARDS, PLAYING",COFFEE: „ Raw,0,0,ch,coffee+raw,0,0,0,0,0,0,0,0
as_1898,"CARDS, PLAYING",COFFEE: „ RAW,0,0,ch,coffee+raw,0,0,0,0,0,0,0,0
as_1875,OIL,Palm,1076,1081,ch,oil+palm,6,6,0,0,0,0,0,0
as_1899,SUGAR,"Glucose, Solid or Liquid",21683,21728,ch,glucose+liquid+solid+sugar,46,32,0,14,0,0,0,0
as_1898,SUGAR,"Glucose, Solid or Liquid",21469,21510,inf,glucose+liquid+solid+sugar,42,5,0,13,0,0,0,24
as_1895,"STATIONERY, other than Paper",Glucose (Solid or Liquid),0,0,ch,glucose+liquid+solid+sugar,0,0,0,0,0,0,0,0
as_1897,Beef,Glucose (solid or liquid),0,0,ch,glucose+liquid+solid+sugar,0,0,0,0,0,0,0,0
as_1898,SPICES,Glucose (solid or liquid),0,0,ch,glucose+liquid+solid+sugar,0,0,0,0,0,0,0,0
as_1897,SPONGE,Glucose (solid or liquid),0,0,ch,glucose+liquid+solid+sugar,0,0,0,0,0,0,0,0
as_1898,SILK,Glucose (solid or liquid),0,0,ch,glucose+liquid+solid+sugar,0,0,0,0,0,0,0,0
as_1899,"Unrefined, Beetroot",Glucose (solid or liquid),0,0,ch,glucose+liquid+solid+sugar,0,0,0,0,0,0,0,0
as_1897,CAOUTCHouc,,1768,1827,ch,caoutchouc,60,60,0,0,0,0,0,0
as_1897,CAOUTCHouc,Eastern Coast of Africa,1828,2002,ch,caoutchouc,175,160,0,15,0,0,0,0
as_1899,CAOUTCHOUC,,1721,1790,inf,caoutchouc,70,33,0,0,0,0,0,37
as_1899,CAOUTCHOUC,Eastern Coast of Africa,1791,1968,inf,caoutchouc,178,83,0,15,0,0,0,80
as_1898,CAOUTCHOUCC,,0,0,ch,caoutchouc,0,0,0,0,0,0,0,0
as_1895,CAOUTCHOUIC,,0,0,ch,caoutchouc,0,0,0,0,0,0,0,0
as_1896,CAOUTCHOUQ,,0,0,ch,caoutchouc,0,0,0,0,0,0,0,0
as_1894,CAOUTCHOUUC,,0,0,ch,caoutchouc,0,0,0,0,0,0,0,0
as_1893,CAOUTCHOUC,West Coast of Africa,0,0,ch,caoutchouc,0,0,0,0,0,0,0,0
as_1893,CAOUTCHOUC,East Coast of Africa,0,0,ch,caoutchouc,0,0,0,0,0,0,0,0
as_1897,CAOUTCHOUC,Eastern Coast of Africa,0,0,ch,caoutchouc,0,0,0,0,0,0,0,0
as_1898,TEA,,26923,27051,ch,tea,129,114,0,15,0,0,0,0
as_1898,SPIRITS,TEA,0,0,ch,tea,0,0,0,0,0,0,0,0
as_1897,"CARDS, PLAYING",TEA,0,0,ch,tea,0,0,0,0,0,0,0,0
as_1899,"CARDS, PLAYING",TEA,0,0,ch,tea,0,0,0,0,0,0,0,0
as_1896,TEA,Other Sorts,0,0,ch,tea,0,0,0,0,0,0,0,0
as_1899,EGGS,"Cured or salted, unenumerated",6869,6935,inf,cured+fish+salted,67,67,0,0,0,0,0,0
as_1899,EGGS,"Cured or salted, unenumerated",6941,6981,inf,cured+fish+salted,41,31,0,10,0,0,0,0
as_1898,FISH (including Turtle),"Cured or salted, unenumerated",0,0,ch,cured+fish+salted,0,0,0,0,0,0,0,0
as_1898,FISH (including Turtle),"Cured or Salted, unenumerated",0,0,ch,cured+fish+salted,0,0,0,0,0,0,0,0
as_1897,FEATHERS AND DOWN,"Cured or salted, unenumerated",0,0,ch,cured+fish+salted,0,0,0,0,0,0,0,0
