volume	fiscal_year	seq	offset	family	inherited	title	intertext_len	n_header_rows	n_body_rows	cells_hist	span_hist	header	first_row
oocihm.9_08052_16_2	1882	549	2680360	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	33	[[6, 1], [7, 11], [8, 21]]	[[7, 12], [8, 21]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—DRUGS, DYES, ETC.—Continued. | Lbs. | $ | Lbs. | $ | 
oocihm.9_08052_16_2	1882	550	2684821	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—*Continued.*	50	2	34	[[1, 1], [7, 33]]	[[7, 34]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—DRUGS, DYES, ETC.— Continued.
oocihm.9_08052_16_2	1882	551	2689265	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—*Continued.*	50	2	37	[[1, 1], [7, 36]]	[[7, 37]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FRESH GOODS—DRUGS, DYES, ETC.— Continued.
oocihm.9_08052_16_2	1882	552	2693970	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—*Continued.*	50	2	32	[[1, 1], [7, 31]]	[[7, 32]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—DRUGS, DYES, ETC.— Continued.
oocihm.9_08052_16_2	1882	553	2698111	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—*Continued.*	50	2	38	[[1, 1], [7, 37]]	[[7, 38]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—DRUGS, DYES, ETC.— Continued.
oocihm.9_08052_16_2	1882	554	2702739	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—*Continued.*	50	2	43	[[1, 1], [7, 42]]	[[7, 43]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—DRUGS, DYES, ETC.— Continued.
oocihm.9_08052_16_2	1882	555	2708369	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	38	[[6, 1], [7, 37]]	[[7, 38]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—DRUGS, DYES, ETC.—Continued. | Lbs. | $ | Lbs. | $ | 
oocihm.9_08052_16_2	1882	556	2713126	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	38	[[6, 1], [7, 37]]	[[7, 38]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—DRUGS, DYES, ETC.—Continued. | Lbs. | $ | Lbs. | $ | 
oocihm.9_08052_16_2	1882	557	2718054	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	36	[[1, 1], [7, 35]]	[[7, 36]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	558	2724738	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	33	[[1, 1], [7, 32]]	[[7, 33]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	559	2729321	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	39	[[1, 3], [7, 36]]	[[7, 39]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	560	2734506	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	36	[[1, 1], [7, 35]]	[[7, 36]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES— Cou.
oocihm.9_08052_16_2	1882	561	2739247	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	37	[[1, 1], [7, 36]]	[[7, 37]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	562	2744354	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	40	[[1, 10], [7, 30]]	[[7, 40]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	563	2748992	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	42	[[1, 1], [6, 1], [7, 40]]	[[7, 42]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	564	2754312	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	36	[[1, 1], [7, 35]]	[[7, 36]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	565	2759229	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	38	[[1, 1], [7, 37]]	[[7, 38]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	566	2764222	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—*Continued.*	50	2	33	[[1, 1], [7, 32]]	[[7, 33]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES— Con.
oocihm.9_08052_16_2	1882	567	2768621	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	46	[[1, 11], [7, 35]]	[[7, 46]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	568	2773751	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	39	[[1, 1], [7, 38]]	[[7, 39]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	569	2778860	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	38	[[1, 1], [7, 37]]	[[7, 38]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	570	2783868	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	36	[[1, 1], [7, 35]]	[[7, 36]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	571	2788583	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	33	[[1, 1], [7, 32]]	[[7, 33]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	572	2793002	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	44	[[6, 32], [7, 12]]	[[6, 31], [7, 13]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES— Con. | Brls. | $ | Brls. | $ | 
oocihm.9_08052_16_2	1882	573	2798086	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	41	[[1, 1], [7, 40]]	[[7, 41]]	ARTICLES AND COUNTRIES whence IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	574	2803335	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	37	[[1, 1], [7, 36]]	[[7, 37]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	575	2808096	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	34	[[6, 1], [7, 33]]	[[7, 34]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con. | M. | $ | M. | $ | 
oocihm.9_08052_16_2	1882	576	2812619	imports_general	1	No 1.—GENERAL STATEMENT OF IMPORTS—Continued.	47	2	31	[[1, 1], [7, 30]]	[[7, 31]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— MANUFACTURES—Con.
oocihm.9_08052_16_2	1882	577	2817055	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—*Continua.*	49	2	30	[[1, 1], [7, 29]]	[[7, 30]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	578	2821177	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—*Continued.*	50	2	37	[[1, 3], [7, 34]]	[[7, 37]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	579	2826015	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	35	[[1, 2], [7, 33]]	[[7, 35]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	580	2830884	imports_general	1	No 1—GENERAL STATEMENT OF IMPORTS—Continued.	46	2	29	[[1, 2], [7, 27]]	[[7, 29]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	581	2834899	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	33	[[1, 1], [7, 32]]	[[7, 33]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	582	2839416	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	39	[[1, 2], [7, 37]]	[[7, 39]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	583	2844469	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	29	[[1, 1], [6, 14], [7, 14]]	[[6, 14], [7, 15]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	584	2848315	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—*Continued.*	50	2	35	[[1, 5], [7, 30]]	[[7, 35]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	585	2852836	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	34	[[1, 1], [7, 33]]	[[7, 34]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	586	2857418	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	34	[[1, 3], [7, 31]]	[[7, 34]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	587	2862100	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	35	[[1, 1], [7, 34]]	[[7, 35]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FINE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	588	2866907	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	31	[[1, 1], [6, 1], [7, 29]]	[[7, 31]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—MISCELLANEOUS ARTICLES—Con.
oocihm.9_08052_16_2	1882	589	2871142	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—Continued.	48	2	25	[[1, 1], [7, 24]]	[[7, 25]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS— SPECIAL EXEMPTIONS.
oocihm.9_08052_16_2	1882	590	2875136	imports_general	0	No. 1.—GENERAL STATEMENT OF IMPORTS—*Continued.*	50	2	10	[[1, 1], [7, 9]]	[[7, 10]]	ARTICLES AND COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. || Quantity. | Value. | Quantity. | Value. | Duty.	FREE GOODS—SPECIAL EXEMPTIONS— Continued.
oocihm.9_08052_16_2	1882	591	2876785	other	0	RECAPITULATION BY PROVINCES.	30	3	27	[[5, 27]]	[[5, 27]]	 | Provinces into which Imported. | Imported. | Entered for Home Consumption. | Duty. || Value. | Value. ||  |  | $ | $ | $ cts.	Total Dutiable Goods..... | Ontario ..... | 33,202,806 | 32,145,919 | 7,348,661 16
oocihm.9_08052_16_2	1882	592	2880021	other	1	ABSTRACT BY COUNTRIES AND PROVINCES. )	40	3	39	[[5, 34], [6, 5]]	[[5, 34], [6, 5]]	COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Dutiable Goods. | Free Goods. | Total. ||  |  | $ | $ | $ | $ cts.	Great Britain..... | Ontario..... | 15,288,620 | 2,016,292 | 17,304,912 | 3,623 322 32
oocihm.9_08052_16_2	1882	593	2884702	other	1	ABSTRACT by Countries and Provinces.—*Continued.*	51	3	35	[[5, 28], [6, 7]]	[[5, 28], [6, 7]]	COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Dutiable Goods. | Free Goods. | Total. ||  |  | $ | $ | $ | $ cts.	Belgium ..... | Ontario..... | 62,772 | 562 | 63,334 | 14,096 93
oocihm.9_08052_16_2	1882	594	2888681	other	1	ABSTRACT by Countries and Provinces—*Continued.*	50	3	38	[[5, 25], [6, 13]]	[[5, 25], [6, 13]]	COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Dutiable Goods. | Free Goods. | Total. ||  |  | $ | $ | $ | $ cts.	China..... | Ontario..... | 60,739 | 103,444 | 164,183 | 13,560 84
oocihm.9_08052_16_2	1882	595	2893143	other	1	ABSTRACT by Countries and Provinces—*Continued.*	50	3	33	[[5, 24], [6, 9]]	[[5, 24], [6, 9]]	COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Dutiable Goods. | Free Goods. | Total. ||  |  | $ | $ | $ | $ cts.	Danish West Indies.. | Nova Scotia ..... | 564 | 9,056 | 9,620 | 326 42
oocihm.9_08052_16_2	1882	596	2897029	other	1	ABSTRACT by Countries and Provinces—Continued.	48	3	30	[[5, 19], [6, 11]]	[[5, 19], [6, 11]]	COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Dutiable Goods. | Free Goods. | Total. ||  |  | $ | $ | $ | $ cts.	Norway and Sweden | Ontario..... | 1,081 | ..... | 1,081 | 189 18
oocihm.9_08052_16_2	1882	597	2900620	other	1	ABSTRACT by Countries and Provinces—*Concluded.*	50	3	13	[[6, 13]]	[[6, 13]]	COUNTRIES WHENCE IMPORTED. | PROVINCES INTO WHICH IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Dutiable Goods. | Free Goods. | Total. ||  |  | $ | $ | $ | $ cts.	Navigators' Islands.. | British Columbia | 181 | ..... | 181 | 35 50
oocihm.9_08052_16_2	1882	598	2902962	imports_abstract	0	ABSTRACT of the Value of Goods Entered for Consumption in each Province of the Dominion of Canada, distinguishing those which paid Duty from those entered Free of Duty, and also showing the Countries whence Imported, and the Amount of Duty Collected thereon during the Fiscal Year ending the 30th day	338	1	29	[[5, 29]]	[[5, 29]]	Countries. | Dutiable Goods. | Free Goods. | Total. | Duty Collected.	 | $ | $ | $ | $
oocihm.9_08052_16_2	1882	599	2906150	imports_abstract	1	ABSTRACT of the Value of Goods entered for Consumption, &c.—Continued.	93	2	33	[[5, 33]]	[[5, 33]]	Countries. | Dutiable Goods. | Free Goods. | Total. | Duty Collected. ||  | $ | $ | $ | $ cts.	Great Britain..... | 18,993,699 | 5,236,684 | 24,230,383 | 4,461,830 03
oocihm.9_08052_16_2	1882	600	2909955	imports_abstract	1	ABSTRACT of the Value of Goods entered for Consumption, &c.—*Continued.*PROVINCE OF NOVA SCOTIA.	98	2	21	[[5, 21]]	[[5, 21]]	Countries. | Dutiable Goods. | Free Goods. | Total. | Duty Collected. ||  | $ | $ | $ | $ cts.	Great Britain..... | 2,848,583 | 892,256 | 3,740,839 | 724,870 75
oocihm.9_08052_16_2	1882	601	2912376	imports_abstract	1	PROVINCE OF NEW BRUNSWICK.	30	2	22	[[5, 22]]	[[5, 22]]	Countries. | Dutiable Goods. | Free Goods. | Total. | Duty Collected ||  | $ | $ | $ | $ cts.	Great Britain..... | 2,497,247 | 737,166 | 3,234,413 | 648,484 47
oocihm.9_08052_16_2	1882	602	2914878	imports_abstract	1	ABSTRACT of the Value of Goods Entered for Consumption, &c.—*Continued.*PROVINCE OF MANITOBA.	95	2	18	[[5, 18]]	[[5, 18]]	Countries. | Dutiable Goods. | Free Goods. | Total. | Duty Collected. ||  | $ | $ | $ | $ cts.	Great Britain..... | 731,401 | 48,277 | 779,678 | 205,744 08
oocihm.9_08052_16_2	1882	603	2916926	imports_abstract	1	PROVINCE OF BRITISH COLUMBIA.	33	0	19	[[5, 19]]	[[5, 19]]		Great Britain..... | 612,779 | 116,824 | 759,603 | 210,923 81
oocihm.9_08052_16_2	1882	604	2918987	imports_abstract	1	ABSTRACT of the Value of Goods entered for Consumption, &c.—*Continued.*PROVINCE OF PRINCE EDWARD ISLAND.	107	2	12	[[5, 12]]	[[5, 12]]	Countries. | Dutiable Goods. | Free Goods. | Total. | Duty Collected. ||  | $ | $ | $ | $ cts.	Great Britain..... | 457,401 | 90,112 | 547,513 | 136,635 54
oocihm.9_08052_16_2	1882	605	2920466	imports_abstract	1	NORTH-WEST TERRITORIES.	27	0	1	[[5, 1]]	[[5, 1]]		United States..... | 294,075 | 139,575 | 433,650 | 51,755 28
oocihm.9_08052_16_2	1882	606	2920711	imports_abstract	1	ABSTRACT of the Value of Goods entered for Consumption, &c.—Concluded DOMINION OF CANADA.	92	2	41	[[5, 41]]	[[5, 41]]	Countries whence Imported. | Dutiable Goods. | Free Goods. | Total. | Duty Collected. ||  | $ | $ | $ | $ cts.	Great Britain..... | 41,459,730 | 9,137,611 | 50,597,341 | 10,011,811 00
oocihm.9_08052_16_2	1882	607	2925644	imports_summary	0	JOHNSON, Commissioner of Customs.**No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported and Entered for Consumption in the Dominion of Canada; also the amount of Duty collected and the rates of Duty levied thereon during the Fiscal Year ending 30th June, 1882.** (*Abbreviations 	344	2	28	[[1, 1], [7, 27]]	[[7, 28]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | Duty. || Quantity. | Value. | Quantity. | Value. | Amount.	DUTTABLE GOODS.
oocihm.9_08052_16_2	1882	608	2930333	imports_summary	1		0	0	37	[[7, 37]]	[[7, 37]]		"Printed, Lithographed or Copper, or Steel Plate Bill-heads, Cheques, Envelopes and Miniature Newspapers, Receipts, Diaries, &c., &c..... | 30 ""..... | 274,539 | 153,987 | 290,029 | 151,188 | 45,379 91"
oocihm.9_08052_16_2	1882	609	2936448	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	2	30	[[1, 2], [7, 28]]	[[7, 30]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount.	DUTIABLE GOODS.—Continued.
oocihm.9_08052_16_2	1882	610	2940951	imports_summary	1		0	0	32	[[9, 32]]	[[9, 32]]		"Clock springs..... | "" | 50 cts per ton..... | 682,933 | 2,895,229 | 638,273 | 875 | 319,148 | 87"
oocihm.9_08052_16_2	1882	611	2947757	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	2	22	[[1, 1], [8, 21]]	[[8, 22]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | DUTY. || Quantity. | Value. | Quantity. | Value. | Amount. | $ cts.	DUTABLE GOODS—Continued.
oocihm.9_08052_16_2	1882	612	2951956	imports_summary	1		0	1	41	[[1, 2], [4, 39]]	[[4, 41]]	Goods | Quantity | Price | Value	Drugs, Dyes, Chemicals and Medicines:—
oocihm.9_08052_16_2	1882	613	2956306	imports_summary	0	No. 2.—SUMMARY STATEMENT showing the Quantity and Value of Goods Imported, &c.—Continued.	91	2	29	[[1, 2], [7, 27]]	[[7, 29]]	ARTICLES. | RATE OF DUTY. | IMPORTED. | ENTERED FOR HOME CONSUMPTION. | Duty. || Quantity. | Value. | Quantity. | Value.	DUTIABLE GOODS—Continued.
oocihm.9_08052_16_2	1882	614	2961092	imports_summary	1		0	0	42	[[1, 7], [7, 35]]	[[7, 42]]		""" preserved..... | 20 "" | 41,090 | 4,035 | 39,650 | 3,882 | 776 29"
