fiscal_year,volume,pair_id,row_seq,era,labels,align_status,key,tot_imp_qty,tot_imp_value,gt_qty,gt_value,gt_duty,pt_qty,pt_value,pt_duty,sx_qty,sx_value,sx_duty,efc_qty,efc_value,efc_duty,closes
1900,statcan_nibi_w2_1900,1,7,GP,New Brunswick.....,joined_weak,position,19463,14916,19853,15374,4764.84,,,,,,,19833,15374,4764.84,2
1900,statcan_nibi_w2_1900,1,8,GP,Manitoba.....,joined_weak,position,24684,10417,29175,14097,7001.9,,,,,,,20175,14097,7001.9,2
1900,statcan_nibi_w2_1900,1,16,GP,"2 "" "" casks > United States.....",joined_weak,position,112619,20365,122604,21160,20736.32,,,,,,,129604,21160,20736.32,2
1900,statcan_nibi_w2_1900,1,22,GP,British Columbia.....,joined_weak,position,7173,5634,22675,6075,3627.68,,,,,,,22075,6075,3627.68,2
1900,statcan_nibi_w2_1900,2,0,GP,"1 Animals, living, viz:—",left_only,,,8,,,,,,,,,,,,,
1900,statcan_nibi_w2_1900,2,28,GP,Great Britain.....,left_only,,82,2820,,,,,,,,,,,,,
1900,statcan_nibi_w2_1900,2,29,GP,Germany.....,joined_weak,position,390,11680,,4,,,,,,,,,,,0
1900,statcan_nibi_w2_1900,6,0,GP,Without pockets..... > Great Britain .....,joined_weak,position,34,1766,,3807,1332.45,4,958,251.48,,,,4,958,251.48,-2
1900,statcan_nibi_w2_1900,8,40,GP,Germany.,left_only,,,378,,,,,,,,,,,,,
1900,statcan_nibi_w2_1900,9,0,GP,DUTIABLE GOODS—CON.,left_only,,,8,,,,,,,,,,,,,
1900,statcan_nibi_w2_1900,9,15,GP,Total..... > Ontario.....,joined_weak,position,21980,5607,21967,5002,3205.05,13,5,1.45,,,,24290,8007,5232.31,-2
1900,statcan_nibi_w2_1900,10,27,GP,Total..... > Ontario.....,joined_weak,position,134469,32392,130343,31480,19551.45,2051,463,230.74,,,,132391,31943,19782.19,2
1900,statcan_nibi_w2_1900,10,40,GP,United States.....,joined_weak,position,6287,2648,7065,2907,1650.75,,,,,,,7005,2907,1650.75,2
1900,statcan_nibi_w2_1900,11,37,GP,Austria.,left_only,,5,,27,,,,,,,,,,,,
1900,statcan_nibi_w2_1900,11,38,GP,Belgium.,joined_weak,position,5,,12,12,3.6,,,,,,,,12,3.6,2
1900,statcan_nibi_w2_1900,11,39,GP,France.,joined_weak,position,5,,286,286,85.8,,,,,,,,286,85.8,2
1900,statcan_nibi_w2_1900,11,40,GP,Germany.,joined_weak,position,5,,11082,10795,3238.5,,,,,,,,10795,3238.5,2
1900,statcan_nibi_w2_1900,11,41,GP,United States.,joined_weak,position,5,,8838,8842,2652.6,,,,,,,,8842,2652.6,2
1900,statcan_nibi_w2_1900,11,42,GP,Ontario.,joined_weak,position,5,,20929,11372,3501.6,,9257,2082.83,,,,,20929,5581.43,-2
1900,statcan_nibi_w2_1900,11,43,GP,Quebec.,joined_weak,position,5,,42378,11473,3441.9,,30675,6902.04,,,,,42148,10343.94,2
1900,statcan_nibi_w2_1900,11,44,GP,Nova Scotia,joined_weak,position,5,,772,100,30.15,,672,151.21,,,,,772,181.36,2
1900,statcan_nibi_w2_1900,12,0,GP,,right_only,,,,,540,135.0,,2745,514.91,,,,,3285,649.91,2
1900,statcan_nibi_w2_1900,12,1,GP,,right_only,,,,,1927,481.75,,,,,,,,1927,481.75,2
1900,statcan_nibi_w2_1900,12,2,GP,,right_only,,,,,3198,799.5,,,,,,,,3198,799.5,2
1900,statcan_nibi_w2_1900,12,3,GP,,right_only,,,,,1564,391.0,,,,,,,,1564,391.0,2
1900,statcan_nibi_w2_1900,12,4,GP,,right_only,,,,,16893,4223.43,,,,,,,,16893,4223.43,2
1900,statcan_nibi_w2_1900,12,5,GP,,right_only,,,,,27,6.75,,,,,,,,27,6.75,2
1900,statcan_nibi_w2_1900,12,6,GP,,right_only,,,,,22417,5604.15,,,,,,,,22417,5604.15,2
1900,statcan_nibi_w2_1900,12,7,GP,,right_only,,,,,236,59.0,,13,2.44,,,,,249,61.44,2
1900,statcan_nibi_w2_1900,12,8,GP,,right_only,,,,,20863,5215.93,,1270,238.12,,,,,22133,5454.05,2
1900,statcan_nibi_w2_1900,12,9,GP,,right_only,,,,,581,145.25,,118,22.35,,,,,699,167.6,2
1900,statcan_nibi_w2_1900,12,10,GP,,right_only,,,,,159,39.75,,75,14.06,,,,,234,53.81,2
1900,statcan_nibi_w2_1900,12,11,GP,,right_only,,,,,15270,3817.5,,1269,237.94,,,,,16539,4055.44,2
1900,statcan_nibi_w2_1900,12,12,GP,,right_only,,,,,5365,1341.25,,,,,,,,5365,1341.25,2
1900,statcan_nibi_w2_1900,12,13,GP,,right_only,,,,,29,7.25,,,,,,,,29,7.25,2
1900,statcan_nibi_w2_1900,12,14,GP,,right_only,,,,,4063,1015.65,,,,,,,,4063,1015.65,2
1900,statcan_nibi_w2_1900,12,15,GP,,right_only,,,,,46566,11641.58,,2745,514.91,,,,,49311,12156.49,2
1900,statcan_nibi_w2_1900,12,16,GP,,right_only,,,,,526,184.1,,26838,7044.96,,,,,27364,7229.06,2
1900,statcan_nibi_w2_1900,12,17,GP,,right_only,,,,,2735,964.25,,,,,,,,2735,964.25,2
1900,statcan_nibi_w2_1900,12,18,GP,,right_only,,,,,310,108.5,,,,,,,,310,108.5,2
1900,statcan_nibi_w2_1900,12,19,GP,,right_only,,,,,34619,12116.11,,,,,,,,34619,12116.11,2
1900,statcan_nibi_w2_1900,12,20,GP,,right_only,,,,,19745,6910.75,,7730,2029.13,,,,,27475,8939.88,2
1900,statcan_nibi_w2_1900,12,21,GP,,right_only,,,,,12568,4398.8,,9369,2459.42,,,,,21937,6858.22,2
1900,statcan_nibi_w2_1900,12,22,GP,,right_only,,,,,1583,553.51,,1391,364.55,,,,,2974,918.06,2
1900,statcan_nibi_w2_1900,12,23,GP,,right_only,,,,,1209,423.15,,1729,453.89,,,,,2938,877.04,2
1900,statcan_nibi_w2_1900,12,24,GP,,right_only,,,,,1542,539.7,,3066,804.87,,,,,4608,1344.57,2
1900,statcan_nibi_w2_1900,12,25,GP,,right_only,,,,,1394,487.9,,2766,726.49,,,,,4160,1214.39,2
1900,statcan_nibi_w2_1900,12,26,GP,,right_only,,,,,59,20.65,,726,190.61,,,,,785,211.26,2
1900,statcan_nibi_w2_1900,12,27,GP,,right_only,,,,,14,4.9,,61,16.0,,,,,75,20.9,2
1900,statcan_nibi_w2_1900,12,28,GP,,right_only,,,,,96,33.6,,,,,,,,96,33.6,2
1900,statcan_nibi_w2_1900,12,29,GP,,right_only,,,,,38210,13372.96,,26838,7044.96,,,,,65048,20417.92,2
1900,statcan_nibi_w2_1900,12,30,GP,,right_only,,,,,1173,351.9,,393,88.43,,,,,493,88.43,-2
1900,statcan_nibi_w2_1900,12,31,GP,,right_only,,,,,6812,2043.6,,,,,,,,1173,351.9,-2
1900,statcan_nibi_w2_1900,12,32,GP,,right_only,,,,,,,,,,,,,,6812,2043.6,-2
1900,statcan_nibi_w2_1900,12,33,GP,,right_only,,,,,974,292.2,,,,,,,,974,292.2,2
1900,statcan_nibi_w2_1900,12,34,GP,,right_only,,,,,5987,1796.1,,379,83.25,,,,,6357,1879.35,0
1900,statcan_nibi_w2_1900,12,35,GP,,right_only,,,,,727,218.1,,,,,,,,727,218.1,2
1900,statcan_nibi_w2_1900,12,41,GP,,joined_weak,position,1985,12284,,10893,3267.9,,,,,,,1922,10893,3267.9,2
1900,statcan_nibi_w2_1900,13,18,GP,,joined_weak,position,,58,15.58,15,1.5,,,,,,,58,15,1.5,2
1900,statcan_nibi_w2_1900,14,12,GP,Ontario .....,joined_weak,position,9292,432,6140,211,42.2,1196,128,19.2,,,,7246,339,61.4,2
