pair_id	fiscal_year	volume	md_path	family	stmt_no	l_idx	l_offset	l_rows	l_inherited	r_idx	r_offset	r_rows	r_inherited	row_delta
0	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	summary_17	13	101	456055	34	0	102	460442	30	0	-4
1	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	205	962049	34	0	206	965787	27	0	-7
2	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	207	970260	37	0	208	973940	38	0	1
3	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	209	979767	40	0	210	983941	37	0	-3
4	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	211	989685	44	0	212	995446	42	0	-2
5	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	213	1001916	38	0	214	1006362	36	0	-2
6	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	215	1011547	42	0	216	1015693	40	0	-2
7	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	217	1021916	45	0	218	1026270	14	0	-31
8	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	219	1030031	44	0	220	1034379	42	0	-2
9	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	221	1040129	34	0	222	1043953	32	0	-2
10	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	223	1049003	38	0	224	1053028	34	0	-4
11	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	225	1058363	41	0	226	1062675	39	0	-2
12	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	227	1068266	46	0	228	1072718	42	0	-4
13	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	229	1078673	26	0	230	1081821	25	0	-1
14	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	231	1085725	31	0	232	1089495	30	0	-1
15	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	233	1093731	35	0	234	1096993	34	0	-1
16	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	237	1111493	37	0	238	1115460	36	0	-1
17	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	239	1120861	38	0	240	1125047	37	0	-1
18	1901	statcan_nibi_w2_1901	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2/statcan_CS4-4_1901_w2.md	imports_37	1	241	1130861	39	0	242	1134743	37	0	-2
