volume,flow,duty,group,article,year,total_qty,sum_qty,total_val,sum_val,worst_rel_err
as_1872,export_uk,,ALKALI,,1872,4453068.0,4453068.0,2486991.0,2456658.0,0.0122
as_1872,export_uk,,APPAREL and SLOPS,,1872,,0.0,3112452.0,3112422.0,0.0000
as_1872,export_uk,,"ARMS, AMMUNITION, and MILITARY STORES","Shot of Iron, including Shells",1872,27056.0,27126.0,35769.0,35769.0,0.0026
as_1872,export_uk,,"ARMS, AMMUNITION, and MILITARY STORES",Gunpowder,1872,19689628.0,19859628.0,485434.0,485434.0,0.0086
as_1872,export_uk,,"ARMS, AMMUNITION, AND MILITARY STORES",Percussion Caps,1872,679657916.0,679621916.0,69287.0,69287.0,0.0001
as_1872,export_uk,,"ARMS, AMMUNITION, and MILITARY STORES","Ordnance Stores, and Ammunition, Unenumerated",1872,,0.0,54622.0,153886.0,1.8173
as_1872,export_uk,,"BAGS and SACKS, Empty",,1872,3655092.0,3685192.0,1627026.0,1626669.0,0.0082
as_1872,export_uk,,BEER and ALE,,1872,522080.0,522020.0,2085430.0,2082500.0,0.0014
as_1872,export_uk,,BISCUIT and BREAD,,1872,124270.0,124270.0,327066.0,326366.0,0.0021
as_1872,export_uk,,BISCUIT and BREAD,REACHING MATERIALS,1872,551000.0,601060.0,373096.0,373036.0,0.0909
as_1872,export_uk,,"Books, Printed",,1872,81422.0,81092.0,883914.0,883914.0,0.0041
as_1872,export_uk,,BUTTER,,1872,51151.0,54450.0,305570.0,305570.0,0.0645
as_1872,export_uk,,"CANDLES, of all Sorts",,1872,6767013.0,6390872.0,222191.0,211457.0,0.0556
as_1872,export_uk,,CAOUTCHOUO MANUFACTURES,,1872,,0.0,1032092.0,1009092.0,0.0223
as_1872,export_uk,,"CARRIAGES, CARTS, &c.","Railway Waggons, Trucks, &c. (not of Iron) for Ballast, Minerals, or Merchandize",1872,2211.0,2211.0,198509.0,195413.0,0.0156
as_1872,export_uk,,"CARRIAGES, CARTS, &c.","Railway Waggons, Trucks, &c. (not of Iron) for Ballast, Minerals, or Merchandize",1872,70496.0,3655079.0,8685.0,449941.0,50.8480
as_1872,export_uk,,"CARRIAGES, CARTS, &c.","Railway Waggons, Trucks, &c. (not of Iron) for Ballast, Minerals, or Merchandize",1872,19440.0,13965.0,82392.0,57566.0,0.3013
as_1872,export_uk,,"CHEMICAL PRODUCTS or Preparations, not specially enumerated",,1872,,0.0,1863634.0,1700580.0,0.0875
as_1872,export_uk,,CLAY unmanufactured,,1872,110016.0,109991.0,133249.0,132949.0,0.0023
as_1872,export_uk,,"CLOCKS, WATCHES, and parts thereof",Coals,1872,12712231.0,12672236.0,9558418.0,9758318.0,0.0209
as_1872,export_uk,,"CLOCKS, WATCHES, and parts thereof",Coals,1872,279022.0,278992.0,394568.0,394568.0,0.0001
as_1872,export_uk,,"CLOCKS, WATCHES, and parts thereof",Coals,1872,207241.0,207208.0,189335.0,189335.0,0.0002
as_1872,export_uk,,"COALS, CINDERS, &c.Products of Coal, Peat, or Shale, including 
                    Naphtha, Paraffine, and Oil thereof, and 
                    Petroleum, Pitch, and Tar",,1872,,0.0,356293.0,326263.0,0.0843
as_1872,export_uk,,"COALS, CINDERS, &c.Products of Coal, Peat, or Shale, including 
                    Naphtha, Paraffine, and Oil thereof, and 
                    Petroleum, Pitch, and Tar",Unenumerated,1872,180078.0,180078.0,938822.0,908812.0,0.0320
as_1872,export_uk,,Malt,,1872,57958.0,57658.0,266806.0,186898.0,0.2995
as_1872,export_uk,,Malt,Oats,1872,77484.0,75184.0,34984.0,34984.0,0.0297
as_1872,export_uk,,MeAL and FLOUR,Wheat Meal or Flour,1872,37935.0,37905.0,33148.0,33148.0,0.0008
as_1872,export_uk,,Malt,Oatmeal,1872,11070.0,11040.0,11320.0,11320.0,0.0027
as_1872,export_uk,,MeAL and FLOUR,COTTON YARN and TW.,1872,212327972.0,207139438.0,16697426.0,16649662.0,0.0244
as_1872,export_uk,,COTTON MANUFACTURES,"Piece Goods, Plain",1872,2379968019.0,2137019887.0,34842628.0,31361748.0,0.1021
as_1872,export_uk,,COTTON MANUFACTURES,"Piece Goods, Printed",1872,,0.0,1137625766.0,1139087407.0,0.0013
as_1872,export_uk,,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",1872,,0.0,20391526.0,19063603.0,0.0651
as_1872,export_uk,,COTTON MANUFACTURES,Thread for Sewing,1872,8013856.0,8013226.0,1400243.0,1400243.0,0.0001
as_1872,export_uk,,COTTON MANUFACTURES,"Other Manufactures, Unenumerated",1872,,0.0,1004390.0,1003787.0,0.0006
as_1872,export_uk,,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,1872,,0.0,155860.0,152227.0,0.0233
as_1872,export_uk,,EARTHEN and CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",1872,,0.0,152636.0,1834251.0,11.0172
as_1872,export_uk,,FLAX,"Plate, Rough or Silvered (including Looking Glasses or Mirrors)",1872,760836.0,760736.0,373138.0,379138.0,0.0161
as_1872,export_uk,,GLASS,"HABERDASHERY and MILLINERY, including Embroidery and Needlework",1872,,0.0,6640827.0,6636627.0,0.0006
as_1872,export_uk,,GLASS,"HABERDASHERY and MILLINERY, including Embroidery and Needlework",1872,1050977.0,1050977.0,5089481.0,5087451.0,0.0004
as_1872,export_uk,,HATS,Of Straw,1872,185831.0,114289.0,198517.0,114422.0,0.4236
as_1872,export_uk,,HATS,Of Other Sorts,1872,25322.0,22912.0,50344.0,44687.0,0.1124
as_1872,export_uk,,HEMP,Dressed (British),1872,20634.0,20634.0,42435.0,41535.0,0.0212
as_1872,export_uk,,HEMP,"HIDES, RAW",1872,47929.0,47929.0,112325.0,122325.0,0.0890
as_1872,export_uk,,HORS,,1872,31215.0,11705.0,178333.0,69043.0,0.6250
as_1872,export_uk,,IRON,Bar,1872,273557.0,273557.0,3139670.0,3139690.0,0.0000
as_1872,export_uk,,IRON,RAILROAD--Rails and Tie Rods,1872,853651.0,863651.0,8768783.0,8768783.0,0.0117
as_1872,export_uk,,HEMP,RAILROAD—Unenumerated,1872,60802.0,60802.0,700094.0,700994.0,0.0013
as_1872,export_uk,,IRON,"Sheets, and Boiler and Armour Plates",1872,105203.0,105203.0,1636580.0,1599970.0,0.0224
as_1872,export_uk,,IRON,"Nails, Screws, and Rivets",1872,16720.0,16720.0,451015.0,454013.0,0.0066
as_1872,export_uk,,IRON,"Cast or Wrought, and all other Manufactures, except Ordnance, unenumerated",1872,203571.0,203571.0,3204281.0,3515281.0,0.0971
as_1872,export_uk,,IRON,"Steel, Bar, of all Kinds",1872,41776.0,41776.0,1379054.0,1375754.0,0.0024
as_1872,export_uk,,IRON,"Steel, Sheets",1872,2945.0,3045.0,91911.0,91911.0,0.0340
as_1872,export_uk,,IRON,"Manufactures of Steel, or of Steel and Iron combined",1872,11384.0,11389.0,623122.0,620092.0,0.0049
as_1872,export_uk,,LEAD,Pig,1872,33403.0,33403.0,658581.0,658584.0,0.0000
as_1872,export_uk,,LEAD,"Rolled and Sheet, Piping and Tubing",1872,139019.0,139019.0,1220981.0,1187981.0,0.0270
as_1872,export_uk,,LEAD,"Rolled and Sheet, Piping and Tubing",1872,579130.0,575780.0,1695248.0,1691953.0,0.0058
as_1872,export_uk,,LEAD,"Rolled and Sheet, Piping and Tubing",1872,1937604.0,1934604.0,376441.0,373441.0,0.0080
as_1872,export_uk,,Jute Manufactures,,1872,84452457.0,24227114.0,1486484.0,434872.0,0.7131
as_1872,export_uk,,Jute Manufactures,LUCIFER and VESTA MATCHES,1872,,0.0,19791.0,179050.0,8.0470
as_1872,export_uk,,MACHINERY and Mill Work,"Steam Engines or Parts of Steam Engines, Locomotive",1872,,0.0,37831.0,746560.0,18.7341
as_1872,export_uk,,MACHINERY and Mill Work,"Steam Engines or Parts of Steam Engines, other Descriptions",1872,,0.0,201579.0,1609032.0,6.9821
as_1872,export_uk,,MACHINERY and Mill Work,"Steam Engines or Parts of Steam Engines, other Descriptions",1872,,0.0,518329.0,518029.0,0.0006
as_1872,export_uk,,MACHINERY and Mill Work,"Steam Engines or Parts of Steam Engines, other Descriptions",1872,,0.0,112123.0,4100607.0,35.5724
as_1872,export_uk,,"MANURE, Unenumerated",,1872,,0.0,665475.0,671175.0,0.0086
as_1872,export_uk,,MEDICINES,,1872,,0.0,734086.0,662408.0,0.0976
as_1872,export_uk,,"MUSICAL INSTRUMENTS, and Parts thereof",,1872,,0.0,158660.0,162359.0,0.0233
as_1872,export_uk,,"OIL, other than Essential or Medicinal",Seed,1872,11071740.0,11071740.0,1539222.0,1245189.0,0.1910
as_1872,export_uk,,"OIL, other than Essential or Medicinal","OIL and FLOOR CLOTH, including India Rubber Cloth",1872,3216579.0,3216549.0,233503.0,233503.0,0.0000
as_1872,export_uk,,PAINTERS' COLOURS and MATERIALSUnenumerated,,1872,,0.0,1108161.0,889017.0,0.1978
as_1872,export_uk,,"PAPER: 
                    Writing or Printing, and Envelopes","Pickles, Vinegar, and Sauces",1872,78765.0,78765.0,190287.0,189987.0,0.0016
as_1872,export_uk,,"PAPER: 
                    Writing or Printing, and Envelopes","Pickles, Vinegar, and Sauces",1872,,0.0,605194.0,592607.0,0.0208
as_1872,export_uk,,"PLATE, GOLD",Silver,1872,,0.0,155852.0,75097.0,0.5182
as_1872,export_uk,,PLUMBAGO,,1872,,0.0,767614.0,1188020.0,0.5477
as_1872,export_uk,,RAGS (except Woollen) and other Materials for making Paper,,1872,30561.0,24564.0,578119.0,578119.0,0.1962
as_1872,export_uk,,SADDLERY AND HARNESS,,1872,,0.0,365559.0,305764.0,0.1636
as_1872,export_uk,,SALT (Rock and White),,1872,753581.0,753556.0,533171.0,530171.0,0.0056
as_1872,export_uk,,SALT (Rock and White),"SALTPETRE, British Prepared",1872,63913.0,63883.0,105964.0,105964.0,0.0005
as_1872,export_uk,,"SALTPETRE, British Prepared",,1872,106161.0,106161.0,201678.0,198675.0,0.0149
as_1872,export_uk,,SALT (Rock and White),Broad Stuffs of Silk or Satin,1872,2072930.0,2049330.0,408650.0,408650.0,0.0114
as_1872,export_uk,,SILK MANUFACTURES,Unenumerated,1872,,0.0,605831.0,605531.0,0.0005
as_1872,export_uk,,SILK MANUFACTURES,Broad Stuffs,1872,2344310.0,2314310.0,287723.0,287523.0,0.0128
as_1872,export_uk,,SILK MANUFACTURES,Other Kinds,1872,,0.0,56659.0,59030.0,0.0418
as_1872,export_uk,,SOAP,"Sheep and Lambs, Undressed, without the Wool",1872,5935043.0,5935743.0,396295.0,396295.0,0.0001
as_1872,export_uk,,SKINS and FURS,"Foreign, Dressed in the United Kingdom",1872,8732.0,1059639.0,3591.0,284651.0,120.3512
as_1872,export_uk,,"SPIRITS, BRITISH and IRISH",,1872,1807456.0,1603787.0,226186.0,200825.0,0.1127
as_1872,export_uk,,"STATIONERY, other than Paper",,1872,,0.0,662139.0,538780.0,0.1863
as_1872,export_uk,,"STATIONERY, other than Paper","Grindstones, Millstones, and other Sorts of Stone",1872,33755.0,27970.0,141747.0,89150.0,0.3711
as_1872,export_uk,,"STATIONERY, other than Paper",Refined and Candy,1872,632311.0,582362.0,1014256.0,934474.0,0.0790
as_1872,export_uk,,TELEGRAPHIC WIRES AND APPARATUS,,1872,,0.0,405318.0,364849.0,0.0998
as_1872,export_uk,,"TIN, Unwrought",,1872,113871.0,18951984.0,851082.0,141687105.0,165.4788
as_1872,export_uk,,TOBACCO and SNUFF Manufactured in the United Kingdom,Snuff,1872,286964.0,286964.0,49938.0,49908.0,0.0006
as_1872,export_uk,,TELEGRAPHIC WIRES AND APPARATUS,Snuff,1872,75817.0,75817.0,20799.0,21462.0,0.0319
as_1872,export_uk,,UMBRELLAS and PARASOLS,,1872,,0.0,244363.0,1251325313.0,5119.7642
as_1872,export_uk,,Wood and Timber,"Rough, Hewn, Sawn, or Split",1872,18884.0,1796105.0,82985.0,61376855.0,738.6138
as_1872,export_uk,,Wood and Timber,Unenumerated,1872,,0.0,92439.0,52225.0,0.4350
as_1872,export_uk,,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths: Coatings, Duffs, &c., of Wool, Mixed with other Materials",1872,11989784.0,11986364.0,7274355.0,6974055.0,0.0413
as_1872,export_uk,,WOOLLEN and WORSTED MANUFACTURES,"Worsted Stuffs, all Wool",1872,26335805.0,26335805.0,10432008.0,10023008.0,0.0392
as_1872,export_uk,,WOOLLEN and WORSTED MANUFACTURES,Shawls,1872,491096.0,491106.0,226710.0,226680.0,0.0001
as_1872,export_uk,,WOOLLEN and WORSTED MANUFACTURES,"Rugs, Coverlets, or Wrappers",1872,469777.0,460747.0,168418.0,168388.0,0.0192
as_1872,export_uk,,WOOLLEN and WORSTED MANUFACTURES,Hosiery,1872,,0.0,749685.0,719355.0,0.0405
as_1872,export_uk,,WOOLLEN and WORSTED MANUFACTURES,Hosiery,1872,,0.0,370962.0,370432.0,0.0014
as_1872,export_uk,,ZINC or SPELTER,"Crude, in Cakes",1872,71431.0,983761561.0,58399.0,773950660.0,13771.1936
as_1872,export_uk,,ZINC or SPELTER,Manufactures of,1872,29509.0,876661.0,43413.0,1078077.0,28.7083
as_1872,export_uk,,ZINC or SPELTER,"ALL OTHER ARTICLES not enumerated, and not falling under any of the general heads:
Unmanufactured",1872,,0.0,601813.0,601543.0,0.0004
as_1872,export_uk,,ZINC or SPELTER,Manufactured,1872,,0.0,4757237.0,4757175.0,0.0000
as_1872,export_uk,,COTTON MANUFACTURES,Stockings and Socks,1872,1182685.0,1182785.0,418839.0,418839.0,0.0001
as_1872,import,duty,"CHICORY, Raw or Kiln-dried",Roasted or Ground,1872,187666.0,187666.0,1923.0,2023.0,0.0520
as_1872,import,duty,"CHICORY, Raw or Kiln-dried",Roasted or Ground,1872,15044134.0,15060079.0,467144.0,471404.0,0.0091
as_1872,import,duty,"CHICORY, Raw or Kiln-dried",Roasted or Ground,1872,166269052.0,166269052.0,5257403.0,5227403.0,0.0057
as_1872,import,duty,"CHICORY, Raw or Kiln-dried",Roasted or Ground,1872,1138853.0,2362.0,1584073.0,1950.0,0.9988
as_1872,import,duty,SPIRITS,Rum,1872,6537273.0,6537273.0,674357.0,674294.0,0.0001
as_1872,import,duty,BEER AND ALE,Geneva,1872,44558.0,44558.0,71626.0,71726.0,0.0014
as_1872,import,duty,SPIRITS,Brandy,1872,55315.0,55344.0,209452.0,209452.0,0.0005
as_1872,import,duty,SUGAR,"Refined or Sugar, equal in quality thereto, and     Sugar Candy",1872,1729302.0,1729272.0,3142703.0,3142703.0,0.0000
as_1872,import,duty,Unrefined,1st Class,1872,462435.0,432405.0,,0.0,0.0649
as_1872,import,duty,Unrefined,2nd Class,1872,3646706.0,3646676.0,,0.0,0.0000
as_1872,import,duty,Unrefined,From British India,1872,13776696.0,4149854.0,18044898.0,5435933.0,0.6988
as_1872,import,duty,TEA,,1872,148481.0,184778637.0,10782.0,12922361.0,1243.4598
as_1872,import,duty,TOBACCO,Unmanufactured,1872,45549700.0,45549700.0,1563882.0,1563852.0,0.0000
as_1872,import,duty,TOBACCO,Cigars,1872,1464757.0,1464787.0,1033984.0,1033984.0,0.0000
as_1872,import,duty,TOBACCO,Cavendish or Negrohead,1872,2142372.0,2142272.0,95909.0,95909.0,0.0000
as_1872,import,duty,VARNISH CONTAINING ALCOHOL,VINEGAR,1872,58833.0,58803.0,6348.0,6348.0,0.0005
as_1872,import,duty,VARNISH CONTAINING ALCOHOL,VINEGAR,1872,9013879.0,9013849.0,2700926.0,2700923.0,0.0000
as_1872,import,duty,VARNISH CONTAINING ALCOHOL,VINEGAR,1872,19660127.0,19630127.0,7718548.0,7718818.0,0.0015
as_1872,import,free,ANIMALS,Oxen and Bulls,1872,110631.0,110631.0,2133341.0,2133338.0,0.0000
as_1872,import,free,ANIMALS,Sheep and Lambs,1872,809822.0,809822.0,1666874.0,1663874.0,0.0018
as_1872,import,free,BANK,Peruvian,1872,28451.0,28451.0,285620.0,285590.0,0.0001
as_1872,import,free,BOOKS,,1872,14172.0,14372.0,149189.0,148889.0,0.0141
as_1872,import,free,"BRASS, BRONZE, and METAL, Bronzed and Lacquered",,1872,17375.0,17381.0,109775.0,109775.0,0.0003
as_1872,import,free,BRISTLES,,1872,3065093.0,3021453.0,517809.0,507623.0,0.0197
as_1872,import,free,BUTTER,,1872,1138081.0,1126536.0,6028474.0,5986874.0,0.0101
as_1872,import,free,CANDLES,Stearine,1872,106270.0,103270.0,384375.0,384375.0,0.0282
as_1872,import,free,CANDLES,Other Kinds,1872,5890.0,5890.0,19855.0,19849.0,0.0003
as_1872,import,free,CAOUTCHouc,West Coast of Africa,1872,157114.0,146560.0,1762259.0,1729483.0,0.0672
as_1872,import,free,CAOUTCHOUC,Manufactures of,1872,725855.0,725855.0,80677.0,80647.0,0.0004
as_1872,import,free,CHEESE,,1872,,0.0,1057883.0,1053844.0,0.0038
as_1872,import,free,CHEMICAL MANUFACTURES and PRODUCTS,CHINA or PORCELAIN WARE,1872,,0.0,33740.0,32367.0,0.0407
as_1872,import,free,CHEMICAL MANUFACTURES and PRODUCTS,CLOCKS,1872,,0.0,374241.0,374161.0,0.0002
as_1872,import,free,CHEMICAL MANUFACTURES and PRODUCTS,"COALS, CULM, or CINDERS",1872,,0.0,5758.0,5129.0,0.1092
as_1872,import,free,Corn and Grain,Wheat,1872,42127720.0,42094096.0,26169185.0,25569185.0,0.0229
as_1872,import,free,Corn and Grain,Barley,1872,15016566.0,14716536.0,6194096.0,6193696.0,0.0200
as_1872,import,free,Corn and Grain,Oats,1872,11537325.0,11236995.0,4201492.0,4201492.0,0.0260
as_1872,import,free,Corn and Grain,Pease,1872,1296133.0,1296133.0,563763.0,564761.0,0.0018
as_1872,import,free,Corn and Grain,Beans,1872,2948916.0,2948916.0,1189052.0,1189952.0,0.0008
as_1872,import,free,Corn and Grain,Maize or Indian Corn,1872,,0.0,21532670.0,24532670.0,0.1393
as_1872,import,free,COTTON MANUFACTURES,Other than Muslins,1872,229251.0,229221.0,257828.0,257828.0,0.0001
as_1872,import,free,COTTON MANUFACTURES,GUTH,1872,5622.0,352.0,121458.0,8118.0,0.9374
as_1872,import,free,COTTON MANUFACTURES,"DRUGS, Unenumerated",1872,283878.0,288891.0,526001.0,571740.0,0.0870
as_1872,import,free,COTTON MANUFACTURES,Logwood,1872,27286.0,27286.0,161615.0,164615.0,0.0186
as_1872,import,free,"FLOWERS, ARTIFICIAL",Almonds,1872,70270.0,70210.0,201592.0,204589.0,0.0149
as_1872,import,free,"FLOWERS, ARTIFICIAL",",, Nuts principally used as Fruit",1872,,0.0,434697.0,434667.0,0.0001
as_1872,import,free,"FLOWERS, ARTIFICIAL",",, Oranges and Lemons",1872,2385160.0,2385160.0,1154270.0,1159270.0,0.0043
as_1872,import,free,"FLOWERS, ARTIFICIAL",",, Preserved without Sugar, Unenumerated",1872,4985627.0,5985597.0,74189.0,74189.0,0.2006
as_1872,import,free,"FLOWERS, ARTIFICIAL",",, Raw, not otherwise described",1872,1691703.0,1691694.0,1024685.0,1124685.0,0.0976
as_1872,import,free,FRUIT,",, Dried, not otherwise described",1872,76406.0,176116.0,67065.0,72035.0,1.3050
as_1872,import,free,GALLS,,1872,21931.0,21931.0,51963.0,59963.0,0.1540
as_1872,import,free,GLASS,",, Flint Glass",1872,61995.0,61995.0,270196.0,270496.0,0.0011
as_1872,import,free,GLASS,",, Manufactures, Unenumerated",1872,156830.0,156630.0,449125.0,449125.0,0.0013
as_1872,import,free,GOLD,Leaves of,1872,22154000.0,19154000.0,39478.0,39458.0,0.1354
as_1872,import,free,GUAR,Arabic,1872,42837.0,42917.0,123080.0,123080.0,0.0019
as_1872,import,free,GUAR,"Lac, Seed, Shell, Stick, and Dye",1872,75698.0,3518.0,449969.0,15427.0,0.9657
as_1872,import,free,GUAR,Unenumerated,1872,103571.0,83107.0,330170.0,256614.0,0.2228
as_1872,import,free,"GUNSTOCKS in the rough, of Wood",,1872,16506.0,3506.0,19988.0,19988.0,0.7876
as_1872,import,free,"GUTTA PERCHA, Raw",,1872,41597.0,41705.0,399955.0,368955.0,0.0775
as_1872,import,free,HAIR,"Cow, Ox, Bull, or Elk",1872,98231.0,98331.0,270322.0,270292.0,0.0010
as_1872,import,free,HAIR,Goats Hair or Wool,1872,6104490.0,6404190.0,762364.0,762364.0,0.0491
as_1872,import,free,HATS or BONNETS,Of Straw,1872,,0.0,195517.0,193277.0,0.0115
as_1872,import,free,HATS or BONNETS,Of Felt,1872,,0.0,172724.0,166694.0,0.0349
as_1872,import,free,HEMP,Tow or Codilla of,1872,,0.0,808420.0,180965.0,0.7761
as_1872,import,free,HEMP,"Tanned, not otherwise Dressed",1872,,0.0,23574061.0,23573761.0,0.0000
as_1872,import,free,HEMP,"Varnished, Japanned, or Enamelled",1872,,0.0,479658.0,476350.0,0.0069
as_1872,import,free,Horns,,1872,,0.0,135965.0,135959.0,0.0000
as_1872,import,free,Horns,Tips and Pieces of Horn and Hoofs,1872,,0.0,1091.0,5238.0,3.8011
as_1872,import,free,IRON and STEEL,Wrought or Manufactured,1872,781966.0,781966.0,1158017.0,1157987.0,0.0000
as_1872,import,free,ISINGLASS,,1872,3286.0,3286.0,56839.0,56819.0,0.0004
as_1872,import,free,JUTE,Yarn and Waste of,1872,2632071.0,2632071.0,57513.0,57483.0,0.0005
as_1872,import,free,JUTE,Machine or Imitation Lace,1872,,0.0,254991.0,257491.0,0.0098
as_1872,import,free,LIARD,,1872,579056.0,578756.0,1308814.0,1308844.0,0.0005
as_1872,import,free,LEAD,Pig and Sheet,1872,69841.0,69838.0,1529012.0,1525742.0,0.0021
as_1872,import,free,LEATHER MANUFACTURES,Gloves,1872,1052717.0,1052722.0,1403622.0,1403622.0,0.0000
as_1872,import,free,LINEN YARN (including Linen Yarn Waste),Manufactures,1872,,0.0,217393.0,217063.0,0.0015
as_1872,import,free,MADDER,Root,1872,109352.0,99946.0,271931.0,268931.0,0.0860
as_1872,import,free,MANURES,Bones of Animals and Fish for Manure only,1872,97644.0,97644.0,642813.0,642783.0,0.0000
as_1872,import,free,MANURES,Guano,1872,118704.0,118404.0,1201042.0,1201009.0,0.0025
as_1872,import,free,MEAT,"Salted or Fresh, not otherwise described",1872,55351.0,52364.0,138272.0,138272.0,0.0540
as_1872,import,free,MEAT,"Preserved, otherwise than by Salting",1872,350729.0,350729.0,945819.0,950789.0,0.0053
as_1872,import,free,"METAL, BELL","Leaf, not Gold",1872,206529.0,145061.0,10537.0,10537.0,0.2976
as_1872,import,free,METAL,"Unenumerated, Unwrought",1872,1106.0,1106.0,47599.0,47569.0,0.0006
as_1872,import,free,METAL,"Unenumerated, Wrought or Manufactured",1872,364.0,364.0,31822.0,34772.0,0.0927
as_1872,import,free,METAL,"Old (other than Iron or Copper), fit only for         re-manufacture",1872,3732.0,3702.0,217594.0,214294.0,0.0152
as_1872,import,free,MUSICAL INSTRUMENTS,,1872,,0.0,442311.0,442351.0,0.0001
as_1872,import,free,MYRABOLAMS,,1872,484453.0,454453.0,230857.0,281557.0,0.2196
as_1872,import,free,"NITRE, CUBIC",,1872,1594197.0,1593997.0,1220411.0,1190411.0,0.0246
as_1872,import,free,NUTS and KERNELS,From West Coast of Africa,1872,27818.0,27577.0,341971.0,336527.0,0.0159
as_1872,import,free,OIL,Olive,1872,,0.0,24025.0,23965.0,0.0025
as_1872,import,free,OIL,West Coast of Africa,1872,,0.0,1006497.0,999483.0,0.0070
as_1872,import,free,OIL,For Printing or Writing,1872,859031.0,859031.0,193308.0,190308.0,0.0155
as_1872,import,free,OIL,For Printing or Writing,1872,356211.0,356211.0,361503.0,361823.0,0.0009
as_1872,import,free,"ORE, Unenumerated",,1872,8625.0,8625.0,151970.0,148959.0,0.0198
as_1872,import,free,PICKLES and VEGETABLES preserved in Salt,,1872,,0.0,321078.0,1532335.0,3.7725
as_1872,import,free,"PLANTS, SHRUBS, TREES, and FLOWER ROOTS",,1872,37821.0,37521.0,38605.0,1597411.0,40.3783
as_1872,import,free,PLUMBAGO,,1872,212030.0,212030.0,431293.0,434290.0,0.0069
as_1872,import,free,PLUMBAGO,,1872,3987429.0,4773172.0,1640515.0,1325491.0,0.1971
as_1872,import,free,PLUMBAGO,,1872,4901007.0,3345201.0,52619.0,32347.0,0.3853
as_1872,import,free,PLUMBAGO,,1872,517626.0,520626.0,1351146.0,1351152.0,0.0058
as_1872,import,free,"QUIKKSILVER, Metallic",,1872,2731091.0,2734804.0,407229.0,407229.0,0.0014
as_1872,import,free,RAGS and other Materials for making Paper,Linen and Cotton Rags,1872,22251.0,22921.0,373035.0,370975.0,0.0301
as_1872,import,free,RAGS and other Materials for making Paper,"WOOLLEN: Applicable to other uses than Manure, torn up or not",1872,29302.0,29302.0,531329.0,534299.0,0.0056
as_1872,import,free,Rough and in the Husk,,1872,27417.0,27417.0,49332.0,49302.0,0.0006
as_1872,import,free,RAGS and other Materials for making Paper,Not Rough nor in the Husk,1872,7033361.0,7033361.0,3518421.0,3518391.0,0.0000
as_1872,import,free,ROSEN,,1872,919494.0,589494.0,492246.0,492246.0,0.3589
as_1872,import,free,SAGO and SAGO FLOUR,,1872,298418.0,298418.0,214984.0,244954.0,0.1394
as_1872,import,free,SALT,,1872,15222.0,14922.0,16417.0,16417.0,0.0197
as_1872,import,free,Cotton,Flax and Linseed,1872,,0.0,1514947.0,948096.0,0.3742
as_1872,import,free,Cotton,Rape,1872,,0.0,216549.0,218438.0,0.0087
as_1872,import,free,SILK,Raw,1872,,0.0,7302083.0,7301783.0,0.0000
as_1872,import,free,"SKINS, FURS, and PELTS","Unenumerated, being Furs",1872,5227565.0,5227560.0,714967.0,714967.0,0.0000
as_1872,import,free,"SKINS, FURS, and PELTS","Unenumerated, being Furs",1872,3902035.0,3902005.0,457148.0,489322.0,0.0704
as_1872,import,free,SPECIMENS illustrative of NATURAL SCIENCE,Cinnamon,1872,32174.0,32074.0,72139.0,72139.0,0.0031
as_1872,import,free,STATIONERY other than PAPER,,1872,,0.0,50332.0,80102.0,0.5915
as_1872,import,free,STATIONERY other than PAPER,"STONES, MARBLE, SLATE, and other Sorts of STONE, Rough, Hewn, or Manufactured",1872,46155.0,46155.0,221127.0,221427.0,0.0014
as_1872,import,free,TAR,West Coast of Africa,1872,11229.0,5054.0,348693.0,177280.0,0.5499
as_1872,import,free,TAR,Ore,1872,166810.0,166840.0,1154578.0,1154578.0,0.0002
as_1872,import,free,TOYS,VALONIA,1872,32181.0,32481.0,558207.0,558207.0,0.0093
as_1872,import,free,Wool,"Alpaca, Llama, and Vicuna",1872,48062.0,3830677.0,6433.0,515406.0,79.1191
as_1872,import,free,Wool,Sheep or Lambs,1872,1666031.0,300894894.0,84106.0,17917405.0,212.0336
as_1872,import,free,Wool,Other Kinds and Wool Flocks,1872,1531074.0,1393157.0,42163.0,37449.0,0.1118
as_1872,import,free,WOOLLEN YARN,For Fancy purposes,1872,423563.0,395272.0,83010.0,76250.0,0.0814
as_1872,import,free,WOOLLEN YARN,For Weaving,1872,11706427.0,11705643.0,1382084.0,1381984.0,0.0001
as_1872,import,free,WOOLLEN MANUFACTURES,Cloths and Stuffs,1872,688890.0,688099.0,2322810.0,2316269.0,0.0028
as_1872,import,free,WOOLLEN MANUFACTURES,Unenumerated,1872,,0.0,1715855.0,1706856.0,0.0052
as_1872,import,free,ZINC,Manufactured,1872,,0.0,4188157.0,4188167.0,0.0000
as_1872,import,free,PARAFFINE,,1872,13801.0,13801.0,42637.0,42607.0,0.0007
as_1872,import,free,"SKINS, FUNS, AND PELTS","Goat and Kid, Undressed",1872,1132054.0,1132154.0,180316.0,180316.0,0.0001
as_1872,reexport,,BACON AND HAMS,Bacon,1872,415889.0,445889.0,957387.0,957387.0,0.0721
