table,volume,article_group,article,n_rows,seq_min,seq_max,boundary_seq,boundary_years,n_t1_totals,rows_after,qty_after,first_after,matched
country_obs,as_1873,CAOUTCHouc,West Coast of Africa (Foreign),13,218,230,230,1873,1,0,0,,Caoutchouc
country_obs,as_1873,"CARDS, PLAYING","CHICORY, Raw or Kiln-dried",4,16,19,19,1873,1,0,0,,own
country_obs,as_1873,"CARDS, PLAYING",Raisins,5,92,96,96,1873,1,0,0,,own
country_obs,as_1873,CHEESE,,9,236,244,244,1873,1,0,0,,own
country_obs,as_1873,CHINA or PORCELAIN WARE,,10,256,265,265,1873,1,0,0,,own
country_obs,as_1873,CLOCKS,,7,266,272,272,1873,1,0,0,,own
country_obs,as_1873,COCHINEAL (including Granilla and Dust),,10,276,285,285,1873,1,0,0,,"Dyeing or Tanning Stuffs|Cochineal, Granilla, and Dust"
country_obs,as_1873,CORK,Manufactured,5,345,349,349,1873,1,0,0,,own
country_obs,as_1873,CORK,Unmanufactured,4,341,344,344,1873,1,0,0,,own
country_obs,as_1873,Corn and Grain,Wheat,19,350,368,368,1873,1,0,0,,own
country_obs,as_1873,Cotton,Rape,9,1512,1520,1520,1873,1,0,0,,own
country_obs,as_1873,Cotton,Tares and Lentils,5,1527,1531,1531,1873,1,0,0,,own
country_obs,as_1873,Cotton Manufactures,Piece Goods of India and China,6,449,454,454,1873,1,0,0,,Cotton|Manufactures of India and China
country_obs,as_1873,DYE WOODS,Logwood,6,515,520,520,1873,1,0,0,,own
country_obs,as_1873,DYE WOODS,Unenumerated,9,521,529,529,1873,1,0,0,,Dyewoods|Unenumerated
country_obs,as_1873,Eggs,,9,534,542,542,1873,1,0,0,,own
country_obs,as_1873,FEATHERS,Ornamental,10,570,579,579,1873,1,0,0,,own
country_obs,as_1873,FEATHERS,for BEDS,5,565,569,569,1873,1,0,0,,own
country_obs,as_1873,FRUIT,Almonds,6,622,627,627,1873,1,0,0,,own
country_obs,as_1873,FRUIT,Oranges and Lemons,6,638,643,643,1873,1,0,0,,own
country_obs,as_1873,FRUIT,"Raw, not otherwise described",11,653,663,663,1873,1,0,0,,"Fruit|Raw, Unenumerated"
country_obs,as_1873,GALLS,,7,670,676,676,1873,1,0,0,,own
country_obs,as_1873,GUM,Arabic,7,708,714,714,1873,1,0,0,,own
country_obs,as_1873,GUM,"Lac, Seed, Shell, Stick, and Dye",4,718,721,721,1873,1,0,0,,own
country_obs,as_1873,GUM,Unenumerated,13,722,734,734,1873,1,0,0,,own
country_obs,as_1873,HAIR,"Cow, Ox, Bull, or Elk",8,746,753,753,1873,1,0,0,,own
country_obs,as_1873,HAIR,Goats Hair or Wool,4,754,757,757,1873,1,0,0,,own
country_obs,as_1873,HAIR,Horse,8,758,765,765,1873,1,0,0,,own
country_obs,as_1873,HATS or BONNETS,Of Felt,4,786,789,789,1873,1,0,0,,own
country_obs,as_1873,HATS or BONNETS,Of Straw,6,780,785,785,1873,1,0,0,,own
country_obs,as_1873,Horns,Tips and Pieces of Horn and Hoofs,15,881,895,895,1873,1,0,0,,Horns and Hoofs of Cattle
country_obs,as_1873,Hors,,7,874,880,880,1873,1,0,0,,Hops
country_obs,as_1873,IRON,"Bars, Unwrought",7,922,928,928,1873,1,0,0,,own
country_obs,as_1873,IRON,Steel Unwrought,4,935,938,938,1873,1,0,0,,own
country_obs,as_1873,IRON and STEEL,Wrought or Manufactured,10,939,948,948,1873,1,0,0,,own
country_obs,as_1873,ISINGLASS,,7,949,955,955,1873,1,0,0,,own
country_obs,as_1873,JUTE,Yarn and Waste of,5,962,966,966,1873,1,0,0,,Yarn
country_obs,as_1873,JUTE,,6,956,961,961,1873,1,0,0,,own
country_obs,as_1873,LARD,,5,974,978,978,1873,1,0,0,,own
country_obs,as_1873,LEAD,Pig and Sheet,7,987,993,993,1873,1,0,0,,own
country_obs,as_1873,LINEN YARN,,4,1017,1020,1020,1873,1,0,0,,own
country_obs,as_1873,LIQUORICE,,6,1032,1037,1037,1873,1,0,0,,own
country_obs,as_1873,MADDER,,6,1038,1043,1043,1873,1,0,0,,own
country_obs,as_1873,MANGANESE ORE,,6,1055,1060,1060,1873,1,0,0,,own
country_obs,as_1873,MANURES,Guano,10,1077,1086,1086,1873,1,0,0,,own
country_obs,as_1873,MEAT,"Preserved, otherwise than by Salting",7,1106,1112,1112,1873,1,0,0,,own
country_obs,as_1873,MEAT,"Salted or Fresh, not otherwise described",8,1098,1105,1105,1873,1,0,0,,"Meat, Salted or Fresh"
country_obs,as_1873,Meal and Flour,Wheat Meal and Flour,12,425,436,436,1873,1,0,0,,"Corn, Grain, and Meal|Wheatmeal and Flour"
country_obs,as_1873,"NITRE, CUBIC",,5,1154,1158,1158,1873,1,0,0,,own
country_obs,as_1873,NUTS and KERNELS,Commonly used for expressing Oil therefrom,10,1159,1168,1168,1873,1,0,0,,For expressing Oil therefrom;Nuts and Kernels :For expressin
country_obs,as_1873,OIL,Animal,7,1186,1192,1192,1873,1,0,0,,own
country_obs,as_1873,OIL,"Chemical, Essential, or Perfumed",10,1235,1244,1244,1873,1,0,0,,own
country_obs,as_1873,OIL,Coco-nut,7,1193,1199,1199,1873,1,0,0,,own
country_obs,as_1873,OIL,OIL SEED CAKES,11,1256,1266,1266,1873,1,0,0,,own
country_obs,as_1873,OIL,ONIONS,6,1267,1272,1272,1873,1,0,0,,"Onions, Raw"
country_obs,as_1873,OIL,Olive,12,1200,1211,1211,1873,1,0,0,,own
country_obs,as_1873,OIL,"Seed Oil, of all Kinds",9,1221,1229,1229,1873,1,0,0,,"Seed, of all Kinds"
country_obs,as_1873,OIL,West Coast of Africa (Foreign),8,1213,1220,1220,1873,1,0,0,,Oil|Palm;Palm
country_obs,as_1873,PLUMBAGO,,5,1364,1368,1368,1873,1,0,0,,own
country_obs,as_1873,POTATOES,,7,1380,1386,1386,1873,1,0,0,,own
country_obs,as_1873,PYRITES of IRON or COPPER or SULPHUR,,5,1404,1408,1408,1873,1,0,0,,own
country_obs,as_1873,"QUICKSILVER, Metallic",Linens and Cotton Rags,10,1414,1423,1423,1873,1,0,0,,own
country_obs,as_1873,"QUICKSILVER, Metallic","WOOLLEN: Applicable to other uses than Manure, torn up or not",9,1439,1447,1447,1873,1,0,0,,"Rags and other materials for making Paper|Woollen, applicabl"
country_obs,as_1873,"QUICKSILVER, Metallic",,5,1409,1413,1413,1873,1,0,0,,Qui silver;Quicksilver
country_obs,as_1873,ROSIN,SAFFLOWER,4,1463,1466,1466,1873,1,0,0,,own
country_obs,as_1873,ROSIN,,4,1459,1462,1462,1873,1,0,0,,own
country_obs,as_1873,Rough and in the Husk,Not Rough nor in the Husk,6,1453,1458,1458,1873,1,0,0,,"Rice, not in the Husk"
country_obs,as_1873,SAGO and SAGO FLOUR,,4,1467,1470,1470,1873,1,0,0,,Sago
country_obs,as_1873,SALTPETRE (NITRATE OF POTASH),,6,1476,1481,1481,1873,1,0,0,,own
country_obs,as_1873,SEEDS,Clover and Grass,7,1487,1493,1493,1873,1,0,0,,own
country_obs,as_1873,SEEDS,"Unenumerated, commonly [used for expressing     Oil therefrom",6,1532,1537,1537,1873,1,0,0,,"Seeds|Unenumerated, for expressing Oil therefrom"
country_obs,as_1873,"SHIPS, with their Tackle, Apparel, and Furniture",SHUMACH,4,1550,1553,1553,1873,1,0,0,,own
country_obs,as_1873,SILK,Knubs or Husks and Waste,10,1554,1563,1563,1873,1,0,0,,own
country_obs,as_1873,SILK,Raw,14,1564,1577,1577,1873,1,0,0,,own
country_obs,as_1873,SILK,Thrown,4,1578,1581,1581,1873,1,0,0,,own
country_obs,as_1873,SPIRITS,Rum,9,107,115,115,1873,1,0,0,,own
country_obs,as_1873,SUGAR,Glucose (Liquid) or Vegetable Syrup,5,288,292,292,1873,1,0,0,,Sugar|Glucose (Liquid)
country_obs,as_1873,SUGAR,Molasses,8,293,300,300,1873,1,0,0,,own
country_obs,as_1873,SUGAR,"Refined, or Sugar equal in quality thereto, and     Sugar Candy",7,160,166,166,1873,1,0,0,,Sugar|Refined and Candy
country_obs,as_1873,TALLOW and STEARINE,,11,1666,1676,1676,1873,1,0,0,,own
country_obs,as_1873,TAR,"West Coast of Africa, Foreign",9,1686,1694,1694,1873,1,0,0,,"Teeth, Elephants', Sea Cow, and Sea Horse"
country_obs,as_1873,TAR,,6,1677,1682,1682,1873,1,0,0,,own
country_obs,as_1873,TEA,,12,301,312,312,1873,1,0,0,,own
country_obs,as_1873,TIN,"In Blocks, Ingots, Bars, or Slabs, and Regulus",9,1700,1708,1708,1873,1,0,0,,own
country_obs,as_1873,TOYS,VALONIA,5,1717,1721,1721,1873,1,0,0,,own
country_obs,as_1873,WOOL,Sheep or Lambs,26,1833,1858,1858,1873,1,0,0,,own
country_obs,as_1873,WOOL,,4,1829,1832,1832,1873,1,0,0,,"Wool|Alpaca, Vicuna, and Llama"
country_obs,as_1873,WOOLLEN MANUFACTURES,"YEAST, Dried",5,1889,1893,1893,1873,1,0,0,,own
country_obs,as_1873,Wax,,14,1732,1745,1745,1873,1,0,0,,own
country_obs,as_1873,Wood and Timber,Mahogany,10,1799,1808,1808,1873,1,0,0,,own
country_obs,as_1873,Wood and Timber,Staves,8,1791,1798,1798,1873,1,0,0,,own
country_obs,as_1873,Wood and Timber,Unenumerated,35,1764,1824,1824,1873,1,0,0,,Furniture and Hardwoods|Unenumerated
country_obs,as_1873,ZINC,"Crude, in Cakes",7,1900,1906,1906,1873,1,0,0,,own
country_obs,as_1874,ALKALI,,8,1,8,8,1874,1,0,0,,own
country_obs,as_1874,ANIMALS,Horses,7,29,35,35,1874,1,0,0,,own
country_obs,as_1874,ANIMALS,Sheep and Lambs,8,36,43,43,1874,1,0,0,,own
country_obs,as_1874,BARK,"For Tanners' or Dyers' Use, Unenumerated",8,103,110,110,1874,1,0,0,,own
country_obs,as_1874,BARK,Peruvian,10,116,125,125,1874,1,0,0,,own
country_obs,as_1874,BEADS,Of Glass,5,130,134,134,1874,1,0,0,,own
country_obs,as_1874,BOOKS,,9,153,161,161,1874,1,0,0,,own
country_obs,as_1874,BRIMSTONE,,4,169,172,172,1874,1,0,0,,own
country_obs,as_1874,CANDLES,Stearine,4,196,199,199,1874,1,0,0,,own
country_obs,as_1874,CAOUTCHOUQUE,Manufactures of,5,223,227,227,1874,1,0,0,,own
country_obs,as_1874,CAOUTCHOUQUE,,18,205,222,222,1874,1,0,0,,Caoutchouc
country_obs,as_1874,"CARDS, PLAYING","CHUCORY, Raw or Kiln-dried",4,16,19,19,1874,1,0,0,,"Chicory, Raw or Kiln-dried"
country_obs,as_1874,CHEESE,,9,228,236,236,1874,1,0,0,,own
country_obs,as_1874,CHINA or PORCELAIN WARE,,10,249,258,258,1874,1,0,0,,own
country_obs,as_1874,CLOCKS,,7,259,265,265,1874,1,0,0,,own
country_obs,as_1874,COCHINEAL (including Granilia and Dust),,7,267,273,273,1874,1,0,0,,"Dyeing or Tanning Stuffs|Cochineal, Granilla, and Dust"
country_obs,as_1874,COTTON MANUFACTURES,Piece Goods of India and China,4,444,447,447,1874,1,0,0,,Cotton|Manufactures of India and China
country_obs,as_1874,Cotton,,6,1424,1429,1429,1874,1,0,0,,own
country_obs,as_1874,DYE WOODS,Unenumerated,9,500,508,508,1874,1,0,0,,Dyewoods|Unenumerated;Dyewoods|Unnumerated
country_obs,as_1874,"ENVOYS, Unenumerated","DYE STUFFS, Unenumerated",12,483,494,494,1874,1,0,0,,Safflower
country_obs,as_1874,FATHERS,Ornamental,11,550,560,560,1874,1,0,0,,own
country_obs,as_1874,FATHERS,for Bens,6,544,549,549,1874,1,0,0,,Feathers|For Beds
country_obs,as_1874,"FLOWERS, ARTIFICIAL",Almonds,7,601,607,607,1874,1,0,0,,own
country_obs,as_1874,GUM,Arabic,7,688,694,694,1874,1,0,0,,own
country_obs,as_1874,GUM,"Lac, Seed, Shell, Stick, and Dye",4,696,699,699,1874,1,0,0,,own
country_obs,as_1874,GUM,Unenumerated,12,700,711,711,1874,1,0,0,,own
country_obs,as_1874,GUTTA PERCHA,Raw,5,716,720,720,1874,1,0,0,,own
country_obs,as_1874,Hair,"Cow, Ox, Bull, or Elk",8,722,729,729,1874,1,0,0,,own
country_obs,as_1874,Hair,Goats Hair or Wool,4,730,733,733,1874,1,0,0,,own
country_obs,as_1874,Horns,Tips and Pieces of Horn and Hoofs,14,854,867,867,1874,1,0,0,,Horns and Hoofs of Cattle
country_obs,as_1874,Horse,,8,734,741,741,1874,1,0,0,,own
country_obs,as_1874,Iron and STEEL,Wrought or Manufactured,10,905,914,914,1874,1,0,0,,own
country_obs,as_1874,LARD,,5,937,941,941,1874,1,0,0,,own
country_obs,as_1874,LEAD,Pig and Sheet,7,949,955,955,1874,1,0,0,,own
country_obs,as_1874,LINEN YARN,,4,976,979,979,1874,1,0,0,,own
country_obs,as_1874,LIQUORICE,,7,989,995,995,1874,1,0,0,,own
country_obs,as_1874,MADDER,Garancine,5,1006,1010,1010,1874,1,0,0,,own
country_obs,as_1874,MADDER,,4,996,999,999,1874,1,0,0,,own
country_obs,as_1874,MANGANESE ORE,,5,1012,1016,1016,1874,1,0,0,,own
country_obs,as_1874,MANURES,Guano,7,1032,1038,1038,1874,1,0,0,,own
country_obs,as_1874,MEAT,"Preserved, otherwise than by Salting",7,1058,1064,1064,1874,1,0,0,,own
country_obs,as_1874,MEAT,"Salted or Fresh, not otherwise described",8,1050,1057,1057,1874,1,0,0,,"Meat, Salted or Fresh"
country_obs,as_1874,Meal and Flour,Raw,24,409,432,432,1874,1,0,0,,own
country_obs,as_1874,Meal and Flour,Wheat Meal and Flour,12,382,393,393,1874,1,0,0,,"Corn, Grain, and Meal|Wheatmeal and Flour"
country_obs,as_1874,"NITRE, CUBIC",,5,1105,1109,1109,1874,1,0,0,,own
country_obs,as_1874,OIL,"Chemical, Essential, or Perfumed",9,1169,1177,1177,1874,1,0,0,,own
country_obs,as_1874,OIL,Coco-nut,6,1134,1139,1139,1874,1,0,0,,own
country_obs,as_1874,OIL,ONIONS,6,1197,1202,1202,1874,1,0,0,,"Onions, Raw"
country_obs,as_1874,OIL,OPIUM,8,1203,1210,1210,1874,1,0,0,,own
country_obs,as_1874,OIL,Oil SEED CAKES,11,1186,1196,1196,1874,1,0,0,,own
country_obs,as_1874,OIL,Palm,8,1150,1157,1157,1874,1,0,0,,own
country_obs,as_1874,PLUMBAGO,,5,1291,1295,1295,1874,1,0,0,,own
country_obs,as_1874,POTATOES,,8,1307,1314,1314,1874,1,0,0,,own
country_obs,as_1874,PYRITES of IRON or COPPER,,5,1332,1336,1336,1874,1,0,0,,own
country_obs,as_1874,"QUICKSILVER, (Metallic)",Linen and Cotton Rags,11,1343,1353,1353,1874,1,0,0,,own
country_obs,as_1874,ROSIN,,4,1389,1392,1392,1874,1,0,0,,own
country_obs,as_1874,SAGO and SAGO FLOUR,,4,1396,1399,1399,1874,1,0,0,,Sago
country_obs,as_1874,SALTPETRE (NITRATE OF POTASH),,7,1405,1411,1411,1874,1,0,0,,own
country_obs,as_1874,SEEDS,"Unenumerated, commonly used for expressing     Oil therefrom",6,1461,1466,1466,1874,1,0,0,,"Seeds|Unenumerated, for expressing Oil therefrom"
country_obs,as_1874,SHEWMACH,,4,1477,1480,1480,1874,1,0,0,,Dyeing or Tanning Stuffs|Shumach
country_obs,as_1874,SILK,Knubs or Husks and Waste,9,1481,1489,1489,1874,1,0,0,,own
country_obs,as_1874,"SKINS, FURS, and PELTS",Seal,9,1569,1577,1577,1874,1,0,0,,own
country_obs,as_1874,SPICES,Ginger (Raw),7,1631,1637,1637,1874,1,0,0,,"Spices|Ginger, Raw"
country_obs,as_1874,TALLOW and STEARINE,,11,1652,1662,1662,1874,1,0,0,,own
country_obs,as_1874,TAR,,6,1663,1668,1668,1874,1,0,0,,own
country_obs,as_1874,TEA,,12,206,217,217,1874,1,0,0,,own
country_obs,as_1874,"TEETH, Elephants, Sea Cow, and Sea Horse","West Coast of Africa, Foreign",9,1674,1682,1682,1874,1,0,0,,"Teeth, Elephants', Sea Cow, and Sea Horse"
country_obs,as_1874,TIN,"In Blocks, Ingots, Bars, or Slabs, and Regulus",7,1687,1693,1693,1874,1,0,0,,own
country_obs,as_1874,TURPENTINE (Rough),VALONIA,4,1702,1705,1705,1874,1,0,0,,own
country_obs,as_1874,WAX,,12,1716,1727,1727,1874,1,0,0,,own
country_obs,as_1874,WOOD and TIMBER,Mahogany,11,1787,1797,1797,1874,1,0,0,,own
country_obs,as_1874,WOOD and TIMBER,Staves,9,1778,1786,1786,1874,1,0,0,,own
country_obs,as_1874,WOOD and TIMBER,Unenumerated,39,1749,1815,1815,1874,1,0,0,,Furniture and Hardwoods|Unenumerated
country_obs,as_1874,WOOL,Sheep or Lambs,26,1823,1848,1848,1874,1,0,0,,own
country_obs,as_1874,WOOL,,4,1819,1822,1822,1874,1,0,0,,"Wool|Alpaca, Vicuna, and Llama"
country_obs,as_1874,"YEAST, Dried",,5,1879,1883,1883,1874,1,0,0,,own
country_obs,as_1874,ZINC,"Crude, in Cakes",7,1889,1895,1895,1874,1,0,0,,own
country_obs,as_1875,ALKALI,,8,1,8,8,1875,1,0,0,,own
country_obs,as_1875,ANIMALS,Horses,7,32,38,38,1875,1,0,0,,own
country_obs,as_1875,ANIMALS,Sheep and Lambs,8,39,46,46,1875,1,0,0,,own
country_obs,as_1875,BARK,"For Tanners' or Dyers' Use, Unenumerated",8,106,113,113,1875,1,0,0,,own
country_obs,as_1875,BARK,Peruvian,9,120,128,128,1875,1,0,0,,own
country_obs,as_1875,BEADS,Of Glass,5,133,137,137,1875,1,0,0,,own
country_obs,as_1875,COCOA,,14,5,18,18,1875,1,0,0,,own
country_obs,as_1875,CORK,Manufactured,5,253,257,257,1875,1,0,0,,own
country_obs,as_1875,CORK,Unmanufactured,4,249,252,252,1875,1,0,0,,own
country_obs,as_1875,COTTON,Raw,22,362,383,383,1875,1,0,0,,own
country_obs,as_1875,COTTON,Yarn,6,384,389,389,1875,1,0,0,,own
country_obs,as_1875,COTTON MANUFACTURES,Logwood,7,447,453,453,1875,1,0,0,,own
country_obs,as_1875,COTTON MANUFACTURES,Piece Goods of India and China,4,394,397,397,1875,1,0,0,,Cotton|Manufactures of India and China
country_obs,as_1875,COTTON MANUFACTURES,Unenumerated,11,454,464,464,1875,1,0,0,,Dyewoods|Unenumerated;Dyewoods|Unnumerated
country_obs,as_1875,Corn and Grain,Wheat,19,258,276,276,1875,1,0,0,,own
country_obs,as_1875,Cotton,Rape,8,1296,1303,1303,1875,1,0,0,,own
country_obs,as_1875,Cotton,Tares and Lentils,5,1309,1313,1313,1875,1,0,0,,own
country_obs,as_1875,Eggs,,9,469,477,477,1875,1,0,0,,own
country_obs,as_1875,FEATHERS,For BEDS,5,501,505,505,1875,1,0,0,,own
country_obs,as_1875,FEATHERS,Ornamental,10,507,516,516,1875,1,0,0,,own
country_obs,as_1875,"FLOWERS, ARTIFICIAL","Raw, not otherwise described",14,556,569,569,1875,1,0,0,,Galls;Gals
country_obs,as_1875,FRUIT,Figs,7,60,66,66,1875,1,0,0,,own
country_obs,as_1875,FRUIT,Raisins,5,76,80,80,1875,1,0,0,,own
country_obs,as_1875,GUM,Arabic,7,602,608,608,1875,1,0,0,,own
country_obs,as_1875,GUM,Kowzie,4,609,612,612,1875,1,0,0,,Kowrie
country_obs,as_1875,GUM,"Lac, Seed, Shell, Stick, and Dye",4,613,616,616,1875,1,0,0,,own
country_obs,as_1875,GUM,Unenumerated,11,617,627,627,1875,1,0,0,,own
country_obs,as_1875,HAIR,"Cow, Ox, Bull, or Elk",5,635,640,640,1875,1,0,0,,own
country_obs,as_1875,HAIR,Goats' Hair or Wool,4,641,644,644,1875,1,0,0,,own
country_obs,as_1875,HAIR,Horse,9,645,653,653,1875,1,0,0,,own
country_obs,as_1875,HATS or BONNETS,Of Felt,4,671,674,674,1875,1,0,0,,own
country_obs,as_1875,ICE,INDIGO,12,785,796,796,1875,1,0,0,,own
country_obs,as_1875,IRON,Bars,5,812,816,816,1875,1,0,0,,own
country_obs,as_1875,IRON,"Steel, Unwrought",4,825,828,828,1875,1,0,0,,own
country_obs,as_1875,ISINGLASS,,6,839,844,844,1875,1,0,0,,own
country_obs,as_1875,Iron and Steel,Wrought or Manufactured,10,829,838,838,1875,1,0,0,,own
country_obs,as_1875,LEAD,Pig and Sheet,9,868,876,876,1875,1,0,0,,own
country_obs,as_1875,LINEN YARN,,4,899,902,902,1875,1,0,0,,own
country_obs,as_1875,LIQUORICE,,5,912,916,916,1875,1,0,0,,own
country_obs,as_1875,MADDER,Garancine,4,926,929,929,1875,1,0,0,,own
country_obs,as_1875,MADDER,Root,5,921,925,925,1875,1,0,0,,own
country_obs,as_1875,MADDER,,4,917,920,920,1875,1,0,0,,own
country_obs,as_1875,MANGANESE ORE,,5,930,934,934,1875,1,0,0,,own
country_obs,as_1875,MANURES,Guano,9,951,959,959,1875,1,0,0,,own
country_obs,as_1875,MEAT,"Preserved, otherwise than by Salting",7,977,983,983,1875,1,0,0,,own
country_obs,as_1875,MEAT,"Salted or Fresh, not otherwise described",6,971,976,976,1875,1,0,0,,"Meat, Salted or Fresh"
country_obs,as_1875,Meal and Flour,Wheat Meal and Flour,11,340,350,350,1875,1,0,0,,"Corn, Grain, and Meal|Wheatmeal and Flour"
country_obs,as_1875,"NITRE, CUBIC",,5,1023,1027,1027,1875,1,0,0,,own
country_obs,as_1875,OIL,Animal,4,1050,1053,1053,1875,1,0,0,,own
country_obs,as_1875,OIL,"Chemical, Essential, or Perfumed",8,1095,1102,1102,1875,1,0,0,,own
country_obs,as_1875,OIL,Cocoa-nut,6,1058,1063,1063,1875,1,0,0,,own
country_obs,as_1875,OIL,Olive,12,1064,1075,1075,1875,1,0,0,,own
country_obs,as_1875,OIL,"Seed Oil, of all Kinds",8,1083,1090,1090,1875,1,0,0,,"Seed, of all Kinds"
country_obs,as_1875,OIL,Turpentine (Oil or Spirit of),4,1091,1094,1094,1875,1,0,0,,own
country_obs,as_1875,Oil SEED CAKE,,11,1111,1121,1121,1875,1,0,0,,own
country_obs,as_1875,POTATUES,,8,1168,1175,1175,1875,1,0,0,,Potatoes
country_obs,as_1875,PYRITES of Iron or COPPER,,5,1192,1196,1196,1875,1,0,0,,own
country_obs,as_1875,"QUICKSILVER, (Metallic)",Linen and Cotton Rags,9,1204,1212,1212,1875,1,0,0,,own
country_obs,as_1875,"QUICKSILVER, (Metallic)",Not in the Husk,8,1237,1244,1244,1875,1,0,0,,"Rice, not in the Husk"
country_obs,as_1875,"QUICKSILVER, (Metallic)","WOOLLEN: Applicable to other uses than Manure, torn up or not",9,1225,1233,1233,1875,1,0,0,,"Rags and other materials for making Paper|Woollen, applicabl"
country_obs,as_1875,"QUICKSILVER, (Metallic)",,7,1197,1203,1203,1875,1,0,0,,own
country_obs,as_1875,ROSIN,SAGO and Sago FLOUR,4,1252,1255,1255,1875,1,0,0,,Sago
country_obs,as_1875,ROSIN,,4,1245,1248,1248,1875,1,0,0,,own
country_obs,as_1875,SALTPETRE (NITRATE OF POTASH),,7,1260,1266,1266,1875,1,0,0,,own
country_obs,as_1875,SEEDS,Clover and Grass,7,1272,1278,1278,1875,1,0,0,,own
country_obs,as_1875,SEEDS,"Unenumerated, commonly used for expressing Oil therefrom",8,1314,1321,1321,1875,1,0,0,,"Seeds|Unenumerated, for expressing Oil therefrom"
country_obs,as_1875,"SHIPS, with their Tackle, Apparel, and Furniture",SHUMACH,4,1334,1337,1337,1875,1,0,0,,own
country_obs,as_1875,SILK,Knubs or Husks and Waste,7,1338,1344,1344,1875,1,0,0,,own
country_obs,as_1875,SILK,Raw,13,1345,1357,1357,1875,1,0,0,,own
country_obs,as_1875,SILK,Thrown,4,1358,1361,1361,1875,1,0,0,,own
country_obs,as_1875,"SKINS, FURS, and PELTS",Seal,9,1421,1429,1429,1875,1,0,0,,own
country_obs,as_1875,SPICES,Ginger (Raw),7,1478,1484,1484,1875,1,0,0,,"Spices|Ginger, Raw"
country_obs,as_1875,SPICES,Pepper,7,1485,1491,1491,1875,1,0,0,,own
country_obs,as_1875,SPICES,Unenumerated,12,1492,1503,1503,1875,1,0,0,,own
country_obs,as_1875,SPIRITS,Brandy,5,100,104,104,1875,1,0,0,,own
country_obs,as_1875,SPIRITS,Rum,9,91,99,99,1875,1,0,0,,own
country_obs,as_1875,SPIRITS,"Unenumerated, not Sweetened or Mixed",7,108,114,114,1875,1,0,0,,"Spirits|Unenumerated, not sweetened"
country_obs,as_1875,SUGAR,"Glucose, Solid or Liquid",5,1559,1563,1563,1875,1,0,0,,Sugar|Glucose;Sugar|Glucose (Liquid)
country_obs,as_1875,SUGAR,Molasses,8,1564,1571,1571,1875,1,0,0,,own
country_obs,as_1875,SUGAR,"Refined, or Sugar equal in quality thereto, and Sugar Candy",9,1525,1533,1533,1875,1,0,0,,Sugar|Refined and Candy
country_obs,as_1875,SUGAR,Unrefined of all Kinds,25,1534,1558,1558,1875,1,0,0,,Sugar|Raw
country_obs,as_1875,TALLOW and STEARINE,,10,1572,1581,1581,1875,1,0,0,,own
country_obs,as_1875,TAR,"TEETH, Elephants', Sea Cow, and Sea Horse",14,1587,1600,1600,1875,1,0,0,,own
country_obs,as_1875,TEA,,10,132,141,141,1875,1,0,0,,own
country_obs,as_1875,TIN,Ore,9,1601,1609,1609,1875,1,0,0,,"Tin in Blocks, Ingot, Bars, or Slabs and Regulus - Cwts.;Tin"
country_obs,as_1875,TOBACCO,Unmanufactured,18,142,159,159,1875,1,0,0,,Tobacco|Raw
country_obs,as_1875,WINE,Total of all Kinds,17,220,236,236,1875,1,0,0,,Wine
country_obs,as_1875,WOOD and TIMBER,Staves : Mahogany,10,1700,1709,1709,1875,1,0,0,,Furniture and Hardwoods|Mahogany
country_obs,as_1875,WOOD and TIMBER,Staves : Unenumerated,15,1710,1724,1724,1875,1,0,0,,Furniture and Hardwoods|Unenumerated
country_obs,as_1875,Wool,"Alpaca, Llama, and Vicuna",5,1727,1731,1731,1875,1,0,0,,own
country_obs,as_1875,Wool,Sheep or Lambs',29,1732,1760,1760,1875,1,0,0,,own
country_obs,as_1875,"YEAST, Dried",,4,1791,1794,1794,1875,1,0,0,,own
country_obs,as_1875,ZINC,"Crude, in Cakes",7,1799,1805,1805,1875,1,0,0,,own
country_obs,as_1876,ALKALI,,8,1,8,8,1876,1,0,0,,own
country_obs,as_1876,BARK,For Tanners' or Dyers' Use,8,112,119,119,1876,1,0,0,,own
