fiscal_year,volume,pair_id,row_seq,era,labels,align_status,key,tot_imp_qty,tot_imp_value,gt_qty,gt_value,gt_duty,pt_qty,pt_value,pt_duty,sx_qty,sx_value,sx_duty,efc_qty,efc_value,efc_duty,closes
1898,statcan_plato_may_1898,20,0,GP,,left_only,,,8,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,0,GP,Bath..... > Great Britain.....,left_only,,,1537,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,1,GP,United States.....,left_only,,,64,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,2,GP,Total..... > Ontario.....,left_only,,,607,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,3,GP,Quebec.....,left_only,,,640,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,10,GP,United States.....,left_only,,618,6221,618,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,11,GP,Total..... > Ontario.....,left_only,,117,1568,117,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,12,GP,Quebec.....,left_only,,38,1211,32,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,13,GP,Nova Scotia.....,left_only,,49,1107,39,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,14,GP,N. Brunswick.....,left_only,,3,22,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,15,GP,Manitoba.....,left_only,,302,1763,302,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,16,GP,B. Columbia.....,left_only,,130,981,130,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,18,GP,3. Paving brick..... > Great Britain.....,left_only,,9,76,1,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,19,GP,United States.....,left_only,,358,2261,358,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,20,GP,Total..... > Ontario.....,joined_weak,position,232,1630,232,,,8.64,11.2,,,,,,,3,-1
1898,statcan_plato_may_1898,21,21,GP,Quebec.....,joined_weak,position,135,707,127,,,,64,11.2,,,,,,,0
1898,statcan_plato_may_1898,21,22,GP,,joined_weak,position,367,2337,359,2273,454.6,8.64,11.2,367,,,,2337,465.8,,-1
1898,statcan_plato_may_1898,21,24,GP,"linings or vents, chimney tops, > Great Britain.....",left_only,,,6334,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,25,GP,"and inverted blocks, glazed or > Belgium.....",left_only,,,156,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,26,GP,unglazed..... > United States.....,left_only,,,22964,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,27,GP,Total..... > Ontario.....,left_only,,,14827,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,28,GP,Quebec.....,left_only,,,5527,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,29,GP,Nova Scotia.....,left_only,,,620,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,30,GP,N. Brunswick.....,left_only,,,635,,,,,,,,,,,,,
1898,statcan_plato_may_1898,21,31,GP,Manitoba.....,left_only,,,3411,,,,,,,,,,,,,
1898,statcan_plato_may_1898,23,11,GP,France.....,joined_weak,position,1925,521,,238,59.5,2285,596,130.37,,,,2285,596,130.37,-2
1898,statcan_plato_may_1898,23,16,GP,Nova Scotia.....,joined_weak,position,626,559,504,476,119.0,122.83,18.17,626,,,,550,137.17,,-1
1898,statcan_plato_may_1898,23,17,GP,N. Brunswick.....,joined_weak,position,204,88,94,78,19.5,110,10,2.2,,,,204.88,21.7,,-1
1898,statcan_plato_may_1898,23,19,GP,B. Columbia.....,joined_weak,position,2009,1679,1889,1607,401.75,120.72,15.74,2000,,,,1679,417.49,,-1
1898,statcan_plato_may_1898,24,15,GP,,joined_weak,position,58802,4311,60729,4412,1103.0,73.15,3.29,60802,,,,4427,1136.29,,-1
1898,statcan_plato_may_1898,24,18,GP,Germany.....,joined_weak,position,2723,195,1743,103,30.9,980.92,24.15,2723,,,,195,55.05,,-1
1898,statcan_plato_may_1898,24,23,GP,Nova Scotia.....,joined_weak,position,3163,413,2244,407,122.1,144.18,4.74,2388,,,,425,126.84,,-1
1898,statcan_plato_may_1898,24,25,GP,Manitoba.....,joined_weak,position,19727,1271,19615,1257,377.1,112.14,3.68,19727,,,,1271,380.78,,-1
1898,statcan_plato_may_1898,24,26,GP,B. Columbia.....,joined_weak,position,23020,1877,2137,171,51.2,83.3,7.88,2220,,,,201,59.08,,-1
1898,statcan_plato_may_1898,24,27,GP,N. W. Ter.....,joined_weak,position,457,50,457,50,15.0,,,,,,,457.5,15.0,,-1
1898,statcan_plato_may_1898,24,33,GP,Germany.....,joined_weak,position,483,84,,,,483,84,18.37,,,,483.84,18.37,,-1
1898,statcan_plato_may_1898,24,38,GP,Nova Scotia.....,joined_weak,position,2971,404,2325,339,84.75,421.53,11.62,2746,,,,392,96.37,,-1
1898,statcan_plato_may_1898,24,39,GP,N. Brunswick.....,joined_weak,position,2267,390,2043,363,90.75,224.27,5.91,2267,,,,390,96.66,,-1
1898,statcan_plato_may_1898,24,42,GP,P. E. Island.....,joined_weak,position,650,59,250,30,7.5,400,29,6.34,,,,650.59,13.84,,-1
1898,statcan_plato_may_1898,25,31,GP,4 Farm wagons. > Quebec.....,joined_weak,position,36,409,13,439,109.75,1,30,6.5600000000000005,,,,20,469,116.31,2
1898,statcan_plato_may_1898,26,17,GP,"3 "" Finished parts of buggies, carriages and similar vehicles, N.E.S., including parts of cutters, children's carriages, and sleds, N.O.P. .... > Newfoundland.....",left_only,,,5,,,,,,,,,,,,,
1898,statcan_plato_may_1898,26,27,GP,Ontario.....,joined_weak,position,2,3209,1,1469,422.7,,,,,,,,1469,422.7,2
1898,statcan_plato_may_1898,26,32,GP,,joined_weak,position,6,5525,6,3725,1117.5,,,,,,,5,3725,1117.5,2
1898,statcan_plato_may_1898,27,0,GP,,right_only,,,,,32256,9676.8,,,,,,,368,32256,9676.8,2
1898,statcan_plato_may_1898,27,1,GP,,right_only,,,,,556,166.8,,,,,,,19,556,166.8,2
1898,statcan_plato_may_1898,27,2,GP,"1 Carriages— Railway passenger cars, box and flat cars > United States— Ontario ..... Quebec ..... B. Columbia....",joined_weak,position,,,,3847,1154.1,,,,,,,15,3847,1154.1,2
1898,statcan_plato_may_1898,27,4,GP,,right_only,,,,,1195,358.5,,212,55.65,,,,,1497,414.15,0
1898,statcan_plato_may_1898,27,5,GP,,right_only,,,,,9027,2708.1,,,,,,,,9027,2708.1,2
1898,statcan_plato_may_1898,27,6,GP,,right_only,,,,,5030,1509.0,,31169,8181.86,,,,,36199,9690.86,2
1898,statcan_plato_may_1898,27,7,GP,,right_only,,,,,116485,34945.5,,,,,,,,116485,34945.5,2
1898,statcan_plato_may_1898,27,8,GP,,right_only,,,,,59255,17776.5,,,,,,,,59255,17776.5,2
1898,statcan_plato_may_1898,27,9,GP,,right_only,,,,,56841,17052.3,,31381,8237.51,,,,,88222,25289.81,2
1898,statcan_plato_may_1898,27,10,GP,,right_only,,,,,1263,378.9,,,,,,,,1263,378.9,2
1898,statcan_plato_may_1898,27,15,GP,,right_only,,,,,131737,39524.1,,31381,8237.51,,,,,163118,47758.61,0
1898,statcan_plato_may_1898,27,16,GP,,right_only,,,,,2494,748.2,,,,,,,557,2494,748.2,2
1898,statcan_plato_may_1898,27,17,GP,,right_only,,,,,4233,1268.9,,,,,,,918,4233,1268.9,2
1898,statcan_plato_may_1898,27,18,GP,,right_only,,,,,805,241.5,,,,,,,2,805,241.5,2
1898,statcan_plato_may_1898,27,19,GP,,right_only,,,,,45,13.5,,,,,,,12.45,13.5,,-1
1898,statcan_plato_may_1898,27,20,GP,,right_only,,,,,14667,4400.1,,,,,,,1959,14667,4400.1,2
1898,statcan_plato_may_1898,27,21,GP,,right_only,,,,,428,128.4,,,,,,,40,428,128.4,2
1898,statcan_plato_may_1898,27,22,GP,,right_only,,,,,3835,1149.5,,,,,,,430,3835,1149.5,2
1898,statcan_plato_may_1898,27,24,GP,,right_only,,,,,90,23.8,,,,,,,9.9,23.8,4,-2
1898,statcan_plato_may_1898,27,25,GP,,right_only,,,,,73,18.25,,,,,,,4.73,18.25,,-1
1898,statcan_plato_may_1898,27,26,GP,,right_only,,,,,73,18.25,,,,,,,3.73,18.25,,-1
1898,statcan_plato_may_1898,27,27,GP,,right_only,,,,,357,89.25,,,,,,,20,357,89.25,2
1898,statcan_plato_may_1898,27,28,GP,,right_only,,,,,3430,857.5,,,,,,,290,3430,857.5,2
1898,statcan_plato_may_1898,27,29,GP,,right_only,,,,,5396,1349.9,,,,,,,836,5396,1349.9,2
1898,statcan_plato_may_1898,27,30,GP,"4 "" Sleighs > United States— Ontario ..... Quebec ..... Nova Scotia ..... N. Brunswick... Manitoba ..... B. Columbia.... N. W. Ter. ....",joined_weak,position,,,,204,51.0,,,,,,,15,204,51.0,2
1898,statcan_plato_may_1898,27,32,GP,,right_only,,,,,7,2.1,,,,,,,1,7,2.1,2
1898,statcan_plato_may_1898,27,33,GP,,right_only,,,,,2,0.6,,,,,,,1,2,0.6,2
1898,statcan_plato_may_1898,27,34,GP,,right_only,,,,,14,4.2,,,,,,,2.14,4.2,,-1
1898,statcan_plato_may_1898,27,35,GP,,right_only,,,,,24608,7382.4,,,,,,,8126,24608,7382.4,2
1898,statcan_plato_may_1898,27,36,GP,,right_only,,,,,4455,1336.5,,,,,,,1523,4455,1336.5,2
1898,statcan_plato_may_1898,27,37,GP,,right_only,,,,,6531,1959.3,,,,,,,1605,6531,1959.3,2
1898,statcan_plato_may_1898,27,38,GP,,right_only,,,,,626,187.8,,,,,,,329,626,187.8,2
1898,statcan_plato_may_1898,27,39,GP,,right_only,,,,,469,140.7,,,,,,,106,469,140.7,2
1898,statcan_plato_may_1898,27,40,GP,,right_only,,,,,3985,1195.5,,,,,,,3540,3985,1195.5,2
1898,statcan_plato_may_1898,27,41,GP,"5 "" Wheelbarrows, and trucks and hand carts > Great Britain ..... Newfoundland... Belgium ..... United States....",joined_weak,position,,,,8164,2449.2,,,,,,,860,8164,2449.2,2
1898,statcan_plato_may_1898,27,42,GP,Total > Ontario ..... Quebec ..... Nova Scotia ..... N. Brunswick... Manitoba ..... B. Columbia.... N. W. Ter. ....,joined_weak,position,,,,401,120.3,,,,,,,77,401,120.3,2
1898,statcan_plato_may_1898,28,0,GP,Bicycles and tricycles ..... > Great Britain.....,left_only,,46,2211,15,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,1,GP,United States.....,left_only,,27262,603752,27339,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,2,GP,Ontario .....,left_only,,14817,318900,14856,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,3,GP,Quebec.....,left_only,,6156,123248,6169,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,4,GP,Nova Scotia.....,left_only,,1663,44273,1657,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,5,GP,N. Brunswick...,left_only,,993,24165,993,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,6,GP,Manitoba.....,left_only,,2266,54311,2266,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,7,GP,B. Columbia....,left_only,,1183,36049,1183,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,8,GP,P. E. Island...,joined_weak,position,112,2528,112,,,46,2096,550.21,,,,,,,0
1898,statcan_plato_may_1898,28,9,GP,N. W. Ter.....,joined_weak,position,118,3389,118,,,,,,,,,,,,0
1898,statcan_plato_may_1898,28,11,GP,"2 "" "" parts of..... > Great Britain.....",left_only,,,8145,,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,12,GP,France.....,left_only,,,51,,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,13,GP,Germany.....,left_only,,,377,,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,14,GP,United States.....,left_only,,,271175,,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,15,GP,Ontario .....,left_only,,,252627,,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,16,GP,Quebec.....,left_only,,,15667,,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,17,GP,Nova Scotia.....,left_only,,,3975,,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,18,GP,N. Brunswick...,left_only,,,409,,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,24,GP,"3 "" Children's carriages and sleds..... > Great Britain.....",left_only,,12,77,12,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,25,GP,United States.....,left_only,,7751,5342,7751,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,26,GP,Ontario.....,left_only,,1259,1706,1259,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,27,GP,Quebec.....,left_only,,4827,1819,4827,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,28,GP,Nova Scotia....,left_only,,355,879,355,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,29,GP,N. Brunswick...,left_only,,1309,968,1309,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,30,GP,B. Columbia....,left_only,,8,41,8,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,31,GP,P. E. Island....,left_only,,1,3,1,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,32,GP,N. W. Ter.....,left_only,,4,12,4,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,34,GP,"4 Carpets, N.E.S., ..... > Great Britain.....",left_only,,75167,44855,7254,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,35,GP,France.....,left_only,,850,392,,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,36,GP,Germany.....,left_only,,1501,756,,,,,,,,,,,,,
1898,statcan_plato_may_1898,28,37,GP,United States.....,joined_weak,position,20062,10242,20062,,,,,,,,,,,,0
1898,statcan_plato_may_1898,29,10,GP,Quebec.....,joined_weak,position,44,79,44,79,23.7,,,,,,,44.79,23.7,,-1
1898,statcan_plato_may_1898,29,23,GP,"5 Celluloid, manufactures of, N.E.S..... > Great Britain.....",left_only,,,1346,,,,,,,,,,,,,
1898,statcan_plato_may_1898,29,25,GP,China.....,joined_weak,position,,2,,2.4,,48,8.4,,,,,48,8.4,,-1
1898,statcan_plato_may_1898,29,40,GP,,left_only,,14148,,,,,,,,,,,,,,
1898,statcan_plato_may_1898,31,9,GP,"2 Chicory, raw or green..... > Great Britain.....",joined_weak,position,2319,75,2319,75,69.57,,,,,,,2319.75,69.57,2,-2
1898,statcan_plato_may_1898,31,10,GP,United States.....,joined_weak,position,340,22,340,22,10.2,,,,,,,349.22,10.2,,-1
1898,statcan_plato_may_1898,31,12,GP,Nova Scotia.....,joined_weak,position,2319,75,2319,75,69.57,,,,,,,2319.75,69.57,,-1
1898,statcan_plato_may_1898,31,14,GP,,joined_weak,position,2659,97,2659,97,79.77,,,,,,,2659.97,79.77,,-1
1898,statcan_plato_may_1898,31,17,GP,,right_only,,,,,,,225,9,7.87,,,,225,9,7.87,2
1898,statcan_plato_may_1898,32,0,GP,"1 Cider, clarified or refined..... > Great Britain.....",left_only,,176,76,190,,,,,,,,,,,,
1898,statcan_plato_may_1898,32,1,GP,"1 Cider, clarified or refined..... > United States.....",left_only,,1429,1054,1389,,,,,,,,,,,,
1898,statcan_plato_may_1898,32,2,GP,"1 Cider, clarified or refined..... > Ontario.....",left_only,,16,11,8,,,,,,,,,,,,
1898,statcan_plato_may_1898,32,3,GP,"1 Cider, clarified or refined..... > Quebec.....",left_only,,144,65,94,,,,,,,,,,,,
1898,statcan_plato_may_1898,32,4,GP,"1 Cider, clarified or refined..... > Nova Scotia.....",left_only,,6,2,6,,,,,,,,,,,,
1898,statcan_plato_may_1898,32,5,GP,"1 Cider, clarified or refined..... > N. Brunswick.....",left_only,,18,1,,,,,,,,,,,,,
1898,statcan_plato_may_1898,32,6,GP,"1 Cider, clarified or refined..... > B. Columbia.....",left_only,,1343,1021,1303,,,,,,,,,,,,
1898,statcan_plato_may_1898,32,7,GP,"1 Cider, clarified or refined..... > N. W. Ter.....",left_only,,78,24,78,,,,,,,,,,,,
1898,statcan_plato_may_1898,32,8,GP,"1 Cider, clarified or refined.....",joined_weak,position,1605,1130,1489,,,76.5,6.65,,,,,,,1,-1
1898,statcan_plato_may_1898,32,9,GP,"2 "" not clarified or refined..... > Great Britain.....",joined_weak,position,15,2,15,,,8.5,2.41,,,,,,11.65,,-1
1898,statcan_plato_may_1898,32,10,GP,"2 "" not clarified or refined..... > United States.....",joined_weak,position,438,137,443,974.24,,18,7,1.58,,,,,,,0
1898,statcan_plato_may_1898,32,11,GP,"2 "" not clarified or refined..... > Ontario.....",joined_weak,position,31,4,31,1033,148.99,76.5,6.65,1565,,,,1083,155.64,,-1
1898,statcan_plato_may_1898,32,12,GP,"2 "" not clarified or refined..... > Quebec.....",joined_weak,position,45,5,50,,,,,,,,,,,,0
1898,statcan_plato_may_1898,32,13,GP,"2 "" not clarified or refined..... > B. Columbia.....",joined_weak,position,377,130,377,,,,,,,,,,,,0
1898,statcan_plato_may_1898,32,15,GP,3 Clocks..... > Great Britain.....,left_only,,,6706,,,,,,,,,,,,,
