fiscal_year,volume,pair_id,row_seq,era,labels,align_status,key,tot_imp_qty,tot_imp_value,gt_qty,gt_value,gt_duty,pt_qty,pt_value,pt_duty,sx_qty,sx_value,sx_duty,efc_qty,efc_value,efc_duty,closes
1902,statcan_nibi_w2_1902,3,5,GP,Total.....,joined_weak,position,231639,166962,236594,167582,56734.56,,,,,,,236394,167582,56734.56,2
1902,statcan_nibi_w2_1902,3,13,GP,"4 Animals, living, viz: Hogs..... > No. > No. > 5 Horned cattle..... > Great Britain.....",joined_weak,position,120,20210,,6782,1740.99,,,,,,,116066,6782,1740.99,2
1902,statcan_nibi_w2_1902,3,14,GP,5 Horned cattle..... > Germany.....,joined_weak,position,16,1852,,,,,,,,,,,,,0
1902,statcan_nibi_w2_1902,3,17,GP,6 Horses..... > Great Britain.....,left_only,,1,58,,,,,,,,,,,,,
1902,statcan_nibi_w2_1902,3,18,GP,6 Horses..... > United States.....,left_only,,18059,570593,17822,,,,,,,,,,,,
1902,statcan_nibi_w2_1902,3,19,GP,6 Horses..... > Total.....,left_only,,18060,570651,17822,,,,,,,,,,,,
1902,statcan_nibi_w2_1902,3,20,GP,7 Sheep..... > Great Britain.....,joined_weak,position,70,1415,,537470,107494.0,1.58,7.73,17822,,,,537470,107494.0,6,-2
1902,statcan_nibi_w2_1902,3,21,GP,7 Sheep..... > Germany.....,joined_weak,position,398,12380,,537470,107494.0,1.58,7.73,17823,,,,537528,107501.73,,-1
1902,statcan_nibi_w2_1902,4,0,GP,DUTIABLE GOODS—Con. > 1 Bagatelle tables or boards ..... > Great Britain. ....,left_only,,,8,,,,,,,,,,,,,
1902,statcan_nibi_w2_1902,4,4,GP,2 Baking powders. .... > Great Britain. .... > Lbs. > Lbs. > United States. ....,joined_weak,position,427,81,252,73,15.12,,54,14.2,,,,,127,29.32,2
1902,statcan_nibi_w2_1902,5,24,GP,"No. > No. > 7 Boats, open pleasure sail boats, skiffs and canoes..... > Great Britain.....",left_only,,2,430,,,,,,,,,,,,,
1902,statcan_nibi_w2_1902,5,25,GP,United States.....,joined_weak,position,275,15322,271,14772,3693.0,2,430,71.67,,,,271,14772,3693.0,-2
1902,statcan_nibi_w2_1902,6,33,GP,"5 Posters, advertising bills and folders... > Great Britain.....",joined_weak,position,,1712,,215,117.75,,6356,1497,,,,635.58,,7141,-1
1902,statcan_nibi_w2_1902,6,34,GP,France.....,joined_weak,position,57,16,57,16,8.55,,,,,,,,57,16,-2
1902,statcan_nibi_w2_1902,6,35,GP,Japan.....,joined_weak,position,70,37,70,37,10.5,,,,,,,,70,37,-2
1902,statcan_nibi_w2_1902,7,0,GP,DUTIABLE GOODS—Con.,left_only,,,8,,,,,,,,,,,,,
1902,statcan_nibi_w2_1902,7,36,GP,,right_only,,,,,15,4.5,,,,,,,,15,4.5,2
1902,statcan_nibi_w2_1902,8,28,GP,"6 Wire cloth, &c., N.E.S. .... > Great Britain. ....",joined_weak,position,,14616,,,,14616,2436.13,,,,,14616,2436.13,,1
1902,statcan_nibi_w2_1902,10,9,GP,"7 Rice, uncleaned, unhulled or paddy.... > Great Britain.....",joined_weak,position,335238,7580,223238,5271,1116.19,7976023,98893,26586.75,,,,223238,5271,1116.19,-2
1902,statcan_nibi_w2_1902,10,10,GP,B. E. Indies.....,joined_weak,position,8297148,102528,,370,114.18,,,,,,,7976023,98893,26586.75,-2
1902,statcan_nibi_w2_1902,10,15,GP,Total.....,joined_weak,position,11199134,146728,2789986,562,140.5,404426,5959,993.16,,,,10763009,140784,40536.69,-2
1902,statcan_nibi_w2_1902,10,16,GP,1 Rice and sago flour and sago..... > Great Britain.....,joined_weak,position,465796,7104,32906,1740,435.0,366109,5991,998.59,,,,6521,1133.66,3,-2
1902,statcan_nibi_w2_1902,10,17,GP,B. E. Indies.....,joined_weak,position,365121,5353,145640,10,2.5,,,,,,,511749,7731,1433.59,-2
