fiscal_year,volume,pair_id,row_seq,era,labels,align_status,key,tot_imp_qty,tot_imp_value,gt_qty,gt_value,gt_duty,pt_qty,pt_value,pt_duty,sx_qty,sx_value,sx_duty,efc_qty,efc_value,efc_duty,closes
1903,statcan_nibi_w2_1903,0,16,GP,7 Sheep ..... > Belgium .....,left_only,,27,600,,,,,,,,,,,,,
1903,statcan_nibi_w2_1903,0,17,GP,Germany .....,joined_weak,position,184,3652,,,,,,,,,,,,,0
1903,statcan_nibi_w2_1903,0,23,GP,,right_only,,,,,35856,7171.2,,,,,,,,35856,7171.2,2
1903,statcan_nibi_w2_1903,1,0,GP,DETACHABLE GOODS—Con. > 1 Bagatelle tables or boards ..... > Great Britain.....,joined_weak,position,,25,,809,283.15,2.25,5.84,2.25,,,,5.84,1,,-1
1903,statcan_nibi_w2_1903,1,2,GP,1 Bagatelle tables or boards ..... > Total .....,joined_weak,position,20,834,18,809,283.15,2.25,5.84,20,,,,834,288.99,,-1
1903,statcan_nibi_w2_1903,1,3,GP,2 Baking powders. .... > Great Britain.....,joined_weak,position,,38,,52,8.4,244.38,9.76,384.9,,,,18.16,2,,-1
1903,statcan_nibi_w2_1903,1,5,GP,2 Baking powders. .... > Total .....,joined_weak,position,364161,108362,362507,107532,21750.42,244.38,9.76,362751,,,,107570,21760.18,,-1
1903,statcan_nibi_w2_1903,2,12,GP,Germany.....,left_only,,,20,,,,,,,,,,,,,
1903,statcan_nibi_w2_1903,2,21,GP,"6 Boats—Open pleasure sail boats, skiffs and canoes..... > Great Britain.....",joined_weak,position,14,1780,4,415,103.75,,1464,244.01,,,,,1879,347.76,2
1903,statcan_nibi_w2_1903,2,30,GP,Total.....,left_only,,,8797,,,,,,,,,,,,,
1903,statcan_nibi_w2_1903,3,0,GP,"DUTIABLE GOODS— Con. > 1 Books— Con. > Books—Novels or works of fiction, or literature of a similar character, unbound or paper bound, or in sheets, including freight rates for railways and telegraph rates, bound in book or pamphlet form, not including Christmas annuals or publications commonly known as juvenile and toy books. ....",left_only,,,,15229,,,,,,,,,,,,
1903,statcan_nibi_w2_1903,3,13,GP,,joined_weak,position,,337,91,279,179.4,7528,1494,752.8,,,,8724,1773,932.2,2
1903,statcan_nibi_w2_1903,3,14,GP,,joined_weak,position,,10,3,91,60.55,,,,,,,337.91,50.55,,-1
1903,statcan_nibi_w2_1903,3,15,GP,,joined_weak,position,,118353,24029,3,1.5,,,,,,,10,3,1.5,2
1903,statcan_nibi_w2_1903,3,17,GP,,right_only,,,,,24317,17923.51,7528,1494,752.8,,,,127018,25811,18676.31,2
1903,statcan_nibi_w2_1903,4,0,GP,,right_only,,,,,1235,955.8,28136,5758,2813.6,,,,34508,6993,3769.4,2
1903,statcan_nibi_w2_1903,4,1,GP,,right_only,,,,,10,14.55,,,,,,,97.1,14.55,,-1
1903,statcan_nibi_w2_1903,4,2,GP,,right_only,,,,,5,9.45,,,,,,,63,5,9.45,2
1903,statcan_nibi_w2_1903,4,3,GP,,right_only,,,,,655,397.05,,,,,,,2647,655,397.05,2
1903,statcan_nibi_w2_1903,4,4,GP,,right_only,,,,,912,361.65,,,,,,,2411,912,361.65,2
1903,statcan_nibi_w2_1903,4,5,GP,,right_only,,,,,198,111.3,,,,,,,742,198,111.3,2
1903,statcan_nibi_w2_1903,4,6,GP,,right_only,,,,,9,3.0,,,,,,,20,9,3.0,2
1903,statcan_nibi_w2_1903,4,7,GP,,right_only,,,,,35,19.5,,,,,,,130.35,19.5,,-1
1903,statcan_nibi_w2_1903,4,8,GP,,right_only,,,,,17,1.5,,,,,,,10.17,1.5,,-1
1903,statcan_nibi_w2_1903,4,9,GP,,right_only,,,,,79067,53183.85,,,,,,,354559,79067,53183.85,2
1903,statcan_nibi_w2_1903,4,10,GP,,right_only,,,,,82143,55057.65,28136,5758,2813.6,,,,395187,87901,57871.25,2
1903,statcan_nibi_w2_1903,4,11,GP,,right_only,,,,,135,403.05,588.6,58.8,3275,,,,195,461.85,2,-2
1903,statcan_nibi_w2_1903,4,12,GP,,right_only,,,,,3537,2384.85,,,,,,,15899,3537,2384.85,2
1903,statcan_nibi_w2_1903,4,13,GP,,right_only,,,,,3672,2787.9,588.6,58.8,19174,,,,3732,2846.7,,-1
1903,statcan_nibi_w2_1903,4,14,GP,,right_only,,,,,2657,206.3,,16168,1077.96,,,,,18825,1344.26,0
1903,statcan_nibi_w2_1903,4,15,GP,,right_only,,,,,30,3.0,,,,,,,,30,3.0,2
1903,statcan_nibi_w2_1903,4,16,GP,,right_only,,,,,733,73.3,,,,,,,,733,73.3,2
