pair_id	fiscal_year	volume	md_path	family	stmt_no	l_idx	l_offset	l_rows	l_inherited	r_idx	r_offset	r_rows	r_inherited	row_delta
0	1902	statcan_nibi_w2_1902	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2.md	summary_17	15	111	509496	39	0	112	515437	35	0	-4
1	1902	statcan_nibi_w2_1902	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2.md	summary_17	15	117	544901	45	0	118	550248	38	0	-7
2	1902	statcan_nibi_w2_1902	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2.md	summary_17	15	129	609485	37	0	130	615378	35	0	-2
3	1902	statcan_nibi_w2_1902	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2.md	imports_37	1	247	1182337	35	0	248	1186383	30	0	-5
4	1902	statcan_nibi_w2_1902	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2.md	imports_37	1	249	1191293	39	0	250	1195006	36	0	-3
5	1902	statcan_nibi_w2_1902	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2.md	imports_37	1	251	1200334	36	0	252	1204106	37	0	1
6	1902	statcan_nibi_w2_1902	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2.md	imports_37	1	253	1209552	47	0	254	1214956	45	0	-2
7	1902	statcan_nibi_w2_1902	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2.md	imports_37	1	255	1221381	42	0	256	1226342	41	0	-1
8	1902	statcan_nibi_w2_1902	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2.md	imports_37	1	257	1232677	37	0	258	1236480	34	0	-3
9	1902	statcan_nibi_w2_1902	/home/jic823/sessional_papers/statcan_trade/ocr/statcan_nibi_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2/statcan_CS4-4_1902_w2.md	imports_37	1	259	1241457	46	0	260	1245888	44	0	-2
