pair_id	fiscal_year	volume	md_path	family	stmt_no	l_idx	l_offset	l_rows	l_inherited	r_idx	r_offset	r_rows	r_inherited	row_delta
0		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	summary_17	17	90	527030	24	0	91	532192	20	0	-4
1		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	247	1295989	41	0	248	1300017	39	0	-2
2		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	249	1306193	11	0	250	1309180	41	0	30
3		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	251	1315143	38	0	252	1318903	38	0	0
4		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	253	1324736	51	0	254	1329336	49	0	-2
5		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	255	1335208	43	0	256	1339163	40	0	-3
6		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	257	1345173	42	0	258	1349221	41	0	-1
7		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	259	1355549	46	0	260	1359375	42	0	-4
8		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	261	1365833	44	0	262	1370413	42	0	-2
9		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	263	1376422	44	0	264	1380946	36	0	-8
10		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	265	1386051	35	0	266	1390218	32	0	-3
11		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	267	1395277	47	0	268	1399692	43	0	-4
12		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	269	1406519	45	0	270	1409901	44	0	-1
13		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	271	1416122	51	0	272	1420963	45	0	-6
14		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	273	1428052	49	0	274	1432797	44	0	-5
15		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	275	1439654	45	0	276	1444274	43	0	-2
16		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	277	1451237	44	0	278	1455764	41	0	-3
17		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	279	1461844	46	0	280	1466502	39	0	-7
18		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	281	1472724	49	0	282	1477836	42	0	-7
19		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	283	1484122	48	0	284	1489318	44	0	-4
20		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	285	1495457	45	0	286	1500150	40	0	-5
21		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	287	1506516	43	0	288	1510298	14	0	-29
22		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	289	1513799	45	0	290	1517957	41	0	-4
23		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	291	1524602	47	0	292	1528892	42	0	-5
24		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	293	1535087	52	0	294	1539968	46	0	-6
25		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	295	1546814	43	0	296	1550700	37	0	-6
26		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	297	1555646	14	0	298	1558726	37	0	23
27		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	299	1564364	13	0	300	1567534	45	0	32
28		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	301	1574391	39	0	302	1578465	12	0	-27
29		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	303	1582138	45	0	304	1586684	42	0	-3
30		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	305	1592667	48	0	306	1597127	44	0	-4
31		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	307	1603728	44	0	308	1607730	41	0	-3
32		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	87	309	1613619	49	0	310	1617662	14	0	-35
33		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	311	1621322	39	0	312	1625686	13	0	-26
34		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	313	1629549	43	0	314	1634279	41	0	-2
35		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	315	1640648	44	0	316	1645075	44	0	0
36		cdn_33_5_1898	../sessional_papers/markdown/oocihm.9_08052_33_5.md	imports_37	37	317	1651848	45	0	318	1656517	45	0	0
