flow,volume,from_group,article,to_group,method,sim,rows,value,reference
reexport,tn_1901,"FEATHERS AND DOWN, in Beds, or for Beds",—Other Sorts,"FISH, Fresh (not of British taking)",interpolated,0.0,3,112,as_1896
reexport,tn_1901,"FEATHERS AND DOWN, in Beds, or for Beds",Cured or Salted—Sardines,"FISH, Fresh (not of British taking)",interpolated,0.0,31,616631,as_1896
reexport,tn_1901,"FEATHERS AND DOWN, in Beds, or for Beds","Cured or Salted, other sorts","FISH, Fresh (not of British taking)",aligned,1.0,46,1651784,as_1896
reexport,tn_1901,"FEATHERS AND DOWN, in Beds, or for Beds",Tow,FLAX,aligned,1.0,21,42305,as_1896
reexport,tn_1901,"FRUIT, Apples, Raw","Grapes, Raw",FRUIT,aligned,1.0,13,248021,as_1896
reexport,tn_1901,"FRUIT, Apples, Raw","Lemons, Limes, and Citrons",FRUIT,aligned,1.0,11,75814,as_1896
reexport,tn_1901,"FRUIT, Apples, Raw","Nuts, Almonds",FRUIT,interpolated,0.0,16,581649,as_1896
reexport,tn_1901,"FRUIT, Apples, Raw","Other Nuts, used as Fruit",FRUIT,aligned,1.0,12,261238,as_1896
reexport,tn_1901,"FRUIT, Apples, Raw",Oranges,FRUIT,aligned,1.0,16,408006,as_1896
reexport,tn_1901,"FRUIT, Apples, Raw","Pears, Raw",FRUIT,aligned,1.0,1,217,as_1896
reexport,tn_1901,"FRUIT, Apples, Raw","Plums, Raw",FRUIT,aligned,1.0,2,4,as_1896
reexport,tn_1901,"FRUIT, Apples, Raw","Unenumerated, Raw",FRUIT,interpolated,0.0,7,112603,as_1896
reexport,tn_1901,"FRUIT, Apples, Raw","Unenumerated, Dried",FRUIT,aligned,1.0,44,1059419,as_1896
reexport,tn_1901,"FRUIT, Apples, Raw","FRUIT JUICE, not containing Spirit",FRUIT,trailing,0.0,10,9936,as_1896
reexport,tn_1901,"LEATHER, Undressed",Dressed,LEATHER,aligned,1.0,23,639493,as_1896
reexport,tn_1901,"LEATHER, Undressed","Varnished, Japanned, or Enamelled",LEATHER,aligned,1.0,5,34842,as_1896
reexport,tn_1901,"LEATHER, Undressed",Manufactures: Boots and Shoes,LEATHER MANUFACTURES,aligned,1.0,14,147894,as_1896
reexport,tn_1901,"LEATHER, Undressed",Gloves,LEATHER MANUFACTURES,aligned,1.0,15,641521,as_1896
reexport,tn_1901,"LEATHER, Undressed","Unenumerated, or whereof     Leather is the most valuable     part",LEATHER MANUFACTURES,trailing,0.0,14,93397,as_1896
reexport,tn_1901,SKINS AND FURS,"Skins, Goat, Undressed","SKINS, FURS, AND PELTS",aligned,1.0,11,3730226,as_1896
reexport,tn_1901,SKINS AND FURS,"Skins, Goat, Undressed : Sheep, Undressed","SKINS, FURS, AND PELTS",aligned,1.0,13,1916390,as_1896
reexport,tn_1901,SKINS AND FURS,Dressed or Undressed (not Leather),"SKINS, FURS, and PELTS",aligned,1.0,11,160786,as_1896
reexport,tn_1901,SKINS AND FURS,"Furs, Rabbit Skins","SKINS, FURS, and PELTS",aligned,1.0,10,475707,as_1896
reexport,tn_1901,SKINS AND FURS,"Furs, Rabbit Skins : Seal Skins","SKINS, FURS, and PELTS",aligned,1.0,10,354573,as_1896
reexport,tn_1901,SKINS AND FURS,"Furs, Rabbit Skins : Unenumerated","SKINS, FURS, and PELTS",interpolated,0.0,13,4397142,as_1896
reexport,tn_1901,SKINS AND FURS,"Furs, Rabbit Skins : Manufactures of, including     Skin Rugs","SKINS, FURS and PELTS",aligned,1.0,24,120052,as_1896
reexport,tn_1901,SKINS AND FURS,Cinnamon,SPICES,aligned,1.0,13,116525,as_1896
reexport,tn_1901,SKINS AND FURS,Ginger,SPICES,aligned,1.0,16,161336,as_1896
reexport,tn_1901,SKINS AND FURS,Pepper,SPICES,aligned,1.0,29,1304242,as_1896
reexport,tn_1901,SKINS AND FURS,Unenumerated,SPICES,trailing,0.0,29,443518,as_1896
reexport,tn_1901,"SUGAR: Refined, or rendered by any process equal thereto, in lumps and loaves",Molasses,SUGAR,aligned,1.0,11,143683,as_1896
reexport,tn_1901,"SUGAR: Refined, or rendered by any process equal thereto, in lumps and loaves",Glucose (solid or liquid),SUGAR,aligned,1.0,8,27875,as_1896
reexport,tn_1901,"WOOD and TIMBER, viz.","Hewn, Fir",WOOD AND TIMBER,aligned,1.0,12,18904,as_1896
reexport,tn_1901,"WOOD and TIMBER, viz.","Hewn, Fir : Oak",WOOD AND TIMBER,aligned,1.0,7,13841,as_1896
reexport,tn_1901,"WOOD and TIMBER, viz.","Hewn, Teak",WOOD AND TIMBER,aligned,1.0,16,262759,as_1896
reexport,tn_1901,"WOOD and TIMBER, viz.",Unenumerated,WOOD AND TIMBER,trailing,0.0,6,4345,as_1896
reexport,tn_1901,"WOOD and TIMBER, viz.","Sawn or Split, Planed or Dressed: Fir",WOOD AND TIMBER,trailing,0.0,105,1462988,as_1896
reexport,tn_1901,"WOOD and TIMBER, viz.",Other Sorts (including Wood-ware and Wood Turnery),WOOD AND TIMBER,trailing,0.0,20,331858,as_1896
reexport,tn_1901,ETHER,Butyric,"ETHER, Acetic",aligned,1.0,3,554,as_1896
reexport,tn_1901,ETHER,Sulphuric,"ETHER, Acetic",aligned,1.0,6,1984,as_1896
reexport,tn_1901,FRUIT,"Rum, imported in Casks","SPIRITS, not Sweetened",aligned,1.0,33,528114,as_1896
reexport,tn_1901,FRUIT,"Rum, imported in Bottles","SPIRITS, not Sweetened",aligned,1.0,5,122,as_1896
reexport,tn_1901,FRUIT,Rum—Total of,"SPIRITS, not Sweetened",trailing,0.0,38,534262,as_1896
reexport,tn_1901,FRUIT,"Brandy, imported in Casks","SPIRITS, not Sweetened",trailing,0.0,29,75599,as_1896
reexport,tn_1901,Tea: of China,Tea: of British East India,TEA,aligned,1.0,32,1257671,as_1896
reexport,tn_1901,Tea: of China,of Ceylon,TEA,aligned,1.0,108,6942236,as_1896
