flow,volume,from_group,article,to_group,method,sim,rows,value,reference
reexport,as_1896,WOOD and TIMBER,Mahogany,FURNITURE AND HARDWOODS,aligned,1.0,9,156444,as_1892
reexport,as_1896,WOOD and TIMBER,Unenumerated,FURNITURE AND HARDWOODS,interpolated,0.0,9,266771,as_1892
reexport,as_1896,WOOD and TIMBER,"House Frames, Fittings, and Joiners' Work",FURNITURE AND HARDWOODS,aligned,1.0,8,88986,as_1892
reexport,as_1897,"CORN; Grain, Meal, and Flour",Oatmeal and Groats,MEAL AND FLOUR,aligned,1.0,8,78090,as_1896
reexport,as_1897,"CORN; Grain, Meal, and Flour",Maize or Indian Corn Meal,MEAL AND FLOUR,aligned,1.0,8,16608,as_1896
reexport,as_1897,"CORN; Grain, Meal, and Flour","Meal, not otherwise enumerated or described",MEAL AND FLOUR,trailing,0.0,7,39348,as_1896
reexport,as_1897,COTTON MANUFACTURES,"Piece Goods, Muslins",COTTON,aligned,1.0,6,10621,as_1896
reexport,as_1897,COTTON MANUFACTURES,"Piece Goods, other than Muslins",COTTON,aligned,1.0,37,720629,as_1896
reexport,as_1897,COTTON MANUFACTURES,"Hosiery, of all sorts",COTTON,aligned,1.0,14,118647,as_1896
reexport,as_1897,COTTON MANUFACTURES,Unenumerated,COTTON,trailing,0.0,29,246609,as_1896
reexport,as_1897,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Herrings,"FISH, Fresh (not of British taking)",aligned,1.0,2,1846,as_1896
reexport,as_1897,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Other Sorts of Fresh Fish,"FISH, Fresh (not of British taking)",interpolated,0.0,3,4376,as_1896
reexport,as_1897,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Shell Fish—Oysters,"FISH, Fresh (not of British taking)",aligned,1.0,2,94,as_1896
reexport,as_1897,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Shell Fish—Other Sorts,"FISH, Fresh (not of British taking)",trailing,0.0,3,190,as_1896
reexport,as_1897,"DYE STUFFS (other than Dye Woods), and Substances used in Tanning or Dyeing",Cured—Sardines,"FISH, Fresh (not of British taking)",trailing,0.0,11,78778,as_1896
reexport,as_1897,"FRUIT, Almonds","Apples, Raw",FRUIT,aligned,1.0,9,103166,as_1896
reexport,as_1897,"FRUIT, Almonds","Grapes, Raw",FRUIT,aligned,1.0,13,102197,as_1896
reexport,as_1897,"FRUIT, Almonds",Lemons,FRUIT,aligned,1.0,10,78321,as_1896
reexport,as_1897,"FRUIT, Almonds","Nuts, used as Fruit",FRUIT,aligned,1.0,12,188771,as_1896
reexport,as_1897,"FRUIT, Almonds",Oranges,FRUIT,aligned,1.0,16,746116,as_1896
reexport,as_1897,"FRUIT, Almonds","Pears, Raw",FRUIT,aligned,1.0,2,242,as_1896
reexport,as_1897,"FRUIT, Almonds","Plums, Raw",FRUIT,aligned,1.0,2,10,as_1896
reexport,as_1897,"FRUIT, Almonds","Unenumerated, Raw",FRUIT,interpolated,0.0,7,88775,as_1896
reexport,as_1897,"FRUIT, Almonds","Unenumerated, Dried",FRUIT,aligned,1.0,9,271548,as_1896
reexport,as_1897,"GLASS, Window and German Sheet, including Shades and Cyinders","Plate, Fluted, Rolled or Rough",GLASS,aligned,1.0,3,10385,as_1896
reexport,as_1897,"GLASS, Window and German Sheet, including Shades and Cyinders","Other Plate, whether Silvered or not",GLASS,aligned,1.0,5,12893,as_1896
reexport,as_1897,"GLASS, Window and German Sheet, including Shades and Cyinders",Bottles (included in Glass Manufactures in 1893),GLASS,interpolated,0.0,5,13683,as_1896
reexport,as_1897,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",GLASS,aligned,1.0,54,342709,as_1896
reexport,as_1897,"GLASS, Window and German Sheet, including Shades and Cyinders","Lac, Seed, Shell, Stick, and Dye",GUM,aligned,1.0,20,1074390,as_1896
reexport,as_1897,"GLASS, Window and German Sheet, including Shades and Cyinders",Unenumerated,GUM,trailing,0.0,18,618855,as_1896
reexport,as_1897,"GLASS, Window and German Sheet, including Shades and Cyinders",GUNPOWDER,GUM,trailing,0.0,3,1011,as_1896
reexport,as_1897,LEATHER,Manufactures: Boots and Shoes,LEATHER MANUFACTURES,aligned,1.0,15,140698,as_1896
reexport,as_1897,LEATHER,Gloves,LEATHER MANUFACTURES,aligned,1.0,15,577299,as_1896
reexport,as_1897,LEATHER,"Unenumerated, or whereof Leather is the most valuable part",LEATHER MANUFACTURES,trailing,0.0,14,96175,as_1896
reexport,as_1897,MUSICAL INSTRUMENTS,Palm,OIL,aligned,1.0,21,1909147,as_1896
reexport,as_1897,MUSICAL INSTRUMENTS,Seed,OIL,aligned,1.0,21,296674,as_1896
reexport,as_1897,MUSICAL INSTRUMENTS,Turpentine,OIL,aligned,1.0,13,66849,as_1896
reexport,as_1897,MUSICAL INSTRUMENTS,"Chemical, Essential, or Per- fumed",OIL,aligned,1.0,13,192984,as_1896
reexport,as_1897,MUSICAL INSTRUMENTS,Unenumerated,OIL,trailing,0.0,81,701775,as_1896
reexport,as_1897,SPONGE,Molasses,SUGAR,aligned,1.0,12,274852,as_1896
reexport,as_1897,SPONGE,Glucose (solid or liquid),SUGAR,aligned,1.0,10,34492,as_1896
reexport,as_1897,WOOD and TIMBER,Mahogany,FURNITURE AND HARDWOODS,aligned,1.0,18,16038,as_1896
reexport,as_1897,WOOD and TIMBER,"House Frames, Fittings, Joiners' and Cabinet Work",FURNITURE AND HARDWOODS,aligned,1.0,15,76316,as_1896
reexport,as_1897,WOOD and TIMBER,"Alpaca, Vicuna, and Llama",WOOL,aligned,1.0,6,71110,as_1896
reexport,as_1897,WOOD and TIMBER,Mohair,WOOL,aligned,1.0,4,117466,as_1896
reexport,as_1897,WOOD and TIMBER,Other Goats' Wool or Hair,WOOL,aligned,1.0,5,24850,as_1896
reexport,as_1897,WOOD and TIMBER,Sheep or Lambs',WOOL,aligned,1.0,22,39345,as_1896
reexport,as_1897,WOOD and TIMBER,Other kinds and Flocks,WOOL,aligned,1.0,6,981,as_1896
reexport,as_1897,WOOD and TIMBER,"For fancy purposes, including Berlin Wool and Zephyr Yarn",WOOLLEN YARN,aligned,1.0,15,306,as_1896
reexport,as_1897,WOOD and TIMBER,"For fancy purposes, including Berlin Wool and Zephyr Yarn : For Weaving, mixed or not with Silk",WOOLLEN YARN,aligned,1.0,9,23649,as_1896
reexport,as_1897,WOOD and TIMBER,"For fancy purposes, including Berlin Wool and Zephyr Yarn : Unenumerated",WOOLLEN YARN,interpolated,0.0,18,68384,as_1896
reexport,as_1897,WOOD and TIMBER,"For fancy purposes, including Berlin Wool and Zephyr Yarn : Of Wool other than Goats', or of Wool mixed with Cotton: Cloths",WOOLLEN MANUFACTURES,aligned,1.0,49,1255826,as_1896
reexport,as_1897,"CONFECTIONERY, in the manufacture of which Spirit has been used",Currants,FRUIT,aligned,1.0,70,236098,as_1896
reexport,as_1897,"CONFECTIONERY, in the manufacture of which Spirit has been used",Prunes,FRUIT,aligned,1.0,10,5126,as_1896
reexport,as_1897,"CONFECTIONERY, in the manufacture of which Spirit has been used",Raisins,FRUIT,aligned,1.0,31,170509,as_1896
reexport,as_1897,"SPIRITS, Unenumerated",of China,TEA,aligned,1.0,45,2157474,as_1896
reexport,as_1897,"SPIRITS, Unenumerated",of other Countries,TEA,aligned,1.0,22,92841,as_1896
reexport,as_1897,TOBACCO,"White, in Bottles, Still","WINE, Red",aligned,1.0,17,49781,as_1896
reexport,as_1897,TOBACCO,"Red in Bottles, Sparkling Burgundy","WINE, Red",aligned,1.0,6,936,as_1896
reexport,as_1897,TOBACCO,"Red in Bottles, Sparkling, Other Sorts","WINE, Red",aligned,1.0,4,377,as_1896
reexport,as_1897,TOBACCO,"White, in Bottles, Sparkling Champagne","WINE, White",aligned,1.0,44,475093,as_1896
reexport,as_1897,TOBACCO,"White, in Bottles, Sparkling Saumur","WINE, White",aligned,1.0,127,1329604,as_1896
reexport,as_1897,TOBACCO,Total of Wine of all kinds,"WINE, White",trailing,0.0,71,8000941,as_1896
reexport,as_1898,"CORN ; Grain, Meal, and Flour",Oatmeal and Groats,MEAL AND FLOUR,aligned,1.0,8,62968,as_1896
reexport,as_1898,"CORN ; Grain, Meal, and Flour",Maize or Indian Corn Meal,MEAL AND FLOUR,aligned,1.0,8,6647,as_1896
reexport,as_1898,"CORN ; Grain, Meal, and Flour","Meal, not otherwise enumerated or described",MEAL AND FLOUR,trailing,0.0,7,23325,as_1896
reexport,as_1898,COTTON MANUFACTURES,"Piece Goods, Muslins",COTTON,aligned,1.0,6,12255,as_1896
reexport,as_1898,COTTON MANUFACTURES,"Piece Goods, other than Muslins",COTTON,aligned,1.0,35,888520,as_1896
reexport,as_1898,COTTON MANUFACTURES,"Hosiery, of all sorts",COTTON,aligned,1.0,14,131248,as_1896
reexport,as_1898,COTTON MANUFACTURES,,COTTON,trailing,0.0,29,411927,as_1896
reexport,as_1898,EGGS,Herrings,"FISH, Fresh (not of British taking)",aligned,1.0,2,1132,as_1896
reexport,as_1898,EGGS,Other Sorts of Fresh Fish,"FISH, Fresh (not of British taking)",interpolated,0.0,3,5514,as_1896
reexport,as_1898,EGGS,Shell Fish—Oysters,"FISH, Fresh (not of British taking)",aligned,1.0,2,198,as_1896
reexport,as_1898,EGGS,Shell Fish—Other Sorts,"FISH, Fresh (not of British taking)",trailing,0.0,3,150,as_1896
reexport,as_1898,EGGS,Cured—Sardines,"FISH, Fresh (not of British taking)",trailing,0.0,13,114311,as_1896
reexport,as_1898,"FRUIT, Almonds","Apples, Raw",FRUIT,aligned,1.0,10,32650,as_1896
reexport,as_1898,"FRUIT, Almonds","Grapes, Raw",FRUIT,aligned,1.0,13,133291,as_1896
reexport,as_1898,"FRUIT, Almonds",Lemons,FRUIT,aligned,1.0,11,87604,as_1896
reexport,as_1898,"FRUIT, Almonds","Nuts, used as Fruit",FRUIT,aligned,1.0,12,186550,as_1896
reexport,as_1898,"FRUIT, Almonds",Oranges,FRUIT,aligned,1.0,16,428791,as_1896
reexport,as_1898,"FRUIT, Almonds","Pears, Raw",FRUIT,aligned,1.0,2,1606,as_1896
reexport,as_1898,"FRUIT, Almonds","Plums, Raw",FRUIT,aligned,1.0,3,106,as_1896
reexport,as_1898,"FRUIT, Almonds","Unenumerated, Raw",FRUIT,interpolated,0.0,7,89511,as_1896
reexport,as_1898,"FRUIT, Almonds","Unenumerated, Dried",FRUIT,aligned,1.0,8,224230,as_1896
reexport,as_1898,FRUIT,Rum,"SPIRITS, not Sweetened",aligned,1.0,32,434409,as_1896
reexport,as_1898,FRUIT,"Rum, Imitation","SPIRITS, not Sweetened",aligned,1.0,3,302,as_1896
reexport,as_1898,FRUIT,Brandy,"SPIRITS, not Sweetened",interpolated,0.0,31,109006,as_1896
reexport,as_1898,FRUIT,Sweetened or Mixed (Tested),"SPIRITS, not Sweetened",interpolated,0.0,21,56878,as_1896
reexport,as_1898,FRUIT,"Liqueurs, Cordials, &c., not   tested for ascertaining the   Strength","SPIRITS, not Sweetened",aligned,1.0,16,25443,as_1896
reexport,as_1898,FRUIT,Perfumed,"SPIRITS, not Sweetened",aligned,1.0,19,82566,as_1896
reexport,as_1898,FRUIT,Perfumed in Bond,"SPIRITS, not Sweetened",interpolated,0.0,45,1896098,as_1896
reexport,as_1898,FRUIT,Tea: of British East India,TEA,aligned,1.0,32,1012822,as_1896
reexport,as_1898,FRUIT,of Ceylon,TEA,aligned,1.0,119,6255253,as_1896
reexport,as_1898,"GLASS, Window and German Sheet, including Shades and Cylinders","Plate, Fluted, Rolled or Rough",GLASS,aligned,1.0,6,2234,as_1896
reexport,as_1898,"GLASS, Window and German Sheet, including Shades and Cylinders","Other Plate, whether Silvered or not",GLASS,aligned,1.0,5,15672,as_1896
reexport,as_1898,"GLASS, Window and German Sheet, including Shades and Cylinders",Bottles,GLASS,interpolated,0.0,5,14561,as_1896
reexport,as_1898,"GLASS, Window and German Sheet, including Shades and Cylinders","Manufactures, unenumerated",GLASS,aligned,1.0,56,1015384,as_1896
reexport,as_1898,"GLASS, Window and German Sheet, including Shades and Cylinders","Lac, Seed, Shell, Stick, and Dye",GUM,aligned,1.0,38,1314548,as_1896
reexport,as_1898,"GLASS, Window and German Sheet, including Shades and Cylinders",GUNPOWDER,GUM,trailing,0.0,7,6809,as_1896
reexport,as_1898,LEATHER,Manufactures: Boots and Shoes,LEATHER MANUFACTURES,aligned,1.0,14,165358,as_1896
reexport,as_1898,LEATHER,Gloves,LEATHER MANUFACTURES,aligned,1.0,15,642682,as_1896
reexport,as_1898,LEATHER,"Unenumerated, or whereof     Leather is the most valuable     part",LEATHER MANUFACTURES,trailing,0.0,13,70530,as_1896
reexport,as_1898,"SAUCES or CONDIMENTS, Unenumerated",Rape,Cotton,aligned,1.0,9,129291,as_1896
reexport,as_1898,"SAUCES or CONDIMENTS, Unenumerated","Garden, Unenumerated",Cotton,aligned,1.0,13,120901,as_1896
reexport,as_1898,"SAUCES or CONDIMENTS, Unenumerated",Tares and Lentils,Cotton,aligned,1.0,5,31827,as_1896
reexport,as_1898,"SAUCES or CONDIMENTS, Unenumerated","Unenumerated, for expressing Oil therefrom",SEEDS,aligned,1.0,15,671024,as_1896
reexport,as_1898,"SAUCES or CONDIMENTS, Unenumerated","Unenumerated, Other Sorts",SEEDS,trailing,0.0,16,108562,as_1896
reexport,as_1898,SILK,"Skins, in any way Dressed     (not Leather)","SKINS, FURS, and PELTS",aligned,1.0,10,64476,as_1896
reexport,as_1898,SILK,"Furs, Rabbit Skins","SKINS, FURS, and PELTS",aligned,1.0,11,405018,as_1896
reexport,as_1898,SILK,Seal Skins,"SKINS, FURS, and PELTS",aligned,1.0,44,5577114,as_1896
reexport,as_1898,SILK,Cinnamon,SPICES,aligned,1.0,13,127279,as_1896
reexport,as_1898,SILK,Ginger,SPICES,aligned,1.0,16,144441,as_1896
reexport,as_1898,SILK,Pepper,SPICES,aligned,1.0,168,3379257,as_1896
reexport,as_1898,SILK,"Unrefined, Beetroot",SPICES,interpolated,0.0,7,57299,as_1896
reexport,as_1898,SILK,"Unrefined, Beetroot : Cane and Other Sorts",SPICES,interpolated,0.0,28,864703,as_1896
reexport,as_1898,SILK,Glucose (solid or liquid),SUGAR,aligned,1.0,8,44062,as_1896
reexport,as_1898,WOOD and TIMBER,Mahogany,FURNITURE AND HARDWOODS,aligned,1.0,34,546725,as_1896
reexport,as_1898,WOOD and TIMBER,"House Frames, Fittings, Joiners' and Cabinet Work",FURNITURE AND HARDWOODS,aligned,1.0,17,115264,as_1896
reexport,as_1898,WOOD and TIMBER,"Alpaca, Vicuna, and Llama",WOOL,aligned,1.0,6,48405,as_1896
reexport,as_1898,WOOD and TIMBER,Mohair,WOOL,aligned,1.0,5,88398,as_1896
reexport,as_1898,WOOD and TIMBER,Other Goats' Wool or Hair,WOOL,aligned,1.0,6,21073,as_1896
reexport,as_1898,WOOD and TIMBER,Sheep or Lambs',WOOL,aligned,1.0,28,29936926,as_1896
reexport,as_1898,WOOD and TIMBER,"For fancy purposes, including Berlin Wool and Zephyr Yarn",WOOLLEN YARN,aligned,1.0,13,26240,as_1896
reexport,as_1898,WOOD and TIMBER,"For fancy purposes, including Berlin Wool and Zephyr Yarn : For Weaving, mixed or not with Silk",WOOLLEN YARN,aligned,1.0,24,55586,as_1896
reexport,as_1898,WOOD and TIMBER,"For fancy purposes, including Berlin Wool and Zephyr Yarn : Of Wool other than Goats', or of Wool mixed with Cotton: Cloths",WOOLLEN MANUFACTURES,aligned,1.0,46,1448693,as_1896
reexport,as_1898,CHICORY,Husks and Shells,COCOA,aligned,1.0,2,1846,as_1896
reexport,as_1898,CHICORY,"or CHOCOLATE, Ground, Pre- pared, or in any way Manu- factured",COCOA,aligned,1.0,28,234342,as_1896
reexport,as_1898,CHICORY,"or CHOCOLATE, in the manu- facture of which Spirit has been used",COCOA,interpolated,0.0,47,6410105,as_1896
reexport,as_1898,CHICORY,"Kiln-dried, Roasted, or Ground",COCOA,interpolated,0.0,19,4259,as_1896
reexport,as_1898,CHICORY,Not exceeding 50 per cent.     Chocolate,COCOA,interpolated,0.0,3,68,as_1896
reexport,as_1898,CHICORY,Not exceeding 50 per cent.     Chocolate prepared with     Spirit,CONFECTIONERY,aligned,1.0,3,284,as_1896
reexport,as_1898,ETHER,Butyric,"ETHER, Acetic",aligned,1.0,3,154,as_1896
reexport,as_1898,ETHER,Sulphuric,"ETHER, Acetic",aligned,1.0,6,2821,as_1896
reexport,as_1898,ETHER,Chloride of,"ETHER, Acetic",trailing,0.0,3,904,as_1896
reexport,as_1898,TOBACCO,"WINE, in Bottles, Still","WINE, Red",aligned,1.0,19,73146,as_1896
reexport,as_1898,TOBACCO,"in Bottles, Sparkling Champagne","WINE, Red",aligned,1.0,44,441945,as_1896
reexport,as_1898,TOBACCO,"In Bottles, Sparkling Saumur","WINE, Red",aligned,1.0,97,9235870,as_1896
reexport,as_1899,"ANIMALS, LIVING, Oxen and Bulls",Cows,"ANIMALS, LIVING",aligned,1.0,2,472,as_1896
reexport,as_1899,"ANIMALS, LIVING, Oxen and Bulls",Sheep and Lambs,"ANIMALS, LIVING",aligned,1.0,1,313,as_1896
reexport,as_1899,"ANIMALS, LIVING, Oxen and Bulls","Horses, Stallions","ANIMALS, LIVING",aligned,1.0,3,75810,as_1896
reexport,as_1899,"ANIMALS, LIVING, Oxen and Bulls","Horses, Mares","ANIMALS, LIVING",aligned,1.0,7,9330,as_1896
reexport,as_1899,"ANIMALS, LIVING, Oxen and Bulls","Horses, Geldings","ANIMALS, LIVING",aligned,1.0,17,95691,as_1896
reexport,as_1899,"COPPER, Ore of",Unmanufactured,TOBACCO,aligned,1.0,12,85984,as_1896
reexport,as_1899,"COPPER, Ore of",Manufactured,TOBACCO,aligned,1.0,23,328801,as_1896
reexport,as_1899,"CORN; Grain, Meal, and Flour—cont.",Buckwheat,CORN AND GRAIN,aligned,1.0,3,117,as_1896
reexport,as_1899,"CORN; Grain, Meal, and Flour—cont.",Wheat Meal or Flour,CORN AND GRAIN,aligned,1.0,22,651137,as_1896
reexport,as_1899,"CORN; Grain, Meal, and Flour—cont.",Oatmeal and Groats,MEAL AND FLOUR,aligned,1.0,8,76714,as_1896
reexport,as_1899,"CORN; Grain, Meal, and Flour—cont.",Maize or Indian Corn Meal,MEAL AND FLOUR,aligned,1.0,8,6933,as_1896
reexport,as_1899,"CORN; Grain, Meal, and Flour—cont.","Meal, not otherwise enumerated or described",MEAL AND FLOUR,interpolated,0.0,7,33231,as_1896
reexport,as_1899,"CORN; Grain, Meal, and Flour—cont.",Raw,MEAL AND FLOUR,interpolated,0.0,24,14187354,as_1896
reexport,as_1899,"CORN; Grain, Meal, and Flour—cont.",Yarn,COTTON,aligned,1.0,3,2586,as_1896
reexport,as_1899,"CORN; Grain, Meal, and Flour—cont.",Waste of (raw and yarn),COTTON,aligned,1.0,18,1321858,as_1896
reexport,as_1899,COTTON MANUFACTURES,"Piece Goods, Muslins",COTTON,aligned,1.0,6,10582,as_1896
reexport,as_1899,COTTON MANUFACTURES,"Piece Goods, other than Muslins",COTTON,aligned,1.0,37,816988,as_1896
reexport,as_1899,COTTON MANUFACTURES,"Hosiery, of all sorts",COTTON,aligned,1.0,13,114727,as_1896
reexport,as_1899,COTTON MANUFACTURES,,COTTON,trailing,0.0,30,518724,as_1896
reexport,as_1899,EMBROIDERY AND NEEDLEWORK,Herrings,"FISH, Fresh (not of British taking)",aligned,1.0,3,2142,as_1896
reexport,as_1899,EMBROIDERY AND NEEDLEWORK,Other Sorts of Fresh Fish,"FISH, Fresh (not of British taking)",interpolated,0.0,3,4328,as_1896
reexport,as_1899,EMBROIDERY AND NEEDLEWORK,Shell Fish—Oysters for Food,"FISH, Fresh (not of British taking)",aligned,1.0,2,144,as_1896
reexport,as_1899,EMBROIDERY AND NEEDLEWORK,Shell Fish—Other Sorts,"FISH, Fresh (not of British taking)",trailing,0.0,2,36,as_1896
reexport,as_1899,EMBROIDERY AND NEEDLEWORK,Cured—Sardines,"FISH, Fresh (not of British taking)",trailing,0.0,13,124782,as_1896
reexport,as_1899,"FRUIT, Almonds","Apples, Raw",FRUIT,aligned,1.0,10,50384,as_1896
reexport,as_1899,"FRUIT, Almonds","Grapes, Raw",FRUIT,aligned,1.0,13,181185,as_1896
reexport,as_1899,"FRUIT, Almonds",Lemons,FRUIT,aligned,1.0,11,88498,as_1896
reexport,as_1899,"FRUIT, Almonds","Nuts, used as Fruit",FRUIT,aligned,1.0,12,266337,as_1896
reexport,as_1899,"FRUIT, Almonds",Oranges,FRUIT,aligned,1.0,16,383486,as_1896
reexport,as_1899,"FRUIT, Almonds","Pears, Raw",FRUIT,aligned,1.0,2,510,as_1896
reexport,as_1899,"FRUIT, Almonds","Plums, Raw",FRUIT,aligned,1.0,2,120,as_1896
reexport,as_1899,"FRUIT, Almonds","Unenumerated, Raw",FRUIT,interpolated,0.0,7,117512,as_1896
reexport,as_1899,"FRUIT, Almonds","Unenumerated, Dried",FRUIT,aligned,1.0,9,294307,as_1896
reexport,as_1899,"GLASS, Window and German Sheet, including Shades and Cylinders","Plate, Fluted, Rolled or Rough",GLASS,aligned,1.0,3,75,as_1896
reexport,as_1899,"GLASS, Window and German Sheet, including Shades and Cylinders","Other Plate, whether Silvered or not",GLASS,aligned,1.0,5,5008,as_1896
reexport,as_1899,"GLASS, Window and German Sheet, including Shades and Cylinders",Bottles,GLASS,trailing,0.0,37,140647,as_1896
reexport,as_1899,"GUM, Arabic",Kowrie,GUM,aligned,1.0,10,465828,as_1896
reexport,as_1899,"GUM, Arabic","Lac, Seed, Shell, Stick, and Dye",GUM,aligned,1.0,20,749763,as_1896
reexport,as_1899,LEATHER,Manufactures : Boots and Shoes,LEATHER MANUFACTURES,aligned,1.0,14,133278,as_1896
reexport,as_1899,LEATHER,Gloves,LEATHER MANUFACTURES,aligned,1.0,15,648483,as_1896
reexport,as_1899,LEATHER,"Unenumerated, or whereof Leather is the most valuable part",LEATHER MANUFACTURES,trailing,0.0,13,71985,as_1896
reexport,as_1899,SILK,"Skins, Goat, Undressed","SKINS, FURS, AND PELTS",aligned,1.0,11,4625643,as_1896
reexport,as_1899,SILK,"Skins, Goat, Undressed : Sheep, Undressed","SKINS, FURS, AND PELTS",aligned,1.0,13,1681759,as_1896
reexport,as_1899,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed","SKINS, FURS, and PELTS",aligned,1.0,156,7696472,as_1896
reexport,as_1899,WOOD and TIMBER,Sheep or Lambs',WOOL,aligned,1.0,22,31686912,as_1896
reexport,as_1899,WOOD and TIMBER,Other kinds and Flocks,WOOL,aligned,1.0,5,102096,as_1896
reexport,as_1899,CHICORY,Husks and Shells,COCOA,aligned,1.0,2,1138,as_1896
reexport,as_1899,CHICORY,"or CHOCOLATE, Ground, Pre- pared, or in any way Manu- factured",COCOA,aligned,1.0,29,241883,as_1896
reexport,as_1899,CHICORY,"or CHOCOLATE, in the manufacture of which Spirit has been used",COCOA,interpolated,0.0,40,6879761,as_1896
reexport,as_1899,CHICORY,"Kiln-dried, Roasted, or Ground",COCOA,interpolated,0.0,18,6095,as_1896
reexport,as_1899,CHICORY,Not exceeding 50 per cent.     Chocolate,COCOA,interpolated,0.0,2,26,as_1896
reexport,as_1899,CHICORY,Not exceeding 50 per cent.     Chocolate prepared with     Spirit,CONFECTIONERY,aligned,1.0,2,4,as_1896
reexport,as_1899,ETHER,Butyric,"ETHER, Acetic",aligned,1.0,2,2,as_1896
reexport,as_1899,ETHER,Sulphuric,"ETHER, Acetic",aligned,1.0,9,2213,as_1896
reexport,as_1899,Tea: of British East India,of Ceylon,TEA,aligned,1.0,34,1591640,as_1896
reexport,as_1899,Tea: of British East India,of other Countries,TEA,aligned,1.0,23,85464,as_1896
reexport,as_1899,Tea: of British East India,Total,TEA,trailing,0.0,64,4228053,as_1896
reexport,as_1899,TOBACCO,"WINE, in Bottles, Still","WINE, WHITE",aligned,1.0,19,70255,as_1896
reexport,as_1899,TOBACCO,"in Bottles, Sparkling Champagne","WINE, White",aligned,1.0,44,425978,as_1896
reexport,as_1899,TOBACCO,"In Bottles, Sparkling Saumur","WINE, White",aligned,1.0,7,5496,as_1896
reexport,as_1899,TOBACCO,"WINE, in Bottles, Sparkling Burgundy","WINE, White",interpolated,0.0,6,2049,as_1896
reexport,as_1899,TOBACCO,"In Bottles, Sparkling Hock","WINE, White",aligned,1.0,3,986,as_1896
reexport,as_1899,TOBACCO,"In Bottles, Sparkling Moselle","WINE, White",aligned,1.0,5,1492,as_1896
reexport,as_1899,TOBACCO,"In Bottles, Sparkling, Other sorts","WINE, RED",aligned,1.0,3,334,as_1896
reexport,tn_1901,"ANIMALS, LIVING, Oxen and Bulls",Cows,"ANIMALS, LIVING",aligned,1.0,2,480,as_1896
reexport,tn_1901,"ANIMALS, LIVING, Oxen and Bulls",Stallions,"ANIMALS, LIVING",aligned,1.0,5,182100,as_1896
reexport,tn_1901,"ANIMALS, LIVING, Oxen and Bulls",Stallions : Mares,"ANIMALS, LIVING",interpolated,0.0,6,12370,as_1896
reexport,tn_1901,"ANIMALS, LIVING, Oxen and Bulls",Geldings,"ANIMALS, LIVING",aligned,1.0,7,26448,as_1896
reexport,tn_1901,"ANIMALS, LIVING, Oxen and Bulls",Unenumerated,"ANIMALS, LIVING",interpolated,0.0,18,45206,as_1896
reexport,tn_1901,"ANIMALS, LIVING, Oxen and Bulls","Cannon and Mortars, and parts thereof","ANIMALS, LIVING",interpolated,0.0,3,68400,as_1896
reexport,tn_1901,"ANIMALS, LIVING, Oxen and Bulls","Rifles, Carbines, Fowling-pieces, Muskets, Pistols, or Guns of any other sorts unenumerated, and parts thereof",ARMS AND AMMUNITION,aligned,1.0,28,115828,as_1896
reexport,tn_1901,"CORN; Grain, Meal, Flour—cont.",Buckwheat,CORN AND GRAIN,aligned,1.0,4,14,as_1896
reexport,tn_1901,"CORN; Grain, Meal, Flour—cont.",Wheat Meal and Flour,CORN AND GRAIN,aligned,1.0,13,269654,as_1896
reexport,tn_1901,"CORN; Grain, Meal, Flour—cont.","Wheat, Meal, and Flour",MEAL AND FLOUR,interpolated,0.0,10,291975,as_1896
reexport,tn_1901,"CORN; Grain, Meal, Flour—cont.",Oatmeal and Groats,MEAL AND FLOUR,aligned,1.0,8,110028,as_1896
reexport,tn_1901,"CORN; Grain, Meal, Flour—cont.",Maize Meal or Indian Corn Meal,MEAL AND FLOUR,aligned,1.0,6,4185,as_1896
reexport,tn_1901,"CORN; Grain, Meal, Flour—cont.","Meal, unenumerated",CORN,aligned,1.0,6,27623,as_1896
reexport,tn_1901,COTTON MANUFACTURES,"Piece Goods, Muslins",COTTON,aligned,1.0,6,10157,as_1896
reexport,tn_1901,COTTON MANUFACTURES,"Piece Goods, other than Muslins",COTTON,aligned,1.0,39,735988,as_1896
reexport,tn_1901,COTTON MANUFACTURES,"Hosiery, of all sorts",COTTON,aligned,1.0,15,127994,as_1896
reexport,tn_1901,COTTON MANUFACTURES,Unenumerated,COTTON,trailing,0.0,30,588135,as_1896
reexport,tn_1901,"FEATHERS AND DOWN, in Beds, or for Beds",Herrings,"FISH, Fresh (not of British taking)",aligned,1.0,3,1616,as_1896
reexport,tn_1901,"FEATHERS AND DOWN, in Beds, or for Beds",Other Sorts of Fresh Fish,"FISH, Fresh (not of British taking)",interpolated,0.0,3,5142,as_1896
reexport,tn_1901,"FEATHERS AND DOWN, in Beds, or for Beds",Shell Fish—Oysters for Food,"FISH, Fresh (not of British taking)",aligned,1.0,2,108,as_1896
