volume,year,flow,article_group,article,country_raw,old_value,new_value,witnesses
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Mexico,148300,11093,inf block (closes on its TOTAL); obs block price x10 1.5375 vs 0.1189
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Chili,516300,37856,inf block (closes on its TOTAL); obs block price x10 1.5375 vs 0.1189
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Uruguay,67400,4917,inf block (closes on its TOTAL); obs block price x10 1.5375 vs 0.1189
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Argentine Republic,259100,20772,inf block (closes on its TOTAL); obs block price x10 1.5375 vs 0.1189
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",British Possessions in South Africa,213700,15176,inf block (closes on its TOTAL); obs block price x10 1.5375 vs 0.1189
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Australasia,2162800,157156,inf block (closes on its TOTAL); obs block price x10 1.5375 vs 0.1189
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",British North America,2393500,180963,inf block (closes on its TOTAL); obs block price x10 1.5375 vs 0.1189
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Other Countries,545500,43245,inf block (closes on its TOTAL); obs block price x10 1.5375 vs 0.1189
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",TOTAL,14881000,1164438,inf block (closes on its TOTAL); obs block price x10 1.5375 vs 0.1189
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Sweden and Norway,216562,18093,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Germany,742166,71510,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Holland,594548,53174,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Belgium,394911,33173,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",France,1274468,104315,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Spain and Canaries,434140,33577,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Italy,262379,20030,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Japan,273780,20363,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",United States: Atlantic,836430,87562,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Pacific,10110,542,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Peru,188190,15895,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Chili,304070,28439,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Australia,1755800,135125,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",British North America,1571110,141554,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",Other Countries,953542,82411,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",TOTAL,9812106,847763,inf block (closes on its TOTAL); obs block price x10 1.5698 vs 0.131; members x10 9812206 vs 874946
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,Germany,48600,9167,inf block (closes on its TOTAL); obs block price x10 0.3919 vs 0.0519; members x10 3588868 vs 405628
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,Japan,61280,9061,inf block (closes on its TOTAL); obs block price x10 0.3919 vs 0.0519; members x10 3588868 vs 405628
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,British Possessions in South Africa,152761,21389,inf block (closes on its TOTAL); obs block price x10 0.3919 vs 0.0519; members x10 3588868 vs 405628
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,British India: Bombay and Scinde,89860,14436,inf block (closes on its TOTAL); obs block price x10 0.3919 vs 0.0519; members x10 3588868 vs 405628
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,Bengal and Burmah,200230,23372,inf block (closes on its TOTAL); obs block price x10 0.3919 vs 0.0519; members x10 3588868 vs 405628
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,Hong Kong,67260,9435,inf block (closes on its TOTAL); obs block price x10 0.3919 vs 0.0519; members x10 3588868 vs 405628
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,Australia,2309580,291451,inf block (closes on its TOTAL); obs block price x10 0.3919 vs 0.0519; members x10 3588868 vs 405628
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,British North America,451490,55888,inf block (closes on its TOTAL); obs block price x10 0.3919 vs 0.0519; members x10 3588868 vs 405628
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,Other Countries,207807,32193,inf block (closes on its TOTAL); obs block price x10 0.3919 vs 0.0519; members x10 3588868 vs 405628
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,TOTAL,3588858,466392,inf block (closes on its TOTAL); obs block price x10 0.3919 vs 0.0519; members x10 3588868 vs 405628
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,Germany,21000,4191,inf block (closes on its TOTAL); obs block price x10 0.3374 vs 0.0442; members x10 3089500 vs 349235
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,United States : Atlantic,57600,7121,inf block (closes on its TOTAL); obs block price x10 0.3374 vs 0.0442; members x10 3089500 vs 349235
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,British Possessions in South Africa,182000,24896,inf block (closes on its TOTAL); obs block price x10 0.3374 vs 0.0442; members x10 3089500 vs 349235
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,British India : Bombay and Scinde,78300,10630,inf block (closes on its TOTAL); obs block price x10 0.3374 vs 0.0442; members x10 3089500 vs 349235
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,Bengal and Burmah,75300,11761,inf block (closes on its TOTAL); obs block price x10 0.3374 vs 0.0442; members x10 3089500 vs 349235
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,Hong Kong,44000,5919,inf block (closes on its TOTAL); obs block price x10 0.3374 vs 0.0442; members x10 3089500 vs 349235
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,Australasia,2059300,250310,inf block (closes on its TOTAL); obs block price x10 0.3374 vs 0.0442; members x10 3089500 vs 349235
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,British North America,307000,41625,inf block (closes on its TOTAL); obs block price x10 0.3374 vs 0.0442; members x10 3089500 vs 349235
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,British West India Islands and British Guiana,78700,8765,inf block (closes on its TOTAL); obs block price x10 0.3374 vs 0.0442; members x10 3089500 vs 349235
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,Other Countries,186300,25028,inf block (closes on its TOTAL); obs block price x10 0.3374 vs 0.0442; members x10 3089500 vs 349235
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,Flannels,TOTAL,3092500,390216,inf block (closes on its TOTAL); obs block price x10 0.3374 vs 0.0442; members x10 3089500 vs 349235
