volume,year,flow,article_group,article,country_raw,old_value,new_value,witnesses
as_1873,1873,export_uk,APPAREL and SLOPS,,Australia,29868.0,1419720.0,"neighbours: labels shifted from row 14/18, inf TOTAL 3437410 short 226457, gain 6.4 nats over 4 rows (4 better/0 worse); glued label takes orphan 29868"
as_1873,1873,export_uk,APPAREL and SLOPS,,British North America,1419720.0,245933.0,"neighbours: labels shifted from row 14/18, inf TOTAL 3437410 short 226457, gain 6.4 nats over 4 rows (4 better/0 worse); glued label takes orphan 29868"
as_1873,1873,export_uk,APPAREL and SLOPS,,British West India Islands and British Guiana,245933.0,98503.0,"neighbours: labels shifted from row 14/18, inf TOTAL 3437410 short 226457, gain 6.4 nats over 4 rows (4 better/0 worse); glued label takes orphan 29868"
as_1873,1873,export_uk,APPAREL and SLOPS,,Other Countries,98503.0,226457.0,"neighbours: labels shifted from row 14/18, inf TOTAL 3437410 short 226457, gain 6.4 nats over 4 rows (4 better/0 worse); glued label takes orphan 29868"
as_1873,1873,export_uk,APPAREL and SLOPS,,British India: Bombay and Scinde Bengal and Burmah,48801.0,78669.0,"neighbours: labels shifted from row 14/18, inf TOTAL 3437410 short 226457, gain 6.4 nats over 4 rows (4 better/0 worse); glued label takes orphan 29868"
as_1875,1875,export_uk,COTTON MANUFACTURES,Lace and Patent Net,Sweden and Norway,13731.0,7753.0,"neighbours: labels shifted from row 0/14, obs TOTAL 1133093 short 117205, gain 13.5 nats over 13 rows (9 better/0 worse)"
as_1875,1875,export_uk,COTTON MANUFACTURES,Lace and Patent Net,Germany,7753.0,196377.0,"neighbours: labels shifted from row 0/14, obs TOTAL 1133093 short 117205, gain 13.5 nats over 13 rows (9 better/0 worse)"
as_1875,1875,export_uk,COTTON MANUFACTURES,Lace and Patent Net,Holland,196377.0,74598.0,"neighbours: labels shifted from row 0/14, obs TOTAL 1133093 short 117205, gain 13.5 nats over 13 rows (9 better/0 worse)"
as_1875,1875,export_uk,COTTON MANUFACTURES,Lace and Patent Net,Belgium,74598.0,69147.0,"neighbours: labels shifted from row 0/14, obs TOTAL 1133093 short 117205, gain 13.5 nats over 13 rows (9 better/0 worse)"
as_1875,1875,export_uk,COTTON MANUFACTURES,Lace and Patent Net,France,69147.0,105149.0,"neighbours: labels shifted from row 0/14, obs TOTAL 1133093 short 117205, gain 13.5 nats over 13 rows (9 better/0 worse)"
