flow,volume,year,group,article,seq_from,seq_to,to_group,to_article,to_unit,rows,value,canada,primary,method,reference,from_block
export_uk,as_1897,1895,COPPER,South Africa,13651,13771,COPPER,Unenumerated,Cwts,25,341005,0,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1895,COPPER,West Africa,13776,13795,COPPER,Unenumerated,Cwts,4,10610,0,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1895,COPPER,Possessions in Indian Seas,13800,13920,COPPER,Unenumerated,Cwts,25,125557,0,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1895,COPPER,West Africa,13929,13943,COPPER,Unenumerated,Cwts,4,2572,0,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1895,COPPER,South Africa,13948,13953,COPPER,Unenumerated,Cwts,2,12136,0,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1895,COPPER,East Africa,13958,14088,COPPER,Unenumerated,Cwts,27,341504,15615,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1895,EARTHEN AND CHINA WARE,South Africa,20854,20949,EARTHEN AND CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",,20,201665,0,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1895,EARTHEN AND CHINA WARE,West Africa,20954,20979,EARTHEN AND CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",,6,8082,0,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1895,EARTHEN AND CHINA WARE,Possessions in Indian Seas,20984,21085,EARTHEN AND CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",,21,1122014,0,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1895,EARTHEN AND CHINA WARE,West Africa,21090,21110,EARTHEN AND CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",,5,18924,0,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1895,EARTHEN AND CHINA WARE,South Africa,21115,21246,EARTHEN AND CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",,27,371917,95437,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1895,EARTHEN AND CHINA WARE,South Africa,21251,21504,"ELECTRIC LIGHTING APPARATUS, or parts thereof (except Steam Engines)",,,51,333754,682,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1895,"FURNITURE (Household), Cabinet and Upholstery Wares",West Africa,22349,22414,GLASS,,,14,21289,0,0,gapx5,as_1896,"FURNITURE (Household), Cabinet and Upholstery Wares/"
export_uk,as_1897,1895,"FURNITURE (Household), Cabinet and Upholstery Wares",South Africa,22419,22500,GLASS,,,18,48331,17670,0,gapx5,as_1896,"FURNITURE (Household), Cabinet and Upholstery Wares/"
export_uk,as_1897,1895,IMPLEMENTS AND TOOLS,Dutch,28501,28641,INSTRUMENTS AND APPARATUS,"Surgical, Anatomical, and Scientific",,29,721042,0,0,continuation~x2,as_1896,IMPLEMENTS AND TOOLS/Dutch
export_uk,as_1897,1895,IMPLEMENTS AND TOOLS,West Africa,28646,28661,INSTRUMENTS AND APPARATUS,"Surgical, Anatomical, and Scientific",,4,15534,0,0,continuation~x2,as_1896,IMPLEMENTS AND TOOLS/Dutch
export_uk,as_1897,1895,IMPLEMENTS AND TOOLS,South Africa,28666,28671,INSTRUMENTS AND APPARATUS,"Surgical, Anatomical, and Scientific",,2,354230,0,0,continuation~x2,as_1896,IMPLEMENTS AND TOOLS/Dutch
export_uk,as_1897,1895,IMPLEMENTS AND TOOLS,East Africa,28676,28686,INSTRUMENTS AND APPARATUS,"Surgical, Anatomical, and Scientific",,3,5934,0,0,continuation~x2,as_1896,IMPLEMENTS AND TOOLS/Dutch
export_uk,as_1897,1895,IMPLEMENTS AND TOOLS,South Africa,26770,26797,IRON,Puddled and Puddled Bars,Tons,6,20941,13633,0,gapx6,as_1896,"Iron/Iron, Pig"
export_uk,as_1897,1895,IMPLEMENTS AND TOOLS,South Africa,29369,29609,IRON,"Anchors, Grapnels, Chains and Cables",Tons,49,267368,16436,0,gapx4,as_1896,"Iron/Iron, Tin Plates and Sheets"
export_uk,as_1897,1895,IMPLEMENTS AND TOOLS,South Africa,31978,32063,JUTE YARN,,Tons,18,349787,2234,0,gapx2,as_1896,"IRON AND STEEL/Manufactures of Steel, or of     Steel and Iron combined"
export_uk,as_1897,1895,IMPLEMENTS AND TOOLS,South Africa,32068,32312,JUTE MANUFACTURES,,Tons,50,2085394,88827,0,gapx2,as_1896,"IRON AND STEEL/Manufactures of Steel, or of     Steel and Iron combined"
export_uk,as_1897,1895,LEAD,Pig,32551,32636,LEAD,"Rolled, Sheet, Piping, Tubing,   and other Manufactures",Tons,18,120652,0,0,gapx4,as_1896,LEAD/Pig
export_uk,as_1897,1895,LEAD,South Africa,32641,32721,LEAD,"Rolled, Sheet, Piping, Tubing,   and other Manufactures",Tons,17,137442,4696,0,gapx4,as_1896,LEAD/Pig
export_uk,as_1897,1895,LEAD,South Africa,33386,33511,LINEN YARN,,,26,924796,4004,0,gapx4,as_1896,"LEATHER/Wrought. Other Articles, Un- enumerated"
export_uk,as_1897,1895,LEAD,South Africa,33826,33971,LINEN MANUFACTURES,"Checked, Printed, or Dyed and Damasks and Diapers",Yards,30,398654,9268,0,gapx2,as_1896,"LINEN MANUFACTURES/Piece Goods, Plain, Unbleached or Bleached"
export_uk,as_1897,1895,LEAD,"Not being Steam Engines, Agricultural",35258,35408,"MACHINERY and MILL WORK, or parts thereof",Not being Steam Engines: Sewing Machines,Agricultural Machinery,31,887853,0,0,gapx2,as_1896,"MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines, Agricultural"
export_uk,as_1897,1895,LEAD,"Not being Steam Engines, Agricultural",35413,35542,"MACHINERY and MILL WORK, or parts thereof",Mining,Agricultural Machinery,27,687821,0,0,gapx2,as_1896,"MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines, Agricultural"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,38776,38866,"PERFUMERY, of all Sorts",,Cwt,19,95916,627,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,38871,39031,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Cwt,33,452894,0,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",West Africa,39036,39041,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Cwt,2,11753,0,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39046,39167,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Cwt,25,686811,58925,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39172,39242,PICTURES,,Cwt,15,335562,1592,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39247,39321,PLATE,,Cwt,16,38543,0,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39326,39472,PLATED and GILT WARES,,Cwt,30,235148,6220,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39477,39537,POTATOES,,Cwt,13,54741,0,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39542,39579,"PRINTS, ENGRAVINGS, DRAWINGS, &c.",,Cwt,8,45387,0,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39584,39841,"PROVISIONS, UNENUMERATED",,Cwt,52,491955,6861,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39846,39899,RAGS (except Woollen) and other Materials for making Paper,,Cwt,12,112140,2485,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39904,40094,SADDLERY and HARNESS,,Cwt,39,340419,5222,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,40099,40129,SALT (Rock and White),,Cwt,7,49554,0,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",West Africa,40134,40189,SALT (Rock and White),,Cwt,12,57084,0,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,40194,40304,SALT (Rock and White),,Cwt,23,254901,45539,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,40309,40349,"SALTPETRE, British Prepared",,Cwt,9,43838,0,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,40354,40444,"SEEDS, of all Sorts",,Cwt,19,232708,6598,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1895,WOOLLEN AND WORSTED MANUFACTURES,South Africa,46091,46253,WOOLLEN AND WORSTED MANUFACTURES,"Light, Narrow, all Wool",Yards,33,192649,6705,0,gapx2,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Light, Broad, mixed with other Materials"
export_uk,as_1897,1895,WOOLLEN AND WORSTED MANUFACTURES,"Worsted Stuffs, Dress Goods, Linings, Lastings, &c., all Wool",47362,47442,WOOLLEN AND WORSTED MANUFACTURES,Stuffs,Yards,17,1024284,0,0,continuationx2,as_1888,"WOOLLEN AND WORSTED MANUFACTURES/Worsted Stuffs, Dress Goods, Linings, Lastings, &c., all Wool"
export_uk,as_1897,1895,WOOLLEN AND WORSTED MANUFACTURES,Possessions in Indian Seas,47447,47552,WOOLLEN AND WORSTED MANUFACTURES,Stuffs,Yards,22,2115819,0,0,continuationx2,as_1888,"WOOLLEN AND WORSTED MANUFACTURES/Worsted Stuffs, Dress Goods, Linings, Lastings, &c., all Wool"
export_uk,as_1897,1895,WOOLLEN AND WORSTED MANUFACTURES,Shawls,48435,48585,WOOLLEN AND WORSTED MANUFACTURES,"Rugs, Coverlets, or Wrappers",Number,31,446824,2740,0,gapx5,as_1896,WOOLLEN AND WORSTED MANUFACTURES/Shawls
export_uk,as_1897,1895,WOOLLEN AND WORSTED MANUFACTURES,Shawls,48590,48710,WOOLLEN AND WORSTED MANUFACTURES,Hosiery,Number,25,397360,0,0,gapx5,as_1896,WOOLLEN AND WORSTED MANUFACTURES/Shawls
export_uk,as_1897,1895,WOOLLEN AND WORSTED MANUFACTURES,South Africa,48715,48835,WOOLLEN AND WORSTED MANUFACTURES,Hosiery,Number,25,439458,141873,0,gapx5,as_1896,WOOLLEN AND WORSTED MANUFACTURES/Shawls
export_uk,as_1897,1896,"ANIMALS, Living","Bulls, Oxen, Cows, and Calves",946,1066,"ANIMALS, Living",Sheep and Lambs,Number,23,102417,953,0,gapx4,as_1892,"ANIMALS, Living/Bulls, Oxen, Cows, and Calves"
export_uk,as_1897,1896,"ARMS, AMMUNITION, &c.",South Africa,3667,3714,"ARMS, AMMUNITION, and MILITARY STORES",Revolvers,Number,11,20326,0,0,gapx2,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Muskets, Rifles, and Fowling-pieces"
export_uk,as_1897,1896,"BAGS AND SACKS, EMPTY",West Africa,4754,4874,BEER AND ALE,,Doz,25,215173,0,0,gapx4,as_1896,"BAGS AND SACKS, EMPTY/"
export_uk,as_1897,1896,"BAGS AND SACKS, EMPTY",Possessions in Indian Seas,4879,5038,BEER AND ALE,,Doz,33,426325,0,0,gapx4,as_1896,"BAGS AND SACKS, EMPTY/"
export_uk,as_1897,1896,"BAGS AND SACKS, EMPTY",West Africa,5043,5073,BEER AND ALE,,Doz,7,8364,0,0,gapx4,as_1896,"BAGS AND SACKS, EMPTY/"
export_uk,as_1897,1896,"BAGS AND SACKS, EMPTY",South Africa,5078,5083,BEER AND ALE,,Doz,2,81166,0,0,gapx4,as_1896,"BAGS AND SACKS, EMPTY/"
export_uk,as_1897,1896,"BAGS AND SACKS, EMPTY",East Africa,5088,5225,BEER AND ALE,,Doz,29,871216,13590,0,gapx4,as_1896,"BAGS AND SACKS, EMPTY/"
export_uk,as_1897,1896,BLEACHING MATERIALS,,5928,6048,"Books, Printed",,Cwts,25,163525,0,0,gapx2,as_1896,BLEACHING MATERIALS/
export_uk,as_1897,1896,BLEACHING MATERIALS,Possessions in Indian Seas,6053,6160,"Books, Printed",,Cwts,22,356989,0,0,gapx2,as_1896,BLEACHING MATERIALS/
export_uk,as_1897,1896,BLEACHING MATERIALS,West Africa,6165,6190,"Books, Printed",,Cwts,6,5237,0,0,gapx2,as_1896,BLEACHING MATERIALS/
export_uk,as_1897,1896,BLEACHING MATERIALS,South Africa,6195,6200,"Books, Printed",,Cwts,2,146805,0,0,gapx2,as_1896,BLEACHING MATERIALS/
export_uk,as_1897,1896,BLEACHING MATERIALS,East Africa,6205,6250,"Books, Printed",,Cwts,10,150441,0,0,gapx2,as_1896,BLEACHING MATERIALS/
export_uk,as_1897,1896,BLEACHING MATERIALS,Possessions in Indian Seas,6253,6347,"Books, Printed",,Cwts,20,480581,62267,0,gapx2,as_1896,BLEACHING MATERIALS/
export_uk,as_1897,1896,BRICKS,South Africa,7180,7314,BUTTER,,,29,68148,0,0,gap+shapex2,as_1896,BRICKS/
export_uk,as_1897,1896,BRICKS,West Africa,7319,7339,BUTTER,,,5,1027,0,0,gap+shapex2,as_1896,BRICKS/
export_uk,as_1897,1896,BRICKS,South Africa,7344,7453,BUTTER,,,22,7743,417,0,gap+shapex2,as_1896,BRICKS/
export_uk,as_1897,1896,BRICKS,South Africa,7458,7572,CANDLES of all sorts,,,24,79763,0,0,gap+shapex2,as_1896,BRICKS/
export_uk,as_1897,1896,BRICKS,West Africa,7577,7744,CANDLES of all sorts,,,35,85615,0,0,gap+shapex2,as_1896,BRICKS/
export_uk,as_1897,1896,BRICKS,South Africa,7749,7754,CANDLES of all sorts,,,2,104069,0,0,gap+shapex2,as_1896,BRICKS/
export_uk,as_1897,1896,BRICKS,East Africa,7759,7889,CANDLES of all sorts,,,27,83628,3352,0,gap+shapex2,as_1896,BRICKS/
export_uk,as_1897,1896,CHEESE,East Africa,10332,10472,"CHEMICAL PRODUCTS and Preparations, not specially unenumerated",,Cwts,29,940867,0,0,gapx4,as_1896,CHEESE/
export_uk,as_1897,1896,CHEESE,Possessions in Indian Seas,10477,10623,"CHEMICAL PRODUCTS and Preparations, not specially unenumerated",,Cwts,30,690756,0,0,gapx4,as_1896,CHEESE/
export_uk,as_1897,1896,CHEESE,West Africa,10628,10648,"CHEMICAL PRODUCTS and Preparations, not specially unenumerated",,Cwts,5,983,0,0,gapx4,as_1896,CHEESE/
export_uk,as_1897,1896,CHEESE,South Africa,10653,10790,"CHEMICAL PRODUCTS and Preparations, not specially unenumerated",,Cwts,28,549392,44824,0,gapx4,as_1896,CHEESE/
export_uk,as_1897,1896,CHEESE,South Africa,10801,11055,"CLAY, Unmanufactured",,Cwts,50,382405,6875,0,gapx4,as_1896,CHEESE/
export_uk,as_1897,1896,"COAL, CINDERS, &c.",East Africa,11886,11980,"COAL, CINDERS, &c.",Coal and Cinders,Tons,20,137413,0,0,gapx2,as_1896,"COAL, CINDERS, &c./Coal and Culm continued"
export_uk,as_1897,1896,"COAL, CINDERS, &c.",Possessions in Indian Seas,11985,12069,"COAL, CINDERS, &c.",Coal and Cinders,Tons,18,56039,0,0,gapx2,as_1896,"COAL, CINDERS, &c./Coal and Culm continued"
export_uk,as_1897,1896,"COAL, CINDERS, &c.",South Africa,12081,12186,"COAL, CINDERS, &c.",Coal and Cinders,Tons,22,29757,5570,0,gapx2,as_1896,"COAL, CINDERS, &c./Coal and Culm continued"
export_uk,as_1897,1896,"COAL, CINDERS, &c.",South Africa,12191,12372,"COAL, CINDERS, &c.","Fuel, Manufactured",Tons,39,371612,0,0,gapx2,as_1896,"COAL, CINDERS, &c./Coal and Culm continued"
export_uk,as_1897,1896,"COAL, CINDERS, &c.",East Africa,12734,12872,"COAL, CINDERS, &c.","COCOA or CHOCOLATE, manufactured in the United Kingdom",Products of Coal,29,30313,0,0,gapx2,as_1896,"COAL, CINDERS, &c./Products of Coal, Peat, or Shale, (including Naphtha, Paraffine, Paraffine Oil, Petroleum, Pitch, and Tar)"
export_uk,as_1897,1896,"COAL, CINDERS, &c.",West Africa,12877,12897,"COAL, CINDERS, &c.","COCOA or CHOCOLATE, manufactured in the United Kingdom",Products of Coal,5,531,0,0,gapx2,as_1896,"COAL, CINDERS, &c./Products of Coal, Peat, or Shale, (including Naphtha, Paraffine, Paraffine Oil, Petroleum, Pitch, and Tar)"
export_uk,as_1897,1896,"COAL, CINDERS, &c.",South Africa,12902,13042,"COAL, CINDERS, &c.","COCOA or CHOCOLATE, manufactured in the United Kingdom",Products of Coal,29,108121,10533,0,gapx2,as_1896,"COAL, CINDERS, &c./Products of Coal, Peat, or Shale, (including Naphtha, Paraffine, Paraffine Oil, Petroleum, Pitch, and Tar)"
export_uk,as_1897,1896,COPPER,South Africa,13652,13772,COPPER,Unenumerated,Cwts,25,418894,0,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1896,COPPER,West Africa,13777,13796,COPPER,Unenumerated,Cwts,5,17484,0,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1896,COPPER,Possessions in Indian Seas,13801,13921,COPPER,Unenumerated,Cwts,25,141643,0,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1896,COPPER,West Africa,13925,13944,COPPER,Unenumerated,Cwts,5,3131,0,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1896,COPPER,South Africa,13949,13954,COPPER,Unenumerated,Cwts,2,22532,0,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1896,COPPER,East Africa,13959,14089,COPPER,Unenumerated,Cwts,28,281765,16366,0,gapx4,as_1896,"COPPER/Wrought, Mixed or Yellow   Metal"
export_uk,as_1897,1896,EARTHEN AND CHINA WARE,South Africa,20855,20950,EARTHEN AND CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",,20,221014,0,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1896,EARTHEN AND CHINA WARE,West Africa,20955,20980,EARTHEN AND CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",,6,9732,0,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1896,EARTHEN AND CHINA WARE,Possessions in Indian Seas,20985,21086,EARTHEN AND CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",,21,854307,0,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1896,EARTHEN AND CHINA WARE,West Africa,21091,21111,EARTHEN AND CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",,5,27057,0,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1896,EARTHEN AND CHINA WARE,South Africa,21116,21247,EARTHEN AND CHINA WARE,"Earthenware, Chinaware, Parian, and Porcelain",,27,521559,115182,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1896,EARTHEN AND CHINA WARE,South Africa,21252,21505,"ELECTRIC LIGHTING APPARATUS, or parts thereof (except Steam Engines)",,,52,383189,1251,0,gap,as_1892,"EARTHEN AND CHINA WARE/Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)"
export_uk,as_1897,1896,"FURNITURE (Household), Cabinet and Upholstery Wares",West Africa,22350,22415,GLASS,,,14,23866,0,0,gapx5,as_1896,"FURNITURE (Household), Cabinet and Upholstery Wares/"
export_uk,as_1897,1896,"FURNITURE (Household), Cabinet and Upholstery Wares",South Africa,22420,22501,GLASS,,,17,76162,18853,0,gapx5,as_1896,"FURNITURE (Household), Cabinet and Upholstery Wares/"
export_uk,as_1897,1896,IMPLEMENTS AND TOOLS,South Africa,26771,26798,IRON,Puddled and Puddled Bars,Tons,7,28692,16792,0,gapx6,as_1896,"Iron/Iron, Pig"
export_uk,as_1897,1896,IMPLEMENTS AND TOOLS,Railroad — Rails (Iron and Steel),27626,27702,IRON,Railroad—Chairs and Sleepers,Tons,18,385428,0,0,gap,as_1896,Iron/Railroad — Rails (Iron and Steel)
export_uk,as_1897,1896,IMPLEMENTS AND TOOLS,Railroad — Rails (Iron and Steel),27707,27913,IRON,Railroad—Unenumerated,Tons,43,511815,5234,0,gap,as_1896,Iron/Railroad — Rails (Iron and Steel)
export_uk,as_1897,1896,IMPLEMENTS AND TOOLS,Railroad — Rails (Iron and Steel),27918,28147,IRON,"Wire of Iron and Steel (except Telegraphic Wire), and Manu- factures thereof",Tons,47,892047,14673,0,gap,as_1896,Iron/Railroad — Rails (Iron and Steel)
export_uk,as_1897,1896,IMPLEMENTS AND TOOLS,Railroad — Rails (Iron and Steel),28152,28497,IRON,Sheets and Boiler Plates,Tons,70,638160,46976,0,gap,as_1896,Iron/Railroad — Rails (Iron and Steel)
export_uk,as_1897,1896,IMPLEMENTS AND TOOLS,South Africa,29370,29610,IRON,"Anchors, Grapnels, Chains and Cables",Tons,49,346837,15651,0,gapx4,as_1896,"Iron/Iron, Tin Plates and Sheets"
export_uk,as_1897,1896,IMPLEMENTS AND TOOLS,South Africa,31979,32064,JUTE YARN,,Tons,18,377452,3006,0,gapx2,as_1896,"IRON AND STEEL/Manufactures of Steel, or of     Steel and Iron combined"
export_uk,as_1897,1896,IMPLEMENTS AND TOOLS,South Africa,32069,32313,JUTE MANUFACTURES,,Tons,50,2324669,156923,0,gapx2,as_1896,"IRON AND STEEL/Manufactures of Steel, or of     Steel and Iron combined"
export_uk,as_1897,1896,LEAD,Pig,32552,32637,LEAD,"Rolled, Sheet, Piping, Tubing,   and other Manufactures",Tons,18,144937,0,0,gapx4,as_1896,LEAD/Pig
export_uk,as_1897,1896,LEAD,South Africa,32642,32722,LEAD,"Rolled, Sheet, Piping, Tubing,   and other Manufactures",Tons,17,172740,8544,0,gapx4,as_1896,LEAD/Pig
export_uk,as_1897,1896,LEAD,South Africa,33387,33512,LINEN YARN,,,26,1032901,7426,0,gapx4,as_1896,"LEATHER/Wrought. Other Articles, Un- enumerated"
export_uk,as_1897,1896,LEAD,South Africa,33827,33972,LINEN MANUFACTURES,"Checked, Printed, or Dyed and Damasks and Diapers",Yards,30,386471,11002,0,gapx2,as_1896,"LINEN MANUFACTURES/Piece Goods, Plain, Unbleached or Bleached"
export_uk,as_1897,1896,LEAD,"Not being Steam Engines, Agricultural",35259,35409,"MACHINERY and MILL WORK, or parts thereof",Not being Steam Engines: Sewing Machines,Agricultural Machinery,31,867545,0,0,gapx2,as_1896,"MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines, Agricultural"
export_uk,as_1897,1896,LEAD,"Not being Steam Engines, Agricultural",35414,35543,"MACHINERY and MILL WORK, or parts thereof",Mining,Agricultural Machinery,27,1035148,0,0,gapx2,as_1896,"MACHINERY and MILL WORK, or parts thereof/Not being Steam Engines, Agricultural"
export_uk,as_1897,1896,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,38777,38867,"PERFUMERY, of all Sorts",,Cwt,19,115112,1959,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1896,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,38872,39032,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Cwt,33,465055,0,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1896,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",West Africa,39037,39042,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Cwt,2,7848,0,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1896,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39047,39168,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Cwt,25,738037,58395,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1896,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39173,39243,PICTURES,,Cwt,15,269400,6573,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1896,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39249,39322,PLATE,,Cwt,16,45064,0,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1897,1896,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,39327,39473,PLATED and GILT WARES,,Cwt,30,266548,5226,0,gap+shape,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
