flow,volume,year,group,article,seq_from,seq_to,to_group,to_article,to_unit,rows,value,canada,primary,method,reference,from_block
export_uk,as_1898,1896,IMPLEMENTS AND TOOLS,"Iron, Pig",26785,26812,IRON,Puddled and Puddled Bars,Tons,7,28692,16792,0,gapx6,as_1896,"Iron/Iron, Pig"
export_uk,as_1898,1896,IMPLEMENTS AND TOOLS,"Iron, Angle, Bolt, and Rod",27372,27536,IRON,Railroad—Rails (Iron and Steel),Tons,35,1239702,0,0,gapx2,as_1896,"Iron/Iron, Angle, Bolt, and Rod"
export_uk,as_1898,1896,IMPLEMENTS AND TOOLS,West Africa,27539,27668,IRON,Railroad—Rails (Iron and Steel),Tons,27,1346979,169236,0,gapx2,as_1896,"Iron/Iron, Angle, Bolt, and Rod"
export_uk,as_1898,1896,IMPLEMENTS AND TOOLS,West Africa,27673,27754,IRON,Railroad—Chairs and Sleepers,Tons,18,382102,0,0,gapx2,as_1896,"Iron/Iron, Angle, Bolt, and Rod"
export_uk,as_1898,1896,IMPLEMENTS AND TOOLS,West Africa,27759,27990,IRON,Railroad—Unenumerated,Tons,49,490182,4934,0,gapx2,as_1896,"Iron/Iron, Angle, Bolt, and Rod"
export_uk,as_1898,1896,IMPLEMENTS AND TOOLS,West Africa,27995,28224,IRON,"Wire of Iron and Steel (except Telegraphic Wire), and Manu- factures thereof",Tons,47,901861,14673,0,gapx2,as_1896,"Iron/Iron, Angle, Bolt, and Rod"
export_uk,as_1898,1896,IMPLEMENTS AND TOOLS,West Africa,28229,28474,IRON,Sheets and Boiler Plates,Tons,50,424395,46076,0,gapx2,as_1896,"Iron/Iron, Angle, Bolt, and Rod"
export_uk,as_1898,1896,IMPLEMENTS AND TOOLS,"Iron, Tin Plates and Sheets",29512,29796,IRON,"Anchors, Grapnels, Chains and Cables",Tons,58,343598,15651,0,gapx4,as_1896,"Iron/Iron, Tin Plates and Sheets"
export_uk,as_1898,1896,IMPLEMENTS AND TOOLS,West Africa,32270,32355,JUTE YARN,,Tons,18,376296,3606,0,gapx2,as_1896,"IRON AND STEEL/Manufactures of Steel, or of 
    Steel and Iron combined"
export_uk,as_1898,1896,IMPLEMENTS AND TOOLS,Piece Goods,32609,32684,JUTE MANUFACTURES,Unenumerated,Yards,16,74486,1382,0,gapx2,as_1896,JUTE MANUFACTURES/Piece Goods
export_uk,as_1898,1896,LEAD,"Rolled, Sheet, Piping, Tubing, and other Manufactures",33018,33128,LEATHER,,Tons,23,206345,9335,0,gapx2,as_1896,"LEAD/Rolled, Sheet, Piping, Tubing, and other Manufactures"
export_uk,as_1898,1896,LEAD,"Wrought, Other Articles, Unenumerated",33519,33644,LINEN YARN,,Leather,26,1040844,7375,0,gapx4,as_1896,"LEATHER/Wrought, Other Articles, Unenumerated"
export_uk,as_1898,1896,LEAD,"Piece Goods, Plain, Unbleached or Bleached",33959,34104,LINEN MANUFACTURES,"Checked, Printed, or Dyed and Damasks and Diapers",Yards,30,392189,11602,0,gapx2,as_1896,"LINEN MANUFACTURES/Piece Goods, Plain, Unbleached or Bleached"
export_uk,as_1898,1896,LEAD,Thread for Sewing,34443,34578,LINEN MANUFACTURES,"Manufactures, Unenumerated",Lbs,28,867423,0,0,gapx3,as_1896,LINEN MANUFACTURES/Thread for Sewing
export_uk,as_1898,1896,LEAD,East Africa,34583,34668,LINEN MANUFACTURES,"Manufactures, Unenumerated",Lbs,18,146480,51016,0,gapx3,as_1896,LINEN MANUFACTURES/Thread for Sewing
export_uk,as_1898,1896,LEAD,East Africa,34673,34755,LUCIFERS AND VESTA MATCHES,,Lbs,17,133047,0,0,gapx3,as_1896,LINEN MANUFACTURES/Thread for Sewing
export_uk,as_1898,1896,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",39212,39362,"PERFUMERY, of all Sorts",,Cwts,31,103410,1020,0,gapx4,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1898,1896,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",39367,39582,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Cwts,44,482459,0,0,gapx4,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1898,1896,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED",West Africa,39587,39733,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Cwts,30,783424,57864,0,gapx4,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1898,1896,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED",West Africa,39738,39808,PICTURES,,Cwts,15,268826,6673,0,gapx4,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1898,1896,Gold,West Africa,40571,40624,RAGS (except Woollen) and other Materials for making Paper,,Provisions,12,281348,3242,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1896,Gold,West Africa,40629,40709,SADDLERY and HARNESS,,Provisions,17,66889,0,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1896,Gold,Dutch Possessions in Indian Seas,40714,40874,SADDLERY and HARNESS,,Provisions,33,127040,0,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1896,Gold,West Africa,40879,40908,SADDLERY and HARNESS,,Provisions,7,152182,0,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1896,Gold,East Africa,40913,41053,SADDLERY and HARNESS,,Provisions,29,177320,4054,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1896,Gold,East Africa,41058,41088,SALT (Rock and White),,Provisions,7,74193,0,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1896,Gold,West Africa,41093,41262,SALT (Rock and White),,Provisions,35,396743,45136,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1896,Gold,West Africa,41267,41307,"SALTPETRE, British Prepared",,Provisions,9,33428,0,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1896,Gold,West Africa,41312,41402,"SEEDS, of all Sorts",,Provisions,19,242024,5651,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1896,"SILK MANUFACTURES, WHOLLY OF SILK",Lace,41717,41754,SILK MANUFACTURES,Unenumerated,,8,19836,0,0,gapx3,as_1884,SILK MANUFACTURES/Lace
export_uk,as_1898,1896,"SILK MANUFACTURES, WHOLLY OF SILK",Lace,41759,41944,SILK MANUFACTURES,Broad Stuffs,Yards,38,323079,18743,0,gapx3,as_1884,SILK MANUFACTURES/Lace
export_uk,as_1898,1896,"SPIRITS, British and Irish",East Africa,42804,43076,"STATIONERY, other than Paper",,Proof Gallons,47,400967,0,0,gap+shape,as_1880,"SPIRITS, British and Irish/"
export_uk,as_1898,1896,"SPIRITS, British and Irish",West Africa,43081,43198,"STATIONERY, other than Paper",,Proof Gallons,24,414058,21312,0,gap+shape,as_1880,"SPIRITS, British and Irish/"
export_uk,as_1898,1896,"TELEGRAPHIC WIRES, AND APPARATUS",East Africa,43789,43949,"TIN, Unwrought",,,33,398523,21103,0,gap+shapex5,as_1896,"TELEGRAPHIC WIRES, AND APPARATUS/"
export_uk,as_1898,1896,"TOBACCO AND SNUFF, MANUFACTURED IN THE UNITED KINGDOM","Cavendish or Negrohead, Manufactured in Bond from Unmanufactured Tobacco",44206,44276,"TURPENTINE, OIL or SPIRIT of, and TURPENTINE SUBSTITUTE",,Lbs,15,18002,0,0,gap~x2,as_1880,"TOBACCO AND SNUFF, MANUFACTURED IN THE UNITED KINGDOM/Cavendish or Negrohead, Manufactured in Bond from Unmanufactured Tobacco"
export_uk,as_1898,1896,"TOBACCO AND SNUFF, MANUFACTURED IN THE UNITED KINGDOM","Cavendish or Negrohead, Manufactured in Bond from Unmanufactured Tobacco",44281,44478,UMBRELLAS and PARASOLS,,Lbs,40,399944,33064,0,gap~x2,as_1880,"TOBACCO AND SNUFF, MANUFACTURED IN THE UNITED KINGDOM/Cavendish or Negrohead, Manufactured in Bond from Unmanufactured Tobacco"
export_uk,as_1898,1896,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",45982,46251,WOOLLEN AND WORSTED MANUFACTURES,"Heavy, Broad, mixed with other materials",,55,1696217,58089,0,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, all Wool"
export_uk,as_1898,1896,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",46256,46401,WOOLLEN AND WORSTED MANUFACTURES,"Heavy, Narrow, all Wool",,30,141397,12101,0,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, all Wool"
export_uk,as_1898,1896,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",46406,46466,WOOLLEN AND WORSTED MANUFACTURES,"Heavy, Narrow, mixed with other materials",,13,33395,2168,0,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, all Wool"
export_uk,as_1898,1896,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",46471,46764,WOOLLEN AND WORSTED MANUFACTURES,"Light, Broad, all Wool",,60,979229,26307,0,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, all Wool"
export_uk,as_1898,1896,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",46769,47050,WOOLLEN AND WORSTED MANUFACTURES,"Light, Broad, mixed with other materials",,57,887576,25506,0,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, all Wool"
export_uk,as_1898,1896,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",47055,47257,WOOLLEN AND WORSTED MANUFACTURES,"Light, Narrow, all Wool",,42,212954,7518,0,gap,as_1892,"WOOLLEN AND WORSTED MANUFACTURES/Woollen Tissues, Heavy, Broad, all Wool"
export_uk,as_1898,1896,WOOD AND TIMBER,Hosiery,49808,49978,WOOLLEN AND WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,35,228720,21125,0,gapx3,as_1896,WOOLLEN AND WORSTED MANUFACTURES/Hosiery
export_uk,as_1898,1896,WOOD AND TIMBER,Ore,50047,50107,ZINC or SPELTER,Manufactures of,Tons,13,25290,0,0,gap+shape,as_1876,ZINC or SPELTER/Ore
export_uk,as_1898,1897,"ANIMALS, Living",Stallions,528,657,"ANIMALS, Living",Mares,,25,240232,645,0,gapx2,as_1892,"ANIMALS, Living/Stallions"
export_uk,as_1898,1897,"ANIMALS, Living",Stallions,661,792,"ANIMALS, Living",Yeldings,,26,482421,753,0,gapx2,as_1892,"ANIMALS, Living/Stallions"
export_uk,as_1898,1897,"ANIMALS, Living",Stallions,797,925,"ANIMALS, Living","Bulls, Oxen, Cows, and Calves",Number,26,119097,296,0,gapx2,as_1892,"ANIMALS, Living/Stallions"
export_uk,as_1898,1897,"ANIMALS, Living",Stallions,930,1051,"ANIMALS, Living",Sheep and Lambs,Number,27,141504,1209,0,gapx2,as_1892,"ANIMALS, Living/Stallions"
export_uk,as_1898,1897,"ANIMALS, Living",Swine,1126,1315,"ANIMALS, Living",Unenumerated,Number,40,43499,261,0,gapx3-1,as_1892,"ANIMALS, Living/Swine"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",East Africa,3215,3247,"ARMS, AMMUNITION, and MILITARY STORES",Torpedoes and parts thereof,Cwts,8,9431,0,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Cannon, Mortars, and Machine Guns"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",East Africa,3252,3344,"ARMS, AMMUNITION, and MILITARY STORES","Muskets, Rifles, and Fowling Pieces",Cwts,20,37437,0,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Cannon, Mortars, and Machine Guns"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",West Africa,3349,3660,"ARMS, AMMUNITION, and MILITARY STORES","Muskets, Rifles, and Fowling Pieces",Cwts,63,282450,37450,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Cannon, Mortars, and Machine Guns"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",West Africa,3664,3712,"ARMS, AMMUNITION, and MILITARY STORES",Revolvers,Cwts,10,26339,0,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Cannon, Mortars, and Machine Guns"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",Other Firearms and Parts of Firearms,3950,3986,"ARMS, AMMUNITION, and MILITARY STORES","Swords, Cutlasses, Bayonets and Arms of other Sorts, not being Fire-arms",Other Firearms,8,789,0,0,gapx3,as_1892,"ARMS, AMMUNITION, AND MILITARY STORES/Other Firearms and Parts of Firearms"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",West Africa,3991,4012,"ARMS, AMMUNITION, and MILITARY STORES","Swords, Cutlasses, Bayonets and Arms of other Sorts, not being Fire-arms",Other Firearms,6,2981,0,0,gapx3,as_1892,"ARMS, AMMUNITION, AND MILITARY STORES/Other Firearms and Parts of Firearms"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.","Military and Ordnance Stores, not otherwise described",4277,4395,"BAGS AND SACKS, EMPTY",,Doz,25,252749,0,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",West Africa,4400,4703,"BAGS AND SACKS, EMPTY",,Doz,61,207181,783,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",West Africa,4708,5037,BEER AND ALE,,Doz,66,788738,0,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",East Africa,5042,5180,BEER AND ALE,,Doz,29,803533,16509,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",East Africa,5185,5305,BISCUIT AND BREAD,,Doz,25,335428,0,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",West Africa,5310,5349,BISCUIT AND BREAD,,Doz,9,14289,0,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",Dutch Possessions in Indian Seas,5354,5508,BISCUIT AND BREAD,,Doz,32,96304,0,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",West Africa,5513,5548,BISCUIT AND BREAD,,Doz,8,82533,0,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",East Africa,5553,5689,BISCUIT AND BREAD,,Doz,27,87048,1913,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",East Africa,5694,5875,BLEACHING MATERIALS,,Doz,37,365634,9672,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",East Africa,5880,6112,"Books, Printed",,Doz,47,498990,0,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",West Africa,6117,6152,"Books, Printed",,Doz,8,159823,0,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"ARMS, AMMUNITION, &c.",East Africa,6157,6301,"Books, Printed",,Doz,30,644096,77010,0,gap,as_1896,"ARMS, AMMUNITION, AND MILITARY STORES/Military and Ordnance Stores, not otherwise described"
export_uk,as_1898,1897,"BRASS, AND MANUFACTURES OF, not being Ordnance",East Africa,6771,6983,BRICKS,,Cwts,43,178251,0,0,gapx2,as_1896,"BRASS, AND MANUFACTURES OF, not being Ordnance/"
export_uk,as_1898,1897,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,6991,7129,BRICKS,,Cwts,29,35240,10558,0,gapx2,as_1896,"BRASS, AND MANUFACTURES OF, not being Ordnance/"
export_uk,as_1898,1897,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,7134,7354,BUTTER,,Cwts,45,68774,0,0,gapx2,as_1896,"BRASS, AND MANUFACTURES OF, not being Ordnance/"
export_uk,as_1898,1897,"BRASS, AND MANUFACTURES OF, not being Ordnance",Australia,7358,7407,BUTTER,,Cwts,11,2397,741,0,gapx2,as_1896,"BRASS, AND MANUFACTURES OF, not being Ordnance/"
export_uk,as_1898,1897,"BRASS, AND MANUFACTURES OF, not being Ordnance",Australia,7412,7422,CANDLES of all sorts,,Cwts,3,35916,0,0,gapx2,as_1896,"BRASS, AND MANUFACTURES OF, not being Ordnance/"
export_uk,as_1898,1897,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,7427,7599,CANDLES of all sorts,,Cwts,33,175704,0,0,gapx2,as_1896,"BRASS, AND MANUFACTURES OF, not being Ordnance/"
export_uk,as_1898,1897,"BRASS, AND MANUFACTURES OF, not being Ordnance",East Africa,7604,7734,CANDLES of all sorts,,Cwts,27,70620,2368,0,gapx2,as_1896,"BRASS, AND MANUFACTURES OF, not being Ordnance/"
export_uk,as_1898,1897,"BRASS, AND MANUFACTURES OF, not being Ordnance",East Africa,7739,7869,"CAOUTCHouc, Manufactures of",,Cwts,27,206672,0,0,gapx2,as_1896,"BRASS, AND MANUFACTURES OF, not being Ordnance/"
export_uk,as_1898,1897,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,7874,8031,"CAOUTCHouc, Manufactures of",,Cwts,32,269561,18855,0,gapx2,as_1896,"BRASS, AND MANUFACTURES OF, not being Ordnance/"
export_uk,as_1898,1897,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",8298,8576,"CARRIAGES, &c.","Railway Waggons, Trucks, &c. (not of Iron), and parts thereof, for Ballast, Minerals, or Mer- chandise",Railway Waggons,56,1147123,5744,0,gapx3,as_1896,"CARRIAGES, &c./Railway Carriages for Passengers, and parts thereof"
export_uk,as_1898,1897,"COAL, CINDERS, &c.",East Africa,11710,12011,"COAL, CINDERS, &c.",Coal and Cinders,Tons,61,674768,833,0,gapx2,as_1896,"COAL, CINDERS, &c./Coal and Culm"
export_uk,as_1898,1897,"CORDAGE, CABLES, ROPES, AND TWINE, of Hemp or like Material",Oatmeal,15453,15473,MEAL and FLOUR,"Meal, Unenumerated",Cwts,5,1977,0,0,gapx3,as_1896,MEAL and FLOUR/Oatmeal
export_uk,as_1898,1897,"CORDAGE, CABLES, ROPES, AND TWINE, of Hemp or like Material",Oatmeal,15478,15690,"COTTON, YARN, AND TWIST",,Cwts,44,6797033,0,0,gapx3,as_1896,MEAL and FLOUR/Oatmeal
export_uk,as_1898,1897,"CORDAGE, CABLES, ROPES, AND TWINE, of Hemp or like Material",West Africa,15695,15765,"COTTON, YARN, AND TWIST",,Cwts,15,1140275,25719,0,gapx3,as_1896,MEAL and FLOUR/Oatmeal
export_uk,as_1898,1897,"HABERDASHERY and MILLINERY, including Embroidery and Needle- work",West Africa,23894,24031,"HARDWARES AND CUTLERY, Un- enumerated",,,29,682673,0,0,gapx4,as_1892,"HABERDASHERY and MILLINERY, including Embroidery and Needle- work/"
export_uk,as_1898,1897,"HABERDASHERY and MILLINERY, including Embroidery and Needle- work",Dutch Possessions in Indian Seas,24036,24181,"HARDWARES AND CUTLERY, Un- enumerated",,,30,484154,0,0,gapx4,as_1892,"HABERDASHERY and MILLINERY, including Embroidery and Needle- work/"
export_uk,as_1898,1897,"HABERDASHERY and MILLINERY, including Embroidery and Needle- work",West Africa,24186,24216,"HARDWARES AND CUTLERY, Un- enumerated",,,7,261178,0,0,gapx4,as_1892,"HABERDASHERY and MILLINERY, including Embroidery and Needle- work/"
export_uk,as_1898,1897,"HABERDASHERY and MILLINERY, including Embroidery and Needle- work",East Africa,24221,24361,"HARDWARES AND CUTLERY, Un- enumerated",,,29,645588,68202,0,gapx4,as_1892,"HABERDASHERY and MILLINERY, including Embroidery and Needle- work/"
export_uk,as_1898,1897,HATS,West Africa,24720,25010,HATS,Straw,Dozens,59,385912,40172,0,gapx3,as_1896,HATS/Felt
export_uk,as_1898,1897,HATS,West Africa,25015,25140,HATS,Unenumerated,Dozens,26,22497,663,0,gapx3,as_1896,HATS/Felt
export_uk,as_1898,1897,IMPLEMENTS AND TOOLS,East Africa,26028,26198,INSTRUMENTS AND APPARATUS,,Implements and Tools,35,171451,0,0,gapx3,as_1896,IMPLEMENTS AND TOOLS/
export_uk,as_1898,1897,IMPLEMENTS AND TOOLS,West Africa,26203,26228,INSTRUMENTS AND APPARATUS,,Implements and Tools,6,47959,0,0,gapx3,as_1896,IMPLEMENTS AND TOOLS/
export_uk,as_1898,1897,IMPLEMENTS AND TOOLS,East Africa,26233,26372,INSTRUMENTS AND APPARATUS,,Implements and Tools,28,128724,5002,0,gapx3,as_1896,IMPLEMENTS AND TOOLS/
export_uk,as_1898,1897,IMPLEMENTS AND TOOLS,"Iron, Pig",26786,26813,IRON,Puddled and Puddled Bars,Tons,6,3872,0,0,gapx3,as_1892,"Iron/Iron, Pig"
export_uk,as_1898,1897,IMPLEMENTS AND TOOLS,"Iron, Tin Plates and Sheets",29513,29797,IRON,"Anchors, Grapnels, Chains and Cables",Tons,58,331560,9368,0,gapx4,as_1896,"Iron/Iron, Tin Plates and Sheets"
export_uk,as_1898,1897,IMPLEMENTS AND TOOLS,West Africa,32271,32356,JUTE YARN,,Tons,18,503881,2240,0,gapx2,as_1896,"IRON AND STEEL/Manufactures of Steel, or of 
    Steel and Iron combined"
export_uk,as_1898,1897,IMPLEMENTS AND TOOLS,Piece Goods,32610,32685,JUTE MANUFACTURES,Unenumerated,Yards,16,64609,1711,0,gapx2,as_1896,JUTE MANUFACTURES/Piece Goods
export_uk,as_1898,1897,LEAD,"Rolled, Sheet, Piping, Tubing, and other Manufactures",33019,33129,LEATHER,,Tons,23,173631,9346,0,gapx2,as_1896,"LEAD/Rolled, Sheet, Piping, Tubing, and other Manufactures"
export_uk,as_1898,1897,LEAD,"Wrought, Other Articles, Unenumerated",33520,33645,LINEN YARN,,Leather,26,972880,7156,0,gapx4,as_1896,"LEATHER/Wrought, Other Articles, Unenumerated"
export_uk,as_1898,1897,LEAD,"Piece Goods, Plain, Unbleached or Bleached",33960,34105,LINEN MANUFACTURES,"Checked, Printed, or Dyed and Damasks and Diapers",Yards,30,323685,11210,0,gapx2,as_1896,"LINEN MANUFACTURES/Piece Goods, Plain, Unbleached or Bleached"
export_uk,as_1898,1897,LEAD,Thread for Sewing,34444,34579,LINEN MANUFACTURES,"Manufactures, Unenumerated",Lbs,28,873868,0,0,gapx3,as_1896,LINEN MANUFACTURES/Thread for Sewing
export_uk,as_1898,1897,LEAD,East Africa,34584,34669,LINEN MANUFACTURES,"Manufactures, Unenumerated",Lbs,18,141504,54608,0,gapx3,as_1896,LINEN MANUFACTURES/Thread for Sewing
export_uk,as_1898,1897,LEAD,East Africa,34674,34756,LUCIFERS AND VESTA MATCHES,,Lbs,17,109623,0,0,gapx3,as_1896,LINEN MANUFACTURES/Thread for Sewing
export_uk,as_1898,1897,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",39213,39363,"PERFUMERY, of all Sorts",,Cwts,31,94790,741,0,gap+shapex2,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1898,1897,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",39368,39583,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Cwts,44,511113,0,0,gap+shapex2,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1898,1897,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED",West Africa,39588,39734,"PICKLES, VINEGAR, SAUCES, CONDIMENTS, PRESERVED FRUITS, and CONFECTIONERY",,Cwts,30,784951,65420,0,gap+shapex2,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1898,1897,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED",West Africa,39739,39809,PICTURES,,Cwts,15,218125,3323,0,gap+shapex2,as_1896,"PAPER/Unenumerated, and Articles of Paper (except Papier Maché)"
export_uk,as_1898,1897,Gold,West Africa,40572,40625,RAGS (except Woollen) and other Materials for making Paper,,Provisions,11,207752,1674,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1897,Gold,West Africa,40630,40710,SADDLERY and HARNESS,,Provisions,17,56555,0,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1897,Gold,Dutch Possessions in Indian Seas,40715,40875,SADDLERY and HARNESS,,Provisions,33,97978,0,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1897,Gold,West Africa,40884,40909,SADDLERY and HARNESS,,Provisions,6,146684,0,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1897,Gold,East Africa,40914,41054,SADDLERY and HARNESS,,Provisions,29,169767,11439,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1897,Gold,East Africa,41059,41089,SALT (Rock and White),,Provisions,7,64211,0,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1897,Gold,West Africa,41094,41263,SALT (Rock and White),,Provisions,35,401163,45169,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1897,Gold,West Africa,41268,41308,"SALTPETRE, British Prepared",,Provisions,9,23599,0,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1897,Gold,West Africa,41313,41403,"SEEDS, of all Sorts",,Provisions,19,182619,2035,0,gap~+shapex2,as_1888,"Gold/PROVISIONS, Unenumerated—cont"
export_uk,as_1898,1897,"SILK MANUFACTURES, WHOLLY OF SILK",Lace,41718,41755,SILK MANUFACTURES,Unenumerated,,8,28087,0,0,gapx3,as_1884,SILK MANUFACTURES/Lace
