volume,year,flow,article_group,article,unit,row_seq,country_raw,value,source,section_total,section_rows,canada
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Hosiery,,1002091,France,68596.0,inf,293611.0,10,44762
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Hosiery,,1002092,United States: Atlantic,14570.0,inf,293611.0,10,44762
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Hosiery,,1002093,Pacific,377.0,inf,293611.0,10,44762
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Hosiery,,1002094,British Possessions in South Africa,8332.0,inf,293611.0,10,44762
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Hosiery,,1002095,Australia,77149.0,inf,293611.0,10,44762
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Hosiery,,1002096,British North America,44762.0,inf,293611.0,10,44762
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Hosiery,,1002097,Other Countries,35389.0,inf,293611.0,10,44762
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,Hosiery,,1002098,TOTAL,293611.0,inf,293611.0,10,44762
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"YARN, ALPACA, MOHAIR, and other SORTS UN- ENUMERATED",,1002109,Germany,220193.0,inf,649246.0,4,0
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"YARN, ALPACA, MOHAIR, and other SORTS UN- ENUMERATED",,1002110,Holland,154035.0,inf,649246.0,4,0
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"YARN, ALPACA, MOHAIR, and other SORTS UN- ENUMERATED",,1002111,France,248584.0,inf,649246.0,4,0
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"YARN, ALPACA, MOHAIR, and other SORTS UN- ENUMERATED",,1002112,Other Countries,26414.0,inf,649246.0,4,0
as_1877,1877,export_uk,WOOLLEN and WORSTED MANUFACTURES,"YARN, ALPACA, MOHAIR, and other SORTS UN- ENUMERATED",,1002113,TOTAL,649246.0,inf,649246.0,4,0
as_1878,1878,export_uk,"CLAY, Unmanufactured",,Tons,1000370,Russia,5345.0,inf,137662.0,8,0
as_1878,1878,export_uk,"CLAY, Unmanufactured",,Tons,1000371,Germany,24219.0,inf,137662.0,8,0
as_1878,1878,export_uk,"CLAY, Unmanufactured",,Tons,1000372,Holland,19215.0,inf,137662.0,8,0
as_1878,1878,export_uk,"CLAY, Unmanufactured",,Tons,1000373,Belgium,24653.0,inf,137662.0,8,0
as_1878,1878,export_uk,"CLAY, Unmanufactured",,Tons,1000374,France,34370.0,inf,137662.0,8,0
as_1878,1878,export_uk,"CLAY, Unmanufactured",,Tons,1000375,United States: Atlantic,9805.0,inf,137662.0,8,0
as_1878,1878,export_uk,"CLAY, Unmanufactured",,Tons,1000376,Pacific,101.0,inf,137662.0,8,0
as_1878,1878,export_uk,"CLAY, Unmanufactured",,Tons,1000377,Other Countries,19954.0,inf,137662.0,8,0
as_1878,1878,export_uk,"CLAY, Unmanufactured",,Tons,1000378,TOTAL,137662.0,inf,137662.0,8,0
as_1878,1878,export_uk,WOOD and TIMBER,Staves and Empty Casks,,1001984,Western Africa (Foreign),81338.0,inf,144806.0,4,0
as_1878,1878,export_uk,WOOD and TIMBER,Staves and Empty Casks,,1001985,Western Africa (British),21002.0,inf,144806.0,4,0
as_1878,1878,export_uk,WOOD and TIMBER,Staves and Empty Casks,,1001986,British West India Islands and British Guiana,27543.0,inf,144806.0,4,0
as_1878,1878,export_uk,WOOD and TIMBER,Staves and Empty Casks,,1001987,Other Countries,14923.0,inf,144806.0,4,0
as_1878,1878,export_uk,WOOD and TIMBER,Staves and Empty Casks,,1001988,TOTAL,144806.0,inf,144806.0,4,0
as_1880,1880,export_uk,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,1000978,Sweden and Norway,5400.0,inf,87073.0,9,0
as_1880,1880,export_uk,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,1000979,Denmark,6538.0,inf,87073.0,9,0
as_1880,1880,export_uk,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,1000980,Germany,9514.0,inf,87073.0,9,0
as_1880,1880,export_uk,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,1000981,Holland,4947.0,inf,87073.0,9,0
as_1880,1880,export_uk,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,1000982,France,11294.0,inf,87073.0,9,0
as_1880,1880,export_uk,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,1000983,Brazil,12997.0,inf,87073.0,9,0
as_1880,1880,export_uk,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,1000984,British India: Bombay and Scinde,7696.0,inf,87073.0,9,0
as_1880,1880,export_uk,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,1000985,Australia,8858.0,inf,87073.0,9,0
as_1880,1880,export_uk,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,1000986,Other Countries,19799.0,inf,87073.0,9,0
as_1880,1880,export_uk,EARTHEN and CHINA WARE,Red Pottery and Brown Stone Ware,,1000987,TOTAL,87073.0,inf,87073.0,9,0
as_1880,1880,export_uk,WOOL,"YARN, ALPACA, MOHAIR, and other SORTS UN- ENUMERATED",,1002724,Germany,376910.0,inf,877953.0,5,0
as_1880,1880,export_uk,WOOL,"YARN, ALPACA, MOHAIR, and other SORTS UN- ENUMERATED",,1002725,Holland,208585.0,inf,877953.0,5,0
as_1880,1880,export_uk,WOOL,"YARN, ALPACA, MOHAIR, and other SORTS UN- ENUMERATED",,1002726,Belgium,30823.0,inf,877953.0,5,0
as_1880,1880,export_uk,WOOL,"YARN, ALPACA, MOHAIR, and other SORTS UN- ENUMERATED",,1002727,France,239840.0,inf,877953.0,5,0
as_1880,1880,export_uk,WOOL,"YARN, ALPACA, MOHAIR, and other SORTS UN- ENUMERATED",,1002728,Other Countries,21795.0,inf,877953.0,5,0
as_1880,1880,export_uk,WOOL,"YARN, ALPACA, MOHAIR, and other SORTS UN- ENUMERATED",,1002729,TOTAL,877953.0,inf,877953.0,5,0
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002738,Russia,1146.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002739,Japan,5800.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002740,Brazil,761.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002741,British Possessions in South Africa,2186.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002742,British India: Bombay and Scinde,2914.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002743,Madras,1634.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002744,Bengal and Burmah,4888.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002745,Straits Settlements,1091.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002746,Australia,5313.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002747,Canada,5827.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002748,Other Countries,9213.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002749,TOTAL,40773.0,inf,40773.0,11,5827
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002750,Russia,18456.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002751,Sweden and Norway,22489.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002752,Denmark,12296.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002753,Germany,196373.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002754,Holland,160127.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002755,Belgium,80039.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002756,France,186763.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002757,Portugal,7741.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002758,Spain,5910.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002759,Italy,13308.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002760,United States: Atlantic,172692.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002761,Brazil,5197.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002762,Channel Islands,8802.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002763,Malta,10544.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002764,Australia,19480.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002765,Canada,9093.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002766,British West India Islands and British Guiana,13738.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002767,Other Countries,47445.0,inf,990493.0,18,9093
as_1880,1880,export_uk,ZINC or SPELTER,Unmanufactured,,1002768,TOTAL,990493.0,inf,990493.0,18,9093
as_1880,1880,reexport,DYE WOODS,Unenumerated,Tons,1000266,Germany,17040.0,inf,53331.0,4,0
as_1880,1880,reexport,DYE WOODS,Unenumerated,Tons,1000267,Holland,3868.0,inf,53331.0,4,0
as_1880,1880,reexport,DYE WOODS,Unenumerated,Tons,1000268,United States of America,15943.0,inf,53331.0,4,0
as_1880,1880,reexport,DYE WOODS,Unenumerated,Tons,1000269,Other Countries,16480.0,inf,53331.0,4,0
as_1880,1880,reexport,DYE WOODS,Unenumerated,Tons,1000270,TOTAL,53331.0,inf,53331.0,4,0
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002474,Germany,30250.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002475,Holland,33793.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002476,Belgium,46997.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002477,France,22429.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002478,China,545052.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002479,Japan,17931.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002480,British Possessions in South Africa,19469.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002481,British India: Bombay and Scinde,7888.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002482,Hong Kong,138445.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002483,Australasia,158617.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002484,British North America,85378.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002485,Other Countries,80223.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Narrow Cloths, Coatings, Duffels, &c., of Wool mixed with other Materials",Yards,1002486,TOTAL,1186472.0,inf,1186472.0,12,85378
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002617,Russia,11938.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002618,Sweden and Norway,15209.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002619,Germany,81100.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002620,Holland,30577.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002621,Belgium,57222.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002622,France,35499.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002623,United States: Atlantic,14409.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002624,British Possessions in South Africa,14023.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002625,British India: Bengal and Burmah,39651.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002626,Australasia,33778.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002627,British North America,22085.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002628,Other Countries,67657.0,inf,423148.0,12,22085
as_1881,1881,export_uk,WOOLLEN and WORSTED MANUFACTURES,"Small Wares, and Manufactures of Wool or Worsted, unenumerated",,1002629,TOTAL,423148.0,inf,423148.0,12,22085
as_1881,1881,export_uk,"YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED",,,1002630,Russia,18917.0,inf,677691.0,6,0
as_1881,1881,export_uk,"YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED",,,1002631,Germany,277183.0,inf,677691.0,6,0
as_1881,1881,export_uk,"YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED",,,1002632,Holland,165496.0,inf,677691.0,6,0
as_1881,1881,export_uk,"YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED",,,1002633,Belgium,47620.0,inf,677691.0,6,0
as_1881,1881,export_uk,"YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED",,,1002634,France,154409.0,inf,677691.0,6,0
as_1881,1881,export_uk,"YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED",,,1002635,Other Countries,14066.0,inf,677691.0,6,0
as_1881,1881,export_uk,"YARN, ALPACA, MOHAIR, and other SORTS UNENUMERATED",,,1002636,TOTAL,677691.0,inf,677691.0,6,0
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002671,Russia,100190.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002672,Sweden and Norway,113957.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002673,Denmark,44752.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002674,Germany,302071.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002675,Holland,204251.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002676,Belgium,326146.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002677,France,683805.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002678,Portugal,34747.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002679,Spain,53423.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002680,Italy,49719.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002681,Greece,25684.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002682,Bulgaria,13200.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002683,Roumania,13445.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002684,Turkey,22394.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002685,Egypt,14295.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002686,Western Africa (Foreign),17379.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002687,Java,15852.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002688,China,30259.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002689,Japan,22947.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002690,United States : Atlantic,492725.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002691,Pacific,19613.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002692,Spanish West India Islands,15314.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002693,Mexico,12205.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002694,Central America,10750.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002695,United States of Colombia,12819.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002696,Peru,12676.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002697,Chili,30662.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002698,Brazil,69107.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002699,Uruguay,21216.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002700,Argentine Republic,32752.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002701,Channel Islands,64669.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002702,Gibraltar,13656.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002703,Malta,11292.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002704,Western Africa (British),15068.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002705,British Possessions in South Africa,610966.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002706,Mauritius,13305.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002707,British India : Bombay and Scinde,151041.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002708,Madras,44354.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002709,Bengal and Burmah,171311.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002710,Straits Settlements,43345.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002711,Ceylon,28312.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002712,Hong Kong,27732.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002713,Australasia,1183662.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002714,British North America,256297.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002715,British West India Islands and British Guiana,99561.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002716,Other Countries,72007.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactured,,1002717,TOTAL,5627863.0,inf,5627863.0,46,256297
as_1881,1881,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002642,Russia,2023.0,inf,45115.0,10,2013
as_1881,1881,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002643,China,1930.0,inf,45115.0,10,2013
as_1881,1881,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002644,Japan,1653.0,inf,45115.0,10,2013
as_1881,1881,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002645,British Possessions in South Africa,1782.0,inf,45115.0,10,2013
as_1881,1881,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002646,British India : Bombay and Scinde,2366.0,inf,45115.0,10,2013
as_1881,1881,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002647,Madras,2412.0,inf,45115.0,10,2013
as_1881,1881,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002648,Bengal and Burmah,8134.0,inf,45115.0,10,2013
as_1881,1881,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002649,Australasia,12685.0,inf,45115.0,10,2013
as_1881,1881,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002650,British North America,2013.0,inf,45115.0,10,2013
as_1881,1881,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002651,Other Countries,10117.0,inf,45115.0,10,2013
as_1881,1881,export_uk,ZINC or SPELTER,Manufactures of,Cwts,1002652,TOTAL,45115.0,inf,45115.0,10,2013
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002653,Russia,11795.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002654,Sweden and Norway,43413.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002655,Denmark,35584.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002656,Germany,232565.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002657,Holland,153427.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002658,Belgium,87259.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002659,France,189545.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002660,Spain,14643.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002661,Italy,28241.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002662,United States : Atlantic,173508.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002663,Brazil,6048.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002664,Channel Islands,10516.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002665,Malta,15662.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002666,Australasia,32503.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002667,British North America,10468.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002668,British West India Islands and British Guiana,16655.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002669,Other Countries,49646.0,inf,1111481.0,17,10468
as_1881,1881,export_uk,ZINC or SPELTER,Unmanufactured,,1002670,TOTAL,1111481.0,inf,1111481.0,17,10468
as_1882,1882,export_uk,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",Yards,1000556,Germany,7365.0,inf,966656.0,24,72410
as_1882,1882,export_uk,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",Yards,1000557,Holland,21536.0,inf,966656.0,24,72410
as_1882,1882,export_uk,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",Yards,1000558,Belgium,14838.0,inf,966656.0,24,72410
as_1882,1882,export_uk,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",Yards,1000559,France,6795.0,inf,966656.0,24,72410
as_1882,1882,export_uk,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",Yards,1000560,Spain,16730.0,inf,966656.0,24,72410
as_1882,1882,export_uk,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",Yards,1000561,Italy,15533.0,inf,966656.0,24,72410
as_1882,1882,export_uk,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",Yards,1000562,Turkey,13350.0,inf,966656.0,24,72410
as_1882,1882,export_uk,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",Yards,1000563,Java,17923.0,inf,966656.0,24,72410
as_1882,1882,export_uk,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",Yards,1000564,Philippine Islands,12901.0,inf,966656.0,24,72410
as_1882,1882,export_uk,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",Yards,1000565,United States: Atlantic,96713.0,inf,966656.0,24,72410
as_1882,1882,export_uk,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",Yards,1000566,Foreign West Indies,287630.0,inf,966656.0,24,72410
