volume,year,flow,article_group,article,country_raw,old_value,new_value,raw_cell,witnesses
as_1898,1898,import,PAPER,Hangings,Belgium,8358.0,,"83,58",
as_1898,1898,import,PAPER,Hangings,France,5124.0,,"51,24",
as_1898,1898,import,PAPER,Hangings,Japan,1368.0,,"13,68",
as_1898,1898,import,PAPER,Hangings,United States of America,3193.0,,"31,93",
as_1898,1898,import,PAPER,Hangings,Sweden,506.0,,"5,06",
as_1898,1898,import,PAPER,Hangings,Germany,5506.0,,"55,06",
as_1898,1898,import,PAPER,Hangings,Holland,46300.0,,"463,00",
as_1898,1898,import,PAPER,Hangings,Austrian Territories,1018.0,,"10,18",
as_1898,1898,import,PAPER,Hangings,United States of America,5553.0,,"55,53",
as_1898,1895,import,POTATOES,,Denmark,472.0,,"4,72",
as_1898,1894,import,POTATOES,,Australasia,872.0,,"8,72",
as_1898,1898,reexport,"CHINA OR PORCELAIN, AND EARTHENWARE",,Canada,1252.0,,"12,52",
as_1898,1898,export_uk,"ARMS, AMMUNITION, &c.",East Africa,Chile,1645.0,,"16,45",
as_1898,1898,export_uk,"ARMS, AMMUNITION, &c.",East Africa,Brazil,2173.0,,"21,73",
as_1898,1898,export_uk,"ARMS, AMMUNITION, &c.",East Africa,Argentine Republic,1766.0,,"17,66",
as_1898,1898,export_uk,"ARMS, AMMUNITION, &c.",East Africa,Italy,234.0,,"2,34",
as_1898,1898,export_uk,"ARMS, AMMUNITION, &c.",East Africa,Egypt,355.0,,"3,55",
as_1898,1898,export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,British West India Islands,305.0,,"3,05",
as_1898,1898,export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,Portugal,1730.0,,"17,30",
as_1898,1898,export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,Egypt,422.0,,"4,22",
as_1898,1898,export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,Gibraltar,557.0,,"5,57",
as_1898,1898,export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,Malta and Gozo,459.0,,"4,59",
as_1898,1898,export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,China,2122.0,,"21,22",
as_1898,1898,export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,Costa Rica,423.0,,"4,23",
as_1898,1898,export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,Republic of Colombia,324.0,,"3,24",
as_1898,1898,export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,Chile,418.0,,"4,18",
as_1898,1898,export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,Brazil,122.0,,"1,22",
as_1898,1898,export_uk,"BRASS, AND MANUFACTURES OF, not being Ordnance",West Africa,Malta and Gozo,154.0,,"1,54",
as_1898,1898,export_uk,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",British East Indies : British Burmah,2172.0,,"21,72",
as_1898,1898,export_uk,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",British East Indies : Straits Settlements,428.0,,"4,28",
as_1898,1898,export_uk,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",Australasia : Victoria,432.0,,"4,32",
as_1898,1897,export_uk,CARRIAGES,"Other Sorts, and parts thereof (including Carts)",Rumania,113.0,,"1,13",
as_1898,1898,export_uk,"CORDAGE, CABLES, ROPES, AND TWINE, of Hemp or like Material",West Africa,Brazil,1730.0,,"17,30",
as_1898,1898,export_uk,"CORDAGE, CABLES, ROPES, AND TWINE, of Hemp or like Material",West Africa,The Gold Coast,339.0,,"3,39",
as_1898,1898,export_uk,"CORDAGE, CABLES, ROPES, AND TWINE, of Hemp or like Material",West Africa,Lagos,125.0,,"1,25",
as_1898,1898,export_uk,"CORDAGE, CABLES, ROPES, AND TWINE, of Hemp or like Material",West Africa,Niger Protectorate,141.0,,"1,41",
as_1898,1898,export_uk,"CORDAGE, CABLES, ROPES, AND TWINE, of Hemp or like Material",West Africa,Cape of Good Hope,2404.0,,"24,04",
as_1898,1898,export_uk,"CORDAGE, CABLES, ROPES, AND TWINE, of Hemp or like Material",West Africa,Natal,1197.0,,"11,97",
as_1898,1898,export_uk,"HABERDASHERY and MILLINERY, including Embroidery and Needle- work",West Africa,Northern Ports,6191.0,,"61,91",
as_1898,1898,export_uk,"HABERDASHERY and MILLINERY, including Embroidery and Needle- work",West Africa,Southern Ports,1479.0,,"14,79",
as_1898,1898,export_uk,IMPLEMENTS AND TOOLS,"Iron, Angle, Bolt, and Rod",Russia,7923.0,,"79,23",
as_1898,1898,export_uk,IMPLEMENTS AND TOOLS,"Iron, Angle, Bolt, and Rod",Sweden,15419.0,,"154,19",
as_1898,1898,export_uk,IMPLEMENTS AND TOOLS,"Iron, Angle, Bolt, and Rod",Norway,2727.0,,"27,27",
as_1898,1898,export_uk,IMPLEMENTS AND TOOLS,"Iron, Angle, Bolt, and Rod",Denmark,5524.0,,"55,24",
as_1898,1898,export_uk,IMPLEMENTS AND TOOLS,"Iron, Angle, Bolt, and Rod",Italy,1437.0,,"14,37",
as_1898,1898,export_uk,IMPLEMENTS AND TOOLS,"Iron, Angle, Bolt, and Rod",Egypt,14925.0,,"149,25",
as_1898,1898,export_uk,IMPLEMENTS AND TOOLS,"Iron, Angle, Bolt, and Rod",China,5126.0,,"51,26",
as_1898,1898,export_uk,IMPLEMENTS AND TOOLS,"Iron, Angle, Bolt, and Rod",Japan,1325.0,,"13,25",
as_1898,1898,export_uk,LEAD,East Africa,British East Indies,2430.0,,"24,30",
as_1898,1898,export_uk,LEAD,Agricultural,Russia : Southern Ports,4889.0,,"48,89",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Holland,192.0,,"1,92",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Spain,143.0,,"1,43",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Brazil,155.0,,"1,55",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Cape of Good Hope,603.0,,"6,03",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Natal,161.0,,"1,61",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Australasia,1503.0,,"15,03",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",British West India Islands,481.0,,"4,81",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Russia,343.0,,"3,43",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Sweden,323.0,,"3,23",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Norway,425.0,,"4,25",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Denmark,1055.0,,"10,55",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Germany,2078.0,,"20,78",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Holland,4367.0,,"43,67",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",France,1555.0,,"15,55",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Portugal,118.0,,"1,18",
as_1898,1894,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED",West Africa,British West India Islands,1722.0,,"17,22",
as_1898,1898,export_uk,"PAINTERS' COLOURS AND MA- TERIALS, UNENUMERATED",West Africa,Honduras,151.0,,"1,51",
as_1898,1898,export_uk,Gold,Silver,Germany,775.0,,"7,75",
as_1898,1898,export_uk,Gold,Silver,United States of America,724.0,,"7,24",
as_1898,1898,export_uk,Gold,Silver,Channel Islands,342.0,,"3,42",
as_1898,1898,export_uk,Gold,Silver,Cape of Good Hope,346.0,,"3,46",
as_1898,1898,export_uk,WOOD AND TIMBER,West Africa,Cape of Good Hope,2951.0,,"29,51",
as_1898,1898,export_uk,WOOD AND TIMBER,West Africa,Natal,1249.0,,"12,49",
as_1898,1898,export_uk,WOOD AND TIMBER,West Africa,British East Indies : Bengal,1555.0,,"15,55",
as_1898,1898,export_uk,WOOD AND TIMBER,West Africa,British West India Islands,164.0,,"1,64",
as_1898,1898,export_uk,WOOD AND TIMBER,West Africa,Guiana,199.0,,"1,99",
as_1898,1898,export_uk,WOOD AND TIMBER,West Africa,Turkey,366.0,,"3,66",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",British East Indies : Bengal,1581.0,,"15,81",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",Australasia : Victoria,877.0,,"8,77",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",Canada,10210.0,,"102,10",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",British West India Islands,230.0,,"2,30",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",Russia,183.0,,"1,83",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",Denmark,128.0,,"1,28",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",Belgium,871.0,,"8,71",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",France,223.0,,"2,23",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",Italy,217.0,,"2,17",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",United States of America,1763.0,,"17,63",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",Argentine Republic,158.0,,"1,58",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",Other Foreign Countries,474.0,,"4,74",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",Cape of Good Hope,518.0,,"5,18",
as_1898,1898,export_uk,WOOD AND TIMBER,"Woollen Tissues, Heavy, Broad, all Wool",British East Indies,340.0,,"3,40",
as_1898,1898,export_uk,WOOD AND TIMBER,"Worsted Tissues, Coatings, Broad, mixed with other Materials",Canada,1355.0,,"13,55",
as_1898,1894,export_uk,PARCEL POST,Articles Exported,Germany,132376.0,,"1,32,376",
as_1898,1895,export_uk,PARCEL POST,Articles Exported,Germany,132102.0,,"1,32,102",
as_1898,1894,export_uk,PARCEL POST,Articles Exported,France,144155.0,,"1,44,155",
as_1898,1895,export_uk,PARCEL POST,Articles Exported,France,191190.0,,"1,91,190",
as_1898,1898,reexport,EGGS,,Cape of Good Hope,172.0,,"1,72",
as_1898,1897,export_uk,CARRIAGES,"Railway Carriages for Passengers, and parts thereof",Australia : Victoria,394.0,,"3,94",
as_1898,1898,reexport,EGGS,,Canada,2256.0,,"22,56",
as_1898,1898,reexport,EGGS,,United States of America : On the Atlantic,2422.0,,"24,22",
as_1898,1898,reexport,EGGS,,Cape of Good Hope,525.0,,"5,25",
as_1898,1898,reexport,EGGS,,Canada,546.0,,"5,46",
as_1898,1898,reexport,EGGS,,United States of America : On the Atlantic,145.0,,"1,45",
as_1898,1898,reexport,"MUTTON, FRESH",,Channel Islands,225.0,,"2,25",
as_1898,1898,reexport,NUTS and KERNELS,Commonly used for expressing oil therefrom,Russia,36.0,,"3,6",
as_1898,1898,reexport,NUTS and KERNELS,Commonly used for expressing oil therefrom,Denmark,47.0,,"4,7",
as_1898,1898,reexport,NUTS and KERNELS,Commonly used for expressing oil therefrom,Germany,92.0,,"9,2",
as_1898,1898,reexport,NUTS and KERNELS,Commonly used for expressing oil therefrom,Belgium,52.0,,"5,2",
as_1898,1898,reexport,NUTS and KERNELS,Commonly used for expressing oil therefrom,Portugal,22.0,,"2,2",
as_1898,1898,reexport,NUTS and KERNELS,"Other Sorts, unenumerated (not fruit)",United States of America : On the Atlantic,127.0,,"12,7",
as_1898,1898,reexport,NUTS and KERNELS,"Other Sorts, unenumerated (not fruit)",British Possessions,42.0,,"4,2",
as_1898,1894,reexport,SILK,Seal Skins,Germany,24428.0,,"2,4428",
as_1898,1898,reexport,SILK,Cinnamon,Other Foreign Countries,379.0,,"3,79",
as_1898,1898,reexport,TOBACCO,East Coast of Africa,Australasia : Victoria,1708.0,,"17,08",
as_1898,1894,export_uk,"CORDAGE, CABLES, ROPES, AND TWINE, of Hemp or like Material",West Africa,United States of America : Hayti and St. Domingo,124.0,,"1,24",
as_1898,1898,import,ZINC,"Crude, in cakes",Malta,11855.0,,"118,55",
as_1898,1898,import,"COPPER, ORE OF","Cables (not of Iron), Twine, and Cable Yarn",Belgium,12077.0,,"120,77",
as_1898,1895,export_uk,"METALS AND MANUFACTURES THEREOF, UNENUMERATED","Other Sorts, Unenumerated—cont.",Brazil,11921.0,,"119,21",
as_1898,1894,export_uk,LEAD,West Africa,Australasia : New Zealand,9897.0,,"98,97",
as_1899,1899,import,"ANIMALS, LIVING",Sheep and Lambs,United States of America,18446.0,,"184,46",
as_1899,1899,import,"ANIMALS, LIVING",Sheep and Lambs,Argentine Republic,50843.0,,"508,43",
as_1899,1899,import,"ANIMALS, LIVING",Stallions,Holland,731.0,,"7,31",
as_1899,1899,import,"ANIMALS, LIVING",Stallions,France,2300.0,,"23,00",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Australasia : New South Wales,1722.0,,"17,22",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Australasia : Queensland,456.0,,"4,56",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Australasia : Tasmania,165.0,,"1,65",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Australasia : New Zealand,23146.0,,"231,46",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Canada,150163.0,,"1,501,63",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Sweden,336.0,,"3,36",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Denmark,5562.0,,"55,62",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Germany,7653.0,,"76,53",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Holland,4528.0,,"45,28",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",France,19076.0,,"190,76",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Spain,3973.0,,"39,73",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Austrian Territories,6361.0,,"63,61",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Bulgaria,712.0,,"7,12",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Roumania,35651.0,,"356,51",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn","Turkey, European",6521.0,,"65,21",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Asiatic,89731.0,,"897,31",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Cyprus,1174.0,,"11,74",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Egypt,5953.0,,"59,53",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Tripoli,5462.0,,"54,62",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Tunis,5363.0,,"53,63",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Algeria,5028.0,,"50,28",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",United States of America : On the Atlantic,42319.0,,"423,19",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",United States of America : On the Pacific,14919.0,,"149,19",
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Mexico,5355.0,,"53,55",
as_1899,1899,import,WINE,Total of all Kinds,Madeira,18557.0,,"185,57",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Dutch Possessions in Indian Seas : French Indo-China,355.0,,"3,55",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",China,22975.0,,"229,75",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Japan,19915.0,,"199,15",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Islands in the Pacific,1122.0,,"11,22",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",United States of America : On the Atlantic,6422.0,,"64,22",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",United States of America : Cuba and Porto Rico,15023.0,,"150,23",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",United States of America : French West India Islands,922.0,,"9,22",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",United States of America : Dutch Guiana,322.0,,"3,22",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",United States of America : Hayti and St. Domingo,4469.0,,"44,69",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Mexico,14647.0,,"146,47",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Guatemala,1135.0,,"11,35",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Honduras (not British),572.0,,"5,72",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",San Salvador,4345.0,,"43,45",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Nicaragua,3162.0,,"31,62",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Costa Rica,861.0,,"8,61",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Republic of Colombia,13279.0,,"132,79",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Venezuela,11346.0,,"113,46",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Ecuador,8320.0,,"83,20",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Peru,13128.0,,"131,28",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Chile,17996.0,,"179,96",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Brazil,6228.0,,"62,28",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Uruguay,14925.0,,"149,25",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Argentine Republic,43928.0,,"439,28",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Gibraltar,628.0,,"6,28",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,"Piece Goods, Printed",Malta and Gozo,1121.0,,"11,21",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,West Africa,Gambia,1622.0,,"16,22",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,West Africa,Sierra Leone,7527.0,,"75,27",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,West Africa,The Gold Coast,14034.0,,"140,34",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,West Africa,Lagos,12121.0,,"121,21",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,West Africa,Niger Protectorate,14926.0,,"149,26",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,,Servia,166.0,,"1,66",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,Dutch Possessions in Indian Seas,Philippine Islands,5497.0,,"54,97",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,Dutch Possessions in Indian Seas,United States of America : On the Atlantic,126241.0,,"1,26,241",
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,Dutch Possessions in Indian Seas,United States of America : Danish West India Islands,246.0,,"2,46",
as_1899,1899,export_uk,CUTLERY,West Africa,Lagos,267.0,,"2,67",
as_1899,1899,export_uk,CUTLERY,West Africa,Niger Protectorate,442.0,,"4,42",
as_1899,1899,export_uk,CUTLERY,South Africa,Natal,1533.0,,"15,33",
as_1899,1899,export_uk,CUTLERY,South Africa,British East Indies : Madras,234.0,,"2,34",
as_1899,1899,export_uk,CUTLERY,South Africa,British East Indies : Straits Settlements,650.0,,"6,50",
as_1899,1899,export_uk,CUTLERY,South Africa,British East Indies : Ceylon,645.0,,"6,45",
as_1899,1899,export_uk,CUTLERY,South Africa,British East Indies : Hong Kong,246.0,,"2,46",
as_1899,1899,export_uk,CUTLERY,South Africa,Australasia : West Australia,555.0,,"5,55",
as_1899,1899,export_uk,CUTLERY,South Africa,Australasia : South Australia,1025.0,,"10,25",
as_1899,1899,export_uk,CUTLERY,South Africa,Australasia : New South Wales,4012.0,,"40,12",
as_1899,1899,export_uk,CUTLERY,South Africa,Australasia : Queensland,1353.0,,"13,53",
as_1899,1899,export_uk,CUTLERY,South Africa,Australasia : New Zealand,2722.0,,"27,22",
as_1899,1899,export_uk,CUTLERY,South Africa,Canada,6326.0,,"63,26",
as_1899,1899,export_uk,CUTLERY,South Africa,British West India Islands,129.0,,"1,29",
as_1899,1899,export_uk,EARTHEN AND CHINA WARE,"Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)",United States of America : On the Atlantic,351.0,,"3,51",
as_1899,1899,export_uk,EARTHEN AND CHINA WARE,"Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)",United States of America : Cuba and Porto Rico,144.0,,"1,44",
as_1899,1899,export_uk,EARTHEN AND CHINA WARE,"Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)",Brazil,1063.0,,"10,63",
as_1899,1899,export_uk,EARTHEN AND CHINA WARE,"Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)",Uruguay,128.0,,"1,28",
as_1899,1899,export_uk,EARTHEN AND CHINA WARE,"Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)",Argentine Republic,1361.0,,"13,61",
as_1899,1899,export_uk,EARTHEN AND CHINA WARE,"Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)",Channel Islands,494.0,,"4,94",
as_1899,1899,export_uk,EARTHEN AND CHINA WARE,"Red Pottery and Brown Stone Ware, and Clay Manufactures (except Bricks)",Malta and Gozo,111.0,,"1,11",
as_1899,1899,export_uk,EARTHEN AND CHINA WARE,West Africa,Natal,122.0,,"1,22",
as_1899,1899,export_uk,"HABERDASHERY and MILLINERY, including Embroidery and Needle-work",West Africa,Australasia : Victoria,12163.0,,"121,63",
as_1899,1899,export_uk,HATS,West Africa,British East Indies : West Australia,651.0,,"6,51",
as_1899,1899,export_uk,HATS,West Africa,British East Indies : South Australia,623.0,,"6,23",
as_1899,1899,export_uk,HATS,West Africa,British East Indies : Victoria,1125.0,,"11,25",
as_1899,1899,export_uk,HATS,West Africa,British East Indies : New South Wales,6065.0,,"60,65",
as_1899,1899,export_uk,HATS,West Africa,British East Indies : Queensland,1232.0,,"12,32",
as_1899,1899,export_uk,HATS,West Africa,British East Indies : Tasmania,370.0,,"3,70",
as_1899,1899,export_uk,HATS,West Africa,Canada,8271.0,,"82,71",
as_1899,1899,export_uk,HATS,West Africa,Newfoundland,125.0,,"1,25",
as_1899,1899,export_uk,HATS,West Africa,British West India Islands,1294.0,,"12,94",
as_1899,1899,export_uk,HATS,West Africa,Denmark,371.0,,"3,71",
as_1899,1899,export_uk,HATS,West Africa,Holland,322.0,,"3,22",
as_1899,1899,export_uk,HATS,West Africa,Belgium,1535.0,,"15,35",
as_1899,1899,export_uk,HATS,West Africa,France,333.0,,"3,33",
as_1899,1899,export_uk,HATS,West Africa,Hayti and St. Domingo,512.0,,"5,12",
as_1899,1899,export_uk,HATS,West Africa,Nicaragua,223.0,,"2,23",
as_1899,1899,export_uk,HATS,West Africa,Venezuela,123.0,,"1,23",
as_1899,1899,export_uk,HATS,West Africa,Ecuador,117.0,,"1,17",
as_1899,1899,export_uk,IMPLEMENTS AND TOOLS,"Iron, Old and Scrap for Re-     manufacture",British East Indies,239.0,,"2,39",
as_1899,1899,export_uk,IMPLEMENTS AND TOOLS,"Iron, Pig",Turkey : European,243.0,,"2,43",
as_1899,1899,export_uk,IMPLEMENTS AND TOOLS,"Iron, Pig",China,1548.0,,"15,48",
as_1899,1899,export_uk,IMPLEMENTS AND TOOLS,"Iron, Pig",Japan,6225.0,,"62,25",
as_1899,1899,export_uk,IMPLEMENTS AND TOOLS,"Iron, Pig",United States of America : On the Atlantic,22722.0,,"227,22",
as_1899,1899,export_uk,IMPLEMENTS AND TOOLS,"Iron, Pig",United States of America : On the Pacific,915.0,,"9,15",
as_1899,1896,export_uk,IMPLEMENTS AND TOOLS,West Africa,Niger Protectorate,5371.0,,"53,71",
tn_1871,1870,export_uk,MEAL and FLOUR,Lace and Patent Net,Other Countries,44502.0,,"4,4502",
tn_1901,1900,export_uk,LINEN MANUFACTURES,Agricultural,Islands in the Pacific,6223.0,,"62,23",
tn_1901,1900,export_uk,"ARMS, AMMUNITION, &c.","Muskets, Rifles, and Fowling-pieces",British West Africa : Natal,462.0,,"4,62",
tn_1901,1900,export_uk,COTTON MANUFACTURES,"Hosiery, of Other Sorts",Mexico,138.0,,"1,38",
tn_1901,1900,export_uk,"TOBACCO AND SNUFF, MANUFACTURED IN THE UNITED KINGDOM",Other Kinds of Manufactured Tobacco,China,323.0,,"3,23",
tn_1901,1900,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",,Egypt,4660.0,,"46,60",
tn_1901,1900,reexport,SKINS AND FURS,"Furs, Rabbit Skins : Manufactures of, including     Skin Rugs",France,14345.0,,"143,45",
tn_1901,1900,reexport,"VEGETABLES. Raw, unenumerated",East Africa,Channel Islands,198.0,,"1,98",
