flow,raw_group,canonical,method,rows,volumes,y0,y1,variants_in_family
import,"TEETH, Elephants', Sea Cow, and Sea Horse","TEETH, Elephants', Sea Cow, and Sea Horse",identity,29,2,1876,1877,2
import,"TEETH, Elephants, Sea Cow, and Sea Horse","TEETH, Elephants', Sea Cow, and Sea Horse",case,14,1,1874,1874,2
reexport,TOBACCO,TOBACCO,identity,6932,29,1872,1900,2
import,TOBACCO,TOBACCO,identity,3488,17,1872,1900,2
import,Tobacco,TOBACCO,case,113,7,1870,1899,2
reexport,Tobacco,TOBACCO,case,111,2,1898,1899,2
reexport,TOYS,TOYS,identity,608,19,1872,1899,2
import,TOYS,TOYS,identity,513,18,1873,1899,2
import,Toys,TOYS,case,129,9,1872,1896,2
reexport,Toys,TOYS,case,57,7,1876,1896,2
export_uk,UMBRELLAS and PARASOLS,UMBRELLAS and PARASOLS,identity,547,22,1872,1896,2
export_uk,UMBRELLAS AND PARASOLS,UMBRELLAS and PARASOLS,case,91,3,1886,1888,2
import,VARNISH: Not containing Alcohol,VARNISH: Not containing Alcohol,identity,4,4,1873,1879,2
import,VARNISH : Not containing Alcohol,VARNISH: Not containing Alcohol,case,3,3,1874,1877,2
import,WATCHES,WATCHES,identity,66,13,1872,1885,2
import,Watches,WATCHES,case,4,1,1873,1873,2
import,"WATCHES, and Parts thereof","WATCHES, and Parts thereof",identity,109,11,1886,1896,2
import,"WATCHES, and parts thereof","WATCHES, and Parts thereof",case,78,2,1894,1899,2
reexport,"WATCHES, and parts thereof","WATCHES, and parts thereof",identity,252,3,1893,1898,2
reexport,"WATCHES, and Parts thereof","WATCHES, and parts thereof",case,99,10,1887,1896,2
import,WAX,WAX,identity,965,25,1872,1899,2
import,Wax,WAX,case,23,2,1873,1878,2
reexport,WHALEBONE (Whalefins),WHALEBONE (Whalefins),identity,49,8,1887,1896,2
reexport,"WHALEBONE, Whalefins",WHALEBONE (Whalefins),case,6,1,1894,1894,2
import,WINE,WINE,identity,2858,17,1873,1900,2
reexport,WINE,WINE,identity,1517,19,1872,1895,2
reexport,"WINE,",WINE,case,122,2,1889,1890,2
import,Wine,WINE,case,6,1,1870,1870,2
export_uk,"WINE, British Made","WINE, British Made",identity,68,15,1882,1896,2
export_uk,"WINE, BRITISH MADE","WINE, British Made",case,65,12,1872,1900,2
import,WOOL,WOOL,identity,2714,20,1870,1899,2
export_uk,WOOL,WOOL,identity,804,22,1870,1896,2
reexport,WOOL,WOOL,identity,451,23,1872,1900,2
import,Wool,WOOL,case,379,10,1872,1899,2
export_uk,Wool,WOOL,case,102,6,1876,1899,2
reexport,Wool,WOOL,case,20,2,1879,1881,2
import,WOOLLEN YARN,WOOLLEN YARN,identity,1244,25,1872,1898,2
reexport,WOOLLEN YARN,WOOLLEN YARN,identity,867,24,1872,1900,2
import,WoolLEN YARN,WOOLLEN YARN,case,13,1,1877,1877,2
reexport,Woollen Yarn,WOOLLEN YARN,case,6,1,1881,1881,2
export_uk,Wool'd),Wool'd),identity,68,1,1892,1892,2
export_uk,WOOL'd),Wool'd),case,47,1,1891,1891,2
import,YEAST,YEAST,identity,207,12,1888,1900,2
import,"YEAST,",YEAST,case,6,1,1887,1887,2
import,ZINC,ZINC,identity,3921,25,1870,1899,2
import,Zinc,ZINC,case,52,2,1898,1899,2
export_uk,AERATED WATERS,AERATED WATERS,identity,27,1,1900,1900,1
export_uk,AGRICULTURAL IMPLEMENTS,AGRICULTURAL IMPLEMENTS,identity,25,1,1870,1870,1
import,ALBUMEN,ALBUMEN,identity,7,1,1870,1870,1
export_uk,ALKALI,ALKALI,identity,2069,29,1870,1900,1
reexport,"ALMOND, PASTE OF","ALMOND, PASTE OF",identity,1,1,1872,1872,1
export_uk,ALUM,ALUM,identity,16,1,1870,1870,1
import,AMMUNITION,AMMUNITION,identity,2012,5,1893,1900,1
export_uk,AMMUNITION : Gunpowder,AMMUNITION : Gunpowder,identity,21,1,1900,1900,1
reexport,AMMUNITION AND ARMS,AMMUNITION AND ARMS,identity,14,1,1876,1876,1
export_uk,"AMMUNITION, Shot, Large and Small","AMMUNITION, Shot, Large and Small",identity,236,3,1893,1899,1
import,ANIMALS,ANIMALS,identity,367,9,1870,1879,1
reexport,ANIMALS,ANIMALS,identity,95,12,1872,1884,1
export_uk,ANIMALS,ANIMALS,identity,9,1,1878,1878,1
reexport,ANIMALS LIVING'd.),ANIMALS LIVING'd.),identity,11,1,1891,1891,1
export_uk,"ANIMALS, LIVING'd)","ANIMALS, LIVING'd)",identity,43,1,1894,1894,1
reexport,"ANIMALS, LIVING, Oxen and Bulls","ANIMALS, LIVING, Oxen and Bulls",identity,240,2,1895,1900,1
export_uk,"ANIMALS, LIVING, Oxen and Bulls","ANIMALS, LIVING, Oxen and Bulls",identity,3,2,1893,1897,1
import,ANTIMONY,ANTIMONY,identity,8,1,1870,1870,1
export_uk,APPAREL and STOPS,APPAREL and STOPS,identity,57,2,1880,1881,1
export_uk,APPAREL and STORES,APPAREL and STORES,identity,17,1,1876,1876,1
import,ARGOL,ARGOL,identity,9,1,1870,1870,1
import,"ARMNISH, CONTAINING ALCOHOL","ARMNISH, CONTAINING ALCOHOL",identity,1,1,1882,1882,1
import,ARMS,ARMS,identity,52,3,1870,1900,1
reexport,ARMS AND AMMUNITION,ARMS AND AMMUNITION,identity,375,19,1877,1896,1
export_uk,ARMS AND AMMUNITION,ARMS AND AMMUNITION,identity,15,1,1878,1878,1
export_uk,"ARMS, AMMUNITION, &c.","ARMS, AMMUNITION, &c.",identity,9225,4,1893,1900,1
reexport,"ARMS, AMMUNITION, AND MILITARY STORES","ARMS, AMMUNITION, AND MILITARY STORES",identity,54,4,1872,1875,1
export_uk,"ARMS, AMMUNITION, AND MILITARY STORES'd)","ARMS, AMMUNITION, AND MILITARY STORES'd)",identity,93,1,1894,1894,1
reexport,"ARMS: Swords, Cutlasses, Matchets, and Bayonets","ARMS: Swords, Cutlasses, Matchets, and Bayonets",identity,663,3,1893,1899,1
import,ARROWROOT,ARROWROOT,identity,4,1,1870,1870,1
export_uk,"ART, WORKS OF, OTHER THAN PICTURES","ART, WORKS OF, OTHER THAN PICTURES",identity,3,1,1878,1878,1
import,"ART, WORKS OR, other than PICTURES","ART, WORKS OR, other than PICTURES",identity,6,1,1878,1878,1
export_uk,ARTICLE,ARTICLE,identity,82,1,1893,1893,1
import,ARTIFICIAL,ARTIFICIAL,identity,4,1,1890,1890,1
import,"ASBESTOS, RAW","ASBESTOS, RAW",identity,11,1,1900,1900,1
export_uk,ASPHALT,ASPHALT,identity,53,1,1870,1870,1
import,ASPHALT,ASPHALT,identity,18,3,1874,1876,1
reexport,ASPHALT OR BITUMEN,ASPHALT OR BITUMEN,identity,78,21,1875,1896,1
export_uk,ASPHALT OR BITUMEN,ASPHALT OR BITUMEN,identity,3,1,1878,1878,1
reexport,ASPHALT OR BITUMEN JUDAICUM,ASPHALT OR BITUMEN JUDAICUM,identity,12,3,1872,1874,1
reexport,"ASPHALT OR BITUMEN, Other than Painters' Colours or Drugs","ASPHALT OR BITUMEN, Other than Painters' Colours or Drugs",identity,9,1,1900,1900,1
import,ASPHALT or BITUMEN (Other than Painters' Colours or Drugs),ASPHALT or BITUMEN (Other than Painters' Colours or Drugs),identity,10,1,1900,1900,1
import,"ASPHALT, or BITUMEN JUDAICUM","ASPHALT, or BITUMEN JUDAICUM",identity,6,1,1873,1873,1
import,"ASPHALTUM, or BITUMEN JUDAICUM","ASPHALTUM, or BITUMEN JUDAICUM",identity,5,1,1870,1870,1
reexport,BACON,BACON,identity,291,3,1893,1899,1
import,BACON,BACON,identity,188,4,1893,1899,1
reexport,BACON AND HAMM,BACON AND HAMM,identity,17,1,1882,1882,1
reexport,BACON AND HAMS,BACON AND HAMS,identity,409,23,1872,1896,1
export_uk,BACON AND HAMS,BACON AND HAMS,identity,17,1,1878,1878,1
import,BANK,BANK,identity,28,1,1872,1872,1
reexport,BANK,BANK,identity,27,2,1872,1877,1
import,BARK,BARK,identity,275,9,1870,1880,1
reexport,BARK,BARK,identity,107,7,1873,1881,1
export_uk,BARK,BARK,identity,13,1,1878,1878,1
import,BASKETS,BASKETS,identity,7,1,1870,1870,1
reexport,BASKETS AND BASKETWARE,BASKETS AND BASKETWARE,identity,9,1,1900,1900,1
import,BASKETS and BASKETWARE,BASKETS and BASKETWARE,identity,10,1,1900,1900,1
reexport,BEAD TRIMMINGS,BEAD TRIMMINGS,identity,39,1,1900,1900,1
import,BEAD TRIMMINGS,BEAD TRIMMINGS,identity,5,1,1900,1900,1
reexport,BEADS,BEADS,identity,71,7,1872,1880,1
import,BEADS,BEADS,identity,60,9,1872,1884,1
export_uk,BEADS,BEADS,identity,6,1,1878,1878,1
reexport,BEADS OF ALL SORTS,BEADS OF ALL SORTS,identity,447,19,1882,1900,1
import,BEADS of GLASS (including BUGLE),BEADS of GLASS (including BUGLE),identity,7,1,1870,1870,1
import,BEEF,BEEF,identity,574,17,1870,1899,1
reexport,BEEF,BEEF,identity,209,22,1872,1896,1
export_uk,BEEF,BEEF,identity,5,1,1878,1878,1
export_uk,BEEF and ALE,BEEF and ALE,identity,35,1,1874,1874,1
export_uk,"BEEF and PORK, Salted (Foreign)","BEEF and PORK, Salted (Foreign)",identity,7,1,1870,1870,1
reexport,"BEEF, SALTED","BEEF, SALTED",identity,541,3,1893,1899,1
import,BEER,BEER,identity,32,4,1872,1878,1
reexport,BEER,BEER,identity,4,1,1883,1883,1
reexport,"BEER and ALE, MUM and SPRUCE","BEER and ALE, MUM and SPRUCE",identity,5,3,1887,1889,1
import,BEER'd),BEER'd),identity,3,1,1872,1872,1
import,"BERRIES, Yellow","BERRIES, Yellow",identity,9,1,1870,1870,1
export_uk,"BERRIES, Yellow","BERRIES, Yellow",identity,4,1,1870,1870,1
export_uk,BISQUIT and BREAD,BISQUIT and BREAD,identity,19,1,1885,1885,1
export_uk,BLACKING AND POLISHES,BLACKING AND POLISHES,identity,48,1,1900,1900,1
import,BLACKING AND POLISHES,BLACKING AND POLISHES,identity,33,1,1900,1900,1
reexport,BLIMSTONE,BLIMSTONE,identity,8,1,1887,1887,1
import,BONES (except Whalebone),BONES (except Whalebone),identity,8,1,1892,1892,1
reexport,BONES (except Whalebone) applicable to Manufacturing Purposes,BONES (except Whalebone) applicable to Manufacturing Purposes,identity,26,2,1893,1899,1
import,BONES (except Whalefins),BONES (except Whalefins),identity,153,16,1870,1887,1
export_uk,BONES (except Whalefins) applicable to Manufacturing Purposes,BONES (except Whalefins) applicable to Manufacturing Purposes,identity,1,1,1878,1878,1
import,BONES (except Whalefins): Applicable to Manufacturing Purposes,BONES (except Whalefins): Applicable to Manufacturing Purposes,identity,10,1,1890,1890,1
reexport,"BONES, applicable to Manufacturing Purposes","BONES, applicable to Manufacturing Purposes",identity,4,4,1872,1875,1
export_uk,BOOKS,BOOKS,identity,1,1,1878,1878,1
reexport,BOOKS (bound or unbound),BOOKS (bound or unbound),identity,5,1,1895,1895,1
import,"BOOKS, Printed, Bound and Unbound (including Maps and Charts)","BOOKS, Printed, Bound and Unbound (including Maps and Charts)",identity,13,1,1900,1900,1
reexport,"BOOKS, Printed, bound and unbound, including Maps and Charts","BOOKS, Printed, bound and unbound, including Maps and Charts",identity,14,1,1900,1900,1
reexport,"BOOKS, bound and unbound, including Maps and Charts","BOOKS, bound and unbound, including Maps and Charts",identity,75,1,1895,1899,1
export_uk,BORACIC ACID,BORACIC ACID,identity,5,1,1870,1870,1
import,BORACIC ACID,BORACIC ACID,identity,3,1,1870,1870,1
import,BORAX,BORAX,identity,12,2,1870,1899,1
reexport,BORAX,BORAX,identity,9,2,1898,1899,1
export_uk,BORAX (Refined in the United Kingdom),BORAX (Refined in the United Kingdom),identity,16,1,1870,1870,1
import,BRADS,BRADS,identity,6,1,1882,1882,1
export_uk,BRAN AND POLLARD,BRAN AND POLLARD,identity,14,1,1900,1900,1
import,BRAN and POLLARD,BRAN and POLLARD,identity,6,1,1870,1870,1
export_uk,BRASS,BRASS,identity,250,10,1870,1885,1
export_uk,"BRASS : Manufactures of, not being Ordnance","BRASS : Manufactures of, not being Ordnance",identity,60,2,1886,1888,1
import,"BRASS MANUFACTURES, Unenumerated","BRASS MANUFACTURES, Unenumerated",identity,6,1,1870,1870,1
export_uk,"BRASS, BRONZE, AND METAL BRONZED OR LACQUERED","BRASS, BRONZE, AND METAL BRONZED OR LACQUERED",identity,1,1,1878,1878,1
import,"BRASS, BRONZE, AND METAL Bronzed or Lacquered, Manufactures of, not otherwise enumerated","BRASS, BRONZE, AND METAL Bronzed or Lacquered, Manufactures of, not otherwise enumerated",identity,55,1,1895,1899,1
import,"BRASS, BRONZE, and METAL, Bronze and Lacquered","BRASS, BRONZE, and METAL, Bronze and Lacquered",identity,6,1,1873,1873,1
reexport,BREADS,BREADS,identity,8,1,1876,1876,1
import,BREMTONE,BREMTONE,identity,3,1,1882,1882,1
export_uk,BRICKS,BRICKS,identity,1645,9,1870,1900,1
import,BRIINSTONE,BRIINSTONE,identity,4,1,1877,1877,1
import,BRIKSTONE,BRIKSTONE,identity,5,1,1876,1876,1
import,BRIMSTON,BRIMSTON,identity,9,1,1883,1883,1
export_uk,BRIMSTONE,BRIMSTONE,identity,11,2,1870,1878,1
reexport,BRISTLES,BRISTLES,identity,434,28,1872,1900,1
import,BRISTLES,BRISTLES,identity,417,26,1872,1900,1
export_uk,BRISTLES,BRISTLES,identity,3,1,1878,1878,1
export_uk,BUTTER,BUTTER,identity,562,25,1872,1900,1
export_uk,BUTTER (British),BUTTER (British),identity,9,1,1870,1870,1
export_uk,BUTTER (Foreign),BUTTER (Foreign),identity,10,1,1870,1870,1
import,BUTTER AND BUTTERINE,BUTTER AND BUTTERINE,identity,72,4,1882,1885,1
reexport,BUTTER AND BUTTERINE,BUTTER AND BUTTERINE,identity,64,4,1882,1885,1
import,BUTTERINE,BUTTERINE,identity,9,1,1886,1886,1
reexport,BUTTERINE,BUTTERINE,identity,8,1,1887,1887,1
import,BUTTERINE (MARGARINE),BUTTERINE (MARGARINE),identity,13,1,1887,1887,1
export_uk,BUTTON,BUTTON,identity,7,1,1884,1884,1
export_uk,"BUTTONS AND STUDS, not of Metal","BUTTONS AND STUDS, not of Metal",identity,1,1,1878,1878,1
import,"BUTTONS and SNAPS, not of Metal","BUTTONS and SNAPS, not of Metal",identity,6,1,1873,1873,1
import,"BUTTONS and STRAPS, not of Metal","BUTTONS and STRAPS, not of Metal",identity,16,2,1876,1885,1
import,"BUTTONS and STRWS, not of Metal","BUTTONS and STRWS, not of Metal",identity,17,3,1872,1882,1
import,"BUTTONS and Struds, not of Metal","BUTTONS and Struds, not of Metal",identity,4,1,1878,1878,1
import,"Beef, Salted","Beef, Salted",identity,17,1,1900,1900,1
import,"Brass, Bronze, and Metal Bronzed or Lacquered, Manufactures of","Brass, Bronze, and Metal Bronzed or Lacquered, Manufactures of",identity,11,1,1900,1900,1
import,"Buttons and Scraps, not of Metal","Buttons and Scraps, not of Metal",identity,6,1,1877,1877,1
import,CACOSTHENE,CACOSTHENE,identity,26,1,1894,1894,1
export_uk,CAGUTCHOUC MANUFACTURES,CAGUTCHOUC MANUFACTURES,identity,26,1,1879,1879,1
export_uk,CALCITRHOUS MANUFACTURES,CALCITRHOUS MANUFACTURES,identity,30,1,1877,1877,1
export_uk,"CALCIUM, CARBIDE OF","CALCIUM, CARBIDE OF",identity,3,1,1900,1900,1
export_uk,"CAMPHOR, Refined and Unrefined","CAMPHOR, Refined and Unrefined",identity,6,1,1870,1870,1
export_uk,CANDLES,CANDLES,identity,520,3,1878,1900,1
reexport,CANDLES,CANDLES,identity,118,9,1872,1881,1
import,CANDLES,CANDLES,identity,113,12,1872,1885,1
export_uk,"CANDLES, Stearine (British)","CANDLES, Stearine (British)",identity,38,1,1870,1870,1
reexport,"CANES AND STICKS, Unmounted","CANES AND STICKS, Unmounted",identity,11,1,1900,1900,1
import,"CANES AND STICKS, unmounted","CANES AND STICKS, unmounted",identity,17,1,1900,1900,1
export_uk,CAOTCHOUK Manufactures of,CAOTCHOUK Manufactures of,identity,39,1,1894,1894,1
import,CAOUCHEUC,CAOUCHEUC,identity,39,1,1883,1883,1
import,CAOUTCHOU,CAOUTCHOU,identity,58,1,1900,1900,1
export_uk,"CAOUTCHOU, MANUFACTURES OF","CAOUTCHOU, MANUFACTURES OF",identity,887,1,1893,1897,1
import,CAOUTCHOUCC,CAOUTCHOUCC,identity,433,2,1891,1898,1
reexport,CAOUTCHOUCC,CAOUTCHOUCC,identity,16,1,1885,1885,1
import,CAOUTCHOUIC,CAOUTCHOUIC,identity,313,1,1895,1899,1
import,CAOUTCHOUK,CAOUTCHOUK,identity,69,2,1887,1889,1
reexport,CAOUTCHOUK,CAOUTCHOUK,identity,39,2,1886,1894,1
export_uk,CAOUTCHOUK,CAOUTCHOUK,identity,10,1,1878,1878,1
export_uk,CAOUTCHOUO MANUFACTURES,CAOUTCHOUO MANUFACTURES,identity,50,2,1872,1876,1
import,CAOUTCHOUQ,CAOUTCHOUQ,identity,72,3,1889,1894,1
reexport,CAOUTCHOUQ,CAOUTCHOUQ,identity,49,3,1882,1893,1
export_uk,CAOUTCHOUQ MANUFACTURES,CAOUTCHOUQ MANUFACTURES,identity,49,2,1874,1880,1
export_uk,"CAOUTCHOUQ, MANUFACTURES OF","CAOUTCHOUQ, MANUFACTURES OF",identity,754,2,1895,1900,1
import,CAOUTCHOUQUE,CAOUTCHOUQUE,identity,23,1,1874,1874,1
import,CAOUTCHOUUC,CAOUTCHOUUC,identity,26,1,1893,1893,1
import,CAOUTCHouc,CAOUTCHouc,identity,796,18,1872,1897,1
reexport,CAOUTCHouc,CAOUTCHouc,identity,204,15,1872,1896,1
export_uk,CAOUTCHouc,CAOUTCHouc,identity,10,1,1870,1870,1
export_uk,CAOUTCHouc MANUFACTURES,CAOUTCHouc MANUFACTURES,identity,119,5,1870,1881,1
import,"CAOUTCHouc, Manufactures of","CAOUTCHouc, Manufactures of",identity,11,1,1886,1886,1
export_uk,CARDAMOMS,CARDAMOMS,identity,10,1,1870,1870,1
reexport,CARDS,CARDS,identity,173,3,1893,1899,1
import,"CARDS, PLAYING","CARDS, PLAYING",identity,1171,18,1872,1900,1
export_uk,"CARDS, PLAYING","CARDS, PLAYING",identity,1,1,1878,1878,1
export_uk,CARRIAGES,CARRIAGES,identity,2691,2,1894,1899,1
export_uk,"CARRIAGES, &c.","CARRIAGES, &c.",identity,817,15,1881,1896,1
export_uk,"CARRIAGES, &c.'d)","CARRIAGES, &c.'d)",identity,35,1,1894,1894,1
export_uk,"CARRIAGES, &c.„ Railway Waggons, Trucks, &c. and 
                    parts thereof for Ballast, Minerals, 
                    or Merchandise","CARRIAGES, &c.„ Railway Waggons, Trucks, &c. and parts thereof for Ballast, Minerals, or Merchandise",dehyphen,14,1,1883,1883,1
export_uk,"CARRIAGES, CARTS, &c.","CARRIAGES, CARTS, &c.",identity,197,8,1870,1880,1
reexport,"CARRIAGES, WAGGONETTES, CARTS, &c. (including those with Motors)","CARRIAGES, WAGGONETTES, CARTS, &c. (including those with Motors)",identity,12,1,1900,1900,1
import,"CARRIAGES, WAGGONETTES, CARTS, &c. (including those with Motors)","CARRIAGES, WAGGONETTES, CARTS, &c. (including those with Motors)",identity,8,1,1900,1900,1
export_uk,CEMENT,CEMENT,identity,2285,29,1870,1900,1
import,CEMENT,CEMENT,identity,8,1,1900,1900,1
reexport,CEMENT,CEMENT,identity,6,1,1900,1900,1
export_uk,CEMENT'd),CEMENT'd),identity,22,1,1894,1894,1
export_uk,CHEESE,CHEESE,identity,2235,27,1872,1900,1
import,CHEESE,CHEESE,identity,838,28,1870,1900,1
reexport,CHEESE,CHEESE,identity,548,27,1872,1900,1
reexport,"CHEESE, Imitation (including Lard Cheese, and all kinds of Artificial or Imitation Cheese)","CHEESE, Imitation (including Lard Cheese, and all kinds of Artificial or Imitation Cheese)",identity,2,2,1895,1895,1
reexport,"CHEMICAL MANUFACTURES AND PRODUCTS, not enumerated","CHEMICAL MANUFACTURES AND PRODUCTS, not enumerated",identity,275,2,1893,1898,1
import,"CHEMICAL MANUFACTURES AND PRODUCTS, not enumerated and not chargeable with duty","CHEMICAL MANUFACTURES AND PRODUCTS, not enumerated and not chargeable with duty",identity,261,2,1893,1898,1
import,"CHEMICAL MANUFACTURES AND PRODUCTS, not enumerated and not chargeable with duty (including Carbide of Calcium)","CHEMICAL MANUFACTURES AND PRODUCTS, not enumerated and not chargeable with duty (including Carbide of Calcium)",identity,79,1,1895,1899,1
export_uk,"CHEMICAL PRODUCTS and Preparations, not specially unenumerated","CHEMICAL PRODUCTS and Preparations, not specially unenumerated",identity,51,1,1896,1896,1
import,CHICONY,CHICONY,identity,10,1,1876,1876,1
reexport,CHICORY,CHICORY,identity,2826,28,1872,1899,1
import,CHICORY,CHICORY,identity,237,12,1882,1900,1
reexport,"CHICORY AND COFFEE, Roasted and Ground","CHICORY AND COFFEE, Roasted and Ground",identity,6,1,1896,1896,1
import,"CHICORY AND COFFEE, Roasted and Ground, mixed","CHICORY AND COFFEE, Roasted and Ground, mixed",identity,5,1,1900,1900,1
import,"CHICORY AND COFFEE, mixed","CHICORY AND COFFEE, mixed",identity,3,1,1896,1896,1
import,"CHICORY, Raw or Kiln-dried","CHICORY, Raw or Kiln-dried",identity,76,2,1870,1872,1
reexport,CHINA OR PORCELAIN WARE,CHINA OR PORCELAIN WARE,identity,51,10,1873,1882,1
import,CHINA or PORCELAIN WARE,CHINA or PORCELAIN WARE,identity,44,5,1870,1880,1
reexport,CHINA or PORCELAIN and EARTHEN-WARE,CHINA or PORCELAIN and EARTHEN-WARE,identity,23,3,1894,1896,1
reexport,CHINA or PORCELAIN or EARTHENWARE,CHINA or PORCELAIN or EARTHENWARE,identity,15,2,1892,1893,1
import,"CHINA or PORCELAIN, and EARTHEN-WARE","CHINA or PORCELAIN, and EARTHEN-WARE",identity,13,1,1887,1887,1
import,"CHINAWARE OR PORCELAIN, AND EARTHENWARE","CHINAWARE OR PORCELAIN, AND EARTHENWARE",identity,14,1,1900,1900,1
reexport,"CHINAWARE OR PORCELAIN, AND EARTHENWARE","CHINAWARE OR PORCELAIN, AND EARTHENWARE",identity,12,1,1900,1900,1
reexport,CHINESE,CHINESE,identity,7,1,1874,1874,1
import,CHLORAL HYDRATE,CHLORAL HYDRATE,identity,60,16,1874,1900,1
import,CHLOROFORM,CHLOROFORM,identity,106,17,1874,1900,1
reexport,CIDER AND PERRY,CIDER AND PERRY,identity,41,8,1893,1900,1
export_uk,"CLAY, unmant factured","CLAY, unmant factured",identity,28,1,1880,1880,1
reexport,CLOCKS,CLOCKS,identity,117,14,1873,1900,1
import,CLOCKS,CLOCKS,identity,89,10,1870,1900,1
reexport,"CLOCKS, Complete","CLOCKS, Complete",identity,12,1,1899,1899,1
reexport,"CLOCKS, Parts thereof","CLOCKS, Parts thereof",identity,4,1,1895,1899,1
export_uk,"CLOCKS, WATCHES, and parts thereof","CLOCKS, WATCHES, and parts thereof",identity,580,14,1877,1900,1
import,"CLOCKS, parts thereof","CLOCKS, parts thereof",identity,5,1,1900,1900,1
import,CLOUCHAROUC,CLOUCHAROUC,identity,25,1,1882,1882,1
export_uk,"COAL, CINDERS, &c.","COAL, CINDERS, &c.",identity,6259,12,1888,1899,1
import,"COAL, CULM, AND CINDERS","COAL, CULM, AND CINDERS",identity,98,2,1894,1899,1
export_uk,"COALS, CINDERS, &c.","COALS, CINDERS, &c.",identity,1266,17,1872,1888,1
export_uk,"COALS, CINDERS, &c.Products of Coal, Peat, or Shale, including 
                    Naphtha, Paraffine, and Oil thereof, and 
                    Petroleum, Pitch, and Tar","COALS, CINDERS, &c.Products of Coal, Peat, or Shale, including Naphtha, Paraffine, and Oil thereof, and Petroleum, Pitch, and Tar",dehyphen,42,1,1872,1872,1
reexport,"COALS, COAL, AND CINDERS","COALS, COAL, AND CINDERS",identity,1,1,1895,1895,1
reexport,"COALS, CULM, AND CINDERS","COALS, CULM, AND CINDERS",identity,96,12,1886,1899,1
reexport,"COALS, CULM, CINDERS AND SHALE","COALS, CULM, CINDERS AND SHALE",identity,81,1,1900,1900,1
import,"COALS, CULM, CINDERS, AND SHALE","COALS, CULM, CINDERS, AND SHALE",identity,57,1,1900,1900,1
import,"COALS, CULM, or CINDER","COALS, CULM, or CINDER",identity,1,1,1874,1874,1
import,"COALS, CULM, or CINDERS","COALS, CULM, or CINDERS",identity,3,1,1873,1873,1
import,"COALS, GULM. and CINDERS","COALS, GULM. and CINDERS",identity,6,1,1887,1887,1
import,"COALS, GUM, and CINDERS","COALS, GUM, and CINDERS",identity,5,1,1894,1894,1
import,COCHINEAL (including Granilia and Dust),COCHINEAL (including Granilia and Dust),identity,7,1,1874,1874,1
reexport,COCHINEAL (including Granilla and Dust),COCHINEAL (including Granilla and Dust),identity,80,9,1873,1881,1
import,COCHINEAL (including Granilla and Dust),COCHINEAL (including Granilla and Dust),identity,28,3,1873,1880,1
import,COCOA,COCOA,identity,1192,17,1870,1900,1
export_uk,COCOA,COCOA,identity,9,1,1870,1870,1
import,"COCOA OR CHOCOLATE, IN THE MANUFACTURE OF WHICH SPIRIT HAS BEEN USED","COCOA OR CHOCOLATE, IN THE MANUFACTURE OF WHICH SPIRIT HAS BEEN USED",identity,80,4,1893,1900,1
export_uk,"COCOA or CHOCOLATE, Ground or Prepared, in Bond","COCOA or CHOCOLATE, Ground or Prepared, in Bond",identity,10,1,1900,1900,1
reexport,COFFEE,COFFEE,identity,722,27,1872,1900,1
export_uk,COFFEE,COFFEE,identity,49,1,1870,1870,1
reexport,COFFEE AND CHICORY,COFFEE AND CHICORY,identity,27,4,1891,1894,1
reexport,"COFFEE and CHICONY, Roasted or Ground, Mixed","COFFEE and CHICONY, Roasted or Ground, Mixed",identity,3,1,1885,1885,1
reexport,"COFFEE and CHICORY, Roasted or Ground, Mixed in Bond","COFFEE and CHICORY, Roasted or Ground, Mixed in Bond",identity,13,5,1884,1890,1
import,"COFFEE and CHICORY, mixed","COFFEE and CHICORY, mixed",identity,6,2,1883,1884,1
export_uk,"COFFEE, Kiln-dried, Roasted or Ground, in Bond","COFFEE, Kiln-dried, Roasted or Ground, in Bond",identity,9,2,1897,1898,1
import,"COFFEE, Raw","COFFEE, Raw",identity,32,1,1896,1896,1
export_uk,"COFFEE, Roasted","COFFEE, Roasted",identity,15,3,1897,1900,1
import,COIR (Fibre),COIR (Fibre),identity,6,1,1870,1870,1
reexport,COLLODION,COLLODION,identity,72,18,1872,1900,1
import,COLLODION,COLLODION,identity,48,8,1883,1900,1
import,COLLODIUM,COLLODIUM,identity,381,1,1893,1897,1
reexport,COLLODIUM,COLLODIUM,identity,3,1,1893,1893,1
reexport,COLLSDION,COLLSDION,identity,3,1,1894,1894,1
reexport,"COMFITS, DRY","COMFITS, DRY",identity,1,1,1873,1873,1
reexport,CONFECTIONERY,CONFECTIONERY,identity,329,25,1875,1899,1
import,CONFECTIONERY,CONFECTIONERY,identity,168,16,1880,1895,1
import,CONFECTIONERY (not containing any article liable to Duty),CONFECTIONERY (not containing any article liable to Duty),identity,142,3,1894,1899,1
export_uk,"CONFECTIONERY, JAMS, AND PRESERVED FRUITS","CONFECTIONERY, JAMS, AND PRESERVED FRUITS",identity,52,1,1900,1900,1
import,"CONFECTIONERY, in the Manufacture of which Spirit has been used","CONFECTIONERY, in the Manufacture of which Spirit has been used",identity,203,7,1893,1900,1
reexport,"CONFECTIONERY, in the manufacture of which Spirit has been used","CONFECTIONERY, in the manufacture of which Spirit has been used",identity,630,1,1893,1897,1
reexport,CONK,CONK,identity,54,1,1880,1880,1
import,CONK,CONK,identity,38,3,1882,1893,1
