measure,fiscal_year,country,value,source_volume,source_fy,table_seq
duty,1880,Spanish West Indies,847720.0,oocihm.9_08052_16_2,1882,6
duty,1881,Spanish West Indies,863547.69,oocihm.9_08052_16_2,1882,6
duty,1882,Spanish West Indies,913791.41,oocihm.9_08052_16_2,1882,6
duty,1876,French West Indies,6747.09,oocihm.9_08052_16_2,1882,6
duty,1877,French West Indies,1737.14,oocihm.9_08052_16_2,1882,6
duty,1878,French West Indies,2377.69,oocihm.9_08052_16_2,1882,6
duty,1879,French West Indies,2018.81,oocihm.9_08052_16_2,1882,6
duty,1880,French West Indies,1897.78,oocihm.9_08052_16_2,1882,6
duty,1881,French West Indies,2137.73,oocihm.9_08052_16_2,1882,6
duty,1882,French West Indies,9255.05,oocihm.9_08052_16_2,1882,6
duty,1876,Other West India Islands,26411.86,oocihm.9_08052_16_2,1882,6
duty,1877,Other West India Islands,2506.08,oocihm.9_08052_16_2,1882,6
duty,1878,Other West India Islands,2052.59,oocihm.9_08052_16_2,1882,6
duty,1879,Other West India Islands,772.12,oocihm.9_08052_16_2,1882,6
duty,1880,Other West India Islands,949.86,oocihm.9_08052_16_2,1882,6
duty,1881,Other West India Islands,369.49,oocihm.9_08052_16_2,1882,6
duty,1882,Other West India Islands,384.46,oocihm.9_08052_16_2,1882,6
duty,1876,South America,120843.58,oocihm.9_08052_16_2,1882,6
duty,1877,South America,1834.11,oocihm.9_08052_16_2,1882,6
duty,1878,South America,6874.1,oocihm.9_08052_16_2,1882,6
duty,1879,South America,2591.84,oocihm.9_08052_16_2,1882,6
duty,1880,South America,161936.81,oocihm.9_08052_16_2,1882,6
duty,1881,South America,280009.74,oocihm.9_08052_16_2,1882,6
duty,1882,South America,504255.74,oocihm.9_08052_16_2,1882,6
duty,1876,China and Japan,132042.28,oocihm.9_08052_16_2,1882,6
duty,1877,China and Japan,68261.35,oocihm.9_08052_16_2,1882,6
duty,1878,China and Japan,113474.24,oocihm.9_08052_16_2,1882,6
duty,1879,China and Japan,127283.34,oocihm.9_08052_16_2,1882,6
duty,1880,China and Japan,207920.61,oocihm.9_08052_16_2,1882,6
duty,1881,China and Japan,348466.71,oocihm.9_08052_16_2,1882,6
duty,1882,China and Japan,178499.4,oocihm.9_08052_16_2,1882,6
duty,1876,Switzerland,19274.57,oocihm.9_08052_16_2,1882,6
duty,1877,Switzerland,12387.96,oocihm.9_08052_16_2,1882,6
duty,1878,Switzerland,9855.02,oocihm.9_08052_16_2,1882,6
duty,1879,Switzerland,16597.51,oocihm.9_08052_16_2,1882,6
duty,1880,Switzerland,18764.19,oocihm.9_08052_16_2,1882,6
duty,1881,Switzerland,33740.02,oocihm.9_08052_16_2,1882,6
duty,1882,Switzerland,65780.72,oocihm.9_08052_16_2,1882,6
duty,1876,Other Countries,178096.41,oocihm.9_08052_16_2,1882,6
duty,1877,Other Countries,178535.96,oocihm.9_08052_16_2,1882,6
duty,1878,Other Countries,124338.17,oocihm.9_08052_16_2,1882,6
duty,1879,Other Countries,115349.29,oocihm.9_08052_16_2,1882,6
duty,1880,Other Countries,156016.88,oocihm.9_08052_16_2,1882,6
duty,1881,Other Countries,311133.47,oocihm.9_08052_16_2,1882,6
duty,1882,Other Countries,352318.25,oocihm.9_08052_16_2,1882,6
duty,1876,Totals,12833114.48,oocihm.9_08052_16_2,1882,6
duty,1877,Totals,12548451.09,oocihm.9_08052_16_2,1882,6
duty,1878,Totals,12795693.17,oocihm.9_08052_16_2,1882,6
duty,1879,Totals,12939540.66,oocihm.9_08052_16_2,1882,6
duty,1880,Totals,14138849.22,oocihm.9_08052_16_2,1882,6
duty,1881,Totals,18500785.97,oocihm.9_08052_16_2,1882,6
duty,1882,Totals,21708837.43,oocihm.9_08052_16_2,1882,6
aggregate,1873,Great Britain,107266624,oocihm.9_08052_17_1_2,1883,1
aggregate,1873,United States,89808204,oocihm.9_08052_17_1_2,1883,1
aggregate,1873,France,2055195,oocihm.9_08052_17_1_2,1883,1
aggregate,1873,Germany,1176478,oocihm.9_08052_17_1_2,1883,1
aggregate,1873,Spain,502966,oocihm.9_08052_17_1_2,1883,1
aggregate,1873,Portugal,266188,oocihm.9_08052_17_1_2,1883,1
aggregate,1873,Italy,229657,oocihm.9_08052_17_1_2,1883,1
aggregate,1873,Holland,229770,oocihm.9_08052_17_1_2,1883,1
aggregate,1874,Great Britain,108083642,oocihm.9_08052_17_1_2,1883,1
aggregate,1874,United States,90524060,oocihm.9_08052_17_1_2,1883,1
aggregate,1874,France,2569712,oocihm.9_08052_17_1_2,1883,1
aggregate,1874,Germany,1022428,oocihm.9_08052_17_1_2,1883,1
aggregate,1874,Spain,459027,oocihm.9_08052_17_1_2,1883,1
aggregate,1874,Portugal,294007,oocihm.9_08052_17_1_2,1883,1
aggregate,1874,Italy,236296,oocihm.9_08052_17_1_2,1883,1
aggregate,1874,Holland,271043,oocihm.9_08052_17_1_2,1883,1
aggregate,1875,Great Britain,100379969,oocihm.9_08052_17_1_2,1883,1
aggregate,1875,United States,80717803,oocihm.9_08052_17_1_2,1883,1
aggregate,1875,France,2154065,oocihm.9_08052_17_1_2,1883,1
aggregate,1875,Germany,839442,oocihm.9_08052_17_1_2,1883,1
aggregate,1875,Spain,390784,oocihm.9_08052_17_1_2,1883,1
aggregate,1875,Portugal,236790,oocihm.9_08052_17_1_2,1883,1
aggregate,1875,Italy,214366,oocihm.9_08052_17_1_2,1883,1
aggregate,1875,Holland,260503,oocihm.9_08052_17_1_2,1883,1
aggregate,1876,Great Britain,81457737,oocihm.9_08052_17_1_2,1883,1
aggregate,1876,United States,78003492,oocihm.9_08052_17_1_2,1883,1
aggregate,1876,France,2391812,oocihm.9_08052_17_1_2,1883,1
aggregate,1876,Germany,608355,oocihm.9_08052_17_1_2,1883,1
aggregate,1876,Spain,445151,oocihm.9_08052_17_1_2,1883,1
aggregate,1876,Portugal,199195,oocihm.9_08052_17_1_2,1883,1
aggregate,1876,Italy,183199,oocihm.9_08052_17_1_2,1883,1
aggregate,1876,Holland,297895,oocihm.9_08052_17_1_2,1883,1
aggregate,1877,Great Britain,81139708,oocihm.9_08052_17_1_2,1883,1
aggregate,1877,United States,77087914,oocihm.9_08052_17_1_2,1883,1
aggregate,1877,France,2730062,oocihm.9_08052_17_1_2,1883,1
aggregate,1877,Germany,404918,oocihm.9_08052_17_1_2,1883,1
aggregate,1877,Spain,340757,oocihm.9_08052_17_1_2,1883,1
aggregate,1877,Portugal,175425,oocihm.9_08052_17_1_2,1883,1
aggregate,1877,Italy,242942,oocihm.9_08052_17_1_2,1883,1
aggregate,1877,Holland,296860,oocihm.9_08052_17_1_2,1883,1
aggregate,1878,Great Britain,83372719,oocihm.9_08052_17_1_2,1883,1
aggregate,1878,United States,73876637,oocihm.9_08052_17_1_2,1883,1
aggregate,1878,France,1754394,oocihm.9_08052_17_1_2,1883,1
aggregate,1878,Germany,521580,oocihm.9_08052_17_1_2,1883,1
aggregate,1878,Spain,325245,oocihm.9_08052_17_1_2,1883,1
aggregate,1878,Portugal,145941,oocihm.9_08052_17_1_2,1883,1
aggregate,1878,Italy,205171,oocihm.9_08052_17_1_2,1883,1
aggregate,1878,Holland,266764,oocihm.9_08052_17_1_2,1883,1
aggregate,1879,Great Britain,67288848,oocihm.9_08052_17_1_2,1883,1
aggregate,1879,United States,70904720,oocihm.9_08052_17_1_2,1883,1
aggregate,1879,France,2247066,oocihm.9_08052_17_1_2,1883,1
aggregate,1879,Germany,552999,oocihm.9_08052_17_1_2,1883,1
aggregate,1879,Spain,394445,oocihm.9_08052_17_1_2,1883,1
aggregate,1879,Portugal,161258,oocihm.9_08052_17_1_2,1883,1
aggregate,1879,Italy,181933,oocihm.9_08052_17_1_2,1883,1
aggregate,1879,Holland,210288,oocihm.9_08052_17_1_2,1883,1
aggregate,1880,Great Britain,80307283,oocihm.9_08052_17_1_2,1883,1
aggregate,1880,United States,62696857,oocihm.9_08052_17_1_2,1883,1
aggregate,1880,France,1928670,oocihm.9_08052_17_1_2,1883,1
aggregate,1880,Germany,532028,oocihm.9_08052_17_1_2,1883,1
aggregate,1880,Spain,297245,oocihm.9_08052_17_1_2,1883,1
aggregate,1880,Portugal,201652,oocihm.9_08052_17_1_2,1883,1
aggregate,1880,Italy,623295,oocihm.9_08052_17_1_2,1883,1
aggregate,1880,Holland,273837,oocihm.9_08052_17_1_2,1883,1
aggregate,1881,Great Britain,97335378,oocihm.9_08052_17_1_2,1883,1
aggregate,1881,United States,73570337,oocihm.9_08052_17_1_2,1883,1
aggregate,1881,France,2294043,oocihm.9_08052_17_1_2,1883,1
aggregate,1881,Germany,1019198,oocihm.9_08052_17_1_2,1883,1
aggregate,1881,Spain,446337,oocihm.9_08052_17_1_2,1883,1
aggregate,1881,Portugal,165487,oocihm.9_08052_17_1_2,1883,1
aggregate,1881,Italy,234723,oocihm.9_08052_17_1_2,1883,1
aggregate,1881,Holland,440944,oocihm.9_08052_17_1_2,1883,1
aggregate,1882,Great Britain,95871802,oocihm.9_08052_17_1_2,1883,1
aggregate,1882,United States,96229763,oocihm.9_08052_17_1_2,1883,1
aggregate,1882,France,2922931,oocihm.9_08052_17_1_2,1883,1
aggregate,1882,Germany,1633118,oocihm.9_08052_17_1_2,1883,1
aggregate,1882,Spain,570301,oocihm.9_08052_17_1_2,1883,1
aggregate,1882,Portugal,201658,oocihm.9_08052_17_1_2,1883,1
aggregate,1882,Italy,256841,oocihm.9_08052_17_1_2,1883,1
aggregate,1882,Holland,613241,oocihm.9_08052_17_1_2,1883,1
aggregate,1883,Great Britain,99197681,oocihm.9_08052_17_1_2,1883,1
aggregate,1883,United States,97701056,oocihm.9_08052_17_1_2,1883,1
aggregate,1883,France,2934210,oocihm.9_08052_17_1_2,1883,1
aggregate,1883,Germany,1942851,oocihm.9_08052_17_1_2,1883,1
aggregate,1883,Spain,749897,oocihm.9_08052_17_1_2,1883,1
aggregate,1883,Portugal,243192,oocihm.9_08052_17_1_2,1883,1
aggregate,1883,Italy,322554,oocihm.9_08052_17_1_2,1883,1
aggregate,1883,Holland,324800,oocihm.9_08052_17_1_2,1883,1
aggregate,1873,Belgium,364456,oocihm.9_08052_17_1_2,1883,2
aggregate,1873,New-foundland,4609553,oocihm.9_08052_17_1_2,1883,2
aggregate,1873,West Indies,6163425,oocihm.9_08052_17_1_2,1883,2
aggregate,1873,South America,1701633,oocihm.9_08052_17_1_2,1883,2
aggregate,1873,China and Japan,1709856,oocihm.9_08052_17_1_2,1883,2
aggregate,1873,Switzerland,120514,oocihm.9_08052_17_1_2,1883,2
aggregate,1873,Other Countries,1099998,oocihm.9_08052_17_1_2,1883,2
aggregate,1873,Total,217304516,oocihm.9_08052_17_1_2,1883,2
aggregate,1874,Belgium,534153,oocihm.9_08052_17_1_2,1883,2
aggregate,1874,New-foundland,2657547,oocihm.9_08052_17_1_2,1883,2
aggregate,1874,West Indies,6086529,oocihm.9_08052_17_1_2,1883,2
aggregate,1874,South America,1686508,oocihm.9_08052_17_1_2,1883,2
aggregate,1874,China and Japan,1293728,oocihm.9_08052_17_1_2,1883,2
aggregate,1874,Switzerland,139674,oocihm.9_08052_17_1_2,1883,2
aggregate,1874,Other Countries,927743,oocihm.9_08052_17_1_2,1883,2
aggregate,1874,Total,216756097,oocihm.9_08052_17_1_2,1883,2
aggregate,1875,Belgium,317674,oocihm.9_08052_17_1_2,1883,2
aggregate,1875,New-foundland,2806055,oocihm.9_08052_17_1_2,1883,2
aggregate,1875,West Indies,6159910,oocihm.9_08052_17_1_2,1883,2
aggregate,1875,South America,1064593,oocihm.9_08052_17_1_2,1883,2
aggregate,1875,China and Japan,694472,oocihm.9_08052_17_1_2,1883,2
aggregate,1875,Switzerland,116128,oocihm.9_08052_17_1_2,1883,2
aggregate,1875,Other Countries,1153082,oocihm.9_08052_17_1_2,1883,2
aggregate,1875,Total,197505636,oocihm.9_08052_17_1_2,1883,2
aggregate,1876,Belgium,374880,oocihm.9_08052_17_1_2,1883,2
aggregate,1876,New-foundland,2675477,oocihm.9_08052_17_1_2,1883,2
aggregate,1876,West Indies,5291433,oocihm.9_08052_17_1_2,1883,2
aggregate,1876,South America,975762,oocihm.9_08052_17_1_2,1883,2
aggregate,1876,China and Japan,71314,oocihm.9_08052_17_1_2,1883,2
aggregate,1876,Switzerland,56168,oocihm.9_08052_17_1_2,1883,2
aggregate,1876,Other Countries,1764483,oocihm.9_08052_17_1_2,1883,2
aggregate,1876,Total,175699653,oocihm.9_08052_17_1_2,1883,2
aggregate,1877,Belgium,318724,oocihm.9_08052_17_1_2,1883,2
aggregate,1877,New-foundland,2753748,oocihm.9_08052_17_1_2,1883,2
aggregate,1877,West Indies,5031667,oocihm.9_08052_17_1_2,1883,2
aggregate,1877,South America,656596,oocihm.9_08052_17_1_2,1883,2
aggregate,1877,China and Japan,55755,oocihm.9_08052_17_1_2,1883,2
aggregate,1877,Switzerland,69066,oocihm.9_08052_17_1_2,1883,2
aggregate,1877,Other Countries,1471734,oocihm.9_08052_17_1_2,1883,2
aggregate,1877,Total,172176876,oocihm.9_08052_17_1_2,1883,2
aggregate,1878,Belgium,305692,oocihm.9_08052_17_1_2,1883,2
aggregate,1878,New-foundland,2767347,oocihm.9_08052_17_1_2,1883,2
aggregate,1878,West Indies,4397996,oocihm.9_08052_17_1_2,1883,2
aggregate,1878,South America,669804,oocihm.9_08052_17_1_2,1883,2
aggregate,1878,China and Japan,33244,oocihm.9_08052_17_1_2,1883,2
aggregate,1878,Switzerland,61178,oocihm.9_08052_17_1_2,1883,2
aggregate,1878,Other Countries,1366532,oocihm.9_08052_17_1_2,1883,2
aggregate,1878,Total,170523244,oocihm.9_08052_17_1_2,1883,2
aggregate,1879,Belgium,219461,oocihm.9_08052_17_1_2,1883,2
aggregate,1879,New-foundland,2280823,oocihm.9_08052_17_1_2,1883,2
aggregate,1879,West Indies,4753099,oocihm.9_08052_17_1_2,1883,2
aggregate,1879,South America,745830,oocihm.9_08052_17_1_2,1883,2
aggregate,1879,China and Japan,505513,oocihm.9_08052_17_1_2,1883,2
aggregate,1879,Switzerland,94781,oocihm.9_08052_17_1_2,1883,2
aggregate,1879,Other Countries,1291799,oocihm.9_08052_17_1_2,1883,2
aggregate,1879,Total,151832863,oocihm.9_08052_17_1_2,1883,2
aggregate,1880,Belgium,837897,oocihm.9_08052_17_1_2,1883,2
aggregate,1880,New-foundland,2092261,oocihm.9_08052_17_1_2,1883,2
aggregate,1880,West Indies,6489257,oocihm.9_08052_17_1_2,1883,2
aggregate,1880,South America,1073421,oocihm.9_08052_17_1_2,1883,2
aggregate,1880,China and Japan,931457,oocihm.9_08052_17_1_2,1883,2
aggregate,1880,Switzerland,94225,oocihm.9_08052_17_1_2,1883,2
aggregate,1880,Other Countries,1314429,oocihm.9_08052_17_1_2,1883,2
aggregate,1880,Total,159693807,oocihm.9_08052_17_1_2,1883,2
aggregate,1881,Belgium,671267,oocihm.9_08052_17_1_2,1883,2
aggregate,1881,New-foundland,2175773,oocihm.9_08052_17_1_2,1883,2
aggregate,1881,West Indies,6962516,oocihm.9_08052_17_1_2,1883,2
aggregate,1881,South America,1369731,oocihm.9_08052_17_1_2,1883,2
aggregate,1881,China and Japan,1430734,oocihm.9_08052_17_1_2,1883,2
aggregate,1881,Switzerland,141789,oocihm.9_08052_17_1_2,1883,2
aggregate,1881,Other Countries,1644170,oocihm.9_08052_17_1_2,1883,2
aggregate,1881,Total,189902427,oocihm.9_08052_17_1_2,1883,2
aggregate,1882,Belgium,645565,oocihm.9_08052_17_1_2,1883,2
aggregate,1882,New-foundland,2468432,oocihm.9_08052_17_1_2,1883,2
aggregate,1882,West Indies,7018958,oocihm.9_08052_17_1_2,1883,2
aggregate,1882,South America,2314779,oocihm.9_08052_17_1_2,1883,2
aggregate,1882,China and Japan,1635717,oocihm.9_08052_17_1_2,1883,2
aggregate,1882,Switzerland,268093,oocihm.9_08052_17_1_2,1883,2
aggregate,1882,Other Countries,2134932,oocihm.9_08052_17_1_2,1883,2
aggregate,1882,Total,214786130,oocihm.9_08052_17_1_2,1883,2
aggregate,1883,Belgium,611112,oocihm.9_08052_17_1_2,1883,2
aggregate,1883,New-foundland,2953273,oocihm.9_08052_17_1_2,1883,2
aggregate,1883,West Indies,7494291,oocihm.9_08052_17_1_2,1883,2
aggregate,1883,South America,2954628,oocihm.9_08052_17_1_2,1883,2
aggregate,1883,China and Japan,1750642,oocihm.9_08052_17_1_2,1883,2
aggregate,1883,Switzerland,336040,oocihm.9_08052_17_1_2,1883,2
aggregate,1883,Other Countries,1706595,oocihm.9_08052_17_1_2,1883,2
aggregate,1883,Total,221222823,oocihm.9_08052_17_1_2,1883,2
exports,1873,Great Britain,38743848,oocihm.9_08052_17_1_2,1883,4
exports,1873,United States,42072526,oocihm.9_08052_17_1_2,1883,4
exports,1873,France,31907,oocihm.9_08052_17_1_2,1883,4
exports,1873,Germany,76553,oocihm.9_08052_17_1_2,1883,4
exports,1873,Spain,25080,oocihm.9_08052_17_1_2,1883,4
exports,1873,Portugal,191156,oocihm.9_08052_17_1_2,1883,4
exports,1873,Italy,177232,oocihm.9_08052_17_1_2,1883,4
exports,1873,Holland,13142,oocihm.9_08052_17_1_2,1883,4
exports,1874,Great Britain,45003882,oocihm.9_08052_17_1_2,1883,4
exports,1874,United States,36243311,oocihm.9_08052_17_1_2,1883,4
exports,1874,France,267212,oocihm.9_08052_17_1_2,1883,4
exports,1874,Germany,65511,oocihm.9_08052_17_1_2,1883,4
exports,1874,Spain,960,oocihm.9_08052_17_1_2,1883,4
exports,1874,Portugal,193463,oocihm.9_08052_17_1_2,1883,4
exports,1874,Italy,190211,oocihm.9_08052_17_1_2,1883,4
exports,1874,Holland,14905,oocihm.9_08052_17_1_2,1883,4
exports,1875,Great Britain,40034902,oocihm.9_08052_17_1_2,1883,4
exports,1875,United States,29911983,oocihm.9_08052_17_1_2,1883,4
exports,1875,France,212767,oocihm.9_08052_17_1_2,1883,4
exports,1875,Germany,91019,oocihm.9_08052_17_1_2,1883,4
exports,1875,Spain,7300,oocihm.9_08052_17_1_2,1883,4
exports,1875,Portugal,170784,oocihm.9_08052_17_1_2,1883,4
exports,1875,Italy,170408,oocihm.9_08052_17_1_2,1883,4
exports,1875,Holland,28734,oocihm.9_08052_17_1_2,1883,4
exports,1876,Great Britain,40723477,oocihm.9_08052_17_1_2,1883,4
exports,1876,United States,31933459,oocihm.9_08052_17_1_2,1883,4
exports,1876,France,553935,oocihm.9_08052_17_1_2,1883,4
exports,1876,Germany,125768,oocihm.9_08052_17_1_2,1883,4
exports,1876,Spain,9417,oocihm.9_08052_17_1_2,1883,4
exports,1876,Portugal,127540,oocihm.9_08052_17_1_2,1883,4
exports,1876,Italy,142787,oocihm.9_08052_17_1_2,1883,4
exports,1876,Holland,30816,oocihm.9_08052_17_1_2,1883,4
exports,1877,Great Britain,41567469,oocihm.9_08052_17_1_2,1883,4
exports,1877,United States,25775245,oocihm.9_08052_17_1_2,1883,4
exports,1877,France,319330,oocihm.9_08052_17_1_2,1883,4
exports,1877,Germany,34324,oocihm.9_08052_17_1_2,1883,4
exports,1877,Spain,62659,oocihm.9_08052_17_1_2,1883,4
exports,1877,Portugal,129960,oocihm.9_08052_17_1_2,1883,4
exports,1877,Italy,213692,oocihm.9_08052_17_1_2,1883,4
exports,1877,Holland,94303,oocihm.9_08052_17_1_2,1883,4
exports,1878,Great Britain,45941539,oocihm.9_08052_17_1_2,1883,4
exports,1878,United States,25244898,oocihm.9_08052_17_1_2,1883,4
exports,1878,France,369391,oocihm.9_08052_17_1_2,1883,4
exports,1878,Germany,122254,oocihm.9_08052_17_1_2,1883,4
exports,1878,Spain,47816,oocihm.9_08052_17_1_2,1883,4
exports,1878,Portugal,104028,oocihm.9_08052_17_1_2,1883,4
exports,1878,Italy,151861,oocihm.9_08052_17_1_2,1883,4
exports,1878,Holland,53750,oocihm.9_08052_17_1_2,1883,4
exports,1879,Great Britain,36295718,oocihm.9_08052_17_1_2,1883,4
exports,1879,United States,27165501,oocihm.9_08052_17_1_2,1883,4
exports,1879,France,714875,oocihm.9_08052_17_1_2,1883,4
exports,1879,Germany,112090,oocihm.9_08052_17_1_2,1883,4
exports,1879,Spain,50596,oocihm.9_08052_17_1_2,1883,4
exports,1879,Portugal,135748,oocihm.9_08052_17_1_2,1883,4
exports,1879,Italy,148472,oocihm.9_08052_17_1_2,1883,4
exports,1879,Holland,9713,oocihm.9_08052_17_1_2,1883,4
exports,1880,Great Britain,45846062,oocihm.9_08052_17_1_2,1883,4
exports,1880,United States,33349909,oocihm.9_08052_17_1_2,1883,4
exports,1880,France,812829,oocihm.9_08052_17_1_2,1883,4
exports,1880,Germany,82237,oocihm.9_08052_17_1_2,1883,4
exports,1880,Spain,60727,oocihm.9_08052_17_1_2,1883,4
exports,1880,Portugal,165885,oocihm.9_08052_17_1_2,1883,4
exports,1880,Italy,163787,oocihm.9_08052_17_1_2,1883,4
exports,1880,Holland,102592,oocihm.9_08052_17_1_2,1883,4
exports,1881,Great Britain,53751570,oocihm.9_08052_17_1_2,1883,4
exports,1881,United States,36866225,oocihm.9_08052_17_1_2,1883,4
exports,1881,France,662711,oocihm.9_08052_17_1_2,1883,4
exports,1881,Germany,84932,oocihm.9_08052_17_1_2,1883,4
exports,1881,Spain,46653,oocihm.9_08052_17_1_2,1883,4
exports,1881,Portugal,108594,oocihm.9_08052_17_1_2,1883,4
exports,1881,Italy,145997,oocihm.9_08052_17_1_2,1883,4
exports,1881,Holland,215754,oocihm.9_08052_17_1_2,1883,4
exports,1882,Great Britain,45274461,oocihm.9_08052_17_1_2,1883,4
exports,1882,United States,47940711,oocihm.9_08052_17_1_2,1883,4
exports,1882,France,825573,oocihm.9_08052_17_1_2,1883,4
exports,1882,Germany,153114,oocihm.9_08052_17_1_2,1883,4
exports,1882,Spain,108082,oocihm.9_08052_17_1_2,1883,4
exports,1882,Portugal,149744,oocihm.9_08052_17_1_2,1883,4
exports,1882,Italy,163755,oocihm.9_08052_17_1_2,1883,4
exports,1882,Holland,365198,oocihm.9_08052_17_1_2,1883,4
exports,1883,Great Britain,47145217,oocihm.9_08052_17_1_2,1883,4
exports,1883,United States,41668723,oocihm.9_08052_17_1_2,1883,4
exports,1883,France,617730,oocihm.9_08052_17_1_2,1883,4
exports,1883,Germany,133697,oocihm.9_08052_17_1_2,1883,4
exports,1883,Spain,161925,oocihm.9_08052_17_1_2,1883,4
exports,1883,Portugal,179843,oocihm.9_08052_17_1_2,1883,4
exports,1883,Italy,218113,oocihm.9_08052_17_1_2,1883,4
exports,1883,Holland,27599,oocihm.9_08052_17_1_2,1883,4
exports,1873,Belgium,17754,oocihm.9_08052_17_1_2,1883,5
exports,1873,Newfound-land,2800555,oocihm.9_08052_17_1_2,1883,5
exports,1873,West Indies,3988493,oocihm.9_08052_17_1_2,1883,5
exports,1873,South America,1285434,oocihm.9_08052_17_1_2,1883,5
exports,1873,China and Japan,46466,oocihm.9_08052_17_1_2,1883,5
exports,1873,Australia,41822,oocihm.9_08052_17_1_2,1883,5
exports,1873,Other Countries,277954,oocihm.9_08052_17_1_2,1883,5
exports,1873,Total,89789923,oocihm.9_08052_17_1_2,1883,5
exports,1874,Belgium,240494,oocihm.9_08052_17_1_2,1883,5
exports,1874,Newfound-land,1569079,oocihm.9_08052_17_1_2,1883,5
exports,1874,West Indies,3778796,oocihm.9_08052_17_1_2,1883,5
exports,1874,South America,1212978,oocihm.9_08052_17_1_2,1883,5
exports,1874,China and Japan,39222,oocihm.9_08052_17_1_2,1883,5
exports,1874,Australia,98733,oocihm.9_08052_17_1_2,1883,5
exports,1874,Other Countries,432171,oocihm.9_08052_17_1_2,1883,5
exports,1874,Total,89351929,oocihm.9_08052_17_1_2,1883,5
exports,1875,Belgium,59563,oocihm.9_08052_17_1_2,1883,5
exports,1875,Newfound-land,1901831,oocihm.9_08052_17_1_2,1883,5
exports,1875,West Indies,3945506,oocihm.9_08052_17_1_2,1883,5
exports,1875,South America,785797,oocihm.9_08052_17_1_2,1883,5
exports,1875,China and Japan,37046,oocihm.9_08052_17_1_2,1883,5
exports,1875,Australia,181938,oocihm.9_08052_17_1_2,1883,5
exports,1875,Other Countries,349411,oocihm.9_08052_17_1_2,1883,5
exports,1875,Total,77886979,oocihm.9_08052_17_1_2,1883,5
exports,1876,Belgium,13925,oocihm.9_08052_17_1_2,1883,5
exports,1876,Newfound-land,1900891,oocihm.9_08052_17_1_2,1883,5
exports,1876,West Indies,3675320,oocihm.9_08052_17_1_2,1883,5
exports,1876,South America,688209,oocihm.9_08052_17_1_2,1883,5
exports,1876,China and Japan,23075,oocihm.9_08052_17_1_2,1883,5
exports,1876,Australia,79643,oocihm.9_08052_17_1_2,1883,5
exports,1876,Other Countries,938273,oocihm.9_08052_17_1_2,1883,5
exports,1876,Total,80966435,oocihm.9_08052_17_1_2,1883,5
exports,1877,Belgium,66912,oocihm.9_08052_17_1_2,1883,5
exports,1877,Newfound-land,2112106,oocihm.9_08052_17_1_2,1883,5
exports,1877,West Indies,3788858,oocihm.9_08052_17_1_2,1883,5
exports,1877,South America,651625,oocihm.9_08052_17_1_2,1883,5
exports,1877,China and Japan,37149,oocihm.9_08052_17_1_2,1883,5
exports,1877,Australia,185610,oocihm.9_08052_17_1_2,1883,5
exports,1877,Other Countries,836151,oocihm.9_08052_17_1_2,1883,5
exports,1877,Total,75875393,oocihm.9_08052_17_1_2,1883,5
exports,1878,Belgium,49998,oocihm.9_08052_17_1_2,1883,5
exports,1878,Newfound-land,2094682,oocihm.9_08052_17_1_2,1883,5
exports,1878,West Indies,3414147,oocihm.9_08052_17_1_2,1883,5
exports,1878,South America,654357,oocihm.9_08052_17_1_2,1883,5
exports,1878,China and Japan,102568,oocihm.9_08052_17_1_2,1883,5
exports,1878,Australia,370723,oocihm.9_08052_17_1_2,1883,5
exports,1878,Other Countries,651655,oocihm.9_08052_17_1_2,1883,5
exports,1878,Total,79323667,oocihm.9_08052_17_1_2,1883,5
exports,1879,Belgium,40430,oocihm.9_08052_17_1_2,1883,5
exports,1879,Newfound-land,1641417,oocihm.9_08052_17_1_2,1883,5
exports,1879,West Indies,3500670,oocihm.9_08052_17_1_2,1883,5
exports,1879,South America,741442,oocihm.9_08052_17_1_2,1883,5
exports,1879,China and Japan,56551,oocihm.9_08052_17_1_2,1883,5
exports,1879,Australia,290762,oocihm.9_08052_17_1_2,1883,5
exports,1879,Other Countries,587270,oocihm.9_08052_17_1_2,1883,5
exports,1879,Total,71491255,oocihm.9_08052_17_1_2,1883,5
exports,1880,Belgium,688811,oocihm.9_08052_17_1_2,1883,5
exports,1880,Newfound-land,1510300,oocihm.9_08052_17_1_2,1883,5
exports,1880,West Indies,3544103,oocihm.9_08052_17_1_2,1883,5
exports,1880,South America,789940,oocihm.9_08052_17_1_2,1883,5
exports,1880,China and Japan,37546,oocihm.9_08052_17_1_2,1883,5
exports,1880,Australia,139901,oocihm.9_08052_17_1_2,1883,5
exports,1880,Other Countries,616829,oocihm.9_08052_17_1_2,1883,5
exports,1880,Total,87911458,oocihm.9_08052_17_1_2,1883,5
exports,1881,Belgium,268433,oocihm.9_08052_17_1_2,1883,5
exports,1881,Newfound-land,1523469,oocihm.9_08052_17_1_2,1883,5
exports,1881,West Indies,3147369,oocihm.9_08052_17_1_2,1883,5
exports,1881,South America,732111,oocihm.9_08052_17_1_2,1883,5
exports,1881,China and Japan,19761,oocihm.9_08052_17_1_2,1883,5
exports,1881,Australia,146363,oocihm.9_08052_17_1_2,1883,5
exports,1881,Other Countries,580881,oocihm.9_08052_17_1_2,1883,5
exports,1881,Total,98290823,oocihm.9_08052_17_1_2,1883,5
exports,1882,Belgium,142858,oocihm.9_08052_17_1_2,1883,5
