volume,year,flow,article_group,article,country_raw,old_value,new_value,witnesses
as_1899,1898,export_uk,HATS,West Africa,Nicaragua,2131.0,756.0,inf:as_1899 slip run 23 rows offset +1
as_1899,1898,export_uk,HATS,West Africa,Costa Rica,756.0,639.0,inf:as_1899 slip run 23 rows offset +1
as_1899,1898,export_uk,HATS,West Africa,Republic of Colombia,639.0,1803.0,inf:as_1899 slip run 23 rows offset +1
as_1899,1898,export_uk,HATS,West Africa,Venezuela,1503.0,1046.0,inf:as_1899 slip run 23 rows offset +1
as_1899,1898,export_uk,HATS,West Africa,Ecuador,1046.0,554.0,inf:as_1899 slip run 23 rows offset +1
as_1899,1898,export_uk,HATS,West Africa,Peru,554.0,956.0,inf:as_1899 slip run 23 rows offset +1
as_1899,1898,export_uk,HATS,West Africa,Chile,956.0,1331.0,inf:as_1899 slip run 23 rows offset +1
as_1899,1898,export_uk,HATS,West Africa,Brazil,1331.0,5415.0,inf:as_1899 slip run 23 rows offset +1
as_1899,1898,export_uk,HATS,West Africa,Uruguay,5415.0,1071.0,inf:as_1899 slip run 23 rows offset +1
as_1899,1898,export_uk,HATS,West Africa,Argentine Republic,1071.0,1771.0,inf:as_1899 slip run 23 rows offset +1
as_1899,1898,export_uk,HATS,West Africa,Other Foreign Countries,1771.0,9026.0,inf:as_1899 slip run 23 rows offset +1
as_1899,1898,export_uk,WOOD AND TIMBER,Ore,Holland,22434.0,50956.0,inf:as_1899 slip run 4 rows offset +1
as_1899,1898,export_uk,WOOD AND TIMBER,Ore,France,50956.0,927.0,inf:as_1899 slip run 4 rows offset +1
as_1899,1898,export_uk,WOOD AND TIMBER,Ore,China,927.0,9925.0,inf:as_1899 slip run 4 rows offset +1
as_1899,1898,export_uk,WOOD AND TIMBER,Ore,Other Foreign Countries,9925.0,2860.0,inf:as_1899 slip run 4 rows offset +1
as_1899,1898,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Sweden,10190.0,128.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Denmark,123.0,3831.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Germany,3531.0,1368.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",France,1368.0,4667.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Portugal,4667.0,130950.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Spain,139930.0,36923.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Algeria,36923.0,13027.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Other Foreign Countries,13027.0,877.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Valonia,France,5217.0,307.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1898,import,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Valonia,United States of America,307.0,3706.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1898,import,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Valonia,Hayti and St. Domingo,3706.0,80927.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1898,import,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Valonia,Mexico,80927.0,30471.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1898,import,DYE STUFFS (Other than Dye Woods) and Substances used in Tan- ning or Dyeing,Valonia,Other Foreign Countries,30474.0,540.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",Holland,12762.0,1037.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",Belgium,1037.0,5274.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",France,5274.0,17093.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",Austrian Territories,17093.0,2580.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",United States of America,2580.0,6808.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",Other Foreign Countries,6898.0,1518.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",Belgium,1104.0,2395.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",France,2395.0,1938.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",Italy,1038.0,640.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",Austrian Territories,640.0,312.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",India : French Possessions,312.0,,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",Other Foreign Countries,4745.0,1116.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,import,WOOD AND TIMBER,"Sawn or Split, planed or dressed,     Fir",Sweden,161744.0,21219.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,WOOD AND TIMBER,"Sawn or Split, planed or dressed,     Fir",Norway,21219.0,62482.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,WOOD AND TIMBER,"Sawn or Split, planed or dressed,     Fir",Germany,62482.0,219872.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,WOOD AND TIMBER,"Sawn or Split, planed or dressed,     Fir",Holland,219872.0,5995.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,WOOD AND TIMBER,"Sawn or Split, planed or dressed,     Fir",France,5995.0,2369.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,WOOD AND TIMBER,"Sawn or Split, planed or dressed,     Fir",Austrian Territories,2369.0,2603.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,WOOD AND TIMBER,"Sawn or Split, planed or dressed,     Fir",United States of America,2603.0,147081.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,import,WOOD AND TIMBER,"Sawn or Split, planed or dressed,     Fir",Other Foreign Countries,147081.0,928.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",Germany,1761.0,9002.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",Belgium,9092.0,130.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",France,130.0,235.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",Austrian Territories,235.0,107.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",United States of America,107.0,24168.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",Other Foreign Countries,24168.0,2716.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",Cape of Good Hope,38176.0,2744.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",Natal,2744.0,535.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",Australasia,536.0,4780.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",Canada,4780.0,2474.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",British Guiana,2474.0,448.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,SILK,"Skins, Goat, Undressed : Unenumerated: Undressed",Other British Possessions,448.0,357.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1898,reexport,TOBACCO,Negrohead,Denmark,15.0,247.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1898,reexport,TOBACCO,Negrohead,Germany,247.0,285.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1898,reexport,TOBACCO,Negrohead,France,285.0,423.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1898,reexport,TOBACCO,Negrohead,United States of America: On the Atlantic,423.0,8405.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1898,reexport,TOBACCO,Negrohead,Other Foreign Countries,8405.0,1086.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1899,export_uk,"COAL, CINDERS, &c.",East Africa,French Possessions,6171.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,East Africa,Portuguese Possessions,17405.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,export_uk,COTTON MANUFACTURES—con- tinued,East Africa,German Possessions,3351.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,export_uk,HATS,West Africa,Honduras,32.0,329.0,inf:as_1899 slip run 3 rows offset +9
as_1899,1899,export_uk,HATS,West Africa,Guiana,377.0,3517.0,inf:as_1899 slip run 3 rows offset +9
as_1899,1899,export_uk,HATS,West Africa,Other British Possessions,26.0,216.0,inf:as_1899 slip run 3 rows offset +9
as_1899,1899,export_uk,Sugar,,"Molasses . . . . . "" """,58.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,export_uk,WOOD AND TIMBER,Ore,Holland,27539.0,33540.0,inf:as_1899 slip run 4 rows offset +1
as_1899,1899,export_uk,WOOD AND TIMBER,Ore,France,33540.0,523.0,inf:as_1899 slip run 4 rows offset +1
as_1899,1899,export_uk,WOOD AND TIMBER,Ore,China,523.0,7550.0,inf:as_1899 slip run 4 rows offset +1
as_1899,1899,export_uk,WOOD AND TIMBER,Ore,Other Foreign Countries,7550.0,3423.0,inf:as_1899 slip run 4 rows offset +1
as_1899,1899,export_uk,WOOD AND TIMBER,Ore,China,116.0,962.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1899,export_uk,WOOD AND TIMBER,Ore,Chile,962.0,406.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1899,export_uk,WOOD AND TIMBER,Ore,Brazil,406.0,4594.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1899,export_uk,WOOD AND TIMBER,Ore,Argentine Republic,4594.0,774.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1899,export_uk,WOOD AND TIMBER,Ore,Other Foreign Countries,774.0,168.0,inf:as_1899 slip run 5 rows offset +1
as_1899,1899,export_uk,Woollen and Worsted Manufactures,,Flannels and Carpets,20.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,export_uk,Woollen and Worsted Manufactures,,"Worsted Coatings and Stuffs . . . . . "" """,500.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,export_uk,Woollen and Worsted Manufactures,,"Flannels and Carpets . . . . . "" """,200.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Sweden,11972.0,665.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Denmark,665.0,2526.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Germany,2526.0,1036.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",France,1036.0,4835.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Portugal,4835.0,132851.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Spain,132851.0,28901.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Algeria,28991.0,1358.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1899,import,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",Other Foreign Countries,1358.0,3254.0,inf:as_1899 slip run 8 rows offset +1
as_1899,1899,import,Copper,,"Unwrought - "" """,33418.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,import,Copper,,"Unwrought - "" """,427.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,import,Copper,,Ore of,2150.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,import,Copper,,Unwrought,30395.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,import,Copper,,"Cork, Manufactured",3818.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,import,Copper,,Cordage,696.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,import,Copper,,"Cork, Manufactured",145.0,,"inf:as_1899 duplicate label, value belongs elsewhere"
as_1899,1899,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",Holland,12227.0,85.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1899,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",Belgium,85.0,2715.0,inf:as_1899 slip run 6 rows offset +1
as_1899,1899,import,METAL,"Unenumerated, Old, fit only to be Re-manufactured—cont.",France,2715.0,21753.0,inf:as_1899 slip run 6 rows offset +1
