year,commodity,country_raw,country_norm,to_location,quantity,unit,value,currency,series,note,is_world,world_rank,value_is_zero,sheet,src_row
1901,Tallow and Stearine,China,china,United Kingdom,9645.0,CWTS (Hundredweights),11292.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100531
1901,Tallow and Stearine,Germany,germany,United Kingdom,12288.0,CWTS (Hundredweights),16990.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100532
1901,Tallow and Stearine,British East Indies,british east indies,United Kingdom,5556.0,CWTS (Hundredweights),7680.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100533
1901,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,116444.0,CWTS (Hundredweights),149512.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100534
1901,Tallow and Stearine,New Zealand,new zealand,United Kingdom,321623.0,CWTS (Hundredweights),443907.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100535
1901,Tallow and Stearine,Chile,chile,United Kingdom,31.0,CWTS (Hundredweights),41.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100536
1901,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,509.0,CWTS (Hundredweights),485.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100537
1901,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,2196.0,CWTS (Hundredweights),2369.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100538
1901,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,8147.0,CWTS (Hundredweights),11225.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100539
1901,Tallow and Stearine,South Australia,south australia,United Kingdom,5924.0,CWTS (Hundredweights),7026.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100540
1901,Tallow and Stearine,United States of America Atlantic Ports,united states of america atlantic ports,United Kingdom,399032.0,CWTS (Hundredweights),447844.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100541
1901,Tallow and Stearine,United States of America Pacific Ports,united states of america pacific ports,United Kingdom,4910.0,CWTS (Hundredweights),5230.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100542
1903,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,285853.0,CWTS (Hundredweights),418907.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100543
1903,Tallow and Stearine,Canada,canada,United Kingdom,2042.0,CWTS (Hundredweights),2917.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100544
1903,Tallow and Stearine,France,france,United Kingdom,42326.0,CWTS (Hundredweights),75138.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100545
1903,Tallow and Stearine,New South Wales,new south wales,United Kingdom,96310.0,CWTS (Hundredweights),140880.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100546
1903,Tallow and Stearine,Queensland,queensland,United Kingdom,52250.0,CWTS (Hundredweights),74876.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100547
1903,Tallow and Stearine,World,world,United Kingdom,1395174.0,CWTS (Hundredweights),1987892.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100548
1903,Tallow and Stearine,Belgium,belgium,United Kingdom,49881.0,CWTS (Hundredweights),83179.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100549
1903,Tallow and Stearine,Uruguay,uruguay,United Kingdom,39839.0,CWTS (Hundredweights),57989.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100550
1903,Tallow and Stearine,China,china,United Kingdom,24227.0,CWTS (Hundredweights),35575.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100551
1903,Tallow and Stearine,Germany,germany,United Kingdom,11820.0,CWTS (Hundredweights),15061.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100552
1903,Tallow and Stearine,British East Indies,british east indies,United Kingdom,11071.0,CWTS (Hundredweights),16169.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100553
1903,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,38805.0,CWTS (Hundredweights),53638.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100554
1903,Tallow and Stearine,New Zealand,new zealand,United Kingdom,400474.0,CWTS (Hundredweights),597864.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100555
1903,Tallow and Stearine,Chile,chile,United Kingdom,9569.0,CWTS (Hundredweights),11783.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100556
1903,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,2493.0,CWTS (Hundredweights),2271.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100557
1903,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,3307.0,CWTS (Hundredweights),4498.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100558
1903,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,4165.0,CWTS (Hundredweights),7011.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100559
1903,Tallow and Stearine,South Australia,south australia,United Kingdom,878.0,CWTS (Hundredweights),1210.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100560
1903,Tallow and Stearine,Tasmania,tasmania,United Kingdom,22.0,CWTS (Hundredweights),32.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100561
1903,Tallow and Stearine,United States of America Atlantic Ports,united states of america atlantic ports,United Kingdom,300750.0,CWTS (Hundredweights),356708.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100562
1903,Tallow and Stearine,Netherlands,netherlands,United Kingdom,19092.0,CWTS (Hundredweights),32186.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100563
1905,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,360808.0,CWTS (Hundredweights),474527.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100564
1905,Tallow and Stearine,Canada,canada,United Kingdom,12894.0,CWTS (Hundredweights),15923.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100565
1905,Tallow and Stearine,France,france,United Kingdom,33266.0,CWTS (Hundredweights),52886.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100566
1905,Tallow and Stearine,New South Wales,new south wales,United Kingdom,315680.0,CWTS (Hundredweights),420184.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100567
1905,Tallow and Stearine,Queensland,queensland,United Kingdom,167432.0,CWTS (Hundredweights),213396.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100568
1905,Tallow and Stearine,World,world,United Kingdom,1822819.0,CWTS (Hundredweights),2369386.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100569
1905,Tallow and Stearine,Belgium,belgium,United Kingdom,60974.0,CWTS (Hundredweights),99270.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100570
1905,Tallow and Stearine,Uruguay,uruguay,United Kingdom,22657.0,CWTS (Hundredweights),29417.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100571
1905,Tallow and Stearine,China,china,United Kingdom,6289.0,CWTS (Hundredweights),8256.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100572
1905,Tallow and Stearine,Germany,germany,United Kingdom,9910.0,CWTS (Hundredweights),12664.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100573
1905,Tallow and Stearine,British East Indies,british east indies,United Kingdom,998.0,CWTS (Hundredweights),1667.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100574
1905,Tallow and Stearine,Australasia Victoria,australasia victoria,United Kingdom,85446.0,CWTS (Hundredweights),107577.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100575
1905,Tallow and Stearine,New Zealand,new zealand,United Kingdom,319895.0,CWTS (Hundredweights),421034.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100576
1905,Tallow and Stearine,Chile,chile,United Kingdom,567.0,CWTS (Hundredweights),716.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100577
1905,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,2504.0,CWTS (Hundredweights),1694.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100578
1905,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,13133.0,CWTS (Hundredweights),18315.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100579
1905,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,6412.0,CWTS (Hundredweights),8285.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100580
1905,Tallow and Stearine,South Australia,south australia,United Kingdom,12818.0,CWTS (Hundredweights),16435.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100581
1905,Tallow and Stearine,Tasmania,tasmania,United Kingdom,40.0,CWTS (Hundredweights),50.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100582
1905,Tallow and Stearine,United States of America Atlantic Ports,united states of america atlantic ports,United Kingdom,339693.0,CWTS (Hundredweights),398163.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100583
1905,Tallow and Stearine,Western Australia,western australia,United Kingdom,9151.0,CWTS (Hundredweights),11354.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100584
1905,Tallow and Stearine,United States of America Pacific Ports,united states of america pacific ports,United Kingdom,24018.0,CWTS (Hundredweights),28504.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100585
1905,Tallow and Stearine,Netherlands,netherlands,United Kingdom,18234.0,CWTS (Hundredweights),29069.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100586
1906,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,230588.0,CWTS (Hundredweights),356817.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100587
1906,Tallow and Stearine,Canada,canada,United Kingdom,1482.0,CWTS (Hundredweights),1941.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100588
1906,Tallow and Stearine,France,france,United Kingdom,49309.0,CWTS (Hundredweights),78096.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100589
1906,Tallow and Stearine,World,world,United Kingdom,1933836.0,CWTS (Hundredweights),2795821.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100590
1906,Tallow and Stearine,Belgium,belgium,United Kingdom,43157.0,CWTS (Hundredweights),72630.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100591
1906,Tallow and Stearine,Australia,australia,United Kingdom,687037.0,CWTS (Hundredweights),988823.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100592
1906,Tallow and Stearine,Uruguay,uruguay,United Kingdom,22195.0,CWTS (Hundredweights),31359.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100593
1906,Tallow and Stearine,China,china,United Kingdom,33030.0,CWTS (Hundredweights),44282.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100594
1906,Tallow and Stearine,United States of America,united states of america,United Kingdom,461854.0,CWTS (Hundredweights),634406.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100595
1906,Tallow and Stearine,Germany,germany,United Kingdom,9556.0,CWTS (Hundredweights),12930.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100596
1906,Tallow and Stearine,British East Indies,british east indies,United Kingdom,402.0,CWTS (Hundredweights),711.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100597
1906,Tallow and Stearine,New Zealand,new zealand,United Kingdom,368497.0,CWTS (Hundredweights),535974.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100598
1906,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,2751.0,CWTS (Hundredweights),2931.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100599
1906,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,4003.0,CWTS (Hundredweights),6557.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100600
1906,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,5837.0,CWTS (Hundredweights),7966.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100601
1906,Tallow and Stearine,Netherlands,netherlands,United Kingdom,14138.0,CWTS (Hundredweights),20398.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100602
1907,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,321179.0,CWTS (Hundredweights),558357.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100603
1907,Tallow and Stearine,Canada,canada,United Kingdom,746.0,CWTS (Hundredweights),960.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100604
1907,Tallow and Stearine,France,france,United Kingdom,47290.0,CWTS (Hundredweights),86335.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100605
1907,Tallow and Stearine,World,world,United Kingdom,2100169.0,CWTS (Hundredweights),3505091.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100606
1907,Tallow and Stearine,Belgium,belgium,United Kingdom,45448.0,CWTS (Hundredweights),82965.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100607
1907,Tallow and Stearine,Australia,australia,United Kingdom,627714.0,CWTS (Hundredweights),1047530.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100608
1907,Tallow and Stearine,Uruguay,uruguay,United Kingdom,44955.0,CWTS (Hundredweights),77951.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100609
1907,Tallow and Stearine,China,china,United Kingdom,75628.0,CWTS (Hundredweights),120737.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100610
1907,Tallow and Stearine,United States of America,united states of america,United Kingdom,486365.0,CWTS (Hundredweights),762853.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100611
1907,Tallow and Stearine,Germany,germany,United Kingdom,13576.0,CWTS (Hundredweights),20101.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100612
1907,Tallow and Stearine,British East Indies,british east indies,United Kingdom,163.0,CWTS (Hundredweights),258.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100613
1907,Tallow and Stearine,New Zealand,new zealand,United Kingdom,412956.0,CWTS (Hundredweights),706907.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100614
1907,Tallow and Stearine,Other British Possessions,other british possessions,United Kingdom,1474.0,CWTS (Hundredweights),1825.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100615
1907,Tallow and Stearine,Falkland Islands,falkland islands,United Kingdom,6787.0,CWTS (Hundredweights),11625.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100616
1907,Tallow and Stearine,Other Foreign Countries ,other foreign countries,United Kingdom,8011.0,CWTS (Hundredweights),12280.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100617
1907,Tallow and Stearine,Netherlands,netherlands,United Kingdom,7877.0,CWTS (Hundredweights),14407.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100618
1909,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,429637.0,CWTS (Hundredweights),661252.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100619
1909,Tallow and Stearine,Canada,canada,United Kingdom,1740.0,CWTS (Hundredweights),3015.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100620
1909,Tallow and Stearine,France,france,United Kingdom,40134.0,CWTS (Hundredweights),83097.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100621
1909,Tallow and Stearine,World,world,United Kingdom,2196556.0,CWTS (Hundredweights),3359962.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100622
1909,Tallow and Stearine,Belgium,belgium,United Kingdom,54203.0,CWTS (Hundredweights),89822.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100623
1909,Tallow and Stearine,Australia,australia,United Kingdom,735988.0,CWTS (Hundredweights),1126896.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100624
1909,Tallow and Stearine,Uruguay,uruguay,United Kingdom,50059.0,CWTS (Hundredweights),76688.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100625
1909,Tallow and Stearine,China,china,United Kingdom,119064.0,CWTS (Hundredweights),162974.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100626
1909,Tallow and Stearine,United States of America,united states of america,United Kingdom,263385.0,CWTS (Hundredweights),389239.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100627
1909,Tallow and Stearine,Germany,germany,United Kingdom,10523.0,CWTS (Hundredweights),16025.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100628
